Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated,Team_Rank,Made_Playoffs
Yao Ming,HOU,48.0,33.8,8.8,17.1,0.516,0.0,0.0,8.8,0.518,0.516,7.4,8.6,0.862,2.1,7.3,9.4,2.0,0.4,2.0,3.5,25.0,2006-07,0.6,0.54,0,11,1
Paul Pierce,BOS,47.0,37.0,7.9,18.1,0.439,2.3,0.389,5.7,0.463,0.502,6.8,8.6,0.796,0.8,5.1,5.9,4.1,1.0,0.3,3.2,25.0,2006-07,0.57,0.45,0,35,0
Tracy McGrady,HOU,71.0,35.8,9.0,20.8,0.431,1.8,0.331,7.2,0.466,0.474,4.9,6.9,0.707,0.8,4.5,5.3,6.5,1.3,0.5,3.0,24.6,2006-07,0.52,0.3,0,11,1
Dirk Nowitzki,DAL,78.0,36.2,8.6,17.2,0.502,0.9,0.416,7.7,0.515,0.529,6.4,7.1,0.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,24.6,2006-07,0.61,0.35,1,7,1
Zach Randolph,POR,68.0,35.7,8.8,18.9,0.467,0.2,0.292,8.6,0.473,0.472,5.8,7.1,0.819,2.9,7.2,10.1,2.2,0.8,0.2,3.2,23.6,2006-07,0.54,0.33,0,31,0
Chris Bosh,TOR,69.0,38.5,7.9,15.9,0.496,0.2,0.343,7.7,0.501,0.502,6.7,8.6,0.785,2.7,8.0,10.7,2.5,0.6,1.3,2.6,22.6,2006-07,0.57,0.37,0,15,1
Kevin Garnett,MIN,76.0,39.4,8.4,17.6,0.476,0.2,0.214,8.2,0.487,0.48,5.5,6.6,0.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,22.4,2006-07,0.55,0.38,0,30,0
Rashard Lewis,SEA,60.0,39.1,7.7,16.8,0.461,2.5,0.39,5.2,0.505,0.536,4.4,5.3,0.841,1.5,5.1,6.6,2.4,1.1,0.7,2.0,22.4,2006-07,0.59,0.35,0,32,0
Ben Gordon,CHI,82.0,33.0,7.4,16.3,0.455,1.9,0.413,5.5,0.471,0.513,4.6,5.4,0.864,0.4,2.7,3.1,3.6,0.8,0.2,3.0,21.4,2006-07,0.57,0.2,0,14,1
Carlos Boozer,UTA,74.0,34.6,8.7,15.6,0.561,0.0,,8.7,0.561,0.561,3.4,5.0,0.685,3.2,8.5,11.7,3.0,0.9,0.3,2.6,20.9,2006-07,0.59,0.35,0,12,1
Pau Gasol,MEM,59.0,36.2,7.8,14.5,0.538,0.1,0.273,7.8,0.542,0.54,5.1,6.8,0.748,2.5,7.3,9.8,3.4,0.5,2.1,2.7,20.8,2006-07,0.59,0.43,0,36,0
Elton Brand,LAC,80.0,38.5,8.1,15.1,0.533,0.0,1.0,8.1,0.532,0.533,4.4,5.8,0.761,3.4,6.0,9.3,2.9,1.0,2.2,2.5,20.5,2006-07,0.58,0.31,1,22,0
Amar'e Stoudemire,PHO,82.0,32.8,7.4,12.9,0.575,0.0,0.0,7.4,0.577,0.575,5.6,7.1,0.781,2.7,6.9,9.6,1.0,1.0,1.3,2.8,20.4,2006-07,0.64,0.29,0,8,1
Kevin Martin,SAC,80.0,35.2,6.3,13.3,0.473,1.6,0.381,4.7,0.515,0.533,6.0,7.1,0.844,0.9,3.4,4.3,2.2,1.2,0.1,1.7,20.2,2006-07,0.61,0.23,0,28,0
Baron Davis,GSW,63.0,35.3,7.2,16.3,0.439,1.3,0.304,5.8,0.489,0.48,4.4,5.9,0.745,0.8,3.6,4.4,8.1,2.1,0.5,3.1,20.1,2006-07,0.53,0.34,0,19,1
Tim Duncan,SAS,80.0,34.1,7.7,14.1,0.546,0.0,0.111,7.7,0.55,0.547,4.5,7.1,0.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,20.0,2006-07,0.58,0.32,1,9,1
Richard Hamilton,DET,75.0,36.8,7.3,15.6,0.468,0.6,0.341,6.7,0.483,0.486,4.6,5.4,0.861,1.0,2.8,3.8,3.8,0.8,0.2,2.1,19.8,2006-07,0.55,0.23,0,10,1
Antawn Jamison,WAS,70.0,38.0,7.3,16.3,0.45,2.0,0.364,5.3,0.492,0.51,3.2,4.4,0.736,1.9,6.1,8.0,1.9,1.1,0.5,1.5,19.8,2006-07,0.54,0.28,0,20,1
Eddy Curry,NYK,81.0,35.2,7.2,12.5,0.576,0.0,1.0,7.2,0.575,0.576,5.0,8.1,0.615,2.4,4.6,7.0,0.8,0.4,0.5,3.6,19.5,2006-07,0.61,0.2,0,29,0
Jermaine O'Neal,IND,69.0,35.6,7.2,16.5,0.436,0.0,0.0,7.2,0.439,0.436,5.0,6.5,0.767,2.2,7.4,9.6,2.4,0.7,2.6,2.9,19.4,2006-07,0.5,0.3,0,25,0
Caron Butler,WAS,63.0,39.3,7.2,15.5,0.463,0.3,0.25,6.9,0.48,0.472,4.5,5.2,0.863,2.3,5.1,7.4,3.7,2.1,0.3,2.9,19.1,2006-07,0.54,0.33,0,20,1
Josh Howard,DAL,70.0,35.1,7.0,15.4,0.459,1.3,0.385,5.7,0.48,0.501,3.5,4.2,0.827,1.9,4.9,6.8,1.8,1.2,0.8,1.8,18.9,2006-07,0.55,0.27,0,7,1
Luol Deng,CHI,82.0,37.5,7.7,14.9,0.517,0.0,0.143,7.7,0.519,0.518,3.4,4.4,0.777,1.8,5.3,7.1,2.5,1.2,0.6,1.9,18.8,2006-07,0.56,0.25,0,14,1
Metta World Peace,SAC,70.0,37.7,6.5,14.9,0.44,1.3,0.358,5.2,0.468,0.485,4.4,5.9,0.74,1.5,5.0,6.5,3.4,2.1,0.6,2.1,18.8,2006-07,0.54,0.28,0,28,0
Steve Nash,PHO,76.0,35.3,6.8,12.8,0.532,2.1,0.455,4.8,0.575,0.613,2.9,3.3,0.899,0.4,3.1,3.5,11.6,0.8,0.1,3.8,18.6,2006-07,0.65,0.32,1,8,1
Tony Parker,SAS,77.0,32.5,7.4,14.2,0.52,0.2,0.395,7.2,0.525,0.527,3.6,4.5,0.783,0.4,2.8,3.2,5.5,1.1,0.1,2.5,18.6,2006-07,0.57,0.24,1,9,1
Mike Miller,MEM,70.0,39.1,6.6,14.4,0.46,2.9,0.406,3.8,0.514,0.56,2.3,2.9,0.793,0.7,4.7,5.4,4.3,0.8,0.3,2.6,18.5,2006-07,0.59,0.26,0,36,0
David West,NOK,52.0,36.5,7.3,15.2,0.476,0.2,0.32,7.1,0.481,0.481,3.6,4.4,0.824,2.4,5.7,8.2,2.2,0.8,0.7,1.9,18.3,2006-07,0.53,0.38,0,-1,0
Andre Iguodala,PHI,76.0,40.3,5.8,13.0,0.447,0.6,0.31,5.2,0.472,0.471,5.9,7.3,0.82,1.0,4.7,5.7,5.7,2.0,0.4,3.4,18.2,2006-07,0.56,0.26,0,26,0
Leandro Barbosa,PHO,80.0,32.7,6.6,13.9,0.476,2.4,0.434,4.2,0.504,0.562,2.5,2.9,0.845,0.3,2.4,2.7,4.0,1.2,0.2,1.8,18.1,2006-07,0.6,0.21,0,8,1
Gerald Wallace,CHA,72.0,36.7,6.6,13.2,0.502,0.5,0.325,6.1,0.528,0.523,4.3,6.2,0.691,2.0,5.2,7.2,2.6,2.0,1.0,2.2,18.1,2006-07,0.57,0.28,0,-1,0
Peja Stojaković,NOK,13.0,32.7,6.4,15.1,0.423,2.6,0.405,3.8,0.438,0.51,2.4,2.9,0.816,0.8,3.3,4.2,0.8,0.6,0.3,1.5,17.8,2006-07,0.54,1.0,0,-1,0
Jamal Crawford,NYK,59.0,37.3,6.0,15.0,0.4,1.7,0.32,4.3,0.445,0.458,3.9,4.6,0.838,0.7,2.5,3.2,4.4,1.0,0.1,2.7,17.6,2006-07,0.52,0.24,0,29,0
Dwight Howard,ORL,82.0,36.9,6.4,10.6,0.603,0.0,0.5,6.4,0.603,0.603,4.8,8.1,0.586,3.5,8.8,12.3,1.9,0.9,1.9,3.9,17.6,2006-07,0.62,0.28,0,23,1
Mehmet Okur,UTA,80.0,33.3,6.1,13.3,0.462,1.6,0.384,4.5,0.498,0.523,3.7,4.8,0.765,2.0,5.2,7.2,2.0,0.5,0.5,1.6,17.6,2006-07,0.57,0.22,0,12,1
Shawn Marion,PHO,80.0,37.6,7.0,13.4,0.524,1.0,0.317,6.0,0.587,0.561,2.5,3.1,0.81,2.2,7.7,9.8,1.7,2.0,1.5,1.4,17.5,2006-07,0.59,0.3,1,8,1
Shaquille O'Neal,MIA,40.0,28.4,7.1,12.0,0.591,0.0,,7.1,0.591,0.591,3.1,7.4,0.422,2.4,5.0,7.4,2.0,0.2,1.4,2.4,17.3,2006-07,0.57,0.42,0,17,1
Chris Paul,NOK,64.0,36.8,6.0,13.6,0.437,0.8,0.35,5.2,0.455,0.466,4.6,5.6,0.818,0.8,3.5,4.4,8.9,1.8,0.0,2.5,17.3,2006-07,0.54,0.33,0,-1,0
Mo Williams,MIL,68.0,36.4,6.9,15.4,0.446,1.2,0.346,5.7,0.474,0.484,2.3,2.7,0.855,0.8,4.0,4.8,6.1,1.3,0.1,3.0,17.3,2006-07,0.52,0.26,0,34,0
Mike Bibby,SAC,82.0,34.0,5.7,14.2,0.404,2.1,0.36,3.6,0.435,0.478,3.5,4.2,0.83,0.5,2.7,3.2,4.7,1.1,0.1,2.4,17.1,2006-07,0.53,0.18,0,28,0
Chauncey Billups,DET,70.0,36.2,5.0,11.6,0.427,1.6,0.345,3.4,0.479,0.494,5.5,6.2,0.883,0.3,3.1,3.4,7.2,1.2,0.2,2.0,17.0,2006-07,0.59,0.28,1,10,1
Ricky Davis,MIN,81.0,37.3,6.2,13.4,0.465,1.5,0.397,4.7,0.492,0.521,3.0,3.5,0.839,0.7,3.2,3.9,4.8,1.0,0.3,2.6,17.0,2006-07,0.57,0.21,0,30,0
Corey Maggette,LAC,75.0,30.5,4.9,10.8,0.454,0.2,0.2,4.7,0.476,0.462,6.9,8.4,0.82,1.2,4.7,5.9,2.8,0.9,0.2,2.7,16.9,2006-07,0.58,0.22,0,22,0
Brandon Roy,POR,57.0,35.4,6.1,13.4,0.456,1.0,0.377,5.2,0.475,0.492,3.5,4.2,0.838,1.0,3.4,4.4,4.0,1.2,0.2,2.0,16.8,2006-07,0.55,0.29,0,31,0
Jason Terry,DAL,81.0,35.1,6.3,13.1,0.484,2.0,0.438,4.3,0.508,0.56,2.0,2.5,0.804,0.5,2.3,2.9,5.2,1.0,0.2,1.9,16.7,2006-07,0.59,0.21,0,7,1
Kirk Hinrich,CHI,80.0,35.5,5.9,13.3,0.448,1.8,0.415,4.2,0.463,0.514,3.0,3.6,0.835,0.4,3.0,3.4,6.3,1.3,0.3,2.4,16.6,2006-07,0.56,0.22,0,14,1
Al Harrington,2TM,78.0,32.9,6.3,13.9,0.457,1.6,0.433,4.7,0.466,0.516,2.2,3.1,0.694,1.9,4.4,6.4,1.9,0.8,0.3,2.2,16.5,2006-07,0.54,0.19,0,-1,0
Monta Ellis,GSW,77.0,34.3,6.2,13.1,0.475,0.5,0.273,5.7,0.509,0.495,3.5,4.6,0.763,0.8,2.4,3.2,4.1,1.7,0.3,2.9,16.5,2006-07,0.55,0.19,0,19,1
Manu Ginóbili,SAS,75.0,27.5,5.3,11.4,0.464,1.7,0.396,3.6,0.505,0.539,4.3,5.0,0.86,0.8,3.6,4.4,3.5,1.5,0.4,2.1,16.5,2006-07,0.61,0.23,0,9,1
Nenad Krstić,NJN,26.0,32.6,6.5,12.4,0.526,0.0,0.0,6.5,0.528,0.526,3.3,4.7,0.711,2.0,4.8,6.8,1.8,0.4,0.9,2.0,16.4,2006-07,0.57,0.65,0,21,1
Stephon Marbury,NYK,74.0,37.1,5.3,12.9,0.415,1.7,0.357,3.7,0.448,0.48,4.0,5.2,0.769,0.5,2.4,2.9,5.4,1.0,0.1,2.4,16.4,2006-07,0.54,0.2,0,29,0
Josh Smith,ATL,72.0,36.8,6.1,13.8,0.439,0.5,0.25,5.5,0.473,0.458,3.7,5.4,0.693,2.3,6.3,8.6,3.3,1.4,2.9,3.2,16.4,2006-07,0.51,0.28,0,33,0
Richard Jefferson,NJN,55.0,35.6,5.5,12.1,0.456,0.9,0.359,4.6,0.483,0.495,4.3,5.9,0.733,0.9,3.5,4.4,2.7,0.6,0.1,2.2,16.3,2006-07,0.55,0.25,0,21,1
Deron Williams,UTA,80.0,36.9,6.2,13.5,0.456,1.0,0.322,5.2,0.498,0.494,2.8,3.7,0.767,0.5,2.8,3.3,9.3,1.0,0.2,3.1,16.2,2006-07,0.54,0.23,0,12,1
Al Jefferson,BOS,69.0,33.6,6.6,12.8,0.514,0.0,0.0,6.6,0.514,0.514,2.9,4.3,0.681,3.4,7.5,11.0,1.3,0.7,1.5,2.0,16.0,2006-07,0.54,0.3,0,35,0
Jason Richardson,GSW,51.0,32.8,6.0,14.4,0.417,2.2,0.365,3.8,0.453,0.492,1.8,2.7,0.657,1.4,3.7,5.1,3.4,1.1,0.6,1.6,16.0,2006-07,0.51,0.3,0,19,1
Lamar Odom,LAL,56.0,39.3,5.7,12.2,0.468,1.0,0.297,4.7,0.531,0.508,3.5,5.1,0.7,1.8,7.9,9.8,4.8,0.9,0.6,2.9,15.9,2006-07,0.55,0.38,0,18,1
Stephen Jackson,2TM,75.0,33.1,5.5,12.6,0.433,1.3,0.322,4.1,0.488,0.486,3.2,4.0,0.813,0.8,2.1,3.0,3.8,1.1,0.5,2.4,15.5,2006-07,0.54,0.18,0,-1,0
Wally Szczerbiak,BOS,32.0,28.1,5.0,12.1,0.415,1.4,0.415,3.7,0.415,0.472,3.5,3.9,0.897,0.5,2.6,3.1,1.7,0.6,0.1,1.7,15.0,2006-07,0.54,0.35,0,35,0
Larry Hughes,CLE,70.0,37.1,5.4,13.6,0.4,1.1,0.333,4.4,0.42,0.439,3.0,4.4,0.676,0.6,3.2,3.8,3.7,1.3,0.4,2.2,14.9,2006-07,0.48,0.18,0,13,1
Raja Bell,PHO,78.0,37.4,5.3,12.2,0.432,2.6,0.413,2.6,0.452,0.539,1.5,1.9,0.776,0.6,2.6,3.2,2.5,0.6,0.3,1.1,14.7,2006-07,0.56,0.17,0,8,1
Ruben Patterson,MIL,81.0,31.0,5.9,10.7,0.548,0.0,0.158,5.8,0.557,0.55,3.0,4.6,0.641,2.3,3.1,5.4,2.9,1.4,0.3,2.5,14.7,2006-07,0.58,0.2,0,34,0
Earl Boykins,2TM,66.0,30.8,4.9,11.7,0.42,1.4,0.397,3.5,0.43,0.482,3.3,3.7,0.898,0.7,1.4,2.1,4.4,0.8,0.0,1.8,14.6,2006-07,0.55,0.2,0,-1,0
Grant Hill,ORL,65.0,30.9,5.3,10.2,0.518,0.0,0.167,5.2,0.525,0.52,3.8,5.0,0.765,0.8,2.8,3.6,2.1,0.9,0.4,2.2,14.4,2006-07,0.58,0.2,0,23,1
Kyle Korver,PHI,74.0,30.9,5.0,11.4,0.44,1.8,0.43,3.2,0.446,0.518,2.6,2.8,0.914,0.4,3.1,3.5,1.4,0.8,0.3,1.6,14.4,2006-07,0.57,0.16,0,26,0
Emeka Okafor,CHA,67.0,34.8,5.9,11.0,0.532,0.0,,5.9,0.532,0.532,2.6,4.4,0.593,3.9,7.4,11.3,1.2,0.9,2.6,1.7,14.4,2006-07,0.56,0.33,0,-1,0
Tayshaun Prince,DET,82.0,36.6,5.6,12.2,0.46,1.0,0.386,4.6,0.48,0.501,2.1,2.7,0.768,1.8,3.5,5.2,2.8,0.6,0.7,1.2,14.3,2006-07,0.53,0.19,0,10,1
Andrés Nocioni,CHI,53.0,26.5,5.2,11.0,0.467,1.5,0.383,3.6,0.515,0.536,2.3,2.7,0.848,0.8,4.9,5.7,1.1,0.5,0.5,2.0,14.1,2006-07,0.58,0.26,0,14,1
Raymond Felton,CHA,78.0,36.3,5.0,13.1,0.384,1.3,0.33,3.7,0.407,0.434,2.6,3.3,0.797,0.7,2.8,3.4,7.0,1.5,0.1,2.9,14.0,2006-07,0.48,0.18,0,-1,0
T.J. Ford,TOR,75.0,29.9,5.2,12.0,0.436,0.3,0.304,5.0,0.447,0.447,3.2,3.9,0.819,0.7,2.4,3.1,7.9,1.3,0.1,3.1,14.0,2006-07,0.51,0.21,0,15,1
Danny Granger,IND,82.0,34.0,4.9,10.6,0.459,1.3,0.382,3.5,0.497,0.522,2.9,3.6,0.803,1.4,3.3,4.6,1.4,0.8,0.7,1.6,13.9,2006-07,0.57,0.16,0,25,0
Cuttino Mobley,LAC,78.0,36.4,5.0,11.3,0.44,1.3,0.411,3.7,0.451,0.497,2.6,3.1,0.837,0.7,2.8,3.4,2.5,1.2,0.3,1.9,13.8,2006-07,0.54,0.16,0,22,0
Desmond Mason,NOK,75.0,34.3,5.4,12.0,0.452,0.0,,5.4,0.452,0.452,2.9,4.3,0.663,1.7,2.9,4.6,1.5,0.7,0.3,2.6,13.7,2006-07,0.49,0.14,0,-1,0
Charlie Bell,MIL,82.0,34.7,5.2,11.9,0.437,1.5,0.352,3.6,0.488,0.503,1.6,2.0,0.78,0.7,2.2,2.9,3.0,1.2,0.0,1.3,13.5,2006-07,0.53,0.15,0,34,0
Chris Wilcox,SEA,82.0,31.5,5.3,10.0,0.529,0.0,0.0,5.3,0.533,0.529,2.9,4.3,0.684,2.2,5.5,7.7,1.0,0.9,0.5,1.5,13.5,2006-07,0.57,0.2,0,32,0
Andre Miller,2TM,80.0,37.1,5.3,11.4,0.466,0.1,0.143,5.2,0.479,0.469,2.8,3.5,0.784,1.2,3.2,4.4,7.8,1.4,0.1,2.8,13.4,2006-07,0.52,0.22,0,-1,0
Rafer Alston,HOU,82.0,37.1,4.7,12.4,0.375,2.3,0.363,2.3,0.389,0.47,1.6,2.2,0.734,0.4,3.1,3.4,5.4,1.6,0.1,2.1,13.3,2006-07,0.5,0.16,0,11,1
Hedo Türkoğlu,ORL,73.0,31.1,4.7,11.3,0.419,1.5,0.388,3.2,0.435,0.485,2.3,3.0,0.781,0.8,3.2,4.0,3.2,1.0,0.2,2.0,13.3,2006-07,0.53,0.17,0,23,1
Chucky Atkins,MEM,75.0,27.5,4.1,9.5,0.434,1.5,0.379,2.6,0.474,0.515,3.4,4.1,0.81,0.2,1.6,1.9,4.6,0.7,0.1,1.7,13.2,2006-07,0.58,0.17,0,36,0
Marvin Williams,ATL,64.0,34.0,4.8,11.0,0.433,0.2,0.244,4.6,0.446,0.441,3.4,4.1,0.815,1.3,4.0,5.3,1.9,0.8,0.5,2.0,13.1,2006-07,0.51,0.2,0,33,0
Josh Childress,ATL,55.0,36.8,4.7,9.4,0.504,0.5,0.338,4.3,0.533,0.529,3.0,3.8,0.795,2.2,3.9,6.2,2.3,1.1,0.7,1.5,13.0,2006-07,0.59,0.3,0,33,0
Jason Kidd,NJN,80.0,36.7,4.6,11.4,0.406,1.6,0.343,3.1,0.448,0.475,2.2,2.9,0.778,1.7,6.5,8.2,9.2,1.6,0.3,2.7,13.0,2006-07,0.51,0.28,0,21,1
Jameer Nelson,ORL,77.0,30.3,4.9,11.4,0.43,0.8,0.335,4.0,0.457,0.467,2.4,2.9,0.828,0.6,2.4,3.1,4.3,0.9,0.1,2.4,13.0,2006-07,0.51,0.16,0,23,1
Quentin Richardson,NYK,49.0,33.1,4.7,11.1,0.418,2.0,0.376,2.7,0.456,0.507,1.7,2.4,0.692,1.3,5.9,7.2,2.2,0.7,0.1,1.4,13.0,2006-07,0.53,0.3,0,29,0
J.R. Smith,DEN,63.0,23.3,4.5,10.2,0.441,2.4,0.39,2.1,0.515,0.557,1.6,2.0,0.81,0.5,1.8,2.3,1.4,0.8,0.1,1.3,13.0,2006-07,0.59,0.16,0,16,1
Mike Dunleavy,2TM,82.0,31.5,4.7,10.4,0.452,0.9,0.313,3.8,0.502,0.493,2.6,3.3,0.784,1.0,4.2,5.3,2.8,1.0,0.3,1.8,12.8,2006-07,0.54,0.17,0,-1,0
Jamaal Tinsley,IND,72.0,31.2,4.8,12.3,0.389,0.8,0.316,4.0,0.409,0.424,2.4,3.3,0.72,0.8,2.5,3.3,6.9,1.6,0.3,2.8,12.8,2006-07,0.47,0.19,0,25,0
Hakim Warrick,MEM,82.0,26.2,4.5,8.7,0.524,0.0,0.0,4.5,0.53,0.524,3.6,4.7,0.771,1.6,3.5,5.1,0.9,0.5,0.4,2.0,12.7,2006-07,0.59,0.15,0,36,0
Anthony Parker,TOR,73.0,33.4,4.5,9.4,0.477,1.6,0.441,2.9,0.5,0.561,1.8,2.2,0.835,0.8,3.1,3.9,2.1,1.0,0.2,1.0,12.4,2006-07,0.6,0.18,0,15,1
Mark Blount,MIN,82.0,31.0,5.2,10.2,0.509,0.1,0.29,5.1,0.517,0.514,1.8,2.4,0.754,1.7,4.5,6.2,0.8,0.5,0.7,1.9,12.3,2006-07,0.55,0.16,0,30,0
Andrew Bogut,MIL,66.0,34.2,5.3,9.5,0.553,0.0,0.2,5.3,0.556,0.554,1.7,2.9,0.577,2.5,6.3,8.8,3.0,0.7,0.5,2.3,12.3,2006-07,0.57,0.27,0,34,0
Sam Cassell,LAC,58.0,24.3,4.5,10.8,0.418,0.6,0.294,3.9,0.444,0.443,2.8,3.1,0.879,0.5,2.4,2.9,4.7,0.5,0.1,1.7,12.3,2006-07,0.51,0.21,0,22,0
Rasheed Wallace,DET,75.0,32.3,4.8,11.2,0.423,1.4,0.351,3.4,0.463,0.485,1.4,1.8,0.788,1.2,6.0,7.2,1.7,1.0,1.6,1.3,12.3,2006-07,0.51,0.21,0,10,1
Nenê,DEN,64.0,26.8,4.6,8.1,0.57,0.0,0.0,4.6,0.571,0.57,3.0,4.4,0.689,2.3,4.7,7.0,1.2,1.0,0.9,2.0,12.2,2006-07,0.61,0.24,0,16,1
Zaza Pachulia,ATL,72.0,28.1,4.0,8.5,0.474,0.0,0.0,4.0,0.475,0.474,4.1,5.2,0.786,2.8,4.2,6.9,1.5,1.1,0.5,2.3,12.2,2006-07,0.57,0.2,0,33,0
Delonte West,BOS,69.0,32.2,4.4,10.4,0.427,0.9,0.365,3.5,0.447,0.472,2.4,2.9,0.853,0.5,2.6,3.0,4.4,1.1,0.5,2.0,12.2,2006-07,0.52,0.18,0,35,0
Matt Carroll,CHA,72.0,26.1,4.0,9.1,0.433,1.5,0.416,2.4,0.445,0.517,2.6,2.9,0.904,0.5,2.4,2.9,1.3,0.7,0.1,1.0,12.1,2006-07,0.58,0.15,0,-1,0
Ryan Gomes,BOS,73.0,31.2,4.6,9.9,0.467,0.2,0.381,4.4,0.473,0.479,2.6,3.2,0.811,1.7,3.9,5.6,1.6,0.7,0.2,1.4,12.1,2006-07,0.54,0.18,0,35,0
Jarrett Jack,POR,79.0,33.6,4.1,8.9,0.454,0.8,0.35,3.3,0.49,0.499,3.1,3.5,0.871,0.2,2.4,2.6,5.3,1.1,0.1,2.4,12.0,2006-07,0.57,0.17,0,31,0
Jerry Stackhouse,DAL,67.0,24.1,4.2,9.8,0.428,0.9,0.383,3.3,0.443,0.476,2.7,3.2,0.847,0.6,1.6,2.2,2.8,0.8,0.1,1.7,12.0,2006-07,0.54,0.15,0,7,1
Zydrunas Ilgauskas,CLE,78.0,27.3,4.9,10.2,0.485,0.0,0.0,4.9,0.486,0.485,2.0,2.5,0.807,3.1,4.6,7.7,1.6,0.6,1.3,1.8,11.9,2006-07,0.53,0.2,0,13,1
Sean May,CHA,35.0,23.9,4.7,9.4,0.5,0.1,0.667,4.6,0.498,0.503,2.5,3.2,0.768,2.1,4.6,6.7,1.9,0.5,0.7,1.6,11.9,2006-07,0.55,0.42,0,-1,0
Adam Morrison,CHA,78.0,29.8,4.6,12.1,0.376,1.1,0.337,3.4,0.391,0.422,1.5,2.2,0.71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,11.8,2006-07,0.45,0.09,0,-1,0
Charlie Villanueva,MIL,39.0,25.2,4.6,9.8,0.47,0.7,0.337,3.9,0.508,0.508,1.9,2.3,0.82,1.6,4.3,5.8,0.9,0.6,0.3,1.4,11.8,2006-07,0.55,0.32,0,34,0
Andrea Bargnani,TOR,65.0,25.1,4.1,9.6,0.427,1.5,0.373,2.6,0.468,0.507,1.8,2.2,0.824,0.8,3.1,3.9,0.8,0.5,0.8,1.6,11.6,2006-07,0.55,0.16,0,15,1
Devin Brown,NOK,58.0,28.7,4.0,9.6,0.42,1.4,0.357,2.6,0.463,0.493,2.1,2.7,0.794,0.9,3.4,4.3,2.6,0.8,0.2,1.6,11.6,2006-07,0.54,0.2,0,-1,0
Matt Harpring,UTA,77.0,25.5,4.2,8.5,0.491,0.2,0.333,4.0,0.501,0.501,3.1,4.0,0.767,1.5,3.1,4.6,1.3,0.7,0.1,1.5,11.6,2006-07,0.57,0.15,0,12,1
Tony Allen,BOS,33.0,24.4,4.0,7.8,0.514,0.2,0.242,3.8,0.553,0.529,3.2,4.1,0.784,1.1,2.7,3.8,1.7,1.5,0.4,2.3,11.5,2006-07,0.6,0.36,0,35,0
Tyronn Lue,ATL,56.0,26.6,3.9,9.4,0.416,1.0,0.348,2.9,0.446,0.469,2.6,2.9,0.883,0.3,1.5,1.9,3.6,0.4,0.0,1.5,11.4,2006-07,0.53,0.18,0,33,0
