Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated,Team_Rank,Made_Playoffs
Doug Christie,TOR,78.0,37.7,5.9,13.7,0.428,1.3,0.326,4.6,0.469,0.474,3.5,4.2,0.829,1.2,4.0,5.2,3.6,2.4,0.7,2.9,16.5,1997-98,0.53,0.22,0,32,0
Anfernee Hardaway,ORL,19.0,32.9,5.4,14.4,0.377,0.8,0.3,4.6,0.395,0.405,4.7,6.2,0.763,0.4,3.6,4.0,3.6,1.5,0.8,2.4,16.4,1997-98,0.48,0.71,0,22,0
Hakeem Olajuwon,HOU,47.0,34.7,6.5,13.5,0.483,0.0,0.0,6.5,0.486,0.483,3.4,4.5,0.755,2.5,7.3,9.8,3.0,1.8,2.0,2.7,16.4,1997-98,0.53,0.47,1,21,1
Bryant Reeves,VAN,74.0,34.1,6.6,12.7,0.523,0.0,0.0,6.6,0.525,0.523,3.0,4.3,0.706,2.6,5.3,7.9,2.1,0.5,1.1,2.1,16.3,1997-98,0.56,0.25,0,29,0
Bison Dele,DET,78.0,33.6,6.8,13.3,0.511,0.0,0.333,6.8,0.511,0.511,2.5,3.6,0.707,2.9,6.1,8.9,1.2,0.9,0.7,2.3,16.2,1997-98,0.54,0.23,0,23,0
Kevin Willis,HOU,81.0,31.2,6.6,12.9,0.51,0.0,0.143,6.5,0.513,0.511,3.0,3.8,0.793,2.9,5.5,8.4,1.0,0.7,0.5,2.1,16.1,1997-98,0.55,0.22,0,21,1
Arvydas Sabonis,POR,73.0,32.0,5.6,11.3,0.493,0.4,0.261,5.2,0.53,0.511,4.4,5.5,0.798,2.0,7.9,10.0,3.0,0.9,1.1,2.6,16.0,1997-98,0.58,0.3,0,16,1
Rex Chapman,PHO,68.0,33.3,6.0,14.1,0.427,1.8,0.386,4.2,0.447,0.49,2.1,2.8,0.781,0.4,2.1,2.5,3.0,1.0,0.2,1.7,15.9,1997-98,0.52,0.18,0,10,1
Jerry Stackhouse,2TM,79.0,32.2,5.4,12.3,0.435,0.6,0.241,4.8,0.483,0.459,4.5,5.7,0.787,1.3,2.0,3.4,3.1,1.1,0.7,2.8,15.8,1997-98,0.53,0.17,0,-1,0
Detlef Schrempf,SEA,78.0,35.2,5.6,11.5,0.487,0.8,0.415,4.8,0.501,0.521,3.8,4.5,0.844,1.7,5.4,7.1,4.4,0.8,0.2,2.2,15.8,1997-98,0.59,0.25,0,8,1
Jim Jackson,2TM,79.0,38.6,6.0,14.0,0.43,0.8,0.319,5.3,0.453,0.458,2.9,3.6,0.812,1.6,3.4,5.1,4.8,1.0,0.1,3.3,15.7,1997-98,0.5,0.19,0,-1,0
Larry Johnson,NYK,70.0,34.5,6.1,12.6,0.485,0.2,0.238,5.9,0.504,0.494,3.1,4.0,0.756,2.5,3.2,5.7,2.1,0.6,0.2,1.8,15.5,1997-98,0.54,0.21,0,19,1
Kobe Bryant,LAL,79.0,26.0,4.9,11.6,0.428,0.9,0.341,4.0,0.456,0.469,4.6,5.8,0.794,1.0,2.1,3.1,2.5,0.9,0.5,2.0,15.4,1997-98,0.54,0.16,0,7,1
Donyell Marshall,GSW,73.0,35.8,6.2,14.9,0.414,0.9,0.313,5.3,0.436,0.443,2.2,3.0,0.731,2.9,5.7,8.6,2.2,1.3,1.0,2.0,15.4,1997-98,0.47,0.23,0,30,0
Lamond Murray,LAC,79.0,32.6,6.0,12.5,0.481,0.7,0.353,5.3,0.504,0.508,2.8,3.7,0.748,2.2,3.9,6.1,1.8,1.5,0.7,2.2,15.4,1997-98,0.55,0.2,0,31,0
Nick Anderson,ORL,58.0,29.3,5.9,13.0,0.455,1.3,0.36,4.6,0.493,0.506,2.2,3.4,0.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,15.3,1997-98,0.53,0.25,0,22,0
Ron Mercer,BOS,80.0,33.3,6.4,14.3,0.45,0.0,0.107,6.4,0.458,0.451,2.4,2.8,0.839,1.4,2.1,3.5,2.2,1.6,0.2,1.7,15.3,1997-98,0.49,0.16,0,24,0
Charles Barkley,HOU,68.0,33.0,5.3,10.9,0.485,0.3,0.214,5.0,0.52,0.497,4.4,5.8,0.746,3.5,8.1,11.7,3.2,1.0,0.4,2.2,15.2,1997-98,0.56,0.33,1,21,1
Jamal Mashburn,MIA,48.0,36.0,5.2,12.0,0.435,0.8,0.303,4.5,0.47,0.467,3.8,4.8,0.797,1.5,3.4,4.9,2.8,0.9,0.3,2.3,15.1,1997-98,0.54,0.29,0,12,1
Antonio McDyess,PHO,81.0,30.1,6.1,11.4,0.536,0.0,0.0,6.1,0.537,0.536,2.9,4.1,0.702,2.5,5.0,7.6,1.3,1.2,1.7,1.8,15.1,1997-98,0.57,0.23,0,10,1
Tracy Murray,WAS,82.0,27.2,5.5,12.3,0.446,1.9,0.392,3.5,0.482,0.524,2.2,2.5,0.871,0.9,2.5,3.4,1.0,0.8,0.3,1.2,15.1,1997-98,0.56,0.15,0,20,0
Rodney Rogers,LAC,76.0,32.9,5.6,12.3,0.456,0.9,0.34,4.7,0.49,0.494,3.0,4.3,0.686,2.0,3.5,5.6,2.7,1.2,0.5,2.5,15.1,1997-98,0.53,0.19,0,31,0
Johnny Newman,DEN,74.0,29.4,4.6,10.8,0.431,0.5,0.343,4.2,0.444,0.453,4.9,6.0,0.82,0.7,1.2,1.9,1.9,1.0,0.3,2.0,14.7,1997-98,0.55,0.14,0,33,0
Wesley Person,CLE,82.0,39.0,5.4,11.7,0.46,2.3,0.43,3.0,0.486,0.56,1.6,2.1,0.776,0.8,3.6,4.4,2.3,1.6,0.6,1.3,14.7,1997-98,0.58,0.19,0,15,1
Joe Smith,2TM,79.0,29.7,5.9,13.5,0.434,0.0,0.0,5.9,0.437,0.434,2.9,3.7,0.775,2.5,3.4,6.0,1.2,0.8,0.6,2.0,14.6,1997-98,0.48,0.16,0,-1,0
Rasheed Wallace,POR,77.0,37.6,6.1,11.4,0.533,0.1,0.205,5.9,0.548,0.537,2.4,3.6,0.662,1.7,4.5,6.2,2.5,1.0,1.1,2.2,14.6,1997-98,0.56,0.22,0,16,1
LaPhonso Ellis,DEN,76.0,33.9,5.4,13.3,0.407,0.8,0.284,4.6,0.438,0.435,2.7,3.4,0.805,1.9,5.2,7.2,2.8,0.9,0.6,2.3,14.3,1997-98,0.48,0.2,0,33,0
Alan Henderson,ATL,69.0,29.0,5.3,10.9,0.485,0.0,0.5,5.2,0.485,0.487,3.7,5.6,0.652,2.9,3.5,6.4,1.1,0.6,0.5,1.6,14.3,1997-98,0.54,0.2,0,14,1
Jeff Hornacek,UTA,80.0,30.8,5.0,10.4,0.482,0.7,0.441,4.3,0.489,0.516,3.6,4.0,0.885,0.8,2.6,3.4,4.4,1.4,0.2,1.7,14.2,1997-98,0.58,0.2,0,5,1
Clifford Robinson,PHO,80.0,29.5,5.4,11.2,0.479,0.3,0.321,5.0,0.496,0.494,3.1,4.5,0.689,1.9,3.2,5.1,2.1,1.2,1.1,1.8,14.2,1997-98,0.54,0.18,0,10,1
John Wallace,TOR,82.0,28.8,5.7,11.9,0.478,0.0,0.5,5.7,0.478,0.479,2.6,3.6,0.717,1.4,3.1,4.5,1.3,0.8,1.2,2.1,14.0,1997-98,0.52,0.15,0,32,0
Zydrunas Ilgauskas,CLE,82.0,29.0,5.5,10.7,0.518,0.0,0.25,5.5,0.519,0.519,2.8,3.7,0.762,3.4,5.4,8.8,0.9,0.6,1.6,1.8,13.9,1997-98,0.56,0.22,0,15,1
Christian Laettner,ATL,74.0,30.8,4.8,9.9,0.485,0.1,0.222,4.7,0.495,0.489,4.1,4.8,0.864,1.9,4.7,6.6,2.6,1.0,1.0,2.5,13.8,1997-98,0.57,0.23,0,14,1
Nick Van Exel,LAL,64.0,32.1,4.9,11.6,0.419,1.9,0.389,2.9,0.44,0.501,2.1,2.7,0.791,0.5,2.5,3.0,6.9,1.0,0.1,1.6,13.8,1997-98,0.54,0.25,0,7,1
Isaac Austin,2TM,78.0,29.1,5.2,11.2,0.466,0.0,0.0,5.2,0.47,0.466,3.1,4.7,0.669,2.6,4.6,7.1,2.2,0.8,0.7,2.6,13.5,1997-98,0.51,0.18,0,-1,0
Danny Manning,PHO,70.0,25.6,5.6,10.8,0.516,0.0,0.0,5.6,0.521,0.516,2.4,3.2,0.739,1.6,4.0,5.6,2.0,1.0,0.7,1.4,13.5,1997-98,0.55,0.22,0,10,1
Kendall Gill,NJN,81.0,33.7,5.2,12.0,0.429,0.3,0.257,4.8,0.449,0.443,2.8,4.0,0.688,1.4,3.4,4.8,2.5,1.9,0.8,1.5,13.4,1997-98,0.49,0.17,0,18,1
Dikembe Mutombo,ATL,82.0,35.6,4.9,9.1,0.537,0.0,,4.9,0.537,0.537,3.7,5.5,0.67,3.4,8.0,11.4,1.0,0.4,3.4,2.0,13.4,1997-98,0.58,0.26,1,14,1
Rony Seikaly,2TM,56.0,29.2,4.5,10.3,0.432,0.0,0.0,4.5,0.433,0.432,4.4,5.9,0.741,2.6,4.4,7.0,1.4,0.5,0.8,2.6,13.3,1997-98,0.52,0.23,0,-1,0
Toni Kukoč,CHI,74.0,30.2,5.2,11.4,0.455,0.9,0.362,4.3,0.48,0.493,2.1,3.0,0.708,1.6,2.8,4.4,4.2,1.0,0.5,2.1,13.3,1997-98,0.52,0.19,0,6,1
Mookie Blaylock,ATL,70.0,38.6,5.3,13.4,0.392,1.3,0.269,4.0,0.46,0.44,1.4,1.9,0.709,1.2,3.7,4.9,6.7,2.6,0.3,2.5,13.2,1997-98,0.46,0.24,0,14,1
Joe Dumars,DET,72.0,32.3,4.6,11.0,0.416,2.2,0.371,2.4,0.468,0.516,1.8,2.1,0.825,0.2,1.3,1.4,3.5,0.6,0.0,1.2,13.1,1997-98,0.55,0.15,0,23,0
David Wesley,CHH,81.0,35.1,4.7,10.7,0.443,0.7,0.347,4.0,0.467,0.477,2.8,3.6,0.795,0.6,2.0,2.6,6.5,1.7,0.4,2.8,13.0,1997-98,0.53,0.18,0,13,1
John Starks,NYK,82.0,26.7,4.5,11.5,0.393,1.6,0.327,3.0,0.441,0.461,2.3,2.9,0.787,0.6,2.2,2.8,2.7,1.0,0.1,1.7,12.9,1997-98,0.5,0.12,0,19,1
Jayson Williams,NJN,65.0,36.0,4.9,9.9,0.498,0.0,0.0,4.9,0.501,0.498,3.0,4.5,0.666,6.8,6.8,13.6,1.0,0.7,0.8,1.5,12.9,1997-98,0.54,0.32,0,18,1
Calbert Cheaney,WAS,82.0,34.6,5.5,12.0,0.457,0.2,0.283,5.3,0.467,0.464,1.7,2.6,0.647,1.0,3.0,4.0,2.1,1.2,0.4,1.3,12.8,1997-98,0.49,0.14,0,20,0
Anthony Mason,CHH,81.0,38.9,4.8,9.4,0.509,0.0,0.0,4.8,0.512,0.509,3.2,5.0,0.649,2.2,8.0,10.2,4.2,0.8,0.2,1.8,12.8,1997-98,0.55,0.25,1,13,1
Derek Strong,ORL,58.0,28.2,4.5,10.6,0.42,0.0,0.0,4.5,0.423,0.42,3.8,4.8,0.781,2.6,4.7,7.4,0.9,0.5,0.4,1.3,12.7,1997-98,0.5,0.23,0,22,0
Voshon Lenard,MIA,81.0,32.4,4.5,10.5,0.425,1.9,0.405,2.6,0.441,0.515,1.7,2.2,0.788,0.9,2.7,3.6,2.2,0.7,0.2,1.2,12.6,1997-98,0.55,0.14,0,12,1
Anthony Peeler,2TM,38.0,31.4,5.0,11.1,0.452,1.4,0.424,3.6,0.464,0.515,0.9,1.2,0.766,1.0,2.3,3.2,3.6,1.6,0.2,1.3,12.3,1997-98,0.53,0.35,0,-1,0
Sam Mitchell,MIN,81.0,27.6,4.6,9.9,0.464,0.2,0.349,4.4,0.47,0.473,3.0,3.6,0.832,1.5,3.3,4.8,1.3,0.8,0.3,0.8,12.3,1997-98,0.54,0.16,0,17,1
Kenny Anderson,2TM,61.0,30.5,4.4,11.0,0.398,0.9,0.356,3.5,0.411,0.44,2.5,3.2,0.789,0.6,2.2,2.8,5.7,1.4,0.0,2.3,12.2,1997-98,0.49,0.2,0,-1,0
Marcus Camby,TOR,63.0,31.8,4.9,11.9,0.412,0.0,0.0,4.9,0.413,0.412,2.4,3.9,0.611,3.2,4.2,7.4,1.8,1.1,3.7,2.1,12.1,1997-98,0.44,0.25,0,32,0
Brian Grant,POR,61.0,31.5,4.6,9.1,0.508,0.0,0.0,4.6,0.509,0.508,2.8,3.7,0.75,3.2,5.9,9.1,1.4,0.7,0.7,1.8,12.1,1997-98,0.56,0.28,0,16,1
Horace Grant,ORL,76.0,36.9,5.2,11.3,0.459,0.0,0.0,5.2,0.462,0.459,1.8,2.6,0.678,3.0,5.1,8.1,2.3,1.1,1.0,1.2,12.1,1997-98,0.49,0.22,0,22,0
Lindsey Hunter,DET,71.0,35.3,4.5,11.6,0.383,1.2,0.321,3.3,0.412,0.434,2.0,2.8,0.74,0.9,2.6,3.5,3.2,1.7,0.1,1.5,12.1,1997-98,0.47,0.16,0,23,0
Rick Fox,LAL,82.0,33.0,4.4,9.4,0.471,1.0,0.325,3.4,0.547,0.527,2.1,2.8,0.743,1.0,3.4,4.4,3.4,1.2,0.6,2.5,12.0,1997-98,0.56,0.16,0,7,1
John Stockton,UTA,64.0,29.0,4.2,8.0,0.528,0.6,0.429,3.6,0.55,0.567,3.0,3.6,0.827,0.5,2.0,2.6,8.5,1.4,0.2,2.5,12.0,1997-98,0.63,0.28,1,5,1
Erick Dampier,GSW,82.0,32.4,4.3,9.6,0.445,0.0,0.0,4.3,0.446,0.445,3.3,4.9,0.669,3.3,5.4,8.7,1.1,0.5,1.7,2.1,11.8,1997-98,0.5,0.18,0,30,0
Dale Ellis,SEA,79.0,24.5,4.4,8.9,0.497,1.6,0.464,2.8,0.519,0.588,1.4,1.8,0.782,0.6,1.7,2.3,1.1,0.8,0.1,0.9,11.8,1997-98,0.61,0.13,0,8,1
Gary Trent,2TM,54.0,25.2,4.5,9.4,0.477,0.1,0.333,4.4,0.481,0.481,2.7,3.9,0.679,2.3,4.0,6.3,1.3,0.6,0.5,1.7,11.7,1997-98,0.53,0.23,0,-1,0
Derek Anderson,CLE,66.0,27.9,3.6,8.9,0.408,0.3,0.202,3.4,0.442,0.422,4.2,4.8,0.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,11.7,1997-98,0.53,0.18,0,15,1
Bobby Jackson,DEN,68.0,30.0,4.6,11.6,0.392,0.3,0.259,4.3,0.407,0.405,2.2,2.7,0.814,1.1,3.3,4.4,4.7,1.5,0.2,2.7,11.6,1997-98,0.45,0.18,0,33,0
Jason Kidd,PHO,82.0,38.0,4.4,10.5,0.416,0.9,0.313,3.5,0.454,0.458,2.0,2.5,0.799,1.3,4.9,6.2,9.1,2.0,0.3,3.2,11.6,1997-98,0.5,0.24,0,10,1
Chris Gatling,NJN,57.0,23.8,4.4,9.6,0.455,0.0,0.25,4.3,0.457,0.456,2.8,4.6,0.6,2.1,3.8,5.9,0.9,0.9,0.5,1.7,11.5,1997-98,0.49,0.19,0,18,1
Maurice Taylor,LAC,71.0,21.3,4.5,9.5,0.476,0.0,0.0,4.5,0.476,0.476,2.4,3.4,0.709,1.7,2.5,4.2,0.7,0.5,0.6,1.5,11.5,1997-98,0.52,0.14,0,31,0
Cedric Ceballos,2TM,47.0,21.1,4.3,8.8,0.492,0.4,0.3,3.9,0.53,0.517,2.3,3.1,0.738,1.6,3.1,4.7,1.3,0.7,0.3,1.5,11.4,1997-98,0.56,0.25,0,-1,0
Shawn Bradley,DAL,64.0,28.5,4.7,11.1,0.422,0.0,0.333,4.7,0.422,0.423,2.0,2.8,0.722,2.6,5.5,8.1,0.9,0.8,3.3,1.5,11.4,1997-98,0.46,0.25,0,28,0
Luc Longley,CHI,58.0,29.4,4.8,10.5,0.455,0.0,,4.8,0.455,0.455,1.9,2.6,0.736,1.9,3.9,5.9,2.8,0.6,1.1,2.2,11.4,1997-98,0.49,0.23,0,6,1
Matt Geiger,CHH,78.0,23.6,4.6,9.1,0.505,0.0,0.091,4.6,0.511,0.506,2.2,3.0,0.712,2.5,4.2,6.7,1.0,0.9,1.1,1.4,11.3,1997-98,0.54,0.18,0,13,1
Chris Mullin,IND,82.0,26.5,4.1,8.4,0.481,1.3,0.44,2.8,0.503,0.559,1.9,2.0,0.939,0.5,2.6,3.0,2.3,1.2,0.5,1.4,11.3,1997-98,0.61,0.15,0,9,1
Eric Piatkowski,LAC,67.0,26.0,3.8,8.5,0.452,1.6,0.409,2.3,0.489,0.546,2.1,2.5,0.824,1.0,2.5,3.5,1.3,0.8,0.2,1.2,11.3,1997-98,0.59,0.16,0,31,0
Chauncey Billups,2TM,80.0,27.7,3.5,9.4,0.374,1.3,0.329,2.2,0.408,0.445,2.8,3.3,0.85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,11.2,1997-98,0.52,0.13,0,-1,0
Armen Gilliam,MIL,82.0,25.8,4.0,8.2,0.484,0.0,0.0,4.0,0.487,0.484,3.3,4.1,0.802,1.8,3.6,5.4,1.3,0.8,0.5,1.8,11.2,1997-98,0.56,0.15,0,25,0
Hubert Davis,DAL,81.0,29.4,4.3,9.5,0.456,1.2,0.439,3.1,0.464,0.522,1.2,1.4,0.836,0.4,1.7,2.1,1.9,0.5,0.1,1.1,11.1,1997-98,0.55,0.11,0,28,0
Dennis Scott,2TM,81.0,28.3,4.1,10.2,0.397,1.5,0.365,2.5,0.42,0.473,1.3,1.6,0.808,0.6,2.5,3.0,1.9,0.7,0.5,1.3,11.0,1997-98,0.5,0.12,0,-1,0
