Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated,Team_Rank,Made_Playoffs
Julius Randle,NYK,72.0,35.3,7.1,17.3,0.411,1.7,0.308,5.4,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,20.1,2021-22,0.51,0.3,1,19,0
RJ Barrett,NYK,70.0,34.5,7.0,17.1,0.408,2.0,0.342,5.0,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,20.0,2021-22,0.51,0.22,0,19,0
Terry Rozier,CHO,73.0,33.7,7.1,16.0,0.444,3.0,0.374,4.1,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,19.3,2021-22,0.57,0.26,0,16,0
Jerami Grant,DET,47.0,31.9,6.3,14.9,0.426,1.9,0.358,4.4,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,19.2,2021-22,0.55,0.35,0,28,0
Bam Adebayo,MIA,56.0,32.6,7.3,13.0,0.557,0.0,0.0,7.3,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,19.1,2021-22,0.61,0.45,0,4,1
Malcolm Brogdon,IND,36.0,33.5,6.8,15.1,0.448,1.6,0.312,5.1,0.518,0.501,4.0,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,19.1,2021-22,0.56,0.56,0,26,0
Norman Powell,2TM,45.0,32.4,6.2,13.4,0.461,2.4,0.419,3.8,0.491,0.549,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,19.0,2021-22,0.61,0.36,0,-1,0
Domantas Sabonis,2TM,62.0,34.5,7.1,12.5,0.573,0.6,0.312,6.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,18.9,2021-22,0.64,0.45,0,-1,0
Jordan Poole,GSW,76.0,30.0,6.2,13.9,0.448,2.8,0.364,3.5,0.55,0.548,3.2,3.5,0.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,18.5,2021-22,0.6,0.22,0,3,1
Russell Westbrook,LAL,78.0,34.3,7.0,15.8,0.444,1.0,0.298,6.0,0.485,0.476,3.4,5.1,0.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,18.5,2021-22,0.51,0.26,1,23,0
Dillon Brooks,MEM,32.0,27.7,7.1,16.4,0.432,1.4,0.309,5.7,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,18.4,2021-22,0.52,0.45,0,2,1
Jrue Holiday,MIL,67.0,33.0,7.1,14.2,0.501,2.0,0.411,5.2,0.547,0.57,2.0,2.7,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,18.3,2021-22,0.59,0.31,0,6,1
Gary Trent Jr.,TOR,70.0,35.0,6.4,15.5,0.414,3.0,0.383,3.4,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,18.3,2021-22,0.55,0.21,0,11,1
Desmond Bane,MEM,76.0,29.8,6.7,14.5,0.461,3.0,0.436,3.7,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,18.2,2021-22,0.59,0.23,0,2,1
Bojan Bogdanović,UTA,69.0,30.9,6.1,13.4,0.455,2.6,0.387,3.5,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,18.1,2021-22,0.6,0.22,0,9,1
D'Angelo Russell,MIN,65.0,32.0,6.2,15.0,0.411,2.7,0.34,3.5,0.492,0.502,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,18.1,2021-22,0.54,0.27,0,12,1
Christian Wood,HOU,68.0,30.8,6.5,12.9,0.501,1.9,0.39,4.5,0.57,0.576,3.0,4.9,0.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,17.9,2021-22,0.59,0.32,0,30,0
Jonas Valančiūnas,NOP,74.0,30.3,6.9,12.7,0.544,0.8,0.361,6.1,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,17.8,2021-22,0.62,0.33,0,20,1
Nikola Vučević,CHI,73.0,33.1,7.5,15.8,0.473,1.4,0.314,6.1,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,17.6,2021-22,0.53,0.32,0,13,1
Tyrese Maxey,PHI,75.0,35.3,6.4,13.3,0.485,1.8,0.427,4.7,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,17.5,2021-22,0.59,0.23,0,8,1
Cade Cunningham,DET,64.0,32.6,6.7,16.1,0.416,1.8,0.314,4.9,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,17.4,2021-22,0.5,0.26,0,28,0
Jalen Green,HOU,67.0,31.9,6.1,14.2,0.426,2.3,0.343,3.7,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,17.3,2021-22,0.55,0.2,0,30,0
Anfernee Simons,POR,57.0,29.5,6.2,14.0,0.443,3.1,0.405,3.1,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,17.3,2021-22,0.58,0.25,0,25,0
Deandre Ayton,PHO,58.0,29.5,7.6,12.0,0.634,0.1,0.368,7.5,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,17.2,2021-22,0.66,0.41,0,1,1
Luguentz Dort,OKC,51.0,32.6,5.7,14.2,0.404,2.5,0.332,3.2,0.487,0.493,3.2,3.7,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,17.2,2021-22,0.54,0.27,0,27,0
Tobias Harris,PHI,73.0,34.8,6.8,14.0,0.482,1.4,0.367,5.4,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,17.2,2021-22,0.56,0.27,0,8,1
Andrew Wiggins,GSW,73.0,31.9,6.5,14.0,0.466,2.2,0.393,4.4,0.513,0.543,2.0,3.2,0.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,17.2,2021-22,0.56,0.21,0,3,1
OG Anunoby,TOR,48.0,36.0,6.4,14.5,0.443,2.4,0.363,4.0,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,17.1,2021-22,0.55,0.35,0,11,1
Kyle Kuzma,WAS,66.0,33.4,6.4,14.2,0.452,1.9,0.341,4.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,17.1,2021-22,0.55,0.29,0,21,0
Caris LeVert,2TM,58.0,30.7,6.5,14.7,0.444,1.4,0.32,5.1,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,17.0,2021-22,0.53,0.27,0,-1,0
Keldon Johnson,SAS,75.0,31.9,6.3,13.5,0.466,2.1,0.398,4.2,0.51,0.545,2.4,3.1,0.756,1.1,5.0,6.1,2.1,0.8,0.2,1.2,17.0,2021-22,0.57,0.23,0,22,0
Reggie Jackson,LAC,75.0,31.2,6.4,16.3,0.392,2.2,0.326,4.2,0.439,0.46,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,16.8,2021-22,0.49,0.18,0,18,0
Harrison Barnes,SAC,77.0,33.5,5.1,10.8,0.469,1.8,0.394,3.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,16.4,2021-22,0.62,0.22,0,24,0
Cole Anthony,ORL,65.0,31.7,5.5,14.0,0.391,2.0,0.338,3.5,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,16.3,2021-22,0.52,0.26,0,29,0
Jalen Brunson,DAL,79.0,31.9,6.4,12.8,0.502,1.2,0.373,5.2,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,16.3,2021-22,0.58,0.22,0,5,1
Jaren Jackson Jr.,MEM,78.0,27.3,5.5,13.3,0.415,1.6,0.319,3.9,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,16.3,2021-22,0.53,0.21,0,2,1
John Collins,ATL,54.0,30.8,6.3,11.9,0.526,1.2,0.364,5.1,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,16.2,2021-22,0.61,0.37,0,17,1
Jarrett Allen,CLE,56.0,32.3,6.6,9.7,0.677,0.0,0.1,6.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,16.1,2021-22,0.7,0.44,0,15,0
Saddiq Bey,DET,82.0,33.0,5.5,13.9,0.396,2.6,0.346,2.9,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,16.1,2021-22,0.53,0.19,0,28,0
Jordan Clarkson,UTA,79.0,27.1,5.9,14.1,0.419,2.4,0.318,3.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,16.0,2021-22,0.53,0.16,0,9,1
Collin Sexton,CLE,11.0,28.7,6.2,13.7,0.45,1.0,0.244,5.2,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,16.0,2021-22,0.52,1.01,0,15,0
Gordon Hayward,CHO,49.0,31.9,5.8,12.6,0.459,1.8,0.391,4.0,0.496,0.528,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,15.9,2021-22,0.57,0.34,0,16,0
Buddy Hield,2TM,81.0,30.9,5.5,13.6,0.406,3.2,0.366,2.3,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,15.6,2021-22,0.55,0.17,0,-1,0
Rudy Gobert,UTA,66.0,32.1,5.5,7.7,0.713,0.0,0.0,5.5,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,15.6,2021-22,0.73,0.43,1,9,1
Kevin Porter Jr.,HOU,61.0,31.3,5.5,13.2,0.415,2.5,0.375,3.0,0.456,0.511,2.0,3.2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,15.6,2021-22,0.53,0.26,0,30,0
Marcus Morris,LAC,54.0,29.0,5.6,12.8,0.434,1.9,0.367,3.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,15.4,2021-22,0.55,0.26,0,18,0
Tyrese Haliburton,2TM,77.0,35.0,5.6,11.8,0.473,2.1,0.414,3.5,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,15.3,2021-22,0.59,0.27,0,-1,0
Scottie Barnes,TOR,74.0,35.4,6.2,12.6,0.492,0.8,0.301,5.4,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,15.3,2021-22,0.55,0.26,0,11,1
Franz Wagner,ORL,79.0,30.7,5.8,12.3,0.468,1.2,0.354,4.6,0.511,0.517,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,15.2,2021-22,0.56,0.2,0,29,0
Bogdan Bogdanović,ATL,63.0,29.3,5.4,12.6,0.431,2.7,0.368,2.7,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,15.1,2021-22,0.56,0.24,0,17,1
Wendell Carter Jr.,ORL,62.0,29.9,5.8,11.0,0.525,1.1,0.327,4.7,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,15.0,2021-22,0.6,0.35,0,29,0
Seth Curry,2TM,64.0,33.4,5.6,11.5,0.487,2.5,0.422,3.2,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,15.0,2021-22,0.62,0.23,0,-1,0
Aaron Gordon,DEN,75.0,31.7,5.8,11.1,0.52,1.2,0.335,4.6,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,15.0,2021-22,0.6,0.22,0,10,1
Evan Mobley,CLE,69.0,33.8,6.1,12.0,0.508,0.3,0.25,5.8,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,15.0,2021-22,0.55,0.28,0,15,0
Jusuf Nurkić,POR,56.0,28.2,5.7,10.7,0.535,0.3,0.268,5.5,0.563,0.548,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,15.0,2021-22,0.59,0.38,0,25,0
Kelly Oubre Jr.,CHO,76.0,26.3,5.4,12.3,0.44,2.5,0.345,2.9,0.578,0.542,1.7,2.5,0.667,1.0,2.9,4.0,1.1,1.0,0.4,0.9,15.0,2021-22,0.56,0.17,0,16,0
Josh Hart,2TM,54.0,33.2,5.3,10.5,0.504,1.4,0.343,4.0,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,14.9,2021-22,0.61,0.36,0,-1,0
Lauri Markkanen,CLE,61.0,30.8,5.1,11.5,0.445,2.2,0.358,2.9,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,14.8,2021-22,0.59,0.25,0,15,0
Will Barton,DEN,71.0,32.1,5.5,12.6,0.438,2.2,0.365,3.3,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,14.7,2021-22,0.55,0.22,0,10,1
Jaylen Hoard,OKC,7.0,34.3,6.3,12.9,0.489,1.3,0.36,5.0,0.538,0.539,0.9,2.0,0.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,14.7,2021-22,0.53,3.13,0,27,0
Chris Paul,PHO,65.0,32.9,5.6,11.3,0.493,1.0,0.317,4.6,0.559,0.536,2.6,3.1,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,14.7,2021-22,0.58,0.36,1,1,1
Bobby Portis,MIL,72.0,28.2,5.8,12.1,0.479,1.8,0.393,3.9,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,14.6,2021-22,0.57,0.25,0,6,1
Mikal Bridges,PHO,82.0,34.8,5.6,10.5,0.534,1.4,0.369,4.2,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,14.2,2021-22,0.63,0.2,0,1,1
Tim Hardaway Jr.,DAL,42.0,29.6,5.0,12.6,0.394,2.4,0.336,2.5,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,14.2,2021-22,0.52,0.29,0,5,1
Evan Fournier,NYK,80.0,29.5,5.0,12.1,0.417,3.0,0.389,2.0,0.465,0.541,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,14.1,2021-22,0.55,0.14,0,19,0
Malik Monk,LAL,76.0,28.1,5.1,10.9,0.473,2.3,0.391,2.9,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,13.8,2021-22,0.6,0.18,0,23,0
Spencer Dinwiddie,2TM,67.0,29.6,4.6,11.0,0.416,1.7,0.339,2.9,0.479,0.493,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,13.7,2021-22,0.54,0.23,0,-1,0
Mike Conley,UTA,72.0,28.6,4.8,11.0,0.435,2.3,0.408,2.4,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,13.7,2021-22,0.57,0.21,0,9,1
Kevin Love,CLE,74.0,22.5,4.4,10.3,0.43,2.5,0.392,1.9,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,13.6,2021-22,0.59,0.21,0,15,0
Dennis Schröder,2TM,64.0,28.7,4.9,11.3,0.431,1.3,0.344,3.5,0.477,0.49,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,13.5,2021-22,0.54,0.21,0,-1,0
Jakob Poeltl,SAS,68.0,29.0,6.0,9.8,0.618,0.0,1.0,6.0,0.618,0.619,1.4,2.8,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,13.5,2021-22,0.61,0.31,0,22,0
Eric Gordon,HOU,57.0,29.3,4.7,9.9,0.475,2.2,0.412,2.5,0.548,0.585,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,13.4,2021-22,0.61,0.2,0,30,0
De'Andre Hunter,ATL,53.0,29.8,4.8,10.8,0.442,1.4,0.379,3.4,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,13.4,2021-22,0.55,0.21,0,17,1
Kyle Lowry,MIA,63.0,33.9,4.4,10.0,0.44,2.3,0.377,2.1,0.539,0.555,2.3,2.8,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,13.4,2021-22,0.6,0.29,0,4,1
Carmelo Anthony,LAL,69.0,26.0,4.6,10.5,0.441,2.2,0.375,2.5,0.521,0.544,1.9,2.3,0.83,0.9,3.3,4.2,1.0,0.7,0.8,0.9,13.3,2021-22,0.58,0.19,0,23,0
Derrick White,2TM,75.0,29.3,4.5,10.7,0.421,1.5,0.312,3.0,0.515,0.493,2.7,3.1,0.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,13.2,2021-22,0.55,0.2,0,-1,0
Kentavious Caldwell-Pope,WAS,77.0,30.2,4.7,10.8,0.435,2.1,0.39,2.6,0.48,0.531,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,13.2,2021-22,0.57,0.16,0,21,0
Montrezl Harrell,2TM,71.0,23.1,5.0,7.8,0.645,0.1,0.235,5.0,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,13.1,2021-22,0.68,0.24,0,-1,0
Chris Duarte,IND,55.0,28.0,4.9,11.3,0.432,1.7,0.369,3.2,0.475,0.507,1.6,2.0,0.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,13.1,2021-22,0.54,0.22,0,26,0
Ricky Rubio,CLE,34.0,28.5,4.4,12.1,0.363,1.7,0.339,2.6,0.38,0.434,2.6,3.0,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,13.1,2021-22,0.49,0.43,0,15,0
