Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Pooh Richardson,MIN,82.0,31.5,5.2,11.3,0.461,0.3,0.277,4.9,0.479,0.473,0.8,1.3,0.589,0.7,2.0,2.6,6.8,1.6,0.3,1.7,11.4,1989-90,-1,0.48,0.18,0
Sedale Threatt,SEA,65.0,22.8,4.7,9.2,0.506,0.1,0.25,4.5,0.52,0.513,2.0,2.4,0.828,0.7,1.1,1.8,3.3,1.0,0.1,1.2,11.4,1989-90,14,0.56,0.18,0
Sam Vincent,ORL,63.0,26.3,4.1,9.0,0.457,0.0,0.071,4.1,0.467,0.458,3.0,3.4,0.879,0.6,2.5,3.1,5.6,1.0,0.3,2.1,11.2,1989-90,-1,0.53,0.22,0
Rod Higgins,GSW,82.0,24.3,3.7,7.7,0.481,0.8,0.347,2.9,0.54,0.534,2.9,3.5,0.821,1.5,3.7,5.1,1.6,0.6,0.6,1.1,11.1,1989-90,18,0.6,0.16,0
Dan Majerle,PHO,73.0,30.7,4.1,9.6,0.424,0.3,0.238,3.8,0.448,0.438,2.7,3.6,0.762,2.0,3.9,5.9,2.6,1.4,0.4,1.1,11.1,1989-90,8,0.5,0.19,0
J.R. Reid,CHH,82.0,33.6,4.4,9.9,0.44,0.0,0.0,4.4,0.443,0.44,2.3,3.5,0.664,2.4,6.0,8.4,1.2,1.1,0.7,2.1,11.1,1989-90,28,0.49,0.17,0
Paul Pressey,MIL,57.0,24.6,4.2,8.9,0.472,0.1,0.14,4.1,0.503,0.478,2.5,3.3,0.758,1.0,2.0,3.0,4.3,1.2,0.4,1.9,11.0,1989-90,12,0.53,0.22,0
Billy Thompson,MIA,79.0,27.1,4.7,9.2,0.516,0.0,0.5,4.7,0.516,0.517,1.5,2.3,0.622,3.0,4.0,7.0,2.1,0.7,1.1,2.0,11.0,1989-90,29,0.54,0.18,0
John Battle,ATL,60.0,24.6,4.6,9.1,0.506,0.0,0.154,4.6,0.514,0.507,1.7,2.3,0.756,0.5,1.2,1.7,2.6,0.5,0.1,1.5,10.9,1989-90,9,0.54,0.15,0
Rick Mahorn,PHI,75.0,30.3,4.2,8.4,0.497,0.0,0.222,4.1,0.501,0.498,2.4,3.4,0.715,2.2,5.3,7.6,1.3,0.6,1.4,1.4,10.8,1989-90,15,0.55,0.2,0
Rod Strickland,2TM,82.0,26.1,4.2,9.2,0.454,0.1,0.267,4.1,0.461,0.459,2.1,3.4,0.626,1.1,2.1,3.2,5.7,1.5,0.2,2.1,10.6,1989-90,-1,0.5,0.16,0
Mark Alarie,WSB,82.0,23.1,4.5,9.6,0.473,0.1,0.204,4.4,0.49,0.479,1.3,1.6,0.812,1.8,2.7,4.6,1.7,0.7,0.5,1.2,10.5,1989-90,20,0.51,0.14,0
Fred Roberts,MIL,82.0,27.3,4.0,8.1,0.495,0.0,0.182,4.0,0.501,0.497,2.4,3.0,0.783,1.3,2.5,3.8,1.8,0.7,0.3,1.6,10.5,1989-90,12,0.56,0.13,0
Mark West,PHO,82.0,29.3,4.0,6.5,0.625,0.0,,4.0,0.625,0.625,2.4,3.5,0.691,2.6,6.3,8.9,0.5,0.4,2.2,1.5,10.5,1989-90,8,0.65,0.21,0
Sidney Green,ORL,73.0,25.5,4.3,9.1,0.468,0.0,0.333,4.3,0.468,0.469,1.9,2.9,0.651,2.3,5.8,8.1,1.4,0.7,0.4,1.6,10.4,1989-90,-1,0.5,0.19,0
Danny Schayes,DEN,53.0,22.5,3.1,6.2,0.494,0.0,0.0,3.1,0.5,0.494,4.2,5.0,0.852,2.2,4.2,6.5,1.2,0.8,0.8,1.4,10.4,1989-90,17,0.62,0.27,0
Mookie Blaylock,NJN,50.0,25.3,4.2,11.4,0.371,0.4,0.225,3.9,0.395,0.387,1.3,1.6,0.778,0.8,2.0,2.8,4.2,1.6,0.3,2.2,10.1,1989-90,25,0.42,0.19,0
Mychal Thompson,LAL,70.0,26.9,4.0,8.0,0.5,0.0,,4.0,0.5,0.5,2.1,2.9,0.706,2.5,4.3,6.8,0.6,0.5,1.0,1.1,10.1,1989-90,7,0.54,0.19,0
Joe Barry Carroll,2TM,76.0,22.6,4.1,10.0,0.411,0.0,0.0,4.1,0.412,0.411,1.8,2.3,0.774,1.8,4.1,5.8,1.3,0.6,1.5,1.9,10.0,1989-90,-1,0.45,0.14,0
Sean Elliott,SAS,81.0,25.1,3.8,8.0,0.481,0.0,0.111,3.8,0.486,0.481,2.3,2.7,0.866,1.6,2.1,3.7,1.9,0.6,0.2,1.4,10.0,1989-90,26,0.54,0.13,0
John Paxson,CHI,82.0,28.8,4.5,8.6,0.516,0.4,0.359,4.0,0.539,0.539,0.7,0.8,0.824,0.3,1.1,1.5,4.1,1.0,0.1,1.0,10.0,1989-90,13,0.56,0.14,0
Mark Jackson,NYK,82.0,29.6,4.0,9.1,0.437,0.4,0.267,3.6,0.472,0.46,1.5,2.0,0.727,1.3,2.6,3.9,7.4,1.3,0.0,2.6,9.9,1989-90,10,0.5,0.17,0
Vinnie Johnson,DET,82.0,24.0,4.1,9.5,0.431,0.1,0.147,4.0,0.444,0.434,1.6,2.4,0.668,1.3,1.8,3.1,3.1,0.9,0.2,1.5,9.8,1989-90,5,0.46,0.11,0
Maurice Cheeks,2TM,81.0,31.1,3.8,7.5,0.504,0.0,0.25,3.7,0.511,0.507,2.1,2.5,0.847,0.6,2.3,3.0,5.6,1.5,0.1,1.5,9.7,1989-90,-1,0.56,0.18,0
Dana Barros,SEA,81.0,20.1,3.7,9.1,0.405,1.2,0.399,2.5,0.408,0.47,1.1,1.4,0.809,0.4,1.2,1.6,2.5,0.7,0.0,1.5,9.7,1989-90,14,0.5,0.09,0
Michael Cage,SEA,82.0,31.6,4.0,7.9,0.504,0.0,,4.0,0.504,0.504,1.8,2.6,0.698,3.7,6.3,10.0,0.9,1.0,0.5,1.1,9.7,1989-90,14,0.54,0.2,0
Vinny Del Negro,SAC,76.0,24.4,3.9,8.5,0.462,0.1,0.313,3.8,0.47,0.47,1.8,2.0,0.871,0.5,2.1,2.6,3.3,0.8,0.1,1.5,9.7,1989-90,24,0.52,0.13,0
Tellis Frank,MIA,77.0,22.9,3.6,7.9,0.458,0.0,,3.6,0.458,0.458,2.3,3.0,0.765,2.0,3.0,5.0,1.1,0.7,0.4,1.7,9.5,1989-90,29,0.52,0.13,0
Darrell Walker,WSB,81.0,35.6,3.9,8.6,0.454,0.0,0.095,3.9,0.465,0.455,1.7,2.5,0.687,2.1,6.7,8.8,8.0,1.7,0.4,2.1,9.5,1989-90,20,0.49,0.26,0
Muggsy Bogues,CHH,81.0,33.9,4.0,8.2,0.491,0.1,0.192,4.0,0.503,0.495,1.3,1.7,0.791,0.6,2.0,2.6,10.7,2.0,0.0,1.8,9.4,1989-90,28,0.53,0.23,0
Brad Lohaus,2TM,80.0,24.3,3.8,8.3,0.46,0.6,0.343,3.2,0.49,0.495,0.9,1.3,0.728,1.2,3.8,5.0,2.1,0.7,1.1,1.4,9.2,1989-90,-1,0.52,0.15,0
Spud Webb,ATL,82.0,26.6,3.6,7.5,0.477,0.0,0.053,3.6,0.491,0.478,2.0,2.3,0.871,0.5,2.0,2.5,5.8,1.3,0.1,1.7,9.2,1989-90,9,0.54,0.16,0
James Donaldson,DAL,73.0,31.0,3.5,6.6,0.539,0.0,,3.5,0.539,0.539,2.0,2.9,0.7,2.1,6.5,8.6,0.8,0.3,0.6,1.6,9.1,1989-90,22,0.58,0.19,0
Clifford Robinson,POR,82.0,19.1,3.6,9.2,0.397,0.1,0.273,3.5,0.405,0.405,1.7,3.1,0.55,1.3,2.4,3.8,0.9,0.6,0.6,1.6,9.1,1989-90,21,0.43,0.08,0
Vernon Maxwell,2TM,79.0,25.2,3.5,7.9,0.439,0.4,0.267,3.1,0.473,0.461,1.7,2.7,0.645,0.6,2.3,2.9,3.7,1.1,0.1,1.8,9.0,1989-90,-1,0.5,0.12,0
Randy Breuer,2TM,81.0,23.2,3.7,8.6,0.428,0.0,0.0,3.7,0.429,0.428,1.6,2.4,0.653,1.9,3.2,5.1,1.2,0.5,1.3,1.2,8.9,1989-90,-1,0.46,0.12,0
Blue Edwards,UTA,82.0,23.0,3.5,6.9,0.507,0.1,0.3,3.4,0.519,0.515,1.8,2.5,0.719,0.8,2.2,3.1,1.8,0.9,0.4,1.9,8.9,1989-90,11,0.56,0.11,0
Darrell Griffith,UTA,82.0,17.6,3.7,7.9,0.464,1.0,0.372,2.7,0.509,0.525,0.6,1.0,0.654,0.5,1.5,2.0,0.8,0.8,0.2,0.9,8.9,1989-90,11,0.53,0.09,0
Stacey King,CHI,82.0,21.7,3.3,6.5,0.504,0.0,0.0,3.3,0.505,0.504,2.4,3.3,0.727,2.1,2.6,4.7,1.1,0.5,0.7,1.5,8.9,1989-90,13,0.56,0.13,0
Derek Smith,PHI,75.0,18.7,3.5,6.9,0.508,0.2,0.444,3.3,0.513,0.523,1.7,2.5,0.699,0.8,1.5,2.3,1.5,0.5,0.3,1.1,8.9,1989-90,15,0.56,0.11,0
Randolph Keys,2TM,80.0,20.2,3.7,8.5,0.432,0.2,0.326,3.5,0.439,0.442,1.3,1.8,0.721,1.3,1.9,3.2,1.1,0.9,0.1,1.1,8.8,1989-90,-1,0.47,0.1,0
Greg Anderson,MIL,60.0,21.5,3.7,7.2,0.507,0.0,,3.7,0.507,0.507,1.5,2.8,0.535,1.9,4.4,6.2,0.4,0.5,0.9,1.3,8.8,1989-90,12,0.52,0.18,0
Harold Pressley,SAC,72.0,22.3,3.3,7.9,0.424,0.6,0.311,2.7,0.464,0.465,1.5,2.0,0.78,1.3,3.0,4.3,2.1,0.8,0.5,1.2,8.8,1989-90,24,0.5,0.14,0
Dennis Rodman,DET,82.0,29.0,3.5,6.0,0.581,0.0,0.111,3.5,0.589,0.582,1.7,2.6,0.654,4.1,5.6,9.7,0.9,0.6,0.7,1.1,8.8,1989-90,5,0.62,0.2,0
Tom Tolbert,GSW,70.0,19.2,3.1,6.3,0.493,0.1,0.278,3.0,0.502,0.499,2.5,3.4,0.726,1.7,3.4,5.2,0.8,0.3,0.4,1.1,8.8,1989-90,18,0.56,0.15,0
Michael Ansley,ORL,72.0,17.0,3.2,6.5,0.497,0.0,,3.2,0.497,0.497,2.3,3.2,0.722,2.6,2.4,5.0,0.6,0.3,0.2,0.7,8.7,1989-90,-1,0.55,0.14,0
Herb Williams,DAL,81.0,27.1,3.6,8.2,0.444,0.0,0.222,3.6,0.447,0.445,1.3,2.0,0.679,0.9,3.9,4.8,1.5,0.6,1.3,1.3,8.6,1989-90,22,0.47,0.13,0
Vlade Divac,LAL,82.0,19.6,3.3,6.7,0.499,0.0,0.0,3.3,0.504,0.499,1.9,2.6,0.708,2.0,4.2,6.2,0.9,1.0,1.4,1.3,8.5,1989-90,7,0.54,0.15,0
Grant Long,MIA,81.0,22.9,3.2,6.6,0.483,0.0,0.0,3.2,0.486,0.483,2.1,3.0,0.714,1.9,3.0,5.0,1.2,1.1,0.5,1.7,8.5,1989-90,29,0.54,0.13,0
John Long,ATL,48.0,21.5,3.6,8.0,0.453,0.2,0.345,3.4,0.462,0.466,1.0,1.1,0.836,0.5,1.2,1.7,1.8,0.9,0.1,1.6,8.4,1989-90,9,0.5,0.14,0
Tod Murphy,MIN,82.0,30.4,3.2,6.7,0.471,0.2,0.372,3.0,0.479,0.486,1.8,2.5,0.709,2.5,4.4,6.9,1.3,0.9,0.7,0.7,8.3,1989-90,-1,0.53,0.16,0
Quintin Dailey,SEA,30.0,16.4,3.2,8.0,0.404,0.0,0.2,3.2,0.409,0.406,1.7,2.2,0.788,0.6,1.1,1.7,1.1,0.4,0.0,1.1,8.2,1989-90,14,0.46,0.17,0
Harvey Grant,WSB,81.0,22.8,3.5,7.4,0.473,0.0,0.0,3.5,0.479,0.473,1.2,1.7,0.701,1.7,2.5,4.2,1.6,0.6,0.5,1.0,8.2,1989-90,20,0.5,0.12,0
Charles Shackleford,NJN,70.0,22.2,3.5,7.6,0.462,0.0,0.0,3.5,0.463,0.462,1.1,1.6,0.687,2.6,4.3,6.8,0.8,0.6,0.5,1.7,8.2,1989-90,25,0.49,0.15,0
Trent Tucker,NYK,81.0,21.3,3.1,7.5,0.417,1.2,0.388,2.0,0.438,0.496,0.8,1.1,0.767,0.7,1.4,2.1,2.1,0.9,0.1,0.9,8.2,1989-90,10,0.51,0.1,0
Pervis Ellison,SAC,34.0,25.5,3.3,7.4,0.442,0.0,0.0,3.3,0.446,0.442,1.4,2.3,0.628,1.9,3.9,5.8,1.9,0.5,1.7,1.8,8.0,1989-90,24,0.48,0.33,0
Todd Lichti,DEN,79.0,16.8,3.2,6.5,0.486,0.0,0.0,3.2,0.5,0.486,1.6,2.2,0.747,0.6,1.3,1.9,1.5,0.7,0.2,1.2,8.0,1989-90,17,0.54,0.09,0
Lester Conner,NJN,82.0,28.7,2.9,7.0,0.414,0.0,0.154,2.9,0.42,0.415,2.1,2.6,0.804,1.1,2.1,3.2,4.7,2.1,0.1,1.7,7.9,1989-90,25,0.49,0.14,0
Kenny Walker,NYK,68.0,23.5,3.0,5.6,0.531,0.0,0.4,3.0,0.533,0.534,1.8,2.5,0.723,1.9,3.1,5.0,0.7,0.5,0.8,0.9,7.9,1989-90,10,0.59,0.16,0
Jeff Grayer,MIL,71.0,20.1,3.2,6.9,0.46,0.0,0.125,3.1,0.466,0.461,1.4,2.1,0.651,1.3,1.7,3.1,1.5,0.7,0.1,1.2,7.7,1989-90,12,0.49,0.11,0
Scott Skiles,ORL,70.0,20.9,2.7,6.6,0.409,0.7,0.394,2.0,0.416,0.466,1.5,1.7,0.874,0.3,1.9,2.3,4.8,0.5,0.1,1.3,7.7,1989-90,-1,0.52,0.14,0
Bob Hansen,UTA,81.0,26.8,3.3,7.0,0.467,0.7,0.351,2.6,0.51,0.514,0.4,0.8,0.516,0.8,2.0,2.8,1.8,0.6,0.1,1.0,7.6,1989-90,11,0.52,0.1,0
Dražen Petrović,POR,77.0,12.6,2.7,5.5,0.485,0.4,0.459,2.2,0.49,0.525,1.8,2.1,0.844,0.6,0.8,1.4,1.5,0.3,0.0,1.2,7.6,1989-90,21,0.59,0.08,0
Winston Garland,2TM,79.0,22.3,2.9,7.3,0.401,0.2,0.333,2.8,0.406,0.412,1.3,1.5,0.836,0.6,2.1,2.7,3.8,1.0,0.1,2.0,7.3,1989-90,-1,0.46,0.11,0
Chucky Brown,CLE,75.0,17.9,2.8,6.0,0.47,0.0,0.0,2.8,0.477,0.47,1.7,2.2,0.762,1.1,2.0,3.1,0.7,0.4,0.3,0.9,7.3,1989-90,6,0.52,0.1,0
Mike McGee,PHO,14.0,20.0,3.0,6.2,0.483,0.6,0.348,2.4,0.531,0.529,0.7,1.5,0.476,0.8,1.8,2.6,1.1,0.6,0.1,1.0,7.3,1989-90,8,0.53,0.48,0
John Salley,DET,82.0,23.3,2.5,5.0,0.512,0.0,0.25,2.5,0.515,0.513,2.1,3.0,0.713,1.9,3.5,5.4,0.8,0.6,1.9,1.2,7.2,1989-90,5,0.57,0.14,0
Dennis Johnson,BOS,75.0,27.1,2.7,6.3,0.434,0.0,0.042,2.7,0.455,0.435,1.6,1.9,0.843,0.6,2.0,2.7,6.5,1.1,0.2,1.6,7.1,1989-90,19,0.5,0.16,0
Tom Garrick,LAC,73.0,23.6,2.8,5.8,0.494,0.1,0.19,2.8,0.51,0.499,1.2,1.6,0.772,0.5,1.8,2.2,4.0,1.2,0.1,1.6,7.0,1989-90,27,0.54,0.13,0
Larry Krystkowiak,MIL,16.0,23.8,2.7,7.4,0.364,0.0,0.0,2.7,0.371,0.364,1.6,2.1,0.788,1.0,3.8,4.8,1.6,0.6,0.1,1.2,7.0,1989-90,12,0.42,0.48,0
Cliff Levingston,ATL,75.0,22.7,2.9,5.7,0.509,0.0,0.2,2.9,0.513,0.511,1.1,1.6,0.68,1.5,2.7,4.3,1.1,0.7,0.5,0.7,6.9,1989-90,9,0.54,0.13,0
Reggie Williams,3TM,47.0,15.8,2.8,7.2,0.388,0.1,0.162,2.7,0.415,0.396,1.1,1.4,0.765,0.6,1.2,1.8,1.1,0.7,0.3,1.0,6.8,1989-90,-1,0.44,0.11,0
Reggie Williams,LAC,5.0,26.6,4.2,11.4,0.368,0.0,0.0,4.2,0.404,0.368,3.6,4.2,0.857,1.6,1.4,3.0,2.0,1.8,0.2,1.8,12.0,1989-90,27,0.45,1.88,0
Reggie Williams,CLE,32.0,16.9,2.8,7.5,0.381,0.2,0.222,2.7,0.401,0.393,0.9,1.3,0.732,0.5,1.3,1.9,1.2,0.7,0.3,1.0,6.8,1989-90,6,0.42,0.15,0
Reggie Williams,SAS,10.0,6.8,1.9,4.2,0.452,0.0,0.0,1.9,0.514,0.452,0.4,0.6,0.667,0.3,0.5,0.8,0.5,0.1,0.3,0.4,4.2,1989-90,26,0.47,0.3,0
Scott Roth,MIN,71.0,14.9,2.2,5.9,0.379,0.3,0.346,2.0,0.383,0.4,2.1,2.8,0.746,0.5,1.1,1.6,1.6,0.7,0.1,1.2,6.8,1989-90,-1,0.48,0.07,0
LaSalle Thompson,IND,82.0,25.9,2.7,5.7,0.473,0.0,0.2,2.7,0.476,0.475,1.3,1.6,0.799,2.1,5.5,7.7,1.3,0.8,0.9,1.8,6.8,1989-90,23,0.53,0.15,0
David Wingate,SAS,78.0,23.8,2.8,6.3,0.448,0.0,0.0,2.8,0.46,0.448,1.1,1.4,0.777,0.8,1.7,2.5,2.7,1.1,0.2,1.6,6.8,1989-90,26,0.49,0.1,0
Steve Kerr,CLE,78.0,21.3,2.5,5.5,0.444,0.9,0.507,1.5,0.413,0.529,0.8,0.9,0.863,0.2,1.1,1.3,3.2,0.6,0.1,0.9,6.7,1989-90,6,0.57,0.1,0
Frank Brickowski,SAS,78.0,18.4,2.7,5.0,0.545,0.0,0.0,2.7,0.548,0.545,1.2,1.8,0.674,1.1,3.1,4.2,1.3,0.8,0.5,1.2,6.6,1989-90,26,0.57,0.12,0
Craig Hodges,CHI,63.0,16.7,2.3,5.3,0.438,1.4,0.481,0.9,0.387,0.569,0.5,0.5,0.909,0.2,0.7,0.8,1.7,0.5,0.0,0.5,6.5,1989-90,13,0.59,0.1,0
Shawn Kemp,SEA,81.0,13.8,2.5,5.2,0.479,0.0,0.167,2.5,0.488,0.481,1.4,2.0,0.736,1.8,2.5,4.3,0.3,0.6,0.9,1.3,6.5,1989-90,14,0.53,0.1,0
Mike Woodson,HOU,61.0,15.9,2.6,6.6,0.395,0.2,0.293,2.4,0.407,0.41,1.0,1.4,0.721,0.4,1.0,1.4,1.1,0.7,0.2,0.8,6.5,1989-90,16,0.45,0.08,0
Michael Cooper,LAL,80.0,23.1,2.4,6.2,0.387,0.6,0.318,1.8,0.42,0.438,1.0,1.2,0.883,0.7,2.1,2.8,2.7,0.8,0.5,1.1,6.4,1989-90,7,0.48,0.1,0
Brad Davis,DAL,73.0,17.7,2.5,5.0,0.49,0.5,0.337,2.0,0.552,0.538,1.1,1.4,0.77,0.2,1.1,1.3,3.3,0.6,0.1,1.2,6.4,1989-90,22,0.57,0.11,0
Jim Farmer,SEA,38.0,10.5,2.3,5.3,0.438,0.2,0.296,2.1,0.46,0.458,1.5,2.1,0.713,0.4,0.7,1.1,0.7,0.4,0.0,0.7,6.4,1989-90,14,0.51,0.11,0
Nate McMillan,SEA,82.0,28.5,2.5,5.3,0.473,0.1,0.355,2.4,0.482,0.485,1.2,1.9,0.641,1.5,3.4,4.9,7.3,1.7,0.5,2.3,6.4,1989-90,14,0.52,0.18,0
Jim Paxson,BOS,72.0,17.8,2.7,5.9,0.453,0.1,0.25,2.6,0.463,0.459,1.0,1.3,0.811,0.3,0.7,1.1,1.9,0.5,0.1,0.8,6.4,1989-90,19,0.49,0.08,0
Jeff Martin,LAC,69.0,19.6,2.5,6.0,0.411,0.0,0.133,2.4,0.421,0.413,1.3,1.9,0.705,1.1,1.2,2.3,0.6,0.6,0.2,0.7,6.3,1989-90,27,0.46,0.08,0
Kurt Rambis,2TM,74.0,25.7,2.6,5.0,0.509,0.0,0.0,2.6,0.514,0.509,1.1,1.7,0.646,2.1,5.0,7.1,1.8,1.4,0.5,1.4,6.2,1989-90,-1,0.54,0.17,0
Mike Brown,UTA,82.0,17.0,2.2,4.2,0.515,0.0,0.5,2.1,0.515,0.516,1.9,2.4,0.789,1.4,3.2,4.5,0.6,0.4,0.3,1.1,6.2,1989-90,11,0.59,0.1,0
Bill Hanzlik,DEN,81.0,19.8,2.2,4.9,0.452,0.1,0.194,2.1,0.474,0.46,1.7,2.3,0.743,0.8,1.7,2.6,2.3,1.0,0.4,1.1,6.2,1989-90,17,0.52,0.1,0
Mike Sanders,IND,82.0,18.7,2.7,5.8,0.47,0.1,0.357,2.7,0.473,0.475,0.7,0.9,0.733,1.0,1.9,2.8,1.1,0.5,0.3,1.0,6.2,1989-90,23,0.5,0.08,0
Winston Bennett,CLE,55.0,18.0,2.5,5.2,0.479,0.0,,2.5,0.479,0.479,1.2,1.7,0.667,1.5,1.9,3.4,1.0,0.4,0.2,1.1,6.1,1989-90,6,0.51,0.12,0
Jon Sundvold,MIA,63.0,13.8,2.3,5.8,0.408,0.7,0.44,1.7,0.395,0.468,0.7,0.8,0.846,0.2,0.9,1.1,1.6,0.4,0.0,0.8,6.1,1989-90,29,0.5,0.08,0
Adrian Branch,MIN,11.0,8.3,2.3,5.5,0.41,0.1,1.0,2.2,0.4,0.418,1.3,2.0,0.636,0.7,1.1,1.8,0.4,0.5,0.0,0.7,5.9,1989-90,-1,0.46,0.36,0
Kenny Gattison,CHH,63.0,14.9,2.3,4.3,0.55,0.0,1.0,2.3,0.549,0.552,1.2,1.7,0.682,1.2,1.9,3.1,0.6,0.6,0.5,1.1,5.9,1989-90,28,0.58,0.11,0
Donald Royal,MIN,66.0,11.3,1.8,3.9,0.459,0.0,0.0,1.8,0.461,0.459,2.3,3.0,0.777,1.0,1.0,2.1,0.7,0.5,0.1,1.2,5.9,1989-90,-1,0.57,0.08,0
Rory Sparrow,MIA,82.0,21.4,2.6,6.2,0.412,0.1,0.2,2.5,0.43,0.42,0.7,0.9,0.766,0.5,1.2,1.7,3.6,0.6,0.0,1.2,5.9,1989-90,29,0.45,0.08,0
Robert Reid,2TM,72.0,16.7,2.4,6.2,0.391,0.1,0.313,2.3,0.398,0.403,0.8,1.2,0.628,0.5,1.6,2.1,1.3,0.5,0.2,0.6,5.8,1989-90,-1,0.43,0.07,0
John Lucas,HOU,49.0,19.1,2.2,5.9,0.375,0.5,0.299,1.7,0.407,0.419,0.9,1.1,0.764,0.4,1.4,1.8,4.9,0.9,0.0,1.7,5.8,1989-90,16,0.45,0.16,0
Ben Coleman,MIL,22.0,13.9,2.1,4.4,0.474,0.0,0.0,2.1,0.479,0.474,1.5,1.9,0.829,1.4,2.5,4.0,0.5,0.3,0.3,1.2,5.7,1989-90,12,0.54,0.31,0
Morlon Wiley,ORL,40.0,16.0,2.3,5.2,0.442,0.4,0.37,1.9,0.463,0.483,0.7,1.0,0.737,0.3,1.0,1.3,2.9,1.1,0.1,1.6,5.7,1989-90,-1,0.51,0.16,0
Micheal Williams,2TM,28.0,11.8,2.1,4.3,0.504,0.0,0.0,2.1,0.517,0.504,1.3,1.6,0.783,0.4,0.7,1.1,2.9,0.8,0.0,1.2,5.6,1989-90,-1,0.56,0.24,0
B.J. Armstrong,CHI,81.0,15.9,2.3,4.8,0.485,0.0,0.5,2.3,0.484,0.489,0.9,1.0,0.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,5.6,1989-90,13,0.53,0.08,0
Chris Dudley,2TM,64.0,21.2,2.3,5.5,0.411,0.0,,2.3,0.411,0.411,0.9,2.8,0.319,2.7,3.9,6.6,0.6,0.6,1.1,1.3,5.5,1989-90,-1,0.41,0.12,0
Jack Haley,2TM,67.0,16.2,2.1,5.2,0.398,0.0,0.0,2.1,0.399,0.398,1.3,1.9,0.68,1.7,2.8,4.5,0.4,0.3,0.2,1.1,5.4,1989-90,-1,0.45,0.09,0
Tim Kempton,DEN,71.0,14.9,2.2,4.4,0.49,0.0,0.0,2.2,0.492,0.49,1.1,1.6,0.675,0.7,2.4,3.1,1.7,0.4,0.1,1.1,5.4,1989-90,17,0.53,0.1,0
Joe Kleine,BOS,81.0,16.9,2.2,4.5,0.48,0.0,0.0,2.2,0.485,0.48,1.0,1.2,0.83,1.4,2.9,4.4,0.6,0.2,0.3,0.8,5.4,1989-90,19,0.54,0.09,0
Derrick Chievous,2TM,55.0,10.7,1.9,4.0,0.477,0.1,0.333,1.9,0.483,0.484,1.5,2.0,0.721,0.6,1.0,1.6,0.6,0.5,0.1,0.8,5.3,1989-90,-1,0.54,0.09,0
Tom Hammonds,WSB,61.0,13.2,2.1,4.8,0.437,0.0,0.0,2.1,0.439,0.437,1.0,1.6,0.643,1.0,1.8,2.8,0.8,0.2,0.2,0.8,5.3,1989-90,20,0.48,0.09,0
Jay Vincent,2TM,41.0,11.2,2.1,4.5,0.47,0.0,0.5,2.1,0.47,0.473,1.0,1.2,0.837,0.5,1.0,1.5,0.4,0.4,0.1,0.8,5.2,1989-90,-1,0.52,0.1,0
Larry Drew,LAL,80.0,16.7,2.1,4.8,0.444,0.4,0.395,1.7,0.457,0.486,0.6,0.8,0.767,0.2,1.1,1.2,2.7,0.6,0.1,1.2,5.2,1989-90,7,0.5,0.07,0
Byron Irvin,POR,50.0,9.8,1.9,4.1,0.473,0.1,0.357,1.8,0.481,0.485,1.2,1.8,0.67,0.6,0.9,1.5,0.9,0.6,0.0,0.8,5.2,1989-90,21,0.53,0.09,0
Kevin Gamble,BOS,71.0,13.9,1.9,4.2,0.455,0.0,0.167,1.9,0.473,0.46,1.2,1.5,0.794,0.6,1.0,1.6,1.7,0.4,0.1,0.6,5.1,1989-90,19,0.52,0.08,0
Brian Rowsom,CHH,44.0,12.7,1.8,4.1,0.436,0.0,0.5,1.8,0.435,0.439,1.5,1.9,0.819,1.0,2.0,3.0,0.5,0.4,0.3,0.6,5.1,1989-90,28,0.52,0.14,0
Jeff Turner,ORL,60.0,18.4,2.2,5.1,0.429,0.0,0.2,2.2,0.436,0.432,0.7,0.9,0.778,0.9,2.9,3.8,0.9,0.4,0.2,1.0,5.1,1989-90,-1,0.46,0.1,0
Jerome Lane,DEN,67.0,14.3,2.2,4.6,0.469,0.0,0.0,2.2,0.477,0.469,0.7,1.8,0.367,2.1,3.2,5.4,1.6,0.8,0.3,1.3,5.0,1989-90,17,0.46,0.12,0
Michael Smith,BOS,65.0,9.5,2.1,4.4,0.476,0.0,0.071,2.1,0.519,0.479,0.8,1.0,0.828,0.6,0.9,1.5,1.2,0.1,0.0,0.8,5.0,1989-90,19,0.52,0.07,0
Alexander Volkov,ATL,72.0,13.0,1.9,3.9,0.482,0.2,0.382,1.7,0.496,0.505,1.0,1.7,0.583,0.7,0.9,1.7,1.2,0.5,0.3,0.7,5.0,1989-90,9,0.54,0.07,0
Steve Colter,WSB,73.0,13.4,1.9,4.1,0.478,0.0,0.0,1.9,0.486,0.478,1.1,1.3,0.811,0.8,1.7,2.4,2.0,0.6,0.1,0.5,4.9,1989-90,20,0.52,0.1,0
Michael Young,LAC,45.0,10.2,2.0,4.3,0.474,0.2,0.308,1.9,0.5,0.495,0.6,0.8,0.711,0.8,1.1,1.9,0.5,0.6,0.1,0.3,4.9,1989-90,27,0.53,0.12,0
