Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated,Team_Rank,Made_Playoffs
Pervis Ellison,WSB,66.0,38.0,8.3,15.4,0.539,0.0,0.333,8.3,0.54,0.54,3.4,4.7,0.728,3.3,7.9,11.2,2.9,0.9,2.7,3.0,20.0,1991-92,0.57,0.4,0,27,0
Nick Anderson,ORL,60.0,36.7,8.0,17.4,0.463,0.5,0.353,7.5,0.472,0.477,3.4,5.1,0.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,19.9,1991-92,0.51,0.3,0,30,0
Joe Dumars,DET,82.0,38.9,7.2,16.0,0.448,0.6,0.408,6.6,0.452,0.466,5.0,5.8,0.867,1.0,1.3,2.3,4.6,0.9,0.1,2.4,19.9,1991-92,0.54,0.19,1,13,1
Dennis Scott,ORL,18.0,33.8,7.4,18.4,0.402,1.6,0.326,5.8,0.43,0.446,3.6,3.9,0.901,0.8,2.9,3.7,1.9,1.1,0.5,1.7,19.9,1991-92,0.49,0.78,0,30,0
James Worthy,LAL,54.0,39.0,8.3,18.6,0.447,0.2,0.209,8.2,0.457,0.451,3.1,3.8,0.814,1.8,3.8,5.6,4.7,1.4,0.4,2.4,19.9,1991-92,0.49,0.34,0,17,1
Derrick Coleman,NJN,65.0,34.0,7.4,14.7,0.504,0.4,0.303,7.1,0.522,0.516,4.6,6.0,0.763,3.1,6.4,9.5,3.2,0.8,1.5,3.8,19.8,1991-92,0.57,0.34,0,19,1
Kevin Johnson,PHO,78.0,37.2,6.9,14.4,0.479,0.1,0.217,6.8,0.49,0.484,5.7,7.1,0.807,0.8,3.0,3.7,10.7,1.5,0.3,3.5,19.7,1991-92,0.56,0.3,1,10,1
Danny Manning,LAC,82.0,35.4,7.9,14.6,0.542,0.0,0.0,7.9,0.544,0.542,3.4,4.7,0.725,2.8,4.1,6.9,3.5,1.6,1.5,2.6,19.3,1991-92,0.58,0.27,0,16,1
Larry Johnson,CHH,82.0,37.2,7.5,15.3,0.49,0.1,0.227,7.5,0.494,0.492,4.1,5.0,0.829,3.9,7.0,11.0,3.6,1.0,0.6,2.0,19.2,1991-92,0.55,0.3,0,24,0
Hersey Hawkins,PHI,81.0,37.2,6.4,13.9,0.462,1.1,0.397,5.3,0.479,0.503,5.0,5.7,0.874,0.7,2.7,3.3,3.1,1.9,0.5,2.3,19.0,1991-92,0.58,0.21,0,23,0
Šarūnas Marčiulionis,GSW,72.0,29.4,6.8,12.7,0.538,0.0,0.3,6.8,0.541,0.54,5.2,6.6,0.788,0.9,1.9,2.9,3.4,1.6,0.1,2.7,18.9,1991-92,0.61,0.23,0,9,1
Chuck Person,IND,81.0,36.1,7.6,15.9,0.48,1.6,0.373,6.0,0.52,0.531,1.6,2.4,0.675,1.4,3.9,5.3,4.7,0.8,0.2,2.7,18.5,1991-92,0.55,0.22,0,20,1
Isiah Thomas,DET,78.0,37.4,7.2,16.2,0.446,0.3,0.291,6.9,0.458,0.456,3.7,4.8,0.772,0.9,2.3,3.2,7.2,1.5,0.2,3.2,18.5,1991-92,0.51,0.22,1,13,1
Rolando Blackman,DAL,75.0,33.7,7.1,15.5,0.461,0.9,0.385,6.3,0.474,0.489,3.2,3.5,0.898,1.0,2.1,3.2,2.7,0.7,0.3,2.0,18.3,1991-92,0.54,0.19,0,29,0
Kevin Willis,ATL,81.0,36.6,7.3,15.1,0.483,0.1,0.162,7.2,0.493,0.485,3.6,4.5,0.804,5.2,10.4,15.5,2.1,0.9,0.7,2.4,18.3,1991-92,0.54,0.33,0,22,0
Ron Harper,LAC,82.0,38.3,6.9,15.8,0.44,0.8,0.303,6.2,0.467,0.465,3.6,4.9,0.736,1.5,4.0,5.5,5.1,1.9,0.9,3.1,18.2,1991-92,0.51,0.22,0,16,1
Reggie Williams,DEN,81.0,32.4,7.4,15.8,0.471,0.7,0.359,6.7,0.486,0.493,2.7,3.3,0.803,1.8,3.2,5.0,2.9,1.8,0.8,2.1,18.2,1991-92,0.53,0.22,0,28,0
Michael Adams,WSB,78.0,35.8,6.2,15.8,0.393,1.6,0.324,4.6,0.425,0.444,4.0,4.6,0.869,0.7,3.2,4.0,7.6,1.9,0.1,2.7,18.1,1991-92,0.51,0.24,0,27,0
Terry Porter,POR,82.0,34.0,6.4,13.8,0.461,1.6,0.395,4.8,0.488,0.518,3.8,4.5,0.856,0.6,2.5,3.1,5.8,1.5,0.1,2.3,18.1,1991-92,0.57,0.22,1,7,1
Harvey Grant,WSB,64.0,37.3,7.6,16.0,0.478,0.0,0.125,7.6,0.481,0.479,2.8,3.4,0.8,2.5,4.3,6.8,2.7,1.2,0.4,1.7,18.0,1991-92,0.51,0.29,0,27,0
Derek Harper,DAL,65.0,34.6,6.9,15.6,0.443,0.9,0.312,6.0,0.473,0.472,3.0,4.0,0.759,0.8,1.9,2.6,5.7,1.6,0.3,2.4,17.7,1991-92,0.51,0.24,0,29,0
Terry Cummings,SAS,70.0,30.7,7.3,15.0,0.488,0.1,0.385,7.3,0.489,0.491,2.5,3.6,0.711,3.5,5.5,9.0,1.5,0.8,0.5,1.6,17.3,1991-92,0.52,0.27,0,15,1
Dan Majerle,PHO,82.0,34.8,6.7,14.1,0.478,1.1,0.382,5.7,0.502,0.516,2.8,3.7,0.756,1.8,4.1,5.9,3.3,1.6,0.5,1.2,17.3,1991-92,0.55,0.23,0,10,1
Mark Price,CLE,72.0,29.7,6.1,12.5,0.488,1.4,0.387,4.7,0.53,0.545,3.8,4.0,0.947,0.5,1.9,2.4,7.4,1.3,0.2,2.2,17.3,1991-92,0.61,0.28,0,6,1
Detlef Schrempf,IND,80.0,32.6,6.2,11.6,0.536,0.3,0.324,5.9,0.554,0.549,4.6,5.5,0.828,2.5,7.1,9.6,3.9,0.8,0.5,2.4,17.3,1991-92,0.62,0.29,0,20,1
Otis Thorpe,HOU,82.0,37.3,6.8,11.5,0.592,0.0,0.0,6.8,0.596,0.592,3.7,5.6,0.657,3.5,7.0,10.5,3.0,0.6,0.5,2.9,17.3,1991-92,0.62,0.27,0,18,0
Vernon Maxwell,HOU,80.0,33.8,6.3,15.2,0.413,2.0,0.342,4.3,0.458,0.479,2.6,3.3,0.772,0.5,2.6,3.0,4.1,1.3,0.4,2.2,17.2,1991-92,0.52,0.18,0,18,0
Eddie Johnson,SEA,81.0,29.2,6.6,14.4,0.459,0.3,0.252,6.3,0.48,0.47,3.6,4.2,0.861,1.5,2.1,3.6,2.0,0.7,0.1,1.6,17.1,1991-92,0.53,0.17,0,14,1
Lionel Simmons,SAC,78.0,37.1,6.8,14.9,0.454,0.0,0.2,6.7,0.455,0.454,3.6,4.7,0.77,1.9,6.2,8.1,4.3,1.7,1.7,2.8,17.1,1991-92,0.5,0.27,0,26,0
Larry Nance,CLE,81.0,35.6,6.9,12.7,0.539,0.0,0.0,6.9,0.542,0.539,3.2,4.0,0.822,2.6,5.6,8.3,2.9,1.0,3.0,1.1,17.0,1991-92,0.59,0.3,0,6,1
Armen Gilliam,PHI,81.0,34.2,6.3,12.4,0.511,0.0,0.0,6.3,0.513,0.511,4.2,5.2,0.807,2.9,5.3,8.1,1.5,0.6,1.0,2.0,16.9,1991-92,0.58,0.23,0,23,0
Tony Campbell,MIN,78.0,31.3,6.8,14.6,0.464,0.2,0.351,6.6,0.467,0.469,3.1,3.8,0.803,1.8,1.9,3.7,2.9,1.1,0.4,2.1,16.8,1991-92,0.52,0.18,0,31,0
Dikembe Mutombo,DEN,71.0,38.3,6.0,12.2,0.493,0.0,,6.0,0.493,0.493,4.5,7.0,0.642,4.5,7.8,12.3,2.2,0.6,3.0,3.5,16.6,1991-92,0.54,0.32,0,28,0
Wayman Tisdale,SAC,72.0,35.0,7.3,14.5,0.5,0.0,0.0,7.3,0.501,0.5,2.1,2.8,0.763,1.9,4.6,6.5,1.5,0.8,1.1,1.7,16.6,1991-92,0.53,0.23,0,26,0
Sam Perkins,LAL,63.0,37.0,5.7,12.7,0.45,0.2,0.217,5.5,0.471,0.459,4.8,5.9,0.817,3.0,5.8,8.8,2.2,1.0,1.0,1.3,16.5,1991-92,0.54,0.32,0,17,1
Pooh Richardson,MIN,82.0,35.6,7.2,15.4,0.466,0.6,0.342,6.5,0.483,0.487,1.5,2.2,0.691,1.1,2.6,3.7,8.4,1.5,0.3,2.5,16.5,1991-92,0.5,0.23,0,31,0
Rony Seikaly,MIA,79.0,35.4,5.9,12.0,0.489,0.0,0.0,5.9,0.49,0.489,4.7,6.4,0.733,3.9,7.9,11.8,1.4,0.5,1.5,2.7,16.4,1991-92,0.55,0.27,0,21,1
Tom Chambers,PHO,69.0,28.2,6.2,14.3,0.431,0.3,0.367,5.9,0.434,0.44,3.7,4.5,0.83,1.2,4.6,5.8,2.1,0.8,0.5,1.5,16.3,1991-92,0.5,0.22,0,10,1
Sean Elliott,SAS,82.0,38.0,6.3,12.7,0.494,0.3,0.305,6.0,0.51,0.506,3.5,4.0,0.861,1.7,3.6,5.4,2.6,1.0,0.4,1.9,16.3,1991-92,0.56,0.21,0,15,1
Spud Webb,SAC,77.0,35.4,5.8,13.1,0.445,0.9,0.367,4.9,0.465,0.482,3.4,4.0,0.859,0.4,2.5,2.9,7.1,1.6,0.3,3.0,16.0,1991-92,0.54,0.22,0,26,0
John Stockton,UTA,82.0,36.6,5.5,11.5,0.482,1.0,0.407,4.5,0.503,0.527,3.8,4.5,0.842,0.8,2.5,3.3,13.7,3.0,0.3,3.5,15.8,1991-92,0.59,0.32,1,8,1
Dell Curry,CHH,77.0,26.2,6.5,13.5,0.486,1.0,0.404,5.6,0.503,0.521,1.6,2.0,0.836,0.7,2.6,3.4,2.3,1.2,0.3,1.7,15.7,1991-92,0.55,0.18,0,24,0
Dale Ellis,MIL,81.0,27.0,6.0,12.8,0.469,1.7,0.419,4.3,0.492,0.536,2.0,2.6,0.774,1.1,2.0,3.1,1.3,0.7,0.2,1.5,15.7,1991-92,0.56,0.15,0,25,0
Moses Malone,MIL,82.0,30.6,5.4,11.3,0.474,0.0,0.375,5.3,0.474,0.475,4.8,6.1,0.786,3.9,5.2,9.1,1.1,0.9,0.8,1.8,15.6,1991-92,0.56,0.23,0,25,0
Shawn Kemp,SEA,64.0,28.3,5.7,11.2,0.504,0.0,0.0,5.7,0.506,0.504,4.2,5.6,0.748,4.1,6.3,10.4,1.3,1.1,1.9,2.4,15.5,1991-92,0.57,0.33,0,14,1
Johnny Newman,CHH,55.0,30.0,5.4,11.2,0.477,0.2,0.283,5.1,0.493,0.488,4.3,5.6,0.766,1.3,2.0,3.3,2.7,1.3,0.3,2.3,15.3,1991-92,0.56,0.25,0,24,0
Sedale Threatt,LAL,82.0,37.4,6.2,12.7,0.489,0.2,0.323,6.0,0.499,0.499,2.5,3.0,0.831,0.5,2.6,3.1,7.2,2.0,0.2,2.2,15.1,1991-92,0.54,0.22,0,17,1
Sam Bowie,NJN,71.0,30.7,5.9,13.3,0.445,0.1,0.32,5.8,0.448,0.449,3.0,3.9,0.757,2.9,5.3,8.1,2.6,0.6,1.7,2.1,15.0,1991-92,0.5,0.25,0,19,1
Micheal Williams,IND,79.0,34.8,5.1,10.4,0.49,0.1,0.242,5.0,0.501,0.495,4.7,5.4,0.871,0.9,2.6,3.6,8.2,2.9,0.3,3.0,15.0,1991-92,0.59,0.27,0,20,1
Derrick McKey,SEA,52.0,33.8,5.5,11.6,0.472,0.4,0.38,5.1,0.48,0.488,3.6,4.3,0.847,1.8,3.3,5.2,2.3,1.2,0.9,2.2,14.9,1991-92,0.55,0.3,0,14,1
Byron Scott,LAL,82.0,32.7,5.6,12.3,0.458,0.7,0.344,5.0,0.479,0.485,3.0,3.5,0.838,0.9,2.9,3.8,2.8,1.3,0.3,1.5,14.9,1991-92,0.54,0.18,0,17,1
Terry Catledge,ORL,78.0,31.2,5.9,11.8,0.496,0.0,0.0,5.9,0.498,0.496,3.1,4.4,0.694,3.3,3.7,7.0,1.4,0.7,0.2,1.8,14.8,1991-92,0.54,0.19,0,30,0
Grant Long,MIA,82.0,37.4,5.4,10.9,0.494,0.1,0.273,5.3,0.5,0.498,4.0,4.9,0.807,3.2,5.3,8.4,2.7,1.7,0.5,2.3,14.8,1991-92,0.57,0.24,0,21,1
Anthony Bowie,ORL,52.0,33.1,6.0,12.2,0.493,0.3,0.386,5.7,0.501,0.506,2.3,2.6,0.86,1.3,3.4,4.7,3.1,1.1,0.7,2.1,14.6,1991-92,0.55,0.3,0,30,0
Charles Smith,LAC,49.0,26.7,5.1,11.0,0.466,0.0,0.0,5.1,0.471,0.466,4.3,5.5,0.785,1.9,4.2,6.1,1.1,0.8,2.0,1.4,14.6,1991-92,0.54,0.33,0,16,1
Billy Owens,GSW,80.0,31.4,5.9,11.1,0.525,0.0,0.111,5.8,0.529,0.526,2.6,3.9,0.654,3.0,5.0,8.0,2.4,1.1,0.8,2.2,14.3,1991-92,0.56,0.22,0,9,1
Horace Grant,CHI,81.0,35.3,5.6,9.8,0.578,0.0,0.0,5.6,0.58,0.578,2.9,3.9,0.741,4.2,5.7,10.0,2.7,1.2,1.6,1.2,14.2,1991-92,0.62,0.29,0,5,1
Robert Parish,BOS,79.0,28.9,5.9,11.1,0.535,0.0,,5.9,0.535,0.535,2.3,2.9,0.772,2.8,6.2,8.9,0.9,0.9,1.2,1.7,14.1,1991-92,0.57,0.23,1,11,1
Scott Skiles,ORL,75.0,31.7,4.8,11.6,0.414,1.2,0.364,3.6,0.434,0.466,3.3,3.7,0.895,0.5,2.2,2.7,7.3,1.0,0.1,3.1,14.1,1991-92,0.53,0.2,0,30,0
Benoit Benjamin,SEA,63.0,30.8,5.6,11.7,0.478,0.0,0.0,5.6,0.48,0.478,2.7,4.0,0.687,2.1,6.1,8.1,1.2,0.6,1.9,2.8,14.0,1991-92,0.52,0.25,0,14,1
Jay Humphries,MIL,71.0,31.8,5.3,11.3,0.469,0.6,0.292,4.7,0.508,0.496,2.7,3.5,0.783,0.6,2.0,2.6,6.6,1.7,0.2,2.1,14.0,1991-92,0.55,0.23,0,25,0
Kenny Smith,HOU,81.0,33.8,5.3,11.2,0.475,0.7,0.394,4.7,0.489,0.504,2.7,3.1,0.866,0.4,1.8,2.2,6.9,1.3,0.1,2.8,14.0,1991-92,0.56,0.19,1,18,0
Doug West,MIN,80.0,31.8,5.8,11.2,0.518,0.1,0.174,5.7,0.527,0.52,2.3,2.9,0.805,1.3,1.9,3.2,3.5,0.8,0.3,1.5,14.0,1991-92,0.56,0.18,0,31,0
Orlando Woolridge,DET,82.0,25.8,5.5,11.1,0.498,0.0,0.111,5.5,0.502,0.499,2.9,4.3,0.683,1.3,1.8,3.2,1.1,0.5,0.4,1.6,14.0,1991-92,0.54,0.13,0,13,1
Kevin McHale,BOS,56.0,25.0,5.8,11.3,0.509,0.0,0.0,5.8,0.52,0.509,2.4,2.9,0.822,2.1,3.8,5.9,1.5,0.2,1.1,1.5,13.9,1991-92,0.55,0.27,1,11,1
John Starks,NYK,82.0,25.8,4.9,11.0,0.449,1.1,0.348,3.8,0.492,0.501,2.9,3.7,0.778,0.5,1.8,2.3,3.4,1.3,0.2,1.8,13.9,1991-92,0.55,0.15,0,12,1
Mookie Blaylock,NJN,72.0,35.4,6.0,13.8,0.432,0.2,0.222,5.8,0.444,0.438,1.8,2.5,0.712,1.4,2.3,3.7,6.8,2.4,0.6,2.1,13.8,1991-92,0.46,0.23,0,19,1
Rik Smits,IND,74.0,23.9,5.9,11.6,0.51,0.0,0.0,5.9,0.511,0.51,2.1,2.6,0.788,1.7,4.0,5.6,1.6,0.4,1.4,1.8,13.8,1991-92,0.54,0.2,0,20,1
Rod Strickland,SAS,57.0,36.0,5.3,11.6,0.455,0.1,0.333,5.2,0.458,0.459,3.2,4.6,0.687,1.6,3.0,4.6,8.6,2.1,0.3,2.8,13.8,1991-92,0.51,0.33,0,15,1
Ron Anderson,PHI,82.0,29.7,5.7,12.3,0.465,0.5,0.331,5.2,0.485,0.486,1.7,2.0,0.877,1.2,2.2,3.4,1.6,1.0,0.1,1.3,13.7,1991-92,0.52,0.14,0,23,0
Xavier McDaniel,NYK,82.0,28.6,6.0,12.5,0.478,0.1,0.308,5.8,0.485,0.484,1.7,2.3,0.714,2.1,3.5,5.6,1.8,0.7,0.3,1.8,13.7,1991-92,0.51,0.16,0,12,1
A.C. Green,LAL,82.0,35.4,4.7,9.8,0.476,0.1,0.214,4.5,0.495,0.483,4.1,5.6,0.744,3.7,5.6,9.3,1.4,1.1,0.4,1.4,13.6,1991-92,0.55,0.22,0,17,1
Kevin Gamble,BOS,82.0,30.4,5.9,11.1,0.529,0.1,0.29,5.7,0.537,0.534,1.7,1.9,0.885,1.0,2.5,3.5,2.7,0.9,0.5,1.2,13.5,1991-92,0.57,0.18,0,11,1
Stacey Augmon,ATL,82.0,30.5,5.4,11.0,0.489,0.0,0.167,5.4,0.492,0.49,2.6,3.9,0.666,2.3,2.8,5.1,2.5,1.5,0.3,2.2,13.3,1991-92,0.52,0.17,0,22,0
Ledell Eackles,WSB,65.0,22.5,5.5,11.7,0.468,0.1,0.2,5.4,0.481,0.472,2.1,2.9,0.743,0.6,2.1,2.7,1.9,0.7,0.1,1.2,13.2,1991-92,0.51,0.16,0,27,0
Willie Anderson,SAS,57.0,33.1,5.5,12.0,0.455,0.2,0.232,5.2,0.475,0.465,1.9,2.4,0.775,1.1,4.2,5.3,5.3,0.9,0.9,2.5,13.1,1991-92,0.5,0.28,0,15,1
Rumeal Robinson,ATL,81.0,27.4,5.2,11.5,0.456,0.4,0.327,4.8,0.472,0.474,2.2,3.4,0.636,0.8,1.9,2.7,5.5,1.3,0.3,2.5,13.0,1991-92,0.5,0.16,0,22,0
Duane Ferrell,ATL,66.0,24.2,5.0,9.6,0.524,0.2,0.333,4.8,0.534,0.532,2.5,3.3,0.761,1.6,1.6,3.2,1.4,0.7,0.3,1.5,12.7,1991-92,0.57,0.17,0,22,0
Kenny Gattison,CHH,82.0,27.1,5.2,9.7,0.529,0.0,0.0,5.2,0.531,0.529,2.4,3.5,0.688,2.2,4.9,7.1,1.6,0.7,0.8,1.7,12.7,1991-92,0.56,0.19,0,24,0
Blue Edwards,UTA,81.0,28.2,5.3,10.2,0.522,0.5,0.379,4.9,0.542,0.545,1.4,1.8,0.774,1.1,2.6,3.7,1.7,1.0,0.6,1.5,12.6,1991-92,0.57,0.16,0,8,1
Jerome Kersey,POR,77.0,33.2,5.2,11.1,0.467,0.0,0.125,5.2,0.47,0.468,2.3,3.4,0.664,3.1,5.1,8.2,3.2,1.5,0.9,2.0,12.6,1991-92,0.5,0.23,0,7,1
Clifford Robinson,POR,82.0,25.9,4.9,10.4,0.466,0.0,0.091,4.8,0.471,0.467,2.7,4.0,0.664,1.7,3.4,5.1,1.7,1.0,1.3,1.9,12.4,1991-92,0.51,0.16,0,7,1
Gerald Wilkins,NYK,82.0,28.6,5.3,11.8,0.447,0.5,0.352,4.8,0.459,0.467,1.4,1.9,0.73,0.9,1.6,2.5,2.7,0.9,0.2,1.4,12.4,1991-92,0.49,0.13,0,12,1
Rex Chapman,2TM,22.0,25.8,5.1,11.5,0.448,0.4,0.276,4.8,0.471,0.464,1.6,2.4,0.679,0.5,2.2,2.6,4.0,0.7,0.4,2.0,12.3,1991-92,0.49,0.49,0,-1,0
Craig Ehlo,CLE,63.0,32.0,4.9,10.9,0.453,1.1,0.413,3.8,0.466,0.504,1.4,2.0,0.707,1.5,3.4,4.9,3.8,1.2,0.3,1.7,12.3,1991-92,0.52,0.23,0,6,1
Tim Perry,PHO,80.0,31.0,5.2,9.9,0.523,0.0,0.375,5.1,0.525,0.525,1.9,2.7,0.712,2.6,4.3,6.9,1.7,0.6,1.5,1.8,12.3,1991-92,0.55,0.2,0,10,1
Alvin Robertson,MIL,82.0,30.0,4.8,11.2,0.43,0.8,0.319,4.0,0.462,0.466,1.8,2.4,0.763,2.1,2.1,4.3,4.4,2.6,0.4,2.7,12.3,1991-92,0.5,0.17,0,25,0
Ken Norman,LAC,77.0,26.1,5.2,10.7,0.49,0.1,0.143,5.2,0.502,0.492,1.6,2.9,0.535,2.1,3.8,5.8,1.6,0.7,0.9,1.3,12.1,1991-92,0.51,0.17,0,16,1
Jerry Reynolds,ORL,46.0,25.2,4.3,11.3,0.38,0.1,0.125,4.2,0.393,0.383,3.4,4.1,0.836,1.0,2.2,3.2,3.3,1.4,0.4,2.1,12.1,1991-92,0.46,0.23,0,30,0
Johnny Dawkins,PHI,82.0,34.3,4.8,11.0,0.437,0.4,0.356,4.4,0.447,0.457,2.0,2.3,0.882,0.5,2.3,2.8,6.9,1.1,0.1,2.2,12.0,1991-92,0.5,0.17,0,23,0
Steve Smith,MIA,61.0,29.6,4.9,10.7,0.454,0.7,0.32,4.2,0.486,0.485,1.6,2.1,0.748,1.3,1.8,3.1,4.6,1.0,0.3,2.5,12.0,1991-92,0.52,0.2,0,21,1
Carl Thomas,SAC,1.0,31.0,5.0,12.0,0.417,1.0,0.5,4.0,0.4,0.458,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,1991-92,0.47,5.0,0,26,0
Tom Hammonds,WSB,37.0,26.6,5.3,10.8,0.488,0.0,0.0,5.3,0.489,0.488,1.4,2.2,0.61,1.3,3.7,5.0,1.0,0.6,0.4,1.6,11.9,1991-92,0.51,0.3,0,27,0
Hot Rod Williams,CLE,80.0,30.4,4.3,8.5,0.503,0.0,0.0,4.3,0.506,0.503,3.4,4.5,0.752,2.9,4.7,7.6,2.5,0.8,2.3,1.0,11.9,1991-92,0.57,0.24,0,6,1
Dee Brown,BOS,31.0,28.5,4.8,11.3,0.426,0.2,0.227,4.6,0.439,0.433,1.9,2.5,0.769,0.5,2.1,2.5,5.3,1.1,0.2,1.9,11.7,1991-92,0.47,0.38,0,11,1
Greg Anderson,DEN,82.0,34.1,4.7,10.4,0.456,0.0,0.0,4.7,0.458,0.456,2.0,3.3,0.623,4.1,7.4,11.5,1.0,1.1,0.8,2.5,11.5,1991-92,0.49,0.2,0,28,0
Gerald Glass,MIN,75.0,24.3,5.1,11.6,0.44,0.2,0.296,4.9,0.449,0.449,1.0,1.7,0.616,1.4,2.0,3.5,2.3,0.9,0.4,1.4,11.5,1991-92,0.47,0.13,0,31,0
