Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
Geoff Huston,CLE,78.0,30.9,4.2,8.6,0.484,0.0,0.3,4.1,0.486,0.486,2.0,2.6,0.765,0.7,1.2,1.9,7.6,0.9,0.1,2.2,10.3,1981-82,0.53,0.17,0
Mike Bantom,2TM,82.0,24.6,4.1,8.7,0.469,0.0,0.333,4.0,0.47,0.471,2.0,3.3,0.629,2.1,3.2,5.4,1.4,0.8,0.7,1.8,10.2,1981-82,0.5,0.13,0
Phil Hubbard,2TM,83.0,22.2,3.9,8.0,0.49,0.0,0.0,3.9,0.493,0.49,2.3,3.4,0.682,2.3,3.4,5.7,1.1,0.8,0.2,1.9,10.2,1981-82,0.54,0.13,0
Gerald Henderson,BOS,82.0,22.5,4.3,8.6,0.501,0.0,0.167,4.3,0.506,0.502,1.5,2.1,0.727,0.6,1.3,1.9,3.1,1.0,0.1,1.8,10.2,1981-82,0.54,0.12,0
Calvin Murphy,HOU,64.0,18.8,4.3,10.1,0.427,0.0,0.063,4.3,0.437,0.428,1.6,1.7,0.909,0.3,0.6,1.0,2.5,0.7,0.0,1.3,10.2,1981-82,0.47,0.11,0
Dave Corzine,SAS,82.0,26.7,4.1,7.9,0.519,0.0,0.25,4.1,0.52,0.519,1.9,2.6,0.746,2.6,5.1,7.7,1.6,0.4,1.5,1.7,10.1,1981-82,0.56,0.18,0
Jim Spanarkel,DAL,82.0,21.4,3.3,6.9,0.479,0.1,0.333,3.2,0.485,0.486,3.4,4.0,0.853,1.2,1.4,2.6,2.5,1.0,0.1,1.4,10.1,1981-82,0.58,0.13,0
Don Collins,WSB,79.0,20.4,4.2,8.3,0.511,0.0,0.083,4.2,0.52,0.512,1.5,2.1,0.716,1.3,1.2,2.5,1.9,1.1,0.3,1.7,10.0,1981-82,0.54,0.12,0
Dwight Jones,CHI,78.0,26.2,3.9,7.3,0.53,0.0,1.0,3.9,0.529,0.531,2.2,3.1,0.723,2.0,4.5,6.5,1.5,0.6,0.5,2.0,10.0,1981-82,0.58,0.16,0
Randy Smith,NYK,82.0,24.8,4.2,9.1,0.465,0.0,0.273,4.2,0.468,0.467,1.5,1.8,0.808,0.6,1.2,1.9,3.1,1.1,0.0,1.5,10.0,1981-82,0.51,0.11,0
Phil Ford,KCK,72.0,27.1,4.0,9.0,0.439,0.1,0.219,3.9,0.451,0.445,1.9,2.3,0.819,0.3,1.1,1.5,6.3,0.9,0.0,2.7,9.9,1981-82,0.49,0.15,1
Tom McMillen,ATL,73.0,24.5,4.0,7.8,0.509,0.0,0.333,4.0,0.51,0.51,1.9,2.3,0.824,1.4,3.2,4.6,1.8,0.3,0.3,1.7,9.9,1981-82,0.56,0.15,0
Terry Tyler,DET,82.0,24.3,4.1,7.8,0.523,0.0,0.25,4.1,0.524,0.523,1.7,2.3,0.74,1.9,4.1,6.0,1.5,0.9,2.0,1.5,9.9,1981-82,0.56,0.18,0
Wally Walker,SEA,70.0,28.1,4.3,9.0,0.48,0.0,0.0,4.3,0.482,0.48,1.3,1.9,0.672,1.5,2.8,4.4,3.1,0.5,0.4,1.6,9.9,1981-82,0.5,0.16,0
Don Buse,IND,82.0,30.8,3.8,8.4,0.455,0.9,0.386,2.9,0.482,0.509,1.2,1.5,0.813,0.6,2.2,2.7,5.0,2.0,0.3,1.2,9.7,1981-82,0.54,0.17,0
Gene Banks,SAS,80.0,21.3,3.9,8.2,0.477,0.0,0.0,3.9,0.483,0.477,1.8,2.7,0.684,2.0,3.2,5.1,1.8,0.7,0.2,1.3,9.6,1981-82,0.51,0.14,0
Bob McAdoo,LAL,41.0,18.2,3.7,8.0,0.458,0.0,0.0,3.7,0.465,0.458,2.2,3.1,0.714,1.1,2.8,3.9,0.8,0.5,0.9,1.2,9.6,1981-82,0.51,0.23,0
Al Wood,2TM,48.0,19.4,3.7,7.9,0.47,0.1,0.125,3.7,0.493,0.474,1.9,2.5,0.782,1.1,1.7,2.8,1.2,0.6,0.2,1.5,9.5,1981-82,0.53,0.17,0
Clemon Johnson,IND,79.0,25.1,3.9,8.1,0.487,0.0,,3.9,0.487,0.487,1.6,2.4,0.651,2.3,4.9,7.2,1.6,0.8,1.4,1.7,9.5,1981-82,0.52,0.17,0
Johnny Moore,SAS,79.0,29.0,3.9,8.4,0.463,0.0,0.048,3.9,0.477,0.464,1.5,2.3,0.67,0.8,2.7,3.5,9.6,2.1,0.2,2.2,9.4,1981-82,0.5,0.22,0
Steve Hawes,ATL,49.0,26.9,3.6,7.6,0.481,0.1,0.4,3.6,0.483,0.486,2.0,2.6,0.762,1.8,4.7,6.5,2.9,0.7,0.7,1.8,9.3,1981-82,0.53,0.28,0
Eddie Johnson,KCK,74.0,20.5,4.0,8.7,0.459,0.0,0.091,4.0,0.465,0.46,1.3,2.0,0.664,1.7,2.6,4.4,1.5,0.7,0.2,1.3,9.3,1981-82,0.49,0.13,0
Mike Newlin,NYK,76.0,19.8,3.8,8.1,0.465,0.1,0.304,3.7,0.471,0.471,1.7,1.9,0.857,0.5,0.7,1.2,2.2,0.4,0.0,1.4,9.3,1981-82,0.52,0.09,0
Jeff Wilkins,UTA,82.0,27.7,3.8,8.8,0.437,0.0,0.0,3.8,0.439,0.437,1.7,2.1,0.778,1.5,6.0,7.5,1.1,0.4,0.9,1.6,9.3,1981-82,0.48,0.15,0
Len Elmore,NJN,81.0,25.9,3.7,8.0,0.46,0.0,,3.7,0.46,0.46,1.7,2.1,0.794,2.1,3.4,5.4,1.2,1.1,1.1,1.7,9.1,1981-82,0.51,0.14,0
Bill Laimbeer,2TM,80.0,22.9,3.3,6.7,0.494,0.1,0.308,3.3,0.499,0.498,2.3,2.9,0.793,2.9,4.8,7.7,1.3,0.5,0.8,1.5,9.0,1981-82,0.56,0.17,0
Wayne Cooper,DAL,76.0,23.9,3.7,8.8,0.42,0.0,0.125,3.7,0.424,0.421,1.6,2.1,0.744,2.6,4.6,7.2,1.5,0.5,1.4,1.2,9.0,1981-82,0.46,0.17,0
Scott May,MIL,65.0,18.3,3.3,6.4,0.508,0.0,0.0,3.3,0.513,0.508,2.4,3.0,0.824,1.3,2.0,3.4,2.0,0.8,0.1,1.4,9.0,1981-82,0.58,0.16,0
James Bailey,2TM,77.0,19.1,3.4,6.6,0.517,0.0,,3.4,0.517,0.517,1.8,2.9,0.612,1.6,3.4,5.1,0.8,0.5,1.1,1.8,8.6,1981-82,0.55,0.13,0
John Lucas,WSB,79.0,24.6,3.3,7.8,0.426,0.0,0.091,3.3,0.438,0.427,1.7,2.2,0.784,0.5,1.6,2.1,7.0,1.2,0.1,2.0,8.4,1981-82,0.48,0.15,0
Glen Gondrezick,DEN,80.0,21.2,3.1,6.2,0.505,0.0,0.0,3.1,0.508,0.505,2.0,2.7,0.737,1.8,3.5,5.3,1.9,1.2,0.5,1.3,8.3,1981-82,0.56,0.15,0
Elston Turner,DAL,80.0,25.0,3.5,8.0,0.441,0.0,0.0,3.5,0.444,0.441,1.2,1.7,0.703,1.8,2.0,3.8,2.4,0.9,0.0,1.5,8.3,1981-82,0.47,0.11,0
Michael Wiley,SDC,61.0,16.6,3.3,5.9,0.565,0.0,0.0,3.3,0.573,0.565,1.6,2.3,0.695,1.1,1.9,3.0,0.9,0.7,0.3,1.2,8.3,1981-82,0.6,0.14,0
T.R. Dunn,DEN,82.0,30.7,3.1,6.1,0.512,0.0,0.0,3.1,0.513,0.512,1.9,2.6,0.712,2.6,4.2,6.8,2.3,1.6,0.4,1.5,8.2,1981-82,0.57,0.17,0
M.L. Carr,BOS,56.0,23.1,3.3,7.3,0.45,0.1,0.294,3.2,0.457,0.456,1.5,2.1,0.707,1.0,1.7,2.7,2.3,1.2,0.4,1.1,8.1,1981-82,0.49,0.16,0
James Donaldson,SEA,82.0,20.9,3.1,5.1,0.609,0.0,,3.1,0.609,0.609,1.8,2.9,0.629,1.7,4.3,6.0,0.6,0.3,1.7,1.4,8.1,1981-82,0.64,0.15,0
Caldwell Jones,PHI,81.0,30.2,2.9,5.7,0.497,0.0,0.0,2.9,0.5,0.497,2.2,2.7,0.817,2.0,6.7,8.7,1.2,0.5,1.8,1.9,7.9,1981-82,0.57,0.18,1
Rich Kelley,PHO,81.0,23.4,2.9,6.2,0.467,0.0,0.0,2.9,0.468,0.467,2.1,2.8,0.749,2.1,4.1,6.1,3.6,0.8,0.9,3.0,7.9,1981-82,0.53,0.15,0
Danny Schayes,UTA,82.0,19.8,3.1,6.4,0.481,0.0,0.0,3.1,0.482,0.481,1.7,2.3,0.757,1.6,3.6,5.2,1.8,0.6,0.9,1.8,7.9,1981-82,0.53,0.13,0
Edgar Jones,DET,48.0,16.7,3.0,5.4,0.548,0.0,0.5,2.9,0.549,0.55,1.9,2.7,0.698,1.5,2.9,4.3,0.8,0.6,1.9,1.4,7.8,1981-82,0.59,0.22,0
Bill Willoughby,HOU,69.0,21.4,3.5,6.7,0.517,0.0,0.429,3.4,0.519,0.52,0.8,1.1,0.727,1.6,2.3,3.8,1.1,0.4,0.9,1.1,7.8,1981-82,0.54,0.14,0
Mike Bratz,SAS,81.0,20.0,2.8,7.0,0.407,0.6,0.333,2.3,0.431,0.448,1.5,1.9,0.783,0.5,1.6,2.0,5.4,0.8,0.1,1.7,7.7,1981-82,0.49,0.12,0
Mike Glenn,ATL,49.0,17.0,3.2,5.9,0.543,0.0,0.5,3.2,0.543,0.545,1.2,1.4,0.881,0.1,1.1,1.2,1.8,0.5,0.1,0.6,7.7,1981-82,0.59,0.16,0
Kenny Higgs,DEN,76.0,22.3,2.7,6.2,0.432,0.1,0.19,2.6,0.443,0.436,2.1,2.6,0.817,0.3,1.6,1.9,5.2,0.9,0.1,2.1,7.5,1981-82,0.51,0.13,0
Vinnie Johnson,2TM,74.0,17.5,2.9,6.0,0.489,0.0,0.25,2.9,0.495,0.492,1.4,1.9,0.754,1.1,1.0,2.1,2.3,0.8,0.3,1.3,7.4,1981-82,0.54,0.11,0
Mike Dunleavy,HOU,70.0,18.8,2.9,6.4,0.458,0.5,0.384,2.5,0.475,0.494,1.1,1.5,0.708,0.3,1.1,1.5,3.2,0.6,0.0,1.1,7.4,1981-82,0.52,0.11,0
Carl Nicks,UTA,80.0,16.5,3.2,6.9,0.454,0.0,0.0,3.2,0.458,0.454,1.1,1.9,0.567,0.8,1.2,2.0,1.1,0.8,0.1,1.3,7.4,1981-82,0.48,0.07,0
Orlando Woolridge,CHI,75.0,15.8,2.7,5.3,0.513,0.0,0.0,2.7,0.517,0.513,1.9,2.7,0.699,1.1,1.9,3.0,1.1,0.3,0.3,1.4,7.3,1981-82,0.56,0.1,0
Bob Gross,POR,59.0,23.3,2.9,5.5,0.537,0.1,0.5,2.9,0.538,0.542,1.3,1.8,0.75,1.7,2.7,4.4,2.1,1.3,0.7,1.5,7.2,1981-82,0.57,0.19,0
Larry Kenon,CHI,60.0,17.3,3.2,6.9,0.466,0.0,,3.2,0.466,0.466,0.8,1.5,0.568,1.2,1.8,3.0,1.1,0.5,0.1,1.4,7.2,1981-82,0.48,0.1,0
Steve Mix,PHI,75.0,16.5,2.7,5.3,0.506,0.0,0.25,2.7,0.509,0.508,1.8,2.3,0.791,1.2,1.8,3.0,1.2,0.6,0.2,0.9,7.2,1981-82,0.57,0.11,0
Larry Smith,GSW,74.0,29.9,3.0,5.6,0.534,0.0,0.0,3.0,0.535,0.534,1.2,2.1,0.553,3.8,7.2,11.0,1.1,0.9,0.7,1.4,7.1,1981-82,0.54,0.21,0
Allan Bristow,DAL,82.0,24.8,2.7,6.1,0.437,0.0,0.167,2.6,0.447,0.44,1.6,2.0,0.817,1.5,2.7,4.1,5.5,0.8,0.1,2.0,7.0,1981-82,0.5,0.14,0
John Douglas,SDC,64.0,16.1,2.8,6.1,0.465,0.3,0.305,2.5,0.494,0.488,1.0,1.6,0.657,0.4,1.0,1.4,2.3,0.8,0.1,1.4,7.0,1981-82,0.51,0.1,0
Rudy Macklin,ATL,79.0,19.2,2.7,6.1,0.434,0.0,0.0,2.7,0.437,0.434,1.7,2.2,0.775,1.4,1.9,3.3,0.6,0.5,0.3,1.4,7.0,1981-82,0.5,0.08,0
Roger Phegley,2TM,81.0,14.6,2.9,6.3,0.46,0.1,0.161,2.8,0.479,0.464,1.0,1.3,0.78,0.8,1.1,1.9,1.4,0.4,0.1,0.8,6.9,1981-82,0.5,0.08,0
Kevin Loder,KCK,71.0,16.0,2.9,6.3,0.464,0.0,0.0,2.9,0.476,0.464,1.1,1.5,0.72,1.0,1.8,2.7,1.2,0.5,0.4,1.0,6.9,1981-82,0.5,0.1,0
Wes Matthews,ATL,47.0,17.8,2.8,6.3,0.44,0.0,0.25,2.7,0.445,0.443,1.3,1.7,0.759,0.4,0.8,1.2,3.0,1.1,0.0,1.3,6.9,1981-82,0.49,0.15,0
Joe Meriweather,KCK,18.0,21.1,2.6,5.1,0.516,0.0,,2.6,0.516,0.516,1.7,2.2,0.775,1.4,3.5,4.9,0.9,0.7,1.2,1.4,6.9,1981-82,0.57,0.57,0
Mike Harper,POR,68.0,21.1,2.7,5.4,0.497,0.0,0.0,2.7,0.499,0.497,1.4,2.3,0.627,1.9,3.1,5.0,0.8,0.8,1.2,1.4,6.8,1981-82,0.53,0.14,0
Cedrick Hordges,DEN,77.0,17.8,2.6,5.4,0.493,0.0,0.231,2.6,0.501,0.496,1.5,2.6,0.583,1.5,3.6,5.1,0.8,0.3,0.2,1.4,6.8,1981-82,0.52,0.1,0
Robert Smith,MIL,17.0,18.6,3.1,6.5,0.473,0.1,0.2,2.9,0.5,0.482,0.6,0.7,0.833,0.1,0.8,0.8,2.6,0.6,0.1,0.8,6.8,1981-82,0.5,0.39,0
Jim McElroy,ATL,20.0,17.5,2.6,6.3,0.416,0.1,0.2,2.6,0.425,0.42,1.5,1.8,0.806,0.3,0.6,0.9,2.0,0.4,0.2,1.1,6.7,1981-82,0.47,0.26,0
Tom LaGarde,DAL,47.0,19.3,2.4,5.7,0.42,0.0,0.0,2.4,0.423,0.42,1.8,3.5,0.518,1.3,3.1,4.5,1.0,0.4,0.4,1.7,6.6,1981-82,0.46,0.13,0
Larry Nance,PHO,80.0,14.8,2.8,5.5,0.521,0.0,0.0,2.8,0.522,0.521,0.9,1.5,0.641,1.2,2.0,3.2,1.0,0.5,0.9,1.3,6.6,1981-82,0.54,0.1,0
Ben Poquette,UTA,82.0,20.7,2.7,5.2,0.514,0.0,0.3,2.6,0.519,0.518,1.2,1.5,0.808,1.4,3.6,5.0,1.1,0.6,0.8,0.8,6.6,1981-82,0.56,0.13,0
Pat Cummings,MIL,78.0,14.5,2.8,5.5,0.509,0.0,0.0,2.8,0.512,0.509,0.9,1.2,0.736,0.8,2.4,3.1,1.3,0.3,0.1,1.4,6.5,1981-82,0.54,0.09,0
Darnell Valentine,POR,82.0,16.9,2.3,5.5,0.413,0.0,0.0,2.3,0.421,0.413,1.9,2.4,0.76,0.6,1.2,1.8,3.3,1.1,0.0,1.5,6.4,1981-82,0.49,0.09,0
Jim Brogan,SDC,63.0,16.3,2.6,5.8,0.453,0.1,0.281,2.5,0.47,0.466,1.0,1.3,0.726,1.0,0.9,1.9,2.5,0.8,0.2,1.3,6.3,1981-82,0.49,0.11,0
Tom Henderson,HOU,75.0,22.9,2.4,5.4,0.454,0.0,0.0,2.4,0.456,0.454,1.4,2.0,0.7,0.4,1.4,1.8,4.1,0.7,0.1,1.4,6.3,1981-82,0.5,0.11,0
Lorenzo Romar,GSW,79.0,15.9,2.6,5.1,0.504,0.0,0.2,2.5,0.515,0.507,1.0,1.2,0.823,0.2,1.1,1.2,2.9,0.8,0.2,1.1,6.2,1981-82,0.55,0.09,0
Marvin Webster,NYK,82.0,23.0,2.4,4.9,0.491,0.0,,2.4,0.491,0.491,1.3,2.1,0.635,2.2,3.7,6.0,1.2,0.3,1.1,1.1,6.2,1981-82,0.53,0.13,0
Tree Rollins,ATL,79.0,25.5,2.6,4.4,0.584,0.0,,2.6,0.584,0.584,1.0,1.6,0.612,2.1,5.6,7.7,0.7,0.4,2.8,1.0,6.1,1981-82,0.6,0.18,0
Richard Washington,CLE,18.0,17.4,2.8,6.4,0.435,0.0,0.0,2.8,0.442,0.435,0.5,0.8,0.6,1.8,2.4,4.2,0.8,0.4,0.1,1.9,6.1,1981-82,0.45,0.32,0
Sam Williams,GSW,59.0,18.2,2.6,4.7,0.556,0.0,,2.6,0.556,0.556,0.8,1.5,0.551,1.5,3.7,5.2,0.6,0.8,1.3,1.1,6.1,1981-82,0.57,0.17,0
Alvin Scott,PHO,81.0,21.5,2.3,4.7,0.497,0.0,0.0,2.3,0.5,0.497,1.3,1.8,0.73,1.2,2.4,3.6,1.8,0.7,0.9,1.2,6.0,1981-82,0.55,0.11,0
Butch Carter,IND,75.0,13.8,2.5,5.4,0.468,0.1,0.32,2.4,0.477,0.478,0.8,0.9,0.829,0.4,0.7,1.1,0.8,0.5,0.1,0.7,5.9,1981-82,0.51,0.06,0
Foots Walker,NJN,77.0,24.2,2.0,4.9,0.413,0.0,0.333,2.0,0.415,0.417,1.8,2.5,0.727,0.4,1.5,1.9,5.2,1.6,0.1,1.4,5.9,1981-82,0.49,0.13,0
Bill Hanzlik,SEA,81.0,24.4,2.1,4.4,0.468,0.0,0.0,2.1,0.473,0.468,1.7,2.2,0.784,1.2,2.1,3.3,2.3,1.0,0.4,1.3,5.8,1981-82,0.54,0.11,0
Bill Robinzine,UTA,56.0,11.6,2.3,5.3,0.446,0.0,,2.3,0.446,0.446,1.1,1.3,0.813,1.0,1.6,2.6,0.9,0.7,0.1,1.5,5.8,1981-82,0.49,0.1,0
Rickey Brown,GSW,82.0,15.4,2.3,5.1,0.459,0.0,,2.3,0.459,0.459,1.0,1.5,0.705,1.7,2.8,4.4,0.2,0.4,0.4,1.0,5.7,1981-82,0.49,0.08,0
Chris Ford,BOS,76.0,20.9,2.5,5.9,0.418,0.3,0.317,2.2,0.434,0.44,0.5,0.7,0.696,0.7,0.7,1.4,1.9,0.6,0.1,0.7,5.7,1981-82,0.46,0.07,0
Joe Hassett,GSW,68.0,11.6,2.1,5.6,0.377,1.0,0.332,1.1,0.435,0.47,0.5,0.5,0.838,0.2,0.6,0.8,1.5,0.4,0.0,0.5,5.7,1981-82,0.49,0.06,0
Rick Robey,BOS,80.0,14.8,2.3,4.7,0.493,0.0,0.0,2.3,0.496,0.493,1.1,2.0,0.535,1.4,2.3,3.7,0.9,0.3,0.2,1.2,5.7,1981-82,0.51,0.08,0
Greg Kelser,2TM,60.0,12.4,1.9,4.5,0.428,0.0,0.0,1.9,0.433,0.428,1.8,2.7,0.656,1.3,1.9,3.2,1.0,0.3,0.4,1.4,5.6,1981-82,0.49,0.09,0
Mike Gale,GSW,75.0,23.9,2.5,5.0,0.496,0.0,0.0,2.5,0.503,0.496,0.7,0.9,0.785,0.5,2.0,2.5,3.5,1.6,0.4,1.7,5.6,1981-82,0.52,0.12,0
Toby Knight,NYK,40.0,13.8,2.6,4.6,0.557,0.0,,2.6,0.557,0.557,0.4,0.6,0.68,0.8,1.2,2.1,0.6,0.4,0.3,0.5,5.5,1981-82,0.57,0.16,0
James Wilkes,CHI,57.0,15.1,2.2,4.7,0.481,0.0,0.0,2.2,0.483,0.481,1.0,1.4,0.725,1.1,1.7,2.8,1.1,0.5,0.3,1.1,5.5,1981-82,0.52,0.11,0
Brad Branson,CLE,10.0,17.6,2.1,5.2,0.404,0.0,,2.1,0.404,0.404,1.1,1.2,0.917,1.4,1.9,3.3,0.6,0.5,0.4,1.3,5.3,1981-82,0.46,0.56,0
Earl Cureton,PHI,66.0,14.5,2.3,4.6,0.487,0.0,0.0,2.3,0.49,0.487,0.8,1.4,0.543,1.4,2.7,4.1,0.5,0.5,0.4,0.7,5.3,1981-82,0.51,0.11,0
Kurt Nimphius,DAL,63.0,17.2,2.2,4.7,0.461,0.0,,2.2,0.461,0.461,1.0,1.7,0.583,1.5,3.2,4.7,1.0,0.3,1.3,0.9,5.3,1981-82,0.49,0.13,0
Mike Gminski,NJN,64.0,11.6,1.9,4.2,0.441,0.0,,1.9,0.441,0.441,1.5,1.8,0.822,1.1,1.8,2.9,0.6,0.3,0.8,0.9,5.2,1981-82,0.52,0.1,0
Dudley Bradley,PHO,64.0,14.6,2.0,4.4,0.445,0.0,0.25,1.9,0.448,0.447,1.2,1.6,0.74,0.5,0.9,1.4,1.3,1.2,0.2,1.1,5.1,1981-82,0.5,0.08,0
Jeff Cook,PHO,76.0,17.1,2.0,4.7,0.422,0.0,0.0,2.0,0.424,0.422,1.2,1.8,0.664,1.5,2.5,4.0,1.3,0.5,0.3,1.1,5.1,1981-82,0.46,0.09,0
James Hardy,UTA,82.0,22.1,2.2,4.5,0.485,0.0,0.0,2.2,0.486,0.485,0.8,1.1,0.688,1.9,3.9,5.7,1.3,0.7,0.8,1.0,5.1,1981-82,0.51,0.12,0
George Johnson,IND,59.0,12.2,2.0,4.9,0.412,0.0,0.0,2.0,0.415,0.412,1.0,1.4,0.75,1.2,2.5,3.7,0.7,0.6,0.4,1.2,5.1,1981-82,0.46,0.1,1
Kenny Dennard,KCK,30.0,20.2,2.1,4.0,0.512,0.0,,2.1,0.512,0.512,0.9,1.3,0.65,1.6,2.9,4.4,1.4,1.2,0.3,1.2,5.0,1981-82,0.55,0.29,0
Kermit Washington,POR,20.0,20.9,1.9,3.9,0.487,0.0,,1.9,0.487,0.487,1.2,2.1,0.585,2.0,3.9,5.9,1.5,0.5,0.8,1.0,5.0,1981-82,0.52,0.49,0
Mike McGee,LAL,39.0,9.0,2.1,4.4,0.465,0.0,0.0,2.1,0.476,0.465,0.8,1.4,0.585,0.9,0.4,1.3,0.4,0.5,0.1,0.9,4.9,1981-82,0.49,0.09,0
Pete Verhoeven,POR,71.0,17.0,2.1,4.2,0.503,0.0,,2.1,0.503,0.503,0.7,1.0,0.708,1.5,2.1,3.6,0.7,0.6,0.3,0.8,4.9,1981-82,0.53,0.1,0
Danny Vranes,SEA,77.0,14.0,1.9,3.4,0.546,0.0,0.0,1.9,0.548,0.546,1.2,1.9,0.601,0.9,1.6,2.6,0.7,0.4,0.3,0.9,4.9,1981-82,0.58,0.08,0
John Roche,DEN,39.0,12.8,1.7,3.8,0.453,0.6,0.442,1.2,0.459,0.53,0.7,1.0,0.737,0.1,0.5,0.6,2.3,0.4,0.1,0.7,4.8,1981-82,0.57,0.13,0
Bob Dandridge,MIL,11.0,15.8,1.9,5.0,0.382,0.0,,1.9,0.382,0.382,0.9,1.5,0.588,0.4,1.2,1.5,1.2,0.5,0.2,1.0,4.7,1981-82,0.42,0.31,0
George McGinnis,IND,76.0,17.6,1.9,5.0,0.373,0.0,0.0,1.9,0.376,0.373,0.9,2.1,0.453,1.2,4.0,5.2,2.7,1.3,0.4,1.7,4.7,1981-82,0.4,0.11,0
Ray Blume,CHI,49.0,11.1,2.1,4.5,0.459,0.1,0.222,2.0,0.48,0.468,0.4,0.6,0.643,0.3,0.6,0.8,1.4,0.5,0.0,1.1,4.6,1981-82,0.48,0.07,0
Jeff Lamp,POR,54.0,11.4,1.9,3.6,0.51,0.0,0.0,1.9,0.513,0.51,0.9,1.1,0.82,0.4,0.7,1.2,0.5,0.3,0.0,0.8,4.6,1981-82,0.56,0.07,0
Kurt Rambis,LAL,64.0,17.7,1.8,3.6,0.518,0.0,0.0,1.8,0.52,0.518,0.9,1.8,0.504,1.8,3.6,5.4,0.9,0.9,1.2,1.2,4.6,1981-82,0.52,0.14,0
Clint Richardson,PHI,77.0,13.5,1.8,4.0,0.452,0.0,1.0,1.8,0.448,0.455,0.9,1.1,0.784,0.7,0.8,1.5,1.4,0.5,0.1,1.0,4.6,1981-82,0.51,0.06,0
Calvin Garrett,HOU,51.0,16.8,2.1,4.7,0.434,0.1,0.3,2.0,0.44,0.44,0.3,0.5,0.654,0.5,1.3,1.8,1.5,0.6,0.1,0.7,4.5,1981-82,0.46,0.1,0
Major Jones,HOU,60.0,12.4,1.9,3.6,0.531,0.0,0.0,1.9,0.538,0.531,0.7,1.3,0.545,1.3,2.0,3.4,0.4,0.3,0.5,0.8,4.5,1981-82,0.54,0.1,0
Alton Lister,MIL,80.0,14.8,1.9,3.6,0.519,0.0,,1.9,0.519,0.519,0.8,1.5,0.52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,4.5,1981-82,0.53,0.1,0
Mark Landsberger,LAL,75.0,15.1,1.9,4.4,0.438,0.0,0.0,1.9,0.44,0.438,0.4,0.9,0.508,2.2,3.2,5.3,0.4,0.1,0.1,0.7,4.3,1981-82,0.45,0.09,0
Kevin Stacom,MIL,7.0,12.9,2.0,4.9,0.412,0.1,0.5,1.9,0.406,0.426,0.1,0.3,0.5,0.3,0.7,1.0,1.0,0.1,0.0,1.3,4.3,1981-82,0.43,0.29,0
John Johnson,SEA,14.0,13.4,1.6,3.2,0.489,0.0,,1.6,0.489,0.489,1.1,1.4,0.75,0.2,1.1,1.3,2.1,0.3,0.2,1.2,4.2,1981-82,0.55,0.36,0
Sam Pellom,ATL,69.0,15.0,1.7,3.6,0.454,0.0,0.0,1.7,0.456,0.454,0.9,1.1,0.772,1.3,2.0,3.3,0.4,0.4,0.7,0.8,4.2,1981-82,0.51,0.09,0
Jerry Sichting,IND,51.0,15.7,1.8,3.8,0.469,0.0,0.111,1.8,0.486,0.472,0.6,0.7,0.763,0.3,0.8,1.1,2.3,0.6,0.0,0.8,4.2,1981-82,0.51,0.1,0
Brad Holland,2TM,14.0,13.9,1.9,5.6,0.346,0.0,0.0,1.9,0.36,0.346,0.2,0.4,0.5,0.4,0.5,0.9,1.3,0.8,0.1,0.6,4.1,1981-82,0.35,0.19,0
Danny Ainge,BOS,53.0,10.6,1.5,4.2,0.357,0.1,0.294,1.4,0.363,0.369,1.1,1.2,0.862,0.5,0.6,1.1,1.6,0.7,0.1,1.0,4.1,1981-82,0.43,0.07,0
Steve Hayes,2TM,35.0,13.9,1.5,3.2,0.486,0.0,,1.5,0.486,0.486,0.9,1.5,0.604,1.1,2.2,3.3,0.8,0.1,0.6,0.5,4.0,1981-82,0.52,0.17,0
Tracy Jackson,2TM,49.0,9.8,1.6,3.5,0.459,0.0,,1.6,0.459,0.459,0.8,1.0,0.776,0.7,0.6,1.3,0.6,0.3,0.1,0.5,4.0,1981-82,0.51,0.08,0
Reggie Carter,NYK,75.0,12.3,1.6,3.7,0.425,0.0,,1.6,0.425,0.425,0.9,1.1,0.8,0.5,0.8,1.3,1.7,0.5,0.1,1.0,4.0,1981-82,0.48,0.06,0
Scott Lloyd,DAL,74.0,14.1,1.5,3.9,0.379,0.0,0.5,1.4,0.377,0.382,0.9,1.2,0.758,0.8,1.4,2.2,0.9,0.2,0.1,0.8,3.9,1981-82,0.44,0.05,0
Sonny Parker,GSW,71.0,12.7,1.6,3.5,0.473,0.0,,1.6,0.473,0.473,0.7,1.0,0.667,1.0,1.5,2.5,1.3,0.5,0.2,0.7,3.9,1981-82,0.49,0.08,0
Ed Rains,SAS,49.0,13.0,1.6,3.6,0.435,0.0,0.0,1.6,0.44,0.435,0.8,1.3,0.594,0.8,0.9,1.6,0.8,0.4,0.0,0.5,3.9,1981-82,0.47,0.08,0
Mike Evans,2TM,22.0,12.3,1.6,3.9,0.407,0.0,0.0,1.6,0.438,0.407,0.6,0.9,0.65,0.2,0.8,1.0,1.9,0.6,0.0,1.2,3.8,1981-82,0.44,0.16,0
Charles Davis,WSB,54.0,10.6,1.6,3.4,0.478,0.0,0.0,1.6,0.484,0.478,0.6,0.7,0.811,1.0,1.5,2.5,0.6,0.2,0.2,0.8,3.8,1981-82,0.51,0.09,0
