Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Rony Seikaly,MIA,78.0,25.2,4.3,9.5,0.448,0.0,0.25,4.3,0.449,0.448,2.3,4.5,0.511,2.6,4.4,7.0,0.7,0.6,1.2,2.6,10.9,1988-89,0.47,0.13,,0
Billy Thompson,MIA,79.0,28.8,4.4,9.1,0.487,0.0,0.0,4.4,0.49,0.487,2.0,2.8,0.696,3.1,4.2,7.2,2.2,0.7,1.3,2.4,10.8,1988-89,0.52,0.18,,0
Rod Higgins,GSW,81.0,23.3,3.7,7.8,0.476,0.8,0.393,2.9,0.505,0.528,2.3,2.8,0.821,1.4,3.3,4.6,2.0,0.5,0.5,0.9,10.6,1988-89,0.59,0.16,,0
Terry Catledge,WSB,79.0,26.3,4.2,8.6,0.49,0.0,0.2,4.2,0.493,0.491,1.9,3.2,0.602,2.9,4.3,7.2,0.9,0.6,0.3,1.5,10.4,1988-89,0.52,0.15,,0
Jon Sundvold,MIA,68.0,19.7,4.5,9.9,0.455,0.7,0.522,3.8,0.444,0.49,0.7,0.8,0.825,0.3,1.0,1.3,2.0,0.4,0.0,1.3,10.4,1988-89,0.51,0.11,,0
Michael Cage,SEA,80.0,31.7,3.9,7.9,0.498,0.0,0.0,3.9,0.502,0.498,2.5,3.3,0.743,3.5,6.1,9.6,1.6,1.2,0.7,1.6,10.3,1988-89,0.55,0.21,,0
Lester Conner,NJN,82.0,30.9,3.8,8.2,0.457,0.2,0.351,3.6,0.463,0.467,2.6,3.3,0.788,1.2,3.1,4.3,7.4,2.2,0.1,2.2,10.3,1988-89,0.53,0.21,,0
Herb Williams,2TM,76.0,32.5,4.2,9.7,0.436,0.0,0.0,4.2,0.439,0.436,1.8,2.6,0.686,1.8,6.0,7.8,1.6,0.6,1.8,2.0,10.2,1988-89,0.47,0.18,,0
Jim Petersen,SAC,66.0,24.7,4.2,9.2,0.459,0.0,0.0,4.2,0.465,0.459,1.7,2.3,0.747,1.8,4.4,6.3,1.2,0.7,1.0,2.2,10.2,1988-89,0.5,0.18,,0
Reggie Williams,LAC,63.0,20.7,4.1,9.4,0.438,0.5,0.288,3.7,0.469,0.463,1.5,1.9,0.754,1.1,1.7,2.8,1.6,1.3,0.5,1.8,10.2,1988-89,0.5,0.14,,0
Kareem Abdul-Jabbar,LAL,74.0,22.9,4.2,8.9,0.475,0.0,0.0,4.2,0.477,0.475,1.6,2.2,0.739,1.4,3.1,4.5,1.0,0.5,1.1,1.3,10.1,1988-89,0.51,0.14,,0
Dennis Johnson,BOS,72.0,32.1,3.8,8.9,0.434,0.1,0.14,3.8,0.459,0.44,2.2,2.7,0.821,0.4,2.2,2.6,6.6,1.3,0.3,2.4,10.0,1988-89,0.5,0.18,,0
Steve Johnson,POR,72.0,20.5,4.1,7.8,0.524,0.0,,4.1,0.524,0.524,1.8,3.4,0.527,1.9,3.1,5.0,1.5,0.3,0.6,1.9,10.0,1988-89,0.54,0.14,,0
Otis Smith,GSW,80.0,20.0,3.9,8.9,0.435,0.1,0.189,3.8,0.448,0.44,2.2,2.7,0.798,1.6,2.5,4.1,1.8,1.1,0.5,1.6,10.0,1988-89,0.5,0.13,,0
Orlando Woolridge,LAL,74.0,20.1,3.1,6.7,0.468,0.0,0.0,3.1,0.469,0.468,3.4,4.6,0.738,1.1,2.6,3.6,0.8,0.4,0.9,1.4,9.7,1988-89,0.56,0.12,,0
Buck Johnson,HOU,67.0,27.6,4.0,7.7,0.524,0.0,0.111,4.0,0.532,0.525,1.5,2.0,0.754,1.7,2.6,4.3,1.9,1.0,0.5,1.6,9.6,1988-89,0.56,0.17,,0
John Battle,ATL,82.0,20.4,3.5,7.7,0.457,0.1,0.324,3.4,0.465,0.466,2.4,2.9,0.815,0.4,1.3,1.7,2.4,0.5,0.1,1.3,9.5,1988-89,0.53,0.1,,0
Sam Vincent,CHI,70.0,24.3,3.9,8.1,0.484,0.0,0.118,3.9,0.495,0.486,1.5,1.8,0.822,0.5,2.2,2.7,4.8,0.8,0.1,2.0,9.4,1988-89,0.53,0.16,,0
Derrick Chievous,HOU,81.0,19.0,3.4,7.8,0.437,0.1,0.208,3.4,0.446,0.441,2.4,3.0,0.783,1.4,1.8,3.2,1.0,0.6,0.1,1.7,9.3,1988-89,0.51,0.09,,0
Mike Sanders,CLE,82.0,25.6,4.0,8.9,0.453,0.0,0.3,4.0,0.455,0.455,1.2,1.6,0.719,1.2,2.5,3.7,1.6,1.1,0.4,1.3,9.3,1988-89,0.48,0.12,,0
Cliff Levingston,ATL,80.0,27.3,3.8,7.1,0.528,0.0,0.2,3.7,0.531,0.529,1.7,2.4,0.696,2.4,3.8,6.2,0.9,1.2,0.9,1.3,9.2,1988-89,0.56,0.16,,0
Mychal Thompson,LAL,80.0,24.9,3.6,6.5,0.559,0.0,0.0,3.6,0.56,0.559,2.0,2.9,0.678,2.0,3.9,5.8,0.6,0.7,0.7,1.2,9.2,1988-89,0.59,0.15,,0
James Donaldson,DAL,53.0,32.9,3.6,6.4,0.573,0.0,,3.6,0.573,0.573,1.8,2.3,0.766,3.0,7.8,10.8,0.7,0.5,1.5,1.6,9.1,1988-89,0.61,0.33,,0
Craig Hodges,2TM,59.0,20.4,3.4,7.3,0.472,1.3,0.417,2.2,0.512,0.559,0.8,1.0,0.842,0.4,1.1,1.5,2.5,0.7,0.1,1.0,9.0,1988-89,0.58,0.15,,0
Dennis Rodman,DET,82.0,26.9,3.9,6.5,0.595,0.1,0.231,3.8,0.614,0.601,1.2,1.9,0.626,4.0,5.4,9.4,1.2,0.7,0.9,1.5,9.0,1988-89,0.61,0.2,,0
Darrell Walker,WSB,79.0,32.5,3.6,8.6,0.42,0.0,0.0,3.6,0.426,0.42,1.8,2.3,0.772,1.7,4.7,6.4,6.3,2.0,0.3,2.3,9.0,1988-89,0.47,0.21,,0
Rod Strickland,NYK,81.0,16.8,3.3,7.0,0.467,0.2,0.322,3.0,0.484,0.484,2.1,2.9,0.745,0.6,1.3,2.0,3.9,1.2,0.0,1.8,8.9,1988-89,0.54,0.12,,0
Walter Berry,2TM,69.0,19.6,3.7,7.3,0.507,0.0,0.5,3.7,0.507,0.508,1.4,2.1,0.699,1.2,2.6,3.9,1.1,0.4,0.7,1.3,8.8,1988-89,0.54,0.13,,0
Pat Cummings,MIA,53.0,20.7,3.7,7.4,0.5,0.0,0.0,3.7,0.503,0.5,1.4,1.8,0.742,1.6,3.7,5.3,0.9,0.5,0.3,2.1,8.8,1988-89,0.54,0.18,,0
Derek Smith,2TM,65.0,19.9,3.3,7.6,0.435,0.1,0.226,3.2,0.449,0.443,2.0,2.9,0.686,0.9,1.6,2.6,2.0,0.7,0.4,1.4,8.7,1988-89,0.49,0.12,,0
Jay Vincent,2TM,29.0,22.3,3.6,8.9,0.405,0.0,0.333,3.6,0.406,0.407,1.4,2.1,0.667,1.3,2.5,3.8,0.9,0.2,0.1,1.4,8.6,1988-89,0.44,0.21,,0
Anthony Bowie,SAS,18.0,24.3,4.0,8.0,0.5,0.1,0.2,3.9,0.511,0.503,0.6,0.8,0.667,1.4,1.7,3.1,1.6,1.0,0.2,1.2,8.6,1988-89,0.51,0.51,,0
Sam Bowie,POR,20.0,20.6,3.5,7.7,0.451,0.3,0.714,3.2,0.438,0.467,1.4,2.5,0.571,1.8,3.5,5.3,1.8,0.4,1.7,1.7,8.6,1988-89,0.49,0.54,,0
Dan Majerle,PHO,54.0,25.1,3.4,8.0,0.419,0.5,0.329,2.9,0.44,0.45,1.4,2.4,0.614,1.1,2.7,3.9,2.4,1.2,0.3,0.9,8.6,1988-89,0.47,0.18,,0
Jim Paxson,BOS,57.0,20.0,3.5,7.8,0.454,0.1,0.167,3.5,0.47,0.458,1.5,1.8,0.816,0.3,1.0,1.3,1.9,0.7,0.1,1.0,8.6,1988-89,0.5,0.12,,0
Brian Shaw,BOS,82.0,28.1,3.6,8.4,0.433,0.0,0.0,3.6,0.441,0.433,1.3,1.6,0.826,1.5,3.1,4.6,5.8,1.0,0.3,2.3,8.6,1988-89,0.47,0.16,,0
Sedale Threatt,SEA,63.0,19.4,3.7,7.6,0.494,0.2,0.367,3.6,0.502,0.505,1.0,1.2,0.818,0.5,1.4,1.9,3.8,1.3,0.1,1.2,8.6,1988-89,0.53,0.17,,0
Trent Tucker,NYK,81.0,22.5,3.2,7.1,0.454,1.5,0.399,1.8,0.512,0.556,0.5,0.7,0.782,0.7,1.5,2.2,1.6,1.1,0.1,0.7,8.5,1988-89,0.57,0.11,,0
Michael Holton,CHH,67.0,25.3,3.2,7.5,0.427,0.0,0.214,3.2,0.433,0.43,1.8,2.1,0.839,0.4,1.1,1.6,6.3,1.0,0.2,1.8,8.3,1988-89,0.49,0.16,,0
Ken Bannister,LAC,9.0,14.4,2.4,4.0,0.611,0.0,0.0,2.4,0.629,0.611,3.3,5.9,0.566,0.7,3.0,3.7,0.3,0.8,0.2,0.9,8.2,1988-89,0.62,0.9,,0
Tyrone Corbin,PHO,77.0,21.5,3.2,5.9,0.54,0.0,0.0,3.2,0.542,0.54,1.8,2.3,0.788,2.3,2.9,5.2,1.5,1.1,0.2,1.2,8.2,1988-89,0.59,0.15,,0
Sylvester Gray,MIA,55.0,22.2,3.0,7.2,0.42,0.0,0.25,3.0,0.421,0.421,1.9,2.8,0.673,2.1,3.1,5.2,2.1,0.7,0.5,1.9,8.0,1988-89,0.47,0.17,,0
Alton Lister,SEA,82.0,22.0,3.3,6.6,0.499,0.0,,3.3,0.499,0.499,1.4,2.2,0.646,2.5,4.1,6.6,0.7,0.3,2.2,1.4,8.0,1988-89,0.53,0.15,,0
Darwin Cook,2TM,66.0,17.3,3.3,7.2,0.456,0.1,0.195,3.2,0.481,0.464,1.0,1.2,0.808,0.5,1.1,1.6,1.9,1.1,0.2,1.3,7.7,1988-89,0.5,0.11,,0
Blair Rasmussen,DEN,77.0,17.0,3.3,7.5,0.445,0.0,,3.3,0.445,0.445,0.9,1.1,0.852,1.4,2.4,3.7,0.6,0.4,0.5,0.6,7.6,1988-89,0.48,0.1,,0
Jerry Reynolds,SEA,56.0,13.2,2.7,6.4,0.417,0.1,0.2,2.6,0.427,0.422,2.3,3.0,0.76,0.9,0.9,1.8,1.1,0.9,0.5,1.0,7.6,1988-89,0.49,0.12,,0
Pearl Washington,MIA,54.0,19.7,3.0,7.2,0.424,0.0,0.071,3.0,0.437,0.425,1.5,1.9,0.788,0.9,1.4,2.3,4.2,1.4,0.1,2.3,7.6,1988-89,0.47,0.16,,0
Antoine Carr,ATL,78.0,19.1,2.9,6.0,0.48,0.0,0.0,2.9,0.481,0.48,1.7,1.9,0.855,1.4,2.2,3.5,1.2,0.4,0.8,1.1,7.5,1988-89,0.55,0.12,,0
John Bagley,NJN,68.0,24.1,2.9,7.1,0.416,0.2,0.204,2.8,0.443,0.427,1.3,1.8,0.724,0.5,1.6,2.1,5.8,1.1,0.1,2.3,7.4,1988-89,0.47,0.14,,0
Adrian Branch,POR,67.0,12.1,3.0,6.5,0.463,0.1,0.226,2.9,0.481,0.471,1.3,1.8,0.725,0.9,1.0,2.0,0.9,0.7,0.0,1.0,7.4,1988-89,0.51,0.09,,0
Craig Ehlo,CLE,82.0,22.8,3.0,6.4,0.475,0.5,0.39,2.6,0.495,0.512,0.9,1.4,0.607,1.2,2.4,3.6,3.2,1.3,0.2,1.4,7.4,1988-89,0.53,0.13,,0
Jeff Grayer,MIL,11.0,18.2,2.9,6.6,0.438,0.0,0.0,2.9,0.451,0.438,1.5,1.8,0.85,1.3,1.9,3.2,2.0,0.9,0.1,1.7,7.4,1988-89,0.5,0.72,,0
Bob Hansen,UTA,46.0,21.0,3.0,6.5,0.467,0.4,0.352,2.6,0.492,0.498,0.9,1.6,0.56,0.6,2.2,2.8,1.1,0.8,0.1,0.9,7.4,1988-89,0.51,0.15,,0
Purvis Short,HOU,65.0,17.8,3.0,7.4,0.413,0.1,0.273,2.9,0.423,0.422,1.2,1.4,0.865,1.0,1.8,2.8,1.6,0.7,0.2,1.1,7.4,1988-89,0.46,0.11,,0
Michael Cooper,LAL,80.0,24.3,2.7,6.2,0.431,1.0,0.381,1.7,0.468,0.512,1.0,1.2,0.871,0.4,2.0,2.4,3.9,0.9,0.4,1.2,7.3,1988-89,0.54,0.13,,0
James Edwards,DET,76.0,16.5,2.8,5.6,0.5,0.0,0.0,2.8,0.502,0.5,1.8,2.6,0.686,0.9,2.1,3.0,0.6,0.1,0.4,0.9,7.3,1988-89,0.54,0.09,,0
Rick Mahorn,DET,72.0,24.9,2.8,5.5,0.517,0.0,0.0,2.8,0.519,0.517,1.6,2.2,0.748,2.0,4.9,6.9,0.8,0.6,0.9,1.3,7.3,1988-89,0.56,0.17,,0
John Paxson,CHI,78.0,22.3,3.2,6.6,0.48,0.6,0.331,2.6,0.532,0.522,0.4,0.5,0.861,0.2,1.0,1.2,3.9,0.7,0.1,0.9,7.3,1988-89,0.54,0.11,,0
Mark West,PHO,82.0,24.6,3.0,4.5,0.653,0.0,,3.0,0.653,0.653,1.3,2.5,0.535,2.0,4.7,6.7,0.5,0.4,2.3,1.3,7.2,1988-89,0.64,0.16,,0
Vinny Del Negro,SAC,80.0,19.5,3.0,6.3,0.475,0.1,0.3,2.9,0.482,0.481,1.1,1.3,0.85,0.6,1.5,2.1,2.6,0.8,0.2,1.0,7.1,1988-89,0.52,0.1,,0
Albert King,SAS,46.0,17.2,3.1,7.1,0.431,0.2,0.25,2.9,0.451,0.443,0.8,1.0,0.771,0.7,2.3,3.0,1.7,0.6,0.2,1.6,7.1,1988-89,0.47,0.15,,0
Nate McMillan,SEA,75.0,31.2,2.7,6.5,0.41,0.2,0.214,2.5,0.443,0.426,1.6,2.5,0.63,1.9,3.3,5.2,9.3,2.1,0.6,2.8,7.1,1988-89,0.47,0.22,,0
Dave Greenwood,2TM,67.0,20.9,2.5,5.9,0.423,0.0,,2.5,0.423,0.423,2.0,2.6,0.75,2.1,3.9,6.0,1.4,0.7,0.8,1.4,7.0,1988-89,0.5,0.16,,0
John Salley,DET,67.0,21.8,2.5,5.0,0.498,0.0,0.0,2.5,0.502,0.498,2.0,2.9,0.692,2.0,3.0,5.0,1.1,0.6,1.1,1.5,7.0,1988-89,0.56,0.15,,0
Brad Sellers,CHI,80.0,21.7,2.9,6.0,0.485,0.0,0.5,2.9,0.485,0.488,1.1,1.3,0.851,1.1,1.8,2.8,1.2,0.4,0.9,0.9,6.9,1988-89,0.52,0.1,,0
Anthony Taylor,MIA,21.0,17.5,2.9,7.2,0.397,0.0,0.0,2.9,0.403,0.397,1.1,1.5,0.75,0.5,1.1,1.6,2.0,1.0,0.2,1.0,6.9,1988-89,0.44,0.29,,0
Kelvin Upshaw,2TM,32.0,19.3,3.1,6.6,0.467,0.1,0.2,3.0,0.487,0.474,0.6,0.8,0.692,0.3,1.2,1.5,3.7,0.8,0.1,1.7,6.8,1988-89,0.49,0.23,,0
Norm Nixon,LAC,53.0,24.9,2.9,7.0,0.414,0.2,0.276,2.7,0.425,0.424,0.9,1.2,0.738,0.2,1.2,1.5,6.4,0.9,0.0,2.2,6.8,1988-89,0.45,0.17,,0
Scott Skiles,IND,80.0,19.6,2.5,5.5,0.448,0.3,0.267,2.2,0.485,0.471,1.6,1.8,0.903,0.3,1.6,1.9,4.9,0.8,0.0,2.2,6.8,1988-89,0.54,0.11,,0
Mark Alarie,WSB,74.0,15.4,2.8,5.8,0.478,0.2,0.342,2.6,0.491,0.493,1.0,1.2,0.839,1.4,2.1,3.4,0.9,0.3,0.3,0.8,6.7,1988-89,0.53,0.1,,0
Steve Colter,WSB,80.0,17.8,2.5,5.7,0.444,0.0,0.12,2.5,0.463,0.447,1.6,2.1,0.749,0.8,1.5,2.3,2.8,0.9,0.2,0.8,6.7,1988-89,0.51,0.1,,0
Wayne Cooper,DEN,79.0,23.6,2.8,5.6,0.495,0.0,0.25,2.8,0.498,0.497,1.0,1.3,0.745,2.7,5.2,7.8,1.0,0.5,2.7,0.9,6.6,1988-89,0.53,0.18,,0
Brian Rowsom,CHH,34.0,15.2,2.4,4.8,0.494,0.0,1.0,2.3,0.491,0.497,1.9,2.4,0.802,1.6,2.4,4.0,0.7,0.3,0.4,0.5,6.6,1988-89,0.56,0.25,,0
Brad Lohaus,2TM,77.0,15.8,2.7,6.3,0.432,0.0,0.091,2.7,0.44,0.433,1.1,1.3,0.786,1.1,2.2,3.3,0.9,0.4,0.7,1.0,6.5,1988-89,0.47,0.09,,0
Joe Kleine,2TM,75.0,18.8,2.3,5.8,0.405,0.0,0.0,2.3,0.407,0.405,1.8,2.0,0.882,1.7,3.4,5.0,0.9,0.4,0.3,1.4,6.5,1988-89,0.49,0.11,,0
Dallas Comegys,SAS,67.0,16.7,2.5,5.1,0.487,0.0,0.0,2.5,0.49,0.487,1.6,2.4,0.658,1.7,1.8,3.5,0.4,0.6,0.9,1.3,6.5,1988-89,0.53,0.11,,0
Earl Cureton,CHH,82.0,25.0,2.8,5.7,0.501,0.0,0.0,2.8,0.502,0.501,0.8,1.5,0.537,2.3,3.7,6.0,1.6,0.6,0.7,1.4,6.5,1988-89,0.51,0.13,,0
Gerald Henderson,PHI,65.0,15.2,2.2,5.4,0.414,0.5,0.308,1.7,0.461,0.461,1.6,2.0,0.819,0.3,0.8,1.0,2.2,0.6,0.0,1.1,6.5,1988-89,0.52,0.09,,0
Dave Hoppen,CHH,77.0,18.4,2.6,4.6,0.564,0.0,0.5,2.6,0.564,0.565,1.3,1.8,0.727,1.6,3.4,5.0,0.7,0.3,0.3,1.0,6.5,1988-89,0.6,0.12,,0
Brad Davis,DAL,78.0,17.9,2.3,4.9,0.483,0.4,0.314,1.9,0.545,0.525,1.3,1.6,0.805,0.2,1.2,1.4,3.1,0.6,0.2,1.2,6.4,1988-89,0.57,0.1,,0
Tom Garrick,LAC,71.0,21.1,2.5,5.1,0.49,0.0,0.0,2.5,0.509,0.49,1.4,1.8,0.803,0.5,1.7,2.2,3.4,1.1,0.1,1.6,6.4,1988-89,0.54,0.12,,0
Ralph Sampson,GSW,61.0,17.8,2.7,6.0,0.449,0.0,0.375,2.6,0.451,0.453,1.0,1.6,0.653,1.7,3.3,5.0,1.3,0.5,1.1,1.5,6.4,1988-89,0.48,0.15,,0
Calvin Natt,2TM,24.0,14.7,2.0,4.8,0.405,0.0,0.0,2.0,0.409,0.405,2.4,3.3,0.722,1.2,2.1,3.3,0.8,0.3,0.1,1.3,6.3,1988-89,0.5,0.24,,0
Sidney Green,NYK,82.0,15.6,2.4,5.1,0.46,0.0,0.0,2.4,0.463,0.46,1.6,2.1,0.759,1.9,2.9,4.8,0.9,0.6,0.2,1.5,6.3,1988-89,0.52,0.1,,0
Tony Campbell,LAL,63.0,12.5,2.5,5.5,0.458,0.0,0.095,2.5,0.481,0.461,1.1,1.3,0.843,0.8,1.2,2.1,0.7,0.6,0.1,1.0,6.2,1988-89,0.51,0.09,,0
Mark Eaton,UTA,82.0,35.5,2.3,5.0,0.462,0.0,,2.3,0.462,0.462,1.6,2.4,0.66,2.8,7.5,10.3,1.0,0.5,3.8,1.7,6.2,1988-89,0.51,0.2,,0
Danny Young,POR,48.0,19.8,2.4,5.2,0.46,0.4,0.34,2.0,0.49,0.494,1.0,1.3,0.781,0.4,1.2,1.5,2.6,1.1,0.1,0.9,6.2,1988-89,0.54,0.16,,0
Tim Kempton,CHH,79.0,17.0,2.2,4.2,0.51,0.0,0.0,2.2,0.512,0.51,1.8,2.6,0.686,1.2,2.7,3.8,1.3,0.5,0.2,1.5,6.1,1988-89,0.57,0.1,,0
Dave Corzine,CHI,81.0,18.3,2.5,5.4,0.461,0.0,0.25,2.5,0.465,0.464,0.9,1.2,0.74,1.1,2.8,3.9,1.3,0.4,0.6,1.1,5.9,1988-89,0.5,0.1,,0
Fred Roberts,MIL,71.0,17.6,2.2,4.5,0.486,0.0,0.214,2.1,0.498,0.491,1.5,1.8,0.806,1.0,2.0,2.9,0.9,0.5,0.3,1.1,5.9,1988-89,0.56,0.1,,0
Joe Wolf,LAC,66.0,22.0,2.6,6.1,0.423,0.0,0.143,2.5,0.433,0.425,0.7,1.0,0.688,1.3,2.8,4.1,1.7,0.5,0.2,1.4,5.8,1988-89,0.44,0.11,,0
Michael Anderson,SAS,36.0,20.3,2.0,4.9,0.417,0.0,0.143,2.0,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,5.7,1988-89,0.48,0.22,,0
Larry Smith,GSW,80.0,23.7,2.7,5.0,0.552,0.0,,2.7,0.552,0.552,0.2,0.7,0.31,3.4,4.8,8.2,1.5,0.8,0.7,1.4,5.7,1988-89,0.54,0.16,,0
Harvey Grant,WSB,71.0,16.8,2.5,5.5,0.464,0.0,0.0,2.5,0.465,0.464,0.5,0.8,0.596,1.1,1.2,2.3,1.1,0.5,0.4,0.4,5.6,1988-89,0.48,0.09,,0
John Long,2TM,68.0,13.5,2.2,5.3,0.409,0.1,0.4,2.0,0.41,0.421,1.0,1.1,0.921,0.3,0.9,1.1,1.2,0.4,0.0,0.8,5.5,1988-89,0.48,0.06,,0
Steve Alford,2TM,66.0,13.7,2.2,4.9,0.457,0.3,0.364,1.9,0.476,0.488,0.8,0.9,0.82,0.2,0.9,1.1,1.4,0.7,0.0,0.7,5.5,1988-89,0.52,0.08,,0
John Shasky,MIA,65.0,14.5,1.9,3.8,0.488,0.0,0.0,1.9,0.492,0.488,1.8,2.6,0.689,1.5,2.1,3.6,0.3,0.2,0.2,0.7,5.5,1988-89,0.56,0.1,,0
Terry Tyler,DAL,70.0,15.1,2.4,5.1,0.469,0.0,0.111,2.4,0.479,0.471,0.7,0.9,0.758,1.1,1.9,3.0,0.6,0.3,0.6,0.7,5.5,1988-89,0.5,0.09,,0
Muggsy Bogues,CHH,79.0,22.2,2.3,5.3,0.426,0.0,0.077,2.2,0.437,0.427,0.8,1.1,0.75,0.7,1.4,2.1,7.8,1.4,0.1,1.6,5.4,1988-89,0.47,0.15,,0
Kenny Walker,NYK,79.0,14.7,2.2,4.5,0.489,0.1,0.25,2.1,0.503,0.496,0.8,1.1,0.776,1.3,1.6,2.9,0.5,0.5,0.6,0.6,5.3,1988-89,0.53,0.08,,0
Richard Anderson,POR,72.0,15.0,2.0,4.8,0.417,0.7,0.348,1.3,0.464,0.487,0.4,0.5,0.842,0.9,2.3,3.2,1.4,0.6,0.2,0.8,5.2,1988-89,0.52,0.1,,0
Scott Brooks,PHI,82.0,16.7,1.9,4.5,0.42,0.7,0.359,1.2,0.463,0.495,0.7,0.8,0.884,0.2,0.9,1.1,3.7,0.8,0.0,0.8,5.2,1988-89,0.54,0.09,,0
Tim McCormick,HOU,81.0,15.5,2.1,4.3,0.481,0.0,0.0,2.1,0.487,0.481,1.1,1.6,0.674,1.1,2.1,3.2,0.7,0.2,0.3,0.8,5.2,1988-89,0.52,0.08,,0
Russ Schoene,SEA,69.0,11.2,2.0,5.1,0.387,0.6,0.382,1.3,0.389,0.447,0.7,0.8,0.807,0.8,1.6,2.4,0.5,0.5,0.3,0.7,5.2,1988-89,0.48,0.07,,0
Todd Mitchell,2TM,24.0,14.7,1.8,4.0,0.443,0.0,,1.8,0.443,0.443,1.5,2.7,0.578,0.8,1.3,2.1,0.9,0.7,0.1,1.4,5.1,1988-89,0.49,0.17,,0
Ben Coleman,PHI,58.0,12.1,2.0,4.2,0.485,0.0,,2.0,0.485,0.485,1.1,1.3,0.792,0.8,2.2,3.1,0.3,0.2,0.3,0.8,5.1,1988-89,0.53,0.1,,0
Scott Hastings,MIA,75.0,16.1,1.9,4.4,0.436,0.1,0.321,1.8,0.447,0.45,1.2,1.4,0.85,1.0,2.1,3.1,0.8,0.4,0.6,0.9,5.1,1988-89,0.51,0.09,,0
Mark Bryant,POR,56.0,14.3,2.1,4.4,0.486,0.0,,2.1,0.486,0.486,0.7,1.2,0.58,1.2,2.0,3.2,0.6,0.4,0.1,0.7,5.0,1988-89,0.51,0.1,,0
Dave Feitl,WSB,57.0,14.5,2.0,4.7,0.436,0.0,0.0,2.0,0.438,0.436,0.9,1.1,0.831,1.2,2.3,3.5,0.6,0.3,0.3,1.1,5.0,1988-89,0.48,0.1,,0
Bill Hanzlik,DEN,41.0,17.1,1.6,3.7,0.437,0.0,0.2,1.6,0.445,0.44,1.7,2.1,0.782,0.4,1.8,2.3,2.1,0.6,0.1,1.3,4.9,1988-89,0.53,0.15,,0
Shelton Jones,3TM,51.0,13.4,1.8,4.1,0.445,0.0,0.0,1.8,0.447,0.445,1.1,1.6,0.725,0.6,1.6,2.2,0.8,0.4,0.3,0.9,4.8,1988-89,0.5,0.09,,0
Shelton Jones,SAS,7.0,13.1,1.3,3.6,0.36,0.0,,1.3,0.36,0.36,1.1,1.9,0.615,0.9,1.4,2.3,1.0,0.3,0.3,1.0,3.7,1988-89,0.42,0.5,,0
Shelton Jones,GSW,2.0,6.5,1.5,2.5,0.6,0.0,,1.5,0.6,0.6,0.0,0.0,,1.0,0.0,1.0,1.0,1.5,0.0,0.5,3.0,1988-89,0.6,2.5,,0
Shelton Jones,PHI,42.0,13.7,1.9,4.3,0.453,0.0,0.0,1.9,0.455,0.453,1.2,1.6,0.746,0.6,1.7,2.3,0.8,0.4,0.3,0.9,5.0,1988-89,0.5,0.12,,0
Jerome Lane,DEN,54.0,10.2,2.0,4.7,0.426,0.0,0.0,2.0,0.438,0.426,0.8,2.1,0.384,1.6,2.1,3.7,1.1,0.4,0.1,0.9,4.8,1988-89,0.43,0.1,,0
Keith Lee,NJN,57.0,14.7,1.9,4.5,0.422,0.0,0.0,1.9,0.426,0.422,0.9,1.2,0.746,1.3,3.3,4.5,0.7,0.4,0.6,0.9,4.8,1988-89,0.48,0.13,,0
Darnell Valentine,CLE,77.0,14.1,1.8,4.1,0.426,0.0,0.214,1.7,0.436,0.431,1.2,1.5,0.813,0.3,1.1,1.3,2.3,0.7,0.1,1.1,4.8,1988-89,0.5,0.07,,0
Jon Koncak,ATL,74.0,20.7,1.9,3.6,0.524,0.0,0.0,1.9,0.53,0.524,0.9,1.5,0.553,2.0,4.1,6.1,0.8,0.7,1.3,0.8,4.7,1988-89,0.55,0.14,,0
Rickey Green,2TM,63.0,13.8,2.0,4.2,0.489,0.0,0.273,2.0,0.498,0.494,0.5,0.5,0.909,0.2,0.9,1.1,3.0,0.6,0.0,1.0,4.6,1988-89,0.52,0.1,,0
Bill Wennington,DAL,65.0,16.5,1.8,4.2,0.433,0.0,0.111,1.8,0.444,0.435,0.9,1.3,0.744,1.3,3.1,4.4,0.7,0.2,0.5,0.8,4.6,1988-89,0.48,0.1,,0
Randy Wittman,2TM,64.0,17.5,2.0,4.5,0.455,0.0,0.5,2.0,0.454,0.46,0.4,0.6,0.683,0.4,0.8,1.3,1.7,0.4,0.0,0.5,4.5,1988-89,0.47,0.07,,0
Mike Brown,UTA,66.0,15.9,1.6,3.8,0.419,0.0,,1.6,0.419,0.419,1.4,2.0,0.708,1.4,2.5,3.9,0.6,0.4,0.3,1.2,4.5,1988-89,0.48,0.09,,0
Mike Smrek,SAS,43.0,14.5,1.7,3.6,0.471,0.0,,1.7,0.471,0.471,1.1,1.8,0.645,1.0,2.0,3.0,0.3,0.3,1.3,1.1,4.5,1988-89,0.51,0.13,,0
Frank Johnson,HOU,67.0,13.1,1.6,3.7,0.443,0.0,0.167,1.6,0.45,0.445,1.1,1.4,0.806,0.3,0.9,1.2,2.7,0.6,0.0,1.5,4.4,1988-89,0.51,0.07,,0
