Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Victor Oladipo,ORL,72.0,33.0,5.9,13.5,0.438,1.4,0.348,4.5,0.475,0.489,2.8,3.4,0.83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,16.0,2015-16,0.53,0.23
Jeff Teague,ATL,79.0,28.5,5.5,12.5,0.439,1.4,0.4,4.1,0.454,0.495,3.3,3.9,0.837,0.4,2.3,2.7,5.9,1.2,0.3,2.8,15.7,2015-16,0.55,0.19
Jordan Clarkson,LAL,79.0,32.3,6.0,13.9,0.433,1.4,0.347,4.6,0.468,0.483,2.1,2.6,0.804,1.2,2.8,4.0,2.4,1.1,0.1,1.7,15.5,2015-16,0.52,0.16
Evan Fournier,ORL,79.0,32.5,5.4,11.8,0.462,2.0,0.4,3.5,0.506,0.546,2.5,3.0,0.836,0.4,2.4,2.8,2.7,1.2,0.0,1.7,15.4,2015-16,0.59,0.17
Mike Conley,MEM,56.0,31.4,5.3,12.4,0.422,1.4,0.363,3.9,0.449,0.478,3.4,4.1,0.834,0.5,2.5,2.9,6.1,1.2,0.3,1.5,15.3,2015-16,0.54,0.29
Greg Monroe,MIL,79.0,29.3,6.2,11.9,0.522,0.0,0.0,6.2,0.522,0.522,2.9,3.9,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,15.3,2015-16,0.56,0.25
Zach Randolph,MEM,68.0,29.6,6.3,13.3,0.475,0.1,0.231,6.3,0.482,0.479,2.5,3.2,0.796,2.6,5.1,7.8,2.1,0.6,0.2,1.5,15.3,2015-16,0.52,0.25
Lou Williams,LAL,67.0,28.5,4.2,10.3,0.408,1.6,0.344,2.6,0.464,0.488,5.3,6.3,0.83,0.5,2.1,2.5,2.5,0.9,0.3,1.6,15.3,2015-16,0.59,0.19
Avery Bradley,BOS,76.0,33.4,6.0,13.4,0.447,1.9,0.361,4.1,0.505,0.52,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,15.2,2015-16,0.54,0.17
Tyreke Evans,NOP,25.0,30.6,5.4,12.6,0.433,1.3,0.388,4.1,0.45,0.486,3.0,3.7,0.796,0.8,4.4,5.2,6.6,1.3,0.3,2.9,15.2,2015-16,0.53,0.71
Eric Gordon,NOP,45.0,32.9,5.1,12.3,0.418,2.5,0.384,2.6,0.457,0.521,2.5,2.8,0.888,0.2,2.0,2.2,2.7,1.0,0.3,1.6,15.2,2015-16,0.56,0.27
Al Horford,ATL,82.0,32.1,6.5,12.8,0.505,1.1,0.344,5.4,0.557,0.547,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,15.2,2015-16,0.56,0.25
Thaddeus Young,BRK,73.0,33.0,6.8,13.2,0.514,0.1,0.233,6.7,0.523,0.518,1.4,2.2,0.644,2.4,6.6,9.0,1.9,1.5,0.5,1.9,15.1,2015-16,0.53,0.26
Nicolas Batum,CHO,70.0,35.0,5.3,12.5,0.426,2.0,0.348,3.3,0.492,0.506,2.3,2.7,0.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,14.9,2015-16,0.54,0.25
Tobias Harris,2TM,76.0,33.1,5.5,11.7,0.469,1.1,0.335,4.4,0.518,0.514,2.7,3.2,0.831,1.3,5.4,6.7,2.2,0.9,0.5,1.4,14.7,2015-16,0.56,0.22
Kentavious Caldwell-Pope,DET,76.0,36.7,5.3,12.6,0.42,1.5,0.309,3.8,0.489,0.479,2.4,3.0,0.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,14.5,2015-16,0.52,0.16
Rodney Hood,UTA,79.0,32.2,5.2,12.3,0.42,2.0,0.359,3.1,0.472,0.503,2.2,2.5,0.86,0.5,2.9,3.4,2.7,0.9,0.2,1.6,14.5,2015-16,0.54,0.16
Will Barton,DEN,82.0,28.7,5.2,12.0,0.432,1.4,0.345,3.8,0.476,0.489,2.6,3.3,0.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,14.4,2015-16,0.54,0.18
Kristaps Porziņģis,NYK,72.0,28.4,5.2,12.3,0.421,1.1,0.333,4.1,0.454,0.467,2.8,3.3,0.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,14.3,2015-16,0.52,0.22
Jamal Crawford,LAC,79.0,26.9,4.8,11.9,0.404,1.5,0.34,3.3,0.44,0.466,3.1,3.4,0.904,0.3,1.6,1.8,2.3,0.7,0.2,1.4,14.2,2015-16,0.53,0.13
Jae Crowder,BOS,73.0,31.6,4.9,11.1,0.443,1.7,0.336,3.3,0.529,0.518,2.7,3.3,0.82,1.0,4.2,5.1,1.8,1.7,0.5,1.1,14.2,2015-16,0.57,0.21
Hassan Whiteside,MIA,73.0,29.1,5.7,9.3,0.606,0.0,,5.7,0.606,0.606,2.9,4.5,0.65,3.3,8.6,11.8,0.4,0.6,3.7,1.9,14.2,2015-16,0.63,0.32
Goran Dragić,MIA,72.0,32.8,5.8,12.2,0.477,0.9,0.312,4.9,0.527,0.513,1.7,2.3,0.727,0.8,3.1,3.8,5.8,1.0,0.2,2.6,14.1,2015-16,0.53,0.21
Marcus Morris,DET,80.0,35.7,5.1,11.8,0.434,1.4,0.362,3.8,0.467,0.491,2.5,3.4,0.749,1.1,3.9,5.1,2.5,0.8,0.3,1.8,14.1,2015-16,0.53,0.17
Jabari Parker,MIL,76.0,31.7,5.8,11.8,0.493,0.1,0.257,5.7,0.502,0.498,2.3,3.0,0.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,14.1,2015-16,0.54,0.19
Deron Williams,DAL,65.0,32.4,4.9,11.9,0.414,1.5,0.344,3.4,0.454,0.477,2.8,3.2,0.869,0.3,2.6,2.9,5.8,0.9,0.2,2.3,14.1,2015-16,0.53,0.22
Darren Collison,SAC,74.0,30.0,5.1,10.5,0.486,1.2,0.401,3.9,0.519,0.542,2.6,3.1,0.858,0.4,1.9,2.3,4.3,1.0,0.1,1.8,14.0,2015-16,0.59,0.19
Draymond Green,GSW,81.0,34.7,5.0,10.1,0.49,1.2,0.388,3.7,0.537,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,14.0,2015-16,0.59,0.3
Zach LaVine,MIN,82.0,28.0,5.3,11.7,0.452,1.5,0.389,3.8,0.482,0.516,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,14.0,2015-16,0.55,0.15
Devin Booker,PHO,76.0,27.7,4.8,11.4,0.423,1.3,0.343,3.5,0.464,0.48,2.8,3.4,0.84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,13.8,2015-16,0.54,0.14
Monta Ellis,IND,81.0,33.8,5.4,12.6,0.427,1.1,0.309,4.3,0.472,0.47,2.0,2.5,0.786,0.5,2.8,3.3,4.7,1.9,0.5,2.5,13.8,2015-16,0.5,0.17
Dwight Howard,HOU,71.0,32.1,5.2,8.5,0.62,0.0,0.0,5.2,0.626,0.62,3.3,6.7,0.489,3.4,8.4,11.8,1.4,1.0,1.6,2.3,13.7,2015-16,0.6,0.29
Chandler Parsons,DAL,61.0,29.5,5.2,10.7,0.492,1.7,0.414,3.5,0.54,0.571,1.5,2.2,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,13.7,2015-16,0.59,0.24
Marcin Gortat,WAS,75.0,30.1,5.8,10.2,0.567,0.0,0.0,5.8,0.567,0.567,1.9,2.8,0.705,3.0,6.9,9.9,1.4,0.6,1.3,1.6,13.5,2015-16,0.59,0.26
Alec Burks,UTA,31.0,25.7,4.4,10.8,0.41,1.0,0.405,3.4,0.412,0.458,3.4,4.5,0.752,0.5,3.0,3.5,2.0,0.6,0.1,1.6,13.3,2015-16,0.52,0.34
D'Angelo Russell,LAL,80.0,28.2,4.9,12.0,0.41,1.6,0.351,3.3,0.447,0.478,1.8,2.4,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,13.2,2015-16,0.51,0.14
Dahntay Jones,CLE,1.0,42.0,6.0,14.0,0.429,1.0,0.5,5.0,0.417,0.464,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,2.0,0.0,13.0,2015-16,0.46,15.0
Arron Afflalo,NYK,71.0,33.4,5.0,11.3,0.443,1.3,0.382,3.7,0.469,0.5,1.5,1.8,0.84,0.3,3.4,3.7,2.0,0.4,0.1,1.2,12.8,2015-16,0.53,0.16
Michael Beasley,HOU,20.0,18.2,5.4,10.3,0.522,0.2,0.333,5.2,0.531,0.529,1.9,2.5,0.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,12.8,2015-16,0.56,0.65
Robert Covington,PHI,67.0,28.4,4.1,10.6,0.385,2.5,0.353,1.6,0.452,0.504,2.1,2.6,0.791,1.0,5.3,6.3,1.4,1.6,0.6,2.1,12.8,2015-16,0.54,0.2
Jarrett Jack,BRK,32.0,32.1,4.4,11.2,0.391,1.0,0.304,3.4,0.426,0.434,3.1,3.5,0.893,0.3,4.0,4.3,7.4,1.1,0.2,2.9,12.8,2015-16,0.5,0.49
Emmanuel Mudiay,DEN,68.0,30.4,4.8,13.3,0.364,1.1,0.319,3.8,0.379,0.404,2.1,3.1,0.67,0.5,2.9,3.4,5.5,1.0,0.5,3.2,12.8,2015-16,0.44,0.15
Jonas Valančiūnas,TOR,60.0,26.0,5.1,8.9,0.565,0.0,,5.1,0.565,0.565,2.7,3.6,0.761,3.1,6.1,9.1,0.7,0.4,1.3,1.4,12.8,2015-16,0.61,0.3
Trevor Ariza,HOU,81.0,35.3,4.4,10.6,0.416,2.3,0.371,2.1,0.478,0.523,1.6,2.0,0.783,0.8,3.7,4.5,2.3,2.0,0.3,1.4,12.7,2015-16,0.55,0.17
Enes Freedom,OKC,82.0,21.0,5.0,8.8,0.576,0.1,0.476,4.9,0.579,0.583,2.4,3.1,0.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,12.7,2015-16,0.62,0.2
DeAndre Jordan,LAC,77.0,33.7,4.6,6.6,0.703,0.0,0.0,4.6,0.704,0.703,3.5,8.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,12.7,2015-16,0.63,0.3
Michael Kidd-Gilchrist,CHO,7.0,29.3,4.7,8.7,0.541,0.4,0.429,4.3,0.556,0.566,2.9,4.1,0.69,1.7,4.7,6.4,1.3,0.4,0.4,1.1,12.7,2015-16,0.6,2.13
Ish Smith,2TM,77.0,29.1,5.2,12.6,0.411,0.7,0.329,4.4,0.428,0.44,1.6,2.3,0.693,0.6,3.4,4.0,6.5,1.1,0.3,2.3,12.6,2015-16,0.46,0.18
Serge Ibaka,OKC,78.0,32.1,5.3,11.1,0.479,0.8,0.326,4.6,0.52,0.513,1.2,1.6,0.752,1.8,5.0,6.8,0.8,0.5,1.9,1.4,12.6,2015-16,0.53,0.19
Kenneth Faried,DEN,67.0,25.3,5.2,9.3,0.558,0.0,0.5,5.2,0.558,0.558,2.0,3.3,0.613,3.5,5.2,8.7,1.2,0.5,0.9,1.4,12.5,2015-16,0.58,0.25
Wesley Matthews,DAL,78.0,33.9,4.2,10.9,0.388,2.4,0.36,1.8,0.432,0.498,1.6,1.9,0.863,0.3,2.7,3.1,1.9,1.0,0.2,1.0,12.5,2015-16,0.53,0.14
J.R. Smith,CLE,77.0,30.7,4.6,11.0,0.415,2.6,0.4,1.9,0.438,0.535,0.6,0.9,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,12.4,2015-16,0.54,0.14
Luol Deng,MIA,74.0,32.4,4.6,10.1,0.455,1.2,0.344,3.4,0.513,0.514,2.0,2.6,0.755,1.5,4.5,6.0,1.9,1.0,0.4,1.1,12.3,2015-16,0.55,0.19
Gary Harris,DEN,76.0,32.1,4.7,10.1,0.469,1.4,0.354,3.3,0.543,0.538,1.4,1.8,0.82,0.7,2.2,2.9,1.9,1.3,0.2,1.3,12.3,2015-16,0.56,0.15
Joe Johnson,2TM,81.0,33.4,4.7,10.6,0.439,1.5,0.383,3.2,0.471,0.509,1.5,1.8,0.831,0.6,3.0,3.6,3.9,0.8,0.0,2.0,12.2,2015-16,0.54,0.15
Mirza Teletović,PHO,79.0,21.3,4.2,9.8,0.427,2.3,0.393,1.9,0.476,0.544,1.5,2.0,0.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,12.2,2015-16,0.57,0.13
George Hill,IND,74.0,34.1,4.4,10.0,0.441,1.7,0.408,2.7,0.466,0.528,1.5,2.0,0.76,0.8,3.2,4.0,3.5,1.1,0.2,1.4,12.1,2015-16,0.56,0.18
Markieff Morris,2TM,64.0,25.5,4.8,11.2,0.425,0.7,0.303,4.0,0.458,0.458,1.7,2.3,0.735,1.1,4.4,5.5,1.9,0.9,0.5,2.1,12.0,2015-16,0.49,0.18
Al Jefferson,CHO,47.0,23.3,5.2,10.7,0.485,0.0,,5.2,0.485,0.485,1.5,2.4,0.649,1.2,5.2,6.4,1.5,0.6,0.9,0.7,12.0,2015-16,0.51,0.3
Tony Parker,SAS,72.0,27.5,4.9,9.9,0.493,0.4,0.415,4.5,0.501,0.512,1.8,2.4,0.76,0.2,2.2,2.4,5.3,0.8,0.2,1.8,11.9,2015-16,0.54,0.18
Rajon Rondo,SAC,72.0,35.2,4.9,10.9,0.454,0.9,0.365,4.1,0.479,0.494,1.2,2.1,0.58,1.1,5.0,6.0,11.7,2.0,0.1,3.9,11.9,2015-16,0.5,0.29
Omri Casspi,SAC,69.0,27.2,4.3,9.0,0.481,1.6,0.409,2.7,0.537,0.571,1.5,2.3,0.648,0.8,5.1,5.9,1.4,0.8,0.2,1.4,11.8,2015-16,0.59,0.19
C.J. Miles,IND,64.0,22.9,4.0,9.9,0.409,2.2,0.367,1.8,0.474,0.521,1.5,1.9,0.75,0.4,2.3,2.7,1.0,0.8,0.5,1.1,11.8,2015-16,0.55,0.15
Nikola Mirotić,CHI,66.0,24.9,3.8,9.2,0.407,2.0,0.39,1.7,0.43,0.518,2.2,2.7,0.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,11.8,2015-16,0.57,0.2
Jeff Green,2TM,80.0,28.2,4.4,10.3,0.43,0.8,0.315,3.6,0.47,0.47,2.1,2.8,0.745,0.9,3.2,4.2,1.7,0.7,0.5,1.2,11.7,2015-16,0.51,0.14
Harrison Barnes,GSW,66.0,30.9,4.5,9.6,0.466,1.2,0.383,3.2,0.508,0.531,1.5,2.0,0.761,1.2,3.8,4.9,1.8,0.6,0.2,0.9,11.7,2015-16,0.56,0.19
Jeremy Lin,CHO,78.0,26.3,3.8,9.3,0.412,1.0,0.336,2.9,0.446,0.464,3.1,3.7,0.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,11.7,2015-16,0.54,0.14
Marvin Williams,CHO,81.0,28.9,4.2,9.2,0.452,1.9,0.402,2.3,0.504,0.554,1.5,1.8,0.833,1.6,4.9,6.4,1.4,0.7,1.0,0.8,11.7,2015-16,0.59,0.19
Kent Bazemore,ATL,75.0,27.8,4.3,9.7,0.441,1.5,0.357,2.8,0.502,0.517,1.6,2.0,0.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,11.6,2015-16,0.55,0.18
Otto Porter Jr.,WAS,75.0,30.3,4.5,9.6,0.473,1.3,0.367,3.2,0.536,0.541,1.3,1.7,0.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,11.6,2015-16,0.56,0.18
Michael Carter-Williams,MIL,54.0,30.5,4.6,10.3,0.452,0.3,0.273,4.4,0.472,0.466,2.0,3.0,0.654,0.9,4.2,5.1,5.2,1.5,0.8,2.8,11.5,2015-16,0.49,0.27
Jordan Hamilton,NOP,11.0,27.6,4.5,10.5,0.422,1.2,0.289,3.3,0.507,0.478,1.3,1.9,0.667,1.1,4.5,5.6,2.3,0.7,0.3,1.5,11.4,2015-16,0.5,1.11
Julius Randle,LAL,81.0,28.2,4.4,10.3,0.429,0.1,0.278,4.3,0.436,0.435,2.4,3.3,0.715,2.1,8.1,10.2,1.8,0.7,0.4,1.8,11.3,2015-16,0.48,0.2
Bojan Bogdanović,BRK,79.0,26.8,4.1,9.5,0.433,1.6,0.382,2.5,0.474,0.519,1.4,1.7,0.833,0.5,2.8,3.2,1.3,0.4,0.1,1.5,11.2,2015-16,0.55,0.11
Sean Kilpatrick,2TM,31.0,19.9,4.0,8.7,0.456,1.3,0.342,2.7,0.538,0.528,1.9,2.2,0.896,0.4,1.4,1.8,0.9,0.4,0.1,1.0,11.1,2015-16,0.57,0.27
