Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Roger Mason,SAS,82.0,30.4,4.3,10.0,0.425,2.0,0.421,2.2,0.428,0.526,1.3,1.4,0.89,0.2,2.9,3.1,2.1,0.5,0.1,1.2,11.8,2008-09,0.56,0.13,
Rafer Alston,2TM,77.0,31.8,4.1,10.6,0.385,1.5,0.338,2.6,0.417,0.454,2.0,2.7,0.75,0.4,2.5,2.9,5.3,1.4,0.1,1.8,11.7,2008-09,0.5,0.16,
Andrew Bogut,MIL,36.0,31.2,5.1,8.8,0.577,0.0,,5.1,0.577,0.577,1.6,2.7,0.571,3.3,7.0,10.3,2.0,0.6,1.0,2.4,11.7,2008-09,0.59,0.51,
Kenyon Martin,DEN,66.0,32.0,4.8,9.8,0.491,0.2,0.368,4.6,0.498,0.502,1.8,3.0,0.604,1.2,4.8,6.0,2.0,1.5,1.1,1.6,11.7,2008-09,0.53,0.22,
Delonte West,CLE,64.0,33.6,4.5,9.8,0.457,1.4,0.399,3.0,0.49,0.53,1.4,1.7,0.833,0.5,2.7,3.2,3.5,1.5,0.2,1.4,11.7,2008-09,0.55,0.2,
Larry Hughes,2TM,55.0,26.9,4.1,10.1,0.402,1.4,0.389,2.7,0.409,0.469,2.1,2.6,0.807,0.3,2.6,2.9,2.2,1.3,0.3,1.3,11.6,2008-09,0.52,0.19,
Andrei Kirilenko,UTA,67.0,27.3,3.8,8.5,0.449,0.3,0.274,3.5,0.475,0.467,3.6,4.6,0.785,1.3,3.5,4.8,2.6,1.2,1.1,1.8,11.6,2008-09,0.55,0.21,
Hakim Warrick,MEM,82.0,24.7,4.1,8.5,0.491,0.1,0.217,4.1,0.5,0.494,3.2,4.6,0.711,1.6,3.4,5.0,0.8,0.6,0.5,1.2,11.6,2008-09,0.55,0.14,
Al Horford,ATL,67.0,33.5,4.7,8.9,0.525,0.0,0.0,4.7,0.526,0.525,2.2,3.1,0.727,2.2,7.1,9.3,2.4,0.8,1.4,1.5,11.5,2008-09,0.56,0.28,
Andrés Nocioni,2TM,76.0,26.2,3.9,9.2,0.427,1.6,0.399,2.3,0.449,0.515,1.9,2.4,0.792,0.7,4.0,4.8,1.3,0.5,0.4,1.5,11.4,2008-09,0.56,0.15,
Spencer Hawes,SAC,77.0,29.3,4.8,10.4,0.466,0.5,0.348,4.3,0.486,0.491,1.2,1.8,0.662,1.9,5.2,7.1,1.9,0.6,1.2,2.1,11.4,2008-09,0.51,0.18,
Lamar Odom,LAL,78.0,29.7,4.4,9.0,0.492,0.4,0.32,4.0,0.522,0.516,2.1,3.3,0.623,2.3,5.9,8.2,2.6,1.0,1.3,1.8,11.3,2008-09,0.54,0.22,
Aaron Brooks,HOU,80.0,25.0,4.0,9.8,0.404,1.4,0.366,2.5,0.428,0.476,1.9,2.2,0.866,0.4,1.6,2.0,3.0,0.6,0.1,1.6,11.2,2008-09,0.52,0.12,
Rasual Butler,NOH,82.0,31.9,4.2,9.8,0.433,1.7,0.39,2.5,0.468,0.521,1.0,1.3,0.782,0.6,2.7,3.3,0.9,0.6,0.7,0.7,11.2,2008-09,0.54,0.12,
Chris Duhon,NYK,79.0,36.8,3.6,8.6,0.421,1.6,0.391,2.0,0.449,0.515,2.3,2.6,0.856,0.6,2.5,3.1,7.2,0.9,0.1,2.8,11.1,2008-09,0.57,0.18,
Kevin Love,MIN,81.0,25.3,3.9,8.5,0.459,0.0,0.105,3.9,0.469,0.461,3.3,4.1,0.789,3.4,5.7,9.1,1.0,0.4,0.6,1.5,11.1,2008-09,0.54,0.19,
Jason Thompson,SAC,82.0,28.1,4.3,8.7,0.497,0.0,0.0,4.3,0.502,0.497,2.4,3.5,0.692,2.9,4.5,7.4,1.1,0.6,0.7,1.8,11.1,2008-09,0.54,0.17,
Steve Blake,POR,69.0,31.7,4.0,9.4,0.428,2.0,0.427,2.0,0.429,0.536,0.9,1.1,0.84,0.4,2.1,2.5,5.0,1.0,0.1,1.6,11.0,2008-09,0.56,0.18,
Beno Udrih,SAC,73.0,31.1,4.4,9.5,0.461,0.5,0.31,3.9,0.491,0.486,1.7,2.1,0.82,0.6,2.4,3.0,4.7,1.1,0.2,2.2,11.0,2008-09,0.53,0.17,
Mike Conley,MEM,82.0,30.6,3.9,8.9,0.442,1.1,0.406,2.9,0.458,0.503,2.0,2.4,0.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,10.9,2008-09,0.55,0.15,
Nick Young,WAS,82.0,22.4,4.1,9.2,0.444,0.7,0.341,3.4,0.473,0.481,2.0,2.4,0.85,0.4,1.5,1.8,1.2,0.5,0.2,1.1,10.9,2008-09,0.53,0.1,
Tyrus Thomas,CHI,79.0,27.5,3.9,8.6,0.451,0.0,0.333,3.9,0.453,0.453,3.0,3.8,0.783,1.9,4.6,6.4,1.0,1.2,1.9,1.6,10.8,2008-09,0.53,0.18,
Anthony Parker,TOR,80.0,33.0,4.0,9.4,0.426,1.2,0.39,2.8,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,10.7,2008-09,0.52,0.16,
Udonis Haslem,MIA,75.0,34.1,4.4,8.6,0.518,0.0,,4.4,0.518,0.518,1.7,2.3,0.753,2.3,6.0,8.2,1.1,0.6,0.3,1.1,10.6,2008-09,0.55,0.2,
Rudy Fernández,POR,78.0,25.6,3.4,8.1,0.425,2.0,0.399,1.4,0.47,0.552,1.5,1.8,0.839,0.6,2.1,2.7,2.0,0.9,0.2,1.1,10.4,2008-09,0.58,0.13,
Marcus Camby,LAC,62.0,31.0,4.1,8.0,0.512,0.0,0.25,4.1,0.514,0.513,2.1,2.9,0.725,2.6,8.5,11.1,2.0,0.8,2.1,1.5,10.3,2008-09,0.56,0.32,
Matt Barnes,PHO,77.0,27.0,3.7,8.8,0.423,1.5,0.343,2.2,0.505,0.51,1.3,1.8,0.743,1.0,4.4,5.5,2.8,0.7,0.3,1.7,10.2,2008-09,0.53,0.16,
Quentin Richardson,NYK,72.0,26.3,3.6,9.3,0.393,1.7,0.365,2.0,0.42,0.483,1.2,1.6,0.761,1.0,3.4,4.4,1.6,0.7,0.1,1.0,10.2,2008-09,0.51,0.14,
Anthony Morrow,GSW,67.0,22.6,3.8,8.0,0.478,1.3,0.467,2.5,0.483,0.558,1.2,1.4,0.87,1.2,1.8,3.0,1.2,0.5,0.2,0.8,10.1,2008-09,0.59,0.15,
Craig Smith,MIN,74.0,19.7,3.9,6.9,0.562,0.0,0.0,3.9,0.563,0.562,2.3,3.4,0.677,1.3,2.5,3.8,1.1,0.4,0.3,1.4,10.1,2008-09,0.6,0.14,
Andray Blatche,WAS,71.0,24.0,4.2,8.9,0.471,0.1,0.238,4.1,0.479,0.475,1.6,2.3,0.704,1.8,3.5,5.3,1.7,0.7,1.0,1.6,10.0,2008-09,0.5,0.16,
Mario Chalmers,MIA,82.0,32.0,3.4,8.1,0.42,1.4,0.367,2.0,0.467,0.506,1.8,2.4,0.767,0.5,2.3,2.8,4.9,2.0,0.1,2.0,10.0,2008-09,0.55,0.15,
Derek Fisher,LAL,82.0,29.8,3.6,8.4,0.424,1.5,0.397,2.1,0.446,0.512,1.3,1.6,0.846,0.3,2.0,2.3,3.2,1.2,0.1,0.9,9.9,2008-09,0.54,0.13,
Kirk Hinrich,CHI,51.0,26.3,3.6,8.2,0.437,1.4,0.408,2.2,0.456,0.519,1.3,1.7,0.791,0.3,2.1,2.4,3.9,1.3,0.4,1.7,9.9,2008-09,0.55,0.22,
Linas Kleiza,DEN,82.0,22.2,3.5,7.9,0.447,1.1,0.326,2.5,0.533,0.515,1.8,2.5,0.725,1.1,2.9,4.0,0.8,0.4,0.2,1.0,9.9,2008-09,0.55,0.11,
Mike Miller,MIN,73.0,32.3,3.6,7.5,0.482,1.2,0.378,2.5,0.554,0.559,1.5,2.0,0.732,1.0,5.6,6.6,4.5,0.4,0.4,2.0,9.9,2008-09,0.59,0.21,
Sebastian Telfair,MIN,75.0,27.9,3.6,9.3,0.383,1.0,0.346,2.6,0.399,0.435,1.7,2.1,0.819,0.4,1.3,1.7,4.6,1.0,0.2,1.9,9.8,2008-09,0.48,0.12,
Keyon Dooling,NJN,77.0,26.9,3.4,7.8,0.436,1.3,0.421,2.1,0.446,0.519,1.6,2.0,0.825,0.3,1.7,2.0,3.5,0.9,0.1,1.4,9.7,2008-09,0.56,0.13,
Michael Finley,SAS,81.0,28.8,3.7,8.5,0.437,1.6,0.411,2.1,0.459,0.532,0.6,0.8,0.823,0.3,3.0,3.3,1.4,0.5,0.2,0.8,9.7,2008-09,0.55,0.11,
Brendan Haywood,WAS,6.0,29.2,4.0,8.3,0.48,0.0,,4.0,0.48,0.48,1.7,3.5,0.476,2.2,5.2,7.3,1.3,0.7,2.5,1.5,9.7,2008-09,0.49,2.32,
Nenad Krstić,OKC,46.0,24.8,4.2,8.8,0.469,0.0,,4.2,0.469,0.469,1.4,1.7,0.797,1.8,3.7,5.5,0.6,0.5,1.1,1.0,9.7,2008-09,0.51,0.25,
Von Wafer,HOU,63.0,19.4,3.6,8.1,0.447,1.0,0.39,2.6,0.474,0.51,1.4,1.9,0.752,0.3,1.5,1.8,1.1,0.6,0.1,0.9,9.7,2008-09,0.54,0.12,
Rashad McCants,2TM,58.0,19.0,3.3,8.4,0.393,1.1,0.333,2.2,0.431,0.458,1.8,2.4,0.759,0.4,1.5,1.9,1.2,0.8,0.2,1.1,9.6,2008-09,0.51,0.12,
Antonio McDyess,DET,62.0,30.1,4.3,8.5,0.51,0.0,,4.3,0.51,0.51,1.0,1.4,0.698,3.0,6.8,9.8,1.3,0.7,0.8,0.8,9.6,2008-09,0.53,0.27,
Luke Ridnour,MIL,72.0,28.2,3.5,8.6,0.403,0.8,0.35,2.7,0.42,0.447,1.8,2.1,0.869,0.5,2.6,3.0,5.1,1.3,0.2,1.8,9.6,2008-09,0.5,0.17,
C.J. Watson,GSW,77.0,24.5,3.3,7.3,0.457,0.6,0.4,2.7,0.473,0.5,2.2,2.5,0.87,0.5,2.0,2.5,2.7,1.2,0.1,1.2,9.5,2008-09,0.57,0.14,
Mickaël Piétrus,ORL,54.0,24.6,3.3,7.9,0.413,1.5,0.359,1.8,0.473,0.507,1.4,2.0,0.709,0.8,2.4,3.3,1.2,0.6,0.4,1.0,9.4,2008-09,0.54,0.16,
Carl Landry,HOU,69.0,21.3,3.5,6.1,0.574,0.0,0.333,3.5,0.576,0.575,2.3,2.8,0.813,1.8,3.2,5.0,0.6,0.4,0.4,1.0,9.2,2008-09,0.63,0.17,
Daequan Cook,MIA,75.0,24.4,3.2,8.6,0.375,2.0,0.387,1.2,0.356,0.494,0.7,0.7,0.875,0.3,2.3,2.5,0.9,0.5,0.1,0.6,9.1,2008-09,0.51,0.09,
C.J. Miles,UTA,72.0,22.5,3.6,7.8,0.459,0.9,0.352,2.7,0.509,0.515,1.1,1.2,0.876,0.6,1.7,2.3,1.5,0.6,0.2,0.9,9.1,2008-09,0.55,0.12,
Jason Kidd,DAL,81.0,35.6,3.2,7.6,0.416,1.6,0.406,1.6,0.427,0.522,1.1,1.3,0.819,1.0,5.1,6.2,8.7,2.0,0.5,2.3,9.0,2008-09,0.55,0.24,
Kyle Korver,UTA,78.0,24.0,3.1,7.2,0.438,1.3,0.386,1.8,0.485,0.529,1.4,1.6,0.882,0.4,2.9,3.3,1.8,0.6,0.4,1.2,9.0,2008-09,0.57,0.12,
Trevor Ariza,LAL,82.0,24.4,3.3,7.3,0.46,0.7,0.319,2.6,0.526,0.511,1.5,2.1,0.71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,8.9,2008-09,0.54,0.14,
Marco Belinelli,GSW,42.0,21.0,3.3,7.5,0.442,1.2,0.397,2.1,0.473,0.524,1.0,1.2,0.769,0.2,1.5,1.7,2.1,0.9,0.0,1.4,8.9,2008-09,0.55,0.19,
Greg Oden,POR,61.0,21.5,3.2,5.8,0.564,0.0,,3.2,0.564,0.564,2.4,3.7,0.637,2.8,4.2,7.0,0.5,0.4,1.1,1.4,8.9,2008-09,0.6,0.21,
James Posey,NOH,75.0,28.5,2.9,7.0,0.412,1.5,0.369,1.3,0.476,0.523,1.6,1.9,0.822,0.5,4.3,4.8,1.1,0.8,0.3,1.1,8.9,2008-09,0.57,0.14,
D.J. White,OKC,7.0,18.6,3.7,7.1,0.52,0.0,,3.7,0.52,0.52,1.4,1.9,0.769,1.4,3.1,4.6,0.9,0.4,0.7,0.4,8.9,2008-09,0.56,1.6,
Tyson Chandler,NOH,45.0,32.1,3.6,6.3,0.565,0.0,,3.6,0.565,0.565,1.7,3.0,0.579,3.6,5.1,8.7,0.5,0.3,1.2,1.6,8.8,2008-09,0.58,0.31,
Mike James,2TM,61.0,27.0,3.2,8.4,0.383,1.1,0.375,2.1,0.388,0.45,1.1,1.3,0.829,0.4,1.8,2.2,3.3,0.7,0.1,1.5,8.7,2008-09,0.48,0.13,
Jarvis Hayes,NJN,74.0,24.8,3.5,7.8,0.445,1.3,0.385,2.2,0.489,0.527,0.5,0.7,0.692,0.4,3.2,3.6,0.7,0.7,0.1,0.7,8.7,2008-09,0.54,0.12,
Yi Jianlian,NJN,61.0,23.3,3.1,8.2,0.382,0.8,0.343,2.3,0.397,0.43,1.6,2.0,0.772,1.1,4.2,5.3,1.0,0.5,0.6,1.1,8.6,2008-09,0.47,0.15,
Anderson Varejão,CLE,81.0,28.5,3.3,6.2,0.536,0.0,0.0,3.3,0.538,0.536,1.9,3.1,0.616,2.0,5.1,7.2,1.0,0.9,0.8,1.0,8.6,2008-09,0.57,0.17,
Tim Thomas,3TM,64.0,19.5,3.0,6.8,0.432,1.2,0.413,1.7,0.446,0.521,1.4,1.9,0.736,0.7,2.5,3.1,1.1,0.5,0.2,1.1,8.5,2008-09,0.56,0.12,
Tim Thomas,LAC,10.0,22.0,3.4,9.0,0.378,0.6,0.3,2.8,0.4,0.411,2.1,3.4,0.618,1.4,3.2,4.6,1.0,0.3,0.1,1.4,9.5,2008-09,0.45,0.72,
Tim Thomas,NYK,36.0,21.5,3.3,7.2,0.461,1.5,0.421,1.8,0.5,0.564,1.5,1.9,0.806,0.6,2.6,3.1,1.3,0.6,0.3,1.3,9.6,2008-09,0.6,0.26,
Tim Thomas,CHI,18.0,14.1,2.0,5.0,0.4,1.1,0.442,0.9,0.362,0.506,0.8,1.1,0.7,0.4,1.9,2.3,0.7,0.3,0.0,0.6,5.8,2008-09,0.53,0.29,
Brandon Bass,DAL,81.0,19.4,3.1,6.3,0.496,0.0,0.0,3.1,0.502,0.496,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,8.5,2008-09,0.57,0.12,
Willie Green,PHI,81.0,22.6,3.5,8.1,0.435,0.6,0.317,2.9,0.473,0.473,0.8,1.0,0.729,0.4,1.2,1.6,2.0,0.7,0.2,0.8,8.5,2008-09,0.5,0.09,
Eddie House,BOS,81.0,18.3,3.1,6.9,0.445,1.9,0.444,1.2,0.445,0.579,0.5,0.7,0.792,0.1,1.8,1.9,1.1,0.8,0.1,0.7,8.5,2008-09,0.59,0.1,
Kendrick Perkins,BOS,76.0,29.6,3.6,6.3,0.577,0.0,0.0,3.6,0.58,0.577,1.3,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2.0,2.2,8.5,2008-09,0.59,0.19,
Charlie Bell,MIL,70.0,25.5,3.1,7.5,0.414,1.2,0.363,1.9,0.458,0.497,0.9,1.1,0.825,0.5,1.5,1.9,2.2,0.7,0.1,1.1,8.4,2008-09,0.53,0.11,
Courtney Lee,ORL,77.0,25.2,3.2,7.0,0.45,1.1,0.404,2.1,0.478,0.526,1.0,1.2,0.83,0.2,2.1,2.3,1.2,1.0,0.2,0.9,8.4,2008-09,0.56,0.11,
Brandan Wright,GSW,39.0,17.6,3.3,6.3,0.528,0.0,0.0,3.3,0.537,0.528,1.6,2.2,0.741,1.6,2.4,4.0,0.5,0.6,0.9,0.6,8.3,2008-09,0.57,0.26,
Matt Bonner,SAS,81.0,23.8,3.3,6.6,0.496,1.5,0.44,1.8,0.552,0.606,0.2,0.3,0.739,1.2,3.6,4.8,1.0,0.6,0.3,0.5,8.2,2008-09,0.61,0.14,
Nick Collison,OKC,71.0,25.8,3.4,6.0,0.568,0.0,0.0,3.4,0.57,0.568,1.4,1.9,0.721,2.5,4.3,6.9,0.9,0.7,0.7,1.0,8.2,2008-09,0.6,0.19,
Jason Kapono,TOR,80.0,22.9,3.3,7.6,0.432,1.2,0.428,2.0,0.435,0.513,0.4,0.5,0.81,0.3,1.7,2.0,1.3,0.3,0.0,0.9,8.2,2008-09,0.52,0.08,
Brandon Rush,IND,75.0,24.0,3.2,7.7,0.423,1.0,0.373,2.2,0.451,0.49,0.6,0.9,0.697,0.5,2.7,3.1,0.9,0.5,0.5,1.0,8.1,2008-09,0.5,0.1,
Anthony Randolph,GSW,63.0,17.9,3.2,6.8,0.462,0.0,0.0,3.2,0.466,0.462,1.6,2.2,0.716,2.0,3.7,5.8,0.8,0.7,1.2,1.3,7.9,2008-09,0.51,0.17,
Tony Allen,BOS,46.0,19.3,3.0,6.2,0.482,0.1,0.222,2.8,0.51,0.493,1.7,2.4,0.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,7.8,2008-09,0.54,0.17,
J.J. Barea,DAL,79.0,20.3,3.1,7.1,0.442,0.7,0.357,2.4,0.474,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,7.8,2008-09,0.51,0.11,
Daniel Gibson,CLE,75.0,23.9,2.7,7.0,0.391,1.4,0.382,1.3,0.402,0.493,0.9,1.1,0.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,7.8,2008-09,0.52,0.1,
Bobby Simmons,NJN,71.0,24.4,2.8,6.2,0.449,1.6,0.447,1.1,0.453,0.582,0.6,0.8,0.741,1.0,2.9,3.9,1.3,0.7,0.1,0.9,7.8,2008-09,0.6,0.13,
Joey Graham,TOR,78.0,19.8,3.0,6.2,0.481,0.0,0.188,2.9,0.491,0.484,1.7,2.1,0.825,1.2,2.5,3.7,0.6,0.4,0.2,0.9,7.7,2008-09,0.54,0.1,
Leon Powe,BOS,70.0,17.5,2.5,4.8,0.524,0.0,,2.5,0.524,0.524,2.6,3.8,0.689,2.1,2.9,4.9,0.7,0.3,0.5,1.1,7.7,2008-09,0.59,0.14,
Marreese Speights,PHI,79.0,16.0,3.2,6.4,0.502,0.0,0.25,3.2,0.506,0.504,1.3,1.7,0.773,1.6,2.2,3.7,0.4,0.3,0.7,0.6,7.7,2008-09,0.54,0.11,
Kyle Lowry,2TM,77.0,21.8,2.5,5.6,0.435,0.3,0.255,2.1,0.488,0.464,2.4,2.9,0.801,0.3,2.1,2.5,3.6,0.9,0.2,1.5,7.6,2008-09,0.55,0.13,
Bobby Jackson,SAC,71.0,20.9,2.7,6.8,0.398,0.8,0.305,1.9,0.462,0.46,1.2,1.4,0.851,0.6,2.2,2.8,2.0,0.9,0.1,0.9,7.5,2008-09,0.51,0.11,
Desmond Mason,OKC,39.0,27.3,3.2,7.3,0.435,0.0,0.0,3.2,0.44,0.435,1.2,2.2,0.541,1.1,3.0,4.0,1.2,0.4,0.8,1.4,7.5,2008-09,0.45,0.19,
Ryan Anderson,NJN,66.0,19.9,2.4,6.2,0.393,1.0,0.365,1.4,0.417,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,7.4,2008-09,0.53,0.13,
Darius Songaila,WAS,77.0,19.8,3.2,5.9,0.532,0.0,0.0,3.2,0.533,0.532,1.0,1.2,0.889,1.0,2.0,2.9,1.2,0.8,0.3,1.0,7.4,2008-09,0.58,0.11,
Shane Battier,HOU,60.0,33.9,2.4,5.9,0.41,1.5,0.384,0.9,0.462,0.538,0.9,1.1,0.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,7.3,2008-09,0.57,0.19,
Fred Jones,LAC,52.0,28.8,2.5,6.1,0.407,1.0,0.367,1.4,0.441,0.492,1.3,1.6,0.815,0.4,2.0,2.4,3.6,1.0,0.2,1.3,7.3,2008-09,0.54,0.18,
Antoine Wright,DAL,65.0,23.9,2.8,6.6,0.415,0.7,0.302,2.1,0.475,0.468,1.1,1.5,0.747,0.5,1.6,2.1,1.2,0.7,0.4,0.8,7.3,2008-09,0.5,0.1,
Chris Wilcox,2TM,62.0,16.9,3.0,6.0,0.497,0.0,0.0,3.0,0.503,0.497,1.3,2.3,0.564,1.5,2.9,4.5,0.8,0.4,0.3,1.2,7.2,2008-09,0.51,0.13,
Jamario Moon,2TM,80.0,25.9,2.8,5.9,0.468,0.8,0.355,2.0,0.54,0.537,0.9,1.0,0.85,0.7,3.8,4.6,1.2,1.1,0.8,0.5,7.2,2008-09,0.57,0.14,
Will Bynum,DET,57.0,14.1,2.7,6.0,0.456,0.1,0.158,2.7,0.474,0.461,1.7,2.1,0.798,0.3,1.0,1.3,2.8,0.6,0.0,1.3,7.2,2008-09,0.52,0.12,
Rodney Carney,MIN,67.0,17.9,2.6,6.3,0.416,1.2,0.35,1.4,0.492,0.509,0.7,1.0,0.758,0.5,1.3,1.9,0.4,0.7,0.4,0.6,7.2,2008-09,0.53,0.09,
Maurice Evans,ATL,80.0,23.0,2.6,6.0,0.432,1.2,0.395,1.4,0.47,0.533,0.8,0.9,0.822,1.1,1.9,3.0,0.7,0.6,0.1,0.5,7.2,2008-09,0.56,0.09,
Luc Mbah a Moute,MIL,82.0,25.8,2.8,6.0,0.462,0.0,0.0,2.8,0.466,0.462,1.7,2.3,0.729,2.3,3.6,5.9,1.1,1.1,0.5,1.2,7.2,2008-09,0.51,0.13,
Roy Hibbert,IND,70.0,14.4,2.8,6.0,0.471,0.0,,2.8,0.471,0.471,1.4,2.1,0.667,1.6,1.8,3.5,0.7,0.3,1.1,0.8,7.1,2008-09,0.51,0.11,
Glen Davis,BOS,76.0,21.5,2.6,5.9,0.442,0.0,0.4,2.6,0.443,0.444,1.7,2.3,0.73,1.6,2.4,4.0,0.9,0.7,0.3,0.9,7.0,2008-09,0.51,0.11,
Wally Szczerbiak,CLE,74.0,20.6,2.4,5.4,0.45,0.9,0.411,1.5,0.478,0.536,1.2,1.4,0.849,0.6,2.6,3.1,1.1,0.4,0.1,0.7,7.0,2008-09,0.58,0.11,
Vladimir Radmanović,2TM,78.0,18.5,2.5,6.0,0.421,1.3,0.401,1.2,0.446,0.533,0.6,0.7,0.741,0.6,2.3,2.8,1.0,0.6,0.2,1.3,6.9,2008-09,0.55,0.08,
Steve Novak,LAC,71.0,16.4,2.5,5.6,0.444,1.7,0.416,0.8,0.518,0.595,0.3,0.3,0.913,0.3,1.5,1.8,0.6,0.3,0.1,0.3,6.9,2008-09,0.6,0.09,
Rasho Nesterović,IND,70.0,17.3,3.2,6.2,0.513,0.0,0.0,3.2,0.514,0.513,0.4,0.5,0.781,1.3,2.1,3.4,1.6,0.4,0.5,0.9,6.8,2008-09,0.53,0.12,
Joakim Noah,CHI,80.0,24.2,2.6,4.7,0.556,0.0,0.0,2.6,0.558,0.556,1.5,2.3,0.676,3.1,4.5,7.6,1.3,0.6,1.4,1.0,6.7,2008-09,0.59,0.17,
Joe Smith,2TM,57.0,19.3,2.7,5.8,0.468,0.1,0.429,2.7,0.469,0.473,1.0,1.4,0.72,1.6,3.1,4.6,0.7,0.3,0.7,0.4,6.6,2008-09,0.51,0.16,
DeShawn Stevenson,WAS,32.0,27.7,2.3,7.2,0.312,1.1,0.271,1.2,0.363,0.387,1.0,1.9,0.533,0.3,2.0,2.4,3.1,0.7,0.1,1.0,6.6,2008-09,0.41,0.19,
Earl Watson,OKC,68.0,26.1,2.6,6.7,0.384,0.3,0.235,2.3,0.418,0.406,1.2,1.6,0.755,0.5,2.2,2.7,5.8,0.7,0.2,2.3,6.6,2008-09,0.45,0.14,
JaVale McGee,WAS,75.0,15.2,2.5,5.2,0.494,0.0,,2.5,0.494,0.494,1.4,2.2,0.66,1.6,2.3,3.9,0.3,0.4,1.0,0.8,6.5,2008-09,0.53,0.1,
Chris Andersen,DEN,71.0,20.6,2.3,4.1,0.548,0.0,0.2,2.2,0.56,0.551,1.8,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1.0,6.4,2008-09,0.62,0.18,
Samuel Dalembert,PHI,82.0,24.8,2.6,5.3,0.498,0.0,0.0,2.6,0.5,0.498,1.1,1.5,0.734,2.6,5.9,8.5,0.2,0.4,1.8,1.4,6.4,2008-09,0.54,0.16,
Ricky Davis,LAC,36.0,21.8,2.3,6.8,0.339,1.0,0.315,1.3,0.358,0.41,0.9,1.0,0.861,0.3,1.4,1.7,2.3,0.5,0.1,1.1,6.4,2008-09,0.44,0.15,
Jordan Farmar,LAL,65.0,18.3,2.5,6.3,0.391,0.8,0.336,1.7,0.421,0.45,0.7,1.2,0.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,6.4,2008-09,0.47,0.09,
Corey Brewer,MIN,15.0,20.5,2.5,6.0,0.411,0.3,0.417,2.1,0.41,0.439,0.9,1.3,0.737,1.2,2.1,3.3,1.7,1.0,0.2,0.9,6.2,2008-09,0.47,0.51,
Zaza Pachulia,ATL,77.0,19.1,2.1,4.2,0.497,0.0,0.0,2.1,0.502,0.497,2.1,3.0,0.709,2.2,3.4,5.7,0.7,0.5,0.3,1.2,6.2,2008-09,0.56,0.12,
Jeff Foster,IND,74.0,24.7,2.4,4.8,0.501,0.0,0.286,2.4,0.506,0.504,1.3,2.0,0.658,2.9,4.0,6.9,1.8,0.7,0.7,1.2,6.1,2008-09,0.54,0.16,
Danilo Gallinari,NYK,28.0,14.7,2.0,4.5,0.448,1.1,0.444,0.9,0.453,0.576,0.9,1.0,0.963,0.5,1.5,2.0,0.5,0.5,0.1,0.5,6.1,2008-09,0.62,0.22,
JJ Redick,ORL,64.0,17.4,1.8,4.7,0.391,1.0,0.374,0.8,0.417,0.503,1.3,1.5,0.871,0.1,1.6,1.7,1.1,0.3,0.0,0.8,6.0,2008-09,0.56,0.08,
Thabo Sefolosha,2TM,66.0,22.0,2.3,5.4,0.426,0.4,0.276,1.9,0.474,0.459,0.9,1.1,0.836,0.8,2.8,3.7,1.7,1.1,0.7,1.0,5.9,2008-09,0.5,0.13,
Shaun Livingston,2TM,12.0,19.3,2.6,5.0,0.517,0.0,,2.6,0.517,0.517,0.8,0.8,0.9,0.3,2.1,2.3,1.7,0.6,0.2,0.8,5.9,2008-09,0.55,0.62,
Ronny Turiaf,GSW,79.0,21.5,2.4,4.6,0.508,0.0,0.0,2.4,0.512,0.508,1.2,1.6,0.79,1.1,3.4,4.6,2.1,0.4,2.1,0.9,5.9,2008-09,0.56,0.15,
Jason Maxiell,DET,78.0,18.1,2.4,4.1,0.575,0.0,0.0,2.4,0.577,0.575,1.1,2.0,0.532,2.2,2.0,4.2,0.3,0.3,0.8,0.6,5.8,2008-09,0.58,0.11,
Sasha Vujačić,LAL,80.0,16.2,1.9,5.0,0.387,1.0,0.363,0.9,0.416,0.488,0.9,1.0,0.921,0.2,1.5,1.7,1.4,1.0,0.1,0.4,5.8,2008-09,0.53,0.08,
Erick Dampier,DAL,80.0,23.0,2.3,3.5,0.65,0.0,,2.3,0.65,0.65,1.1,1.8,0.638,2.7,4.4,7.1,1.0,0.3,1.2,0.9,5.7,2008-09,0.66,0.16,
George Hill,SAS,77.0,16.5,1.9,4.8,0.403,0.3,0.329,1.6,0.421,0.435,1.5,1.9,0.781,0.4,1.7,2.1,1.8,0.6,0.3,1.0,5.7,2008-09,0.51,0.08,
