Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Steve Johnson,CHI,74.0,22.4,3.8,7.0,0.545,0.0,0.0,3.8,0.548,0.545,2.4,3.4,0.718,2.0,3.9,5.9,0.9,0.5,0.8,2.0,10.0,1984-85,0.59,0.16,,0
John Bagley,CLE,81.0,29.6,4.2,8.6,0.488,0.0,0.115,4.1,0.502,0.49,1.5,2.1,0.749,0.7,2.9,3.6,8.6,1.6,0.1,2.6,9.9,1984-85,0.52,0.2,,0
Alton Lister,MIL,81.0,25.8,4.0,7.4,0.538,0.0,0.0,4.0,0.539,0.538,1.9,3.2,0.588,2.7,5.3,8.0,1.6,0.6,2.1,2.3,9.9,1984-85,0.56,0.19,,0
Ricky Sobers,SEA,71.0,21.0,3.9,8.8,0.446,0.1,0.286,3.8,0.453,0.452,1.9,2.3,0.815,0.4,1.1,1.5,3.5,0.7,0.1,2.2,9.9,1984-85,0.5,0.12,,0
Rory Sparrow,NYK,79.0,29.0,4.1,8.4,0.492,0.1,0.226,4.0,0.506,0.498,1.5,1.8,0.865,0.5,1.7,2.1,7.1,1.0,0.1,1.9,9.9,1984-85,0.54,0.17,,0
Randy Wittman,ATL,41.0,28.5,4.6,8.6,0.531,0.0,0.286,4.5,0.536,0.534,0.7,1.0,0.732,0.4,1.4,1.8,3.0,0.7,0.2,1.4,9.9,1984-85,0.55,0.24,,0
Cliff Levingston,ATL,74.0,27.3,3.9,7.5,0.527,0.0,0.0,3.9,0.529,0.527,2.0,3.0,0.653,3.1,4.5,7.6,1.4,0.9,0.9,1.8,9.8,1984-85,0.56,0.19,,0
Ricky Pierce,MIL,44.0,20.0,3.8,7.0,0.537,0.0,0.25,3.7,0.541,0.539,2.3,2.8,0.823,1.1,1.5,2.7,2.1,0.8,0.1,1.4,9.8,1984-85,0.6,0.24,,0
Mark Eaton,UTA,82.0,34.3,3.7,8.2,0.449,0.0,,3.7,0.449,0.449,2.3,3.3,0.712,2.5,8.8,11.3,1.5,0.4,5.6,2.5,9.7,1984-85,0.5,0.25,,0
Derek Harper,DAL,82.0,27.0,4.0,7.7,0.52,0.3,0.344,3.8,0.538,0.536,1.4,1.9,0.721,0.6,1.9,2.4,4.4,1.8,0.5,1.5,9.6,1984-85,0.56,0.16,,0
Gene Banks,SAS,82.0,25.5,3.5,6.0,0.586,0.0,0.333,3.5,0.588,0.587,2.4,3.1,0.774,1.6,3.8,5.4,2.9,0.8,0.2,1.7,9.5,1984-85,0.65,0.17,,0
Dale Ellis,DAL,72.0,18.3,3.8,8.4,0.454,0.6,0.385,3.2,0.47,0.489,1.1,1.4,0.74,1.4,1.9,3.3,0.8,0.6,0.1,0.8,9.3,1984-85,0.52,0.12,,0
Frank Johnson,WSB,46.0,20.1,3.8,7.8,0.489,0.1,0.353,3.7,0.496,0.497,1.6,2.1,0.75,0.5,0.9,1.4,3.1,0.9,0.1,1.3,9.3,1984-85,0.53,0.2,,0
Tim McCormick,SEA,78.0,20.3,3.4,6.2,0.557,0.0,0.0,3.4,0.558,0.557,2.4,3.4,0.715,1.9,3.2,5.1,1.0,0.2,0.4,1.5,9.3,1984-85,0.6,0.14,,0
Kevin Willis,ATL,82.0,21.8,3.9,8.4,0.467,0.0,0.222,3.9,0.47,0.468,1.5,2.2,0.657,2.2,4.2,6.4,0.4,0.4,0.6,1.3,9.3,1984-85,0.5,0.13,,0
Paul Thompson,2TM,49.0,19.2,3.9,9.4,0.412,0.1,0.2,3.7,0.427,0.418,1.4,1.8,0.793,1.2,2.1,3.2,1.6,1.1,0.5,1.2,9.2,1984-85,0.45,0.17,,0
Alvin Robertson,SAS,79.0,21.3,3.8,7.6,0.498,0.1,0.364,3.7,0.501,0.502,1.6,2.1,0.734,1.5,1.9,3.4,3.5,1.6,0.3,2.1,9.2,1984-85,0.54,0.15,,0
Mitchell Wiggins,HOU,82.0,19.2,3.9,8.0,0.484,0.1,0.261,3.8,0.492,0.489,1.2,1.6,0.733,1.3,1.5,2.9,1.5,1.0,0.2,1.1,9.0,1984-85,0.52,0.11,,0
Mike Dunleavy,MIL,19.0,22.8,3.4,7.1,0.474,0.8,0.34,2.5,0.545,0.533,1.3,1.5,0.862,0.3,1.3,1.6,4.5,0.8,0.2,2.1,8.9,1984-85,0.57,0.53,,0
Tom McMillen,WSB,69.0,22.4,3.7,7.7,0.472,0.0,0.0,3.7,0.476,0.472,1.6,2.0,0.83,0.9,2.1,3.0,0.8,0.1,0.2,0.6,8.9,1984-85,0.52,0.12,,0
Kelvin Ransey,NJN,81.0,20.9,3.7,8.1,0.459,0.0,0.182,3.7,0.463,0.46,1.5,1.8,0.859,0.5,1.1,1.6,4.4,1.1,0.1,1.4,8.9,1984-85,0.5,0.12,,0
Rod Foster,PHO,79.0,16.7,3.6,8.1,0.45,0.5,0.325,3.1,0.48,0.482,1.1,1.4,0.755,0.3,0.7,1.0,2.4,0.8,0.0,1.5,8.8,1984-85,0.5,0.08,,0
Jay Humphries,PHO,80.0,25.8,3.5,7.8,0.446,0.1,0.2,3.4,0.454,0.449,1.8,2.1,0.829,0.4,1.7,2.1,4.4,1.3,0.1,2.1,8.8,1984-85,0.5,0.13,,0
Darren Daye,WSB,80.0,19.7,3.2,6.3,0.512,0.0,0.143,3.2,0.517,0.513,2.2,3.1,0.715,1.2,2.2,3.4,3.0,0.7,0.2,1.7,8.7,1984-85,0.57,0.13,,0
Robert Reid,HOU,82.0,21.5,3.8,7.9,0.481,0.0,0.063,3.8,0.492,0.482,1.1,1.5,0.698,1.0,2.3,3.3,2.1,0.6,0.3,1.2,8.7,1984-85,0.51,0.11,,0
Michael Cooper,LAL,82.0,26.7,3.4,7.2,0.465,0.4,0.285,2.9,0.513,0.495,1.4,1.6,0.865,0.7,2.4,3.1,5.2,1.1,0.6,1.9,8.6,1984-85,0.54,0.15,,0
Mike Glenn,ATL,60.0,18.8,3.8,6.5,0.588,0.0,0.0,3.8,0.591,0.588,1.0,1.3,0.816,0.3,1.0,1.4,2.0,0.5,0.0,0.9,8.6,1984-85,0.61,0.14,,0
Dave Corzine,CHI,82.0,25.1,3.4,6.9,0.486,0.0,0.0,3.4,0.487,0.486,1.8,2.4,0.745,1.6,3.6,5.1,1.7,0.4,0.8,1.5,8.5,1984-85,0.53,0.13,,0
Trent Tucker,NYK,77.0,23.6,3.8,7.9,0.483,0.4,0.403,3.4,0.494,0.507,0.5,0.6,0.792,1.0,1.5,2.4,2.6,1.0,0.2,0.8,8.5,1984-85,0.52,0.13,,0
Michael Holton,PHO,74.0,23.8,3.5,7.8,0.446,0.2,0.311,3.3,0.458,0.458,1.3,1.6,0.814,0.4,1.4,1.8,2.7,0.8,0.1,1.7,8.4,1984-85,0.49,0.1,,0
Terry Teagle,2TM,21.0,16.6,3.5,6.5,0.54,0.1,0.5,3.4,0.541,0.547,1.2,1.7,0.714,1.0,1.0,2.0,0.7,0.6,0.2,0.7,8.3,1984-85,0.57,0.36,,0
Jamaal Wilkes,LAL,42.0,18.1,3.5,7.2,0.488,0.0,0.0,3.5,0.49,0.488,1.2,1.6,0.773,0.8,1.4,2.2,1.0,0.5,0.1,1.2,8.3,1984-85,0.53,0.16,,0
Darwin Cook,NJN,58.0,18.3,3.7,7.8,0.468,0.0,0.087,3.6,0.488,0.47,0.8,0.9,0.87,0.4,1.2,1.6,2.8,1.3,0.2,1.3,8.2,1984-85,0.5,0.15,,0
Lester Conner,GSW,79.0,28.6,3.1,6.9,0.451,0.1,0.2,3.1,0.46,0.454,1.8,2.4,0.75,1.1,2.0,3.1,4.7,2.0,0.2,1.7,8.1,1984-85,0.51,0.15,,0
Antoine Carr,ATL,62.0,19.3,3.2,6.0,0.528,0.0,0.333,3.2,0.531,0.531,1.6,2.1,0.789,1.3,2.5,3.7,1.3,0.5,1.3,1.7,8.0,1984-85,0.58,0.16,,0
Jeff Wilkins,UTA,79.0,19.1,3.6,7.4,0.49,0.0,0.0,3.6,0.491,0.49,0.8,1.0,0.763,1.0,3.6,4.6,1.0,0.4,0.2,1.2,8.0,1984-85,0.51,0.11,,0
Butch Carter,NYK,69.0,18.5,3.1,6.9,0.45,0.2,0.256,2.9,0.469,0.461,1.6,1.9,0.813,0.5,0.9,1.4,2.4,0.8,0.1,1.6,7.9,1984-85,0.51,0.1,,0
Edgar Jones,2TM,44.0,17.5,3.0,6.3,0.473,0.0,0.0,3.0,0.48,0.473,1.9,2.5,0.739,1.1,2.8,3.9,0.7,0.5,0.7,1.4,7.8,1984-85,0.53,0.19,,0
Bill Hanzlik,DEN,80.0,20.9,2.8,6.5,0.421,0.0,0.067,2.7,0.432,0.422,2.3,3.0,0.756,1.1,1.5,2.6,2.6,1.1,0.3,1.4,7.8,1984-85,0.5,0.11,,0
Fred Roberts,2TM,74.0,15.9,2.8,5.6,0.498,0.0,1.0,2.8,0.496,0.499,2.0,2.5,0.824,1.1,1.5,2.5,1.2,0.4,0.3,1.2,7.7,1984-85,0.57,0.1,,0
Lionel Hollins,HOU,80.0,24.4,3.1,6.8,0.461,0.0,0.231,3.1,0.467,0.464,1.4,1.7,0.794,0.4,1.8,2.2,5.2,1.0,0.1,2.1,7.6,1984-85,0.5,0.13,,0
Bobby Jones,PHI,80.0,20.4,2.6,4.8,0.538,0.0,0.0,2.6,0.543,0.538,2.3,2.7,0.861,1.3,2.4,3.7,1.9,1.1,0.6,1.5,7.5,1984-85,0.63,0.13,,0
Ron Brewer,2TM,20.0,16.3,3.1,5.9,0.525,0.0,0.0,3.1,0.534,0.525,1.2,1.3,0.92,0.5,0.6,1.1,0.9,0.3,0.3,0.5,7.4,1984-85,0.57,0.33,,0
Michael Cage,LAC,75.0,21.5,2.9,5.3,0.543,0.0,,2.9,0.543,0.543,1.3,1.8,0.737,1.7,3.5,5.2,0.7,0.5,0.4,1.1,7.1,1984-85,0.58,0.13,,0
Steve Colter,POR,78.0,18.7,2.8,6.1,0.453,0.3,0.351,2.4,0.471,0.48,1.3,1.7,0.754,0.5,1.4,1.9,3.1,1.0,0.1,1.4,7.1,1984-85,0.52,0.1,,0
Terence Stansbury,IND,74.0,17.3,2.8,6.2,0.459,0.1,0.16,2.8,0.476,0.463,1.4,1.7,0.81,0.5,1.0,1.5,1.7,0.6,0.2,1.1,7.1,1984-85,0.51,0.09,,0
Ken Bannister,NYK,75.0,18.7,2.8,5.9,0.47,0.0,,2.8,0.47,0.47,1.2,2.6,0.474,1.4,3.0,4.4,0.5,0.5,0.5,1.9,6.8,1984-85,0.48,0.08,,0
Ben Poquette,CLE,79.0,21.0,2.7,5.8,0.46,0.0,0.176,2.6,0.47,0.463,1.4,1.7,0.796,1.9,4.1,6.0,1.0,0.6,0.7,0.9,6.7,1984-85,0.51,0.14,,0
Larry Spriggs,LAL,75.0,17.2,2.6,4.7,0.548,0.0,0.0,2.6,0.553,0.548,1.5,1.9,0.767,1.0,2.0,3.0,1.8,0.6,0.2,1.5,6.7,1984-85,0.61,0.11,,0
Kent Benson,DET,72.0,19.5,2.8,5.5,0.506,0.0,0.0,2.8,0.51,0.506,1.1,1.3,0.809,1.4,3.1,4.5,1.3,0.7,0.6,0.9,6.6,1984-85,0.54,0.14,,0
Tony Brown,IND,82.0,19.3,2.6,5.7,0.46,0.0,0.0,2.6,0.466,0.46,1.4,2.1,0.678,1.8,1.7,3.5,1.9,0.7,0.1,1.4,6.6,1984-85,0.5,0.09,,0
Ernie Grunfeld,NYK,69.0,15.4,2.7,5.6,0.49,0.0,0.25,2.7,0.495,0.492,1.1,1.5,0.74,0.6,1.6,2.2,1.5,0.7,0.1,0.6,6.6,1984-85,0.53,0.1,,0
Bill Garnett,IND,65.0,17.3,2.3,4.8,0.481,0.0,0.0,2.3,0.484,0.481,1.8,2.7,0.69,1.5,2.9,4.4,1.0,0.4,0.2,1.4,6.4,1984-85,0.53,0.12,,0
Lonnie Shelton,CLE,57.0,21.8,2.8,6.4,0.435,0.0,0.0,2.8,0.441,0.435,0.9,1.4,0.662,1.4,3.2,4.7,1.7,0.8,0.3,1.3,6.4,1984-85,0.46,0.15,,0
Scott Wedman,BOS,78.0,14.4,2.8,5.9,0.478,0.2,0.5,2.6,0.477,0.497,0.5,0.7,0.764,0.7,1.3,2.0,1.2,0.3,0.1,0.6,6.4,1984-85,0.52,0.08,,0
Ray Williams,BOS,23.0,20.0,2.4,6.2,0.385,0.3,0.261,2.1,0.408,0.406,1.3,2.0,0.674,0.7,1.8,2.5,3.9,1.3,0.2,1.8,6.4,1984-85,0.45,0.35,,0
Rick Mahorn,WSB,77.0,26.9,2.7,5.4,0.499,0.0,,2.7,0.499,0.499,0.9,1.4,0.683,1.9,5.9,7.9,1.6,0.8,1.4,1.7,6.3,1984-85,0.52,0.17,,0
Tree Rollins,ATL,70.0,25.0,2.7,4.8,0.549,0.0,,2.7,0.549,0.549,1.0,1.3,0.72,1.6,4.7,6.3,0.7,0.5,2.4,1.1,6.3,1984-85,0.59,0.18,,0
Greg Kelser,IND,10.0,11.4,2.1,5.3,0.396,0.0,0.0,2.1,0.404,0.396,2.0,2.8,0.714,0.6,1.3,1.9,1.3,0.7,0.0,1.2,6.2,1984-85,0.47,0.49,,0
Paul Mokeski,MIL,79.0,20.1,2.6,5.4,0.478,0.0,0.0,2.6,0.48,0.478,1.0,1.5,0.698,1.4,3.8,5.2,1.3,0.4,0.4,1.1,6.2,1984-85,0.51,0.12,,0
John Paxson,SAS,78.0,16.1,2.5,4.9,0.509,0.1,0.294,2.4,0.53,0.522,1.1,1.3,0.84,0.2,0.6,0.9,2.8,0.6,0.0,1.0,6.2,1984-85,0.57,0.09,,0
Earl Cureton,DET,81.0,20.3,2.6,5.3,0.484,0.0,0.0,2.6,0.487,0.484,1.0,1.8,0.569,2.1,3.1,5.2,1.0,0.7,0.5,1.4,6.1,1984-85,0.5,0.11,,0
Sidney Green,CHI,48.0,15.4,2.3,5.2,0.432,0.0,0.0,2.3,0.439,0.432,1.6,2.0,0.806,1.5,3.6,5.1,0.6,0.2,0.3,1.4,6.1,1984-85,0.5,0.16,,0
Dave Greenwood,CHI,61.0,25.0,2.5,5.4,0.458,0.0,0.0,2.5,0.459,0.458,1.1,1.5,0.713,1.8,4.6,6.4,1.3,0.6,0.3,1.0,6.1,1984-85,0.5,0.17,,0
Kevin Grevey,MIL,78.0,15.2,2.4,5.4,0.448,0.1,0.242,2.3,0.465,0.458,1.1,1.4,0.822,0.3,1.0,1.3,1.2,0.4,0.0,0.7,6.1,1984-85,0.51,0.06,,0
Jerome Kersey,POR,77.0,12.4,2.3,4.8,0.478,0.0,0.0,2.3,0.482,0.478,1.5,2.4,0.646,1.2,1.4,2.7,0.8,0.6,0.4,0.9,6.1,1984-85,0.52,0.08,,0
Kurt Nimphius,DAL,82.0,24.5,2.4,5.3,0.452,0.0,0.0,2.4,0.458,0.452,1.3,1.7,0.771,1.7,3.3,5.0,2.2,0.4,1.5,1.2,6.1,1984-85,0.5,0.13,,0
Marc Iavaroni,2TM,69.0,19.3,2.3,5.1,0.458,0.0,0.0,2.3,0.463,0.458,1.3,1.9,0.68,1.4,3.0,4.4,1.7,0.5,0.5,1.7,6.0,1984-85,0.51,0.12,,0
Clint Richardson,PHI,74.0,20.7,2.5,5.5,0.453,0.0,0.333,2.5,0.454,0.454,1.0,1.2,0.854,0.8,1.3,2.1,2.1,0.5,0.2,1.1,6.0,1984-85,0.5,0.09,,0
Charles Davis,2TM,61.0,12.7,2.5,5.8,0.43,0.0,0.1,2.5,0.439,0.431,0.8,1.0,0.823,1.0,1.5,2.5,0.8,0.4,0.1,0.9,5.9,1984-85,0.47,0.09,,0
Ron Anderson,CLE,36.0,14.4,2.3,5.4,0.431,0.0,0.5,2.3,0.43,0.433,1.1,1.4,0.82,1.1,1.4,2.4,0.9,0.3,0.2,0.9,5.8,1984-85,0.48,0.15,,0
Jeff Turner,NJN,72.0,19.8,2.4,5.2,0.454,0.0,0.0,2.4,0.457,0.454,1.1,1.3,0.859,1.2,1.8,3.0,1.5,0.4,0.1,1.3,5.8,1984-85,0.5,0.09,,0
Danny Vranes,SEA,76.0,28.5,2.4,5.3,0.463,0.0,0.25,2.4,0.465,0.464,0.9,1.7,0.528,2.0,3.7,5.7,2.0,1.0,0.8,1.6,5.8,1984-85,0.48,0.13,,0
Billy Knight,2TM,68.0,11.8,2.3,5.2,0.441,0.2,0.44,2.1,0.441,0.456,0.9,1.1,0.877,0.7,1.0,1.7,1.2,0.2,0.0,1.0,5.7,1984-85,0.5,0.07,,0
Joe Cooper,SEA,3.0,15.0,2.3,5.0,0.467,0.0,,2.3,0.467,0.467,1.0,2.0,0.5,1.0,2.0,3.0,0.7,0.7,0.3,0.0,5.7,1984-85,0.48,2.23,,0
Franklin Edwards,LAC,16.0,12.4,2.3,4.1,0.545,0.0,,2.3,0.545,0.545,1.2,1.5,0.792,0.2,0.7,0.9,2.4,1.1,0.0,1.1,5.7,1984-85,0.6,0.43,,0
Wes Matthews,CHI,78.0,19.5,2.4,4.9,0.495,0.0,0.125,2.4,0.511,0.497,0.8,1.1,0.694,0.2,0.7,0.9,4.5,0.9,0.2,1.6,5.7,1984-85,0.53,0.1,,0
Kevin McKenna,NJN,29.0,18.4,2.1,4.6,0.455,0.2,0.385,1.9,0.463,0.474,1.3,1.5,0.884,0.7,1.0,1.7,2.0,1.0,0.2,1.1,5.7,1984-85,0.54,0.23,,0
Charles Jones,2TM,31.0,21.5,2.2,4.1,0.528,0.0,,2.2,0.528,0.528,1.3,1.9,0.69,2.3,3.6,5.9,0.8,0.7,2.5,0.8,5.6,1984-85,0.57,0.39,,0
Tony Campbell,DET,56.0,11.2,2.3,4.7,0.496,0.0,0.0,2.3,0.498,0.496,1.0,1.3,0.8,0.7,0.9,1.6,0.4,0.5,0.1,1.2,5.6,1984-85,0.53,0.08,,0
John Stockton,UTA,82.0,18.2,1.9,4.1,0.471,0.0,0.182,1.9,0.481,0.474,1.7,2.4,0.736,0.3,1.0,1.3,5.1,1.3,0.1,1.8,5.6,1984-85,0.54,0.11,,0
Jon Sundvold,SEA,73.0,15.8,2.3,5.5,0.425,0.2,0.316,2.2,0.436,0.44,0.7,0.8,0.814,0.2,0.7,1.0,2.8,0.5,0.0,1.2,5.5,1984-85,0.47,0.07,,0
Eddie Lee Wilkins,NYK,54.0,17.0,2.1,4.3,0.498,0.0,0.0,2.1,0.502,0.498,1.2,2.3,0.541,1.6,3.3,4.9,0.3,0.4,0.3,1.2,5.5,1984-85,0.52,0.13,,0
T.R. Dunn,DEN,81.0,28.3,2.2,4.4,0.489,0.0,0.0,2.2,0.492,0.489,1.0,1.4,0.724,2.1,2.7,4.8,1.9,1.7,0.2,0.8,5.4,1984-85,0.54,0.13,,0
Allen Leavell,HOU,42.0,12.8,2.1,5.0,0.421,0.2,0.216,1.9,0.465,0.44,1.0,1.4,0.772,0.2,0.7,0.9,2.4,0.5,0.1,1.2,5.4,1984-85,0.48,0.11,,0
Sedale Threatt,PHI,82.0,15.9,2.3,5.1,0.452,0.0,0.182,2.2,0.467,0.457,0.8,1.1,0.733,0.3,1.0,1.2,2.1,1.0,0.2,1.2,5.4,1984-85,0.48,0.07,,0
Randy Breuer,MIL,78.0,13.9,2.1,4.1,0.511,0.0,,2.1,0.511,0.511,1.1,1.6,0.701,1.2,2.1,3.3,0.5,0.3,1.1,0.8,5.3,1984-85,0.55,0.09,,0
Mitch Kupchak,LAL,58.0,12.3,2.1,4.2,0.504,0.0,,2.1,0.504,0.504,1.0,1.6,0.659,1.2,2.0,3.2,0.4,0.3,0.3,0.8,5.3,1984-85,0.54,0.1,,0
Michael Wilson,2TM,19.0,14.1,1.9,4.1,0.468,0.0,,1.9,0.468,0.468,1.4,1.9,0.75,0.7,0.9,1.6,1.8,0.7,0.3,1.1,5.2,1984-85,0.53,0.31,,0
James Bailey,NYK,74.0,17.5,2.1,4.7,0.447,0.0,0.0,2.1,0.448,0.447,1.0,1.5,0.676,1.6,3.0,4.6,0.5,0.4,0.7,1.4,5.2,1984-85,0.49,0.09,,0
Kurt Rambis,LAL,82.0,19.7,2.2,4.0,0.554,0.0,,2.2,0.554,0.554,0.8,1.3,0.66,2.0,4.4,6.4,0.8,1.0,0.6,1.2,5.2,1984-85,0.57,0.13,,0
Chuck Aleksinas,GSW,74.0,15.1,2.2,4.6,0.478,0.0,0.0,2.2,0.479,0.478,0.7,1.0,0.733,1.2,2.5,3.6,0.5,0.2,0.2,1.0,5.1,1984-85,0.51,0.08,,0
Mike Bratz,GSW,56.0,13.3,1.9,4.5,0.424,0.1,0.231,1.8,0.446,0.436,1.2,1.5,0.841,0.2,0.8,1.0,2.2,0.8,0.1,1.0,5.1,1984-85,0.49,0.09,,0
Devin Durrant,IND,59.0,12.8,1.9,4.6,0.416,0.0,0.0,1.9,0.421,0.416,1.2,1.7,0.706,0.8,1.3,2.1,1.4,0.3,0.2,1.3,5.1,1984-85,0.48,0.08,,0
Audie Norris,POR,78.0,14.3,1.7,3.1,0.543,0.0,0.0,1.7,0.55,0.543,1.7,2.6,0.665,1.2,2.1,3.2,0.6,0.5,0.4,1.3,5.1,1984-85,0.6,0.08,,0
Elston Turner,DEN,81.0,18.4,2.2,4.8,0.466,0.0,0.167,2.2,0.471,0.468,0.6,0.8,0.785,1.1,1.6,2.7,2.0,1.2,0.1,0.9,5.1,1984-85,0.49,0.09,,0
Ennis Whatley,CHI,70.0,19.8,2.0,4.5,0.447,0.0,0.111,2.0,0.457,0.449,1.0,1.2,0.791,0.5,1.0,1.4,5.4,0.9,0.1,2.1,5.0,1984-85,0.5,0.11,,0
Dudley Bradley,WSB,73.0,16.9,1.9,4.1,0.475,0.3,0.313,1.7,0.519,0.508,0.7,1.1,0.684,0.5,1.4,1.8,2.4,1.3,0.3,1.2,4.9,1984-85,0.53,0.09,,0
Frank Brickowski,SEA,78.0,14.3,1.9,3.9,0.492,0.0,0.0,1.9,0.498,0.492,1.1,1.6,0.669,1.0,2.4,3.3,1.3,0.4,0.2,1.3,4.9,1984-85,0.53,0.08,,0
Bob Hansen,UTA,54.0,12.0,2.0,4.2,0.489,0.0,0.143,2.0,0.5,0.491,0.7,1.3,0.556,0.4,0.9,1.3,1.4,0.5,0.0,0.9,4.8,1984-85,0.5,0.08,,0
George Johnson,PHI,55.0,13.7,1.9,4.8,0.407,0.0,0.1,1.9,0.419,0.409,0.9,1.0,0.875,0.9,2.1,3.0,0.7,0.6,0.3,0.9,4.8,1984-85,0.46,0.1,,0
Charles Pittman,PHO,68.0,14.7,1.6,3.3,0.471,0.0,0.0,1.6,0.476,0.471,1.6,2.1,0.747,1.3,2.0,3.3,1.0,0.3,0.3,1.5,4.8,1984-85,0.57,0.09,,0
Clemon Johnson,PHI,58.0,15.1,2.0,4.1,0.498,0.0,0.0,2.0,0.5,0.498,0.6,0.8,0.735,1.6,2.2,3.8,0.6,0.3,0.8,0.7,4.7,1984-85,0.53,0.12,,0
Brook Steppe,DET,54.0,9.0,1.5,3.3,0.466,0.0,0.0,1.5,0.469,0.466,1.6,1.9,0.837,0.5,0.6,1.1,0.7,0.3,0.1,0.8,4.7,1984-85,0.57,0.07,,0
Rory White,LAC,80.0,13.8,1.8,3.5,0.516,0.0,,1.8,0.516,0.516,1.1,1.6,0.692,1.2,1.3,2.4,0.4,0.4,0.3,1.1,4.7,1984-85,0.56,0.06,,0
Jeff Cook,2TM,72.0,17.9,1.9,3.9,0.495,0.0,0.0,1.9,0.496,0.495,0.7,0.9,0.734,1.7,2.7,4.4,0.9,0.4,0.3,0.7,4.5,1984-85,0.52,0.11,,0
Charlie Criss,ATL,4.0,28.8,1.8,4.3,0.412,0.0,0.0,1.8,0.467,0.412,1.0,1.5,0.667,0.5,3.0,3.5,5.5,0.8,0.0,2.8,4.5,1984-85,0.45,2.12,,0
Rod Higgins,CHI,68.0,13.9,1.8,4.0,0.441,0.1,0.27,1.6,0.468,0.459,0.9,1.3,0.667,0.8,1.4,2.2,1.1,0.3,0.2,0.7,4.5,1984-85,0.49,0.07,,0
Joe Meriweather,KCK,76.0,14.0,1.6,3.2,0.498,0.0,0.5,1.6,0.498,0.5,1.3,1.6,0.774,1.2,2.2,3.5,0.4,0.2,0.4,0.7,4.5,1984-85,0.58,0.08,,0
Peter Thibeaux,GSW,51.0,9.0,1.8,3.8,0.482,0.0,0.0,1.8,0.487,0.482,0.8,1.3,0.642,0.6,0.8,1.4,0.3,0.2,0.3,0.7,4.5,1984-85,0.51,0.07,,0
Othell Wilson,GSW,74.0,17.0,1.8,3.9,0.46,0.0,0.188,1.8,0.476,0.466,0.7,1.0,0.711,0.5,1.3,1.8,2.9,1.0,0.2,1.3,4.4,1984-85,0.51,0.09,,0
Steve Burtt,GSW,47.0,8.9,1.5,4.0,0.383,0.0,0.0,1.5,0.385,0.383,1.1,1.6,0.688,0.2,0.4,0.6,0.4,0.4,0.1,0.7,4.2,1984-85,0.45,0.04,,0
Lancaster Gordon,LAC,63.0,10.8,1.7,4.6,0.383,0.0,0.222,1.7,0.388,0.387,0.6,0.8,0.755,0.4,0.6,1.0,1.4,0.5,0.1,1.1,4.1,1984-85,0.41,0.05,,0
Walker Russell,ATL,21.0,18.0,1.6,3.0,0.54,0.0,1.0,1.6,0.532,0.548,0.7,0.8,0.824,0.4,1.5,1.9,3.1,0.8,0.2,1.9,4.0,1984-85,0.6,0.31,,0
Mark West,2TM,66.0,13.5,1.6,2.9,0.546,0.0,0.0,1.6,0.549,0.546,0.7,1.3,0.494,1.4,2.4,3.8,0.2,0.2,0.7,0.9,3.9,1984-85,0.56,0.09,,0
Kenny Fields,MIL,51.0,10.5,1.6,3.7,0.44,0.0,,1.6,0.44,0.44,0.5,0.7,0.75,0.8,0.8,1.6,0.7,0.2,0.2,0.6,3.8,1984-85,0.47,0.07,,0
Scott Hastings,ATL,64.0,12.9,1.4,2.9,0.473,0.0,,1.4,0.473,0.473,1.0,1.3,0.778,0.9,1.6,2.5,0.7,0.4,0.4,0.8,3.8,1984-85,0.55,0.08,,0
Rich Kelley,UTA,77.0,16.6,1.3,2.8,0.477,0.0,0.0,1.3,0.481,0.477,1.1,1.5,0.75,1.5,3.0,4.5,1.6,0.5,0.4,1.6,3.8,1984-85,0.55,0.09,,0
Gary Plummer,GSW,66.0,10.6,1.4,3.5,0.397,0.0,0.25,1.4,0.399,0.399,1.0,1.4,0.707,0.8,1.2,2.0,0.4,0.2,0.2,0.8,3.8,1984-85,0.46,0.05,,0
Larry Micheaux,2TM,57.0,9.9,1.6,2.8,0.58,0.0,0.0,1.6,0.591,0.58,0.5,0.8,0.674,1.1,1.4,2.5,0.5,0.4,0.4,0.6,3.7,1984-85,0.59,0.09,,0
Jerry Eaves,ATL,3.0,12.3,1.0,2.0,0.5,0.0,,1.0,0.5,0.5,1.7,2.0,0.833,0.0,0.0,0.0,1.3,0.0,0.0,1.3,3.7,1984-85,0.64,0.8,,0
Ozell Jones,SAS,67.0,13.3,1.6,2.7,0.589,0.0,0.0,1.6,0.592,0.589,0.5,1.2,0.398,1.0,2.6,3.6,0.8,0.4,0.9,0.9,3.7,1984-85,0.57,0.1,,0
Bryan Warrick,LAC,58.0,12.3,1.5,3.0,0.491,0.0,0.25,1.4,0.497,0.494,0.8,1.0,0.772,0.2,0.8,1.0,2.6,0.4,0.1,1.2,3.7,1984-85,0.54,0.08,,0
Danny Schayes,DEN,56.0,9.7,1.1,2.3,0.465,0.0,,1.1,0.465,0.465,1.4,1.7,0.814,0.9,1.7,2.6,0.7,0.4,0.4,0.8,3.6,1984-85,0.59,0.1,,0
