Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Zion Williamson,NOP,24.0,27.8,8.8,15.0,0.583,0.3,0.429,8.5,0.59,0.592,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,22.5,2019-20,0.62,0.86
CJ McCollum,POR,70.0,36.5,8.7,19.4,0.451,2.8,0.379,6.0,0.494,0.522,2.0,2.6,0.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,22.2,2019-20,0.54,0.27
DeMar DeRozan,SAS,68.0,34.1,8.2,15.4,0.531,0.1,0.257,8.1,0.54,0.535,5.6,6.6,0.845,0.6,4.9,5.5,5.6,1.0,0.3,2.4,22.1,2019-20,0.6,0.35
Andrew Wiggins,2TM,54.0,34.4,8.1,18.1,0.447,2.1,0.332,6.0,0.506,0.504,3.5,5.0,0.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,21.8,2019-20,0.54,0.34
John Collins,ATL,41.0,33.2,8.6,14.8,0.583,1.4,0.401,7.2,0.642,0.632,2.9,3.7,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,21.6,2019-20,0.66,0.65
Paul George,LAC,48.0,29.6,7.1,16.3,0.439,3.3,0.412,3.9,0.464,0.539,4.0,4.5,0.876,0.5,5.2,5.7,3.9,1.4,0.4,2.6,21.5,2019-20,0.59,0.43
De'Aaron Fox,SAC,51.0,32.0,7.7,16.0,0.48,1.1,0.292,6.6,0.535,0.513,4.7,6.7,0.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,21.1,2019-20,0.56,0.4
Khris Middleton,MIL,62.0,29.9,7.6,15.3,0.497,2.4,0.415,5.2,0.546,0.575,3.4,3.7,0.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,20.9,2019-20,0.62,0.36
Stephen Curry,GSW,5.0,27.8,6.6,16.4,0.402,2.4,0.245,4.2,0.636,0.476,5.2,5.2,1.0,0.8,4.4,5.2,6.6,1.0,0.4,3.2,20.8,2019-20,0.56,4.2
Collin Sexton,CLE,65.0,33.0,7.9,16.7,0.472,1.5,0.38,6.4,0.501,0.517,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,20.8,2019-20,0.56,0.25
Spencer Dinwiddie,BRK,64.0,31.2,6.6,16.0,0.415,1.9,0.308,4.7,0.485,0.476,5.4,7.0,0.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,20.6,2019-20,0.54,0.28
Kristaps Porziņģis,DAL,57.0,31.8,7.0,16.4,0.427,2.5,0.352,4.5,0.484,0.503,4.0,5.0,0.799,1.8,7.7,9.5,1.8,0.7,2.0,1.6,20.4,2019-20,0.55,0.39
Kemba Walker,BOS,56.0,31.1,6.8,15.9,0.425,3.2,0.381,3.5,0.476,0.526,3.7,4.3,0.864,0.6,3.2,3.9,4.8,0.9,0.5,2.1,20.4,2019-20,0.57,0.33
Jaylen Brown,BOS,57.0,33.9,7.5,15.6,0.481,2.3,0.382,5.2,0.543,0.554,3.1,4.3,0.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,20.3,2019-20,0.58,0.33
Bojan Bogdanović,UTA,63.0,33.1,6.6,14.8,0.447,3.0,0.414,3.6,0.479,0.548,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,20.2,2019-20,0.6,0.25
Jimmy Butler,MIA,58.0,33.8,5.9,13.1,0.455,0.5,0.244,5.4,0.495,0.474,7.6,9.1,0.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,19.9,2019-20,0.58,0.42
Nikola Jokić,DEN,73.0,32.0,7.7,14.7,0.528,1.1,0.314,6.6,0.594,0.565,3.4,4.1,0.817,2.3,7.5,9.7,7.0,1.2,0.6,3.1,19.9,2019-20,0.6,0.38
T.J. Warren,IND,67.0,32.9,8.0,14.9,0.536,1.4,0.403,6.6,0.575,0.581,2.5,3.0,0.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,19.8,2019-20,0.61,0.28
Tobias Harris,PHI,72.0,34.3,7.7,16.3,0.471,1.8,0.367,5.9,0.517,0.527,2.4,3.0,0.806,1.0,5.9,6.9,3.2,0.7,0.6,1.4,19.6,2019-20,0.56,0.28
Nikola Vučević,ORL,62.0,32.2,8.0,16.7,0.477,1.6,0.339,6.4,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,19.6,2019-20,0.55,0.4
Julius Randle,NYK,64.0,32.5,7.2,15.7,0.46,1.0,0.277,6.2,0.515,0.492,4.0,5.5,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,19.5,2019-20,0.54,0.32
Kyle Lowry,TOR,58.0,36.2,5.8,13.8,0.416,2.8,0.352,2.9,0.504,0.518,5.1,5.9,0.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,19.4,2019-20,0.59,0.38
Buddy Hield,SAC,72.0,30.8,6.9,16.1,0.429,3.8,0.394,3.2,0.479,0.545,1.6,1.9,0.846,0.8,3.8,4.6,3.0,0.9,0.2,2.3,19.2,2019-20,0.57,0.22
Jrue Holiday,NOP,61.0,34.7,7.5,16.5,0.455,2.0,0.353,5.5,0.509,0.516,2.1,3.0,0.709,1.3,3.5,4.8,6.7,1.6,0.8,3.0,19.1,2019-20,0.54,0.33
Shai Gilgeous-Alexander,OKC,70.0,34.7,6.8,14.5,0.471,1.2,0.347,5.6,0.512,0.514,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,19.0,2019-20,0.57,0.28
LaMarcus Aldridge,SAS,53.0,33.1,7.4,15.0,0.493,1.2,0.389,6.2,0.519,0.532,3.0,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,18.9,2019-20,0.57,0.4
Dennis Schröder,OKC,65.0,30.8,7.0,14.8,0.469,1.9,0.385,5.0,0.513,0.534,3.0,3.6,0.839,0.3,3.3,3.6,4.0,0.7,0.2,2.6,18.9,2019-20,0.58,0.25
Danilo Gallinari,OKC,62.0,29.6,5.8,13.2,0.438,2.9,0.405,2.9,0.476,0.547,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,18.7,2019-20,0.61,0.28
Caris LeVert,BRK,45.0,29.6,6.9,16.3,0.425,1.8,0.364,5.1,0.451,0.48,3.1,4.4,0.711,1.1,3.1,4.2,4.4,1.2,0.2,2.6,18.7,2019-20,0.51,0.34
Kelly Oubre Jr.,PHO,56.0,34.5,6.7,14.8,0.452,1.9,0.352,4.7,0.511,0.517,3.4,4.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,18.7,2019-20,0.56,0.32
Montrezl Harrell,LAC,63.0,27.8,7.5,12.9,0.58,0.0,0.0,7.5,0.593,0.58,3.7,5.6,0.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,18.6,2019-20,0.61,0.32
Evan Fournier,ORL,66.0,31.5,6.6,14.1,0.467,2.6,0.399,4.0,0.527,0.56,2.7,3.3,0.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,18.5,2019-20,0.59,0.24
Jamal Murray,DEN,59.0,32.3,6.9,15.2,0.456,1.9,0.346,5.0,0.519,0.519,2.8,3.1,0.881,0.8,3.2,4.0,4.8,1.1,0.3,2.2,18.5,2019-20,0.56,0.3
Domantas Sabonis,IND,62.0,34.8,7.4,13.7,0.54,0.3,0.254,7.1,0.565,0.55,3.5,4.8,0.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,18.5,2019-20,0.58,0.43
Deandre Ayton,PHO,38.0,32.5,8.2,14.9,0.546,0.1,0.231,8.1,0.553,0.548,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,18.2,2019-20,0.57,0.64
Devonte' Graham,CHO,63.0,35.1,5.8,15.3,0.382,3.5,0.373,2.4,0.397,0.495,3.0,3.7,0.82,0.7,2.7,3.4,7.5,1.0,0.2,2.9,18.2,2019-20,0.54,0.27
Lou Williams,LAC,65.0,28.7,6.0,14.4,0.418,1.7,0.352,4.3,0.451,0.477,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,18.2,2019-20,0.55,0.24
Derrick Rose,DET,50.0,26.0,7.4,15.1,0.49,0.9,0.306,6.5,0.535,0.52,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,18.1,2019-20,0.55,0.33
Terry Rozier,CHO,63.0,34.3,6.3,14.9,0.423,2.7,0.407,3.6,0.436,0.514,2.6,3.0,0.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,18.0,2019-20,0.55,0.26
Ja Morant,MEM,67.0,31.0,6.7,14.0,0.477,0.9,0.335,5.8,0.511,0.509,3.6,4.6,0.776,0.8,3.1,3.9,7.3,0.9,0.3,3.3,17.8,2019-20,0.56,0.28
Andre Drummond,2TM,57.0,33.0,7.3,13.8,0.533,0.1,0.143,7.2,0.551,0.536,3.0,5.2,0.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,17.7,2019-20,0.55,0.47
Kevin Love,CLE,56.0,31.8,5.8,13.0,0.45,2.6,0.374,3.2,0.537,0.55,3.3,3.9,0.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,17.6,2019-20,0.6,0.38
Jusuf Nurkić,POR,8.0,31.6,6.8,13.6,0.495,0.3,0.2,6.5,0.525,0.505,3.9,4.4,0.886,2.9,7.4,10.3,4.0,1.4,2.0,2.4,17.6,2019-20,0.57,3.2
Chris Paul,OKC,70.0,31.5,6.2,12.7,0.489,1.6,0.365,4.6,0.554,0.552,3.6,4.0,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,17.6,2019-20,0.61,0.31
Fred VanVleet,TOR,54.0,35.7,5.9,14.3,0.413,2.7,0.39,3.2,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,17.6,2019-20,0.55,0.35
Gordon Hayward,BOS,52.0,33.5,6.7,13.5,0.5,1.6,0.383,5.1,0.554,0.561,2.4,2.8,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,17.5,2019-20,0.59,0.39
Jaren Jackson Jr.,MEM,57.0,28.5,6.2,13.2,0.469,2.5,0.394,3.6,0.54,0.565,2.4,3.3,0.747,1.0,3.6,4.6,1.4,0.7,1.6,1.7,17.4,2019-20,0.59,0.28
Marcus Morris,2TM,62.0,31.2,5.7,13.1,0.438,2.3,0.408,3.4,0.461,0.526,2.9,3.5,0.823,1.0,4.1,5.0,1.4,0.8,0.5,1.6,16.7,2019-20,0.57,0.24
Malcolm Brogdon,IND,54.0,30.9,6.0,13.8,0.438,1.4,0.326,4.6,0.488,0.489,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,16.5,2019-20,0.54,0.35
Ben Simmons,PHI,57.0,35.4,6.6,11.4,0.58,0.0,0.286,6.5,0.583,0.581,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,16.4,2019-20,0.6,0.43
Dillon Brooks,MEM,73.0,28.9,6.0,14.6,0.407,2.0,0.358,3.9,0.438,0.476,2.2,2.8,0.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,16.2,2019-20,0.51,0.16
Goran Dragić,MIA,59.0,28.2,5.4,12.3,0.441,2.1,0.367,3.3,0.505,0.526,3.2,4.2,0.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,16.2,2019-20,0.57,0.26
Norman Powell,TOR,52.0,28.4,5.7,11.5,0.495,2.1,0.399,3.6,0.575,0.586,2.5,2.9,0.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,16.0,2019-20,0.63,0.3
Bam Adebayo,MIA,72.0,33.6,6.1,11.0,0.557,0.0,0.143,6.1,0.564,0.558,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,15.9,2019-20,0.6,0.34
Tim Hardaway Jr.,DAL,71.0,29.5,5.4,12.5,0.434,2.9,0.398,2.5,0.485,0.55,2.1,2.6,0.819,0.4,2.9,3.3,1.9,0.6,0.1,1.0,15.8,2019-20,0.58,0.18
Luke Kennard,DET,28.0,32.9,5.4,12.2,0.442,2.6,0.399,2.8,0.491,0.548,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,15.8,2019-20,0.59,0.55
Blake Griffin,DET,18.0,28.4,4.9,13.9,0.352,1.5,0.243,3.4,0.439,0.406,4.2,5.4,0.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,15.5,2019-20,0.48,0.66
Hassan Whiteside,POR,67.0,30.0,6.5,10.5,0.621,0.1,0.571,6.4,0.622,0.624,2.4,3.6,0.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,15.5,2019-20,0.64,0.4
Carmelo Anthony,POR,58.0,32.8,5.8,13.5,0.43,1.5,0.385,4.3,0.448,0.485,2.3,2.8,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,15.4,2019-20,0.52,0.25
Dāvis Bertāns,WAS,54.0,29.3,4.9,11.3,0.434,3.7,0.424,1.2,0.471,0.598,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,15.4,2019-20,0.63,0.28
Serge Ibaka,TOR,55.0,27.0,6.2,12.2,0.512,1.3,0.385,5.0,0.559,0.564,1.6,2.3,0.718,2.1,6.1,8.2,1.4,0.5,0.8,2.0,15.4,2019-20,0.58,0.32
Kendrick Nunn,MIA,67.0,29.3,6.0,13.6,0.439,2.0,0.35,3.9,0.505,0.514,1.3,1.5,0.85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,15.3,2019-20,0.54,0.19
JJ Redick,NOP,60.0,26.4,4.8,10.5,0.453,3.0,0.453,1.8,0.453,0.596,2.8,3.1,0.892,0.2,2.4,2.5,2.0,0.3,0.2,1.3,15.3,2019-20,0.64,0.22
Jordan Clarkson,2TM,71.0,24.0,5.5,12.2,0.454,2.1,0.368,3.4,0.533,0.542,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,15.2,2019-20,0.58,0.17
Will Barton,DEN,58.0,33.0,5.7,12.7,0.45,1.9,0.375,3.9,0.498,0.523,1.8,2.3,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,15.1,2019-20,0.55,0.31
Bogdan Bogdanović,SAC,61.0,29.0,5.5,12.6,0.44,2.7,0.372,2.8,0.532,0.547,1.4,1.9,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,15.1,2019-20,0.56,0.23
Rudy Gobert,UTA,68.0,34.3,5.7,8.2,0.693,0.0,,5.7,0.693,0.693,3.7,5.9,0.63,3.4,10.1,13.5,1.5,0.8,2.0,1.9,15.1,2019-20,0.7,0.39
Alec Burks,2TM,66.0,26.6,4.9,11.6,0.418,1.8,0.385,3.1,0.439,0.493,3.6,4.0,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,15.0,2019-20,0.56,0.23
Eric Bledsoe,MIL,61.0,27.0,5.5,11.5,0.475,1.2,0.344,4.3,0.533,0.528,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,14.9,2019-20,0.57,0.28
Jonas Valančiūnas,MEM,70.0,26.4,6.2,10.6,0.585,0.5,0.352,5.7,0.617,0.606,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,14.9,2019-20,0.63,0.32
Lauri Markkanen,CHI,50.0,29.8,5.0,11.8,0.425,2.2,0.344,2.8,0.518,0.517,2.5,3.1,0.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,14.7,2019-20,0.56,0.3
Terrence Ross,ORL,69.0,27.4,4.9,12.3,0.403,2.6,0.351,2.4,0.48,0.508,2.3,2.7,0.853,0.2,3.0,3.2,1.2,1.1,0.3,1.0,14.7,2019-20,0.54,0.17
Harrison Barnes,SAC,72.0,34.5,5.1,11.0,0.46,1.4,0.381,3.7,0.501,0.525,3.0,3.7,0.801,1.1,3.9,4.9,2.2,0.6,0.2,1.2,14.5,2019-20,0.57,0.2
Joe Harris,BRK,69.0,30.8,5.5,11.4,0.486,2.5,0.424,3.0,0.553,0.596,0.9,1.3,0.719,0.9,3.4,4.3,2.1,0.6,0.2,1.5,14.5,2019-20,0.61,0.2
Victor Oladipo,IND,19.0,27.8,5.1,12.9,0.394,1.7,0.317,3.4,0.451,0.461,2.5,3.1,0.814,0.5,3.5,3.9,2.9,0.9,0.2,2.5,14.5,2019-20,0.51,0.61
Mike Conley,UTA,47.0,29.0,4.9,12.1,0.409,2.0,0.375,2.9,0.437,0.494,2.4,3.0,0.827,0.7,2.5,3.2,4.4,0.8,0.1,2.0,14.4,2019-20,0.54,0.28
Aaron Gordon,ORL,62.0,32.5,5.4,12.4,0.437,1.2,0.308,4.2,0.494,0.484,2.4,3.6,0.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,14.4,2019-20,0.51,0.28
Eric Gordon,HOU,36.0,28.2,4.8,12.9,0.369,2.7,0.317,2.1,0.469,0.473,2.3,3.0,0.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,14.4,2019-20,0.51,0.25
RJ Barrett,NYK,56.0,30.4,5.2,13.0,0.402,1.1,0.32,4.1,0.432,0.445,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,14.3,2019-20,0.48,0.21
Marvin Bagley III,SAC,13.0,25.7,6.0,12.8,0.467,0.3,0.182,5.7,0.51,0.479,1.9,2.4,0.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,14.2,2019-20,0.51,1.17
Jabari Parker,2TM,38.0,24.1,5.8,11.3,0.51,0.8,0.269,4.9,0.603,0.548,1.6,2.1,0.753,1.6,4.0,5.6,1.8,1.2,0.4,1.7,14.0,2019-20,0.57,0.4
Eric Paschall,GSW,60.0,27.6,5.3,10.7,0.497,0.6,0.287,4.7,0.55,0.526,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,14.0,2019-20,0.57,0.23
Clint Capela,HOU,39.0,32.8,6.3,9.9,0.629,0.0,,6.3,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,13.9,2019-20,0.63,0.64
Josh Richardson,PHI,55.0,30.8,5.1,11.7,0.43,1.5,0.341,3.5,0.486,0.496,2.1,2.6,0.809,0.7,2.4,3.2,2.9,0.9,0.7,1.9,13.7,2019-20,0.53,0.23
Rui Hachimura,WAS,48.0,30.1,5.3,11.4,0.466,0.5,0.287,4.8,0.5,0.489,2.4,2.9,0.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,13.5,2019-20,0.53,0.31
Tyler Herro,MIA,55.0,27.4,4.9,11.5,0.428,2.1,0.389,2.8,0.462,0.52,1.6,1.8,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,13.5,2019-20,0.55,0.22
Duncan Robinson,MIA,73.0,29.7,4.4,9.4,0.47,3.7,0.446,0.7,0.654,0.667,0.9,1.0,0.931,0.1,3.0,3.2,1.4,0.5,0.3,1.0,13.5,2019-20,0.69,0.18
Thomas Bryant,WAS,46.0,24.9,5.3,9.1,0.581,0.8,0.407,4.5,0.63,0.626,1.9,2.5,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,13.2,2019-20,0.65,0.4
Coby White,CHI,65.0,25.8,4.8,12.2,0.394,2.0,0.354,2.8,0.43,0.478,1.6,2.0,0.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,13.2,2019-20,0.5,0.17
Christian Wood,DET,62.0,21.4,4.6,8.2,0.567,0.9,0.386,3.8,0.636,0.62,2.9,3.9,0.744,1.7,4.6,6.3,1.0,0.5,0.9,1.4,13.1,2019-20,0.66,0.25
Miles Bridges,CHO,65.0,30.7,4.9,11.6,0.424,1.5,0.33,3.4,0.486,0.489,1.6,2.0,0.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,13.0,2019-20,0.52,0.2
Ricky Rubio,PHO,65.0,31.0,4.4,10.6,0.415,1.2,0.361,3.2,0.439,0.471,3.0,3.5,0.863,0.7,4.0,4.7,8.8,1.4,0.2,2.7,13.0,2019-20,0.54,0.29
Marcus Smart,BOS,60.0,32.0,4.3,11.4,0.375,2.3,0.347,2.0,0.415,0.476,2.1,2.5,0.836,0.7,3.1,3.8,4.9,1.7,0.5,1.7,12.9,2019-20,0.52,0.24
Kyle Kuzma,LAL,61.0,25.0,4.8,11.0,0.436,1.4,0.316,3.4,0.518,0.5,1.9,2.5,0.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,12.8,2019-20,0.53,0.18
Damion Lee,GSW,49.0,29.0,4.3,10.4,0.417,1.7,0.356,2.6,0.471,0.5,2.2,2.6,0.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,12.7,2019-20,0.55,0.28
Jeremy Lamb,IND,46.0,28.1,4.7,10.4,0.451,1.2,0.335,3.5,0.508,0.506,2.0,2.4,0.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,12.5,2019-20,0.55,0.29
Robert Covington,2TM,70.0,30.5,4.4,10.3,0.422,2.3,0.335,2.1,0.593,0.533,1.4,1.8,0.798,0.9,5.7,6.6,1.3,1.6,1.3,1.5,12.4,2019-20,0.56,0.22
Seth Curry,DAL,64.0,24.6,4.4,9.0,0.495,2.3,0.452,2.2,0.549,0.621,1.3,1.5,0.825,0.4,1.8,2.3,1.9,0.6,0.1,1.0,12.4,2019-20,0.64,0.18
Darius Garland,CLE,59.0,30.9,4.7,11.8,0.401,1.8,0.355,3.0,0.434,0.476,1.1,1.2,0.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,12.3,2019-20,0.5,0.15
Richaun Holmes,SAC,44.0,28.2,5.1,7.8,0.648,0.0,,5.1,0.648,0.648,2.1,2.7,0.788,2.9,5.3,8.1,1.0,0.9,1.3,1.2,12.3,2019-20,0.68,0.43
De'Andre Hunter,ATL,63.0,32.0,4.4,10.8,0.41,1.7,0.355,2.7,0.454,0.489,1.7,2.3,0.764,0.7,3.8,4.5,1.8,0.7,0.3,1.6,12.3,2019-20,0.52,0.17
Kevin Huerter,ATL,56.0,31.4,4.5,10.9,0.413,2.3,0.38,2.2,0.453,0.517,0.9,1.1,0.828,0.6,3.4,4.1,3.8,0.9,0.5,1.6,12.2,2019-20,0.54,0.24
Isaiah Thomas,WAS,40.0,23.1,4.4,10.7,0.408,2.0,0.413,2.4,0.405,0.5,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,12.2,2019-20,0.53,0.24
P.J. Washington,CHO,58.0,30.3,4.6,10.2,0.455,1.5,0.374,3.1,0.507,0.528,1.5,2.3,0.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,12.2,2019-20,0.54,0.23
Brandon Clarke,MEM,58.0,22.4,5.1,8.3,0.618,0.4,0.359,4.7,0.658,0.642,1.5,1.9,0.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,12.1,2019-20,0.66,0.28
Markelle Fultz,ORL,72.0,27.7,5.0,10.7,0.465,0.5,0.267,4.5,0.507,0.488,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,12.1,2019-20,0.52,0.19
