Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Taurean Prince,BRK,64.0,29.0,4.3,11.5,0.376,2.3,0.339,2.1,0.429,0.475,1.1,1.4,0.798,0.8,5.2,6.0,1.8,0.9,0.4,2.0,12.1,2019-20,0.5,0.18
Myles Turner,IND,62.0,29.5,4.3,9.5,0.457,1.4,0.344,2.9,0.54,0.53,2.0,2.7,0.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,12.1,2019-20,0.57,0.25
Jerami Grant,DEN,71.0,26.6,4.3,8.9,0.478,1.4,0.389,2.9,0.537,0.555,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,12.0,2019-20,0.59,0.17
Brook Lopez,MIL,68.0,26.7,4.3,9.9,0.435,1.5,0.314,2.8,0.549,0.511,1.9,2.2,0.836,0.9,3.7,4.6,1.5,0.7,2.4,1.0,12.0,2019-20,0.55,0.21
Tristan Thompson,CLE,57.0,30.2,5.1,9.9,0.512,0.2,0.391,4.9,0.518,0.52,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,12.0,2019-20,0.54,0.32
Reggie Jackson,2TM,31.0,24.0,4.3,10.5,0.411,1.8,0.393,2.5,0.425,0.498,1.5,1.7,0.833,0.5,2.4,3.0,4.1,0.4,0.2,1.6,11.9,2019-20,0.53,0.37
Al Horford,PHI,67.0,30.2,4.8,10.6,0.45,1.5,0.35,3.3,0.516,0.52,0.9,1.2,0.763,1.5,5.3,6.8,4.0,0.8,0.9,1.2,11.9,2019-20,0.53,0.26
Jonathan Isaac,ORL,34.0,28.8,4.6,9.8,0.47,0.9,0.34,3.6,0.521,0.518,1.8,2.3,0.779,1.7,5.1,6.8,1.4,1.6,2.3,1.4,11.9,2019-20,0.55,0.5
Otto Porter Jr.,CHI,14.0,23.6,4.4,10.0,0.443,1.7,0.387,2.7,0.487,0.529,1.4,1.9,0.704,0.9,2.5,3.4,1.8,1.1,0.4,0.8,11.9,2019-20,0.55,0.84
Lonzo Ball,NOP,63.0,32.1,4.4,10.9,0.403,2.3,0.375,2.0,0.442,0.511,0.7,1.2,0.566,1.1,5.0,6.1,7.0,1.4,0.6,3.1,11.8,2019-20,0.52,0.27
Glenn Robinson III,2TM,62.0,28.8,4.6,9.5,0.486,1.2,0.391,3.4,0.534,0.552,1.2,1.4,0.86,1.3,3.0,4.4,1.5,0.9,0.3,0.9,11.7,2019-20,0.58,0.21
Patty Mills,SAS,66.0,22.5,3.9,9.1,0.431,2.3,0.382,1.6,0.533,0.56,1.5,1.7,0.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,11.6,2019-20,0.59,0.15
Paul Millsap,DEN,51.0,24.3,4.1,8.6,0.482,1.1,0.435,3.1,0.5,0.543,2.3,2.8,0.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,11.6,2019-20,0.59,0.27
Jordan McRae,3TM,37.0,21.2,4.0,9.9,0.407,1.2,0.357,2.8,0.433,0.469,2.2,2.9,0.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,11.5,2019-20,0.51,0.29
Jordan McRae,WAS,29.0,22.6,4.6,10.9,0.42,1.4,0.377,3.2,0.441,0.483,2.2,2.9,0.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,12.8,2019-20,0.53,0.42
Jordan McRae,DEN,4.0,8.0,0.5,1.5,0.333,0.5,0.5,0.0,0.0,0.5,0.8,1.0,0.75,0.3,1.0,1.3,1.0,0.5,0.3,0.0,2.3,2019-20,0.59,1.05
Jordan McRae,DET,4.0,24.5,3.5,10.8,0.326,0.8,0.188,2.8,0.407,0.36,4.0,5.5,0.727,0.0,3.8,3.8,1.8,0.0,0.0,1.3,11.8,2019-20,0.45,1.83
Aron Baynes,PHO,42.0,22.2,4.4,9.1,0.48,1.4,0.351,3.0,0.582,0.558,1.3,1.8,0.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,11.5,2019-20,0.58,0.31
Nemanja Bjelica,SAC,72.0,27.9,4.4,9.1,0.481,1.9,0.419,2.5,0.541,0.583,1.0,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,11.5,2019-20,0.6,0.22
Wendell Carter Jr.,CHI,43.0,29.2,4.3,8.0,0.534,0.1,0.207,4.1,0.564,0.542,2.6,3.5,0.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,11.3,2019-20,0.59,0.4
Derrick White,SAS,68.0,24.7,3.7,8.1,0.458,1.2,0.366,2.6,0.518,0.53,2.6,3.1,0.853,0.5,2.8,3.3,3.5,0.6,0.9,1.3,11.3,2019-20,0.6,0.2
Justise Winslow,MIA,11.0,32.0,4.5,11.7,0.388,0.5,0.222,4.0,0.431,0.411,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,11.3,2019-20,0.44,1.15
Malik Beasley,2TM,55.0,22.0,4.1,9.7,0.425,1.9,0.388,2.2,0.465,0.525,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,11.2,2019-20,0.55,0.17
Bryn Forbes,SAS,63.0,25.1,3.8,9.2,0.417,2.3,0.388,1.5,0.47,0.544,1.2,1.4,0.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,11.2,2019-20,0.57,0.14
Dion Waiters,2TM,10.0,20.7,4.1,9.9,0.414,1.5,0.319,2.6,0.5,0.49,1.4,1.7,0.824,0.2,2.2,2.4,2.0,0.4,0.6,1.6,11.1,2019-20,0.52,0.88
Jarrett Allen,BRK,70.0,26.5,4.3,6.6,0.649,0.0,0.0,4.3,0.658,0.649,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,11.1,2019-20,0.67,0.28
Cody Zeller,CHO,58.0,23.1,4.3,8.3,0.524,0.3,0.24,4.0,0.577,0.543,2.1,3.1,0.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,11.1,2019-20,0.57,0.25
Rodney Hood,POR,21.0,29.5,4.1,8.2,0.506,1.7,0.493,2.5,0.515,0.608,1.0,1.3,0.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,11.0,2019-20,0.63,0.55
Mychal Mulder,GSW,7.0,29.1,3.7,9.6,0.388,2.3,0.308,1.4,0.667,0.507,1.3,1.7,0.75,0.4,2.9,3.3,1.1,0.3,0.1,0.7,11.0,2019-20,0.53,1.26
Cedi Osman,CLE,65.0,29.4,4.1,9.4,0.437,1.9,0.383,2.2,0.497,0.538,1.0,1.4,0.67,0.6,3.0,3.6,2.4,0.8,0.2,1.4,11.0,2019-20,0.55,0.17
Jeff Teague,2TM,59.0,24.8,3.6,8.3,0.436,0.7,0.368,2.9,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,10.9,2019-20,0.56,0.21
Steven Adams,OKC,63.0,26.7,4.5,7.6,0.592,0.0,0.333,4.5,0.594,0.593,1.9,3.2,0.582,3.3,6.0,9.3,2.3,0.8,1.1,1.5,10.9,2019-20,0.61,0.29
Dejounte Murray,SAS,66.0,25.6,4.5,9.7,0.462,0.6,0.369,3.8,0.481,0.494,1.4,1.7,0.798,1.0,4.8,5.8,4.1,1.7,0.3,1.9,10.9,2019-20,0.52,0.23
Cameron Payne,PHO,8.0,22.9,4.1,8.5,0.485,1.9,0.517,2.3,0.462,0.596,0.8,0.9,0.857,0.5,3.4,3.9,3.0,1.0,0.3,1.4,10.9,2019-20,0.61,1.65
Ish Smith,WAS,68.0,26.3,4.5,10.1,0.447,0.9,0.367,3.6,0.473,0.492,0.9,1.3,0.721,0.4,2.8,3.2,4.9,0.9,0.4,1.4,10.9,2019-20,0.51,0.19
Rudy Gay,SAS,67.0,21.8,4.0,8.9,0.446,1.1,0.336,2.9,0.511,0.508,1.8,2.0,0.882,0.9,4.5,5.4,1.7,0.5,0.5,1.3,10.8,2019-20,0.55,0.19
Dario Šarić,PHO,66.0,24.7,3.9,8.2,0.476,1.3,0.357,2.6,0.568,0.554,1.6,1.9,0.844,1.5,4.6,6.2,1.9,0.6,0.2,1.3,10.7,2019-20,0.59,0.21
OG Anunoby,TOR,69.0,29.9,4.1,8.2,0.505,1.3,0.39,2.9,0.583,0.584,1.0,1.5,0.706,1.2,4.1,5.3,1.6,1.4,0.7,1.1,10.6,2019-20,0.6,0.2
Jae Crowder,2TM,65.0,28.8,3.5,8.7,0.401,2.1,0.343,1.4,0.538,0.521,1.5,1.9,0.776,0.8,5.1,5.9,2.5,1.1,0.4,1.1,10.5,2019-20,0.55,0.21
D.J. Augustin,ORL,57.0,24.9,3.2,8.1,0.399,1.2,0.348,2.0,0.438,0.475,2.8,3.2,0.89,0.4,1.8,2.1,4.6,0.6,0.0,1.5,10.5,2019-20,0.55,0.19
Danuel House Jr.,HOU,63.0,30.4,3.7,8.6,0.427,2.0,0.363,1.6,0.549,0.546,1.2,1.4,0.811,0.9,3.3,4.2,1.3,1.1,0.5,0.9,10.5,2019-20,0.57,0.18
Cam Reddish,ATL,58.0,26.7,3.7,9.6,0.384,1.4,0.332,2.2,0.428,0.459,1.7,2.2,0.802,0.6,3.1,3.7,1.5,1.1,0.5,1.7,10.5,2019-20,0.5,0.16
Troy Brown Jr.,WAS,69.0,25.8,4.0,9.0,0.439,0.9,0.341,3.1,0.479,0.488,1.6,2.0,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,10.4,2019-20,0.53,0.19
Gary Harris,DEN,56.0,31.8,3.9,9.3,0.42,1.3,0.333,2.6,0.479,0.487,1.3,1.6,0.815,0.5,2.4,2.9,2.1,1.4,0.3,1.1,10.4,2019-20,0.52,0.18
Shabazz Napier,2TM,56.0,24.0,3.4,8.1,0.412,1.4,0.317,2.0,0.519,0.496,2.3,2.7,0.824,0.5,2.4,2.8,4.7,1.2,0.2,2.3,10.3,2019-20,0.55,0.21
Langston Galloway,DET,66.0,25.8,3.6,8.2,0.435,2.0,0.399,1.6,0.493,0.557,1.1,1.3,0.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,10.3,2019-20,0.59,0.15
Doug McDermott,IND,69.0,19.9,3.9,7.9,0.488,1.9,0.435,2.0,0.549,0.605,0.7,0.8,0.828,0.4,2.1,2.5,1.1,0.2,0.1,0.6,10.3,2019-20,0.62,0.14
Malik Monk,CHO,55.0,21.3,3.9,8.9,0.434,1.1,0.284,2.8,0.542,0.494,1.5,1.8,0.82,0.5,2.4,2.9,2.1,0.5,0.3,1.4,10.3,2019-20,0.53,0.17
Garrett Temple,BRK,62.0,27.9,3.6,9.5,0.378,2.0,0.329,1.5,0.473,0.486,1.1,1.4,0.805,0.5,3.0,3.5,2.5,0.8,0.5,1.0,10.3,2019-20,0.51,0.17
Thaddeus Young,CHI,64.0,24.9,4.2,9.4,0.448,1.2,0.356,3.0,0.501,0.513,0.7,1.1,0.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,10.3,2019-20,0.52,0.18
Josh Hart,NOP,65.0,27.0,3.5,8.2,0.423,1.9,0.342,1.6,0.584,0.537,1.3,1.8,0.739,0.9,5.6,6.5,1.7,1.0,0.4,1.2,10.1,2019-20,0.56,0.2
Ben McLemore,HOU,71.0,22.8,3.4,7.7,0.444,2.5,0.4,0.9,0.656,0.61,0.7,0.9,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,10.1,2019-20,0.62,0.12
Larry Nance Jr.,CLE,56.0,26.3,4.1,7.7,0.531,1.0,0.352,3.1,0.636,0.596,0.9,1.3,0.676,1.9,5.4,7.3,2.2,1.0,0.4,1.1,10.1,2019-20,0.61,0.28
Bobby Portis,NYK,66.0,21.1,4.0,8.9,0.45,1.0,0.358,3.0,0.493,0.507,1.1,1.4,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,10.1,2019-20,0.53,0.17
Elfrid Payton,NYK,45.0,27.7,4.3,9.8,0.439,0.3,0.203,4.0,0.482,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,10.0,2019-20,0.47,0.34
Kevin Porter Jr.,CLE,50.0,23.2,3.7,8.4,0.442,1.1,0.335,2.7,0.506,0.505,1.5,2.0,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,10.0,2019-20,0.54,0.19
Tomáš Satoranský,CHI,65.0,28.9,3.6,8.5,0.43,1.0,0.322,2.7,0.491,0.488,1.6,1.9,0.876,1.2,2.7,3.9,5.4,1.2,0.1,2.0,9.9,2019-20,0.53,0.2
Joe Ingles,UTA,72.0,29.7,3.4,7.7,0.445,2.0,0.399,1.5,0.525,0.572,1.0,1.3,0.787,0.4,3.5,3.9,5.2,0.9,0.2,2.0,9.8,2019-20,0.59,0.19
Furkan Korkmaz,PHI,72.0,21.7,3.4,7.8,0.43,2.0,0.402,1.4,0.478,0.557,1.1,1.4,0.755,0.3,2.1,2.3,1.1,0.6,0.2,0.8,9.8,2019-20,0.58,0.12
Markieff Morris,2TM,58.0,20.5,3.5,7.9,0.443,1.5,0.386,2.0,0.5,0.539,1.1,1.5,0.776,0.7,3.1,3.8,1.3,0.5,0.3,1.3,9.7,2019-20,0.57,0.16
Frank Kaminsky,PHO,39.0,19.9,3.5,7.9,0.45,1.1,0.331,2.5,0.53,0.516,1.6,2.3,0.678,0.9,3.6,4.5,1.9,0.4,0.3,0.9,9.7,2019-20,0.54,0.28
Mitchell Robinson,NYK,61.0,23.1,4.1,5.6,0.742,0.0,,4.1,0.742,0.742,1.4,2.4,0.568,3.0,4.0,7.0,0.6,0.9,2.0,0.6,9.7,2019-20,0.73,0.28
Dorian Finney-Smith,DAL,71.0,29.9,3.4,7.4,0.466,1.6,0.376,1.8,0.589,0.575,1.1,1.5,0.722,2.0,3.7,5.7,1.6,0.6,0.5,1.0,9.5,2019-20,0.59,0.18
Aaron Holiday,IND,66.0,24.5,3.5,8.5,0.414,1.3,0.394,2.2,0.427,0.491,1.1,1.3,0.851,0.3,2.0,2.4,3.4,0.8,0.2,1.3,9.5,2019-20,0.52,0.15
Jeff Green,2TM,48.0,20.0,3.3,7.2,0.462,1.3,0.339,2.0,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,9.4,2019-20,0.58,0.19
George Hill,MIL,59.0,21.5,3.3,6.4,0.516,1.4,0.46,1.9,0.565,0.624,1.4,1.7,0.842,0.8,2.2,3.0,3.1,0.8,0.1,1.0,9.4,2019-20,0.66,0.2
Shake Milton,PHI,40.0,20.1,3.4,6.9,0.484,1.5,0.43,1.9,0.535,0.588,1.3,1.6,0.785,0.4,1.8,2.2,2.6,0.5,0.2,1.2,9.4,2019-20,0.62,0.25
Dwight Powell,DAL,40.0,26.5,3.7,5.7,0.638,0.3,0.256,3.4,0.716,0.659,1.9,2.8,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,9.4,2019-20,0.68,0.36
Kentavious Caldwell-Pope,LAL,69.0,25.5,3.4,7.3,0.467,1.3,0.385,2.1,0.541,0.558,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,9.3,2019-20,0.58,0.13
Marquese Chriss,GSW,59.0,20.3,3.6,6.5,0.545,0.1,0.205,3.4,0.584,0.556,2.0,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,9.3,2019-20,0.61,0.24
Michael Porter Jr.,DEN,55.0,16.4,3.5,7.0,0.509,1.1,0.422,2.4,0.564,0.59,1.1,1.3,0.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,9.3,2019-20,0.61,0.2
Landry Shamet,LAC,53.0,27.4,3.0,7.4,0.404,2.1,0.375,0.9,0.495,0.546,1.2,1.4,0.855,0.1,1.8,1.9,1.9,0.4,0.2,0.8,9.3,2019-20,0.58,0.16
Jarrett Culver,MIN,63.0,23.9,3.7,9.0,0.404,1.0,0.299,2.6,0.471,0.462,0.9,1.9,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,9.2,2019-20,0.47,0.13
Donte DiVincenzo,MIL,66.0,23.0,3.5,7.7,0.455,1.3,0.336,2.3,0.567,0.536,1.0,1.3,0.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,9.2,2019-20,0.56,0.18
Daniel Theis,BOS,65.0,24.1,3.7,6.6,0.566,0.5,0.333,3.2,0.633,0.603,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,9.2,2019-20,0.62,0.23
Mikal Bridges,PHO,73.0,28.0,3.4,6.6,0.51,1.0,0.361,2.4,0.61,0.583,1.4,1.7,0.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,9.1,2019-20,0.62,0.17
Keldon Johnson,SAS,17.0,17.7,3.1,5.2,0.596,0.8,0.591,2.4,0.597,0.669,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,9.1,2019-20,0.72,0.64
Maxi Kleber,DAL,74.0,25.5,3.2,6.9,0.461,1.6,0.373,1.6,0.605,0.577,1.1,1.3,0.849,1.5,3.7,5.2,1.2,0.3,1.1,0.8,9.1,2019-20,0.61,0.16
Jake Layman,MIN,23.0,22.0,3.5,7.8,0.453,1.0,0.333,2.5,0.533,0.52,1.0,1.4,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1.0,9.1,2019-20,0.54,0.33
Derrick Favors,NOP,51.0,24.4,4.1,6.6,0.617,0.0,0.143,4.1,0.627,0.618,0.8,1.4,0.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,9.0,2019-20,0.62,0.35
Josh Jackson,MEM,22.0,17.3,3.2,7.2,0.44,1.0,0.319,2.1,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3.0,1.6,0.8,0.4,1.3,9.0,2019-20,0.55,0.4
Monte Morris,DEN,73.0,22.4,3.6,7.8,0.459,0.9,0.378,2.7,0.495,0.517,1.0,1.2,0.843,0.3,1.5,1.9,3.5,0.8,0.2,0.7,9.0,2019-20,0.54,0.14
Svi Mykhailiuk,DET,56.0,22.6,3.0,7.2,0.41,2.1,0.404,0.9,0.425,0.552,1.0,1.3,0.814,0.3,1.6,1.9,1.9,0.7,0.1,1.1,9.0,2019-20,0.58,0.14
Naz Reid,MIN,30.0,16.5,3.3,8.1,0.412,1.1,0.33,2.3,0.466,0.477,1.2,1.8,0.698,1.1,3.0,4.1,1.2,0.6,0.7,0.7,9.0,2019-20,0.51,0.32
Bruce Brown,DET,58.0,28.2,3.4,7.7,0.443,0.6,0.344,2.8,0.47,0.48,1.5,2.1,0.739,1.1,3.7,4.7,4.0,1.1,0.5,1.7,8.9,2019-20,0.52,0.22
Gary Trent Jr.,POR,61.0,21.8,3.2,7.2,0.444,1.8,0.418,1.4,0.486,0.571,0.6,0.7,0.822,0.4,1.2,1.6,1.0,0.8,0.3,0.3,8.9,2019-20,0.59,0.13
Kent Bazemore,2TM,68.0,24.8,2.9,7.9,0.375,1.2,0.344,1.7,0.4,0.453,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,8.8,2019-20,0.5,0.14
Cameron Johnson,PHO,57.0,22.0,3.1,7.1,0.435,1.9,0.39,1.2,0.526,0.565,0.8,1.0,0.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,8.8,2019-20,0.58,0.17
Jordan Poole,GSW,57.0,22.4,2.9,8.8,0.333,1.3,0.279,1.6,0.392,0.406,1.7,2.1,0.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,8.8,2019-20,0.45,0.11
Austin Rivers,HOU,68.0,23.4,3.1,7.4,0.421,1.4,0.356,1.7,0.498,0.517,1.1,1.6,0.703,0.4,2.2,2.6,1.7,0.7,0.1,0.7,8.8,2019-20,0.54,0.12
Grayson Allen,MEM,38.0,18.9,3.1,6.6,0.466,1.5,0.404,1.6,0.545,0.58,1.0,1.2,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,8.7,2019-20,0.61,0.21
Moritz Wagner,WAS,45.0,18.6,3.2,5.9,0.545,0.6,0.313,2.7,0.645,0.592,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,8.7,2019-20,0.64,0.25
Avery Bradley,LAL,49.0,24.2,3.5,7.8,0.444,1.3,0.364,2.2,0.51,0.526,0.4,0.5,0.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,8.6,2019-20,0.54,0.16
Josh Okogie,MIN,62.0,25.0,2.7,6.4,0.427,0.7,0.266,2.1,0.529,0.479,2.5,3.1,0.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,8.6,2019-20,0.55,0.17
Derrick Jones Jr.,MIA,59.0,23.3,3.1,5.9,0.527,0.6,0.28,2.5,0.677,0.58,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,8.5,2019-20,0.62,0.19
James Johnson,2TM,32.0,19.3,3.2,6.7,0.479,1.0,0.363,2.2,0.565,0.556,1.0,1.5,0.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,8.4,2019-20,0.57,0.33
Justin Holiday,IND,73.0,25.0,2.8,6.7,0.428,1.8,0.405,1.0,0.477,0.566,0.7,0.9,0.791,0.4,2.8,3.3,1.3,1.2,0.6,0.6,8.3,2019-20,0.58,0.14
DeAndre Jordan,BRK,56.0,22.0,3.4,5.1,0.666,0.0,,3.4,0.666,0.666,1.5,2.2,0.68,2.5,7.5,10.0,1.9,0.3,0.9,1.3,8.3,2019-20,0.68,0.32
E'Twaun Moore,NOP,56.0,18.2,3.3,7.8,0.426,1.1,0.377,2.2,0.456,0.498,0.6,0.8,0.689,0.6,1.8,2.3,1.4,0.6,0.2,0.7,8.3,2019-20,0.51,0.13
Jeremy Pargo,GSW,3.0,14.7,3.7,7.3,0.5,1.0,0.429,2.7,0.533,0.568,0.0,0.3,0.0,0.3,0.7,1.0,2.7,0.3,0.0,1.3,8.3,2019-20,0.56,2.37
Anfernee Simons,POR,70.0,20.7,3.1,7.7,0.399,1.1,0.332,2.0,0.448,0.469,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,8.3,2019-20,0.5,0.1
Ivica Zubac,LAC,72.0,18.4,3.3,5.3,0.613,0.0,0.0,3.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,8.3,2019-20,0.66,0.2
Jalen Brunson,DAL,57.0,17.9,3.2,6.8,0.466,0.8,0.358,2.4,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,8.2,2019-20,0.56,0.16
Kelly Olynyk,MIA,67.0,19.4,2.7,5.9,0.462,1.4,0.406,1.3,0.543,0.582,1.3,1.5,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,8.2,2019-20,0.62,0.16
Reggie Bullock,NYK,29.0,23.6,3.1,7.7,0.402,1.3,0.333,1.8,0.469,0.484,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,8.1,2019-20,0.51,0.26
Enes Freedom,BOS,58.0,16.9,3.4,6.0,0.572,0.0,0.143,3.4,0.581,0.573,1.2,1.7,0.707,2.8,4.6,7.4,1.0,0.4,0.7,1.0,8.1,2019-20,0.6,0.23
Jahlil Okafor,NOP,30.0,15.6,3.4,5.4,0.623,0.0,0.333,3.3,0.629,0.627,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,8.1,2019-20,0.64,0.34
Trevor Ariza,2TM,53.0,28.2,2.7,6.1,0.438,1.5,0.372,1.2,0.556,0.557,1.2,1.4,0.838,0.6,4.0,4.6,1.7,1.3,0.3,1.1,8.0,2019-20,0.6,0.21
Alex Len,2TM,55.0,17.6,3.2,5.8,0.555,0.3,0.271,2.9,0.619,0.58,1.2,1.9,0.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,8.0,2019-20,0.6,0.21
Danny Green,LAL,68.0,24.8,2.9,7.0,0.416,1.8,0.367,1.1,0.524,0.542,0.5,0.7,0.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,8.0,2019-20,0.55,0.14
Draymond Green,GSW,43.0,28.4,2.9,7.3,0.389,0.8,0.279,2.0,0.465,0.446,1.5,1.9,0.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,8.0,2019-20,0.49,0.36
Tony Snell,DET,59.0,27.8,2.9,6.5,0.445,1.7,0.402,1.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,8.0,2019-20,0.6,0.15
Sindarius Thornwell,NOP,2.0,17.5,3.0,5.5,0.545,1.0,0.5,2.0,0.571,0.636,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.5,0.5,1.0,8.0,2019-20,0.63,4.25
Patrick Beverley,LAC,51.0,26.3,2.9,6.7,0.431,1.6,0.388,1.3,0.496,0.548,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,7.9,2019-20,0.56,0.25
Chandler Hutchison,CHI,28.0,18.8,2.9,6.3,0.457,0.4,0.316,2.4,0.496,0.491,1.6,2.8,0.59,0.6,3.2,3.9,0.9,1.0,0.3,1.0,7.8,2019-20,0.52,0.3
Timothé Luwawu-Cabarrot,BRK,47.0,18.1,2.5,5.7,0.435,1.3,0.388,1.2,0.505,0.55,1.5,1.7,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,7.8,2019-20,0.6,0.16
J.J. Barea,DAL,29.0,15.5,2.9,7.1,0.411,1.1,0.376,1.8,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,7.7,2019-20,0.52,0.28
Jordan McLaughlin,MIN,30.0,19.7,2.9,5.9,0.489,1.0,0.382,1.9,0.569,0.57,0.9,1.3,0.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,7.6,2019-20,0.59,0.34
De'Anthony Melton,MEM,60.0,19.5,2.7,6.7,0.401,0.7,0.286,2.0,0.464,0.451,1.6,2.0,0.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,7.6,2019-20,0.5,0.17
Omari Spellman,GSW,49.0,18.1,2.6,6.0,0.431,0.9,0.391,1.7,0.454,0.503,1.5,1.9,0.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,7.6,2019-20,0.56,0.19
Terence Davis,TOR,72.0,16.8,2.8,6.1,0.456,1.3,0.388,1.5,0.541,0.564,0.7,0.8,0.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,7.5,2019-20,0.58,0.12
Marc Gasol,TOR,44.0,26.4,2.7,6.3,0.427,1.3,0.385,1.4,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,7.5,2019-20,0.55,0.31
Dwight Howard,LAL,69.0,18.9,2.9,4.0,0.729,0.0,0.6,2.9,0.732,0.735,1.6,3.1,0.514,2.5,4.9,7.3,0.7,0.4,1.1,1.2,7.5,2019-20,0.7,0.19
Trey Burke,2TM,33.0,15.8,2.8,6.3,0.45,1.0,0.427,1.9,0.463,0.526,0.7,0.9,0.793,0.5,1.0,1.5,2.5,0.5,0.1,0.6,7.4,2019-20,0.55,0.23
Bismack Biyombo,CHO,53.0,19.4,2.8,5.2,0.543,0.0,,2.8,0.543,0.543,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,7.4,2019-20,0.58,0.2
Ky Bowman,GSW,45.0,22.6,3.0,7.1,0.417,0.7,0.308,2.2,0.472,0.469,0.8,0.9,0.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,7.4,2019-20,0.49,0.19
