Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Kyle Macy,PHO,82.0,22.4,4.0,7.7,0.517,0.3,0.303,3.7,0.547,0.535,1.6,1.8,0.872,0.5,1.5,2.0,3.4,0.8,0.1,1.1,9.9,1982-83,0.58,0.14
Billy McKinney,DEN,68.0,22.9,3.9,8.0,0.487,0.0,0.0,3.9,0.494,0.487,2.0,2.5,0.814,0.3,1.5,1.8,4.2,0.6,0.1,1.5,9.8,1982-83,0.54,0.15
Wayne Cooper,POR,80.0,26.2,4.0,9.0,0.443,0.0,0.0,4.0,0.446,0.443,1.7,2.5,0.685,2.7,5.0,7.6,1.5,0.3,1.7,2.0,9.7,1982-83,0.48,0.16
Wally Walker,HOU,82.0,27.5,4.4,9.8,0.449,0.0,0.25,4.4,0.45,0.45,0.9,1.4,0.621,1.7,2.9,4.5,2.4,0.5,0.3,1.8,9.7,1982-83,0.47,0.12
Phil Hubbard,CLE,82.0,23.8,3.5,7.3,0.482,0.0,0.0,3.5,0.484,0.482,2.5,3.6,0.689,2.7,3.0,5.7,1.1,1.1,0.1,1.9,9.5,1982-83,0.53,0.13
Caldwell Jones,HOU,82.0,29.8,3.7,8.3,0.453,0.0,0.0,3.7,0.455,0.453,2.0,2.5,0.786,2.7,5.4,8.1,1.7,0.6,1.6,2.1,9.5,1982-83,0.51,0.17
Truck Robinson,NYK,81.0,30.0,4.0,8.7,0.462,0.0,,4.0,0.462,0.462,1.5,2.5,0.587,2.5,5.7,8.1,1.8,0.7,0.3,2.3,9.5,1982-83,0.48,0.15
Lewis Lloyd,GSW,73.0,18.5,4.0,7.8,0.518,0.0,0.25,4.0,0.52,0.519,1.4,1.9,0.719,1.1,2.5,3.6,1.8,0.8,0.4,1.6,9.4,1982-83,0.54,0.14
Jerry Eaves,UTA,82.0,19.4,3.4,7.0,0.487,0.0,0.125,3.4,0.492,0.488,2.4,3.0,0.81,0.4,1.1,1.5,2.6,0.6,0.0,1.9,9.3,1982-83,0.56,0.1
Jerry Sichting,IND,78.0,31.2,4.1,8.5,0.478,0.0,0.167,4.0,0.487,0.48,1.2,1.4,0.86,0.4,1.6,2.0,5.6,1.3,0.0,1.8,9.3,1982-83,0.51,0.15
Bobby Jones,PHI,74.0,23.6,3.4,6.2,0.543,0.0,0.0,3.4,0.545,0.543,2.2,2.8,0.793,1.4,3.3,4.6,1.9,1.1,1.2,1.5,9.0,1982-83,0.61,0.17
James Donaldson,SEA,82.0,21.8,3.5,6.0,0.583,0.0,,3.5,0.583,0.583,1.8,2.7,0.688,1.6,4.5,6.1,1.2,0.2,1.2,1.6,8.9,1982-83,0.62,0.15
Edgar Jones,2TM,77.0,21.5,3.1,6.2,0.495,0.0,0.222,3.1,0.5,0.497,2.6,3.7,0.703,1.8,4.1,5.8,1.2,0.5,1.4,1.9,8.8,1982-83,0.56,0.15
Mark Olberding,CHI,80.0,22.7,3.1,6.5,0.481,0.0,0.167,3.1,0.488,0.483,2.4,3.1,0.782,1.4,3.1,4.5,1.6,0.6,0.1,1.9,8.7,1982-83,0.55,0.12
Jerome Whitehead,SDC,46.0,19.7,3.6,6.7,0.536,0.0,,3.6,0.536,0.536,1.6,1.9,0.828,2.3,3.4,5.7,0.9,0.5,0.3,1.4,8.7,1982-83,0.58,0.25
Clemon Johnson,2TM,83.0,23.1,3.6,7.0,0.515,0.0,0.0,3.6,0.516,0.515,1.3,2.2,0.617,2.3,4.0,6.3,1.7,0.8,1.1,1.5,8.5,1982-83,0.53,0.15
Alton Lister,MIL,80.0,23.6,3.4,6.4,0.529,0.0,,3.4,0.529,0.529,1.6,3.0,0.537,2.1,5.0,7.1,1.4,0.6,2.2,2.3,8.4,1982-83,0.54,0.16
Louis Orr,NYK,82.0,20.3,3.3,7.2,0.462,0.0,0.0,3.3,0.464,0.462,1.7,2.1,0.8,1.1,1.6,2.8,1.1,0.8,0.3,1.1,8.4,1982-83,0.52,0.1
Larry Smith,GSW,49.0,29.2,3.7,6.2,0.588,0.0,,3.7,0.588,0.588,1.1,2.0,0.535,4.3,5.6,9.9,0.9,0.7,0.4,1.7,8.4,1982-83,0.59,0.31
Trent Tucker,NYK,78.0,23.5,3.8,8.3,0.462,0.2,0.467,3.7,0.462,0.473,0.6,0.8,0.672,1.0,1.8,2.8,2.5,0.7,0.1,0.9,8.4,1982-83,0.49,0.11
Sam Williams,GSW,75.0,20.4,3.4,6.4,0.526,0.0,0.0,3.4,0.527,0.526,1.6,2.3,0.719,2.0,3.2,5.2,0.6,0.9,1.2,1.3,8.4,1982-83,0.57,0.15
Randy Smith,2TM,80.0,17.6,3.4,7.1,0.483,0.0,0.167,3.4,0.494,0.486,1.4,1.6,0.87,0.5,0.7,1.2,2.6,0.7,0.0,1.2,8.3,1982-83,0.53,0.1
Greg Kelser,SEA,80.0,18.8,3.1,5.6,0.549,0.0,0.0,3.1,0.553,0.549,2.2,3.2,0.673,2.0,3.1,5.0,1.2,0.7,0.4,1.9,8.3,1982-83,0.59,0.13
Tom McMillen,ATL,61.0,22.4,3.2,7.0,0.467,0.0,0.0,3.2,0.468,0.467,1.8,2.2,0.812,0.9,2.6,3.6,1.2,0.3,0.4,1.3,8.3,1982-83,0.52,0.14
Spencer Haywood,WSB,38.0,20.4,3.3,8.2,0.401,0.0,0.0,3.3,0.402,0.401,1.7,2.3,0.724,2.0,2.8,4.8,0.8,0.3,0.7,1.8,8.2,1982-83,0.45,0.2
Gerald Henderson,BOS,82.0,18.9,3.5,7.5,0.463,0.0,0.188,3.5,0.47,0.465,1.2,1.6,0.722,0.7,0.8,1.5,2.4,1.2,0.0,1.6,8.2,1982-83,0.5,0.09
Sleepy Floyd,2TM,76.0,16.4,3.0,6.9,0.429,0.1,0.4,2.8,0.43,0.438,2.0,2.4,0.833,0.7,1.1,1.8,1.8,0.8,0.2,1.4,8.1,1982-83,0.51,0.09
Dave Cowens,MIL,40.0,25.4,3.4,7.7,0.444,0.0,0.0,3.4,0.447,0.444,1.3,1.6,0.825,1.8,5.0,6.9,2.1,0.8,0.4,1.1,8.1,1982-83,0.48,0.32
Ronnie Lester,CHI,65.0,22.1,3.1,6.9,0.453,0.0,0.0,3.1,0.458,0.453,1.9,2.6,0.725,0.7,1.9,2.6,5.1,0.8,0.1,2.1,8.1,1982-83,0.5,0.16
Quinn Buckner,BOS,72.0,21.7,3.4,7.8,0.442,0.0,0.0,3.4,0.445,0.442,1.0,1.6,0.632,0.9,1.7,2.6,3.8,1.5,0.1,2.2,7.9,1982-83,0.46,0.12
Joe Meriweather,KCK,78.0,21.9,3.3,5.8,0.57,0.0,,3.3,0.57,0.57,1.3,2.1,0.626,1.9,3.5,5.4,0.8,0.6,1.1,1.5,7.9,1982-83,0.59,0.14
Michael Cooper,LAL,82.0,26.2,3.2,6.1,0.535,0.1,0.238,3.2,0.548,0.54,1.2,1.6,0.785,1.0,2.3,3.3,3.8,1.4,0.6,1.6,7.8,1982-83,0.57,0.15
Mike Dunleavy,SAS,79.0,20.5,2.7,6.5,0.418,0.8,0.345,1.8,0.462,0.483,1.5,1.9,0.779,0.2,1.5,1.7,5.5,0.9,0.1,2.0,7.8,1982-83,0.53,0.12
Fat Lever,POR,81.0,24.9,3.2,7.3,0.431,0.1,0.333,3.1,0.434,0.435,1.4,2.0,0.73,1.0,1.7,2.8,5.3,1.9,0.2,1.7,7.8,1982-83,0.48,0.14
Tree Rollins,ATL,80.0,30.9,3.3,6.4,0.51,0.0,0.0,3.3,0.511,0.51,1.2,1.7,0.726,2.6,6.7,9.3,0.9,0.6,4.3,1.2,7.8,1982-83,0.55,0.23
Charles Davis,WSB,74.0,15.7,3.4,7.2,0.47,0.0,0.2,3.4,0.475,0.472,0.8,1.2,0.629,1.1,1.8,2.9,1.0,0.4,0.3,1.2,7.6,1982-83,0.49,0.09
T.R. Dunn,DEN,82.0,32.2,3.1,6.4,0.482,0.0,0.0,3.1,0.483,0.482,1.5,2.0,0.73,2.8,4.7,7.5,2.3,1.8,0.3,1.4,7.6,1982-83,0.52,0.17
Clint Richardson,PHI,77.0,22.8,3.4,7.3,0.463,0.0,0.0,3.4,0.468,0.463,0.9,1.4,0.64,1.3,1.9,3.2,2.2,0.9,0.2,1.3,7.6,1982-83,0.48,0.11
Lorenzo Romar,GSW,82.0,26.0,3.2,7.0,0.465,0.1,0.303,3.1,0.475,0.474,1.0,1.3,0.743,0.3,1.4,1.7,5.5,1.2,0.1,1.7,7.6,1982-83,0.5,0.13
Reggie Johnson,2TM,79.0,19.5,3.1,6.4,0.485,0.0,0.25,3.1,0.487,0.486,1.2,1.6,0.731,1.4,2.3,3.7,0.9,0.3,0.5,1.3,7.5,1982-83,0.53,0.1
Mike Gminski,NJN,80.0,15.7,2.7,5.3,0.5,0.0,0.0,2.7,0.501,0.5,2.2,2.8,0.778,1.9,2.9,4.8,0.8,0.4,1.5,1.6,7.5,1982-83,0.57,0.13
Kurt Rambis,LAL,78.0,23.2,3.0,5.3,0.569,0.0,0.0,3.0,0.572,0.569,1.5,2.1,0.687,2.1,4.7,6.8,1.2,1.3,0.8,1.9,7.5,1982-83,0.6,0.16
J.J. Anderson,2TM,65.0,18.5,2.9,5.8,0.501,0.0,0.0,2.9,0.507,0.501,1.5,2.7,0.571,1.8,2.7,4.5,1.0,1.0,0.3,1.2,7.4,1982-83,0.53,0.14
Mike Glenn,ATL,73.0,15.4,3.2,6.1,0.518,0.0,0.0,3.2,0.519,0.518,1.0,1.2,0.831,0.2,1.0,1.2,1.7,0.4,0.1,0.7,7.3,1982-83,0.55,0.09
Kevin Grevey,WSB,41.0,18.4,2.8,7.2,0.388,0.4,0.395,2.4,0.387,0.413,1.3,1.7,0.783,0.4,0.8,1.2,1.2,0.4,0.2,0.7,7.2,1982-83,0.45,0.11
Carl Nicks,CLE,9.0,16.4,2.9,6.6,0.441,0.0,0.0,2.9,0.448,0.441,1.2,1.9,0.647,0.9,2.0,2.9,1.2,0.7,0.0,1.2,7.0,1982-83,0.47,0.69
Mike Sanders,SAS,26.0,15.1,2.9,6.0,0.484,0.0,0.0,2.9,0.49,0.484,1.2,1.7,0.721,1.2,2.4,3.6,0.7,0.7,0.2,1.1,7.0,1982-83,0.52,0.29
Rob Williams,DEN,74.0,19.5,2.6,6.3,0.408,0.0,0.133,2.6,0.417,0.41,1.8,2.4,0.753,0.5,1.3,1.8,4.9,1.2,0.2,2.5,7.0,1982-83,0.48,0.11
Wes Matthews,ATL,64.0,18.5,2.7,6.6,0.403,0.2,0.292,2.5,0.418,0.42,1.3,1.8,0.768,0.4,1.0,1.4,3.9,0.9,0.1,1.9,6.9,1982-83,0.47,0.11
Danny Vranes,SEA,82.0,25.0,2.8,5.2,0.527,0.0,0.0,2.8,0.528,0.527,1.4,2.5,0.55,2.2,3.0,5.2,1.5,0.6,0.6,1.2,6.9,1982-83,0.55,0.12
Phil Ford,2TM,77.0,20.9,2.8,5.8,0.479,0.0,0.111,2.8,0.486,0.48,1.3,1.6,0.789,0.2,1.1,1.3,3.8,0.7,0.0,1.7,6.8,1982-83,0.52,0.1
Franklin Edwards,PHI,81.0,15.6,2.8,6.0,0.472,0.0,0.0,2.8,0.48,0.472,1.1,1.4,0.761,0.3,0.8,1.0,2.7,1.0,0.1,1.4,6.7,1982-83,0.51,0.08
Mike O'Koren,NJN,46.0,17.5,3.0,5.6,0.525,0.0,0.222,2.9,0.536,0.529,0.7,1.0,0.708,0.9,1.6,2.5,1.8,0.9,0.2,1.3,6.7,1982-83,0.55,0.17
Paul Pressey,MIL,79.0,19.3,2.7,5.9,0.457,0.0,0.111,2.7,0.464,0.458,1.3,2.2,0.597,1.1,2.5,3.6,2.6,1.3,0.6,2.1,6.7,1982-83,0.49,0.11
Bob Wilkerson,CLE,77.0,22.1,2.8,6.6,0.417,0.0,0.0,2.8,0.42,0.417,1.2,1.6,0.75,0.8,2.3,3.1,2.5,0.9,0.2,2.1,6.7,1982-83,0.46,0.09
Scott May,DET,9.0,17.2,2.3,5.6,0.42,0.0,,2.3,0.42,0.42,1.9,2.3,0.81,1.1,1.8,2.9,1.3,0.6,0.2,1.4,6.6,1982-83,0.5,0.72
Billy Ray Bates,2TM,19.0,16.0,2.9,7.6,0.379,0.1,0.4,2.8,0.379,0.386,0.6,1.2,0.5,0.6,0.4,1.0,0.7,0.7,0.2,0.6,6.5,1982-83,0.4,0.17
Joe Hassett,GSW,6.0,23.2,3.2,7.3,0.432,0.2,0.111,3.0,0.514,0.443,0.0,0.0,,0.5,1.3,1.8,3.5,0.3,0.0,1.5,6.5,1982-83,0.45,1.08
Mike Evans,DEN,42.0,16.5,2.7,5.8,0.473,0.0,0.0,2.7,0.491,0.473,0.8,1.0,0.805,0.1,1.3,1.4,2.7,0.5,0.1,1.7,6.3,1982-83,0.5,0.14
Bill Garnett,DAL,75.0,18.8,2.3,4.3,0.533,0.0,0.0,2.3,0.538,0.533,1.7,2.3,0.741,1.9,3.5,5.4,1.4,0.6,0.9,1.1,6.3,1982-83,0.59,0.15
Tracy Jackson,CHI,78.0,16.8,2.6,5.5,0.467,0.0,0.154,2.5,0.477,0.469,1.2,1.6,0.73,1.1,1.2,2.3,1.3,0.8,0.1,1.1,6.3,1982-83,0.51,0.08
Russ Schoene,2TM,77.0,15.9,2.7,5.6,0.476,0.0,0.25,2.7,0.478,0.477,0.8,1.1,0.735,1.2,2.1,3.3,0.8,0.3,0.3,1.1,6.2,1982-83,0.51,0.09
Charlie Criss,MIL,66.0,14.0,2.6,5.7,0.451,0.1,0.194,2.5,0.474,0.459,1.0,1.2,0.895,0.2,1.0,1.2,1.9,0.4,0.0,0.7,6.2,1982-83,0.5,0.09
Ed Sherod,NYK,64.0,25.4,2.7,6.6,0.406,0.0,0.077,2.7,0.417,0.407,0.8,1.3,0.65,0.7,1.7,2.3,4.9,1.5,0.2,1.6,6.2,1982-83,0.43,0.14
Bill Hanzlik,DEN,82.0,18.9,2.3,5.3,0.428,0.0,0.143,2.3,0.433,0.429,1.5,2.0,0.781,1.0,1.9,2.9,3.3,0.9,0.2,1.8,6.1,1982-83,0.49,0.1
Steve Mix,2TM,58.0,13.9,2.4,4.9,0.484,0.0,0.25,2.3,0.487,0.486,1.3,1.5,0.852,0.7,1.7,2.4,1.2,0.6,0.1,0.8,6.0,1982-83,0.54,0.12
Rudy Macklin,ATL,73.0,16.0,2.3,4.9,0.472,0.0,0.0,2.3,0.478,0.472,1.4,1.8,0.771,1.2,1.4,2.6,1.0,0.6,0.1,1.2,6.0,1982-83,0.53,0.08
Larry Kenon,3TM,48.0,16.0,2.5,5.4,0.463,0.0,0.0,2.5,0.465,0.463,0.9,1.2,0.737,1.4,1.7,3.1,0.8,0.5,0.2,1.0,5.8,1982-83,0.49,0.13
Larry Kenon,CHI,5.0,5.0,0.4,1.2,0.333,0.0,,0.4,0.333,0.333,0.0,0.0,,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.8,1982-83,0.33,0.12
Larry Kenon,GSW,11.0,11.0,1.5,3.5,0.436,0.0,,1.5,0.436,0.436,0.6,1.0,0.636,1.2,1.2,2.4,0.5,0.1,0.0,0.5,3.7,1982-83,0.47,0.35
Larry Kenon,CLE,32.0,19.5,3.1,6.6,0.472,0.0,0.0,3.1,0.474,0.472,1.1,1.4,0.761,1.6,2.0,3.7,1.1,0.7,0.3,1.2,7.3,1982-83,0.51,0.25
Rich Kelley,2TM,70.0,19.2,1.9,4.2,0.444,0.0,,1.9,0.444,0.444,2.0,2.5,0.811,1.9,3.9,5.8,2.0,0.8,0.6,1.7,5.7,1982-83,0.54,0.15
John Bagley,CLE,68.0,14.6,2.4,5.5,0.432,0.0,0.0,2.4,0.448,0.432,0.9,1.2,0.762,0.3,1.2,1.4,2.5,0.8,0.1,1.7,5.7,1982-83,0.47,0.08
Major Jones,HOU,60.0,14.6,2.4,5.2,0.457,0.0,0.0,2.4,0.46,0.457,0.9,1.7,0.549,1.9,2.5,4.4,0.7,0.4,0.4,1.4,5.7,1982-83,0.48,0.11
Lowes Moore,SDC,37.0,17.4,2.2,5.1,0.426,0.2,0.261,2.0,0.449,0.442,1.1,1.5,0.75,0.4,1.1,1.5,2.0,0.6,0.0,1.2,5.7,1982-83,0.49,0.14
Phil Smith,SEA,79.0,15.7,2.2,5.1,0.438,0.0,0.375,2.2,0.439,0.441,1.3,1.7,0.759,0.3,1.3,1.6,2.7,0.6,0.1,1.3,5.7,1982-83,0.49,0.08
Jim Spanarkel,DAL,48.0,15.0,1.9,4.1,0.462,0.0,0.2,1.9,0.476,0.467,1.8,2.4,0.779,0.6,1.2,1.8,1.6,0.6,0.1,1.1,5.7,1982-83,0.55,0.12
Cliff Levingston,DET,62.0,14.2,2.1,4.4,0.485,0.0,0.0,2.1,0.487,0.485,1.4,2.4,0.571,1.7,2.1,3.7,0.8,0.4,0.6,1.2,5.6,1982-83,0.51,0.11
Bill Willoughby,2TM,62.0,18.5,2.4,5.2,0.454,0.1,0.429,2.3,0.455,0.463,0.7,0.9,0.782,1.0,2.2,3.2,1.0,0.4,0.3,1.0,5.5,1982-83,0.49,0.1
Brad Branson,IND,62.0,11.0,2.1,5.0,0.425,0.0,0.0,2.1,0.427,0.425,1.2,1.7,0.704,1.2,1.6,2.8,0.7,0.4,0.4,0.7,5.5,1982-83,0.48,0.09
Ernie Grunfeld,NYK,77.0,18.5,2.2,4.9,0.443,0.0,0.0,2.2,0.448,0.443,1.1,1.3,0.827,0.5,1.6,2.1,1.8,0.5,0.1,1.1,5.4,1982-83,0.49,0.08
LaSalle Thompson,KCK,71.0,13.9,2.1,4.0,0.512,0.0,0.0,2.1,0.514,0.512,1.3,1.9,0.65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,5.4,1982-83,0.56,0.12
Marvin Webster,NYK,82.0,18.0,2.0,4.0,0.508,0.0,0.0,2.0,0.509,0.508,1.3,2.2,0.589,2.1,3.3,5.4,0.6,0.4,1.6,1.2,5.4,1982-83,0.54,0.11
Rickey Brown,2TM,76.0,13.8,2.2,4.6,0.479,0.0,0.0,2.2,0.483,0.479,0.9,1.4,0.619,1.2,2.3,3.5,0.3,0.2,0.3,1.1,5.3,1982-83,0.51,0.07
Kurt Nimphius,DAL,81.0,18.7,2.1,4.4,0.49,0.0,1.0,2.1,0.489,0.492,1.0,1.7,0.55,1.9,3.0,5.0,1.4,0.3,1.4,0.8,5.3,1982-83,0.51,0.12
Steve Hawes,2TM,77.0,18.4,2.1,5.1,0.418,0.1,0.238,2.1,0.428,0.424,0.9,1.2,0.734,1.1,3.6,4.7,1.2,0.5,0.2,1.4,5.2,1982-83,0.46,0.09
Richard Anderson,SDC,78.0,16.3,2.2,5.5,0.404,0.1,0.368,2.1,0.405,0.412,0.6,0.9,0.696,1.4,2.1,3.5,1.5,0.7,0.3,1.2,5.2,1982-83,0.44,0.08
Tom Henderson,HOU,51.0,15.5,2.1,5.2,0.407,0.0,0.0,2.1,0.41,0.407,0.9,1.1,0.789,0.4,1.0,1.4,2.7,0.7,0.0,1.0,5.1,1982-83,0.45,0.11
Marc Iavaroni,PHI,80.0,20.2,2.0,4.4,0.462,0.0,0.0,2.0,0.464,0.462,1.0,1.4,0.69,1.5,2.7,4.1,1.0,0.4,0.6,1.7,5.1,1982-83,0.51,0.08
Kevin Loder,KCK,66.0,12.4,2.1,4.5,0.46,0.1,0.556,2.0,0.457,0.468,0.8,1.2,0.663,0.6,1.3,1.9,1.1,0.4,0.1,1.0,5.1,1982-83,0.51,0.07
Freeman Williams,UTA,18.0,11.7,2.0,5.6,0.356,0.1,0.286,1.9,0.362,0.366,1.0,1.4,0.72,0.2,0.8,0.9,0.6,0.3,0.1,0.7,5.1,1982-83,0.41,0.13
Jeff Cook,2TM,75.0,17.8,2.0,4.1,0.487,0.0,0.0,2.0,0.492,0.487,1.1,1.4,0.76,1.6,2.9,4.5,1.4,0.5,0.4,1.4,5.0,1982-83,0.53,0.11
Ray Tolbert,2TM,73.0,15.2,2.2,4.3,0.5,0.0,0.0,2.2,0.505,0.5,0.7,1.4,0.505,1.0,2.3,3.3,0.7,0.4,0.6,1.1,5.0,1982-83,0.51,0.08
Rory White,PHO,65.0,9.6,2.0,3.6,0.543,0.0,0.0,2.0,0.545,0.543,1.1,1.7,0.642,0.7,0.9,1.6,0.5,0.2,0.0,0.8,5.0,1982-83,0.57,0.07
Marty Byrnes,IND,80.0,18.0,2.0,4.7,0.42,0.1,0.231,1.9,0.434,0.428,0.9,1.2,0.747,0.9,1.5,2.4,2.2,0.5,0.1,0.9,4.9,1982-83,0.47,0.08
Lester Conner,GSW,75.0,18.9,1.9,4.0,0.479,0.0,0.0,1.9,0.485,0.479,1.1,1.5,0.699,0.9,2.0,2.9,3.4,1.5,0.1,1.3,4.9,1982-83,0.53,0.12
Bruce Flowers,CLE,53.0,13.2,2.1,3.9,0.534,0.0,0.0,2.1,0.539,0.534,0.8,1.0,0.774,1.3,2.1,3.4,0.9,0.4,0.2,0.8,4.9,1982-83,0.56,0.13
Reggie King,KCK,58.0,17.2,1.8,3.9,0.462,0.0,,1.8,0.462,0.462,1.3,1.7,0.76,1.6,2.6,4.1,1.0,0.5,0.2,1.1,4.8,1982-83,0.52,0.12
Don Buse,POR,41.0,15.7,1.8,4.4,0.396,0.2,0.257,1.5,0.429,0.42,1.0,1.1,0.891,0.5,0.9,1.3,2.8,1.1,0.0,0.6,4.7,1982-83,0.48,0.16
Dave Robisch,DEN,61.0,11.7,1.6,4.1,0.382,0.0,0.0,1.6,0.384,0.382,1.5,1.9,0.78,0.6,1.9,2.5,0.9,0.2,0.1,0.7,4.7,1982-83,0.48,0.08
Dwight Jones,2TM,81.0,14.4,1.8,4.0,0.455,0.0,0.0,1.8,0.457,0.455,1.0,1.5,0.642,1.0,2.8,3.8,0.8,0.4,0.3,1.2,4.6,1982-83,0.49,0.07
Glen Gondrezick,DEN,76.0,14.9,1.8,3.9,0.456,0.0,0.0,1.8,0.46,0.456,1.1,1.5,0.719,1.4,2.5,4.0,1.3,1.1,0.1,0.6,4.6,1982-83,0.5,0.11
Jawann Oldham,CHI,16.0,10.7,1.9,3.6,0.534,0.0,,1.9,0.534,0.534,0.8,1.4,0.545,1.1,1.8,2.9,0.3,0.3,0.8,0.8,4.6,1982-83,0.55,0.36
Roger Phegley,SAS,62.0,9.7,1.9,4.3,0.449,0.0,0.214,1.9,0.462,0.455,0.7,0.9,0.768,0.6,0.7,1.4,1.0,0.5,0.1,0.8,4.6,1982-83,0.49,0.07
Joe Cooper,3TM,20.0,16.7,1.9,3.6,0.514,0.0,,1.9,0.514,0.514,0.8,1.5,0.552,2.1,2.2,4.3,0.9,0.5,1.0,1.6,4.5,1982-83,0.53,0.36
Joe Cooper,LAL,2.0,5.5,0.5,2.0,0.25,0.0,,0.5,0.25,0.25,0.0,0.0,,1.0,0.0,1.0,0.0,0.5,0.5,1.5,1.0,1982-83,0.25,0.0
Joe Cooper,WSB,5.0,9.4,1.0,1.8,0.556,0.0,,1.0,0.556,0.556,1.0,1.8,0.556,0.8,1.8,2.6,0.4,0.0,0.0,1.2,3.0,1982-83,0.58,0.64
Joe Cooper,SDC,13.0,21.2,2.4,4.5,0.525,0.0,,2.4,0.525,0.525,0.8,1.5,0.55,2.8,2.7,5.5,1.2,0.6,1.5,1.8,5.6,1982-83,0.54,0.75
John Duren,IND,82.0,17.5,2.0,4.4,0.453,0.0,0.0,2.0,0.47,0.453,0.5,0.7,0.796,0.5,0.8,1.3,2.4,0.8,0.1,1.2,4.5,1982-83,0.48,0.06
Linton Townes,POR,55.0,9.4,1.9,4.3,0.449,0.2,0.36,1.7,0.459,0.468,0.5,0.7,0.737,0.5,0.6,1.2,0.6,0.3,0.1,0.6,4.5,1982-83,0.49,0.06
Hutch Jones,SDC,9.0,9.4,1.9,4.1,0.459,0.0,,1.9,0.459,0.459,0.7,0.7,1.0,1.1,0.8,1.9,0.4,0.3,0.0,0.7,4.4,1982-83,0.5,0.46
Jeff Lamp,POR,59.0,11.7,1.8,4.3,0.425,0.0,0.167,1.8,0.431,0.427,0.7,0.9,0.808,0.4,0.9,1.3,1.0,0.3,0.1,0.6,4.4,1982-83,0.47,0.06
Ed Nealy,KCK,82.0,20.0,1.8,3.0,0.595,0.0,,1.8,0.595,0.595,0.9,1.4,0.614,2.1,3.8,5.9,0.8,0.8,0.1,0.6,4.4,1982-83,0.61,0.12
Foots Walker,NJN,79.0,17.6,1.4,3.2,0.456,0.0,0.167,1.4,0.471,0.46,1.5,1.9,0.779,0.4,1.3,1.7,3.3,1.0,0.0,1.3,4.4,1982-83,0.55,0.09
M.L. Carr,BOS,77.0,11.5,1.8,4.1,0.429,0.0,0.158,1.7,0.446,0.433,0.8,1.1,0.741,0.7,1.1,1.8,0.9,0.6,0.1,1.0,4.3,1982-83,0.47,0.05
Mark Eaton,UTA,81.0,18.9,1.8,4.4,0.414,0.0,0.0,1.8,0.415,0.414,0.7,1.1,0.656,1.1,4.6,5.7,1.4,0.3,3.4,1.7,4.3,1982-83,0.44,0.13
Kevin Porter,WSB,11.0,19.1,1.9,3.6,0.525,0.0,,1.9,0.525,0.525,0.5,0.5,0.833,0.2,0.3,0.5,4.2,0.9,0.0,1.9,4.3,1982-83,0.56,0.57
Dwight Anderson,DEN,5.0,6.6,1.4,2.8,0.5,0.0,,1.4,0.5,0.5,1.4,2.0,0.7,0.0,0.4,0.4,0.6,0.2,0.0,1.0,4.2,1982-83,0.57,0.48
Sam Lacey,CLE,60.0,20.5,1.9,4.4,0.42,0.0,0.222,1.8,0.427,0.424,0.5,0.6,0.784,1.0,2.8,3.9,2.0,0.5,0.4,1.6,4.2,1982-83,0.45,0.11
Tom Owens,DET,49.0,14.8,1.7,3.9,0.422,0.0,,1.7,0.422,0.422,0.9,1.3,0.682,1.3,2.4,3.8,0.9,0.2,0.3,1.0,4.2,1982-83,0.47,0.12
Rick Robey,BOS,59.0,14.5,1.7,3.6,0.467,0.0,,1.7,0.467,0.467,0.8,1.3,0.577,1.3,2.4,3.7,1.1,0.2,0.1,1.2,4.2,1982-83,0.5,0.1
Chubby Cox,WSB,7.0,11.1,1.9,5.3,0.351,0.0,0.0,1.9,0.371,0.351,0.4,0.9,0.5,1.0,0.4,1.4,0.9,0.0,0.1,1.3,4.1,1982-83,0.36,0.19
John Lucas,WSB,35.0,11.0,1.8,3.7,0.473,0.0,0.0,1.8,0.492,0.473,0.6,1.2,0.5,0.2,0.6,0.8,2.9,0.7,0.0,1.3,4.1,1982-83,0.48,0.13
Alvin Scott,PHO,81.0,14.1,1.5,3.2,0.479,0.0,0.0,1.5,0.482,0.479,1.0,1.4,0.736,0.7,2.0,2.8,1.2,0.6,0.4,0.8,4.1,1982-83,0.54,0.08
Pete Verhoeven,POR,48.0,11.0,1.8,3.6,0.509,0.0,0.0,1.8,0.512,0.509,0.4,0.6,0.677,0.9,1.1,2.0,0.7,0.4,0.2,0.8,4.1,1982-83,0.53,0.1
Mike McGee,LAL,39.0,9.8,1.8,4.2,0.423,0.0,0.143,1.7,0.436,0.426,0.4,0.6,0.739,0.8,0.5,1.4,0.7,0.3,0.1,0.7,4.0,1982-83,0.45,0.08
Brook Steppe,KCK,62.0,9.8,1.4,2.8,0.477,0.0,0.143,1.3,0.491,0.48,1.2,1.6,0.76,0.4,0.8,1.2,1.1,0.4,0.0,0.9,4.0,1982-83,0.57,0.06
David Thirdkill,PHO,49.0,10.6,1.5,3.5,0.435,0.0,0.143,1.5,0.448,0.438,0.9,1.6,0.577,0.6,0.9,1.5,0.7,0.4,0.1,1.0,4.0,1982-83,0.48,0.06
