Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Walter Berry,2TM,63.0,25.2,6.5,12.2,0.531,0.0,0.0,6.5,0.533,0.531,3.0,4.6,0.649,2.2,2.7,4.9,1.7,0.6,0.6,2.4,15.9,1986-87,0,0.56,0.22
Michael Cage,LAC,80.0,36.5,5.7,11.0,0.521,0.0,0.0,5.7,0.522,0.521,4.3,5.8,0.73,4.4,7.1,11.5,1.6,1.2,0.8,2.1,15.7,1986-87,0,0.58,0.27
Brad Daugherty,CLE,80.0,33.7,6.1,11.3,0.538,0.0,,6.1,0.538,0.538,3.5,5.0,0.696,1.9,6.2,8.1,3.8,0.6,0.8,3.1,15.7,1986-87,0,0.58,0.24
Vinnie Johnson,DET,78.0,27.8,6.8,14.8,0.462,0.1,0.286,6.8,0.464,0.464,2.0,2.6,0.786,1.6,1.7,3.3,3.8,1.2,0.2,1.7,15.7,1986-87,0,0.49,0.18
Maurice Cheeks,PHI,68.0,38.6,6.1,11.6,0.527,0.1,0.235,6.0,0.533,0.529,3.3,4.3,0.777,0.7,2.5,3.2,7.9,2.6,0.2,2.5,15.6,1986-87,0,0.58,0.3
Ralph Sampson,HOU,43.0,30.8,6.4,13.2,0.489,0.0,0.0,6.4,0.492,0.489,2.7,4.4,0.624,2.0,6.6,8.7,2.8,0.9,1.3,2.9,15.6,1986-87,0,0.52,0.42
Bill Laimbeer,DET,82.0,34.8,6.2,12.3,0.501,0.1,0.286,6.1,0.506,0.504,3.0,3.3,0.894,3.0,8.7,11.6,1.8,0.9,0.8,1.5,15.4,1986-87,0,0.56,0.28
John Long,IND,80.0,28.3,6.1,14.6,0.419,0.2,0.284,5.9,0.427,0.427,2.7,3.1,0.89,0.9,1.8,2.7,3.2,1.2,0.1,1.9,15.2,1986-87,0,0.48,0.14
Chris Mullin,GSW,82.0,29.0,5.8,11.3,0.514,0.2,0.302,5.6,0.529,0.524,3.3,4.0,0.825,0.5,1.7,2.2,3.2,1.2,0.4,1.9,15.1,1986-87,0,0.58,0.17
Darrell Griffith,UTA,76.0,24.3,6.1,13.7,0.446,0.9,0.335,5.2,0.473,0.478,2.0,2.8,0.703,1.1,1.9,3.0,1.7,1.3,0.4,1.8,15.0,1986-87,0,0.5,0.15
Herb Williams,IND,74.0,34.1,6.1,12.7,0.48,0.0,0.0,6.1,0.485,0.48,2.7,3.6,0.74,1.9,5.4,7.3,2.4,0.8,1.3,2.0,14.9,1986-87,0,0.52,0.23
Danny Ainge,BOS,71.0,35.2,5.8,11.9,0.486,1.2,0.443,4.6,0.498,0.536,2.1,2.3,0.897,0.7,2.7,3.4,5.6,1.4,0.2,2.0,14.8,1986-87,0,0.57,0.24
Sam Perkins,DAL,80.0,33.6,5.8,12.0,0.482,0.2,0.352,5.5,0.489,0.492,3.1,3.7,0.828,2.5,5.2,7.7,1.8,1.4,1.0,1.7,14.8,1986-87,0,0.54,0.23
Cliff Robinson,PHI,55.0,28.8,6.1,13.3,0.464,0.0,0.0,6.1,0.466,0.464,2.5,3.3,0.755,1.6,4.0,5.6,1.6,1.6,0.5,2.2,14.8,1986-87,0,0.5,0.25
Hot Rod Williams,CLE,80.0,33.9,5.4,11.2,0.485,0.0,0.0,5.4,0.485,0.485,3.7,5.0,0.745,2.8,5.1,7.9,1.9,0.7,2.1,1.7,14.6,1986-87,0,0.54,0.23
Charles Oakley,CHI,82.0,36.3,5.7,12.8,0.445,0.1,0.367,5.6,0.447,0.45,3.0,4.4,0.686,3.6,9.5,13.1,3.6,1.0,0.4,3.6,14.5,1986-87,0,0.49,0.25
Wayman Tisdale,IND,81.0,26.7,5.7,11.0,0.513,0.0,0.0,5.7,0.515,0.513,3.2,4.5,0.709,2.7,3.2,5.9,1.4,0.6,0.3,1.7,14.5,1986-87,0,0.56,0.18
Rodney McCray,HOU,81.0,38.7,5.3,9.7,0.552,0.0,0.0,5.3,0.558,0.552,3.8,4.9,0.779,2.3,4.8,7.1,5.4,1.1,0.7,2.6,14.4,1986-87,0,0.61,0.25
Roy Hinson,PHI,76.0,32.8,5.2,10.8,0.478,0.0,0.0,5.2,0.478,0.478,3.6,4.7,0.758,2.0,4.4,6.4,0.8,0.6,2.1,2.0,13.9,1986-87,0,0.54,0.2
Paul Pressey,MIL,61.0,33.7,4.8,10.1,0.477,0.3,0.291,4.6,0.496,0.49,4.0,5.4,0.738,1.6,3.2,4.9,7.2,1.8,0.8,3.0,13.9,1986-87,1,0.56,0.31
Thurl Bailey,UTA,81.0,26.6,5.7,12.8,0.447,0.0,0.0,5.7,0.448,0.447,2.3,2.9,0.805,1.8,3.5,5.3,1.3,0.5,1.1,1.5,13.8,1986-87,0,0.49,0.16
Robert Reid,HOU,75.0,34.6,5.6,13.4,0.417,0.7,0.327,4.9,0.435,0.444,1.8,2.4,0.768,0.6,3.2,3.9,4.3,1.0,0.3,1.4,13.7,1986-87,0,0.47,0.18
Dennis Johnson,BOS,79.0,37.1,5.4,12.1,0.444,0.1,0.113,5.3,0.467,0.448,2.6,3.2,0.833,0.6,2.7,3.3,7.5,1.1,0.5,2.2,13.4,1986-87,1,0.5,0.21
Jay Vincent,WSB,51.0,27.2,5.4,12.0,0.447,0.0,0.0,5.4,0.449,0.447,2.5,3.3,0.769,1.4,2.8,4.1,1.7,0.8,0.3,1.5,13.3,1986-87,0,0.49,0.22
Steve Stipanovich,IND,81.0,34.1,4.7,9.4,0.503,0.0,0.25,4.7,0.504,0.503,3.8,4.5,0.837,2.3,6.0,8.3,2.2,1.3,1.2,1.6,13.2,1986-87,0,0.58,0.24
Terry Catledge,WSB,78.0,27.6,5.3,10.7,0.495,0.0,0.0,5.3,0.497,0.495,2.6,4.3,0.594,3.2,4.0,7.2,0.7,0.6,0.2,1.9,13.1,1986-87,0,0.52,0.16
Terry Porter,POR,80.0,33.9,4.7,9.6,0.488,0.2,0.217,4.5,0.511,0.497,3.5,4.2,0.838,0.9,3.3,4.2,8.9,2.0,0.1,3.2,13.1,1986-87,0,0.57,0.24
Bill Hanzlik,DEN,73.0,27.3,4.2,10.2,0.412,0.3,0.275,3.9,0.428,0.426,4.3,5.5,0.786,1.1,2.4,3.5,3.8,1.2,0.4,1.8,13.0,1986-87,0,0.52,0.18
Tim McCormick,PHI,81.0,34.8,4.8,8.9,0.545,0.0,0.0,4.8,0.548,0.545,3.1,4.3,0.719,2.2,5.3,7.5,1.4,0.4,0.8,1.9,12.8,1986-87,0,0.59,0.19
Doc Rivers,ATL,82.0,31.6,4.2,9.2,0.451,0.0,0.19,4.1,0.459,0.454,4.5,5.4,0.828,1.0,2.6,3.6,10.0,2.1,0.4,2.6,12.8,1986-87,0,0.55,0.25
Mike Mitchell,SAS,40.0,23.1,5.2,12.0,0.435,0.0,0.5,5.2,0.435,0.436,2.3,2.8,0.821,1.0,1.6,2.6,1.0,0.5,0.2,1.3,12.7,1986-87,0,0.48,0.21
Jack Sikma,MIL,82.0,30.9,4.8,10.3,0.463,0.0,0.0,4.8,0.464,0.463,3.2,3.8,0.847,2.5,7.5,10.0,2.5,1.1,1.1,2.0,12.7,1986-87,0,0.53,0.24
Randy Wittman,ATL,71.0,28.9,5.6,11.2,0.503,0.1,0.333,5.5,0.505,0.505,1.4,1.8,0.787,0.4,1.3,1.7,3.0,0.5,0.2,1.2,12.7,1986-87,0,0.53,0.15
Larry Drew,LAC,60.0,26.1,4.9,11.4,0.432,0.2,0.167,4.7,0.463,0.441,2.3,2.8,0.837,0.4,1.3,1.7,5.4,1.0,0.0,2.5,12.4,1986-87,0,0.49,0.18
Lewis Lloyd,HOU,32.0,21.5,5.2,9.7,0.532,0.0,0.143,5.1,0.541,0.534,2.0,2.7,0.756,0.4,1.1,1.5,2.8,0.6,0.2,1.6,12.4,1986-87,0,0.57,0.33
Jerome Kersey,POR,82.0,25.5,4.5,8.9,0.509,0.0,0.043,4.5,0.524,0.51,3.2,4.4,0.72,2.5,3.6,6.0,2.4,1.5,0.9,1.8,12.3,1986-87,0,0.57,0.19
Darrell Walker,DEN,81.0,24.9,4.4,9.2,0.482,0.0,0.0,4.4,0.485,0.482,3.4,4.5,0.745,1.9,2.1,4.0,3.5,1.5,0.5,2.3,12.2,1986-87,0,0.55,0.17
Jim Paxson,POR,72.0,25.0,4.7,10.2,0.46,0.4,0.265,4.3,0.49,0.477,2.4,3.0,0.806,0.6,1.4,1.9,3.3,1.1,0.2,1.5,12.1,1986-87,0,0.53,0.15
James Edwards,PHO,14.0,21.7,4.1,7.9,0.518,0.0,,4.1,0.518,0.518,3.9,5.0,0.771,1.4,2.9,4.3,1.4,0.4,0.5,1.1,12.0,1986-87,0,0.59,0.9
Vern Fleming,IND,82.0,31.1,4.5,8.9,0.509,0.0,0.2,4.5,0.513,0.51,2.9,3.7,0.788,1.3,2.7,4.1,5.8,1.3,0.2,2.0,12.0,1986-87,0,0.57,0.2
Joe Dumars,DET,79.0,30.9,4.7,9.5,0.493,0.1,0.409,4.6,0.495,0.499,2.3,3.1,0.748,0.6,1.5,2.1,4.5,1.1,0.1,2.2,11.8,1986-87,0,0.54,0.15
Phil Hubbard,CLE,68.0,30.6,4.7,8.9,0.531,0.0,0.0,4.7,0.534,0.531,2.4,4.0,0.596,2.6,3.1,5.7,2.0,1.0,0.1,2.3,11.8,1986-87,0,0.55,0.18
Sidney Moncrief,MIL,39.0,25.4,4.1,8.3,0.488,0.2,0.258,3.8,0.512,0.5,3.5,4.2,0.84,1.5,1.8,3.3,3.1,0.7,0.3,1.6,11.8,1986-87,1,0.58,0.33
Dave Greenwood,SAS,79.0,32.7,4.3,8.3,0.513,0.0,0.5,4.2,0.513,0.515,3.1,3.9,0.785,3.2,6.7,9.9,3.0,0.9,0.6,2.0,11.6,1986-87,0,0.58,0.24
Alton Lister,SEA,75.0,30.5,4.6,9.2,0.504,0.0,0.0,4.6,0.504,0.504,2.4,3.5,0.675,3.0,6.4,9.4,1.5,0.4,2.4,2.3,11.6,1986-87,0,0.54,0.23
Benoit Benjamin,LAC,72.0,31.0,4.4,9.9,0.449,0.0,0.0,4.4,0.45,0.449,2.6,3.7,0.715,1.9,6.3,8.1,1.9,0.8,2.6,2.6,11.5,1986-87,0,0.5,0.22
Mychal Thompson,2TM,82.0,23.0,4.4,9.7,0.45,0.0,0.5,4.4,0.45,0.451,2.7,3.6,0.737,1.7,3.3,5.0,1.4,0.5,0.9,1.6,11.4,1986-87,0,0.51,0.14
Artis Gilmore,SAS,82.0,29.3,4.2,7.1,0.597,0.0,,4.2,0.597,0.597,3.0,4.3,0.68,2.3,4.8,7.1,1.8,0.5,1.2,2.2,11.4,1986-87,0,0.63,0.19
Trent Tucker,NYK,70.0,24.2,4.6,9.9,0.47,1.0,0.422,3.7,0.485,0.52,1.1,1.4,0.762,0.7,1.2,1.9,2.4,1.7,0.2,1.1,11.4,1986-87,0,0.54,0.16
Tony Brown,NJN,77.0,30.4,4.6,10.5,0.442,0.1,0.25,4.6,0.447,0.445,2.0,2.7,0.738,1.1,1.8,2.8,3.4,1.2,0.2,2.0,11.3,1986-87,0,0.48,0.13
Jay Humphries,PHO,82.0,31.5,4.4,9.2,0.477,0.1,0.185,4.3,0.488,0.48,2.4,3.2,0.769,0.8,2.4,3.2,7.7,1.4,0.1,2.4,11.3,1986-87,0,0.53,0.19
John Paxson,CHI,82.0,32.8,4.7,9.7,0.487,0.6,0.371,4.1,0.511,0.52,1.3,1.6,0.809,0.3,1.4,1.7,5.7,0.8,0.1,1.3,11.3,1986-87,0,0.54,0.16
Jim Petersen,HOU,82.0,29.3,4.7,9.2,0.511,0.0,0.0,4.7,0.514,0.511,1.9,2.5,0.727,2.2,4.6,6.8,1.5,0.5,1.2,1.9,11.3,1986-87,0,0.55,0.17
Jon Sundvold,SAS,76.0,23.2,4.8,9.9,0.486,0.7,0.336,4.1,0.523,0.519,0.9,1.1,0.833,0.3,1.0,1.3,4.1,0.5,0.0,1.3,11.2,1986-87,0,0.54,0.14
Terry Teagle,GSW,82.0,20.1,4.5,9.9,0.458,0.0,0.0,4.5,0.464,0.458,2.2,2.9,0.778,0.8,1.3,2.1,1.3,0.8,0.2,1.4,11.2,1986-87,0,0.5,0.1
Darnell Valentine,LAC,65.0,27.1,4.2,10.3,0.41,0.2,0.232,4.0,0.426,0.42,2.5,3.1,0.815,0.6,1.7,2.3,6.9,1.8,0.2,2.6,11.2,1986-87,0,0.48,0.2
Alvan Adams,PHO,68.0,24.9,4.6,9.1,0.503,0.0,0.0,4.6,0.504,0.503,2.0,2.5,0.788,1.3,3.6,5.0,3.3,0.9,0.5,2.0,11.1,1986-87,0,0.54,0.2
LaSalle Thompson,SAC,82.0,26.4,4.4,9.2,0.481,0.0,0.0,4.4,0.485,0.481,2.3,3.1,0.737,2.9,5.5,8.4,1.5,0.8,1.5,1.7,11.1,1986-87,0,0.53,0.2
Mitchell Wiggins,HOU,32.0,24.6,4.8,10.9,0.437,0.0,0.0,4.8,0.443,0.437,1.5,2.0,0.754,2.3,1.8,4.2,2.4,1.4,0.1,1.6,11.1,1986-87,0,0.47,0.34
Gerald Henderson,2TM,74.0,27.6,4.0,9.1,0.442,0.3,0.247,3.8,0.467,0.456,2.6,3.1,0.826,0.7,1.7,2.4,6.4,1.4,0.1,2.3,10.9,1986-87,0,0.52,0.18
Kenny Carr,POR,49.0,29.4,4.1,8.1,0.504,0.0,0.0,4.1,0.506,0.504,2.6,3.4,0.746,2.7,7.5,10.2,1.7,0.6,0.3,2.1,10.8,1986-87,0,0.56,0.34
James Donaldson,DAL,82.0,36.9,3.8,6.5,0.586,0.0,,3.8,0.586,0.586,3.3,4.0,0.812,3.6,8.3,11.9,0.8,0.6,1.7,1.3,10.8,1986-87,0,0.65,0.26
A.C. Green,LAL,79.0,28.4,4.0,7.4,0.538,0.0,0.0,4.0,0.543,0.538,2.8,3.6,0.78,2.7,5.1,7.8,1.1,0.9,1.0,1.3,10.8,1986-87,0,0.6,0.2
Craig Hodges,MIL,78.0,27.5,4.0,8.7,0.462,1.1,0.373,2.9,0.507,0.524,1.7,1.9,0.891,0.6,1.2,1.8,3.1,1.0,0.1,1.6,10.8,1986-87,0,0.57,0.13
John Bagley,CLE,72.0,30.3,4.3,10.2,0.426,0.4,0.301,3.9,0.447,0.447,1.6,1.9,0.831,0.8,2.7,3.5,5.3,1.3,0.1,2.3,10.7,1986-87,0,0.48,0.17
Quintin Dailey,LAC,49.0,18.9,4.1,10.0,0.407,0.0,0.1,4.1,0.414,0.408,2.4,3.2,0.768,0.7,1.0,1.7,1.6,0.9,0.2,1.4,10.6,1986-87,0,0.46,0.14
Andrew Toney,PHI,52.0,20.3,3.8,8.4,0.451,0.4,0.328,3.4,0.473,0.476,2.6,3.2,0.796,0.3,1.3,1.6,3.6,0.3,0.2,2.2,10.6,1986-87,0,0.54,0.17
Michael Cooper,LAL,82.0,27.5,3.9,9.0,0.438,1.1,0.385,2.8,0.461,0.498,1.5,1.8,0.851,0.7,2.4,3.1,4.5,1.0,0.5,1.2,10.5,1986-87,0,0.54,0.16
Ed Pinckney,PHO,80.0,28.1,3.6,6.2,0.584,0.0,0.0,3.6,0.586,0.584,3.2,4.4,0.739,2.2,5.0,7.3,1.5,1.1,0.7,1.7,10.5,1986-87,0,0.65,0.2
Mike Sanders,PHO,82.0,20.2,4.4,8.8,0.494,0.0,0.118,4.3,0.504,0.496,1.7,2.2,0.781,1.2,2.1,3.3,1.5,0.7,0.3,1.3,10.5,1986-87,0,0.54,0.12
