Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Adam Mokoka,CHI,14.0,4.0,0.5,1.4,0.368,0.1,0.1,0.4,0.667,0.395,0.0,0.1,0.0,0.1,0.3,0.4,0.4,0.1,0.1,0.4,1.1,2020-21,0.38,0.05,
Tyler Bey,DAL,18.0,3.9,0.4,1.2,0.318,0.1,0.25,0.3,0.333,0.341,0.2,0.3,0.6,0.4,0.6,1.1,0.2,0.0,0.1,0.2,1.0,2020-21,0.38,0.07,
Malik Fitts,LAC,3.0,3.7,0.3,1.0,0.333,0.3,0.5,0.0,0.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2020-21,0.5,0.43,
Patrick McCaw,TOR,5.0,6.6,0.2,0.2,1.0,0.0,,0.2,1.0,1.0,0.6,0.6,1.0,0.2,0.4,0.6,0.8,0.4,0.0,0.0,1.0,2020-21,1.08,0.56,
Iman Shumpert,BRK,2.0,5.5,0.5,2.0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,2020-21,0.25,0.0,
Tyrell Terry,DAL,11.0,5.1,0.5,1.5,0.313,0.0,0.0,0.5,0.556,0.313,0.1,0.3,0.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,1.0,2020-21,0.31,0.1,
Kostas Antetokounmpo,LAL,15.0,3.7,0.2,0.7,0.3,0.0,,0.2,0.3,0.3,0.4,0.9,0.462,0.3,1.0,1.3,0.1,0.1,0.3,0.7,0.8,2020-21,0.36,0.06,
Vincent Poirier,PHI,10.0,3.9,0.3,1.2,0.25,0.0,0.0,0.3,0.273,0.25,0.2,0.6,0.333,0.6,0.8,1.4,0.2,0.0,0.3,0.4,0.8,2020-21,0.27,0.1,
Nick Richards,CHO,18.0,3.5,0.2,0.5,0.444,0.0,0.0,0.2,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.8,2020-21,0.52,0.04,
Keljin Blevins,POR,17.0,4.4,0.3,1.2,0.25,0.1,0.25,0.2,0.25,0.3,0.0,0.0,,0.2,0.4,0.6,0.2,0.1,0.0,0.3,0.7,2020-21,0.29,0.02,
Ty-Shon Alexander,PHO,15.0,3.1,0.2,0.8,0.25,0.1,0.222,0.1,0.333,0.333,0.1,0.1,0.5,0.1,0.5,0.7,0.4,0.0,0.1,0.2,0.6,2020-21,0.36,0.07,
Brian Bowen,IND,6.0,2.5,0.2,0.7,0.25,0.0,0.0,0.2,0.333,0.25,0.2,0.2,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2020-21,0.32,0.08,
Jared Dudley,LAL,12.0,6.8,0.2,0.8,0.222,0.2,0.333,0.0,0.0,0.333,0.0,0.0,,0.3,1.4,1.8,0.4,0.1,0.1,0.2,0.5,2020-21,0.31,0.17,
Jared Harper,NYK,8.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.75,0.0,0.3,0.3,0.1,0.0,0.0,0.4,0.4,2020-21,0.28,-0.03,
Jaylen Adams,MIL,7.0,2.6,0.1,1.1,0.125,0.0,0.0,0.1,0.167,0.125,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.3,2020-21,0.14,0.0,
Terrance Ferguson,PHI,13.0,3.8,0.1,0.5,0.143,0.0,0.0,0.1,0.5,0.143,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.2,2020-21,0.2,-0.01,
Theo Pinson,NYK,17.0,2.0,0.1,0.5,0.111,0.0,0.0,0.1,1.0,0.111,0.0,0.0,,0.0,0.3,0.3,0.1,0.0,0.0,0.1,0.1,2020-21,0.1,-0.0,
Ashton Hagans,MIN,2.0,2.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2020-21,,-0.25,
Will Magnay,NOP,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-21,0.0,-2.0,
Anžejs Pasečņiks,WAS,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2020-21,0.0,-4.0,
Noah Vonleh,BRK,4.0,2.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.0,2020-21,0.0,-0.18,
Greg Whittington,DEN,4.0,3.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21,0.0,-0.2,
League Average,,,,,,0.466,,0.367,,0.53,0.538,,,0.778,,,,,,,,,2020-21,,,
