Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Stephen Curry,GSW,63.0,34.2,10.4,21.7,0.482,5.3,0.421,5.1,0.569,0.605,5.7,6.3,0.916,0.5,5.0,5.5,5.8,1.2,0.1,3.4,32.0,2020-21,0.65,0.47,
Bradley Beal,WAS,60.0,35.8,11.2,23.0,0.485,2.2,0.349,9.0,0.535,0.532,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,31.3,2020-21,0.59,0.44,
Damian Lillard,POR,67.0,35.8,9.0,19.9,0.451,4.1,0.391,4.9,0.519,0.554,6.7,7.2,0.928,0.5,3.7,4.2,7.5,0.9,0.3,3.0,28.8,2020-21,0.62,0.41,
Joel Embiid,PHI,51.0,31.1,9.0,17.6,0.513,1.1,0.377,7.9,0.541,0.545,9.2,10.7,0.859,2.2,8.4,10.6,2.8,1.0,1.4,3.1,28.5,2020-21,0.64,0.61,
Giannis Antetokounmpo,MIL,61.0,33.0,10.3,18.0,0.569,1.1,0.303,9.2,0.636,0.6,6.5,9.5,0.685,1.6,9.4,11.0,5.9,1.2,1.2,3.4,28.1,2020-21,0.63,0.55,
Luka Dončić,DAL,66.0,34.3,9.8,20.5,0.479,2.9,0.35,6.9,0.567,0.55,5.2,7.1,0.73,0.8,7.2,8.0,8.6,1.0,0.5,4.3,27.7,2020-21,0.59,0.44,
Zach LaVine,CHI,58.0,35.1,9.8,19.4,0.507,3.4,0.419,6.4,0.571,0.596,4.4,5.1,0.849,0.6,4.4,5.0,4.9,0.8,0.5,3.5,27.4,2020-21,0.63,0.43,
Zion Williamson,NOP,61.0,33.2,10.4,17.0,0.611,0.2,0.294,10.2,0.622,0.616,6.0,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,27.0,2020-21,0.65,0.45,
Kevin Durant,BRK,35.0,33.1,9.3,17.2,0.537,2.4,0.45,6.8,0.577,0.608,6.0,6.8,0.882,0.4,6.7,7.1,5.6,0.7,1.3,3.4,26.9,2020-21,0.67,0.84,
Kyrie Irving,BRK,54.0,34.9,10.2,20.1,0.506,2.8,0.402,7.4,0.561,0.576,3.7,4.0,0.922,1.0,3.8,4.8,6.0,1.4,0.7,2.4,26.9,2020-21,0.62,0.5,
Nikola Jokić,DEN,72.0,34.6,10.2,18.0,0.566,1.3,0.388,8.9,0.606,0.602,4.8,5.5,0.868,2.8,8.0,10.8,8.3,1.3,0.7,3.1,26.4,2020-21,0.65,0.5,
Donovan Mitchell,UTA,53.0,33.4,9.0,20.6,0.438,3.4,0.386,5.7,0.476,0.52,5.0,6.0,0.845,0.9,3.5,4.4,5.2,1.0,0.3,2.8,26.4,2020-21,0.57,0.41,
Jayson Tatum,BOS,64.0,35.8,9.5,20.6,0.459,2.9,0.386,6.5,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,26.4,2020-21,0.58,0.4,
Devin Booker,PHO,67.0,33.9,9.3,19.2,0.484,1.9,0.34,7.4,0.543,0.533,5.1,5.9,0.867,0.5,3.7,4.2,4.3,0.8,0.2,3.1,25.6,2020-21,0.59,0.32,
Trae Young,ATL,63.0,33.7,7.7,17.7,0.438,2.2,0.343,5.6,0.491,0.499,7.7,8.7,0.886,0.6,3.3,3.9,9.4,0.8,0.2,4.1,25.3,2020-21,0.59,0.39,
De'Aaron Fox,SAC,58.0,35.1,9.1,19.1,0.477,1.8,0.322,7.3,0.539,0.523,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3.0,25.2,2020-21,0.57,0.39,
LeBron James,LAL,45.0,33.4,9.4,18.3,0.513,2.3,0.365,7.1,0.591,0.576,4.0,5.7,0.698,0.6,7.0,7.7,7.8,1.1,0.6,3.7,25.0,2020-21,0.6,0.62,
Kawhi Leonard,LAC,52.0,34.1,8.9,17.5,0.512,1.9,0.398,7.0,0.557,0.568,5.0,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2.0,24.8,2020-21,0.62,0.52,
Karl-Anthony Towns,MIN,50.0,33.8,8.5,17.5,0.486,2.4,0.387,6.1,0.541,0.555,5.3,6.2,0.859,2.7,7.9,10.6,4.5,0.8,1.1,3.2,24.8,2020-21,0.61,0.57,
Jaylen Brown,BOS,58.0,34.5,9.3,19.2,0.484,2.8,0.397,6.5,0.536,0.558,3.3,4.3,0.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,24.7,2020-21,0.59,0.38,
James Harden,2TM,44.0,36.6,7.8,16.7,0.466,2.8,0.362,5.0,0.553,0.548,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,24.6,2020-21,0.62,0.71,
Collin Sexton,CLE,60.0,35.3,8.8,18.4,0.475,1.6,0.371,7.1,0.508,0.519,5.2,6.4,0.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,24.3,2020-21,0.57,0.32,
Julius Randle,NYK,71.0,37.6,8.5,18.6,0.456,2.3,0.411,6.2,0.474,0.516,4.9,6.0,0.811,1.2,9.0,10.2,6.0,0.9,0.3,3.4,24.1,2020-21,0.57,0.38,
Brandon Ingram,NOP,61.0,34.3,8.4,18.0,0.466,2.3,0.381,6.1,0.51,0.531,4.6,5.2,0.878,0.6,4.3,4.9,4.9,0.7,0.6,2.5,23.8,2020-21,0.59,0.36,
Shai Gilgeous-Alexander,OKC,35.0,33.7,8.2,16.1,0.508,2.0,0.418,6.2,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,23.7,2020-21,0.62,0.68,
Nikola Vučević,2TM,70.0,33.5,9.5,19.9,0.477,2.5,0.4,7.0,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,23.4,2020-21,0.56,0.4,
Paul George,LAC,54.0,33.7,8.2,17.6,0.467,3.2,0.411,5.1,0.51,0.557,3.7,4.2,0.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,23.3,2020-21,0.6,0.43,
CJ McCollum,POR,47.0,34.0,8.6,18.8,0.458,3.6,0.402,5.0,0.509,0.554,2.3,2.8,0.812,0.6,3.3,3.9,4.7,0.9,0.4,1.4,23.1,2020-21,0.58,0.44,
Jerami Grant,DET,54.0,33.9,7.4,17.3,0.429,2.1,0.35,5.3,0.473,0.491,5.4,6.4,0.845,0.6,4.0,4.6,2.8,0.6,1.1,2.0,22.3,2020-21,0.55,0.34,
Russell Westbrook,WAS,65.0,36.4,8.4,19.0,0.439,1.3,0.315,7.0,0.475,0.474,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,22.2,2020-21,0.51,0.46,
Anthony Davis,LAL,36.0,32.3,8.4,17.0,0.491,0.7,0.26,7.6,0.536,0.512,4.4,5.9,0.738,1.7,6.2,7.9,3.1,1.3,1.6,2.1,21.8,2020-21,0.56,0.65,
DeMar DeRozan,SAS,61.0,33.7,7.5,15.1,0.495,0.3,0.257,7.1,0.515,0.505,6.3,7.2,0.88,0.7,3.6,4.2,6.9,0.9,0.2,2.0,21.6,2020-21,0.59,0.38,
Jimmy Butler,MIA,52.0,33.6,7.0,14.2,0.497,0.5,0.245,6.6,0.538,0.514,6.9,8.0,0.863,1.8,5.1,6.9,7.1,2.1,0.3,2.1,21.5,2020-21,0.61,0.53,
Pascal Siakam,TOR,56.0,35.8,7.8,17.2,0.455,1.3,0.297,6.5,0.509,0.493,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,21.4,2020-21,0.55,0.4,
Malcolm Brogdon,IND,56.0,34.5,7.9,17.5,0.453,2.6,0.388,5.3,0.493,0.527,2.7,3.2,0.864,1.0,4.2,5.3,5.9,0.9,0.3,2.1,21.2,2020-21,0.56,0.38,
Jamal Murray,DEN,48.0,35.5,7.9,16.5,0.477,2.7,0.408,5.2,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,21.2,2020-21,0.59,0.42,
Christian Wood,HOU,41.0,32.3,8.0,15.6,0.514,1.9,0.374,6.1,0.581,0.574,3.0,4.8,0.631,1.9,7.8,9.6,1.7,0.8,1.2,2.0,21.0,2020-21,0.59,0.56,
John Wall,HOU,40.0,32.2,7.3,18.2,0.404,2.0,0.317,5.4,0.449,0.458,4.0,5.3,0.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,20.6,2020-21,0.5,0.42,
Khris Middleton,MIL,68.0,33.4,7.5,15.8,0.476,2.2,0.414,5.3,0.508,0.546,3.1,3.5,0.898,0.8,5.2,6.0,5.4,1.1,0.1,2.6,20.4,2020-21,0.59,0.32,
Terry Rozier,CHO,69.0,34.5,7.4,16.4,0.45,3.2,0.389,4.2,0.512,0.548,2.4,2.9,0.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,20.4,2020-21,0.58,0.28,
Domantas Sabonis,IND,62.0,36.0,7.8,14.6,0.535,0.8,0.321,7.0,0.582,0.564,3.9,5.3,0.732,2.4,9.5,12.0,6.7,1.2,0.5,3.4,20.3,2020-21,0.6,0.47,
Caris LeVert,2TM,47.0,31.6,7.6,17.3,0.441,1.8,0.326,5.9,0.495,0.493,3.1,3.8,0.811,0.7,3.9,4.6,5.2,1.4,0.6,2.2,20.2,2020-21,0.53,0.41,
Kristaps Porziņģis,DAL,43.0,30.9,7.6,15.9,0.476,2.3,0.376,5.3,0.536,0.547,2.7,3.2,0.855,1.9,7.0,8.9,1.6,0.5,1.3,1.2,20.1,2020-21,0.58,0.52,
Victor Oladipo,3TM,33.0,32.7,7.1,17.5,0.408,2.4,0.326,4.8,0.466,0.476,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,19.8,2020-21,0.51,0.52,
Victor Oladipo,IND,9.0,33.3,7.1,16.9,0.421,2.8,0.362,4.3,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,20.0,2020-21,0.53,2.1,
Victor Oladipo,HOU,20.0,33.5,7.8,19.1,0.407,2.5,0.32,5.3,0.465,0.471,3.3,4.2,0.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,21.2,2020-21,0.51,0.89,
Victor Oladipo,MIA,4.0,27.8,4.0,10.8,0.372,1.0,0.235,3.0,0.462,0.419,3.0,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,12.0,2020-21,0.47,2.38,
Malik Beasley,MIN,37.0,32.8,7.1,16.2,0.44,3.5,0.399,3.7,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,19.6,2020-21,0.57,0.44,
Gordon Hayward,CHO,44.0,34.0,7.1,15.0,0.473,1.9,0.415,5.1,0.499,0.537,3.5,4.2,0.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,19.6,2020-21,0.58,0.46,
Fred VanVleet,TOR,52.0,36.5,6.5,16.7,0.389,3.3,0.366,3.2,0.416,0.489,3.3,3.7,0.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,19.6,2020-21,0.53,0.39,
Tobias Harris,PHI,62.0,32.5,7.6,14.9,0.512,1.3,0.394,6.3,0.546,0.556,2.9,3.3,0.892,1.0,5.8,6.8,3.5,0.9,0.8,1.7,19.5,2020-21,0.6,0.36,
Anthony Edwards,MIN,72.0,32.1,7.0,16.8,0.417,2.4,0.329,4.6,0.483,0.488,2.9,3.8,0.776,0.8,3.8,4.7,2.9,1.1,0.5,2.2,19.3,2020-21,0.52,0.22,
Kemba Walker,BOS,43.0,31.8,6.6,15.7,0.42,3.0,0.36,3.7,0.486,0.514,3.1,3.5,0.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,19.3,2020-21,0.56,0.42,
Ja Morant,MEM,63.0,32.6,6.8,15.2,0.449,1.2,0.303,5.7,0.499,0.487,4.3,5.9,0.728,0.9,3.1,4.0,7.4,0.9,0.2,3.2,19.1,2020-21,0.54,0.29,
Michael Porter Jr.,DEN,61.0,31.3,7.3,13.4,0.542,2.8,0.445,4.5,0.628,0.646,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,19.0,2020-21,0.66,0.35,
D'Angelo Russell,MIN,42.0,28.5,6.7,15.5,0.431,2.9,0.387,3.8,0.471,0.523,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,19.0,2020-21,0.56,0.4,
Bam Adebayo,MIA,64.0,33.5,7.1,12.5,0.57,0.0,0.25,7.1,0.573,0.571,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,18.7,2020-21,0.63,0.41,
Norman Powell,2TM,69.0,32.0,6.3,13.3,0.477,2.5,0.411,3.9,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,18.6,2020-21,0.62,0.23,
Andrew Wiggins,GSW,71.0,33.3,7.1,14.9,0.477,2.0,0.38,5.1,0.529,0.543,2.4,3.4,0.714,1.2,3.7,4.9,2.4,0.9,1.0,1.8,18.6,2020-21,0.57,0.24,
Jordan Clarkson,UTA,68.0,26.7,6.7,15.8,0.425,3.1,0.347,3.7,0.523,0.522,1.9,2.1,0.896,0.7,3.3,4.0,2.5,0.9,0.1,1.7,18.4,2020-21,0.55,0.22,
Eric Gordon,HOU,27.0,29.2,5.9,13.6,0.433,2.6,0.329,3.3,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,17.8,2020-21,0.58,0.49,
Jrue Holiday,MIL,59.0,32.3,7.0,13.9,0.503,1.9,0.392,5.1,0.561,0.57,1.8,2.3,0.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,17.7,2020-21,0.59,0.35,
RJ Barrett,NYK,72.0,34.9,6.5,14.7,0.441,1.7,0.401,4.8,0.457,0.499,2.9,3.8,0.746,0.9,4.8,5.8,3.0,0.7,0.3,1.9,17.6,2020-21,0.54,0.23,
John Collins,ATL,63.0,29.3,6.8,12.2,0.556,1.3,0.399,5.5,0.615,0.61,2.7,3.2,0.833,1.9,5.5,7.4,1.2,0.5,1.0,1.3,17.6,2020-21,0.65,0.33,
Darius Garland,CLE,54.0,33.1,6.7,14.9,0.451,1.9,0.395,4.8,0.479,0.517,2.1,2.4,0.848,0.4,2.0,2.4,6.1,1.2,0.1,3.0,17.4,2020-21,0.55,0.29,
Dillon Brooks,MEM,67.0,29.8,6.4,15.4,0.419,1.9,0.344,4.5,0.461,0.481,2.4,2.9,0.815,0.8,2.1,2.9,2.3,1.2,0.4,1.8,17.2,2020-21,0.52,0.19,
Kyle Lowry,TOR,46.0,34.8,5.7,13.0,0.436,2.8,0.396,2.8,0.487,0.546,3.0,3.5,0.875,0.8,4.6,5.4,7.3,1.0,0.3,2.7,17.2,2020-21,0.59,0.45,
Evan Fournier,2TM,42.0,30.0,5.9,12.9,0.457,2.8,0.413,3.1,0.504,0.565,2.6,3.3,0.788,0.2,2.8,3.0,3.4,1.1,0.5,1.7,17.1,2020-21,0.6,0.37,
Jonas Valančiūnas,MEM,62.0,28.3,7.1,12.0,0.592,0.3,0.368,6.8,0.611,0.606,2.5,3.3,0.773,4.1,8.4,12.5,1.8,0.6,0.9,1.6,17.1,2020-21,0.64,0.41,
Bojan Bogdanović,UTA,72.0,30.8,5.6,12.8,0.439,2.5,0.39,3.1,0.487,0.536,3.2,3.7,0.879,0.6,3.3,3.9,1.9,0.6,0.1,1.8,17.0,2020-21,0.59,0.19,
Tim Hardaway Jr.,DAL,70.0,28.4,5.8,13.0,0.447,3.0,0.391,2.9,0.524,0.56,2.0,2.5,0.816,0.3,3.0,3.3,1.8,0.4,0.2,0.9,16.6,2020-21,0.59,0.2,
Buddy Hield,SAC,71.0,34.3,5.7,14.0,0.406,4.0,0.391,1.7,0.446,0.548,1.2,1.5,0.846,0.4,4.3,4.7,3.6,0.9,0.4,1.8,16.6,2020-21,0.57,0.22,
Kevin Porter Jr.,HOU,26.0,32.1,6.0,14.1,0.425,1.9,0.311,4.1,0.515,0.493,2.7,3.6,0.734,0.8,3.0,3.8,6.3,0.7,0.3,3.5,16.6,2020-21,0.53,0.58,
Bogdan Bogdanović,ATL,44.0,29.7,6.1,12.8,0.473,3.3,0.438,2.8,0.522,0.602,0.9,1.0,0.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,16.4,2020-21,0.62,0.38,
Chris Paul,PHO,70.0,31.4,6.3,12.6,0.499,1.5,0.395,4.8,0.543,0.557,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,16.4,2020-21,0.6,0.33,
Khyri Thomas,HOU,5.0,30.6,6.4,13.2,0.485,1.8,0.333,4.6,0.59,0.553,1.8,1.8,1.0,1.4,2.2,3.6,5.0,1.8,1.2,1.2,16.4,2020-21,0.59,4.0,
Mike Conley,UTA,51.0,29.4,5.6,12.5,0.444,2.7,0.412,2.9,0.479,0.552,2.4,2.8,0.852,0.7,2.8,3.5,6.0,1.4,0.2,1.9,16.2,2020-21,0.59,0.35,
Harrison Barnes,SAC,58.0,36.2,5.5,11.1,0.497,1.7,0.391,3.8,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,16.1,2020-21,0.62,0.33,
Elijah Bryant,MIL,1.0,32.0,6.0,13.0,0.462,1.0,0.2,5.0,0.625,0.5,3.0,3.0,1.0,2.0,4.0,6.0,3.0,0.0,1.0,4.0,16.0,2020-21,0.56,15.0,
OG Anunoby,TOR,43.0,33.3,5.8,12.1,0.48,2.4,0.398,3.4,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,15.9,2020-21,0.6,0.4,
LaMelo Ball,CHO,51.0,28.8,5.7,13.2,0.436,1.8,0.352,3.9,0.489,0.504,2.5,3.2,0.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,15.7,2020-21,0.54,0.37,
Dejounte Murray,SAS,67.0,31.9,6.6,14.5,0.453,0.9,0.317,5.6,0.488,0.485,1.6,2.0,0.791,0.9,6.2,7.1,5.4,1.5,0.1,1.7,15.7,2020-21,0.51,0.3,
Terrence Ross,ORL,46.0,29.3,5.5,13.4,0.412,1.9,0.337,3.6,0.469,0.485,2.6,3.0,0.87,0.3,3.1,3.4,2.3,1.0,0.5,1.6,15.6,2020-21,0.53,0.28,
T.J. Warren,IND,4.0,29.3,6.8,12.8,0.529,0.0,0.0,6.8,0.614,0.529,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,15.5,2020-21,0.56,3.32,
Kelly Oubre Jr.,GSW,55.0,30.7,5.8,13.2,0.439,1.6,0.316,4.1,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6.0,1.3,1.0,0.8,1.3,15.4,2020-21,0.53,0.27,
Dennis Schröder,LAL,61.0,32.1,5.4,12.5,0.437,1.2,0.335,4.3,0.476,0.484,3.4,4.0,0.848,0.5,3.0,3.5,5.8,1.1,0.2,2.7,15.4,2020-21,0.54,0.26,
Derrick White,SAS,36.0,29.6,5.2,12.6,0.411,2.3,0.346,2.8,0.486,0.503,2.7,3.2,0.851,0.4,2.6,3.0,3.5,0.7,1.0,1.3,15.4,2020-21,0.55,0.4,
Gary Trent Jr.,2TM,58.0,31.1,5.5,13.5,0.408,2.8,0.385,2.7,0.435,0.513,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1.0,0.2,0.7,15.3,2020-21,0.54,0.2,
Clint Capela,ATL,63.0,30.1,6.6,11.0,0.594,0.0,,6.6,0.594,0.594,2.1,3.6,0.573,4.7,9.6,14.3,0.8,0.7,2.0,1.2,15.2,2020-21,0.6,0.41,
Tyler Herro,MIA,54.0,30.3,5.7,12.9,0.439,2.0,0.36,3.7,0.498,0.516,1.7,2.2,0.803,0.5,4.5,5.0,3.4,0.6,0.3,1.9,15.1,2020-21,0.54,0.27,
Coby White,CHI,69.0,31.2,5.4,13.1,0.416,2.4,0.359,3.1,0.473,0.506,1.9,2.1,0.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,15.1,2020-21,0.54,0.21,
De'Andre Hunter,ATL,23.0,29.5,5.2,10.8,0.484,1.3,0.326,3.9,0.582,0.546,3.2,3.7,0.859,0.7,4.0,4.8,1.9,0.8,0.5,1.3,15.0,2020-21,0.6,0.68,
Andre Drummond,2TM,46.0,27.0,6.1,12.4,0.493,0.0,0.0,6.1,0.5,0.493,2.7,4.5,0.6,3.6,8.4,12.0,2.0,1.4,1.1,2.7,14.9,2020-21,0.52,0.45,
Devonte' Graham,CHO,55.0,30.2,4.6,12.2,0.377,3.3,0.375,1.3,0.38,0.51,2.4,2.9,0.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,14.8,2020-21,0.55,0.26,
Derrick Rose,2TM,50.0,25.6,5.7,12.2,0.47,1.0,0.388,4.7,0.492,0.511,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1.0,0.4,1.6,14.7,2020-21,0.55,0.29,
Lonzo Ball,NOP,55.0,31.8,5.3,12.7,0.414,3.1,0.378,2.1,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,14.6,2020-21,0.55,0.31,
Kendrick Nunn,MIA,56.0,29.5,5.7,11.8,0.485,2.2,0.381,3.5,0.583,0.578,1.0,1.1,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,14.6,2020-21,0.59,0.25,
Deandre Ayton,PHO,69.0,30.7,6.2,10.0,0.626,0.1,0.2,6.2,0.639,0.629,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,14.4,2020-21,0.65,0.32,
Jaren Jackson Jr.,MEM,11.0,23.5,4.8,11.4,0.424,1.5,0.283,3.3,0.554,0.492,3.2,3.8,0.833,1.5,4.1,5.6,1.1,1.1,1.6,1.4,14.4,2020-21,0.55,1.38,
Thomas Bryant,WAS,10.0,27.1,5.9,9.1,0.648,0.9,0.429,5.0,0.714,0.698,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,14.3,2020-21,0.7,1.8,
Rudy Gobert,UTA,71.0,30.8,5.5,8.2,0.675,0.0,0.0,5.5,0.68,0.675,3.3,5.3,0.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,14.3,2020-21,0.68,0.37,
Ben Simmons,PHI,58.0,32.4,5.6,10.1,0.557,0.1,0.3,5.6,0.562,0.56,3.0,4.9,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,14.3,2020-21,0.58,0.37,
Richaun Holmes,SAC,61.0,29.2,6.0,9.4,0.637,0.0,0.182,6.0,0.645,0.638,2.2,2.8,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,14.2,2020-21,0.67,0.35,
Al Horford,OKC,28.0,27.9,5.8,12.9,0.45,2.0,0.368,3.8,0.51,0.528,0.6,0.8,0.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,14.2,2020-21,0.54,0.64,
Marvin Bagley III,SAC,43.0,25.9,5.7,11.4,0.504,0.9,0.343,4.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,14.1,2020-21,0.55,0.35,
Joe Harris,BRK,69.0,31.0,5.2,10.2,0.505,3.1,0.475,2.1,0.555,0.654,0.7,0.9,0.778,0.6,3.0,3.6,1.9,0.7,0.2,0.9,14.1,2020-21,0.67,0.21,
Luguentz Dort,OKC,52.0,29.7,4.8,12.3,0.387,2.2,0.343,2.6,0.432,0.475,2.3,3.2,0.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,14.0,2020-21,0.51,0.21,
Rui Hachimura,WAS,57.0,31.5,5.4,11.4,0.478,0.8,0.328,4.6,0.519,0.513,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,13.8,2020-21,0.55,0.24,
Darius Bazley,OKC,55.0,31.2,5.0,12.5,0.396,1.5,0.29,3.5,0.47,0.456,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,13.7,2020-21,0.49,0.24,
Chris Boucher,TOR,60.0,24.2,4.8,9.3,0.514,1.5,0.383,3.3,0.609,0.595,2.5,3.2,0.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,13.6,2020-21,0.64,0.3,
Lauri Markkanen,CHI,51.0,25.8,4.9,10.2,0.48,2.3,0.402,2.6,0.582,0.594,1.5,1.8,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,13.6,2020-21,0.62,0.27,
Doug McDermott,IND,66.0,24.5,5.4,10.1,0.532,1.7,0.388,3.7,0.641,0.616,1.2,1.5,0.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,13.6,2020-21,0.63,0.19,
Kelly Olynyk,2TM,70.0,28.5,4.8,10.0,0.484,1.8,0.342,3.0,0.641,0.574,2.1,2.5,0.829,1.2,5.7,7.0,2.9,1.1,0.6,1.8,13.5,2020-21,0.61,0.25,
LaMarcus Aldridge,2TM,26.0,25.9,5.4,11.4,0.473,1.2,0.388,4.2,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,13.5,2020-21,0.55,0.55,
Mikal Bridges,PHO,72.0,32.6,5.0,9.3,0.543,1.9,0.425,3.2,0.647,0.643,1.5,1.8,0.84,1.1,3.2,4.3,2.1,1.1,0.9,0.8,13.5,2020-21,0.67,0.23,
Montrezl Harrell,LAL,69.0,22.9,5.4,8.7,0.622,0.0,0.0,5.4,0.632,0.622,2.6,3.7,0.707,2.3,3.9,6.2,1.1,0.7,0.7,1.1,13.5,2020-21,0.65,0.24,
Carmelo Anthony,POR,69.0,24.5,4.7,11.3,0.421,1.9,0.409,2.8,0.429,0.506,2.0,2.2,0.89,0.5,2.6,3.1,1.5,0.7,0.6,0.9,13.4,2020-21,0.55,0.17,
Goran Dragić,MIA,50.0,26.7,4.8,11.1,0.432,1.8,0.373,3.0,0.479,0.514,2.0,2.4,0.828,0.5,2.9,3.4,4.4,0.7,0.2,2.4,13.4,2020-21,0.55,0.26,
Josh Jackson,DET,62.0,25.2,4.8,11.4,0.419,1.2,0.3,3.5,0.487,0.473,2.6,3.5,0.729,0.9,3.2,4.1,2.3,0.9,0.8,2.3,13.4,2020-21,0.52,0.19,
Marcus Morris,LAC,57.0,26.4,4.8,10.2,0.473,2.5,0.473,2.4,0.472,0.592,1.3,1.6,0.82,0.6,3.5,4.1,1.0,0.6,0.3,1.0,13.4,2020-21,0.61,0.22,
Danilo Gallinari,ATL,51.0,24.0,4.0,9.3,0.434,2.0,0.406,2.0,0.466,0.542,3.2,3.4,0.925,0.3,3.8,4.1,1.5,0.6,0.2,0.8,13.3,2020-21,0.62,0.26,
Duncan Robinson,MIA,72.0,31.4,4.4,10.0,0.439,3.5,0.408,0.9,0.625,0.614,0.9,1.0,0.827,0.1,3.4,3.5,1.8,0.6,0.3,1.1,13.1,2020-21,0.63,0.17,
Marcus Smart,BOS,48.0,32.9,4.2,10.6,0.398,1.9,0.33,2.3,0.482,0.489,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2.0,13.1,2020-21,0.54,0.32,
Tyrese Haliburton,SAC,58.0,30.1,5.0,10.7,0.472,2.1,0.409,2.9,0.529,0.569,0.8,1.0,0.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,13.0,2020-21,0.58,0.27,
Shake Milton,PHI,63.0,23.2,4.8,10.6,0.45,1.1,0.35,3.6,0.494,0.503,2.3,2.8,0.83,0.5,1.8,2.3,3.1,0.6,0.3,1.6,13.0,2020-21,0.55,0.18,
