Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Kelly Tripucka,DET,76.0,32.8,7.8,17.1,0.459,0.0,0.118,7.8,0.464,0.46,5.6,6.9,0.815,1.6,2.5,4.0,3.0,0.9,0.2,2.5,21.3,1983-84,0,0.53,0.21
Ralph Sampson,HOU,82.0,32.8,8.7,16.7,0.523,0.0,0.25,8.7,0.524,0.523,3.5,5.3,0.661,3.6,7.6,11.1,2.0,0.9,2.4,3.6,21.0,1983-84,0,0.55,0.29
Sidney Moncrief,MIL,79.0,38.9,7.1,14.2,0.498,0.1,0.278,7.0,0.501,0.5,6.7,7.9,0.848,2.7,4.0,6.7,4.5,1.4,0.3,2.7,20.9,1983-84,1,0.59,0.29
Marques Johnson,MIL,74.0,36.7,8.7,17.4,0.502,0.0,0.154,8.7,0.505,0.502,3.3,4.6,0.709,2.3,4.1,6.5,4.3,1.6,0.6,2.4,20.7,1983-84,1,0.53,0.29
Joe Barry Carroll,GSW,80.0,37.0,8.3,17.4,0.477,0.0,0.0,8.3,0.477,0.477,3.9,5.4,0.723,2.9,5.0,8.0,2.5,1.3,1.8,3.4,20.5,1983-84,0,0.52,0.25
Andrew Toney,PHI,78.0,32.8,7.6,14.4,0.527,0.2,0.316,7.4,0.534,0.532,5.0,6.0,0.839,0.7,1.7,2.5,4.8,0.9,0.3,3.8,20.4,1983-84,0,0.6,0.22
Walter Davis,PHO,78.0,32.6,8.4,16.3,0.512,0.3,0.23,8.1,0.532,0.52,3.0,3.5,0.863,0.5,2.1,2.6,5.5,1.4,0.2,2.7,20.0,1983-84,0,0.56,0.24
Darrell Griffith,UTA,82.0,32.3,8.5,17.4,0.49,1.1,0.361,7.4,0.518,0.522,1.8,2.6,0.696,1.2,3.0,4.1,3.5,1.4,0.3,3.0,20.0,1983-84,0,0.54,0.2
Otis Birdsong,NJN,69.0,31.4,8.4,16.6,0.508,0.1,0.25,8.4,0.513,0.51,2.8,4.6,0.608,1.1,1.4,2.5,3.9,1.2,0.2,2.5,19.8,1983-84,0,0.53,0.22
Dan Issel,DEN,76.0,27.3,7.5,15.2,0.493,0.1,0.211,7.4,0.498,0.495,4.8,5.6,0.85,1.5,5.3,6.8,2.3,0.8,0.6,1.6,19.8,1983-84,0,0.56,0.27
Orlando Woolridge,CHI,75.0,33.9,7.6,14.5,0.525,0.0,0.5,7.6,0.525,0.525,4.0,5.7,0.715,1.7,3.2,4.9,1.8,0.9,0.8,2.5,19.3,1983-84,0,0.57,0.22
Clark Kellogg,IND,79.0,33.9,7.8,15.1,0.519,0.1,0.333,7.7,0.522,0.522,3.3,4.3,0.768,2.9,6.2,9.1,3.0,1.5,0.4,2.8,19.1,1983-84,0,0.56,0.28
Jack Sikma,SEA,82.0,36.5,7.0,14.1,0.499,0.0,0.0,7.0,0.5,0.499,5.0,5.9,0.856,2.7,8.4,11.1,4.0,1.2,1.1,2.9,19.1,1983-84,1,0.57,0.31
Robert Parish,BOS,80.0,35.8,7.8,14.3,0.546,0.0,,7.8,0.546,0.546,3.4,4.6,0.745,3.0,7.7,10.7,1.7,0.7,1.5,2.3,19.0,1983-84,0,0.58,0.3
Dan Roundfield,ATL,73.0,35.8,6.9,14.2,0.485,0.0,0.0,6.9,0.49,0.485,5.1,6.7,0.77,2.8,7.1,9.9,2.5,0.8,1.0,2.8,18.9,1983-84,1,0.55,0.29
Gus Williams,SEA,80.0,35.2,7.5,16.3,0.458,0.1,0.16,7.4,0.464,0.459,3.7,5.0,0.75,0.8,1.7,2.6,8.4,2.4,0.3,2.9,18.7,1983-84,1,0.51,0.24
Kevin McHale,BOS,82.0,31.4,7.2,12.9,0.556,0.0,0.333,7.1,0.557,0.557,4.1,5.4,0.765,2.5,4.9,7.4,1.3,0.3,1.5,1.8,18.4,1983-84,0,0.6,0.25
Quintin Dailey,CHI,82.0,29.9,7.1,15.0,0.474,0.0,0.125,7.1,0.484,0.476,3.9,4.8,0.811,0.7,2.1,2.9,3.1,1.3,0.1,2.7,18.2,1983-84,0,0.53,0.17
Tom Chambers,SEA,82.0,31.3,6.8,13.5,0.499,0.0,0.0,6.8,0.505,0.499,4.6,5.7,0.8,2.7,3.8,6.5,1.6,0.6,0.6,2.3,18.1,1983-84,0,0.57,0.21
Lewis Lloyd,HOU,82.0,31.4,7.4,14.4,0.516,0.0,0.231,7.4,0.519,0.517,2.9,3.6,0.789,1.6,2.0,3.6,3.9,1.2,0.5,3.0,17.8,1983-84,0,0.56,0.2
Cliff Robinson,CLE,73.0,32.9,7.3,16.2,0.45,0.0,0.5,7.3,0.45,0.45,3.2,4.6,0.701,2.1,8.2,10.3,2.5,0.7,0.4,2.6,17.8,1983-84,0,0.49,0.26
John Drew,UTA,81.0,22.2,6.3,13.2,0.479,0.1,0.273,6.2,0.483,0.482,5.0,6.4,0.778,1.8,2.4,4.2,1.7,1.1,0.0,2.4,17.7,1983-84,0,0.55,0.17
Larry Nance,PHO,82.0,35.4,7.3,12.7,0.576,0.0,0.0,7.3,0.58,0.576,3.0,4.3,0.707,2.8,5.5,8.3,2.6,1.0,2.1,2.2,17.7,1983-84,0,0.61,0.28
Magic Johnson,LAL,67.0,38.3,6.6,11.6,0.565,0.1,0.207,6.5,0.579,0.569,4.3,5.3,0.81,1.5,5.9,7.3,13.1,2.2,0.7,4.6,17.6,1983-84,1,0.63,0.45
Bill Laimbeer,DET,82.0,34.9,6.7,12.7,0.53,0.0,0.0,6.7,0.535,0.53,3.9,4.5,0.866,4.0,8.2,12.2,1.8,0.6,1.0,1.8,17.3,1983-84,0,0.59,0.3
Jamaal Wilkes,LAL,75.0,33.4,7.2,14.1,0.514,0.0,0.25,7.2,0.516,0.515,2.8,3.7,0.743,1.7,2.8,4.5,2.9,1.0,0.5,1.8,17.3,1983-84,0,0.55,0.22
Bill Cartwright,NYK,77.0,32.3,5.9,10.5,0.561,0.0,0.0,5.9,0.561,0.561,5.2,6.5,0.805,2.5,5.9,8.4,1.4,0.6,1.3,2.6,17.0,1983-84,0,0.64,0.26
Norm Nixon,SDC,82.0,37.2,7.2,15.5,0.462,0.1,0.239,7.0,0.471,0.467,2.5,3.3,0.76,0.7,1.8,2.5,11.1,1.1,0.0,3.1,17.0,1983-84,1,0.5,0.24
Darryl Dawkins,NJN,81.0,29.8,6.3,10.6,0.593,0.0,0.4,6.2,0.594,0.594,4.2,5.7,0.735,2.0,4.7,6.7,1.5,0.7,1.7,2.9,16.8,1983-84,0,0.64,0.23
Sleepy Floyd,GSW,77.0,33.2,6.3,13.6,0.463,0.1,0.178,6.2,0.476,0.467,4.1,5.0,0.816,1.1,2.4,3.5,3.5,1.3,0.4,2.5,16.8,1983-84,0,0.53,0.19
Larry Drew,KCK,73.0,32.4,6.5,14.1,0.462,0.0,0.3,6.5,0.464,0.463,3.3,4.3,0.776,0.5,1.5,2.0,7.6,1.7,0.1,2.7,16.4,1983-84,1,0.51,0.23
John Long,DET,82.0,30.7,6.6,14.1,0.472,0.0,0.2,6.6,0.473,0.472,3.0,3.4,0.884,1.7,1.8,3.5,2.5,1.1,0.2,1.7,16.3,1983-84,0,0.52,0.17
Calvin Natt,POR,79.0,33.4,6.3,10.8,0.583,0.0,0.118,6.3,0.593,0.585,3.5,4.4,0.797,2.1,3.9,6.0,2.3,0.9,0.3,2.1,16.2,1983-84,0,0.64,0.23
Maurice Lucas,PHO,75.0,30.8,6.0,12.1,0.497,0.0,0.0,6.0,0.499,0.497,3.9,5.1,0.765,2.8,6.9,9.7,2.7,0.7,0.5,2.4,15.9,1983-84,1,0.55,0.26
Mychal Thompson,POR,79.0,33.5,6.2,11.8,0.524,0.0,0.0,6.2,0.525,0.524,3.4,5.1,0.667,3.0,5.7,8.7,3.9,1.1,1.4,3.0,15.7,1983-84,0,0.56,0.26
Buck Williams,NJN,81.0,37.1,6.1,11.4,0.535,0.0,0.0,6.1,0.537,0.535,3.5,6.1,0.57,4.4,8.0,12.3,1.6,1.0,1.5,2.9,15.7,1983-84,1,0.56,0.26
Kenny Carr,POR,82.0,29.9,6.3,11.3,0.561,0.0,0.0,6.3,0.564,0.561,3.0,4.5,0.673,2.5,5.3,7.8,1.9,0.8,0.4,2.5,15.6,1983-84,0,0.59,0.21
Ricky Sobers,WSB,81.0,32.4,6.3,13.8,0.456,0.4,0.261,5.9,0.477,0.469,2.7,3.3,0.837,0.6,1.6,2.2,4.7,1.4,0.2,2.7,15.6,1983-84,0,0.51,0.16
Artis Gilmore,SAS,64.0,31.8,5.5,8.7,0.631,0.0,0.0,5.5,0.635,0.631,4.4,6.1,0.718,3.3,7.0,10.3,1.1,0.6,2.1,2.3,15.3,1983-84,1,0.67,0.35
Junior Bridgeman,MIL,81.0,30.0,6.3,13.5,0.465,0.1,0.194,6.2,0.473,0.468,2.4,3.0,0.807,1.0,3.1,4.1,3.3,0.7,0.2,1.8,15.1,1983-84,0,0.51,0.17
Herb Williams,IND,69.0,33.0,6.0,12.5,0.478,0.0,0.0,6.0,0.48,0.478,3.0,4.3,0.702,2.2,5.8,8.0,3.1,0.9,1.6,3.0,14.9,1983-84,0,0.52,0.26
Ray Williams,NYK,76.0,29.3,5.5,12.4,0.445,0.3,0.309,5.2,0.458,0.458,3.5,4.2,0.827,0.9,2.6,3.5,5.9,2.1,0.3,2.9,14.8,1983-84,0,0.52,0.21
James Edwards,PHO,72.0,26.3,6.1,11.3,0.536,0.0,0.0,6.1,0.537,0.536,2.5,3.5,0.72,1.5,3.3,4.8,2.6,0.3,0.4,1.9,14.7,1983-84,0,0.57,0.2
Albert King,NJN,79.0,26.6,5.9,12.0,0.492,0.0,0.136,5.8,0.5,0.493,2.9,3.7,0.786,1.6,3.3,4.9,2.6,1.2,0.4,2.6,14.7,1983-84,0,0.54,0.18
Greg Ballard,WSB,82.0,32.9,6.2,12.9,0.481,0.0,0.133,6.2,0.486,0.482,2.0,2.5,0.798,1.7,4.2,6.0,3.5,1.1,0.4,1.7,14.5,1983-84,0,0.52,0.2
Mike Woodson,KCK,71.0,25.9,5.5,11.5,0.477,0.0,0.25,5.5,0.479,0.478,3.5,4.3,0.818,0.9,1.6,2.5,2.5,1.2,0.4,1.6,14.5,1983-84,0,0.54,0.18
James Worthy,LAL,82.0,29.5,6.0,10.9,0.556,0.0,0.0,6.0,0.56,0.556,2.4,3.1,0.759,1.9,4.4,6.3,2.5,0.9,0.9,2.2,14.5,1983-84,0,0.59,0.21
Al Wood,SEA,81.0,27.6,5.8,11.7,0.494,0.0,0.143,5.7,0.502,0.496,2.8,3.3,0.823,1.2,2.2,3.4,2.0,0.8,0.4,1.6,14.3,1983-84,0,0.54,0.16
Robert Reid,HOU,64.0,30.3,6.3,13.4,0.474,0.0,0.25,6.3,0.476,0.475,1.3,1.9,0.659,1.5,3.8,5.3,3.4,1.4,0.5,1.4,14.0,1983-84,0,0.49,0.24
Mickey Johnson,GSW,78.0,27.2,4.6,10.9,0.421,0.1,0.172,4.5,0.43,0.424,4.3,5.5,0.785,2.5,4.1,6.6,2.8,1.3,0.4,2.8,13.6,1983-84,0,0.51,0.18
Bob Lanier,MIL,72.0,27.9,5.4,9.5,0.572,0.0,0.0,5.4,0.575,0.572,2.7,3.8,0.708,2.0,4.4,6.3,2.6,0.8,0.7,2.3,13.6,1983-84,0,0.61,0.23
Butch Carter,IND,73.0,28.0,5.7,11.8,0.479,0.2,0.326,5.5,0.488,0.488,1.9,2.4,0.764,1.0,1.1,2.1,2.8,1.8,0.2,1.9,13.4,1983-84,0,0.52,0.16
Rickey Green,UTA,81.0,34.2,5.4,11.2,0.486,0.0,0.118,5.4,0.493,0.487,2.4,2.9,0.821,0.7,2.1,2.8,9.2,2.7,0.2,2.1,13.2,1983-84,0,0.53,0.24
Dennis Johnson,BOS,80.0,33.3,4.8,11.0,0.437,0.1,0.125,4.8,0.449,0.44,3.5,4.1,0.852,1.1,2.4,3.5,4.2,1.2,0.7,2.2,13.2,1983-84,0,0.52,0.17
Eddie Johnson,ATL,67.0,28.3,5.3,11.9,0.442,0.2,0.372,5.0,0.446,0.452,2.4,3.2,0.77,0.5,1.7,2.2,5.6,0.9,0.1,2.6,13.2,1983-84,0,0.5,0.18
Gene Banks,SAS,80.0,32.5,5.3,9.3,0.568,0.0,0.167,5.3,0.571,0.568,2.5,3.4,0.741,2.6,4.7,7.3,3.2,1.3,0.3,2.1,13.1,1983-84,0,0.61,0.23
Pat Cummings,DAL,80.0,31.2,5.7,11.4,0.494,0.0,0.0,5.7,0.495,0.494,1.8,2.4,0.742,1.9,6.3,8.2,2.0,0.8,0.3,1.8,13.1,1983-84,0,0.53,0.2
Bob McAdoo,LAL,70.0,20.8,5.0,10.7,0.471,0.0,0.0,5.0,0.474,0.471,3.0,3.8,0.803,1.2,3.0,4.1,1.1,0.6,0.7,1.8,13.1,1983-84,0,0.53,0.16
George Johnson,IND,81.0,25.6,5.1,10.9,0.465,0.1,0.234,4.9,0.478,0.471,2.8,3.3,0.826,1.7,4.0,5.7,2.4,1.0,0.6,2.3,13.0,1983-84,0,0.53,0.17
Vinnie Johnson,DET,82.0,23.3,5.2,11.0,0.473,0.0,0.211,5.1,0.478,0.475,2.5,3.4,0.753,1.6,1.3,2.9,3.3,0.5,0.2,1.6,13.0,1983-84,0,0.52,0.14
Billy Knight,KCK,75.0,25.1,4.8,9.7,0.491,0.1,0.286,4.7,0.495,0.494,3.2,3.8,0.859,1.2,2.2,3.4,2.1,0.7,0.1,2.1,12.8,1983-84,0,0.56,0.15
Maurice Cheeks,PHI,75.0,33.3,5.1,9.4,0.55,0.1,0.4,5.0,0.554,0.556,2.3,3.1,0.733,0.6,2.1,2.7,6.4,2.3,0.3,2.4,12.7,1983-84,0,0.59,0.23
David Thompson,SEA,19.0,18.4,4.7,8.7,0.539,0.0,0.0,4.7,0.543,0.539,3.3,3.8,0.849,0.9,1.4,2.3,0.7,0.5,0.7,1.4,12.6,1983-84,0,0.61,0.57
Mitchell Wiggins,CHI,82.0,25.9,4.9,10.9,0.448,0.1,0.241,4.8,0.455,0.452,2.6,3.5,0.742,1.7,2.3,4.0,2.3,1.3,0.1,1.7,12.4,1983-84,0,0.5,0.14
Johnny Davis,ATL,75.0,27.7,4.7,10.7,0.443,0.0,0.0,4.7,0.447,0.443,2.9,3.4,0.848,0.7,1.1,1.9,4.3,0.8,0.1,1.8,12.3,1983-84,0,0.5,0.15
Reggie Theus,2TM,61.0,24.6,4.3,10.2,0.419,0.1,0.167,4.2,0.437,0.425,3.5,4.6,0.762,0.8,1.3,2.1,5.8,0.8,0.2,2.6,12.2,1983-84,0,0.5,0.19
Dave Corzine,CHI,82.0,32.6,4.7,10.0,0.467,0.0,0.333,4.7,0.469,0.469,2.8,3.4,0.84,2.1,5.0,7.0,2.5,0.7,1.5,2.1,12.2,1983-84,0,0.53,0.19
Dave Greenwood,CHI,78.0,34.8,4.7,9.7,0.49,0.0,0.0,4.7,0.491,0.49,2.7,3.7,0.737,2.7,7.3,10.1,1.8,0.9,0.9,1.9,12.2,1983-84,0,0.54,0.23
Jeff Malone,WSB,81.0,24.4,5.0,11.3,0.444,0.3,0.324,4.7,0.455,0.458,1.8,2.1,0.826,0.7,1.2,1.9,1.9,0.3,0.2,1.4,12.1,1983-84,0,0.49,0.1
Bill Walton,SDC,55.0,26.8,5.2,9.4,0.556,0.0,0.0,5.2,0.558,0.556,1.7,2.8,0.597,2.4,6.3,8.7,3.3,0.8,1.6,3.2,12.1,1983-84,0,0.57,0.33
Frank Johnson,WSB,82.0,32.8,4.8,10.2,0.467,0.1,0.256,4.6,0.478,0.473,2.3,3.1,0.742,0.7,1.5,2.2,6.9,1.2,0.1,2.3,12.0,1983-84,0,0.52,0.17
Micheal Ray Richardson,NJN,48.0,26.8,5.1,11.0,0.46,0.3,0.241,4.8,0.487,0.473,1.6,2.3,0.704,1.2,2.4,3.6,4.5,2.1,0.4,2.5,12.0,1983-84,0,0.5,0.28
Steve Stipanovich,IND,81.0,30.0,4.8,10.1,0.48,0.0,0.188,4.8,0.486,0.482,2.3,3.0,0.753,1.4,5.5,6.9,2.1,0.9,0.8,2.0,12.0,1983-84,0,0.53,0.18
Cedric Maxwell,BOS,80.0,31.3,4.0,7.5,0.532,0.0,0.167,4.0,0.536,0.533,4.0,5.3,0.753,2.5,3.3,5.8,2.6,0.8,0.3,2.5,11.9,1983-84,0,0.61,0.18
James Donaldson,SDC,82.0,30.8,4.4,7.4,0.596,0.0,,4.4,0.596,0.596,3.0,4.0,0.761,2.0,5.9,7.9,1.1,0.5,1.7,2.1,11.8,1983-84,0,0.64,0.21
Gerald Henderson,BOS,78.0,26.8,4.8,9.2,0.524,0.3,0.351,4.6,0.539,0.538,1.7,2.3,0.768,0.9,1.0,1.9,3.8,1.5,0.2,2.1,11.6,1983-84,0,0.57,0.15
Allen Leavell,HOU,82.0,24.5,4.3,8.9,0.477,0.1,0.155,4.1,0.512,0.485,2.9,3.5,0.832,0.4,1.0,1.4,5.6,1.3,0.1,2.2,11.5,1983-84,0,0.55,0.15
Jerry Sichting,IND,80.0,31.2,5.0,9.3,0.532,0.1,0.3,4.9,0.539,0.536,1.5,1.7,0.867,0.6,1.6,2.1,5.7,1.1,0.1,1.8,11.5,1983-84,0,0.57,0.18
Michael Brooks,SDC,47.0,29.9,4.5,9.5,0.479,0.0,0.0,4.5,0.484,0.479,2.2,3.2,0.689,3.0,4.3,7.3,1.9,1.1,0.3,1.7,11.3,1983-84,0,0.52,0.3
Mike Dunleavy,MIL,17.0,23.8,4.1,7.5,0.551,1.1,0.422,3.0,0.622,0.626,1.9,2.4,0.8,0.4,1.3,1.6,4.6,0.7,0.1,2.1,11.2,1983-84,0,0.65,0.72
Lester Conner,GSW,82.0,31.4,4.4,8.9,0.493,0.0,0.167,4.4,0.496,0.494,2.3,3.2,0.718,1.6,2.1,3.7,4.9,2.0,0.1,1.7,11.1,1983-84,0,0.54,0.18
Brad Davis,DAL,81.0,32.9,4.3,8.0,0.53,0.1,0.184,4.2,0.551,0.535,2.5,2.9,0.836,0.5,1.8,2.3,6.9,1.2,0.2,2.0,11.1,1983-84,0,0.6,0.19
Greg Kelser,SDC,80.0,22.3,3.9,7.5,0.519,0.0,0.333,3.9,0.521,0.521,3.1,4.5,0.702,2.4,2.5,4.9,1.1,0.9,0.4,2.4,11.0,1983-84,0,0.58,0.14
Jay Vincent,DAL,61.0,23.3,4.1,9.5,0.435,0.0,0.0,4.1,0.436,0.435,2.8,3.5,0.781,1.3,2.7,4.0,1.9,0.5,0.2,1.9,11.0,1983-84,0,0.5,0.16
John Lucas,SAS,63.0,28.7,4.4,9.4,0.462,0.3,0.275,4.1,0.487,0.478,1.9,2.5,0.764,0.4,2.5,2.9,10.7,1.5,0.1,2.3,10.9,1983-84,0,0.52,0.29
Phil Hubbard,CLE,80.0,22.5,4.0,7.9,0.511,0.0,0.0,4.0,0.512,0.511,2.8,3.7,0.739,2.2,2.6,4.8,1.1,0.9,0.1,1.4,10.8,1983-84,0,0.57,0.14
Rodney McCray,HOU,79.0,26.3,4.2,8.5,0.499,0.0,0.25,4.2,0.5,0.499,2.3,3.2,0.731,2.2,3.5,5.7,2.2,0.7,0.7,1.5,10.8,1983-84,0,0.55,0.17
Truck Robinson,NYK,65.0,32.8,4.4,8.9,0.489,0.0,,4.4,0.489,0.489,2.0,3.2,0.646,2.6,5.8,8.4,1.4,0.7,0.4,2.5,10.8,1983-84,0,0.52,0.21
Lonnie Shelton,CLE,79.0,26.6,4.7,9.9,0.476,0.0,0.2,4.7,0.478,0.477,1.4,1.8,0.764,1.8,3.1,4.8,2.3,1.0,0.7,2.1,10.8,1983-84,0,0.51,0.15
Byron Scott,LAL,74.0,22.1,4.5,9.3,0.484,0.1,0.235,4.4,0.497,0.49,1.5,1.9,0.806,0.7,1.5,2.2,2.4,1.1,0.3,1.6,10.6,1983-84,0,0.52,0.13
Geoff Huston,CLE,77.0,26.5,4.5,9.1,0.498,0.0,0.182,4.5,0.503,0.499,1.4,2.0,0.714,0.4,0.8,1.2,5.4,0.5,0.0,1.9,10.5,1983-84,0,0.53,0.14
Rory Sparrow,NYK,79.0,30.8,4.4,9.3,0.474,0.1,0.256,4.3,0.486,0.481,1.4,1.7,0.824,0.6,1.8,2.4,6.8,1.3,0.1,2.7,10.4,1983-84,0,0.52,0.17
LaSalle Thompson,KCK,80.0,23.9,4.2,8.0,0.523,0.0,,4.2,0.523,0.523,2.0,2.8,0.717,3.3,5.6,8.9,1.1,0.9,1.8,2.1,10.3,1983-84,0,0.56,0.2
Edgar Jones,SAS,81.0,21.9,4.0,8.0,0.5,0.1,0.316,3.9,0.506,0.505,2.2,3.0,0.727,1.8,3.8,5.5,1.0,0.8,1.3,1.5,10.2,1983-84,0,0.55,0.15
Darnell Valentine,POR,68.0,27.8,3.7,8.3,0.447,0.0,0.0,3.7,0.45,0.447,2.9,3.6,0.789,0.7,1.1,1.9,5.8,1.6,0.1,2.2,10.2,1983-84,0,0.52,0.18
Rob Williams,DEN,79.0,24.4,3.9,8.5,0.461,0.2,0.319,3.7,0.471,0.472,2.2,2.6,0.818,0.7,1.8,2.5,5.9,1.1,0.1,2.1,10.2,1983-84,0,0.53,0.16
Kyle Macy,PHO,82.0,29.3,4.4,8.7,0.501,0.3,0.329,4.1,0.519,0.517,1.2,1.4,0.833,0.6,1.7,2.3,4.3,1.5,0.1,1.4,10.1,1983-84,0,0.54,0.15
Johnny Moore,SAS,59.0,28.0,3.9,8.8,0.446,0.5,0.322,3.4,0.471,0.473,1.8,2.4,0.755,0.6,2.4,3.0,9.6,2.1,0.3,2.4,10.1,1983-84,0,0.51,0.29
Caldwell Jones,HOU,81.0,30.9,3.9,7.8,0.502,0.0,0.333,3.9,0.503,0.503,2.0,2.4,0.837,2.1,5.1,7.2,1.9,0.6,1.0,2.0,9.9,1983-84,0,0.56,0.18
Ricky Pierce,SDC,69.0,18.6,3.9,8.3,0.47,0.0,0.0,3.9,0.478,0.47,2.2,2.5,0.861,0.9,1.1,2.0,0.9,0.4,0.2,1.2,9.9,1983-84,0,0.53,0.11
Wayne Cooper,POR,81.0,20.5,3.8,8.2,0.459,0.0,0.0,3.8,0.463,0.459,2.3,2.8,0.804,2.2,3.7,5.9,0.9,0.3,1.3,1.4,9.8,1983-84,0,0.52,0.15
Mike McGee,LAL,77.0,18.5,4.5,7.6,0.594,0.0,0.167,4.5,0.603,0.596,0.8,1.5,0.54,1.5,1.0,2.5,1.1,0.6,0.1,1.4,9.8,1983-84,0,0.59,0.12
Derek Smith,SDC,61.0,21.3,3.9,7.1,0.546,0.0,0.167,3.9,0.551,0.547,2.0,2.7,0.755,0.9,1.9,2.8,1.3,0.5,0.4,1.3,9.8,1983-84,0,0.59,0.16
Fat Lever,POR,81.0,24.8,3.9,8.7,0.447,0.0,0.2,3.8,0.452,0.449,2.0,2.6,0.743,1.2,1.5,2.7,4.6,1.7,0.4,1.5,9.7,1983-84,0,0.49,0.15
