Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Tim Hardaway,GSW,82.0,39.2,9.0,18.9,0.476,1.2,0.385,7.8,0.494,0.508,3.7,4.6,0.803,1.1,3.0,4.0,9.7,2.6,0.1,3.3,22.9,1990-91,0,0.55,0.31
Reggie Miller,IND,82.0,36.2,7.3,14.2,0.512,1.4,0.348,5.9,0.575,0.56,6.7,7.3,0.918,1.0,2.4,3.4,4.0,1.3,0.2,2.0,22.6,1990-91,0,0.65,0.27
Kevin Johnson,PHO,77.0,36.0,7.7,14.9,0.516,0.1,0.205,7.6,0.529,0.52,6.7,8.0,0.843,0.7,2.8,3.5,10.1,2.1,0.1,3.5,22.2,1990-91,0,0.6,0.34
Hersey Hawkins,PHI,80.0,38.9,7.4,15.6,0.472,1.4,0.4,6.0,0.491,0.515,6.0,6.9,0.871,0.6,3.3,3.9,3.7,2.2,0.5,2.7,22.1,1990-91,0,0.59,0.26
Tony Campbell,MIN,77.0,37.6,8.5,19.5,0.434,0.2,0.262,8.3,0.441,0.439,4.6,5.8,0.803,2.1,2.4,4.5,2.8,1.6,0.6,2.5,21.8,1990-91,0,0.49,0.22
Brad Daugherty,CLE,76.0,38.8,8.0,15.2,0.524,0.0,0.0,8.0,0.525,0.524,5.7,7.6,0.751,2.3,8.6,10.9,3.3,1.0,0.6,2.8,21.6,1990-91,0,0.58,0.34
Clyde Drexler,POR,82.0,34.8,7.9,16.3,0.482,0.7,0.319,7.1,0.509,0.505,5.1,6.4,0.794,2.6,4.1,6.7,6.0,1.8,0.7,2.8,21.5,1990-91,1,0.56,0.3
James Worthy,LAL,78.0,38.6,9.2,18.7,0.492,0.3,0.289,8.8,0.505,0.501,2.7,3.4,0.797,1.4,3.2,4.6,3.5,1.3,0.4,1.6,21.4,1990-91,0,0.53,0.25
Hakeem Olajuwon,HOU,56.0,36.8,8.7,17.1,0.508,0.0,0.0,8.7,0.51,0.508,3.8,4.9,0.769,3.9,9.8,13.8,2.3,2.2,3.9,3.1,21.2,1990-91,1,0.55,0.55
Ricky Pierce,2TM,78.0,27.8,7.2,14.8,0.485,0.6,0.397,6.6,0.495,0.505,5.5,6.0,0.913,0.9,1.6,2.4,2.2,0.8,0.2,1.9,20.5,1990-91,0,0.59,0.21
Joe Dumars,DET,80.0,38.1,7.8,16.2,0.481,0.2,0.311,7.6,0.488,0.487,4.6,5.2,0.89,0.8,1.6,2.3,5.5,1.1,0.1,2.4,20.4,1990-91,1,0.55,0.23
Roy Tarpley,DAL,5.0,34.2,8.6,15.8,0.544,0.0,0.0,8.6,0.551,0.544,3.2,3.6,0.889,3.2,7.8,11.0,2.4,1.2,1.8,2.6,20.4,1990-91,0,0.59,5.32
Antoine Carr,SAC,77.0,32.8,8.2,15.9,0.511,0.0,0.0,8.2,0.513,0.511,3.8,5.1,0.758,2.1,3.3,5.5,2.5,0.6,1.3,2.2,20.1,1990-91,0,0.55,0.24
Charles Smith,LAC,74.0,36.5,7.4,15.8,0.469,0.0,0.0,7.4,0.472,0.469,5.2,6.5,0.793,2.9,5.3,8.2,1.8,1.1,2.0,2.2,20.0,1990-91,0,0.54,0.29
Wayman Tisdale,SAC,33.0,33.8,7.9,16.4,0.483,0.0,0.0,7.9,0.484,0.483,4.1,5.2,0.8,2.3,5.4,7.7,2.0,0.7,0.8,2.5,20.0,1990-91,0,0.54,0.58
Rolando Blackman,DAL,80.0,37.1,7.9,16.5,0.482,0.5,0.351,7.4,0.494,0.497,3.5,4.1,0.865,0.8,2.4,3.2,3.8,0.9,0.2,2.0,19.9,1990-91,0,0.54,0.21
Tom Chambers,PHO,76.0,32.6,7.3,16.7,0.437,0.3,0.274,7.1,0.447,0.445,5.0,6.0,0.826,1.4,5.1,6.4,2.6,0.9,0.7,2.3,19.9,1990-91,1,0.51,0.23
Derek Harper,DAL,77.0,37.4,7.4,15.9,0.467,1.2,0.362,6.3,0.493,0.503,3.7,5.1,0.731,0.8,2.3,3.0,7.1,1.9,0.2,2.3,19.7,1990-91,0,0.54,0.26
Ron Harper,LAC,39.0,35.5,7.3,18.7,0.391,1.2,0.324,6.1,0.408,0.424,3.7,5.6,0.668,1.5,3.3,4.8,5.4,1.7,0.9,3.3,19.6,1990-91,0,0.46,0.41
Larry Bird,BOS,60.0,38.0,7.7,17.0,0.454,1.3,0.389,6.4,0.47,0.492,2.7,3.1,0.891,0.9,7.6,8.5,7.2,1.8,1.0,3.1,19.4,1990-91,1,0.53,0.42
Magic Johnson,LAL,79.0,37.1,5.9,12.4,0.477,1.0,0.32,4.9,0.532,0.518,6.6,7.3,0.906,1.3,5.6,7.0,12.5,1.3,0.2,4.0,19.4,1990-91,1,0.62,0.37
Larry Nance,CLE,80.0,36.6,7.9,15.1,0.524,0.0,0.25,7.9,0.526,0.525,3.3,4.1,0.803,2.5,6.1,8.6,3.0,0.8,2.5,1.6,19.2,1990-91,0,0.57,0.31
Reggie Lewis,BOS,79.0,36.4,7.6,15.4,0.491,0.0,0.077,7.6,0.495,0.491,3.6,4.3,0.826,1.5,3.7,5.2,2.5,1.2,1.1,1.9,18.7,1990-91,0,0.54,0.23
Jeff Malone,UTA,69.0,35.7,7.6,15.0,0.508,0.0,0.167,7.6,0.51,0.508,3.3,3.7,0.917,0.5,2.5,3.0,2.1,0.7,0.1,1.6,18.6,1990-91,0,0.56,0.22
Reggie Theus,NJN,81.0,36.5,7.2,15.4,0.468,0.6,0.361,6.6,0.481,0.488,3.6,4.2,0.851,0.9,2.0,2.8,4.7,1.0,0.4,3.1,18.6,1990-91,0,0.54,0.19
Sherman Douglas,MIA,73.0,35.1,7.3,14.5,0.504,0.1,0.129,7.2,0.516,0.506,3.9,5.7,0.686,1.1,1.8,2.9,8.5,1.7,0.1,3.7,18.5,1990-91,0,0.54,0.26
Derrick Coleman,NJN,74.0,35.2,6.9,14.9,0.467,0.2,0.342,6.8,0.472,0.473,4.4,6.0,0.731,3.6,6.6,10.3,2.2,1.0,1.3,2.9,18.4,1990-91,0,0.52,0.28
Kevin McHale,BOS,68.0,30.4,7.4,13.4,0.553,0.2,0.405,7.2,0.559,0.561,3.4,4.0,0.829,2.1,4.9,7.1,1.9,0.4,2.1,2.1,18.4,1990-91,0,0.61,0.31
Chuck Person,IND,80.0,32.1,7.8,15.4,0.504,0.9,0.34,6.9,0.536,0.532,2.1,2.9,0.721,1.5,3.7,5.2,3.0,0.7,0.2,2.3,18.4,1990-91,0,0.55,0.21
Harvey Grant,WSB,77.0,36.9,7.9,15.9,0.498,0.0,0.133,7.9,0.502,0.498,2.4,3.2,0.743,2.3,4.9,7.2,2.6,1.2,0.8,1.6,18.2,1990-91,0,0.53,0.25
Tyrone Corbin,MIN,82.0,39.0,7.2,16.0,0.448,0.0,0.2,7.1,0.45,0.449,3.6,4.5,0.798,2.3,4.9,7.2,4.2,2.0,0.6,2.5,18.0,1990-91,0,0.5,0.24
Lionel Simmons,SAC,79.0,37.7,6.9,16.5,0.422,0.0,0.273,6.9,0.423,0.423,4.1,5.5,0.736,2.4,6.4,8.8,4.0,1.4,1.1,2.9,18.0,1990-91,0,0.48,0.25
Scottie Pippen,CHI,82.0,36.8,7.3,14.1,0.52,0.3,0.309,7.1,0.534,0.529,2.9,4.1,0.706,2.0,5.3,7.3,6.2,2.4,1.1,2.8,17.8,1990-91,0,0.56,0.29
Kenny Smith,HOU,78.0,34.6,6.7,12.9,0.52,0.6,0.363,6.1,0.545,0.545,3.7,4.4,0.844,0.5,1.6,2.1,7.1,1.4,0.1,3.0,17.7,1990-91,0,0.6,0.24
Terry Cummings,SAS,67.0,32.8,7.5,15.5,0.484,0.1,0.212,7.4,0.493,0.487,2.4,3.6,0.683,2.9,4.9,7.8,2.3,0.9,0.4,2.0,17.6,1990-91,0,0.52,0.27
Otis Thorpe,HOU,82.0,37.1,6.7,12.0,0.556,0.0,0.429,6.7,0.557,0.557,4.1,5.9,0.696,3.5,6.8,10.3,2.4,0.9,0.2,2.6,17.5,1990-91,0,0.6,0.26
Ken Norman,LAC,70.0,33.0,7.4,14.8,0.501,0.1,0.188,7.3,0.511,0.504,2.5,3.9,0.629,2.5,4.6,7.1,2.3,0.9,0.9,2.0,17.4,1990-91,0,0.53,0.25
Glen Rice,MIA,77.0,34.4,7.1,15.5,0.461,0.9,0.386,6.2,0.475,0.491,2.2,2.7,0.818,1.1,3.8,4.9,2.5,1.3,0.3,2.2,17.4,1990-91,0,0.52,0.2
Scott Skiles,ORL,79.0,34.4,5.8,13.2,0.445,1.2,0.408,4.7,0.455,0.489,4.3,4.8,0.902,0.7,2.7,3.4,8.4,1.1,0.1,3.2,17.2,1990-91,0,0.56,0.24
John Stockton,UTA,82.0,37.8,6.0,11.9,0.507,0.7,0.345,5.3,0.541,0.537,4.4,5.3,0.836,0.6,2.3,2.9,14.2,2.9,0.2,3.6,17.2,1990-91,1,0.6,0.33
Pooh Richardson,MIN,82.0,38.5,7.7,16.5,0.47,0.5,0.328,7.2,0.485,0.486,1.1,2.0,0.539,1.0,2.5,3.5,9.0,1.6,0.2,2.1,17.1,1990-91,0,0.49,0.24
Xavier McDaniel,2TM,81.0,32.5,7.3,14.6,0.497,0.0,0.0,7.3,0.501,0.497,2.4,3.3,0.723,2.1,4.7,6.9,2.3,0.9,0.6,2.3,17.0,1990-91,0,0.53,0.21
Vernon Maxwell,HOU,82.0,35.0,6.1,15.2,0.404,2.1,0.337,4.0,0.45,0.473,2.6,3.6,0.733,0.5,2.4,2.9,3.7,1.5,0.2,2.1,17.0,1990-91,0,0.51,0.16
Terry Porter,POR,81.0,32.9,6.0,11.7,0.515,1.6,0.415,4.4,0.564,0.584,3.4,4.2,0.823,0.6,2.8,3.5,8.0,2.0,0.1,2.3,17.0,1990-91,0,0.63,0.27
Jeff Hornacek,PHO,80.0,34.2,6.8,13.1,0.518,0.8,0.418,6.0,0.534,0.547,2.5,2.8,0.897,0.9,3.1,4.0,5.1,1.4,0.2,1.6,16.9,1990-91,0,0.59,0.24
Johnny Newman,CHH,81.0,30.6,5.9,12.6,0.47,0.4,0.357,5.5,0.48,0.485,4.8,5.9,0.809,1.2,2.0,3.1,2.3,1.2,0.2,2.3,16.9,1990-91,0,0.56,0.17
Mark Price,CLE,16.0,35.7,6.1,12.2,0.497,1.1,0.34,4.9,0.556,0.544,3.7,3.9,0.952,0.5,2.3,2.8,10.4,2.6,0.1,3.5,16.9,1990-91,0,0.61,1.44
Dale Ellis,2TM,51.0,27.9,6.7,14.1,0.474,1.1,0.363,5.5,0.504,0.513,2.4,3.3,0.723,1.3,2.1,3.4,1.9,1.0,0.2,1.6,16.8,1990-91,0,0.54,0.26
Eddie Johnson,2TM,81.0,25.7,6.7,13.9,0.484,0.5,0.325,6.2,0.503,0.501,2.8,3.2,0.891,1.3,2.0,3.3,1.4,0.7,0.1,1.5,16.7,1990-91,0,0.55,0.16
Armen Gilliam,2TM,75.0,35.3,6.5,13.3,0.487,0.0,0.0,6.5,0.487,0.487,3.6,4.4,0.815,2.9,5.0,8.0,1.4,0.9,0.7,2.3,16.6,1990-91,0,0.54,0.24
Rony Seikaly,MIA,64.0,33.9,6.2,12.8,0.481,0.0,0.333,6.1,0.482,0.482,4.0,6.5,0.619,3.2,7.8,11.1,1.5,0.8,1.3,3.2,16.4,1990-91,0,0.52,0.29
Kiki Vandeweghe,NYK,75.0,32.3,6.1,12.4,0.494,0.7,0.362,5.4,0.518,0.522,3.5,3.8,0.899,1.0,1.4,2.4,1.5,0.6,0.1,1.4,16.3,1990-91,0,0.58,0.17
Isiah Thomas,DET,48.0,34.5,6.0,13.9,0.435,0.4,0.292,5.6,0.45,0.449,3.7,4.8,0.782,0.7,2.6,3.3,9.3,1.6,0.2,3.9,16.2,1990-91,1,0.51,0.37
Detlef Schrempf,IND,82.0,32.1,5.3,10.1,0.52,0.2,0.375,5.1,0.527,0.529,5.4,6.6,0.818,2.2,5.9,8.0,3.7,0.7,0.3,2.1,16.1,1990-91,0,0.62,0.25
Sean Elliott,SAS,82.0,37.1,5.8,11.9,0.49,0.2,0.313,5.6,0.502,0.5,4.0,4.9,0.808,1.7,3.8,5.6,2.9,0.8,0.4,1.8,15.9,1990-91,0,0.57,0.2
Danny Manning,LAC,73.0,30.1,6.4,12.4,0.519,0.0,0.0,6.4,0.521,0.519,3.0,4.2,0.716,2.3,3.5,5.8,2.7,1.6,0.8,2.6,15.9,1990-91,0,0.56,0.23
Johnny Dawkins,PHI,4.0,31.0,6.5,10.3,0.634,0.3,0.25,6.3,0.676,0.646,2.5,2.8,0.909,0.0,4.0,4.0,7.0,0.8,0.0,2.0,15.8,1990-91,0,0.69,5.38
Kevin Duckworth,POR,81.0,31.0,6.4,13.4,0.481,0.0,0.0,6.4,0.482,0.481,3.0,3.8,0.772,2.2,4.4,6.6,1.1,0.4,0.4,2.3,15.8,1990-91,0,0.52,0.18
Rex Chapman,CHH,70.0,30.0,5.9,13.2,0.445,0.7,0.324,5.2,0.468,0.471,3.3,4.0,0.83,0.6,2.1,2.7,3.6,1.0,0.2,1.9,15.7,1990-91,0,0.52,0.19
Dennis Scott,ORL,82.0,28.5,6.1,14.4,0.425,1.5,0.374,4.6,0.445,0.478,1.9,2.5,0.75,0.8,2.1,2.9,1.6,0.8,0.3,1.5,15.7,1990-91,0,0.51,0.13
Kevin Gamble,BOS,82.0,33.0,6.7,11.4,0.587,0.0,0.0,6.7,0.592,0.587,2.3,2.8,0.815,1.0,2.2,3.3,3.1,1.2,0.4,1.8,15.6,1990-91,0,0.62,0.2
Derrick McKey,SEA,73.0,34.3,6.0,11.6,0.517,0.1,0.211,5.9,0.524,0.519,3.2,3.8,0.845,2.4,3.4,5.8,2.3,1.2,0.8,2.2,15.3,1990-91,0,0.58,0.23
Jay Humphries,MIL,80.0,34.1,6.0,12.0,0.502,0.8,0.373,5.3,0.528,0.533,2.4,3.0,0.799,0.7,2.0,2.8,6.7,1.6,0.1,1.9,15.2,1990-91,0,0.57,0.22
Doc Rivers,ATL,79.0,32.7,5.6,12.9,0.435,1.1,0.336,4.5,0.47,0.478,2.8,3.3,0.844,0.6,2.6,3.2,4.3,1.9,0.6,1.6,15.2,1990-91,0,0.53,0.2
Shawn Kemp,SEA,81.0,30.1,5.7,11.2,0.508,0.0,0.167,5.7,0.513,0.509,3.6,5.4,0.661,3.3,5.1,8.4,1.8,1.0,1.5,2.5,15.0,1990-91,0,0.55,0.22
Robert Parish,BOS,81.0,30.1,6.0,10.0,0.598,0.0,0.0,6.0,0.599,0.598,2.9,3.8,0.767,3.3,7.2,10.6,0.8,0.8,1.3,1.9,14.9,1990-91,0,0.64,0.27
Jerome Kersey,POR,73.0,32.3,5.8,12.2,0.478,0.1,0.308,5.8,0.481,0.48,3.2,4.5,0.709,2.3,4.3,6.6,3.1,1.4,1.0,2.0,14.8,1990-91,0,0.52,0.24
Ron Anderson,PHI,82.0,28.5,6.2,12.9,0.485,0.1,0.209,6.1,0.497,0.49,2.0,2.4,0.833,1.3,3.2,4.5,1.4,0.8,0.2,1.2,14.6,1990-91,0,0.52,0.16
Terry Catledge,ORL,51.0,28.6,5.7,12.4,0.462,0.0,0.0,5.7,0.466,0.462,3.2,5.1,0.624,3.3,3.7,7.0,1.1,0.7,0.2,2.1,14.6,1990-91,0,0.5,0.25
Sam Mitchell,MIN,82.0,38.1,5.4,12.3,0.441,0.0,0.0,5.4,0.445,0.441,3.7,4.8,0.775,2.3,4.0,6.3,1.6,0.8,0.7,1.3,14.6,1990-91,0,0.51,0.18
Byron Scott,LAL,82.0,32.1,6.1,12.8,0.477,0.9,0.324,5.2,0.517,0.51,1.4,1.8,0.797,0.7,2.3,3.0,2.2,1.2,0.3,1.0,14.5,1990-91,0,0.53,0.16
Willie Anderson,SAS,75.0,34.6,6.0,13.2,0.457,0.1,0.2,5.9,0.467,0.461,2.3,2.8,0.798,0.9,3.8,4.7,4.8,1.1,0.6,2.2,14.4,1990-91,0,0.5,0.21
Travis Mays,SAC,64.0,33.5,4.6,11.3,0.406,1.1,0.365,3.5,0.421,0.456,4.0,5.2,0.77,0.8,1.9,2.8,4.0,1.3,0.2,2.5,14.3,1990-91,0,0.53,0.19
Mark Aguirre,DET,78.0,25.7,5.4,11.7,0.462,0.3,0.308,5.1,0.477,0.475,3.1,4.1,0.757,1.7,3.1,4.8,1.8,0.6,0.3,1.6,14.2,1990-91,0,0.53,0.16
Mahmoud Abdul-Rauf,DEN,67.0,22.5,6.2,15.1,0.413,0.4,0.24,5.9,0.432,0.425,1.3,1.5,0.857,0.5,1.3,1.8,3.1,0.8,0.1,1.6,14.1,1990-91,0,0.45,0.14
Nick Anderson,ORL,70.0,28.2,5.7,12.2,0.467,0.2,0.293,5.5,0.479,0.477,2.5,3.7,0.668,1.3,4.2,5.5,1.5,1.1,0.6,1.6,14.1,1990-91,0,0.51,0.19
Mookie Blaylock,NJN,72.0,35.9,6.0,14.4,0.416,0.2,0.154,5.8,0.441,0.423,1.9,2.4,0.79,0.9,2.5,3.5,6.1,2.3,0.6,2.9,14.1,1990-91,0,0.46,0.21
Benoit Benjamin,2TM,70.0,31.9,5.5,11.1,0.496,0.0,,5.5,0.496,0.496,3.0,4.2,0.712,2.2,8.1,10.3,1.7,0.8,2.1,3.4,14.0,1990-91,0,0.54,0.27
Todd Lichti,DEN,29.0,29.7,5.7,13.0,0.439,0.5,0.298,5.2,0.459,0.458,2.0,2.4,0.855,1.7,2.2,3.9,2.5,1.6,0.3,1.1,14.0,1990-91,0,0.5,0.47
Otis Smith,ORL,75.0,25.1,5.4,12.0,0.451,0.1,0.196,5.3,0.465,0.456,2.9,4.0,0.734,2.3,2.8,5.2,2.3,1.1,0.5,1.9,13.9,1990-91,0,0.51,0.18
Brian Shaw,BOS,79.0,35.1,5.6,11.9,0.469,0.0,0.111,5.6,0.48,0.471,2.6,3.2,0.819,1.3,3.4,4.7,7.6,1.3,0.4,2.8,13.8,1990-91,0,0.52,0.23
Rod Strickland,SAS,58.0,35.8,5.4,11.2,0.482,0.2,0.333,5.2,0.49,0.491,2.8,3.6,0.763,1.0,2.8,3.8,8.0,2.0,0.2,2.7,13.8,1990-91,0,0.54,0.32
Gerald Wilkins,NYK,68.0,31.8,5.6,11.8,0.473,0.1,0.209,5.5,0.488,0.478,2.5,3.0,0.82,1.1,1.9,3.0,4.0,1.2,0.3,2.4,13.8,1990-91,0,0.53,0.19
Reggie Williams,2TM,73.0,26.0,5.3,11.7,0.449,0.8,0.363,4.5,0.468,0.482,2.3,2.7,0.843,1.8,2.4,4.2,1.8,1.5,0.6,1.5,13.6,1990-91,0,0.53,0.18
John Battle,ATL,79.0,23.6,5.0,10.9,0.461,0.2,0.286,4.8,0.471,0.469,3.4,4.0,0.854,0.4,1.6,2.0,2.7,0.6,0.1,1.4,13.6,1990-91,0,0.54,0.14
James Edwards,DET,72.0,26.4,5.3,11.0,0.484,0.0,0.5,5.3,0.484,0.484,3.0,4.1,0.729,1.3,2.6,3.8,0.9,0.2,0.4,1.8,13.6,1990-91,0,0.53,0.14
Buck Johnson,HOU,73.0,31.2,5.7,12.0,0.477,0.0,0.133,5.7,0.483,0.478,2.2,3.0,0.727,1.5,3.0,4.5,1.9,1.1,0.6,1.7,13.6,1990-91,0,0.51,0.18
Dan Majerle,PHO,77.0,29.6,5.2,10.7,0.484,0.4,0.349,4.8,0.499,0.502,2.9,3.9,0.762,2.2,3.2,5.4,2.8,1.4,0.5,1.5,13.6,1990-91,0,0.55,0.2
Alvin Robertson,MIL,81.0,32.1,5.4,11.2,0.485,0.3,0.365,5.1,0.493,0.497,2.5,3.2,0.757,2.4,3.3,5.7,5.5,3.0,0.2,2.6,13.6,1990-91,0,0.54,0.23
Sam Perkins,LAL,73.0,34.3,5.0,10.2,0.495,0.2,0.281,4.8,0.515,0.507,3.1,3.8,0.821,2.3,5.1,7.4,1.5,0.9,1.1,1.4,13.5,1990-91,0,0.57,0.23
Spud Webb,ATL,75.0,29.3,4.8,10.7,0.447,0.7,0.321,4.1,0.48,0.481,3.1,3.5,0.868,0.5,1.8,2.3,5.6,1.6,0.1,1.9,13.4,1990-91,0,0.55,0.2
Chris Morris,NJN,79.0,32.3,5.2,12.2,0.425,0.6,0.251,4.6,0.465,0.449,2.3,3.1,0.734,2.7,3.9,6.6,2.8,1.7,1.2,2.1,13.2,1990-91,0,0.49,0.2
Kevin Willis,ATL,80.0,29.7,5.6,11.0,0.504,0.1,0.4,5.5,0.505,0.506,2.0,3.0,0.668,3.2,5.6,8.8,1.2,0.8,0.5,1.9,13.1,1990-91,0,0.53,0.2
Walter Davis,2TM,71.0,20.9,5.7,12.1,0.468,0.2,0.306,5.5,0.475,0.474,1.5,1.6,0.915,1.0,1.5,2.5,1.8,1.1,0.0,1.2,13.0,1990-91,0,0.51,0.15
Ledell Eackles,WSB,67.0,24.1,5.1,11.4,0.453,0.2,0.237,4.9,0.471,0.462,2.4,3.3,0.739,0.7,1.2,1.9,2.0,0.7,0.1,1.7,13.0,1990-91,0,0.51,0.13
Sam Bowie,NJN,62.0,30.9,5.1,11.7,0.434,0.1,0.182,5.0,0.442,0.437,2.7,3.7,0.732,2.8,4.9,7.7,2.4,0.7,1.5,2.3,12.9,1990-91,0,0.48,0.25
Jerry Reynolds,ORL,80.0,23.0,4.3,9.9,0.434,0.1,0.294,4.2,0.44,0.44,4.2,5.2,0.802,1.1,2.6,3.7,2.5,1.2,0.7,2.2,12.9,1990-91,0,0.53,0.15
Horace Grant,CHI,78.0,33.9,5.1,9.4,0.547,0.0,0.167,5.1,0.55,0.548,2.5,3.6,0.711,3.4,5.0,8.4,2.3,1.2,0.9,1.2,12.8,1990-91,0,0.58,0.24
Vern Fleming,IND,69.0,28.0,5.2,9.7,0.531,0.1,0.222,5.1,0.539,0.534,2.3,3.2,0.729,1.2,1.9,3.1,5.3,1.1,0.2,2.0,12.7,1990-91,0,0.57,0.22
Sedale Threatt,SEA,80.0,25.8,5.4,10.4,0.519,0.1,0.286,5.3,0.529,0.525,1.7,2.2,0.792,0.3,0.9,1.2,3.4,1.4,0.1,1.7,12.7,1990-91,0,0.56,0.14
Frank Brickowski,MIL,75.0,25.5,5.0,9.4,0.527,0.0,0.0,5.0,0.528,0.527,2.6,3.3,0.798,1.7,4.0,5.7,1.7,1.1,0.6,2.1,12.6,1990-91,0,0.58,0.19
Blair Rasmussen,DEN,70.0,33.2,5.8,12.6,0.458,0.0,0.4,5.8,0.458,0.459,0.9,1.3,0.677,2.4,7.3,9.7,1.0,0.7,1.9,1.2,12.5,1990-91,0,0.47,0.25
Herb Williams,DAL,60.0,30.5,5.5,10.9,0.507,0.0,0.0,5.5,0.51,0.507,1.4,2.2,0.638,1.4,4.5,6.0,1.6,0.5,1.5,1.9,12.5,1990-91,0,0.53,0.23
John Williams,WSB,33.0,28.5,5.0,11.9,0.417,0.3,0.244,4.7,0.438,0.43,2.2,2.9,0.753,1.3,4.1,5.4,4.0,1.2,0.2,2.1,12.5,1990-91,0,0.47,0.41
Thurl Bailey,UTA,82.0,30.3,4.9,10.6,0.458,0.0,0.0,4.9,0.459,0.458,2.7,3.3,0.808,1.2,3.7,5.0,1.5,0.6,1.1,1.6,12.4,1990-91,0,0.51,0.15
Sleepy Floyd,HOU,82.0,22.6,4.7,11.5,0.411,0.6,0.273,4.1,0.443,0.437,2.3,3.0,0.752,0.6,1.3,1.9,3.9,1.2,0.2,1.7,12.3,1990-91,0,0.48,0.13
Kevin Edwards,MIA,79.0,25.3,4.8,11.7,0.41,0.3,0.286,4.5,0.422,0.423,2.2,2.7,0.803,1.0,1.6,2.6,3.0,1.6,0.6,2.1,12.1,1990-91,0,0.47,0.13
Willie Burton,MIA,76.0,25.4,4.5,10.2,0.441,0.1,0.133,4.4,0.454,0.444,3.0,3.9,0.782,1.5,2.0,3.4,1.4,0.9,0.3,1.9,12.0,1990-91,0,0.5,0.12
Vinnie Johnson,DET,82.0,29.1,5.0,11.4,0.434,0.1,0.324,4.8,0.438,0.44,1.6,2.5,0.646,1.3,2.1,3.4,3.3,0.9,0.2,1.4,11.7,1990-91,0,0.47,0.13
Clifford Robinson,POR,82.0,23.7,4.5,9.8,0.463,0.1,0.316,4.5,0.466,0.467,2.5,3.8,0.653,1.5,2.8,4.3,1.8,1.0,0.9,1.6,11.7,1990-91,0,0.51,0.14
Buck Williams,POR,80.0,32.3,4.5,7.4,0.602,0.0,,4.5,0.602,0.602,2.7,3.9,0.705,2.8,6.6,9.4,1.2,0.6,0.6,1.7,11.7,1990-91,1,0.64,0.22
Hot Rod Williams,CLE,43.0,30.1,4.6,10.0,0.463,0.0,0.0,4.6,0.464,0.463,2.5,3.8,0.652,2.6,4.2,6.7,2.3,0.8,1.6,1.5,11.7,1990-91,0,0.5,0.35
Rodney McCray,DAL,74.0,34.6,4.5,9.2,0.495,0.2,0.333,4.4,0.505,0.504,2.1,2.7,0.803,2.1,5.5,7.6,3.5,0.9,0.7,1.7,11.4,1990-91,0,0.55,0.23
