Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Chandler Parsons,HOU,74.0,37.6,6.3,13.3,0.472,1.8,0.37,4.5,0.528,0.538,2.2,3.0,0.742,0.9,4.6,5.5,4.0,1.2,0.4,1.9,16.6,2013-14,0,0.57,0.24
Jeff Teague,ATL,79.0,32.2,5.8,13.2,0.438,0.9,0.329,4.8,0.469,0.474,4.0,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,16.5,2013-14,0,0.54,0.2
Wesley Matthews,POR,82.0,33.9,5.4,12.3,0.441,2.5,0.393,3.0,0.49,0.541,3.1,3.7,0.837,0.6,2.9,3.5,2.4,0.9,0.2,1.3,16.4,2013-14,0,0.59,0.18
Josh Smith,DET,77.0,35.5,6.7,16.0,0.419,0.9,0.264,5.8,0.462,0.448,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,16.4,2013-14,0,0.46,0.2
Chris Bosh,MIA,79.0,32.0,6.2,12.1,0.516,0.9,0.339,5.3,0.569,0.555,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1.0,1.0,1.6,16.2,2013-14,0,0.6,0.23
Gordon Hayward,UTA,77.0,36.4,5.5,13.4,0.413,1.1,0.304,4.4,0.453,0.454,4.0,4.9,0.816,0.8,4.3,5.1,5.2,1.4,0.5,2.8,16.2,2013-14,0,0.52,0.22
Luol Deng,2TM,63.0,35.1,5.9,13.7,0.431,0.9,0.302,5.0,0.468,0.465,3.4,4.3,0.791,1.6,4.2,5.7,2.9,1.0,0.1,1.8,16.0,2013-14,0,0.51,0.24
Derrick Rose,CHI,10.0,31.1,5.8,16.4,0.354,1.6,0.34,4.2,0.359,0.402,2.7,3.2,0.844,0.9,2.3,3.2,4.3,0.5,0.1,3.4,15.9,2013-14,0,0.45,0.95
Dion Waiters,CLE,70.0,29.6,6.1,14.2,0.433,1.3,0.368,4.8,0.455,0.479,2.3,3.4,0.685,0.5,2.3,2.8,3.0,0.9,0.2,2.2,15.9,2013-14,0,0.51,0.16
Gerald Green,PHO,82.0,28.4,5.5,12.3,0.445,2.5,0.4,3.0,0.492,0.547,2.4,2.8,0.848,0.6,2.8,3.4,1.5,0.9,0.5,1.8,15.8,2013-14,0,0.58,0.16
Joe Johnson,BRK,79.0,32.6,5.8,12.9,0.454,2.1,0.401,3.8,0.489,0.533,2.0,2.5,0.815,0.6,2.8,3.4,2.7,0.6,0.1,1.5,15.8,2013-14,0,0.56,0.17
Jodie Meeks,LAL,77.0,33.2,5.4,11.6,0.463,2.1,0.401,3.3,0.514,0.554,2.9,3.4,0.857,0.4,2.1,2.5,1.8,1.4,0.1,1.4,15.7,2013-14,0,0.6,0.17
Brandon Jennings,DET,80.0,34.1,5.3,14.2,0.373,1.9,0.337,3.4,0.397,0.441,3.0,4.0,0.751,0.7,2.3,3.1,7.6,1.3,0.1,2.7,15.5,2013-14,0,0.49,0.19
Eric Gordon,NOP,64.0,32.1,5.6,12.8,0.436,1.6,0.391,4.0,0.456,0.498,2.7,3.5,0.785,0.5,2.1,2.6,3.3,1.2,0.2,2.1,15.4,2013-14,0,0.54,0.2
Greg Monroe,DET,82.0,32.8,6.1,12.4,0.497,0.0,0.0,6.1,0.497,0.497,2.9,4.5,0.657,3.1,6.1,9.3,2.1,1.1,0.6,2.0,15.2,2013-14,0,0.53,0.22
JJ Redick,LAC,35.0,28.2,5.2,11.4,0.455,2.1,0.395,3.1,0.507,0.546,2.8,3.0,0.915,0.3,1.9,2.1,2.2,0.8,0.1,1.2,15.2,2013-14,0,0.6,0.37
Tim Duncan,SAS,74.0,29.2,6.0,12.2,0.49,0.0,0.0,6.0,0.493,0.49,3.1,4.3,0.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,15.1,2013-14,0,0.54,0.28
Serge Ibaka,OKC,81.0,32.9,6.5,12.1,0.536,0.3,0.383,6.2,0.546,0.548,1.9,2.5,0.784,2.8,6.0,8.8,1.0,0.5,2.7,1.5,15.1,2013-14,0,0.57,0.25
Avery Bradley,BOS,60.0,30.9,6.0,13.8,0.438,1.3,0.395,4.7,0.451,0.485,1.5,1.9,0.804,0.8,3.0,3.8,1.4,1.1,0.2,1.6,14.9,2013-14,0,0.51,0.19
Marc Gasol,MEM,59.0,33.4,5.7,12.1,0.473,0.0,0.182,5.7,0.477,0.474,3.1,4.1,0.768,1.4,5.8,7.2,3.6,1.0,1.3,1.9,14.6,2013-14,0,0.53,0.31
Tobias Harris,ORL,61.0,30.3,5.4,11.7,0.464,0.5,0.254,4.9,0.508,0.486,3.2,4.0,0.807,1.4,5.5,7.0,1.3,0.7,0.4,1.3,14.6,2013-14,0,0.54,0.26
Tyreke Evans,NOP,72.0,28.2,5.4,12.5,0.436,0.3,0.221,5.1,0.461,0.448,3.3,4.3,0.771,1.1,3.7,4.7,5.0,1.2,0.3,2.4,14.5,2013-14,0,0.5,0.21
J.R. Smith,NYK,74.0,32.7,5.4,12.9,0.415,2.6,0.394,2.8,0.436,0.514,1.2,1.9,0.652,0.5,3.5,4.0,3.0,0.9,0.3,1.5,14.5,2013-14,0,0.53,0.18
Trevor Ariza,WAS,77.0,35.4,5.1,11.1,0.456,2.3,0.407,2.7,0.509,0.562,1.9,2.5,0.772,1.3,4.9,6.2,2.5,1.6,0.3,1.7,14.4,2013-14,0,0.59,0.22
Jrue Holiday,NOP,34.0,33.6,6.0,13.4,0.447,0.9,0.39,5.1,0.459,0.48,1.5,1.9,0.81,0.8,3.4,4.2,7.9,1.6,0.4,3.1,14.3,2013-14,0,0.5,0.51
Deron Williams,BRK,64.0,32.2,5.0,11.2,0.45,1.5,0.366,3.5,0.5,0.518,2.7,3.4,0.801,0.2,2.4,2.6,6.1,1.5,0.2,2.2,14.3,2013-14,0,0.56,0.24
Nenê,WAS,53.0,29.4,5.6,11.2,0.503,0.0,0.2,5.6,0.506,0.504,2.9,5.0,0.583,1.2,4.3,5.5,2.9,1.2,0.9,2.2,14.2,2013-14,0,0.53,0.28
Nikola Vučević,ORL,57.0,31.8,6.2,12.2,0.507,0.0,,6.2,0.507,0.507,1.8,2.4,0.766,3.2,7.7,11.0,1.8,1.1,0.8,2.0,14.2,2013-14,0,0.54,0.36
Evan Turner,2TM,81.0,30.3,5.4,12.6,0.425,0.6,0.321,4.7,0.444,0.45,2.6,3.2,0.813,0.8,4.3,5.0,3.2,0.8,0.1,2.3,14.0,2013-14,0,0.5,0.16
Alec Burks,UTA,78.0,28.1,4.9,10.7,0.457,0.6,0.35,4.2,0.48,0.487,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,14.0,2013-14,0,0.55,0.16
Gerald Henderson,CHA,77.0,32.0,5.2,12.1,0.433,0.5,0.348,4.7,0.445,0.455,3.1,4.0,0.761,0.4,3.6,4.0,2.6,0.7,0.4,1.5,14.0,2013-14,0,0.51,0.16
David West,IND,80.0,30.9,5.7,11.7,0.488,0.1,0.267,5.7,0.491,0.49,2.5,3.1,0.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,14.0,2013-14,0,0.54,0.21
Rodney Stuckey,DET,73.0,26.7,5.1,11.7,0.436,0.3,0.273,4.8,0.455,0.45,3.3,4.0,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,13.9,2013-14,0,0.52,0.14
Kobe Bryant,LAL,6.0,29.5,5.2,12.2,0.425,0.5,0.188,4.7,0.491,0.445,3.0,3.5,0.857,0.3,4.0,4.3,6.3,1.2,0.2,5.7,13.8,2013-14,0,0.5,2.1
Markieff Morris,PHO,81.0,26.6,5.1,10.4,0.486,0.4,0.315,4.7,0.512,0.507,3.2,4.0,0.792,1.7,4.3,6.0,1.8,0.8,0.6,1.8,13.8,2013-14,0,0.57,0.19
Victor Oladipo,ORL,80.0,31.1,4.9,11.7,0.419,0.9,0.327,4.0,0.448,0.458,3.1,4.0,0.78,0.5,3.6,4.1,4.1,1.6,0.5,3.2,13.8,2013-14,0,0.51,0.17
Lance Stephenson,IND,78.0,35.3,5.5,11.2,0.491,1.1,0.352,4.4,0.545,0.54,1.8,2.5,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,13.8,2013-14,0,0.56,0.22
Carlos Boozer,CHI,76.0,28.2,5.9,12.9,0.456,0.0,0.0,5.9,0.457,0.456,1.9,2.5,0.767,1.8,6.5,8.3,1.6,0.7,0.3,2.0,13.7,2013-14,0,0.49,0.2
Kenneth Faried,DEN,80.0,27.2,5.6,10.3,0.545,0.0,0.0,5.6,0.547,0.545,2.5,3.9,0.65,3.0,5.6,8.6,1.2,0.9,0.9,1.7,13.7,2013-14,0,0.57,0.22
Wilson Chandler,DEN,62.0,31.1,5.0,11.9,0.416,2.0,0.348,3.0,0.478,0.499,1.8,2.5,0.724,0.9,3.8,4.7,1.8,0.7,0.5,1.3,13.6,2013-14,0,0.52,0.2
Andre Drummond,DET,81.0,32.3,5.9,9.5,0.623,0.0,0.0,5.9,0.625,0.623,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,13.5,2013-14,0,0.6,0.28
Paul Pierce,BRK,75.0,28.0,4.3,9.5,0.451,1.5,0.373,2.8,0.507,0.529,3.4,4.1,0.826,0.3,4.3,4.6,2.4,1.1,0.4,2.0,13.5,2013-14,0,0.6,0.19
Andrea Bargnani,NYK,42.0,29.9,5.3,12.0,0.442,0.7,0.278,4.6,0.487,0.472,2.0,2.4,0.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,13.3,2013-14,0,0.51,0.3
Derrick Favors,UTA,73.0,30.2,5.3,10.2,0.522,0.0,0.0,5.3,0.523,0.522,2.6,3.9,0.669,2.7,6.0,8.7,1.2,1.0,1.5,1.8,13.3,2013-14,0,0.56,0.24
Jared Sullinger,BOS,74.0,27.6,5.2,12.1,0.427,0.8,0.269,4.4,0.475,0.458,2.1,2.7,0.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,13.3,2013-14,0,0.5,0.2
Spencer Hawes,2TM,80.0,30.9,5.0,11.0,0.456,1.6,0.416,3.4,0.478,0.529,1.5,1.9,0.783,1.6,6.6,8.3,3.0,0.6,1.2,2.2,13.2,2013-14,0,0.56,0.22
Randy Foye,DEN,81.0,30.7,4.5,10.8,0.413,2.3,0.38,2.1,0.456,0.521,1.9,2.3,0.849,0.4,2.4,2.9,3.5,0.8,0.5,1.8,13.2,2013-14,0,0.56,0.15
Marcin Gortat,WAS,81.0,32.8,5.6,10.4,0.542,0.0,1.0,5.6,0.541,0.542,1.9,2.8,0.686,2.5,7.0,9.5,1.7,0.5,1.5,1.6,13.2,2013-14,0,0.57,0.24
D.J. Augustin,2TM,71.0,27.3,4.2,10.1,0.415,1.9,0.401,2.3,0.427,0.508,2.8,3.2,0.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,13.1,2013-14,0,0.57,0.17
Jimmy Butler,CHI,67.0,38.7,4.1,10.3,0.397,1.0,0.283,3.1,0.457,0.446,3.9,5.0,0.769,1.3,3.6,4.9,2.6,1.9,0.5,1.5,13.1,2013-14,0,0.52,0.21
Reggie Jackson,OKC,80.0,28.5,5.0,11.5,0.44,1.0,0.339,4.0,0.477,0.485,2.0,2.2,0.893,0.5,3.4,3.9,4.1,1.1,0.1,2.1,13.1,2013-14,0,0.53,0.17
Nicolas Batum,POR,82.0,36.0,4.6,10.0,0.465,1.8,0.361,2.9,0.566,0.554,2.0,2.5,0.803,1.4,6.0,7.5,5.1,0.9,0.7,2.5,13.0,2013-14,0,0.59,0.23
Taj Gibson,CHI,82.0,28.7,5.2,10.9,0.479,0.0,0.0,5.2,0.483,0.479,2.6,3.4,0.751,2.4,4.4,6.8,1.1,0.5,1.4,1.8,13.0,2013-14,0,0.52,0.18
Tony Wroten,PHI,72.0,24.5,4.8,11.2,0.427,0.6,0.213,4.2,0.492,0.452,2.9,4.5,0.641,1.0,2.2,3.2,3.0,1.1,0.2,2.8,13.0,2013-14,0,0.49,0.13
Trey Burke,UTA,70.0,32.3,4.9,12.8,0.38,1.6,0.33,3.3,0.41,0.442,1.5,1.6,0.903,0.5,2.4,3.0,5.7,0.6,0.1,1.9,12.8,2013-14,0,0.47,0.18
Kawhi Leonard,SAS,66.0,29.1,5.1,9.8,0.522,1.0,0.379,4.1,0.579,0.576,1.5,1.9,0.802,1.2,5.1,6.2,2.0,1.7,0.8,1.2,12.8,2013-14,0,0.6,0.26
Joakim Noah,CHI,80.0,35.3,4.8,10.0,0.475,0.0,0.0,4.8,0.476,0.475,3.1,4.2,0.737,3.5,7.7,11.3,5.4,1.2,1.5,2.4,12.6,2013-14,0,0.53,0.29
Jeremy Lin,HOU,71.0,28.9,4.2,9.3,0.446,1.2,0.358,3.0,0.492,0.508,3.1,3.7,0.823,0.5,2.2,2.6,4.1,1.0,0.4,2.5,12.5,2013-14,0,0.57,0.17
Ramon Sessions,2TM,83.0,26.7,4.0,9.3,0.429,0.4,0.282,3.6,0.457,0.452,3.9,4.9,0.807,0.5,2.0,2.4,4.1,0.6,0.1,1.8,12.3,2013-14,0,0.54,0.14
Corey Brewer,MIN,81.0,32.2,4.8,10.0,0.481,0.7,0.28,4.1,0.552,0.517,2.0,2.8,0.718,0.8,1.8,2.6,1.7,1.9,0.4,1.3,12.3,2013-14,0,0.55,0.14
Enes Freedom,UTA,80.0,26.7,5.2,10.7,0.491,0.0,0.0,5.2,0.492,0.491,1.9,2.6,0.73,2.8,4.7,7.5,0.9,0.4,0.5,1.8,12.3,2013-14,0,0.52,0.17
Manu Ginóbili,SAS,68.0,22.8,4.3,9.2,0.469,1.3,0.349,3.0,0.553,0.541,2.4,2.8,0.851,0.4,2.5,3.0,4.3,1.0,0.3,2.0,12.3,2013-14,0,0.59,0.2
Terrence Jones,HOU,76.0,27.3,5.1,9.4,0.542,0.4,0.307,4.7,0.581,0.564,1.6,2.6,0.605,2.1,4.8,6.9,1.1,0.7,1.3,0.9,12.1,2013-14,0,0.57,0.21
Khris Middleton,MIL,82.0,30.0,4.6,10.4,0.44,1.5,0.414,3.1,0.454,0.511,1.4,1.7,0.861,0.7,3.0,3.8,2.1,1.0,0.2,1.5,12.1,2013-14,0,0.54,0.14
Jameer Nelson,ORL,68.0,32.0,4.3,11.0,0.394,2.0,0.348,2.3,0.444,0.485,1.4,1.6,0.857,0.4,3.0,3.4,7.0,0.8,0.1,2.4,12.1,2013-14,0,0.52,0.21
Kyle Korver,ATL,71.0,33.9,4.1,8.6,0.475,2.6,0.472,1.5,0.479,0.626,1.2,1.3,0.926,0.3,3.7,4.0,2.9,1.0,0.3,1.4,12.0,2013-14,0,0.65,0.2
Vince Carter,DAL,81.0,24.4,4.1,10.0,0.407,1.8,0.394,2.3,0.418,0.497,2.0,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,11.9,2013-14,0,0.54,0.14
Amar'e Stoudemire,NYK,65.0,22.6,4.8,8.6,0.557,0.0,,4.8,0.557,0.557,2.3,3.1,0.739,1.7,3.2,4.9,0.5,0.4,0.6,1.4,11.9,2013-14,0,0.6,0.19
J.J. Hickson,DEN,69.0,26.9,4.8,9.5,0.508,0.0,0.0,4.8,0.514,0.508,2.2,4.2,0.517,3.0,6.2,9.2,1.4,0.7,0.7,1.9,11.8,2013-14,0,0.52,0.22
O.J. Mayo,MIL,52.0,25.9,4.3,10.6,0.407,1.6,0.37,2.7,0.433,0.484,1.5,1.7,0.864,0.5,1.9,2.4,2.2,0.5,0.3,1.8,11.7,2013-14,0,0.52,0.17
Rajon Rondo,BOS,30.0,33.3,4.7,11.7,0.403,0.9,0.289,3.8,0.442,0.44,1.4,2.2,0.627,0.7,4.7,5.5,9.8,1.3,0.1,3.3,11.7,2013-14,0,0.46,0.58
Tristan Thompson,CLE,82.0,31.6,4.4,9.3,0.477,0.0,0.0,4.4,0.478,0.477,2.9,4.1,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,11.7,2013-14,0,0.53,0.19
Marco Belinelli,SAS,80.0,25.2,4.2,8.7,0.485,1.6,0.43,2.6,0.525,0.576,1.4,1.6,0.847,0.2,2.6,2.8,2.2,0.6,0.1,1.2,11.4,2013-14,0,0.61,0.14
José Calderón,DAL,81.0,30.5,4.2,9.2,0.456,2.4,0.449,1.9,0.464,0.584,0.6,0.8,0.825,0.4,2.0,2.4,4.7,0.9,0.1,1.3,11.4,2013-14,0,0.6,0.16
Darren Collison,LAC,80.0,25.9,4.1,8.7,0.467,0.9,0.376,3.2,0.501,0.518,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.2,0.2,1.7,11.4,2013-14,0,0.57,0.15
