Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Johan Petro,SEA,72.0,18.2,2.6,6.1,0.419,0.0,0.0,2.6,0.42,0.419,0.9,1.2,0.736,1.4,3.8,5.1,0.4,0.5,0.6,1.0,6.0,2007-08,0.45,0.11,,0
Smush Parker,2TM,28.0,21.1,2.3,6.6,0.348,0.6,0.231,1.6,0.434,0.397,0.7,1.0,0.679,0.1,1.7,1.8,3.0,0.9,0.2,1.6,5.9,2007-08,0.42,0.2,,0
Eduardo Nájera,DEN,78.0,21.3,2.2,4.7,0.473,0.7,0.361,1.6,0.548,0.545,0.8,1.1,0.708,1.4,2.9,4.3,1.2,0.9,0.5,0.8,5.9,2007-08,0.57,0.12,,0
Gordan Giriček,3TM,56.0,14.8,2.4,5.4,0.44,0.6,0.364,1.7,0.478,0.5,0.4,0.5,0.885,0.3,1.4,1.7,1.1,0.4,0.1,0.9,5.8,2007-08,0.52,0.09,,0
Gordan Giriček,UTA,22.0,12.7,1.9,4.6,0.402,0.5,0.353,1.3,0.426,0.461,0.0,0.0,1.0,0.3,1.1,1.4,0.7,0.6,0.0,1.0,4.3,2007-08,0.47,0.15,,0
Gordan Giriček,PHI,12.0,9.2,1.1,3.4,0.317,0.4,0.333,0.7,0.308,0.378,0.5,0.7,0.75,0.1,1.1,1.2,0.9,0.3,0.1,0.7,3.1,2007-08,0.42,0.2,,0
Gordan Giriček,PHO,22.0,20.1,3.6,7.2,0.497,0.9,0.38,2.7,0.55,0.557,0.7,0.8,0.941,0.4,1.9,2.3,1.6,0.4,0.1,1.0,8.8,2007-08,0.58,0.39,,0
Tyronn Lue,2TM,50.0,14.7,2.3,5.1,0.447,0.8,0.453,1.5,0.443,0.524,0.5,0.6,0.781,0.2,0.9,1.1,1.5,0.2,0.0,0.5,5.8,2007-08,0.54,0.1,,0
Blake Ahearn,MIA,12.0,14.8,1.3,4.8,0.263,0.8,0.294,0.4,0.217,0.351,2.5,2.6,0.968,0.1,1.5,1.6,1.6,0.5,0.0,1.3,5.8,2007-08,0.49,0.38,,0
Corey Brewer,MIN,79.0,22.8,2.3,6.2,0.374,0.1,0.194,2.2,0.389,0.382,1.1,1.4,0.8,1.0,2.7,3.7,1.4,1.0,0.3,1.1,5.8,2007-08,0.43,0.09,,0
Rodney Carney,PHI,70.0,14.8,2.3,5.6,0.403,0.5,0.317,1.7,0.441,0.452,0.8,1.2,0.679,0.7,1.4,2.1,0.5,0.6,0.3,0.5,5.8,2007-08,0.47,0.07,,0
Jared Dudley,CHA,73.0,19.0,2.2,4.8,0.468,0.1,0.22,2.1,0.502,0.481,1.2,1.6,0.737,1.7,2.3,3.9,1.1,0.8,0.1,0.7,5.8,2007-08,0.53,0.11,,0
Chris Duhon,CHI,66.0,22.6,2.0,5.2,0.387,0.8,0.348,1.2,0.418,0.465,1.0,1.2,0.813,0.3,1.5,1.8,4.0,0.7,0.0,1.1,5.8,2007-08,0.51,0.12,,0
Ime Udoka,SAS,73.0,18.0,2.2,5.1,0.424,0.8,0.37,1.3,0.467,0.505,0.6,0.8,0.759,0.5,2.6,3.1,0.9,0.8,0.2,0.8,5.8,2007-08,0.53,0.09,,0
Kris Humphries,TOR,70.0,13.2,2.3,4.8,0.483,0.0,0.0,2.3,0.486,0.483,1.1,1.8,0.605,1.3,2.4,3.7,0.4,0.4,0.4,0.7,5.7,2007-08,0.51,0.1,,0
Salim Stoudamire,ATL,35.0,11.5,1.9,5.1,0.361,0.8,0.341,1.0,0.379,0.442,1.2,1.4,0.82,0.1,0.6,0.7,0.8,0.2,0.1,0.6,5.7,2007-08,0.5,0.1,,0
Javaris Crittenton,2TM,50.0,13.6,2.0,4.7,0.421,0.2,0.27,1.8,0.449,0.442,1.4,2.1,0.692,0.5,1.7,2.2,1.0,0.4,0.0,1.1,5.6,2007-08,0.5,0.09,,0
Anthony Johnson,2TM,69.0,22.2,2.2,5.1,0.437,0.6,0.452,1.6,0.431,0.496,0.5,0.6,0.814,0.3,1.7,2.0,3.8,0.8,0.1,1.2,5.6,2007-08,0.52,0.12,,0
Ike Diogu,IND,30.0,10.2,2.1,4.5,0.478,0.0,,2.1,0.478,0.478,1.3,1.6,0.851,1.3,1.6,2.8,0.3,0.2,0.1,0.7,5.6,2007-08,0.54,0.19,,0
Royal Ivey,MIL,75.0,19.2,2.0,5.0,0.394,0.5,0.327,1.5,0.421,0.44,1.1,1.6,0.726,0.5,1.1,1.6,2.1,0.6,0.1,1.0,5.6,2007-08,0.49,0.07,,0
Luke Jackson,MIA,14.0,16.3,1.9,5.7,0.325,0.8,0.367,1.1,0.3,0.394,1.1,1.6,0.696,0.5,1.9,2.4,1.2,0.6,0.0,0.6,5.6,2007-08,0.44,0.35,,0
Sean Williams,NJN,73.0,17.5,2.2,4.2,0.538,0.0,,2.2,0.538,0.538,1.1,1.8,0.609,1.6,2.8,4.4,0.4,0.4,1.5,1.0,5.6,2007-08,0.56,0.12,,0
Trevor Ariza,2TM,35.0,15.6,2.0,3.9,0.507,0.1,0.278,1.8,0.542,0.526,1.4,2.1,0.653,0.9,2.2,3.1,1.3,0.9,0.3,0.7,5.5,2007-08,0.57,0.22,,0
Steve Francis,HOU,10.0,19.9,1.9,5.7,0.333,0.4,0.235,1.5,0.375,0.368,1.3,2.3,0.565,0.8,1.5,2.3,3.0,0.9,0.5,1.4,5.5,2007-08,0.41,0.6,,0
Josh Powell,LAC,64.0,19.2,2.3,4.9,0.46,0.0,0.0,2.3,0.465,0.46,1.0,1.4,0.724,1.8,3.4,5.2,0.7,0.2,0.4,1.0,5.5,2007-08,0.5,0.12,,0
Shannon Brown,2TM,21.0,11.4,2.1,6.0,0.349,0.4,0.3,1.7,0.365,0.385,0.8,1.4,0.586,0.3,0.7,1.0,0.8,0.5,0.1,1.1,5.4,2007-08,0.41,0.1,,0
Damon Stoudamire,2TM,60.0,17.3,2.0,5.6,0.356,0.8,0.336,1.2,0.372,0.43,0.5,0.6,0.794,0.3,1.6,2.0,2.8,0.5,0.0,1.3,5.3,2007-08,0.45,0.09,,0
Dan Dickau,LAC,67.0,15.5,1.9,4.4,0.419,0.5,0.333,1.3,0.468,0.48,1.0,1.2,0.829,0.2,1.3,1.4,2.6,0.5,0.0,0.8,5.3,2007-08,0.54,0.09,,0
Thomas Gardner,CHI,4.0,11.3,2.3,5.8,0.391,0.8,0.25,1.5,0.545,0.457,0.0,0.5,0.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,5.3,2007-08,0.44,0.4,,0
Nenê,DEN,16.0,16.6,1.8,4.4,0.408,0.0,0.0,1.8,0.414,0.408,1.7,3.1,0.551,1.9,3.6,5.4,0.9,0.6,0.9,1.3,5.3,2007-08,0.46,0.49,,0
Stéphane Lasme,2TM,16.0,18.9,2.0,4.4,0.451,0.0,,2.0,0.451,0.451,1.2,2.0,0.594,1.6,1.7,3.3,0.2,0.8,1.4,0.9,5.2,2007-08,0.49,0.42,,0
Aaron Brooks,HOU,51.0,11.9,1.8,4.4,0.413,0.7,0.33,1.1,0.491,0.493,0.8,1.0,0.857,0.3,0.8,1.1,1.7,0.3,0.1,0.9,5.2,2007-08,0.54,0.09,,0
Reggie Evans,PHI,81.0,23.2,1.9,4.3,0.439,0.0,1.0,1.9,0.438,0.441,1.5,3.2,0.467,2.8,4.8,7.5,0.8,1.1,0.1,1.3,5.2,2007-08,0.46,0.11,,0
Zaza Pachulia,ATL,62.0,15.2,1.7,4.0,0.437,0.0,0.0,1.7,0.442,0.437,1.7,2.5,0.706,1.4,2.6,4.0,0.6,0.4,0.2,1.1,5.2,2007-08,0.51,0.1,,0
Gerald Green,2TM,30.0,12.1,1.7,5.0,0.344,0.5,0.385,1.2,0.33,0.394,1.1,1.4,0.829,0.4,1.7,2.1,1.0,0.3,0.1,1.1,5.1,2007-08,0.45,0.13,,0
Earl Boykins,CHA,36.0,16.0,1.7,4.8,0.355,0.4,0.318,1.3,0.367,0.395,1.4,1.6,0.831,0.3,0.7,0.9,2.7,0.4,0.0,1.1,5.1,2007-08,0.46,0.13,,0
Ruben Patterson,LAC,20.0,16.4,2.0,4.3,0.453,0.0,0.0,2.0,0.464,0.453,1.2,2.2,0.558,1.2,2.0,3.2,0.9,1.1,0.4,1.4,5.1,2007-08,0.48,0.3,,0
Juan Dixon,2TM,53.0,12.6,2.0,4.9,0.411,0.6,0.417,1.4,0.409,0.469,0.4,0.5,0.808,0.3,1.1,1.4,1.8,0.4,0.0,1.0,5.0,2007-08,0.49,0.09,,0
Mike James,2TM,54.0,13.3,1.9,5.4,0.348,0.6,0.32,1.3,0.363,0.402,0.7,0.9,0.813,0.3,1.0,1.3,1.1,0.4,0.0,0.7,5.0,2007-08,0.43,0.06,,0
Derek Anderson,CHA,28.0,14.1,1.7,4.5,0.376,0.7,0.365,1.0,0.384,0.452,1.0,1.4,0.737,0.3,1.5,1.9,1.6,0.4,0.0,0.9,5.0,2007-08,0.49,0.17,,0
C.J. Miles,UTA,60.0,11.5,1.9,3.9,0.479,0.5,0.39,1.4,0.522,0.542,0.7,0.9,0.788,0.3,1.0,1.3,0.9,0.5,0.1,0.5,5.0,2007-08,0.58,0.08,,0
Rasual Butler,NOH,51.0,17.2,1.8,5.1,0.35,0.9,0.331,0.9,0.37,0.435,0.5,0.6,0.839,0.3,1.6,2.0,0.7,0.3,0.4,0.2,4.9,2007-08,0.46,0.09,,0
Kwame Brown,2TM,38.0,18.8,1.9,3.7,0.507,0.0,,1.9,0.507,0.507,1.1,2.6,0.408,1.3,3.6,4.9,1.2,0.6,0.6,1.3,4.8,2007-08,0.5,0.2,,0
Ben Wallace,2TM,72.0,30.6,1.9,4.9,0.392,0.0,0.0,1.9,0.397,0.392,1.0,2.3,0.426,3.3,5.1,8.4,1.5,1.2,1.6,0.9,4.8,2007-08,0.41,0.17,,0
Matt Bonner,SAS,68.0,12.5,1.8,4.3,0.416,0.7,0.336,1.1,0.487,0.495,0.6,0.6,0.864,0.8,2.0,2.8,0.5,0.2,0.3,0.6,4.8,2007-08,0.53,0.08,,0
Quincy Douby,SAC,74.0,11.8,1.8,4.5,0.394,0.6,0.344,1.2,0.423,0.457,0.6,0.7,0.923,0.2,0.9,1.1,0.7,0.4,0.2,0.8,4.8,2007-08,0.5,0.05,,0
Fabricio Oberto,SAS,82.0,20.0,2.2,3.6,0.608,0.0,0.0,2.2,0.61,0.608,0.5,0.7,0.607,1.9,3.4,5.2,1.2,0.5,0.2,0.6,4.8,2007-08,0.61,0.12,,0
Joel Przybilla,POR,77.0,23.6,1.9,3.2,0.576,0.0,0.0,1.9,0.578,0.576,1.1,1.6,0.68,2.5,5.9,8.4,0.4,0.2,1.2,1.2,4.8,2007-08,0.61,0.16,,0
Brian Cook,2TM,51.0,12.3,1.7,4.6,0.376,0.8,0.374,0.9,0.378,0.468,0.4,0.4,0.905,0.5,1.6,2.1,0.5,0.3,0.2,0.8,4.7,2007-08,0.49,0.08,,0
Chucky Atkins,DEN,24.0,14.7,1.8,5.1,0.344,1.0,0.316,0.7,0.395,0.447,0.2,0.4,0.444,0.1,1.2,1.3,2.0,0.4,0.0,0.4,4.7,2007-08,0.45,0.19,,0
Richie Frahm,LAC,10.0,16.3,2.0,5.4,0.37,0.7,0.28,1.3,0.448,0.435,0.0,0.2,0.0,0.4,1.0,1.4,0.8,0.2,0.0,0.6,4.7,2007-08,0.43,0.29,,0
Spencer Hawes,SAC,71.0,13.1,2.1,4.5,0.459,0.1,0.19,2.0,0.478,0.465,0.5,0.8,0.655,1.0,2.3,3.2,0.6,0.2,0.6,0.8,4.7,2007-08,0.48,0.08,,0
Malik Allen,2TM,73.0,15.0,2.2,4.5,0.48,0.0,0.5,2.1,0.48,0.482,0.3,0.3,0.92,0.9,1.8,2.7,0.6,0.3,0.4,0.6,4.6,2007-08,0.5,0.08,,0
Brevin Knight,LAC,74.0,22.6,1.9,4.6,0.404,0.0,0.0,1.9,0.411,0.404,0.8,1.0,0.873,0.2,1.7,1.9,4.4,1.4,0.1,1.0,4.6,2007-08,0.46,0.11,,0
Glen Davis,BOS,69.0,13.6,1.6,3.2,0.484,0.0,,1.6,0.484,0.484,1.4,2.2,0.66,1.4,1.6,3.0,0.4,0.4,0.3,0.9,4.5,2007-08,0.54,0.08,,0
Jeff McInnis,CHA,54.0,26.1,2.0,4.6,0.434,0.1,0.158,1.9,0.457,0.44,0.4,0.6,0.767,0.3,1.5,1.8,4.1,0.4,0.1,1.4,4.5,2007-08,0.46,0.12,,0
Jason Smith,PHI,76.0,14.6,1.9,4.1,0.455,0.1,0.286,1.8,0.463,0.461,0.7,1.1,0.659,1.0,2.0,3.0,0.3,0.3,0.7,0.6,4.5,2007-08,0.49,0.07,,0
Theo Ratliff,2TM,26.0,16.8,1.6,3.3,0.482,0.0,0.0,1.6,0.488,0.482,1.1,1.7,0.674,1.2,2.2,3.4,0.5,0.3,1.4,0.8,4.3,2007-08,0.53,0.26,,0
J.J. Barea,DAL,44.0,10.5,1.6,3.9,0.418,0.5,0.389,1.1,0.431,0.479,0.6,0.8,0.8,0.1,1.0,1.1,1.3,0.3,0.0,0.8,4.3,2007-08,0.51,0.08,,0
Mickaël Gelabale,SEA,39.0,11.9,1.8,4.0,0.439,0.4,0.432,1.4,0.442,0.49,0.4,0.5,0.778,0.4,1.1,1.5,0.8,0.3,0.2,0.7,4.3,2007-08,0.51,0.11,,0
Aaron Gray,CHI,61.0,10.0,1.7,3.3,0.505,0.0,0.0,1.7,0.507,0.505,0.9,1.6,0.566,1.1,1.6,2.8,0.7,0.3,0.3,0.9,4.3,2007-08,0.54,0.09,,0
David Harrison,IND,55.0,12.8,1.6,3.1,0.529,0.0,,1.6,0.529,0.529,0.9,1.7,0.51,0.8,1.4,2.1,0.3,0.4,1.1,1.1,4.2,2007-08,0.55,0.09,,0
Alexander Johnson,MIA,43.0,12.8,1.4,2.9,0.488,0.0,,1.4,0.488,0.488,1.3,1.9,0.687,0.7,1.4,2.2,0.3,0.3,0.2,1.0,4.2,2007-08,0.56,0.1,,0
Acie Law,ATL,56.0,15.4,1.7,4.2,0.401,0.1,0.206,1.6,0.433,0.416,0.7,0.9,0.792,0.2,0.8,1.0,2.0,0.5,0.0,1.0,4.2,2007-08,0.46,0.07,,0
Nick Fazekas,2TM,26.0,10.3,1.8,3.2,0.561,0.0,0.0,1.8,0.575,0.561,0.6,0.8,0.682,1.3,2.1,3.4,0.4,0.3,0.4,0.5,4.1,2007-08,0.58,0.25,,0
JJ Redick,ORL,34.0,8.1,1.4,3.2,0.444,0.5,0.395,0.9,0.477,0.523,0.8,1.0,0.794,0.0,0.6,0.7,0.5,0.1,0.0,0.4,4.1,2007-08,0.56,0.09,,0
Quinton Ross,LAC,76.0,19.8,1.7,4.4,0.391,0.1,0.429,1.6,0.389,0.404,0.5,0.8,0.667,0.7,1.6,2.3,1.2,0.6,0.4,0.4,4.1,2007-08,0.43,0.07,,0
Jacque Vaughn,SAS,74.0,15.4,1.6,3.8,0.428,0.0,0.3,1.6,0.432,0.433,0.8,1.1,0.763,0.2,0.8,1.0,2.1,0.3,0.0,0.7,4.1,2007-08,0.48,0.06,,0
Shelden Williams,2TM,64.0,12.1,1.4,3.3,0.434,0.0,0.0,1.4,0.438,0.434,1.1,1.6,0.676,1.1,2.1,3.2,0.3,0.3,0.3,0.5,4.0,2007-08,0.5,0.08,,0
Greg Buckner,MIN,31.0,16.8,1.5,3.8,0.385,0.5,0.3,1.0,0.448,0.449,0.6,0.7,0.864,0.3,1.8,2.1,1.3,0.7,0.1,0.9,4.0,2007-08,0.49,0.16,,0
Stephen Graham,IND,22.0,5.8,1.5,2.6,0.586,0.3,0.5,1.2,0.614,0.647,0.5,0.7,0.75,0.2,0.8,1.0,0.4,0.2,0.0,0.5,4.0,2007-08,0.69,0.17,,0
Andre Owens,IND,31.0,12.6,1.3,3.5,0.374,0.6,0.45,0.7,0.328,0.458,0.8,1.1,0.735,0.4,1.1,1.5,1.5,0.4,0.1,0.8,4.0,2007-08,0.5,0.14,,0
Brandan Wright,GSW,38.0,9.9,1.6,2.9,0.554,0.0,,1.6,0.554,0.554,0.7,1.1,0.675,1.0,1.6,2.6,0.2,0.2,0.6,0.3,4.0,2007-08,0.59,0.15,,0
Austin Croshere,GSW,44.0,10.4,1.4,3.1,0.445,0.5,0.361,0.9,0.513,0.526,0.7,0.7,0.906,0.8,1.6,2.4,0.7,0.2,0.1,0.5,3.9,2007-08,0.57,0.12,,0
Melvin Ely,NOH,52.0,11.9,1.6,3.5,0.472,0.0,,1.6,0.472,0.472,0.6,1.1,0.552,0.5,2.3,2.8,0.4,0.1,0.3,0.8,3.9,2007-08,0.49,0.08,,0
Steve Novak,HOU,35.0,7.5,1.4,2.9,0.48,1.0,0.479,0.4,0.484,0.647,0.1,0.1,0.75,0.1,0.9,1.0,0.2,0.1,0.1,0.1,3.9,2007-08,0.66,0.11,,0
Chris Webber,GSW,9.0,14.0,1.7,3.4,0.484,0.0,,1.7,0.484,0.484,0.6,1.3,0.417,0.2,3.3,3.6,2.0,0.4,0.7,1.2,3.9,2007-08,0.49,0.78,,0
Julian Wright,NOH,57.0,11.2,1.6,3.0,0.533,0.2,0.417,1.4,0.552,0.562,0.6,0.9,0.635,0.6,1.5,2.1,0.7,0.5,0.2,0.6,3.9,2007-08,0.57,0.09,,0
Bobby Jones,5TM,47.0,11.3,1.3,3.0,0.429,0.4,0.34,0.9,0.483,0.493,0.9,1.1,0.784,0.6,1.3,2.0,0.6,0.3,0.1,0.6,3.8,2007-08,0.55,0.09,,0
Bobby Jones,DEN,25.0,8.9,1.0,2.6,0.406,0.4,0.391,0.7,0.415,0.477,0.9,1.1,0.821,0.4,1.1,1.5,0.4,0.2,0.0,0.6,3.4,2007-08,0.55,0.12,,0
Bobby Jones,MEM,9.0,15.2,1.6,4.0,0.389,0.3,0.231,1.2,0.478,0.431,1.0,1.1,0.9,1.1,1.9,3.0,1.2,0.6,0.2,0.6,4.4,2007-08,0.49,0.7,,0
Bobby Jones,HOU,4.0,2.3,0.5,1.0,0.5,0.0,,0.5,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,1.0,2007-08,0.5,0.2,,0
Bobby Jones,MIA,6.0,23.8,2.8,5.3,0.531,1.0,0.4,1.8,0.647,0.625,1.3,2.2,0.615,1.3,2.7,4.0,0.8,0.3,0.0,1.2,8.0,2007-08,0.64,1.42,,0
Bobby Jones,SAS,3.0,6.7,0.3,1.3,0.25,0.0,0.0,0.3,0.5,0.25,0.0,0.0,,0.0,0.7,0.7,0.3,0.7,0.0,0.3,0.7,2007-08,0.27,0.37,,0
Ira Newble,3TM,49.0,14.2,1.6,3.6,0.437,0.3,0.327,1.2,0.48,0.483,0.4,0.5,0.769,1.0,1.6,2.6,0.4,0.6,0.2,0.7,3.8,2007-08,0.5,0.1,,0
Ira Newble,CLE,41.0,15.9,1.7,3.9,0.449,0.4,0.333,1.4,0.496,0.497,0.5,0.6,0.769,1.0,1.8,2.8,0.3,0.7,0.2,0.8,4.3,2007-08,0.52,0.13,,0
Ira Newble,SEA,2.0,8.5,1.0,3.5,0.286,0.0,0.0,1.0,0.4,0.286,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,2007-08,0.29,0.0,,0
Ira Newble,LAL,6.0,5.2,0.5,1.5,0.333,0.2,0.5,0.3,0.286,0.389,0.0,0.0,,1.0,0.8,1.8,0.5,0.2,0.2,0.5,1.2,2007-08,0.4,0.4,,0
Anfernee Hardaway,MIA,16.0,20.3,1.4,3.8,0.367,0.5,0.421,0.9,0.341,0.433,0.5,0.6,0.889,0.2,2.0,2.2,2.2,1.2,0.1,0.8,3.8,2007-08,0.47,0.39,,0
Donyell Marshall,2TM,26.0,13.1,1.2,3.8,0.327,0.6,0.283,0.7,0.378,0.403,0.7,0.8,0.864,0.9,2.0,2.9,0.4,0.2,0.6,0.6,3.8,2007-08,0.46,0.18,,0
Arron Afflalo,DET,75.0,12.9,1.3,3.2,0.411,0.1,0.208,1.2,0.461,0.432,0.9,1.2,0.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,3.7,2007-08,0.5,0.05,,0
Devean George,DAL,53.0,15.5,1.4,3.9,0.357,0.4,0.324,1.0,0.374,0.411,0.5,0.6,0.706,0.5,2.1,2.6,0.7,0.4,0.2,0.5,3.7,2007-08,0.44,0.08,,0
Jared Jeffries,NYK,73.0,18.2,1.5,3.7,0.4,0.1,0.16,1.4,0.424,0.407,0.7,1.3,0.527,1.6,1.7,3.3,0.9,0.5,0.3,0.9,3.7,2007-08,0.43,0.07,,0
Eddie Jones,DAL,47.0,19.6,1.4,3.8,0.367,0.7,0.293,0.7,0.5,0.461,0.2,0.3,0.714,0.4,2.4,2.8,1.5,0.6,0.2,0.6,3.7,2007-08,0.47,0.12,,0
Ronnie Price,UTA,61.0,9.6,1.4,3.3,0.431,0.4,0.347,1.0,0.481,0.495,0.4,0.6,0.684,0.1,0.6,0.8,1.3,0.5,0.0,0.5,3.7,2007-08,0.52,0.06,,0
Alando Tucker,PHO,6.0,8.0,1.3,3.7,0.364,0.2,0.25,1.2,0.389,0.386,0.8,1.0,0.833,0.7,0.7,1.3,0.0,0.0,0.2,0.0,3.7,2007-08,0.45,0.43,,0
C.J. Watson,GSW,32.0,11.5,1.3,3.2,0.426,0.3,0.346,1.1,0.453,0.47,0.7,0.9,0.793,0.4,0.6,1.0,1.1,0.5,0.0,0.6,3.7,2007-08,0.51,0.11,,0
Joey Graham,TOR,38.0,8.7,1.3,3.0,0.434,0.1,0.667,1.2,0.427,0.442,1.0,1.2,0.844,0.5,1.3,1.8,0.4,0.1,0.0,0.6,3.6,2007-08,0.51,0.09,,0
Mike Harris,HOU,17.0,9.4,1.6,3.2,0.5,0.0,0.0,1.6,0.519,0.5,0.5,0.8,0.615,1.4,1.8,3.2,0.2,0.4,0.2,0.5,3.6,2007-08,0.51,0.31,,0
Amir Johnson,DET,62.0,12.3,1.5,2.7,0.558,0.0,,1.5,0.558,0.558,0.6,0.9,0.673,1.4,2.4,3.8,0.5,0.4,1.3,0.6,3.6,2007-08,0.58,0.12,,0
Viktor Khryapa,CHI,9.0,11.7,1.3,3.4,0.387,0.0,0.0,1.3,0.4,0.387,0.9,1.6,0.571,0.7,1.6,2.2,0.9,0.7,0.0,0.7,3.6,2007-08,0.44,0.43,,0
Tarence Kinsey,MEM,11.0,8.7,1.5,3.5,0.421,0.3,0.429,1.2,0.419,0.461,0.5,0.5,0.833,0.3,0.8,1.1,0.2,0.3,0.0,0.3,3.6,2007-08,0.48,0.26,,0
Chris Mihm,LAL,23.0,12.1,1.4,4.1,0.337,0.0,,1.4,0.337,0.337,0.8,1.2,0.667,1.2,2.1,3.3,0.6,0.2,0.6,0.7,3.6,2007-08,0.39,0.2,,0
Oleksiy Pecherov,WAS,35.0,9.1,1.3,3.6,0.352,0.5,0.283,0.8,0.415,0.42,0.6,0.9,0.645,0.6,1.3,1.9,0.2,0.2,0.1,0.5,3.6,2007-08,0.45,0.08,,0
Joel Anthony,MIA,24.0,20.8,1.2,2.5,0.467,0.0,,1.2,0.467,0.467,1.2,2.0,0.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,3.5,2007-08,0.52,0.27,,0
Ian Mahinmi,SAS,6.0,3.8,1.0,2.0,0.5,0.0,,1.0,0.5,0.5,1.5,1.5,1.0,0.0,0.8,0.8,0.2,0.0,0.7,0.3,3.5,2007-08,0.66,0.65,,0
Malik Rose,NYK,49.0,10.1,1.3,3.7,0.367,0.0,0.286,1.3,0.37,0.372,0.8,1.0,0.725,0.6,1.5,2.1,0.6,0.3,0.1,0.8,3.5,2007-08,0.42,0.07,,0
Awvee Storey,MIL,26.0,10.0,1.5,3.4,0.438,0.0,0.0,1.5,0.476,0.438,0.5,1.1,0.483,1.2,0.9,2.1,0.6,0.3,0.0,0.4,3.5,2007-08,0.45,0.14,,0
Walter Herrmann,2TM,45.0,8.3,1.2,3.2,0.389,0.4,0.313,0.8,0.45,0.458,0.5,0.6,0.84,0.5,1.1,1.6,0.4,0.2,0.0,0.3,3.4,2007-08,0.49,0.07,,0
Renaldo Balkman,NYK,65.0,14.6,1.4,2.9,0.489,0.0,0.083,1.4,0.517,0.492,0.6,1.5,0.432,1.3,2.0,3.3,0.6,0.7,0.5,0.6,3.4,2007-08,0.48,0.08,,0
Brian Cardinal,MEM,37.0,11.9,1.2,3.4,0.341,0.7,0.309,0.5,0.4,0.44,0.4,0.5,0.684,0.7,1.9,2.6,0.6,0.3,0.1,0.6,3.4,2007-08,0.47,0.11,,0
DerMarr Johnson,SAS,5.0,5.6,1.4,2.8,0.5,0.6,0.333,0.8,0.8,0.607,0.0,0.4,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,3.4,2007-08,0.57,0.44,,0
Francisco Elson,2TM,63.0,12.9,1.5,3.7,0.39,0.0,0.0,1.5,0.391,0.39,0.4,0.6,0.703,0.8,2.4,3.2,0.4,0.2,0.3,0.7,3.3,2007-08,0.42,0.07,,0
Brian Skinner,PHO,66.0,12.8,1.4,3.0,0.465,0.0,0.667,1.4,0.462,0.47,0.5,1.0,0.524,1.0,2.7,3.6,0.2,0.3,1.2,0.6,3.3,2007-08,0.48,0.09,,0
Mardy Collins,NYK,46.0,13.8,1.2,3.8,0.326,0.2,0.25,1.1,0.343,0.349,0.5,0.8,0.605,0.4,1.2,1.6,1.9,0.5,0.2,1.2,3.2,2007-08,0.39,0.07,,0
Jermareo Davidson,CHA,38.0,8.5,1.3,3.3,0.408,0.0,,1.3,0.408,0.408,0.5,0.7,0.643,0.6,1.1,1.6,0.3,0.2,0.4,0.4,3.2,2007-08,0.44,0.08,,0
Dan Gadzuric,MIL,51.0,10.5,1.3,3.0,0.416,0.0,0.0,1.3,0.418,0.416,0.6,1.2,0.524,1.3,1.5,2.8,0.2,0.4,0.5,0.7,3.2,2007-08,0.45,0.08,,0
Dahntay Jones,SAC,25.0,8.2,0.9,2.1,0.434,0.0,0.167,0.9,0.468,0.443,1.4,2.0,0.667,0.3,1.1,1.4,0.5,0.3,0.2,0.4,3.2,2007-08,0.54,0.14,,0
Jorge Garbajosa,TOR,7.0,10.6,1.1,3.6,0.32,0.9,0.375,0.3,0.222,0.44,0.0,0.0,,0.3,1.9,2.1,0.4,0.4,0.0,0.1,3.1,2007-08,0.43,0.49,,0
Troy Hudson,GSW,9.0,10.3,1.0,3.4,0.29,0.4,0.333,0.6,0.263,0.355,0.7,0.7,1.0,0.0,0.8,0.8,1.0,0.3,0.0,0.8,3.1,2007-08,0.42,0.22,,0
Sean Marks,PHO,19.0,6.8,1.2,2.3,0.535,0.1,0.25,1.2,0.564,0.547,0.6,1.0,0.632,0.5,1.4,1.9,0.2,0.2,0.5,0.4,3.1,2007-08,0.57,0.21,,0
Randolph Morris,NYK,18.0,10.1,1.2,3.2,0.362,0.0,,1.2,0.362,0.362,0.8,1.6,0.483,0.7,1.4,2.1,0.1,0.2,0.1,0.5,3.1,2007-08,0.4,0.13,,0
Andre Brown,MEM,33.0,8.7,1.2,2.4,0.5,0.0,,1.2,0.5,0.5,0.7,1.5,0.449,1.1,1.7,2.8,0.2,0.2,0.1,0.4,3.0,2007-08,0.49,0.12,,0
Marcin Gortat,ORL,6.0,6.8,1.3,2.8,0.471,0.0,,1.3,0.471,0.471,0.3,0.5,0.667,1.3,1.3,2.7,0.3,0.2,0.2,0.3,3.0,2007-08,0.5,0.73,,0
