Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Derrick Rose,CHI,51.0,30.0,6.6,16.4,0.405,1.5,0.28,5.1,0.465,0.45,3.0,3.7,0.813,0.7,2.5,3.2,4.9,0.7,0.3,3.2,17.7,2014-15,0,0.49,0.26
John Wall,WAS,79.0,35.9,6.6,14.8,0.445,0.8,0.3,5.7,0.478,0.473,3.6,4.6,0.785,0.5,4.2,4.6,10.0,1.7,0.6,3.8,17.6,2014-15,0,0.52,0.27
Marc Gasol,MEM,81.0,33.2,6.5,13.2,0.494,0.0,0.176,6.5,0.5,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,17.4,2014-15,0,0.56,0.27
Dirk Nowitzki,DAL,77.0,29.6,6.3,13.8,0.459,1.4,0.38,5.0,0.486,0.508,3.3,3.8,0.882,0.6,5.4,5.9,1.9,0.5,0.4,1.1,17.3,2014-15,0,0.56,0.22
Kemba Walker,CHO,62.0,34.2,6.1,15.8,0.385,1.4,0.304,4.7,0.418,0.429,3.8,4.6,0.827,0.6,3.0,3.5,5.1,1.4,0.5,1.6,17.3,2014-15,0,0.49,0.25
Brook Lopez,BRK,72.0,29.2,7.0,13.7,0.513,0.0,0.1,7.0,0.517,0.513,3.1,3.8,0.814,3.0,4.5,7.4,0.7,0.6,1.8,1.4,17.2,2014-15,0,0.56,0.26
Tobias Harris,ORL,68.0,34.8,6.5,14.0,0.466,1.3,0.364,5.2,0.5,0.512,2.8,3.6,0.788,1.1,5.3,6.3,1.8,1.0,0.5,1.7,17.1,2014-15,0,0.55,0.25
Brandon Knight,2TM,63.0,32.3,6.0,14.1,0.422,2.0,0.389,4.0,0.441,0.493,3.1,3.5,0.874,0.4,3.4,3.9,5.2,1.4,0.2,3.0,17.0,2014-15,0,0.54,0.26
Eric Bledsoe,PHO,81.0,34.6,5.8,12.9,0.447,1.1,0.324,4.7,0.491,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,17.0,2014-15,0,0.56,0.23
Andrew Wiggins,MIN,82.0,36.2,6.1,13.9,0.437,0.5,0.31,5.6,0.453,0.454,4.3,5.7,0.76,1.6,2.9,4.6,2.1,1.0,0.6,2.2,16.9,2014-15,0,0.51,0.17
Tony Wroten,PHI,30.0,29.8,5.8,14.5,0.403,1.2,0.261,4.6,0.473,0.446,4.0,6.0,0.667,0.7,2.1,2.9,5.2,1.6,0.3,3.8,16.9,2014-15,0,0.49,0.41
Paul Millsap,ATL,73.0,32.7,6.1,12.7,0.476,1.1,0.356,5.0,0.513,0.518,3.5,4.6,0.757,1.9,5.9,7.8,3.1,1.8,0.9,2.3,16.7,2014-15,0,0.57,0.28
Tyreke Evans,NOP,79.0,34.1,6.6,14.7,0.447,0.9,0.304,5.7,0.482,0.477,2.6,3.7,0.694,1.0,4.2,5.3,6.6,1.3,0.5,3.1,16.6,2014-15,0,0.51,0.23
Al Jefferson,CHO,65.0,30.6,7.5,15.5,0.481,0.0,0.4,7.4,0.482,0.482,1.7,2.5,0.655,1.5,6.9,8.4,1.7,0.7,1.3,1.0,16.6,2014-15,0,0.5,0.29
Kawhi Leonard,SAS,64.0,31.8,6.2,12.8,0.479,1.0,0.349,5.1,0.519,0.52,3.2,3.9,0.802,1.3,5.9,7.2,2.5,2.3,0.8,1.5,16.5,2014-15,0,0.57,0.32
Isaiah Thomas,2TM,67.0,25.8,5.0,11.9,0.42,1.9,0.373,3.1,0.457,0.501,4.5,5.2,0.868,0.5,1.8,2.3,4.2,0.9,0.1,2.1,16.4,2014-15,0,0.58,0.21
Kevin Love,CLE,75.0,33.8,5.5,12.7,0.434,1.9,0.367,3.6,0.48,0.509,3.4,4.3,0.804,1.9,7.9,9.7,2.2,0.7,0.5,1.6,16.4,2014-15,0,0.56,0.26
JJ Redick,LAC,78.0,30.9,5.7,12.0,0.477,2.6,0.437,3.2,0.515,0.583,2.3,2.6,0.901,0.3,1.9,2.1,1.8,0.5,0.1,1.2,16.4,2014-15,0,0.62,0.17
Goran Dragić,2TM,78.0,33.8,6.4,12.8,0.501,1.2,0.347,5.3,0.555,0.546,2.3,3.0,0.774,1.0,2.5,3.5,4.5,1.0,0.2,2.2,16.3,2014-15,0,0.58,0.21
Darren Collison,SAC,45.0,34.8,5.8,12.2,0.473,1.3,0.373,4.4,0.514,0.527,3.2,4.1,0.788,0.4,2.8,3.2,5.6,1.5,0.3,2.5,16.1,2014-15,0,0.57,0.38
George Hill,IND,43.0,29.5,5.9,12.4,0.477,1.6,0.358,4.3,0.544,0.541,2.6,3.3,0.79,0.6,3.6,4.2,5.1,1.0,0.3,1.6,16.1,2014-15,0,0.58,0.42
Zach Randolph,MEM,71.0,32.5,6.4,13.1,0.487,0.1,0.35,6.3,0.49,0.491,3.2,4.2,0.765,3.2,7.4,10.5,2.2,1.0,0.2,2.2,16.1,2014-15,0,0.54,0.28
Derrick Favors,UTA,74.0,30.8,6.5,12.4,0.525,0.0,0.167,6.5,0.527,0.526,3.0,4.5,0.669,2.6,5.6,8.2,1.5,0.8,1.7,1.6,16.0,2014-15,0,0.56,0.26
Wesley Matthews,POR,60.0,33.7,5.6,12.5,0.448,2.9,0.389,2.7,0.534,0.563,1.8,2.4,0.752,0.6,3.1,3.7,2.3,1.3,0.2,1.4,15.9,2014-15,0,0.59,0.24
Greg Monroe,DET,69.0,31.0,6.1,12.4,0.496,0.0,,6.1,0.496,0.496,3.7,4.9,0.75,3.3,6.9,10.2,2.1,1.1,0.5,2.2,15.9,2014-15,0,0.55,0.29
Jeff Teague,ATL,73.0,30.5,5.6,12.2,0.46,1.0,0.343,4.6,0.496,0.5,3.8,4.4,0.862,0.4,2.1,2.5,7.0,1.7,0.4,2.8,15.9,2014-15,0,0.56,0.24
Mike Conley,MEM,70.0,31.8,5.6,12.6,0.446,1.5,0.386,4.1,0.473,0.506,3.1,3.6,0.859,0.4,2.6,3.0,5.4,1.3,0.2,2.2,15.8,2014-15,0,0.56,0.23
Jamal Crawford,LAC,64.0,26.6,5.2,13.1,0.396,1.9,0.327,3.3,0.448,0.467,3.5,3.9,0.901,0.3,1.7,1.9,2.5,0.9,0.2,1.4,15.8,2014-15,0,0.53,0.18
Dwight Howard,HOU,41.0,29.8,6.1,10.3,0.593,0.0,0.5,6.1,0.594,0.595,3.5,6.6,0.528,2.7,7.8,10.5,1.2,0.7,1.3,2.8,15.8,2014-15,0,0.6,0.47
Chandler Parsons,DAL,66.0,33.1,5.8,12.6,0.462,2.0,0.38,3.8,0.521,0.542,2.1,2.9,0.72,1.0,3.9,4.9,2.4,1.0,0.3,1.5,15.7,2014-15,0,0.57,0.23
Enes Freedom,2TM,75.0,28.5,6.4,12.4,0.519,0.2,0.356,6.2,0.528,0.528,2.4,3.1,0.782,3.7,5.3,8.9,0.7,0.5,0.4,1.9,15.5,2014-15,0,0.56,0.23
Lou Williams,TOR,80.0,25.2,4.7,11.6,0.404,1.9,0.34,2.8,0.464,0.486,4.3,4.9,0.861,0.3,1.6,1.9,2.1,1.1,0.1,1.3,15.5,2014-15,0,0.56,0.15
Brandon Jennings,DET,41.0,28.6,5.3,13.2,0.401,1.9,0.36,3.5,0.428,0.471,2.9,3.5,0.839,0.5,2.0,2.5,6.6,1.1,0.1,2.2,15.4,2014-15,0,0.52,0.37
Bradley Beal,WAS,63.0,33.4,5.8,13.5,0.427,1.7,0.409,4.1,0.434,0.489,2.1,2.6,0.783,0.9,2.9,3.8,3.1,1.2,0.3,2.0,15.3,2014-15,0,0.52,0.21
Markieff Morris,PHO,82.0,31.5,6.2,13.4,0.465,0.7,0.318,5.5,0.494,0.491,2.2,2.8,0.763,1.3,4.8,6.2,2.3,1.2,0.5,2.1,15.3,2014-15,0,0.52,0.19
Al Horford,ATL,76.0,30.5,6.8,12.7,0.538,0.1,0.306,6.7,0.547,0.544,1.4,1.9,0.759,1.7,5.4,7.2,3.2,0.9,1.3,1.3,15.2,2014-15,0,0.56,0.26
Ty Lawson,DEN,75.0,35.5,5.4,12.3,0.436,0.9,0.341,4.5,0.463,0.474,3.5,4.8,0.73,0.6,2.6,3.1,9.6,1.2,0.1,2.5,15.2,2014-15,0,0.53,0.25
Jeff Green,2TM,78.0,31.5,5.3,12.4,0.43,1.2,0.332,4.1,0.473,0.48,3.1,3.7,0.833,0.8,3.4,4.2,1.7,0.7,0.4,1.4,15.0,2014-15,0,0.53,0.17
Andrea Bargnani,NYK,29.0,27.1,5.7,12.4,0.454,0.5,0.366,5.1,0.466,0.475,3.0,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,14.8,2014-15,0,0.53,0.45
Jrue Holiday,NOP,40.0,32.6,6.0,13.4,0.446,1.3,0.378,4.7,0.469,0.493,1.6,1.9,0.855,0.8,2.6,3.4,6.9,1.6,0.6,2.3,14.8,2014-15,0,0.52,0.43
Michael Carter-Williams,2TM,66.0,32.6,5.5,13.9,0.396,0.5,0.235,5.0,0.428,0.416,3.1,4.4,0.694,1.0,4.4,5.3,6.7,1.7,0.5,3.8,14.6,2014-15,0,0.46,0.23
Reggie Jackson,2TM,77.0,29.5,5.6,12.9,0.434,0.9,0.299,4.7,0.477,0.47,2.4,2.8,0.83,0.7,3.5,4.2,6.0,0.8,0.1,2.4,14.5,2014-15,0,0.51,0.2
Joe Johnson,BRK,80.0,34.9,5.6,12.8,0.435,1.5,0.359,4.1,0.472,0.494,1.8,2.2,0.801,0.7,4.1,4.8,3.7,0.7,0.2,1.7,14.4,2014-15,0,0.52,0.18
Tony Parker,SAS,68.0,28.7,5.9,12.2,0.486,0.6,0.427,5.4,0.493,0.508,1.9,2.4,0.783,0.2,1.7,1.9,4.9,0.6,0.0,2.1,14.4,2014-15,0,0.54,0.19
Serge Ibaka,OKC,64.0,33.1,5.8,12.3,0.476,1.2,0.376,4.6,0.511,0.525,1.4,1.7,0.836,2.1,5.7,7.8,0.9,0.5,2.4,1.5,14.3,2014-15,0,0.55,0.27
Mo Williams,2TM,68.0,29.1,5.0,12.6,0.397,1.8,0.342,3.3,0.434,0.466,2.4,2.8,0.872,0.3,2.2,2.6,6.2,0.7,0.2,2.5,14.2,2014-15,0,0.51,0.2
Thaddeus Young,2TM,76.0,32.0,5.9,12.7,0.466,0.5,0.33,5.4,0.484,0.486,1.7,2.6,0.655,1.7,3.7,5.4,2.3,1.6,0.3,1.5,14.1,2014-15,0,0.51,0.19
Luol Deng,MIA,72.0,33.6,5.1,10.9,0.469,1.1,0.355,4.0,0.513,0.518,2.7,3.5,0.761,1.4,3.8,5.2,1.9,0.9,0.3,1.5,14.0,2014-15,0,0.56,0.2
Avery Bradley,BOS,77.0,31.5,5.6,13.1,0.429,1.6,0.352,4.0,0.47,0.49,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,13.9,2014-15,0,0.51,0.14
Alec Burks,UTA,27.0,33.3,4.5,11.1,0.403,1.0,0.382,3.5,0.409,0.447,3.9,4.8,0.822,0.7,3.5,4.2,3.0,0.6,0.2,1.9,13.9,2014-15,0,0.53,0.46
Wilson Chandler,DEN,78.0,31.7,5.4,12.5,0.429,1.8,0.342,3.6,0.49,0.5,1.4,1.8,0.775,1.2,4.9,6.1,1.7,0.7,0.4,1.4,13.9,2014-15,0,0.52,0.18
Tim Duncan,SAS,77.0,28.9,5.4,10.6,0.512,0.0,0.286,5.4,0.514,0.513,3.0,4.0,0.74,2.2,6.9,9.1,3.0,0.8,2.0,1.7,13.9,2014-15,0,0.56,0.27
Andre Drummond,DET,82.0,30.5,6.0,11.7,0.514,0.0,0.0,6.0,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,13.8,2014-15,0,0.5,0.25
Ryan Anderson,NOP,61.0,27.5,4.8,12.0,0.399,2.0,0.34,2.8,0.457,0.483,2.1,2.5,0.854,1.8,3.1,4.8,0.9,0.5,0.3,1.0,13.7,2014-15,0,0.52,0.19
Robert Covington,PHI,70.0,27.9,4.3,10.8,0.396,2.4,0.374,1.9,0.426,0.506,2.5,3.1,0.82,0.9,3.6,4.5,1.5,1.4,0.4,1.8,13.5,2014-15,0,0.55,0.18
C.J. Miles,IND,70.0,26.3,4.7,11.8,0.398,2.2,0.345,2.5,0.459,0.491,1.9,2.3,0.807,0.3,2.8,3.1,1.1,0.9,0.4,1.0,13.5,2014-15,0,0.53,0.15
Shabazz Muhammad,MIN,38.0,22.8,5.1,10.4,0.489,0.5,0.392,4.6,0.503,0.514,2.7,3.8,0.717,1.7,2.4,4.1,1.2,0.5,0.2,0.9,13.5,2014-15,0,0.56,0.32
Eric Gordon,NOP,61.0,33.1,4.7,11.4,0.411,2.3,0.448,2.4,0.38,0.512,1.8,2.2,0.805,0.5,2.1,2.6,3.8,0.8,0.2,2.0,13.4,2014-15,0,0.54,0.19
Khris Middleton,MIL,79.0,30.1,5.1,11.0,0.467,1.4,0.407,3.8,0.494,0.53,1.7,2.0,0.859,0.6,3.8,4.4,2.3,1.5,0.1,1.4,13.4,2014-15,0,0.56,0.18
Nick Young,LAL,42.0,23.8,4.1,11.3,0.366,2.0,0.369,2.2,0.363,0.453,3.1,3.5,0.892,0.4,1.9,2.3,1.0,0.5,0.3,1.0,13.4,2014-15,0,0.52,0.21
Arron Afflalo,2TM,78.0,32.1,4.8,11.3,0.424,1.5,0.354,3.3,0.466,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,13.3,2014-15,0,0.54,0.13
Jared Sullinger,BOS,58.0,27.0,5.4,12.2,0.439,0.9,0.283,4.5,0.494,0.476,1.7,2.2,0.744,2.5,5.1,7.6,2.3,0.8,0.7,1.3,13.3,2014-15,0,0.51,0.28
Deron Williams,BRK,68.0,31.1,4.4,11.3,0.387,1.3,0.367,3.1,0.395,0.443,3.0,3.5,0.834,0.4,3.1,3.5,6.6,0.9,0.3,2.3,13.0,2014-15,0,0.51,0.21
Trevor Ariza,HOU,82.0,35.7,4.5,11.1,0.402,2.4,0.35,2.1,0.485,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,12.8,2014-15,0,0.54,0.18
Trey Burke,UTA,76.0,30.1,4.9,13.2,0.368,1.6,0.318,3.2,0.4,0.43,1.4,1.9,0.752,0.4,2.3,2.7,4.3,0.9,0.2,1.6,12.8,2014-15,0,0.46,0.14
Giannis Antetokounmpo,MIL,81.0,31.4,4.7,9.6,0.491,0.1,0.159,4.6,0.511,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,12.7,2014-15,0,0.55,0.2
Kentavious Caldwell-Pope,DET,82.0,31.5,4.8,11.9,0.401,1.9,0.345,2.9,0.449,0.48,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,12.7,2014-15,0,0.5,0.12
DeMarre Carroll,ATL,70.0,31.3,4.5,9.3,0.487,1.7,0.395,2.8,0.567,0.579,1.8,2.6,0.702,1.4,3.9,5.3,1.7,1.3,0.2,1.1,12.6,2014-15,0,0.6,0.21
Kenneth Faried,DEN,75.0,27.8,5.0,9.8,0.507,0.0,0.125,5.0,0.511,0.507,2.7,3.8,0.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,12.6,2014-15,0,0.55,0.22
Rodney Stuckey,IND,71.0,26.4,4.7,10.6,0.44,0.8,0.39,3.9,0.452,0.477,2.5,3.0,0.819,0.5,3.0,3.5,3.1,0.8,0.1,1.7,12.6,2014-15,0,0.53,0.17
Nikola Peković,MIN,31.0,26.3,4.5,10.6,0.424,0.0,,4.5,0.424,0.424,3.5,4.2,0.837,2.9,4.7,7.5,0.9,0.6,0.4,1.4,12.5,2014-15,0,0.5,0.44
Josh Smith,2TM,83.0,27.7,5.0,11.9,0.419,0.9,0.316,4.1,0.451,0.456,1.5,3.1,0.498,1.8,4.6,6.4,3.3,1.0,1.4,2.5,12.4,2014-15,0,0.47,0.16
Danilo Gallinari,DEN,59.0,24.2,3.9,9.6,0.401,1.8,0.355,2.1,0.453,0.496,2.9,3.2,0.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,12.4,2014-15,0,0.56,0.2
Jabari Parker,MIL,25.0,29.5,5.2,10.5,0.49,0.2,0.25,5.0,0.506,0.498,1.8,2.6,0.697,2.0,3.5,5.5,1.7,1.2,0.2,1.9,12.3,2014-15,0,0.53,0.52
Marcin Gortat,WAS,82.0,29.9,5.4,9.5,0.566,0.0,0.0,5.4,0.569,0.566,1.5,2.1,0.703,2.2,6.5,8.7,1.2,0.6,1.3,1.2,12.2,2014-15,0,0.59,0.22
J.R. Smith,2TM,70.0,29.7,4.5,10.8,0.417,2.3,0.383,2.2,0.462,0.525,0.8,1.0,0.75,0.4,2.7,3.1,2.8,1.2,0.3,1.4,12.1,2014-15,0,0.54,0.17
Gerald Henderson,CHO,80.0,28.9,4.6,10.6,0.437,0.6,0.331,4.1,0.457,0.463,2.3,2.7,0.848,0.5,3.0,3.4,2.6,0.6,0.3,1.4,12.1,2014-15,0,0.51,0.14
Kyle Korver,ATL,75.0,32.2,3.9,8.0,0.487,2.9,0.492,0.9,0.47,0.671,1.4,1.6,0.898,0.2,3.9,4.1,2.6,0.7,0.6,1.4,12.1,2014-15,0,0.7,0.19
Ben McLemore,SAC,82.0,32.6,4.4,10.1,0.437,1.7,0.358,2.7,0.507,0.521,1.6,2.0,0.813,0.4,2.6,2.9,1.7,0.9,0.2,1.7,12.1,2014-15,0,0.55,0.12
Evan Fournier,ORL,58.0,28.6,4.4,9.9,0.44,1.5,0.378,2.9,0.48,0.514,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0.0,1.4,12.0,2014-15,0,0.55,0.17
Jordan Hill,LAL,70.0,26.8,5.1,11.1,0.459,0.0,0.273,5.1,0.462,0.461,1.8,2.4,0.738,2.5,5.5,7.9,1.5,0.5,0.7,1.5,12.0,2014-15,0,0.49,0.21
Jarrett Jack,BRK,80.0,28.0,4.5,10.2,0.439,0.5,0.267,4.0,0.477,0.463,2.5,2.8,0.881,0.2,2.8,3.1,4.7,0.9,0.2,2.4,12.0,2014-15,0,0.52,0.16
Donatas Motiejūnas,HOU,71.0,28.7,5.0,9.9,0.504,0.7,0.368,4.3,0.536,0.539,1.4,2.3,0.602,1.9,4.0,5.9,1.8,0.8,0.5,1.7,12.0,2014-15,0,0.55,0.19
Jonas Valančiūnas,TOR,80.0,26.2,4.7,8.2,0.572,0.0,0.0,4.7,0.573,0.572,2.7,3.5,0.786,2.7,6.0,8.7,0.5,0.4,1.2,1.4,12.0,2014-15,0,0.62,0.21
Jabari Brown,LAL,19.0,29.9,3.7,8.9,0.412,1.2,0.371,2.5,0.435,0.479,3.4,4.5,0.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,11.9,2014-15,0,0.55,0.45
Jordan Clarkson,LAL,59.0,25.0,4.5,10.1,0.448,0.6,0.314,3.9,0.482,0.48,2.2,2.7,0.829,0.9,2.3,3.2,3.5,0.9,0.2,1.6,11.9,2014-15,0,0.53,0.2
Gerald Green,PHO,74.0,19.5,4.4,10.5,0.416,1.9,0.354,2.5,0.478,0.504,1.3,1.6,0.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,11.9,2014-15,0,0.53,0.12
Paul Pierce,WAS,73.0,26.2,4.0,9.0,0.447,1.6,0.389,2.4,0.496,0.537,2.2,2.9,0.781,0.6,3.4,4.0,2.0,0.6,0.3,1.3,11.9,2014-15,0,0.58,0.16
Dion Waiters,2TM,80.0,27.6,4.7,11.8,0.396,0.9,0.297,3.8,0.431,0.435,1.5,2.2,0.68,0.5,1.9,2.4,2.0,1.1,0.3,1.4,11.8,2014-15,0,0.46,0.11
Carlos Boozer,LAL,71.0,23.8,5.2,10.5,0.499,0.0,,5.2,0.499,0.499,1.3,2.1,0.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,11.8,2014-15,0,0.52,0.19
Langston Galloway,NYK,45.0,32.4,4.5,11.4,0.399,1.4,0.352,3.2,0.424,0.46,1.4,1.7,0.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,11.8,2014-15,0,0.49,0.27
Hassan Whiteside,MIA,48.0,23.8,5.1,8.1,0.628,0.0,,5.1,0.628,0.628,1.6,3.3,0.5,3.0,7.0,10.0,0.1,0.6,2.6,1.2,11.8,2014-15,0,0.62,0.4
Danny Green,SAS,81.0,28.5,4.0,9.1,0.436,2.4,0.418,1.6,0.466,0.566,1.4,1.6,0.874,0.7,3.6,4.2,2.0,1.2,1.1,1.1,11.7,2014-15,0,0.6,0.17
Draymond Green,GSW,79.0,31.5,4.3,9.7,0.443,1.4,0.337,2.9,0.523,0.516,1.7,2.5,0.66,1.4,6.7,8.2,3.7,1.6,1.3,1.7,11.7,2014-15,0,0.54,0.24
Terrence Jones,HOU,33.0,26.9,4.8,9.1,0.528,0.4,0.351,4.4,0.553,0.55,1.7,2.8,0.606,2.4,4.3,6.7,1.1,0.5,1.8,1.1,11.7,2014-15,0,0.57,0.46
David West,IND,66.0,28.7,4.9,10.4,0.471,0.1,0.2,4.8,0.479,0.474,1.8,2.4,0.739,1.6,5.2,6.8,3.4,0.7,0.7,1.8,11.7,2014-15,0,0.51,0.23
Aaron Brooks,CHI,82.0,23.0,4.2,10.0,0.421,1.5,0.387,2.7,0.442,0.495,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,11.6,2014-15,0,0.53,0.12
