Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Hedo Türkoğlu,SAC,74.0,16.8,1.9,4.5,0.412,0.4,0.326,1.5,0.442,0.454,1.2,1.5,0.777,0.7,2.2,2.8,0.9,0.7,0.3,0.7,5.3,2000-01,0.51,0.09,
Samaki Walker,SAS,61.0,15.8,2.0,4.1,0.48,0.0,0.333,2.0,0.482,0.482,1.3,2.0,0.629,1.1,2.9,4.0,0.5,0.2,0.7,1.1,5.3,2000-01,0.53,0.11,
Erick Strickland,2TM,50.0,16.6,1.6,5.3,0.303,0.6,0.316,1.0,0.297,0.36,1.4,1.6,0.861,0.4,2.2,2.6,1.9,0.9,0.0,1.0,5.2,2000-01,0.43,0.11,
Michael Curry,DET,68.0,21.8,2.1,4.7,0.455,0.1,0.444,2.1,0.455,0.461,0.9,1.1,0.849,0.3,1.5,1.8,1.9,0.4,0.0,0.9,5.2,2000-01,0.5,0.08,
Robert Horry,LAL,79.0,20.1,1.9,4.8,0.387,0.7,0.346,1.2,0.415,0.458,0.7,1.1,0.711,1.2,2.6,3.7,1.6,0.7,0.7,1.0,5.2,2000-01,0.49,0.1,
Jon Barry,SAC,62.0,16.3,1.7,4.1,0.404,0.7,0.348,0.9,0.463,0.494,1.0,1.2,0.877,0.3,1.3,1.5,2.1,0.5,0.1,0.9,5.1,2000-01,0.55,0.09,
DerMarr Johnson,ATL,78.0,16.8,1.9,5.0,0.374,0.5,0.323,1.3,0.399,0.427,0.8,1.1,0.736,0.7,1.6,2.3,0.8,0.6,0.4,1.2,5.1,2000-01,0.46,0.06,
Tracy Murray,2TM,51.0,11.5,1.8,4.9,0.379,0.7,0.35,1.1,0.4,0.452,0.6,0.8,0.786,0.4,1.2,1.6,0.5,0.2,0.1,0.5,5.0,2000-01,0.48,0.07,
Eddie House,MIA,50.0,11.0,2.1,4.9,0.421,0.4,0.345,1.7,0.443,0.46,0.5,0.7,0.686,0.1,0.7,0.8,1.0,0.3,0.0,0.7,5.0,2000-01,0.48,0.07,
Dan Majerle,MIA,53.0,24.6,1.6,4.9,0.336,1.1,0.315,0.6,0.385,0.446,0.7,0.8,0.818,0.4,2.8,3.1,1.7,1.0,0.3,0.7,5.0,2000-01,0.48,0.13,
Mike Penberthy,LAL,53.0,16.1,1.7,4.2,0.414,1.0,0.396,0.7,0.446,0.538,0.5,0.6,0.903,0.2,1.0,1.2,1.3,0.4,0.0,0.6,5.0,2000-01,0.56,0.09,
Monty Williams,ORL,82.0,14.8,2.0,4.4,0.445,0.0,0.077,2.0,0.459,0.446,1.0,1.6,0.639,1.0,1.9,3.0,1.0,0.4,0.2,1.0,5.0,2000-01,0.49,0.07,
Greg Anthony,POR,58.0,14.8,1.7,4.4,0.383,1.1,0.409,0.6,0.34,0.512,0.4,0.6,0.657,0.4,0.7,1.1,1.4,0.7,0.1,0.7,4.9,2000-01,0.53,0.08,
Bimbo Coles,CLE,47.0,17.1,1.9,5.1,0.381,0.0,0.125,1.9,0.399,0.385,1.0,1.2,0.857,0.2,0.8,1.0,2.9,0.6,0.1,1.3,4.9,2000-01,0.44,0.1,
Lawrence Funderburke,SAC,59.0,11.8,2.0,4.1,0.496,0.0,,2.0,0.496,0.496,0.8,1.3,0.623,1.3,2.1,3.3,0.3,0.2,0.2,0.5,4.9,2000-01,0.52,0.1,
Eddie Gill,NJN,8.0,19.0,2.0,5.1,0.39,0.4,0.333,1.6,0.406,0.427,0.5,0.6,0.8,0.0,1.1,1.1,3.0,0.5,0.1,1.3,4.9,2000-01,0.46,0.64,
Stromile Swift,VAN,80.0,16.4,1.9,4.2,0.451,0.0,0.0,1.9,0.457,0.451,1.1,1.8,0.603,1.4,2.2,3.6,0.4,0.8,1.0,0.8,4.9,2000-01,0.49,0.09,
Paul McPherson,2TM,55.0,10.8,2.0,3.9,0.505,0.0,0.167,1.9,0.525,0.509,0.8,1.1,0.724,0.7,0.7,1.4,0.7,0.5,0.1,0.9,4.8,2000-01,0.55,0.08,
Chris Carr,BOS,35.0,8.8,1.5,3.2,0.473,0.5,0.459,1.0,0.48,0.549,1.3,1.7,0.767,0.3,0.9,1.3,0.3,0.1,0.1,0.5,4.8,2000-01,0.61,0.11,
Troy Hudson,ORL,75.0,13.4,1.7,5.0,0.336,0.3,0.202,1.4,0.392,0.366,1.1,1.4,0.817,0.5,0.9,1.4,2.2,0.5,0.0,1.2,4.8,2000-01,0.43,0.05,
Gerard King,WAS,45.0,15.7,2.0,3.9,0.511,0.0,,2.0,0.511,0.511,0.8,1.0,0.8,0.9,2.0,2.9,0.7,0.3,0.2,1.0,4.8,2000-01,0.55,0.13,
Wang Zhizhi,DAL,5.0,7.6,1.6,3.8,0.421,0.0,0.0,1.6,0.471,0.421,1.6,2.0,0.8,0.2,1.2,1.4,0.0,0.0,0.0,0.2,4.8,2000-01,0.51,0.68,
Vernon Maxwell,2TM,43.0,15.3,1.7,5.2,0.327,0.8,0.306,0.9,0.348,0.404,0.5,0.7,0.656,0.1,1.4,1.5,1.1,0.5,0.1,0.8,4.7,2000-01,0.43,0.08,
Chris Childs,2TM,77.0,24.1,1.8,4.4,0.403,0.4,0.302,1.3,0.45,0.451,0.8,0.9,0.845,0.3,2.3,2.6,4.6,0.8,0.2,2.0,4.7,2000-01,0.49,0.11,
Stacey Augmon,POR,66.0,17.9,1.9,4.0,0.477,0.0,0.0,1.9,0.485,0.477,0.9,1.3,0.655,0.9,1.5,2.4,1.5,0.7,0.3,0.7,4.7,2000-01,0.51,0.1,
Corey Benjamin,CHI,65.0,13.2,1.8,4.6,0.381,0.3,0.259,1.4,0.425,0.416,0.9,1.3,0.675,0.6,1.0,1.5,1.1,0.4,0.2,1.0,4.7,2000-01,0.45,0.06,
Kelvin Cato,HOU,35.0,17.8,1.8,3.2,0.577,0.0,,1.8,0.577,0.577,1.1,1.6,0.649,1.3,2.7,4.0,0.3,0.4,0.9,0.7,4.7,2000-01,0.6,0.22,
Jumaine Jones,PHI,65.0,13.3,1.9,4.2,0.444,0.3,0.333,1.6,0.474,0.48,0.6,0.8,0.755,1.0,1.9,2.9,0.5,0.5,0.2,0.6,4.7,2000-01,0.52,0.09,
Corie Blount,2TM,68.0,19.2,1.9,4.3,0.442,0.0,0.25,1.9,0.448,0.446,0.8,1.2,0.614,2.7,3.2,5.9,0.9,0.6,0.3,1.1,4.6,2000-01,0.48,0.12,
Mark Strickland,2TM,55.0,13.1,1.9,4.3,0.431,0.0,0.5,1.9,0.43,0.433,0.8,1.3,0.643,1.0,1.9,2.9,0.4,0.3,0.4,0.6,4.6,2000-01,0.47,0.09,
Cherokee Parks,2TM,65.0,16.2,2.1,4.2,0.489,0.0,0.0,2.1,0.5,0.489,0.5,0.7,0.705,1.1,2.4,3.5,0.7,0.4,0.6,0.6,4.6,2000-01,0.51,0.11,
Jamal Crawford,CHI,61.0,17.2,1.8,5.0,0.352,0.7,0.35,1.1,0.353,0.419,0.4,0.6,0.794,0.1,1.3,1.5,2.3,0.7,0.2,1.4,4.6,2000-01,0.44,0.07,
Ricky Davis,MIA,7.0,10.0,1.7,4.1,0.414,0.1,1.0,1.6,0.393,0.431,1.0,1.1,0.875,0.1,0.9,1.0,1.6,0.7,0.3,0.7,4.6,2000-01,0.5,0.71,
Jamaal Magloire,CHH,74.0,14.8,1.6,3.7,0.45,0.0,0.0,1.6,0.454,0.45,1.3,2.0,0.655,1.4,2.6,4.0,0.4,0.2,1.1,0.8,4.6,2000-01,0.5,0.09,
Stanislav Medvedenko,LAL,7.0,5.6,1.7,3.6,0.48,0.1,1.0,1.6,0.458,0.5,1.0,1.7,0.583,0.1,1.1,1.3,0.3,0.1,0.1,0.4,4.6,2000-01,0.53,0.49,
Carlos Rogers,HOU,39.0,13.9,1.9,2.8,0.682,0.0,0.0,1.9,0.688,0.682,0.7,1.3,0.558,1.2,2.3,3.6,0.2,0.3,0.5,0.4,4.6,2000-01,0.68,0.19,
Reggie Slater,MIN,55.0,12.5,1.6,3.2,0.514,0.0,,1.6,0.514,0.514,1.3,2.0,0.673,1.4,2.0,3.4,0.5,0.3,0.2,0.8,4.6,2000-01,0.56,0.11,
A.C. Green,MIA,82.0,17.2,1.8,4.0,0.444,0.0,0.0,1.8,0.453,0.444,1.0,1.4,0.712,1.3,2.5,3.8,0.5,0.4,0.1,0.5,4.5,2000-01,0.49,0.08,
Tony Massenburg,VAN,52.0,15.8,1.8,3.8,0.462,0.0,,1.8,0.462,0.462,0.9,1.3,0.7,1.4,2.6,4.0,0.2,0.2,0.5,0.9,4.5,2000-01,0.51,0.12,
Jelani McCoy,SEA,70.0,16.3,2.0,3.8,0.523,0.0,,2.0,0.523,0.523,0.6,1.3,0.441,1.3,2.3,3.6,0.8,0.3,0.7,1.1,4.5,2000-01,0.51,0.09,
Rasho Nesterović,MIN,73.0,16.9,2.0,4.4,0.461,0.0,0.0,2.0,0.462,0.461,0.5,0.9,0.523,1.4,2.6,3.9,0.6,0.3,0.9,0.8,4.5,2000-01,0.47,0.09,
Greg Ostertag,UTA,81.0,18.4,1.7,3.5,0.495,0.0,0.5,1.7,0.495,0.496,1.0,1.9,0.556,2.0,3.1,5.1,0.3,0.3,1.8,0.8,4.5,2000-01,0.52,0.1,
Jake Tsakalidis,PHO,57.0,16.6,1.8,3.8,0.47,0.0,,1.8,0.47,0.47,0.9,1.6,0.593,1.5,2.8,4.2,0.3,0.2,1.0,1.2,4.5,2000-01,0.5,0.11,
Tyus Edney,IND,24.0,11.0,1.5,3.8,0.385,0.0,0.167,1.4,0.4,0.39,1.5,1.6,0.897,0.2,0.8,1.0,2.3,0.7,0.0,1.0,4.4,2000-01,0.49,0.21,
Mario Elie,PHO,68.0,22.1,1.5,3.6,0.423,0.5,0.36,1.0,0.466,0.496,0.8,1.0,0.797,0.6,1.7,2.3,1.9,0.9,0.2,0.9,4.4,2000-01,0.54,0.1,
Mikki Moore,DET,81.0,14.2,1.6,3.3,0.493,0.0,0.0,1.6,0.494,0.493,1.2,1.6,0.731,1.5,2.4,3.9,0.4,0.3,0.8,0.9,4.4,2000-01,0.55,0.08,
Hanno Möttölä,ATL,73.0,13.5,1.7,3.8,0.444,0.0,0.0,1.7,0.449,0.444,1.0,1.2,0.811,0.7,1.7,2.4,0.3,0.2,0.1,0.9,4.4,2000-01,0.51,0.06,
Billy Owens,DET,45.0,17.6,2.0,5.1,0.383,0.1,0.15,1.9,0.405,0.389,0.4,0.9,0.475,1.9,2.7,4.6,1.2,0.7,0.3,0.9,4.4,2000-01,0.4,0.15,
Isaac Austin,VAN,52.0,16.3,1.8,5.2,0.356,0.1,0.25,1.7,0.366,0.367,0.5,0.8,0.7,1.0,3.3,4.3,1.1,0.4,0.4,1.0,4.3,2000-01,0.39,0.11,
Scott Burrell,CHH,4.0,10.3,1.8,3.8,0.467,0.5,0.333,1.3,0.556,0.533,0.3,1.0,0.25,0.3,0.5,0.8,0.3,0.8,0.0,0.0,4.3,2000-01,0.51,0.87,
Todd Day,MIN,31.0,11.1,1.4,3.8,0.373,0.8,0.377,0.6,0.367,0.483,0.6,0.7,0.783,0.3,0.9,1.2,0.9,0.3,0.2,0.8,4.3,2000-01,0.52,0.12,
Cedric Henderson,CLE,55.0,17.5,1.9,4.8,0.389,0.0,0.125,1.8,0.398,0.391,0.5,0.8,0.652,0.3,1.3,1.6,1.4,0.5,0.4,1.1,4.3,2000-01,0.42,0.07,
Laron Profit,WAS,35.0,17.3,1.6,4.1,0.394,0.2,0.269,1.4,0.422,0.419,0.9,1.3,0.733,0.5,1.3,1.8,2.5,1.0,0.3,1.3,4.3,2000-01,0.46,0.16,
Derek Strong,LAC,28.0,17.5,1.6,4.2,0.385,0.0,0.0,1.6,0.388,0.385,1.0,1.3,0.757,1.2,2.6,3.9,0.3,0.5,0.0,0.8,4.2,2000-01,0.44,0.19,
Randy Brown,BOS,54.0,22.9,1.9,4.4,0.422,0.0,0.0,1.9,0.427,0.422,0.4,0.7,0.575,0.4,1.4,1.8,2.9,1.1,0.2,1.0,4.1,2000-01,0.44,0.12,
Anthony Goldwire,DEN,20.0,10.1,1.5,4.0,0.375,0.5,0.265,1.1,0.457,0.431,0.7,0.9,0.765,0.1,0.6,0.6,1.7,0.5,0.0,0.8,4.1,2000-01,0.47,0.17,
Todd MacCulloch,PHI,63.0,9.5,1.7,2.9,0.589,0.0,,1.7,0.589,0.589,0.7,1.0,0.636,1.1,1.6,2.7,0.2,0.1,0.3,0.4,4.1,2000-01,0.61,0.09,
Brian Skinner,LAC,39.0,15.0,1.6,4.1,0.398,0.0,,1.6,0.398,0.398,0.8,1.5,0.542,1.4,2.9,4.3,0.5,0.4,0.3,0.8,4.1,2000-01,0.43,0.14,
Detlef Schrempf,POR,26.0,15.3,1.5,3.7,0.411,0.1,0.375,1.4,0.414,0.426,0.9,1.0,0.852,0.7,2.3,3.0,1.7,0.3,0.1,1.1,4.0,2000-01,0.48,0.22,
Gary Trent,DAL,33.0,9.7,1.7,3.9,0.438,0.0,0.0,1.7,0.442,0.438,0.6,1.1,0.528,1.2,1.6,2.8,0.3,0.4,0.2,0.7,4.0,2000-01,0.46,0.13,
Vinny Del Negro,2TM,65.0,14.2,1.6,3.6,0.453,0.0,0.077,1.6,0.475,0.455,0.6,0.7,0.932,0.2,1.1,1.3,1.9,0.4,0.0,0.5,3.9,2000-01,0.5,0.08,
Chucky Brown,2TM,26.0,13.0,1.5,3.7,0.421,0.0,0.0,1.5,0.435,0.421,0.8,1.3,0.647,0.3,1.8,2.1,0.4,0.3,0.3,0.3,3.9,2000-01,0.46,0.15,
Mark Blount,BOS,64.0,17.2,1.6,3.1,0.505,0.0,,1.6,0.505,0.505,0.7,1.0,0.697,1.5,2.1,3.6,0.5,0.6,1.2,1.0,3.9,2000-01,0.55,0.11,
Andrew DeClercq,ORL,67.0,13.5,1.6,2.9,0.554,0.0,,1.6,0.554,0.554,0.7,1.2,0.573,1.4,2.2,3.5,0.5,0.6,0.5,0.8,3.9,2000-01,0.57,0.1,
Don MacLean,MIA,8.0,9.5,1.3,2.5,0.5,0.3,1.0,1.0,0.444,0.55,1.1,1.5,0.75,0.9,1.4,2.3,0.5,0.6,0.1,1.3,3.9,2000-01,0.62,0.56,
Lee Nailon,CHH,42.0,11.2,1.6,3.2,0.485,0.0,0.0,1.6,0.489,0.485,0.8,1.0,0.744,0.7,1.5,2.2,0.6,0.2,0.1,0.6,3.9,2000-01,0.54,0.11,
Bruno Šundov,IND,11.0,10.9,1.8,3.7,0.488,0.0,0.0,1.8,0.541,0.488,0.3,0.5,0.6,0.4,1.7,2.1,0.2,0.2,0.4,0.3,3.9,2000-01,0.5,0.4,
Žan Tabak,IND,55.0,14.1,1.8,3.4,0.527,0.0,,1.8,0.527,0.527,0.4,0.9,0.426,1.2,2.7,3.9,0.6,0.2,0.5,1.0,3.9,2000-01,0.51,0.11,
Tariq Abdul-Wahad,DEN,29.0,14.5,1.5,3.8,0.387,0.1,0.4,1.3,0.386,0.405,0.7,1.2,0.583,0.5,1.6,2.0,0.8,0.5,0.4,1.2,3.8,2000-01,0.44,0.12,
Darvin Ham,MIL,29.0,18.6,1.3,2.8,0.488,0.1,0.667,1.3,0.481,0.5,1.0,1.7,0.592,1.9,2.2,4.2,0.9,0.6,0.7,1.1,3.8,2000-01,0.54,0.24,
Sam Perkins,IND,64.0,15.6,1.3,3.5,0.381,0.6,0.345,0.8,0.414,0.465,0.5,0.6,0.842,0.5,2.1,2.6,0.6,0.5,0.3,0.3,3.8,2000-01,0.5,0.08,
Michael Smith,WAS,79.0,20.4,1.3,2.8,0.486,0.0,0.0,1.3,0.488,0.486,1.1,1.9,0.578,2.2,4.9,7.1,1.3,0.7,0.5,0.8,3.8,2000-01,0.52,0.13,
Jamie Feick,NJN,6.0,24.8,1.3,3.8,0.348,0.0,,1.3,0.348,0.348,1.0,2.0,0.5,2.0,7.3,9.3,0.8,1.3,0.5,1.2,3.7,2000-01,0.4,1.82,
David Benoit,UTA,49.0,9.1,1.4,3.0,0.483,0.1,0.385,1.3,0.493,0.5,0.6,0.8,0.795,0.4,1.2,1.7,0.4,0.1,0.1,0.6,3.6,2000-01,0.54,0.07,
Popeye Jones,WAS,45.0,14.2,1.3,3.4,0.392,0.0,0.167,1.3,0.401,0.395,0.9,1.2,0.745,1.8,3.0,4.9,0.7,0.4,0.2,0.5,3.6,2000-01,0.46,0.15,
Kevin Edwards,VAN,46.0,13.8,1.2,3.7,0.329,0.1,0.263,1.1,0.338,0.344,0.9,1.2,0.811,0.5,1.3,1.8,1.1,0.6,0.2,0.8,3.5,2000-01,0.41,0.08,
Jeff Foster,IND,71.0,16.2,1.4,3.0,0.469,0.0,0.286,1.4,0.476,0.474,0.7,1.3,0.516,2.0,3.5,5.5,0.5,0.5,0.4,0.7,3.5,2000-01,0.49,0.11,
Quincy Lewis,UTA,35.0,11.5,1.4,3.5,0.407,0.3,0.36,1.2,0.418,0.443,0.4,0.6,0.714,0.4,0.9,1.3,0.5,0.3,0.3,0.5,3.5,2000-01,0.46,0.09,
Sam Mitchell,MIN,82.0,12.0,1.4,3.5,0.408,0.1,0.209,1.3,0.443,0.424,0.5,0.7,0.727,0.3,1.2,1.5,0.7,0.3,0.1,0.4,3.5,2000-01,0.46,0.04,
Ryan Bowen,DEN,57.0,12.2,1.4,2.5,0.556,0.1,0.364,1.3,0.571,0.569,0.5,0.8,0.614,1.1,0.9,2.0,0.5,0.6,0.2,0.4,3.4,2000-01,0.6,0.09,
Jud Buechler,DET,57.0,12.9,1.3,2.9,0.463,0.6,0.416,0.8,0.506,0.561,0.2,0.2,0.75,0.4,1.3,1.6,0.7,0.4,0.2,0.4,3.4,2000-01,0.57,0.08,
Evan Eschmeyer,NJN,74.0,18.0,1.2,2.7,0.46,0.0,,1.2,0.46,0.46,0.9,1.4,0.657,1.8,3.1,4.9,0.5,0.6,0.8,0.7,3.4,2000-01,0.51,0.1,
Tyronn Lue,LAL,38.0,12.3,1.3,3.1,0.427,0.3,0.324,1.0,0.47,0.474,0.5,0.6,0.792,0.1,0.7,0.8,1.2,0.5,0.0,0.7,3.4,2000-01,0.51,0.09,
Loy Vaught,2TM,51.0,10.8,1.6,3.3,0.473,0.0,,1.6,0.473,0.473,0.2,0.2,0.8,1.0,2.4,3.4,0.5,0.4,0.1,0.5,3.3,2000-01,0.49,0.11,
Jonathan Bender,IND,59.0,9.7,1.1,3.2,0.355,0.2,0.268,0.9,0.379,0.384,0.8,1.2,0.735,0.2,1.0,1.3,0.5,0.1,0.5,0.7,3.3,2000-01,0.44,0.04,
Chris Herren,BOS,25.0,16.3,1.2,3.8,0.302,0.6,0.291,0.5,0.317,0.385,0.4,0.5,0.75,0.2,0.7,0.8,2.2,0.6,0.0,0.8,3.3,2000-01,0.41,0.14,
Steve Kerr,SAS,55.0,11.8,1.2,2.9,0.421,0.6,0.429,0.6,0.415,0.525,0.3,0.3,0.933,0.1,0.5,0.6,1.0,0.3,0.0,0.4,3.3,2000-01,0.54,0.06,
Jerome Kersey,MIL,22.0,11.0,1.5,3.1,0.464,0.0,0.0,1.5,0.471,0.464,0.4,0.7,0.5,0.4,1.7,2.0,0.7,0.6,0.4,0.3,3.3,2000-01,0.48,0.22,
Darrick Martin,SAC,31.0,5.7,0.9,2.5,0.382,0.5,0.519,0.5,0.306,0.474,1.0,1.1,0.886,0.1,0.5,0.5,0.5,0.2,0.0,0.3,3.3,2000-01,0.55,0.08,
Eduardo Nájera,DAL,40.0,10.8,1.5,2.8,0.523,0.0,0.333,1.4,0.528,0.527,0.4,0.8,0.424,1.0,1.4,2.4,0.7,0.3,0.2,0.4,3.3,2000-01,0.52,0.12,
Bill Curley,2TM,20.0,9.6,1.3,2.4,0.532,0.1,0.5,1.2,0.533,0.543,0.6,1.0,0.632,1.1,0.8,1.9,0.2,0.4,0.5,0.8,3.2,2000-01,0.56,0.2,
Cal Bowdler,ATL,44.0,8.5,1.2,2.6,0.465,0.0,0.2,1.2,0.477,0.469,0.8,0.9,0.825,0.7,1.1,1.8,0.1,0.2,0.5,0.3,3.2,2000-01,0.53,0.09,
Ervin Johnson,MIL,82.0,24.2,1.3,2.4,0.545,0.0,,1.3,0.545,0.545,0.6,1.1,0.538,2.5,5.0,7.5,0.5,0.5,1.2,0.6,3.2,2000-01,0.55,0.13,
Don Reid,ORL,65.0,11.8,1.3,2.2,0.566,0.0,,1.3,0.566,0.566,0.7,1.2,0.613,1.3,2.4,3.7,0.3,0.4,0.8,0.7,3.2,2000-01,0.59,0.1,
Kevin Ollie,2TM,70.0,13.2,1.1,2.7,0.396,0.0,0.333,1.1,0.397,0.398,0.9,1.3,0.708,0.2,1.1,1.4,2.1,0.4,0.0,0.7,3.1,2000-01,0.47,0.06,
Obinna Ekezie,2TM,33.0,8.5,1.0,2.5,0.395,0.0,,1.0,0.395,0.395,1.1,1.6,0.698,0.9,1.4,2.4,0.3,0.2,0.2,0.4,3.1,2000-01,0.48,0.12,
Jason Collier,HOU,23.0,9.7,1.2,3.1,0.38,0.0,0.0,1.2,0.386,0.38,0.7,1.0,0.708,0.5,1.1,1.6,0.3,0.1,0.1,0.5,3.1,2000-01,0.44,0.11,
Devean George,LAL,59.0,10.1,1.1,3.5,0.309,0.3,0.221,0.8,0.353,0.345,0.7,0.9,0.709,0.6,1.3,1.9,0.3,0.3,0.3,0.6,3.1,2000-01,0.4,0.05,
Hersey Hawkins,CHH,59.0,11.5,0.9,2.3,0.409,0.3,0.37,0.7,0.429,0.471,0.9,1.1,0.857,0.3,1.1,1.4,1.2,0.6,0.2,0.3,3.1,2000-01,0.56,0.08,
Daniel Santiago,PHO,54.0,10.8,1.2,2.5,0.478,0.0,,1.2,0.478,0.478,0.8,1.1,0.689,0.6,1.2,1.9,0.2,0.3,0.4,0.9,3.1,2000-01,0.52,0.06,
Elliot Perry,2TM,49.0,10.2,1.3,2.9,0.464,0.0,0.2,1.3,0.474,0.468,0.3,0.4,0.727,0.2,0.8,0.9,1.6,0.4,0.0,0.8,3.0,2000-01,0.49,0.07,
Zendon Hamilton,LAC,3.0,6.3,0.7,3.0,0.222,0.0,,0.7,0.222,0.222,1.7,2.7,0.625,1.0,1.7,2.7,0.0,0.0,0.0,0.7,3.0,2000-01,0.36,0.57,
Dan McClintock,DEN,6.0,9.7,1.5,3.0,0.5,0.0,,1.5,0.5,0.5,0.0,0.8,0.0,1.7,1.2,2.8,0.2,0.0,0.3,0.5,3.0,2000-01,0.45,0.58,
Mike Smith,WAS,17.0,10.6,1.1,3.5,0.322,0.2,0.167,0.9,0.39,0.347,0.6,0.9,0.625,0.6,0.7,1.3,0.6,0.3,0.2,0.4,3.0,2000-01,0.39,0.14,
Jabari Smith,SAC,9.0,7.3,1.2,2.4,0.5,0.0,,1.2,0.5,0.5,0.4,0.7,0.667,0.1,0.8,0.9,0.7,0.4,0.0,0.3,2.9,2000-01,0.54,0.34,
William Avery,MIN,55.0,8.4,1.0,2.6,0.382,0.3,0.271,0.7,0.459,0.438,0.5,0.7,0.778,0.1,0.4,0.5,1.4,0.2,0.1,0.8,2.8,2000-01,0.48,0.04,
Todd Fuller,MIA,10.0,7.7,1.0,3.5,0.286,0.0,,1.0,0.286,0.286,0.8,0.8,1.0,0.7,1.1,1.8,0.1,0.3,0.2,0.3,2.8,2000-01,0.36,0.24,
Tony Smith,ATL,6.0,13.0,1.3,3.8,0.348,0.0,0.0,1.3,0.381,0.348,0.2,0.3,0.5,0.3,0.2,0.5,1.7,1.2,0.0,1.5,2.8,2000-01,0.36,0.35,
Vladimir Stepania,NJN,29.0,9.7,1.0,3.0,0.318,0.0,0.25,0.9,0.321,0.324,0.9,1.2,0.735,1.2,2.6,3.8,0.6,0.3,0.4,0.7,2.8,2000-01,0.4,0.17,
Otis Thorpe,CHH,49.0,13.2,1.2,2.7,0.45,0.0,,1.2,0.45,0.45,0.4,0.5,0.833,1.0,1.9,3.0,0.6,0.2,0.1,0.7,2.8,2000-01,0.48,0.09,
Dan Langhi,HOU,33.0,7.3,1.1,3.0,0.374,0.0,0.0,1.1,0.378,0.374,0.5,0.9,0.552,0.4,0.8,1.2,0.1,0.2,0.0,0.2,2.7,2000-01,0.4,0.05,
Derrick Dial,SAS,33.0,6.3,1.1,2.5,0.434,0.1,0.2,1.0,0.466,0.446,0.4,0.6,0.571,0.4,0.8,1.2,0.6,0.1,0.2,0.4,2.6,2000-01,0.47,0.08,
Antonio Harvey,POR,12.0,6.0,1.1,2.3,0.464,0.0,,1.1,0.464,0.464,0.4,0.5,0.833,0.4,0.8,1.2,0.3,0.1,0.5,0.3,2.6,2000-01,0.52,0.26,
Michael Ruffin,CHI,45.0,19.5,0.9,2.0,0.444,0.0,,0.9,0.444,0.444,0.9,1.7,0.506,2.2,3.6,5.8,0.9,0.7,0.8,1.0,2.6,2000-01,0.47,0.18,
Jamel Thomas,NJN,5.0,11.2,1.2,3.8,0.316,0.2,0.333,1.0,0.313,0.342,0.0,0.0,,0.8,1.0,1.8,0.0,0.6,0.0,1.2,2.6,2000-01,0.34,0.24,
Anthony Johnson,2TM,53.0,9.6,1.0,2.9,0.349,0.0,0.2,1.0,0.354,0.352,0.4,0.6,0.697,0.2,0.6,0.8,1.5,0.4,0.1,0.6,2.5,2000-01,0.4,0.05,
Duane Causwell,MIA,31.0,12.4,1.0,2.7,0.376,0.0,,1.0,0.376,0.376,0.4,0.8,0.48,0.7,1.9,2.7,0.2,0.3,0.6,0.7,2.5,2000-01,0.41,0.11,
Dean Garrett,MIN,70.0,11.9,1.1,2.2,0.481,0.0,,1.1,0.481,0.481,0.4,0.6,0.692,0.9,2.2,3.1,0.3,0.4,0.7,0.4,2.5,2000-01,0.51,0.08,
Gary Grant,POR,4.0,4.3,1.3,1.8,0.714,0.0,,1.3,0.714,0.714,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.5,2000-01,0.69,0.57,
Adam Keefe,GSW,67.0,12.5,1.0,2.4,0.403,0.0,0.333,0.9,0.404,0.406,0.6,0.9,0.619,1.3,1.8,3.1,0.5,0.4,0.3,0.6,2.5,2000-01,0.45,0.07,
Erick Barkley,POR,8.0,4.8,1.0,2.8,0.364,0.4,0.375,0.6,0.357,0.432,0.0,0.0,,0.0,0.4,0.4,0.8,0.3,0.0,0.6,2.4,2000-01,0.43,0.19,
Chris Garner,GSW,8.0,18.6,0.9,4.6,0.189,0.0,0.0,0.9,0.233,0.189,0.6,0.8,0.833,0.3,1.3,1.5,2.3,0.9,0.1,1.1,2.4,2000-01,0.24,0.27,
Jaren Jackson,SAS,16.0,7.1,1.0,2.5,0.4,0.4,0.389,0.6,0.409,0.488,0.0,0.1,0.0,0.1,0.7,0.8,0.4,0.3,0.0,0.2,2.4,2000-01,0.47,0.13,
Mark Pope,MIL,63.0,15.0,1.0,2.3,0.437,0.1,0.208,0.9,0.483,0.454,0.3,0.6,0.629,0.9,1.4,2.3,0.6,0.3,0.4,0.3,2.4,2000-01,0.47,0.07,
Eldridge Recasner,CHH,43.0,9.4,0.9,2.7,0.333,0.3,0.333,0.6,0.333,0.39,0.3,0.4,0.778,0.3,0.9,1.2,0.9,0.1,0.0,0.6,2.4,2000-01,0.42,0.05,
Dragan Tarlać,CHI,43.0,13.9,0.9,2.3,0.394,0.0,,0.9,0.394,0.394,0.6,0.8,0.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.4,2000-01,0.45,0.09,
