Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
Damien Wilkins,PHI,61.0,18.0,2.4,5.2,0.459,0.3,0.333,2.1,0.483,0.486,1.3,1.8,0.743,0.5,1.2,1.7,1.5,0.6,0.3,0.8,6.4,2012-13,0.53,0.1,0
Shaun Livingston,2TM,66.0,22.0,2.5,5.2,0.48,0.0,0.0,2.5,0.485,0.48,1.3,1.5,0.867,0.5,1.9,2.4,3.3,0.7,0.5,1.2,6.3,2012-13,0.54,0.14,0
Willie Green,LAC,72.0,16.5,2.5,5.4,0.461,1.0,0.428,1.5,0.486,0.553,0.3,0.4,0.719,0.2,1.1,1.3,0.8,0.4,0.2,0.4,6.3,2012-13,0.56,0.08,0
Stephen Jackson,SAS,55.0,19.5,2.2,6.0,0.373,0.8,0.271,1.4,0.481,0.442,0.9,1.3,0.7,0.4,2.4,2.8,1.5,0.7,0.3,1.4,6.2,2012-13,0.47,0.11,0
Austin Rivers,NOH,61.0,23.2,2.4,6.4,0.372,0.5,0.326,1.9,0.385,0.408,1.0,1.8,0.546,0.3,1.5,1.8,2.1,0.4,0.1,1.2,6.2,2012-13,0.43,0.08,0
Darrell Arthur,MEM,59.0,16.4,2.7,6.1,0.451,0.1,0.278,2.7,0.46,0.458,0.6,0.8,0.717,1.2,1.7,2.9,0.6,0.4,0.6,0.7,6.1,2012-13,0.47,0.11,0
Mike James,DAL,45.0,19.2,2.2,6.0,0.373,1.1,0.384,1.2,0.363,0.461,0.5,0.6,0.793,0.2,1.4,1.6,3.1,0.6,0.1,1.2,6.1,2012-13,0.49,0.14,0
John Jenkins,ATL,61.0,14.8,2.1,4.8,0.446,0.9,0.384,1.3,0.5,0.536,1.0,1.1,0.843,0.3,1.3,1.5,0.9,0.2,0.2,0.7,6.1,2012-13,0.58,0.09,0
Khris Middleton,DET,27.0,17.6,2.3,5.2,0.44,0.5,0.311,1.8,0.5,0.489,1.0,1.2,0.844,0.1,1.7,1.9,1.0,0.6,0.1,0.4,6.1,2012-13,0.53,0.23,0
Jeff Taylor,CHA,77.0,19.6,2.2,5.2,0.431,0.7,0.344,1.5,0.486,0.497,1.0,1.3,0.728,0.7,1.3,1.9,0.8,0.6,0.2,0.6,6.1,2012-13,0.53,0.07,0
Josh McRoberts,2TM,67.0,22.2,2.3,5.1,0.455,0.4,0.286,2.0,0.51,0.49,1.0,1.3,0.765,1.4,3.5,4.9,2.1,0.5,0.4,1.0,6.0,2012-13,0.53,0.15,0
DeMarre Carroll,UTA,66.0,16.8,2.3,4.9,0.46,0.3,0.286,2.0,0.508,0.491,1.1,1.5,0.765,1.3,1.5,2.8,0.9,0.9,0.4,0.5,6.0,2012-13,0.54,0.11,0
John Henson,MIL,63.0,13.1,2.6,5.3,0.482,0.0,0.0,2.6,0.486,0.482,0.9,1.7,0.533,1.8,2.9,4.7,0.5,0.3,0.7,0.7,6.0,2012-13,0.5,0.13,0
Jason Kidd,NYK,76.0,26.9,2.0,5.4,0.372,1.5,0.351,0.5,0.452,0.511,0.5,0.6,0.833,0.7,3.6,4.3,3.3,1.6,0.3,1.0,6.0,2012-13,0.53,0.14,0
Greg Smith,HOU,70.0,15.9,2.4,3.9,0.62,0.0,0.0,2.4,0.623,0.62,1.2,1.9,0.623,1.6,3.0,4.6,0.4,0.3,0.6,0.6,6.0,2012-13,0.63,0.13,0
Jared Sullinger,BOS,45.0,19.8,2.5,5.0,0.493,0.0,0.2,2.4,0.5,0.496,1.0,1.4,0.746,2.0,3.8,5.9,0.8,0.5,0.5,0.6,6.0,2012-13,0.53,0.23,0
Zaza Pachulia,ATL,52.0,21.8,2.2,4.6,0.473,0.0,0.0,2.2,0.479,0.473,1.5,2.0,0.757,2.5,3.9,6.5,1.5,0.7,0.2,1.3,5.9,2012-13,0.54,0.2,0
Lavoy Allen,PHI,79.0,21.1,2.6,5.7,0.454,0.0,0.0,2.6,0.455,0.454,0.5,0.8,0.717,2.0,3.0,5.0,0.9,0.3,0.7,0.7,5.8,2012-13,0.48,0.11,0
Andrew Bogut,GSW,32.0,24.6,2.6,5.8,0.451,0.0,1.0,2.6,0.448,0.454,0.6,1.2,0.5,2.1,5.5,7.7,2.1,0.6,1.7,1.1,5.8,2012-13,0.46,0.41,0
Boris Diaw,SAS,75.0,22.8,2.4,4.4,0.539,0.4,0.385,2.0,0.587,0.584,0.6,0.9,0.723,0.9,2.5,3.4,2.4,0.7,0.4,1.1,5.8,2012-13,0.6,0.12,0
Kris Humphries,BRK,65.0,18.3,2.1,4.8,0.448,0.0,0.0,2.1,0.451,0.448,1.5,1.9,0.789,1.9,3.7,5.6,0.5,0.2,0.5,0.9,5.8,2012-13,0.51,0.13,0
Brandon Roy,MIN,5.0,24.4,2.2,7.0,0.314,0.0,0.0,2.2,0.423,0.314,1.4,2.0,0.7,0.6,2.2,2.8,4.6,0.6,0.0,1.4,5.8,2012-13,0.37,1.4,0
Donatas Motiejūnas,HOU,44.0,12.2,2.2,4.8,0.455,0.5,0.289,1.7,0.562,0.512,0.7,1.2,0.627,0.8,1.3,2.1,0.7,0.2,0.2,0.8,5.7,2012-13,0.53,0.11,0
Sebastian Telfair,2TM,59.0,16.6,1.9,5.2,0.362,0.9,0.353,1.0,0.371,0.448,0.9,1.2,0.783,0.2,1.2,1.4,2.6,0.6,0.2,1.1,5.6,2012-13,0.49,0.1,0
Patrick Beverley,HOU,41.0,17.4,1.9,4.6,0.418,0.9,0.375,1.0,0.462,0.513,0.8,1.0,0.829,1.1,1.6,2.7,2.9,0.9,0.5,1.1,5.6,2012-13,0.56,0.21,0
Norris Cole,MIA,80.0,19.9,2.2,5.3,0.421,0.4,0.357,1.8,0.44,0.462,0.7,1.0,0.65,0.2,1.4,1.6,2.1,0.7,0.1,1.3,5.6,2012-13,0.49,0.07,0
Francisco García,2TM,58.0,17.7,2.0,5.2,0.393,1.2,0.374,0.9,0.421,0.505,0.3,0.4,0.857,0.1,1.4,1.6,1.1,0.8,0.7,0.6,5.5,2012-13,0.51,0.1,0
Marquis Daniels,MIL,59.0,18.4,2.2,5.9,0.376,0.3,0.278,1.9,0.401,0.405,0.7,0.9,0.741,0.8,1.7,2.5,1.1,0.9,0.2,0.8,5.5,2012-13,0.44,0.09,0
Terrence Jones,HOU,19.0,14.5,2.3,4.9,0.457,0.3,0.263,2.0,0.507,0.484,0.7,0.9,0.765,1.5,1.9,3.4,0.8,0.6,1.0,0.7,5.5,2012-13,0.52,0.41,0
Meyers Leonard,POR,69.0,17.5,2.2,4.0,0.545,0.0,0.429,2.1,0.548,0.551,1.0,1.3,0.809,1.2,2.5,3.7,0.5,0.2,0.6,0.7,5.5,2012-13,0.6,0.11,0
DeJuan Blair,SAS,61.0,14.0,2.3,4.4,0.524,0.0,0.0,2.3,0.526,0.524,0.7,1.1,0.629,1.1,2.7,3.8,0.7,0.6,0.2,0.8,5.4,2012-13,0.55,0.12,0
MarShon Brooks,BRK,73.0,12.5,2.1,4.6,0.463,0.2,0.273,1.9,0.5,0.485,0.9,1.3,0.734,0.4,1.0,1.4,1.0,0.5,0.2,0.9,5.4,2012-13,0.52,0.06,0
Daniel Gibson,CLE,46.0,20.0,1.8,5.4,0.34,1.2,0.344,0.6,0.333,0.453,0.6,0.8,0.703,0.1,1.2,1.3,1.8,0.7,0.1,0.7,5.4,2012-13,0.47,0.1,0
Danny Granger,IND,5.0,14.8,2.0,7.0,0.286,0.4,0.2,1.6,0.32,0.314,1.0,1.6,0.625,0.6,1.2,1.8,0.6,0.4,0.2,0.8,5.4,2012-13,0.35,0.4,0
Derek Fisher,2TM,33.0,17.4,1.7,4.9,0.342,0.9,0.375,0.8,0.309,0.435,1.1,1.2,0.921,0.1,1.1,1.1,1.4,0.6,0.1,0.9,5.3,2012-13,0.49,0.13,0
Trevor Booker,WAS,48.0,18.5,2.3,4.6,0.491,0.0,0.0,2.3,0.502,0.491,0.8,1.5,0.556,2.0,2.9,5.0,0.8,0.7,0.3,0.6,5.3,2012-13,0.5,0.18,0
Evan Fournier,DEN,38.0,11.3,2.0,4.0,0.493,0.6,0.407,1.4,0.541,0.566,0.8,1.0,0.769,0.2,0.8,0.9,1.2,0.5,0.0,0.8,5.3,2012-13,0.6,0.13,0
Reggie Jackson,OKC,70.0,14.2,2.1,4.6,0.458,0.3,0.231,1.8,0.566,0.495,0.7,0.9,0.839,0.3,2.1,2.4,1.7,0.4,0.2,0.8,5.3,2012-13,0.53,0.09,0
John Lucas III,TOR,63.0,13.1,2.0,5.3,0.386,0.9,0.377,1.1,0.393,0.472,0.3,0.4,0.72,0.1,0.9,1.0,1.7,0.4,0.0,0.4,5.3,2012-13,0.48,0.07,0
Corey Maggette,DET,18.0,14.3,1.5,4.2,0.355,0.3,0.238,1.2,0.4,0.388,2.0,2.7,0.75,0.3,1.1,1.4,1.1,0.3,0.1,0.9,5.3,2012-13,0.49,0.22,0
Roger Mason,NOH,69.0,17.7,1.9,4.4,0.433,1.0,0.415,1.0,0.452,0.541,0.6,0.6,0.907,0.2,1.8,1.9,1.1,0.4,0.2,0.7,5.3,2012-13,0.57,0.08,0
Travis Outlaw,SAC,38.0,11.7,1.9,4.7,0.418,0.4,0.28,1.6,0.472,0.458,1.0,1.4,0.731,0.4,1.2,1.6,0.6,0.3,0.2,0.5,5.3,2012-13,0.5,0.11,0
Mickaël Piétrus,TOR,19.0,20.3,1.8,5.2,0.347,1.1,0.313,0.7,0.412,0.449,0.6,0.9,0.667,0.3,1.6,1.9,0.5,0.6,0.3,0.8,5.3,2012-13,0.47,0.22,0
Leandro Barbosa,BOS,41.0,12.5,2.0,4.7,0.43,0.4,0.383,1.6,0.445,0.477,0.8,1.0,0.756,0.2,0.9,1.1,1.4,0.4,0.1,0.5,5.2,2012-13,0.51,0.12,0
Jordan Hamilton,DEN,40.0,9.9,2.1,5.0,0.418,0.7,0.37,1.4,0.445,0.485,0.3,0.7,0.5,0.8,1.6,2.4,0.6,0.4,0.2,0.5,5.2,2012-13,0.49,0.12,0
Rashard Lewis,MIA,55.0,14.4,1.9,4.5,0.414,0.9,0.389,0.9,0.441,0.516,0.5,0.8,0.622,0.3,1.9,2.2,0.5,0.4,0.3,0.6,5.2,2012-13,0.54,0.09,0
Nick Collison,OKC,81.0,19.5,2.2,3.7,0.595,0.0,0.0,2.2,0.603,0.595,0.7,1.0,0.769,1.5,2.6,4.1,1.5,0.6,0.4,0.9,5.1,2012-13,0.62,0.11,0
Al Harrington,ORL,10.0,11.9,2.0,5.7,0.351,0.8,0.267,1.2,0.444,0.421,0.3,0.4,0.75,0.6,2.1,2.7,1.0,0.4,0.1,0.7,5.1,2012-13,0.43,0.48,0
James Johnson,SAC,54.0,16.3,2.2,5.2,0.413,0.0,0.095,2.1,0.439,0.417,0.7,1.2,0.597,0.9,1.8,2.7,1.1,0.8,0.9,1.3,5.1,2012-13,0.45,0.11,0
Patty Mills,SAS,58.0,11.3,1.9,4.2,0.469,0.9,0.4,1.1,0.55,0.577,0.3,0.3,0.842,0.2,0.7,0.9,1.1,0.4,0.1,0.7,5.1,2012-13,0.59,0.08,0
DeShawn Stevenson,ATL,56.0,20.7,1.8,4.7,0.374,1.4,0.364,0.4,0.415,0.519,0.2,0.4,0.522,0.3,1.9,2.2,0.9,0.5,0.1,0.4,5.1,2012-13,0.52,0.09,0
Garrett Temple,WAS,51.0,22.7,2.1,5.1,0.407,0.5,0.325,1.5,0.444,0.457,0.5,0.7,0.703,0.6,1.8,2.4,2.3,1.0,0.3,1.2,5.1,2012-13,0.47,0.13,0
Jae Crowder,DAL,78.0,17.3,1.8,4.7,0.384,0.8,0.328,1.0,0.446,0.47,0.6,0.9,0.644,0.4,1.9,2.4,1.2,0.8,0.2,0.6,5.0,2012-13,0.49,0.07,0
Mickaël Gelabale,MIN,36.0,17.9,2.0,3.9,0.518,0.4,0.308,1.6,0.644,0.576,0.6,0.7,0.875,0.9,1.9,2.8,0.7,0.4,0.1,0.4,5.0,2012-13,0.59,0.18,0
Ian Mahinmi,IND,80.0,16.5,1.9,4.1,0.453,0.0,0.0,1.9,0.456,0.453,1.3,2.1,0.608,1.4,2.5,3.9,0.3,0.5,0.8,1.2,5.0,2012-13,0.5,0.08,0
Quentin Richardson,NYK,1.0,29.0,1.0,11.0,0.091,1.0,0.25,0.0,0.0,0.136,2.0,2.0,1.0,5.0,5.0,10.0,1.0,0.0,0.0,2.0,5.0,2012-13,0.21,4.0,0
Chris Andersen,MIA,42.0,14.9,1.7,2.9,0.577,0.0,0.667,1.6,0.575,0.585,1.5,2.2,0.677,1.4,2.7,4.1,0.4,0.4,1.0,0.6,4.9,2012-13,0.63,0.2,0
Malcolm Lee,MIN,16.0,18.1,1.8,4.8,0.382,0.5,0.333,1.3,0.404,0.434,0.8,1.3,0.6,0.9,1.5,2.4,1.3,0.8,0.4,0.6,4.9,2012-13,0.46,0.36,0
Jerry Stackhouse,BRK,37.0,14.7,1.8,4.6,0.384,0.8,0.337,1.0,0.434,0.471,0.5,0.6,0.87,0.1,0.8,0.9,0.9,0.2,0.1,0.6,4.9,2012-13,0.5,0.09,0
Bismack Biyombo,CHA,80.0,27.3,2.0,4.3,0.451,0.0,,2.0,0.451,0.451,0.9,1.8,0.521,2.4,4.9,7.3,0.4,0.4,1.8,1.0,4.8,2012-13,0.47,0.13,0
Mike Miller,MIA,59.0,15.3,1.7,3.9,0.433,1.2,0.417,0.5,0.482,0.591,0.1,0.2,0.727,0.3,2.4,2.7,1.7,0.4,0.1,0.6,4.8,2012-13,0.6,0.12,0
Thomas Robinson,2TM,70.0,15.1,2.0,4.6,0.43,0.0,0.0,2.0,0.431,0.43,0.8,1.6,0.523,1.7,2.8,4.5,0.7,0.6,0.4,1.3,4.8,2012-13,0.45,0.09,0
Tyrus Thomas,CHA,26.0,13.8,1.8,5.2,0.353,0.1,0.375,1.7,0.352,0.364,1.0,1.2,0.839,0.6,1.7,2.3,0.7,0.5,0.6,0.7,4.8,2012-13,0.42,0.18,0
D.J. Augustin,IND,76.0,16.1,1.4,3.9,0.35,0.9,0.353,0.5,0.346,0.464,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,4.7,2012-13,0.53,0.06,0
Landry Fields,TOR,51.0,20.3,2.0,4.4,0.457,0.0,0.143,2.0,0.478,0.462,0.7,1.0,0.642,1.2,2.9,4.1,1.2,0.6,0.2,0.8,4.7,2012-13,0.49,0.14,0
Justin Holiday,PHI,9.0,15.8,1.8,5.3,0.333,0.4,0.25,1.3,0.375,0.375,0.7,0.9,0.75,0.0,1.6,1.6,1.7,0.3,0.7,1.0,4.7,2012-13,0.41,0.48,0
Shelvin Mack,3TM,31.0,13.4,1.9,4.1,0.46,0.6,0.367,1.3,0.519,0.532,0.3,0.5,0.563,0.1,1.2,1.3,2.2,0.5,0.0,1.1,4.6,2012-13,0.53,0.16,0
Shelvin Mack,WAS,7.0,20.1,2.3,5.7,0.4,0.6,0.308,1.7,0.444,0.45,0.1,0.3,0.5,0.4,1.9,2.3,3.3,0.9,0.0,1.1,5.3,2012-13,0.45,1.01,0
Shelvin Mack,PHI,4.0,1.8,0.3,0.5,0.5,0.0,0.0,0.3,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,2012-13,0.5,0.03,0
Shelvin Mack,ATL,20.0,13.4,2.1,4.2,0.488,0.7,0.4,1.4,0.551,0.571,0.4,0.7,0.571,0.0,1.2,1.2,2.2,0.5,0.0,1.2,5.2,2012-13,0.58,0.28,0
Troy Murphy,DAL,14.0,18.3,1.6,4.4,0.361,0.8,0.314,0.8,0.423,0.451,0.7,0.8,0.909,0.5,3.0,3.5,0.5,0.7,0.4,0.5,4.6,2012-13,0.48,0.45,0
Mike Scott,ATL,40.0,9.4,1.8,3.7,0.476,0.0,0.0,1.8,0.479,0.476,1.1,1.4,0.768,1.0,1.8,2.8,0.3,0.1,0.1,0.5,4.6,2012-13,0.53,0.13,0
Terrence Williams,BOS,24.0,13.3,2.0,4.0,0.495,0.2,0.333,1.8,0.524,0.521,0.4,0.9,0.429,0.2,1.7,1.8,1.6,0.5,0.1,0.9,4.6,2012-13,0.52,0.22,0
Eric Maynor,2TM,64.0,15.0,1.7,4.4,0.377,0.5,0.354,1.1,0.389,0.438,0.7,1.0,0.726,0.1,0.6,0.7,2.8,0.3,0.0,1.2,4.5,2012-13,0.46,0.06,0
Austin Daye,2TM,55.0,12.3,1.6,3.8,0.433,0.7,0.418,0.9,0.445,0.531,0.5,0.6,0.765,0.3,1.9,2.2,0.8,0.3,0.4,0.5,4.5,2012-13,0.55,0.1,0
Eddy Curry,DAL,2.0,12.5,2.0,4.0,0.5,0.0,,2.0,0.5,0.5,0.5,2.0,0.25,1.0,1.0,2.0,0.0,0.0,0.0,1.5,4.5,2012-13,0.46,0.75,0
Reggie Evans,BRK,80.0,24.6,1.6,3.3,0.479,0.0,,1.6,0.479,0.479,1.4,2.8,0.509,3.3,7.9,11.1,0.5,0.9,0.2,1.4,4.5,2012-13,0.5,0.16,0
Cory Joseph,SAS,28.0,13.9,1.8,3.9,0.464,0.2,0.286,1.6,0.506,0.491,0.6,0.8,0.857,0.4,1.4,1.9,1.9,0.5,0.1,0.8,4.5,2012-13,0.53,0.21,0
Keyon Dooling,MEM,7.0,11.7,1.4,3.0,0.476,0.7,0.417,0.7,0.556,0.595,0.9,1.0,0.857,0.0,0.1,0.1,1.1,0.1,0.0,0.7,4.4,2012-13,0.64,0.47,0
Ekpe Udoh,MIL,76.0,17.3,1.5,3.5,0.435,0.0,0.0,1.5,0.437,0.435,1.2,1.6,0.748,1.5,1.8,3.3,0.6,0.5,1.1,0.6,4.3,2012-13,0.51,0.09,0
Keith Bogans,BRK,74.0,19.0,1.5,3.8,0.38,1.1,0.343,0.3,0.615,0.528,0.1,0.2,0.647,0.2,1.4,1.6,1.0,0.4,0.1,0.7,4.2,2012-13,0.54,0.06,0
Matt Bonner,SAS,68.0,13.4,1.6,3.4,0.487,0.8,0.442,0.9,0.536,0.602,0.2,0.2,0.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,4.2,2012-13,0.6,0.08,0
Kendrick Perkins,OKC,78.0,25.1,1.8,4.0,0.457,0.0,0.0,1.8,0.458,0.457,0.6,0.9,0.611,1.4,4.6,6.0,1.4,0.6,1.1,1.4,4.2,2012-13,0.48,0.12,0
Shavlik Randolph,BOS,16.0,12.4,1.8,3.0,0.583,0.0,,1.8,0.583,0.583,0.7,1.7,0.407,1.8,2.6,4.4,0.3,0.5,0.4,0.6,4.2,2012-13,0.56,0.44,0
Chris Wilcox,BOS,61.0,13.6,1.8,2.5,0.719,0.0,0.0,1.8,0.724,0.719,0.6,1.0,0.672,0.9,2.0,3.0,0.4,0.5,0.5,0.6,4.2,2012-13,0.71,0.11,0
Kyle O'Quinn,ORL,57.0,11.2,1.8,3.5,0.513,0.0,0.0,1.8,0.515,0.513,0.5,0.8,0.667,1.1,2.5,3.7,0.9,0.2,0.5,0.6,4.1,2012-13,0.53,0.12,0
Chris Singleton,WAS,57.0,16.2,1.6,4.2,0.382,0.1,0.194,1.5,0.415,0.396,0.7,1.2,0.571,0.9,2.3,3.2,0.6,0.7,0.4,0.8,4.1,2012-13,0.43,0.09,0
Anthony Tolliver,ATL,62.0,15.5,1.3,3.5,0.38,0.7,0.338,0.6,0.446,0.484,0.7,0.8,0.863,0.5,2.0,2.5,0.5,0.2,0.2,0.6,4.1,2012-13,0.53,0.07,0
Anthony Morrow,2TM,41.0,9.3,1.6,3.5,0.441,0.4,0.372,1.2,0.471,0.497,0.5,0.5,0.909,0.3,0.5,0.7,0.3,0.3,0.0,0.2,4.0,2012-13,0.54,0.08,0
Quincy Acy,TOR,29.0,11.8,1.4,2.6,0.56,0.0,0.5,1.4,0.562,0.567,1.1,1.3,0.816,1.0,1.6,2.7,0.4,0.4,0.5,0.6,4.0,2012-13,0.63,0.21,0
Jeff Adrien,CHA,52.0,13.7,1.4,3.2,0.429,0.0,0.0,1.4,0.434,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.3,0.5,0.6,4.0,2012-13,0.5,0.12,0
Will Barton,POR,73.0,12.2,1.6,4.2,0.382,0.1,0.138,1.5,0.447,0.396,0.7,0.9,0.769,0.5,1.5,2.0,0.8,0.5,0.1,0.8,4.0,2012-13,0.44,0.05,0
Rodrigue Beaubois,DAL,45.0,12.2,1.4,3.9,0.369,0.5,0.292,1.0,0.423,0.429,0.7,0.8,0.789,0.2,1.1,1.3,1.9,0.4,0.1,0.7,4.0,2012-13,0.47,0.1,0
Omri Casspi,CLE,43.0,11.7,1.5,3.7,0.394,0.6,0.329,0.9,0.452,0.472,0.5,1.0,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,4.0,2012-13,0.48,0.12,0
Orlando Johnson,IND,51.0,12.1,1.4,3.5,0.4,0.7,0.383,0.7,0.419,0.5,0.5,0.6,0.719,0.4,1.8,2.2,0.9,0.2,0.2,0.6,4.0,2012-13,0.53,0.09,0
Dominique Jones,DAL,29.0,11.7,1.4,3.8,0.367,0.0,0.111,1.3,0.39,0.372,1.2,1.8,0.66,0.6,0.9,1.6,2.9,0.5,0.1,1.3,4.0,2012-13,0.44,0.17,0
Darius Morris,LAL,48.0,14.2,1.5,3.9,0.388,0.5,0.364,1.0,0.402,0.452,0.5,0.8,0.649,0.5,0.7,1.2,1.6,0.4,0.0,0.9,4.0,2012-13,0.47,0.08,0
Lamar Odom,LAC,82.0,19.7,1.8,4.5,0.399,0.2,0.2,1.6,0.464,0.423,0.2,0.5,0.476,1.4,4.4,5.9,1.7,0.8,0.7,1.0,4.0,2012-13,0.42,0.11,0
Greg Stiemsma,MIN,76.0,15.9,1.7,3.7,0.457,0.0,,1.7,0.457,0.457,0.7,0.9,0.768,0.8,2.6,3.4,0.4,0.6,1.2,0.8,4.0,2012-13,0.49,0.09,0
Jeff Ayres,IND,37.0,10.0,1.6,3.4,0.484,0.1,0.5,1.6,0.484,0.492,0.6,0.6,0.913,0.8,2.0,2.8,0.4,0.2,0.3,0.6,3.9,2012-13,0.53,0.14,0
Luke Babbitt,POR,62.0,11.8,1.4,3.8,0.368,1.0,0.348,0.4,0.429,0.5,0.2,0.2,0.769,0.2,2.0,2.2,0.5,0.2,0.1,0.4,3.9,2012-13,0.5,0.07,0
Udonis Haslem,MIA,75.0,18.9,1.7,3.3,0.514,0.0,,1.7,0.514,0.514,0.4,0.6,0.711,1.3,4.1,5.4,0.5,0.4,0.2,0.6,3.9,2012-13,0.55,0.11,0
Xavier Henry,NOH,50.0,12.5,1.3,3.2,0.41,0.1,0.364,1.2,0.413,0.422,1.2,1.8,0.63,0.4,1.4,1.8,0.3,0.3,0.1,0.6,3.9,2012-13,0.49,0.07,0
Chris Johnson,MIN,30.0,9.5,1.6,2.5,0.64,0.0,,1.6,0.64,0.64,0.7,1.1,0.618,0.7,1.3,2.0,0.3,0.2,0.9,0.4,3.9,2012-13,0.65,0.19,0
James Anderson,2TM,39.0,10.3,1.3,3.2,0.413,0.5,0.35,0.8,0.47,0.496,0.6,0.7,0.857,0.5,1.4,1.8,1.1,0.4,0.1,0.6,3.8,2012-13,0.54,0.12,0
Victor Claver,POR,49.0,16.6,1.5,3.9,0.392,0.5,0.287,1.0,0.48,0.458,0.3,0.6,0.467,0.6,1.8,2.4,0.9,0.5,0.2,0.9,3.8,2012-13,0.46,0.09,0
Nando De Colo,SAS,72.0,12.8,1.5,3.3,0.436,0.4,0.378,1.0,0.465,0.5,0.5,0.6,0.795,0.3,1.6,1.9,1.9,0.6,0.1,1.1,3.8,2012-13,0.53,0.07,0
Gustavo Ayón,2TM,55.0,13.3,1.7,3.0,0.551,0.0,,1.7,0.551,0.551,0.4,0.9,0.4,1.1,2.5,3.6,1.3,0.4,0.3,0.9,3.7,2012-13,0.54,0.12,0
DeQuan Jones,ORL,63.0,12.7,1.5,3.5,0.436,0.1,0.257,1.4,0.47,0.456,0.5,0.8,0.667,0.3,1.4,1.7,0.3,0.3,0.3,0.5,3.7,2012-13,0.48,0.06,0
Arnett Moultrie,PHI,47.0,11.5,1.7,2.9,0.582,0.0,,1.7,0.582,0.582,0.4,0.6,0.643,1.6,1.5,3.1,0.2,0.4,0.2,0.4,3.7,2012-13,0.58,0.12,0
Anthony Randolph,DEN,39.0,8.4,1.4,2.9,0.491,0.0,0.0,1.4,0.528,0.491,0.8,1.2,0.689,0.7,1.7,2.4,0.3,0.5,0.5,0.9,3.7,2012-13,0.54,0.12,0
Reggie Williams,CHA,40.0,9.5,1.4,3.3,0.432,0.6,0.306,0.9,0.583,0.515,0.3,0.5,0.476,0.2,1.1,1.3,1.0,0.3,0.0,0.5,3.7,2012-13,0.53,0.09,0
Chris Johnson,MEM,8.0,12.8,1.4,3.1,0.44,0.8,0.333,0.6,0.714,0.56,0.1,0.3,0.5,0.6,0.8,1.4,0.3,0.5,0.0,0.4,3.6,2012-13,0.56,0.44,0
Donald Sloan,2TM,23.0,11.4,1.2,3.4,0.346,0.3,0.368,0.9,0.339,0.391,0.9,1.1,0.8,0.1,1.1,1.2,1.7,0.2,0.0,0.6,3.5,2012-13,0.45,0.16,0
Brendan Haywood,CHA,61.0,19.0,1.5,3.5,0.431,0.0,0.0,1.5,0.433,0.431,0.5,1.1,0.455,2.0,2.7,4.8,0.5,0.3,0.8,0.8,3.5,2012-13,0.44,0.11,0
Johan Petro,ATL,31.0,11.4,1.5,3.5,0.436,0.0,0.25,1.5,0.443,0.441,0.4,0.4,0.917,1.1,2.5,3.6,0.5,0.3,0.3,0.8,3.5,2012-13,0.48,0.17,0
Pablo Prigioni,NYK,78.0,16.2,1.3,2.8,0.455,0.7,0.396,0.6,0.547,0.575,0.3,0.3,0.88,0.5,1.3,1.8,3.0,0.9,0.0,1.1,3.5,2012-13,0.6,0.08,0
Mirza Teletović,BRK,53.0,9.4,1.3,3.5,0.384,0.7,0.343,0.6,0.442,0.484,0.2,0.2,0.818,0.6,1.2,1.8,0.4,0.2,0.2,0.4,3.5,2012-13,0.49,0.07,0
Jamaal Tinsley,UTA,66.0,18.5,1.3,3.5,0.368,0.6,0.307,0.7,0.439,0.451,0.3,0.4,0.692,0.3,1.5,1.7,4.4,1.0,0.2,1.6,3.5,2012-13,0.48,0.1,0
Dahntay Jones,2TM,78.0,13.0,1.1,2.8,0.369,0.1,0.224,0.9,0.41,0.394,1.1,1.4,0.77,0.3,1.0,1.3,0.6,0.3,0.1,0.5,3.4,2012-13,0.5,0.04,0
Devin Ebanks,LAL,19.0,10.4,1.3,3.8,0.329,0.3,0.273,0.9,0.353,0.37,0.6,0.7,0.786,0.5,1.6,2.2,0.5,0.2,0.1,0.6,3.4,2012-13,0.41,0.17,0
Ryan Hollins,LAC,60.0,11.1,1.2,1.9,0.614,0.0,,1.2,0.614,0.614,1.1,1.5,0.75,0.8,1.5,2.3,0.2,0.1,0.6,0.7,3.4,2012-13,0.66,0.08,0
Luke Walton,CLE,50.0,17.1,1.4,3.6,0.392,0.4,0.299,1.0,0.447,0.448,0.2,0.4,0.5,0.8,2.1,2.9,3.3,0.8,0.3,1.2,3.4,2012-13,0.45,0.14,0
Earl Barron,2TM,12.0,13.3,1.5,4.3,0.353,0.0,,1.5,0.353,0.353,0.3,0.6,0.429,1.8,3.3,5.1,0.4,0.4,0.5,0.9,3.3,2012-13,0.36,0.47,0
Doron Lamb,2TM,47.0,12.3,1.3,3.5,0.368,0.3,0.378,1.0,0.365,0.411,0.4,0.7,0.588,0.2,0.8,1.0,0.7,0.3,0.0,0.6,3.3,2012-13,0.43,0.05,0
