Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Brad Daugherty,CLE,71.0,37.9,7.3,12.8,0.571,0.0,0.5,7.3,0.571,0.571,5.5,6.9,0.795,2.3,7.9,10.2,4.4,0.7,0.8,2.1,20.2,1992-93,1,0.64,0.38
Nick Anderson,ORL,79.0,37.0,7.5,16.8,0.449,1.1,0.353,6.4,0.471,0.482,3.8,5.1,0.741,1.5,4.5,6.0,3.4,1.6,0.7,2.1,19.9,1992-93,0,0.52,0.24
Clyde Drexler,POR,49.0,34.1,7.1,16.7,0.429,0.6,0.233,6.5,0.467,0.448,5.0,6.0,0.839,2.6,3.7,6.3,5.7,1.9,0.8,2.3,19.9,1992-93,1,0.51,0.44
Doug West,MIN,80.0,38.8,8.1,15.6,0.517,0.0,0.087,8.1,0.525,0.518,3.1,3.7,0.841,1.1,2.0,3.1,2.9,1.1,0.3,2.1,19.3,1992-93,0,0.56,0.21
Mahmoud Abdul-Rauf,DEN,81.0,33.5,7.8,17.4,0.45,0.9,0.355,7.0,0.465,0.475,2.7,2.9,0.935,0.6,2.1,2.8,4.2,1.0,0.1,2.3,19.2,1992-93,0,0.51,0.19
Jeff Hornacek,PHI,79.0,36.2,7.4,15.7,0.47,1.2,0.39,6.1,0.49,0.509,3.2,3.7,0.865,1.1,3.3,4.3,6.9,1.7,0.3,2.8,19.1,1992-93,0,0.55,0.26
Clifford Robinson,POR,82.0,31.4,7.7,16.3,0.473,0.2,0.247,7.5,0.487,0.48,3.5,5.1,0.69,2.0,4.6,6.6,2.2,1.2,2.0,2.1,19.1,1992-93,0,0.51,0.23
Detlef Schrempf,IND,82.0,37.8,6.3,13.2,0.476,0.1,0.154,6.2,0.493,0.48,6.4,8.0,0.804,2.6,7.0,9.5,6.0,1.0,0.3,3.0,19.1,1992-93,1,0.57,0.3
Glen Rice,MIA,82.0,37.6,7.1,16.1,0.44,1.8,0.383,5.3,0.463,0.495,3.0,3.6,0.82,1.1,4.0,5.2,2.2,1.1,0.3,1.9,19.0,1992-93,0,0.54,0.2
Harvey Grant,WSB,72.0,37.0,7.8,16.0,0.487,0.0,0.1,7.8,0.491,0.488,3.0,4.2,0.727,1.8,3.9,5.7,2.8,1.0,0.6,1.3,18.6,1992-93,0,0.52,0.25
Scottie Pippen,CHI,81.0,38.6,7.8,16.4,0.473,0.3,0.237,7.5,0.491,0.482,2.9,4.3,0.663,2.5,5.2,7.7,6.3,2.1,0.9,3.0,18.6,1992-93,1,0.51,0.28
Derek Harper,DAL,62.0,34.0,6.3,15.1,0.419,1.6,0.393,4.7,0.428,0.472,3.9,5.1,0.756,0.7,1.3,2.0,5.4,1.3,0.3,2.2,18.2,1992-93,0,0.52,0.24
Christian Laettner,MIN,81.0,34.9,6.2,13.1,0.474,0.0,0.1,6.2,0.489,0.476,5.7,6.8,0.835,2.1,6.6,8.7,2.8,1.3,1.0,3.4,18.2,1992-93,0,0.57,0.25
Ricky Pierce,SEA,77.0,28.8,6.8,13.9,0.489,0.5,0.372,6.3,0.503,0.509,4.1,4.6,0.889,0.8,1.7,2.5,2.9,1.3,0.1,2.1,18.2,1992-93,0,0.57,0.2
Terry Porter,POR,81.0,35.6,6.2,13.7,0.454,1.8,0.414,4.4,0.472,0.519,4.0,4.8,0.843,0.7,3.2,3.9,5.2,1.2,0.1,2.5,18.2,1992-93,0,0.58,0.22
Mark Price,CLE,75.0,31.7,6.4,13.1,0.484,1.6,0.416,4.7,0.512,0.546,3.9,4.1,0.948,0.5,2.2,2.7,8.0,1.2,0.1,2.6,18.2,1992-93,1,0.61,0.28
Jeff Malone,UTA,79.0,32.4,7.5,15.3,0.494,0.0,0.333,7.5,0.495,0.495,3.0,3.5,0.852,0.4,1.8,2.2,1.6,0.5,0.1,1.6,18.1,1992-93,0,0.54,0.16
Ron Harper,LAC,80.0,37.1,6.8,15.0,0.451,0.7,0.28,6.1,0.482,0.472,3.8,5.0,0.769,1.5,3.9,5.3,4.5,2.2,0.9,2.8,18.0,1992-93,0,0.52,0.23
Lionel Simmons,SAC,69.0,36.3,6.8,15.3,0.444,0.0,0.091,6.8,0.447,0.444,4.3,5.3,0.819,2.3,4.9,7.2,4.5,1.4,0.6,2.8,17.9,1992-93,0,0.51,0.28
Kevin Willis,ATL,80.0,36.0,7.7,15.2,0.506,0.1,0.241,7.6,0.512,0.509,2.5,3.8,0.653,4.2,8.7,12.9,2.1,0.9,0.5,2.7,17.9,1992-93,0,0.53,0.28
Shawn Kemp,SEA,78.0,33.1,6.6,13.4,0.492,0.0,0.0,6.6,0.494,0.492,4.6,6.4,0.712,3.7,7.0,10.7,2.0,1.5,1.9,2.8,17.8,1992-93,0,0.55,0.29
Isiah Thomas,DET,79.0,37.0,6.7,15.9,0.418,0.8,0.308,5.9,0.439,0.442,3.5,4.8,0.737,0.9,2.0,2.9,8.5,1.6,0.2,3.6,17.6,1992-93,0,0.49,0.21
John Starks,NYK,80.0,31.0,6.4,15.0,0.428,1.4,0.321,5.1,0.469,0.473,3.3,4.1,0.795,0.7,1.9,2.6,5.1,1.1,0.2,2.2,17.5,1992-93,0,0.52,0.19
Pervis Ellison,WSB,49.0,34.7,7.0,13.4,0.521,0.0,0.0,7.0,0.524,0.521,3.5,4.9,0.702,2.8,6.0,8.8,2.4,0.9,2.2,2.2,17.4,1992-93,0,0.56,0.44
Šarūnas Marčiulionis,GSW,30.0,27.9,5.9,10.9,0.543,0.1,0.2,5.8,0.559,0.547,5.4,7.1,0.761,1.3,1.9,3.2,3.5,1.7,0.1,2.5,17.4,1992-93,0,0.62,0.56
Sean Elliott,SAS,70.0,37.2,6.4,13.1,0.491,0.5,0.356,5.9,0.509,0.511,3.8,4.8,0.795,1.2,3.4,4.6,3.8,1.0,0.4,2.2,17.2,1992-93,0,0.57,0.24
Rony Seikaly,MIA,72.0,34.1,5.8,12.1,0.48,0.0,0.125,5.8,0.484,0.481,5.5,7.5,0.735,3.6,8.2,11.8,1.4,0.5,1.2,2.8,17.1,1992-93,0,0.56,0.29
Reggie Williams,DEN,79.0,34.5,6.8,14.8,0.458,0.4,0.27,6.4,0.48,0.473,3.0,3.7,0.804,1.7,3.7,5.4,3.7,1.6,1.0,2.5,17.0,1992-93,0,0.52,0.22
Walt Williams,SAC,59.0,28.4,6.1,13.9,0.435,1.0,0.319,5.0,0.47,0.472,3.8,5.1,0.742,1.9,2.5,4.5,3.0,1.1,0.5,3.0,17.0,1992-93,0,0.53,0.24
Kenny Anderson,NJN,55.0,36.5,6.7,15.5,0.435,0.1,0.28,6.6,0.44,0.439,3.3,4.2,0.776,0.9,3.2,4.1,8.2,1.7,0.2,2.8,16.9,1992-93,0,0.49,0.34
Frank Brickowski,MIL,66.0,31.4,6.9,12.7,0.545,0.1,0.308,6.8,0.553,0.55,3.0,4.1,0.728,1.8,4.3,6.1,3.0,1.2,0.7,3.1,16.9,1992-93,0,0.58,0.27
Blue Edwards,MIL,82.0,33.3,6.8,13.2,0.512,0.5,0.349,6.3,0.529,0.529,2.9,3.7,0.79,1.5,3.2,4.7,2.6,1.6,0.5,2.1,16.9,1992-93,0,0.57,0.21
Kendall Gill,CHH,69.0,35.2,6.7,15.0,0.449,0.2,0.274,6.5,0.46,0.457,3.2,4.2,0.772,1.7,3.2,4.9,3.9,1.4,0.5,2.5,16.9,1992-93,0,0.5,0.23
Dan Majerle,PHO,82.0,39.0,6.2,13.4,0.464,2.0,0.381,4.2,0.52,0.541,2.5,3.2,0.778,1.5,3.2,4.7,3.8,1.7,0.4,1.6,16.9,1992-93,0,0.57,0.22
Chuck Person,MIN,78.0,38.3,6.9,16.0,0.433,1.5,0.355,5.4,0.462,0.481,1.4,2.2,0.649,1.3,4.3,5.6,4.4,0.9,0.4,2.8,16.8,1992-93,0,0.5,0.2
Dale Ellis,SAS,82.0,33.3,6.6,13.3,0.499,1.5,0.401,5.2,0.536,0.554,1.9,2.4,0.797,1.0,2.8,3.8,1.3,1.0,0.2,1.4,16.7,1992-93,0,0.58,0.18
Wayman Tisdale,SAC,76.0,30.0,7.2,14.1,0.509,0.0,0.0,7.2,0.51,0.509,2.3,3.0,0.758,1.7,4.9,6.6,1.4,0.7,0.6,1.5,16.6,1992-93,0,0.54,0.22
Larry Nance,CLE,77.0,35.8,6.9,12.6,0.549,0.0,0.0,6.9,0.551,0.549,2.6,3.2,0.818,2.4,6.3,8.7,2.9,0.7,2.6,1.4,16.5,1992-93,0,0.59,0.31
Billy Owens,GSW,37.0,32.5,6.7,13.3,0.501,0.0,0.091,6.6,0.51,0.502,3.2,4.9,0.639,2.9,4.2,7.1,3.9,0.9,0.8,2.9,16.5,1992-93,0,0.53,0.49
Jim Jackson,DAL,28.0,33.5,6.6,16.6,0.395,0.8,0.288,5.8,0.415,0.417,2.4,3.3,0.739,1.5,2.9,4.4,4.7,1.4,0.4,4.1,16.3,1992-93,0,0.45,0.44
Kevin Johnson,PHO,49.0,33.5,5.8,11.5,0.499,0.0,0.125,5.7,0.504,0.5,4.6,5.6,0.819,0.6,1.5,2.1,7.8,1.7,0.4,3.1,16.1,1992-93,1,0.58,0.37
Steve Smith,MIA,48.0,33.5,5.8,12.9,0.451,1.1,0.402,4.7,0.464,0.494,3.2,4.1,0.787,1.2,2.9,4.1,5.6,1.0,0.3,2.7,16.0,1992-93,0,0.54,0.34
Dennis Scott,ORL,54.0,32.6,6.1,14.1,0.431,2.0,0.403,4.1,0.446,0.502,1.7,2.2,0.786,0.7,2.7,3.4,2.5,1.1,0.3,1.9,15.9,1992-93,0,0.53,0.24
Richard Dumas,PHO,48.0,27.5,6.3,12.0,0.524,0.0,0.333,6.3,0.525,0.525,3.2,4.5,0.707,2.1,2.6,4.6,1.3,1.8,0.8,1.9,15.8,1992-93,0,0.57,0.32
Clarence Weatherspoon,PHI,82.0,32.4,6.0,12.8,0.469,0.0,0.25,6.0,0.47,0.47,3.5,5.0,0.713,2.2,5.0,7.2,1.8,1.0,0.8,2.1,15.6,1992-93,0,0.52,0.2
Scott Skiles,ORL,78.0,39.6,5.3,11.4,0.467,1.0,0.34,4.3,0.512,0.512,3.7,4.2,0.892,0.7,3.1,3.7,9.4,1.1,0.0,3.4,15.4,1992-93,0,0.58,0.25
Latrell Sprewell,GSW,77.0,35.6,5.8,12.6,0.464,0.9,0.369,4.9,0.488,0.502,2.7,3.7,0.746,1.0,2.5,3.5,3.8,1.6,0.7,2.6,15.4,1992-93,0,0.54,0.19
Dell Curry,CHH,80.0,26.2,6.2,13.8,0.452,1.2,0.401,5.0,0.466,0.495,1.7,2.0,0.866,0.6,2.9,3.6,2.3,1.1,0.3,1.6,15.3,1992-93,0,0.52,0.16
John Stockton,UTA,82.0,34.9,5.3,11.0,0.486,0.9,0.385,4.5,0.513,0.526,3.6,4.5,0.798,0.8,2.1,2.9,12.0,2.4,0.3,3.2,15.1,1992-93,1,0.58,0.28
Sedale Threatt,LAL,82.0,35.3,6.4,12.5,0.508,0.2,0.264,6.2,0.521,0.515,2.2,2.6,0.823,0.6,2.8,3.3,6.9,1.7,0.1,2.1,15.1,1992-93,0,0.55,0.23
Micheal Williams,MIN,76.0,35.0,4.6,10.4,0.446,0.3,0.243,4.3,0.478,0.463,5.5,6.1,0.907,1.1,2.5,3.6,8.7,2.2,0.3,3.0,15.1,1992-93,0,0.58,0.27
Ken Norman,LAC,76.0,32.6,6.6,12.8,0.511,0.1,0.263,6.4,0.521,0.516,1.7,2.9,0.595,2.8,4.8,7.5,2.2,0.8,0.8,1.6,15.0,1992-93,0,0.53,0.23
James Worthy,LAL,82.0,28.8,6.2,13.9,0.447,0.4,0.27,5.9,0.466,0.46,2.1,2.6,0.81,0.9,2.1,3.0,3.4,1.1,0.3,1.7,14.9,1992-93,0,0.5,0.16
Michael Adams,WSB,70.0,35.7,5.2,11.9,0.439,1.0,0.321,4.2,0.48,0.48,3.4,4.0,0.856,0.7,2.7,3.4,7.5,1.4,0.1,2.5,14.8,1992-93,0,0.54,0.25
Terry Mills,DET,81.0,27.0,6.1,13.2,0.461,0.1,0.278,6.0,0.467,0.465,2.5,3.1,0.791,2.2,3.7,5.8,1.4,0.5,0.6,1.8,14.8,1992-93,0,0.51,0.17
LaPhonso Ellis,DEN,82.0,33.5,5.9,11.7,0.504,0.0,0.154,5.9,0.509,0.505,2.9,3.9,0.748,3.3,5.7,9.1,1.8,0.9,1.4,1.9,14.7,1992-93,0,0.55,0.23
Tom Gugliotta,WSB,81.0,34.5,6.0,14.0,0.426,0.5,0.281,5.5,0.446,0.443,2.2,3.5,0.644,2.7,6.9,9.6,3.8,1.7,0.4,2.8,14.7,1992-93,0,0.47,0.22
Spud Webb,SAC,69.0,33.8,5.0,11.4,0.433,0.5,0.274,4.4,0.466,0.457,4.0,4.8,0.851,0.6,2.2,2.8,7.0,1.5,0.1,2.8,14.5,1992-93,0,0.54,0.23
Mark Jackson,LAC,82.0,38.0,5.6,11.5,0.486,0.3,0.268,5.3,0.506,0.497,2.9,3.7,0.803,1.6,3.2,4.7,8.8,1.7,0.1,2.7,14.4,1992-93,0,0.55,0.25
Eddie Johnson,SEA,82.0,22.8,5.6,12.1,0.467,0.2,0.304,5.4,0.477,0.476,2.9,3.1,0.911,1.5,1.8,3.3,1.6,0.4,0.0,1.6,14.4,1992-93,0,0.53,0.14
Eric Murdock,MIL,79.0,30.8,5.5,11.8,0.468,0.4,0.261,5.2,0.498,0.485,2.9,3.7,0.78,1.2,2.4,3.6,7.6,2.2,0.1,2.6,14.4,1992-93,0,0.54,0.23
Rik Smits,IND,81.0,25.6,6.1,12.6,0.486,0.0,,6.1,0.486,0.486,2.1,2.8,0.732,1.6,3.8,5.3,1.5,0.3,0.9,1.8,14.3,1992-93,0,0.52,0.16
Chris Morris,NJN,77.0,29.9,5.7,11.8,0.481,0.2,0.224,5.4,0.504,0.49,2.6,3.2,0.794,2.9,2.9,5.9,1.4,1.9,0.7,1.5,14.1,1992-93,0,0.53,0.21
Stacey Augmon,ATL,73.0,28.9,5.4,10.8,0.501,0.0,0.0,5.4,0.504,0.501,3.1,4.2,0.739,1.9,2.0,3.9,2.3,1.2,0.2,2.2,14.0,1992-93,0,0.55,0.18
Grant Long,MIA,76.0,35.9,5.2,11.1,0.469,0.1,0.231,5.1,0.476,0.472,3.4,4.5,0.765,2.6,4.9,7.5,2.4,1.4,0.4,1.8,14.0,1992-93,0,0.54,0.22
Kevin Edwards,MIA,40.0,28.4,5.4,11.6,0.468,0.1,0.294,5.3,0.474,0.473,3.0,3.5,0.844,1.2,1.8,3.0,3.0,1.7,0.3,1.9,13.9,1992-93,0,0.53,0.33
Todd Day,MIL,71.0,27.2,5.0,11.7,0.432,0.8,0.293,4.3,0.472,0.465,3.0,4.2,0.717,2.0,2.1,4.1,1.6,1.1,0.7,1.7,13.8,1992-93,0,0.51,0.16
Vernon Maxwell,HOU,71.0,31.7,4.9,12.1,0.407,1.7,0.332,3.2,0.461,0.477,2.3,3.2,0.719,0.4,2.7,3.1,4.2,1.2,0.1,2.0,13.8,1992-93,0,0.51,0.17
Dikembe Mutombo,DEN,82.0,36.9,4.9,9.5,0.51,0.0,,4.9,0.51,0.51,4.1,6.0,0.681,4.2,8.9,13.0,1.8,0.5,3.5,2.6,13.8,1992-93,0,0.57,0.29
Byron Scott,LAL,58.0,28.9,5.1,11.4,0.449,0.8,0.326,4.3,0.481,0.483,2.7,3.2,0.848,0.5,1.8,2.3,2.7,0.9,0.2,1.2,13.7,1992-93,0,0.53,0.2
Rod Strickland,POR,78.0,31.7,5.1,10.5,0.485,0.1,0.133,5.0,0.499,0.488,3.5,4.9,0.717,1.5,2.8,4.3,7.2,1.7,0.3,2.6,13.7,1992-93,0,0.54,0.23
Xavier McDaniel,BOS,82.0,27.0,5.6,11.3,0.495,0.1,0.273,5.5,0.5,0.498,2.3,2.9,0.793,2.0,3.9,6.0,2.0,0.9,0.6,2.1,13.5,1992-93,0,0.54,0.18
Gary Payton,SEA,82.0,31.1,5.8,11.7,0.494,0.1,0.206,5.7,0.505,0.498,1.8,2.4,0.77,1.2,2.3,3.4,4.9,2.2,0.3,1.8,13.5,1992-93,0,0.53,0.2
Sean Rooks,DAL,72.0,29.0,5.1,10.4,0.493,0.0,0.0,5.1,0.494,0.493,3.3,5.4,0.602,2.7,4.7,7.4,1.3,0.5,1.1,2.2,13.5,1992-93,0,0.53,0.2
Mookie Blaylock,ATL,80.0,35.3,5.2,12.1,0.429,1.5,0.375,3.7,0.456,0.491,1.5,2.1,0.728,1.1,2.4,3.5,8.4,2.5,0.3,2.3,13.4,1992-93,0,0.51,0.23
Derrick McKey,SEA,77.0,31.7,5.0,10.1,0.496,0.5,0.357,4.5,0.519,0.522,2.9,3.9,0.741,1.6,2.7,4.2,2.6,1.4,0.8,2.0,13.4,1992-93,0,0.57,0.19
Kevin Gamble,BOS,82.0,31.0,5.6,11.0,0.507,0.6,0.374,5.0,0.531,0.535,1.5,1.8,0.826,0.6,2.4,3.0,2.8,1.0,0.5,1.0,13.3,1992-93,0,0.56,0.17
Horace Grant,CHI,77.0,35.6,5.5,10.8,0.508,0.0,0.2,5.5,0.51,0.508,2.3,3.6,0.619,4.4,5.0,9.5,2.6,1.2,1.2,1.4,13.2,1992-93,0,0.53,0.26
Sam Perkins,2TM,79.0,29.8,4.8,10.1,0.477,0.3,0.338,4.5,0.49,0.492,3.2,3.9,0.82,2.1,4.6,6.6,2.0,0.8,1.0,1.4,13.1,1992-93,0,0.55,0.2
Antoine Carr,SAS,71.0,27.4,5.3,9.9,0.538,0.0,0.0,5.3,0.541,0.538,2.5,3.2,0.777,1.5,4.0,5.5,1.4,0.5,1.2,1.4,13.1,1992-93,0,0.58,0.21
Kenny Smith,HOU,82.0,29.5,4.7,9.1,0.52,1.2,0.438,3.5,0.554,0.585,2.4,2.7,0.878,0.3,1.6,2.0,5.4,1.0,0.1,2.0,13.0,1992-93,0,0.63,0.18
Cedric Ceballos,PHO,74.0,21.7,5.1,8.9,0.576,0.0,0.0,5.1,0.577,0.576,2.5,3.5,0.725,2.3,3.2,5.5,1.0,0.7,0.4,1.4,12.8,1992-93,0,0.61,0.19
Vlade Divac,LAL,82.0,30.8,4.8,10.0,0.485,0.3,0.28,4.6,0.505,0.498,2.9,4.2,0.689,2.7,6.2,8.9,2.8,1.6,1.7,2.6,12.8,1992-93,0,0.54,0.23
A.C. Green,LAL,82.0,34.4,4.6,8.6,0.537,0.2,0.348,4.4,0.55,0.548,3.4,4.6,0.739,3.5,5.2,8.7,1.4,1.1,0.5,1.4,12.8,1992-93,0,0.6,0.22
Otis Thorpe,HOU,72.0,32.7,5.3,9.6,0.558,0.0,0.0,5.3,0.56,0.558,2.1,3.6,0.598,3.0,5.1,8.2,2.5,0.6,0.3,2.1,12.8,1992-93,0,0.57,0.23
Terry Davis,DAL,75.0,32.8,5.2,11.5,0.455,0.0,0.25,5.2,0.457,0.457,2.2,3.7,0.594,3.5,5.9,9.3,0.9,0.5,0.4,2.1,12.7,1992-93,0,0.48,0.19
Robert Parish,BOS,79.0,27.2,5.3,9.8,0.535,0.0,,5.3,0.535,0.535,2.1,3.0,0.689,3.1,6.3,9.4,0.8,0.7,1.4,1.5,12.6,1992-93,0,0.57,0.23
Rex Chapman,WSB,60.0,21.7,4.8,10.0,0.477,0.7,0.371,4.1,0.502,0.512,2.2,2.7,0.81,0.3,1.2,1.5,1.9,0.6,0.2,1.3,12.5,1992-93,0,0.56,0.16
Armen Gilliam,PHI,80.0,21.8,4.5,9.7,0.464,0.0,0.0,4.5,0.464,0.464,3.4,4.1,0.843,1.7,4.2,5.9,1.5,0.5,0.7,2.0,12.4,1992-93,0,0.54,0.16
Charles Smith,NYK,81.0,26.8,4.4,9.4,0.469,0.0,0.0,4.4,0.47,0.469,3.5,4.5,0.782,2.1,3.2,5.3,1.8,0.6,1.2,1.9,12.4,1992-93,0,0.54,0.17
B.J. Armstrong,CHI,82.0,30.4,5.0,10.0,0.499,0.8,0.453,4.2,0.508,0.537,1.6,1.8,0.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,12.3,1992-93,0,0.57,0.16
Tom Chambers,PHO,73.0,23.6,4.4,9.8,0.447,0.2,0.393,4.2,0.449,0.455,3.3,3.9,0.837,1.3,3.4,4.7,1.4,0.6,0.3,1.3,12.2,1992-93,0,0.53,0.16
Orlando Woolridge,2TM,58.0,26.8,5.0,10.3,0.482,0.0,0.0,5.0,0.49,0.482,2.1,3.1,0.678,1.5,1.7,3.2,2.0,0.5,0.5,1.4,12.0,1992-93,0,0.51,0.18
Johnny Newman,CHH,64.0,23.0,4.4,8.3,0.522,0.2,0.267,4.2,0.546,0.534,3.0,3.8,0.808,1.1,1.1,2.2,1.8,0.7,0.3,1.4,11.9,1992-93,0,0.6,0.17
Danny Ainge,PHO,80.0,27.0,4.2,9.1,0.462,1.9,0.403,2.3,0.522,0.564,1.5,1.8,0.848,0.6,2.1,2.7,3.3,0.9,0.1,1.4,11.8,1992-93,0,0.6,0.15
Tyrone Corbin,UTA,82.0,31.2,4.7,9.3,0.503,0.0,0.0,4.7,0.506,0.503,2.2,2.7,0.826,2.4,4.0,6.3,2.1,1.3,0.4,1.3,11.6,1992-93,0,0.55,0.19
Craig Ehlo,CLE,82.0,31.2,4.7,9.6,0.49,1.1,0.381,3.6,0.54,0.55,1.0,1.5,0.717,1.4,3.5,4.9,3.1,1.3,0.3,1.5,11.6,1992-93,0,0.57,0.17
Stanley Roberts,LAC,77.0,23.6,4.9,9.2,0.527,0.0,,4.9,0.527,0.527,1.6,3.2,0.488,2.4,3.9,6.2,0.8,0.4,1.8,1.6,11.3,1992-93,0,0.53,0.17
Victor Alexander,GSW,72.0,24.3,4.8,9.3,0.516,0.1,0.455,4.6,0.518,0.523,1.5,2.3,0.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,11.2,1992-93,0,0.54,0.17
Gerald Wilkins,CLE,80.0,26.0,4.5,10.0,0.453,0.2,0.276,4.3,0.467,0.463,1.9,2.3,0.84,0.9,1.8,2.7,2.3,1.0,0.2,1.2,11.1,1992-93,0,0.5,0.13
Thomas Jordan,PHI,4.0,26.5,4.5,10.3,0.439,0.0,,4.5,0.439,0.439,2.0,4.3,0.471,1.3,3.5,4.8,0.8,0.8,1.3,3.0,11.0,1992-93,0,0.45,1.9
Hot Rod Williams,CLE,67.0,30.7,3.9,8.4,0.47,0.0,,3.9,0.47,0.47,3.2,4.4,0.716,1.9,4.3,6.2,2.3,0.7,1.6,1.7,11.0,1992-93,0,0.53,0.21
Dee Brown,BOS,80.0,28.2,4.1,8.8,0.468,0.3,0.317,3.8,0.488,0.486,2.4,3.0,0.793,0.6,2.5,3.1,5.8,1.7,0.4,1.7,10.9,1992-93,0,0.54,0.19
Kevin McHale,BOS,71.0,23.3,4.2,9.1,0.459,0.0,0.111,4.2,0.469,0.461,2.3,2.7,0.841,1.3,3.7,5.0,1.0,0.2,0.8,1.3,10.7,1992-93,0,0.52,0.16
