Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Antonio McDyess,DEN,74.0,34.7,7.2,15.6,0.463,0.1,0.171,7.2,0.472,0.466,3.7,5.2,0.708,2.1,5.2,7.3,1.4,0.8,1.7,2.7,18.3,1996-97,0.51,0.23
Dominique Wilkins,SAS,63.0,30.9,6.3,15.1,0.417,1.1,0.293,5.2,0.458,0.453,4.5,5.6,0.803,2.7,3.7,6.4,1.9,0.6,0.5,2.1,18.2,1996-97,0.52,0.25
Derrick Coleman,PHI,57.0,36.9,6.4,14.7,0.435,0.6,0.269,5.8,0.463,0.455,4.8,6.4,0.745,2.8,7.3,10.1,3.4,0.9,1.3,3.2,18.1,1996-97,0.52,0.36
Christian Laettner,ATL,82.0,38.3,6.7,13.8,0.486,0.4,0.352,6.3,0.497,0.5,4.4,5.4,0.816,2.6,6.2,8.8,2.7,1.2,0.8,2.7,18.1,1996-97,0.56,0.25
Clyde Drexler,HOU,62.0,36.6,6.4,14.5,0.442,1.9,0.355,4.5,0.493,0.508,3.2,4.3,0.75,1.9,4.1,6.0,5.7,1.9,0.6,2.5,18.0,1996-97,0.55,0.33
David Robinson,SAS,6.0,24.5,6.0,12.0,0.5,0.0,,6.0,0.5,0.5,5.7,8.7,0.654,3.2,5.3,8.5,1.3,1.0,1.0,1.3,17.7,1996-97,0.56,3.2
Kenny Anderson,POR,82.0,37.6,5.9,13.9,0.427,1.6,0.361,4.3,0.458,0.485,4.1,5.3,0.768,1.1,3.3,4.4,7.1,2.0,0.2,2.4,17.5,1996-97,0.54,0.24
Antoine Walker,BOS,82.0,36.2,7.0,16.5,0.425,0.6,0.327,6.4,0.438,0.445,2.8,4.5,0.631,3.5,5.5,9.0,3.2,1.3,0.6,2.8,17.5,1996-97,0.47,0.21
Mookie Blaylock,ATL,78.0,39.2,6.4,14.9,0.432,2.8,0.366,3.6,0.505,0.528,1.7,2.2,0.753,1.5,3.8,5.3,5.9,2.7,0.3,2.4,17.4,1996-97,0.55,0.26
Rony Seikaly,ORL,74.0,35.3,6.2,12.3,0.507,0.0,0.0,6.2,0.509,0.507,4.8,6.8,0.714,3.7,5.8,9.5,1.2,0.7,1.4,2.9,17.3,1996-97,0.57,0.26
Eddie Jones,LAL,80.0,37.5,5.9,13.5,0.438,1.9,0.391,4.0,0.464,0.508,3.5,4.2,0.819,1.1,3.0,4.1,3.4,2.4,0.6,2.1,17.2,1996-97,0.56,0.22
Rod Strickland,WSB,82.0,36.5,6.3,13.5,0.466,0.2,0.169,6.1,0.488,0.472,4.5,6.1,0.738,1.2,2.9,4.1,8.9,1.7,0.2,3.3,17.2,1996-97,0.53,0.24
Rik Smits,IND,52.0,29.2,6.8,14.1,0.486,0.0,0.25,6.8,0.488,0.487,3.3,4.2,0.797,2.0,4.9,6.9,1.3,0.4,1.1,2.4,17.1,1996-97,0.54,0.31
Kevin Garnett,MIN,77.0,38.9,7.1,14.3,0.499,0.1,0.286,7.1,0.503,0.502,2.7,3.5,0.754,2.5,5.6,8.0,3.1,1.4,2.1,2.3,17.0,1996-97,0.54,0.28
Detlef Schrempf,SEA,61.0,35.9,5.8,11.9,0.492,0.9,0.354,4.9,0.531,0.531,4.1,5.2,0.801,1.4,5.0,6.5,4.4,1.0,0.3,2.5,16.8,1996-97,0.59,0.32
David Wesley,BOS,74.0,40.4,6.2,13.2,0.468,1.4,0.36,4.8,0.513,0.521,3.0,3.9,0.781,0.9,2.7,3.6,7.3,2.2,0.2,2.9,16.8,1996-97,0.56,0.26
Dale Ellis,DEN,82.0,35.9,5.8,14.0,0.414,2.3,0.364,3.5,0.457,0.498,2.6,3.2,0.817,1.2,2.4,3.6,2.0,0.7,0.1,1.8,16.6,1996-97,0.54,0.15
Kerry Kittles,NJN,82.0,36.7,6.2,14.5,0.426,1.9,0.377,4.3,0.453,0.493,2.1,2.8,0.771,1.3,2.6,3.9,3.0,1.9,0.4,1.5,16.4,1996-97,0.52,0.18
Walt Williams,TOR,73.0,36.3,5.7,13.5,0.427,2.4,0.4,3.3,0.448,0.516,2.5,3.3,0.765,1.4,3.6,5.0,2.7,1.3,0.8,2.4,16.4,1996-97,0.55,0.21
Anthony Mason,CHH,73.0,43.1,5.9,11.3,0.525,0.0,0.333,5.9,0.526,0.525,4.4,5.9,0.745,2.5,8.8,11.4,5.7,1.0,0.5,2.3,16.2,1996-97,0.58,0.35
Bryant Reeves,VAN,75.0,37.0,6.6,13.7,0.486,0.0,0.091,6.6,0.49,0.486,2.9,4.1,0.704,2.3,5.8,8.1,2.1,0.4,0.9,2.3,16.2,1996-97,0.52,0.23
Isaiah Rider,POR,76.0,33.7,6.0,12.9,0.464,1.3,0.385,4.7,0.492,0.514,2.8,3.4,0.812,1.2,2.8,4.0,2.6,0.6,0.3,2.8,16.1,1996-97,0.56,0.18
Sam Cassell,3TM,61.0,28.1,5.5,12.8,0.43,1.3,0.351,4.2,0.464,0.482,3.5,4.1,0.845,0.8,2.2,3.0,5.0,1.3,0.3,2.8,15.9,1996-97,0.54,0.24
Sam Cassell,PHO,22.0,24.5,4.5,11.0,0.415,0.9,0.306,3.7,0.453,0.454,4.8,5.6,0.855,0.5,1.7,2.3,4.5,1.0,0.3,2.7,14.8,1996-97,0.55,0.59
Sam Cassell,DAL,16.0,24.9,4.4,10.3,0.424,0.9,0.306,3.4,0.474,0.47,2.6,3.1,0.84,0.9,2.3,3.1,3.6,1.1,0.4,2.6,12.3,1996-97,0.53,0.72
Sam Cassell,NJN,23.0,33.8,7.3,16.4,0.443,2.0,0.392,5.2,0.467,0.505,2.8,3.3,0.831,0.9,2.7,3.6,6.5,1.6,0.3,2.9,19.3,1996-97,0.54,0.82
Jim Jackson,2TM,77.0,36.8,5.8,13.4,0.431,1.1,0.348,4.6,0.458,0.473,3.3,4.0,0.813,1.7,3.6,5.3,4.1,1.1,0.4,2.7,15.9,1996-97,0.52,0.21
Stephon Marbury,MIN,67.0,34.7,5.3,13.0,0.408,1.5,0.354,3.8,0.434,0.466,3.7,5.0,0.727,0.8,1.9,2.7,7.8,1.0,0.3,3.1,15.8,1996-97,0.52,0.23
Rick Fox,BOS,76.0,34.9,5.7,12.5,0.456,1.3,0.363,4.4,0.494,0.509,2.7,3.5,0.787,1.5,3.7,5.2,3.8,2.2,0.5,2.3,15.4,1996-97,0.55,0.23
Nick Van Exel,LAL,79.0,37.2,5.5,13.6,0.402,2.2,0.378,3.2,0.42,0.484,2.1,2.5,0.825,0.6,2.3,2.9,8.5,0.9,0.1,2.7,15.3,1996-97,0.52,0.21
Clifford Robinson,POR,81.0,38.0,5.5,12.9,0.426,1.5,0.346,4.0,0.466,0.484,2.7,3.8,0.696,1.1,2.9,4.0,3.2,1.2,0.8,2.1,15.1,1996-97,0.52,0.17
Rasheed Wallace,POR,62.0,30.5,6.1,11.0,0.558,0.1,0.273,6.0,0.573,0.565,2.7,4.3,0.638,2.0,4.8,6.8,1.2,0.8,1.0,1.8,15.1,1996-97,0.59,0.27
Michael Finley,2TM,83.0,33.6,5.7,12.9,0.444,1.2,0.361,4.5,0.473,0.491,2.4,3.0,0.808,1.1,3.4,4.5,2.7,0.8,0.3,2.0,15.0,1996-97,0.53,0.16
Eric Williams,BOS,72.0,33.8,5.2,11.4,0.456,0.0,0.25,5.2,0.458,0.457,4.6,6.1,0.752,1.8,2.8,4.6,1.8,1.0,0.2,1.9,15.0,1996-97,0.53,0.18
Elden Campbell,LAL,77.0,32.7,5.7,12.2,0.469,0.0,0.25,5.7,0.47,0.47,3.4,4.8,0.711,2.7,5.3,8.0,1.6,0.6,1.5,1.7,14.9,1996-97,0.52,0.22
Sean Elliott,SAS,39.0,35.7,5.0,11.9,0.422,1.1,0.333,3.9,0.456,0.468,3.8,5.0,0.755,1.2,3.6,4.9,3.2,0.6,0.6,2.3,14.9,1996-97,0.53,0.35
Bryant Stith,DEN,52.0,34.4,4.8,11.6,0.416,1.3,0.385,3.5,0.43,0.474,3.9,4.5,0.863,1.4,2.8,4.2,2.6,1.2,0.4,1.9,14.9,1996-97,0.55,0.27
Loy Vaught,LAC,82.0,34.6,6.6,13.2,0.5,0.0,0.167,6.6,0.504,0.501,1.6,2.3,0.702,2.7,7.3,10.0,1.3,1.0,0.3,1.7,14.9,1996-97,0.52,0.23
Marcus Camby,TOR,63.0,30.1,6.0,12.3,0.482,0.0,0.143,5.9,0.488,0.483,2.9,4.2,0.693,2.1,4.2,6.3,1.5,1.0,2.1,2.1,14.8,1996-97,0.52,0.25
Dell Curry,CHH,68.0,30.6,5.6,12.3,0.459,1.9,0.426,3.8,0.478,0.535,1.7,2.1,0.803,0.6,2.5,3.1,1.7,0.9,0.2,1.4,14.8,1996-97,0.56,0.18
Allan Houston,NYK,81.0,33.1,5.4,12.7,0.423,1.8,0.385,3.6,0.446,0.495,2.2,2.7,0.803,0.5,2.4,3.0,2.2,0.5,0.2,2.1,14.8,1996-97,0.53,0.13
Joe Dumars,DET,79.0,37.0,4.9,11.1,0.44,2.1,0.432,2.8,0.446,0.535,2.8,3.2,0.867,0.5,1.9,2.4,4.0,0.7,0.0,1.6,14.7,1996-97,0.59,0.17
Cedric Ceballos,2TM,50.0,28.5,5.6,12.3,0.457,0.5,0.255,5.1,0.497,0.478,2.8,3.7,0.747,2.0,4.6,6.6,1.3,0.7,0.5,1.7,14.6,1996-97,0.52,0.29
Doug Christie,TOR,81.0,38.6,4.9,11.7,0.417,1.8,0.384,3.1,0.44,0.495,2.9,3.8,0.775,1.0,4.3,5.3,3.9,2.5,0.6,2.5,14.5,1996-97,0.54,0.2
Todd Day,BOS,81.0,28.1,4.9,12.3,0.398,1.6,0.362,3.4,0.418,0.461,3.2,4.1,0.773,1.3,2.7,4.1,1.4,1.3,0.6,1.6,14.5,1996-97,0.51,0.15
Jeff Hornacek,UTA,82.0,31.6,5.0,10.4,0.482,0.9,0.369,4.2,0.516,0.525,3.6,4.0,0.899,0.7,2.2,2.9,4.4,1.5,0.3,1.6,14.5,1996-97,0.6,0.2
Chris Mullin,GSW,79.0,34.6,5.5,10.0,0.553,1.1,0.411,4.5,0.602,0.605,2.3,2.7,0.864,0.9,3.1,4.0,4.1,1.6,0.4,2.4,14.5,1996-97,0.65,0.22
Anthony Peeler,VAN,72.0,31.8,5.6,14.0,0.398,1.8,0.373,3.8,0.41,0.461,1.5,1.8,0.82,0.8,2.7,3.4,3.6,1.5,0.2,2.2,14.5,1996-97,0.49,0.17
John Stockton,UTA,82.0,35.3,5.1,9.3,0.548,0.9,0.422,4.1,0.587,0.598,3.4,4.0,0.846,0.5,2.2,2.8,10.5,2.0,0.2,3.0,14.4,1996-97,0.65,0.27
Robert Pack,2TM,54.0,33.0,5.0,12.8,0.392,0.6,0.277,4.5,0.415,0.415,3.6,4.5,0.807,0.5,2.2,2.7,8.4,1.7,0.1,4.0,14.3,1996-97,0.48,0.27
Lindsey Hunter,DET,82.0,36.9,5.1,12.7,0.404,2.0,0.355,3.1,0.444,0.484,1.9,2.5,0.778,0.7,2.1,2.8,1.9,1.6,0.3,1.2,14.2,1996-97,0.51,0.14
Dino Radja,BOS,25.0,35.0,6.0,13.6,0.44,0.0,0.0,6.0,0.441,0.44,2.0,2.8,0.718,1.8,6.7,8.4,1.9,0.9,1.9,2.8,14.0,1996-97,0.47,0.64
Hersey Hawkins,SEA,82.0,33.6,4.5,9.7,0.464,1.7,0.403,2.8,0.514,0.554,3.1,3.6,0.875,1.1,2.8,3.9,3.0,1.9,0.1,1.6,13.9,1996-97,0.62,0.19
Rex Chapman,PHO,65.0,28.2,5.1,11.5,0.443,1.7,0.35,3.4,0.51,0.517,1.9,2.3,0.832,0.4,2.4,2.8,2.8,0.8,0.1,1.5,13.8,1996-97,0.55,0.18
John Starks,NYK,77.0,26.5,4.8,11.1,0.431,1.9,0.369,2.8,0.488,0.519,2.2,2.9,0.769,0.5,2.2,2.7,2.8,1.2,0.1,2.1,13.8,1996-97,0.56,0.15
Mahmoud Abdul-Rauf,SAC,75.0,28.4,5.5,12.3,0.445,1.3,0.382,4.2,0.468,0.496,1.5,1.8,0.846,0.2,1.4,1.6,2.5,0.7,0.1,1.6,13.7,1996-97,0.52,0.13
Danny Manning,PHO,77.0,27.7,5.5,10.3,0.536,0.1,0.194,5.4,0.552,0.54,2.4,3.3,0.721,1.8,4.3,6.1,2.2,1.1,1.0,2.1,13.5,1996-97,0.57,0.21
Wesley Person,PHO,80.0,29.1,5.1,11.3,0.453,2.1,0.413,3.0,0.487,0.548,1.1,1.4,0.798,0.9,2.8,3.7,1.5,1.1,0.3,1.0,13.5,1996-97,0.57,0.16
Malik Sealy,LAC,80.0,30.7,4.7,11.8,0.396,1.0,0.356,3.7,0.408,0.438,3.2,3.6,0.876,0.7,2.2,3.0,2.1,1.6,0.6,1.9,13.5,1996-97,0.5,0.14
Ray Allen,MIL,82.0,30.9,4.8,11.1,0.43,1.4,0.393,3.3,0.448,0.494,2.5,3.0,0.823,1.2,2.8,4.0,2.6,0.9,0.1,1.8,13.4,1996-97,0.54,0.15
Chris Mills,CLE,80.0,39.6,5.1,11.2,0.453,1.1,0.391,4.0,0.473,0.501,2.2,2.6,0.842,1.5,4.7,6.2,2.5,1.1,0.5,1.5,13.4,1996-97,0.54,0.2
Arvydas Sabonis,POR,69.0,25.5,4.8,9.5,0.498,0.7,0.371,4.0,0.53,0.536,3.2,4.2,0.777,1.7,6.3,7.9,2.1,0.9,1.2,2.2,13.4,1996-97,0.59,0.26
Jayson Williams,NJN,41.0,34.9,5.4,13.2,0.409,0.0,0.0,5.4,0.412,0.409,2.6,4.5,0.59,5.9,7.6,13.5,1.2,0.6,0.9,2.0,13.4,1996-97,0.44,0.44
Dikembe Mutombo,ATL,80.0,37.2,4.8,9.0,0.527,0.0,,4.8,0.527,0.527,3.8,5.4,0.705,3.4,8.3,11.6,1.4,0.6,3.3,2.3,13.3,1996-97,0.58,0.28
Shawn Bradley,2TM,73.0,31.3,5.6,12.4,0.449,0.0,0.0,5.6,0.453,0.449,2.0,3.1,0.654,3.0,5.3,8.4,0.7,0.5,3.4,1.8,13.2,1996-97,0.48,0.23
Toni Kukoč,CHI,57.0,28.2,5.0,10.6,0.471,0.9,0.331,4.1,0.518,0.512,2.4,3.1,0.77,1.6,2.9,4.6,4.5,1.1,0.5,1.6,13.2,1996-97,0.55,0.28
Rodney Rogers,LAC,81.0,30.6,5.0,10.9,0.462,0.8,0.361,4.2,0.487,0.498,2.4,3.6,0.663,1.7,3.4,5.1,2.7,1.1,0.8,2.7,13.2,1996-97,0.53,0.16
Otis Thorpe,DET,79.0,33.7,5.3,10.0,0.532,0.0,0.0,5.3,0.534,0.532,2.5,3.8,0.653,2.9,5.0,7.9,1.7,0.7,0.2,1.8,13.1,1996-97,0.56,0.2
Tyrone Hill,CLE,74.0,34.9,4.8,8.0,0.6,0.0,0.0,4.8,0.601,0.6,3.3,5.1,0.633,3.5,6.4,9.9,1.2,0.9,0.4,2.0,12.9,1996-97,0.63,0.25
Vernon Maxwell,SAS,72.0,28.7,4.7,12.6,0.375,1.6,0.309,3.1,0.421,0.439,1.9,2.5,0.744,0.4,1.8,2.2,2.1,1.2,0.3,1.7,12.9,1996-97,0.47,0.12
Larry Johnson,NYK,76.0,34.4,4.9,9.7,0.512,0.4,0.324,4.5,0.543,0.535,2.5,3.6,0.693,2.2,3.0,5.2,2.3,0.8,0.5,1.8,12.8,1996-97,0.57,0.18
Vlade Divac,CHH,81.0,35.1,5.2,10.5,0.494,0.1,0.234,5.0,0.509,0.5,2.2,3.2,0.683,3.0,6.0,9.0,3.7,1.3,2.2,2.4,12.6,1996-97,0.53,0.25
Horace Grant,ORL,67.0,37.3,5.3,10.4,0.515,0.0,0.167,5.3,0.518,0.516,1.9,2.7,0.715,3.1,5.9,9.0,2.4,1.5,1.0,1.5,12.6,1996-97,0.54,0.29
Bobby Phills,CLE,69.0,34.4,4.8,11.1,0.428,1.2,0.394,3.5,0.442,0.484,1.8,2.5,0.718,0.9,2.6,3.6,3.4,1.6,0.3,2.0,12.6,1996-97,0.52,0.18
Sasha Danilović,2TM,56.0,31.9,4.4,10.2,0.435,1.5,0.36,2.9,0.488,0.51,2.2,2.7,0.801,0.5,1.9,2.4,1.8,1.0,0.2,2.1,12.5,1996-97,0.55,0.17
Dana Barros,BOS,24.0,29.5,4.6,10.5,0.435,1.8,0.41,2.8,0.453,0.52,1.5,1.8,0.86,0.2,1.8,2.0,3.4,1.1,0.3,1.6,12.5,1996-97,0.55,0.48
Olden Polynice,SAC,82.0,35.3,5.4,11.8,0.457,0.0,0.0,5.4,0.46,0.457,1.7,3.1,0.562,3.3,6.1,9.4,2.2,0.6,1.0,2.0,12.5,1996-97,0.47,0.19
Dennis Scott,ORL,66.0,32.8,4.5,11.3,0.398,2.2,0.394,2.3,0.402,0.496,1.2,1.5,0.792,0.6,2.5,3.1,2.1,1.1,0.3,1.2,12.5,1996-97,0.52,0.16
Vinny Del Negro,SAS,72.0,31.2,5.1,10.8,0.467,0.6,0.314,4.5,0.501,0.496,1.6,1.8,0.868,0.5,2.4,2.9,3.2,0.8,0.1,1.3,12.3,1996-97,0.53,0.17
Voshon Lenard,MIA,73.0,28.9,4.3,9.4,0.459,2.5,0.414,1.8,0.541,0.593,1.2,1.4,0.819,0.5,2.5,3.0,2.2,0.7,0.2,1.5,12.3,1996-97,0.61,0.16
Clarence Weatherspoon,PHI,82.0,36.0,4.9,9.9,0.491,0.0,0.167,4.8,0.493,0.491,2.5,3.4,0.738,2.7,5.6,8.3,1.7,0.9,1.0,1.7,12.2,1996-97,0.54,0.2
Nick Anderson,ORL,63.0,34.3,4.6,11.5,0.397,2.3,0.353,2.3,0.453,0.496,0.6,1.5,0.404,1.0,3.8,4.8,2.9,1.9,0.5,1.4,12.0,1996-97,0.49,0.2
Jamal Mashburn,2TM,69.0,31.4,4.1,10.8,0.385,1.3,0.325,2.8,0.421,0.445,2.3,3.3,0.702,1.0,3.3,4.3,3.0,1.1,0.2,1.7,11.9,1996-97,0.49,0.16
Mario Elie,HOU,78.0,34.4,3.7,7.5,0.497,1.5,0.42,2.2,0.572,0.6,2.7,3.0,0.896,0.8,2.2,3.0,4.0,1.2,0.2,1.7,11.7,1996-97,0.66,0.18
Corliss Williamson,SAC,79.0,25.2,4.7,9.4,0.498,0.0,0.0,4.7,0.5,0.498,2.2,3.2,0.689,1.8,2.4,4.1,1.6,0.8,0.6,2.0,11.6,1996-97,0.54,0.14
Mark Price,GSW,70.0,26.8,3.8,8.4,0.447,1.6,0.396,2.2,0.493,0.542,2.2,2.4,0.906,0.5,2.0,2.6,4.9,1.0,0.0,2.3,11.3,1996-97,0.6,0.18
Kevin Willis,HOU,75.0,26.2,4.7,9.7,0.481,0.0,0.143,4.6,0.487,0.482,1.9,2.7,0.693,1.9,5.5,7.5,0.9,0.6,0.4,1.6,11.2,1996-97,0.51,0.18
Ricky Pierce,2TM,60.0,20.8,4.0,8.3,0.481,0.7,0.442,3.3,0.49,0.523,2.3,2.6,0.897,0.6,1.4,2.0,1.3,0.5,0.2,1.1,11.0,1996-97,0.58,0.15
Billy Owens,SAC,66.0,30.2,4.5,9.7,0.467,0.4,0.347,4.2,0.482,0.487,1.5,2.2,0.697,2.0,3.9,5.9,2.8,0.9,0.4,2.0,11.0,1996-97,0.52,0.2
Sam Perkins,SEA,81.0,24.4,3.6,8.2,0.439,1.5,0.395,2.1,0.477,0.531,2.3,2.8,0.817,0.9,2.8,3.7,1.3,0.9,0.6,1.0,11.0,1996-97,0.58,0.14
Jason Kidd,2TM,55.0,35.7,3.9,9.6,0.403,1.1,0.37,2.8,0.418,0.46,2.0,3.0,0.679,1.2,3.4,4.5,9.0,2.3,0.4,2.6,10.9,1996-97,0.5,0.32
Don MacLean,PHI,37.0,19.8,4.4,9.9,0.447,0.3,0.316,4.1,0.462,0.463,1.7,2.6,0.66,1.1,2.7,3.8,1.0,0.3,0.3,1.3,10.9,1996-97,0.49,0.23
Darrick Martin,LAC,82.0,22.2,3.6,8.8,0.407,1.1,0.389,2.5,0.415,0.47,2.7,3.0,0.872,0.3,1.1,1.4,4.1,0.7,0.0,1.5,10.9,1996-97,0.54,0.12
Dan Majerle,MIA,36.0,35.1,3.9,9.6,0.406,1.9,0.338,2.0,0.5,0.504,1.1,1.6,0.678,1.3,3.3,4.5,3.2,1.5,0.4,1.4,10.8,1996-97,0.52,0.36
Terry Mills,DET,79.0,25.3,3.9,8.9,0.444,2.2,0.422,1.7,0.477,0.569,0.7,0.9,0.829,0.9,3.9,4.8,1.3,0.4,0.3,1.1,10.8,1996-97,0.58,0.14
Charles Oakley,NYK,80.0,35.9,4.2,8.7,0.488,0.1,0.263,4.2,0.495,0.492,2.3,2.8,0.808,3.1,6.7,9.8,2.8,1.4,0.3,2.1,10.8,1996-97,0.54,0.22
Bryon Russell,UTA,81.0,31.2,3.7,7.7,0.479,1.3,0.409,2.3,0.531,0.566,2.1,3.0,0.701,1.0,3.1,4.1,1.5,1.6,0.3,1.2,10.8,1996-97,0.6,0.15
Gary Trent,POR,82.0,23.4,4.4,8.2,0.536,0.0,0.0,4.4,0.544,0.536,2.0,2.8,0.699,1.9,3.3,5.2,1.1,0.6,0.4,1.6,10.8,1996-97,0.57,0.15
Calbert Cheaney,WSB,79.0,30.5,4.7,9.2,0.505,0.1,0.133,4.6,0.521,0.508,1.2,1.7,0.693,0.9,2.5,3.4,1.4,1.0,0.2,1.2,10.6,1996-97,0.53,0.13
Danny Ferry,CLE,82.0,32.1,4.2,9.7,0.429,1.4,0.401,2.8,0.445,0.501,0.9,1.1,0.851,1.0,3.1,4.1,1.8,0.7,0.4,1.1,10.6,1996-97,0.52,0.13
Gheorghe Mureșan,WSB,73.0,25.3,4.5,7.4,0.604,0.0,,4.5,0.604,0.604,1.7,2.7,0.618,1.9,4.7,6.6,0.4,0.6,1.3,1.6,10.6,1996-97,0.62,0.19
Erick Strickland,DAL,28.0,27.1,3.6,9.1,0.398,1.0,0.304,2.6,0.451,0.453,2.3,2.9,0.813,0.8,2.5,3.2,2.4,1.0,0.2,2.4,10.6,1996-97,0.51,0.32
Gerald Wilkins,ORL,80.0,27.5,4.0,9.5,0.426,0.8,0.325,3.2,0.462,0.469,1.7,2.4,0.716,0.7,1.4,2.2,2.2,0.7,0.2,1.5,10.6,1996-97,0.5,0.1
Antonio Davis,IND,82.0,28.5,3.8,7.8,0.48,0.0,0.071,3.7,0.49,0.481,2.9,4.4,0.666,2.3,5.0,7.3,0.8,0.5,1.0,1.7,10.5,1996-97,0.54,0.16
Brian Grant,SAC,24.0,25.3,3.8,8.6,0.44,0.0,,3.8,0.44,0.44,2.9,3.8,0.778,2.0,3.9,5.9,1.2,0.8,1.0,1.8,10.5,1996-97,0.51,0.5
Avery Johnson,SAS,76.0,32.5,4.3,9.0,0.477,0.1,0.231,4.2,0.487,0.482,1.8,2.7,0.69,0.4,1.5,1.9,6.8,1.3,0.2,1.9,10.5,1996-97,0.52,0.17
Dale Davis,IND,80.0,32.4,4.6,8.6,0.538,0.0,,4.6,0.538,0.538,1.2,2.7,0.428,3.8,5.9,9.7,0.7,0.8,1.0,1.4,10.4,1996-97,0.53,0.2
George McCloud,2TM,64.0,23.3,3.7,9.0,0.412,1.5,0.39,2.2,0.429,0.497,1.3,1.6,0.822,0.6,2.2,2.8,1.7,1.0,0.1,1.0,10.3,1996-97,0.53,0.15
Derek Harper,DAL,75.0,29.5,4.0,9.0,0.444,0.8,0.341,3.2,0.48,0.488,1.3,1.7,0.742,0.4,1.4,1.8,4.3,1.2,0.2,1.8,10.0,1996-97,0.51,0.14
Tracy Murray,WSB,82.0,22.1,3.5,8.3,0.425,1.3,0.353,2.2,0.481,0.503,1.6,2.0,0.839,1.0,2.1,3.1,1.0,0.8,0.2,1.0,10.0,1996-97,0.54,0.11
Mark Jackson,2TM,82.0,37.2,3.5,8.3,0.426,0.8,0.371,2.7,0.445,0.474,2.0,2.6,0.789,1.1,3.7,4.8,11.4,1.2,0.1,3.3,9.9,1996-97,0.52,0.23
Travis Best,IND,76.0,27.2,3.6,8.2,0.442,0.8,0.368,2.9,0.467,0.488,2.0,2.6,0.756,0.5,1.7,2.2,4.2,1.3,0.1,2.0,9.9,1996-97,0.53,0.14
Carlos Rogers,TOR,56.0,24.9,3.8,7.2,0.525,0.4,0.379,3.3,0.553,0.556,1.8,3.0,0.6,2.1,3.3,5.4,0.7,0.8,1.2,0.9,9.8,1996-97,0.58,0.22
Isaac Austin,MIA,82.0,22.9,3.9,7.8,0.502,0.0,0.0,3.9,0.505,0.502,1.8,2.8,0.664,1.7,4.2,5.8,1.2,0.5,0.5,2.0,9.7,1996-97,0.54,0.13
Sherman Douglas,MIL,79.0,29.3,3.9,7.7,0.502,0.5,0.333,3.4,0.54,0.533,1.4,2.2,0.667,0.7,1.7,2.4,5.4,1.0,0.1,1.9,9.7,1996-97,0.56,0.15
Greg Minor,BOS,23.0,23.8,4.1,8.5,0.48,0.0,0.125,4.0,0.495,0.482,1.3,1.6,0.861,1.3,2.2,3.5,1.5,0.7,0.1,1.0,9.6,1996-97,0.52,0.42
Greg Anthony,VAN,65.0,28.7,3.1,7.8,0.393,1.4,0.37,1.7,0.413,0.479,2.0,2.7,0.73,0.4,2.4,2.8,6.3,2.0,0.1,2.0,9.5,1996-97,0.53,0.2
P.J. Brown,MIA,80.0,32.4,3.8,8.2,0.457,0.0,0.0,3.8,0.459,0.457,2.0,2.8,0.732,3.0,5.4,8.4,1.2,1.1,1.2,1.4,9.5,1996-97,0.5,0.18
Tyrone Corbin,ATL,70.0,32.9,3.6,8.6,0.422,1.1,0.356,2.6,0.457,0.483,1.2,1.5,0.796,1.1,3.1,4.2,1.8,1.3,0.1,1.2,9.5,1996-97,0.51,0.15
Stanley Roberts,LAC,18.0,21.0,3.5,8.2,0.426,0.0,,3.5,0.426,0.426,2.5,3.6,0.703,1.3,3.7,5.1,0.5,0.4,1.3,1.3,9.5,1996-97,0.49,0.54
Matt Maloney,HOU,82.0,29.1,3.3,7.5,0.441,1.9,0.404,1.4,0.5,0.566,0.9,1.1,0.763,0.2,1.7,2.0,3.7,1.0,0.0,1.5,9.4,1996-97,0.59,0.12
Mark Bryant,PHO,41.0,24.8,3.7,6.7,0.553,0.0,,3.7,0.553,0.553,1.9,2.6,0.704,1.6,3.5,5.2,1.1,0.5,0.1,1.1,9.3,1996-97,0.59,0.28
Chris Childs,NYK,65.0,31.9,3.2,7.8,0.414,1.1,0.387,2.2,0.429,0.482,1.7,2.3,0.758,0.3,2.6,2.9,6.1,1.2,0.2,2.8,9.3,1996-97,0.53,0.18
Sam Mitchell,MIN,82.0,24.9,3.3,7.4,0.446,0.0,0.16,3.2,0.458,0.449,2.7,3.6,0.759,1.4,2.6,4.0,1.0,0.6,0.2,1.1,9.3,1996-97,0.52,0.11
Bob Sura,CLE,82.0,27.7,3.1,7.2,0.431,0.6,0.323,2.4,0.473,0.476,2.4,3.9,0.614,0.9,2.8,3.8,4.8,1.1,0.4,2.2,9.2,1996-97,0.52,0.14
Luc Longley,CHI,59.0,24.9,3.7,8.2,0.456,0.0,0.0,3.7,0.458,0.456,1.6,2.0,0.792,2.1,3.6,5.6,2.4,0.4,1.1,1.9,9.1,1996-97,0.5,0.2
Monty Williams,SAS,65.0,20.7,3.6,7.1,0.509,0.0,0.0,3.6,0.51,0.509,1.8,2.9,0.645,1.5,1.7,3.2,1.4,0.8,0.8,1.8,9.0,1996-97,0.54,0.14
