Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Glenn Robinson,MIL,66.0,35.5,8.1,17.4,0.467,0.9,0.326,7.2,0.493,0.493,3.6,4.3,0.837,1.1,5.1,6.2,2.5,1.5,0.6,2.6,20.7,2001-02,0,0.54,0.29
Michael Finley,DAL,69.0,39.9,8.2,17.8,0.463,1.1,0.339,7.1,0.491,0.494,3.0,3.6,0.837,1.3,3.9,5.2,3.3,0.9,0.4,1.7,20.6,2001-02,1,0.53,0.27
Jalen Rose,2TM,83.0,38.0,8.0,17.6,0.455,1.1,0.362,6.9,0.474,0.485,3.4,4.0,0.839,0.5,4.0,4.5,4.3,0.9,0.5,2.4,20.4,2001-02,0,0.53,0.22
Allan Houston,NYK,77.0,37.8,7.4,16.9,0.437,1.8,0.393,5.6,0.452,0.489,3.8,4.4,0.87,0.5,2.8,3.3,2.5,0.7,0.1,2.2,20.4,2001-02,0,0.54,0.19
Stephon Marbury,PHO,82.0,38.9,7.6,17.2,0.442,0.9,0.286,6.8,0.476,0.467,4.3,5.5,0.781,0.9,2.3,3.2,8.1,0.9,0.2,3.5,20.4,2001-02,0,0.52,0.23
Richard Hamilton,WAS,63.0,35.0,7.5,17.2,0.435,0.3,0.381,7.2,0.438,0.443,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,20.0,2001-02,0,0.51,0.23
Sam Cassell,MIL,74.0,35.2,7.5,16.2,0.463,1.0,0.348,6.5,0.486,0.492,3.8,4.4,0.86,0.7,3.5,4.2,6.7,1.2,0.2,2.4,19.7,2001-02,0,0.54,0.27
Antawn Jamison,GSW,82.0,37.0,7.5,16.8,0.447,0.8,0.324,6.7,0.469,0.471,3.9,5.4,0.734,2.6,4.2,6.8,2.0,0.9,0.5,2.0,19.7,2001-02,0,0.51,0.21
Latrell Sprewell,NYK,81.0,41.1,7.1,17.5,0.404,1.8,0.36,5.3,0.421,0.455,3.5,4.3,0.821,0.7,3.0,3.7,3.9,1.2,0.2,2.8,19.4,2001-02,0,0.5,0.18
Jason Terry,ATL,78.0,38.0,6.7,15.6,0.43,2.2,0.387,4.5,0.454,0.5,3.6,4.4,0.835,0.5,2.9,3.5,5.7,1.8,0.2,2.3,19.3,2001-02,0,0.55,0.24
Rasheed Wallace,POR,79.0,37.5,7.6,16.3,0.469,1.4,0.36,6.2,0.504,0.513,2.5,3.5,0.734,1.7,6.4,8.2,1.9,1.3,1.3,1.7,19.3,2001-02,0,0.54,0.26
Shawn Marion,PHO,81.0,38.4,8.1,17.2,0.469,0.6,0.393,7.5,0.476,0.486,2.4,2.8,0.845,2.6,7.3,9.9,2.0,1.8,1.1,1.8,19.1,2001-02,0,0.52,0.28
Jermaine O'Neal,IND,72.0,37.6,7.5,15.7,0.479,0.0,0.071,7.5,0.484,0.48,3.9,5.7,0.688,2.6,7.9,10.5,1.6,0.6,2.3,2.4,19.0,2001-02,0,0.52,0.3
Wally Szczerbiak,MIN,82.0,38.0,7.4,14.6,0.508,1.1,0.455,6.4,0.517,0.544,2.8,3.3,0.831,1.5,3.3,4.8,3.1,0.8,0.3,2.2,18.7,2001-02,0,0.58,0.22
Nick Van Exel,2TM,72.0,34.7,7.0,17.0,0.409,1.7,0.34,5.3,0.436,0.457,2.8,3.5,0.801,0.4,3.1,3.5,6.6,0.6,0.2,2.2,18.4,2001-02,0,0.5,0.23
Eddie Jones,MIA,81.0,39.0,6.4,14.8,0.432,1.8,0.39,4.5,0.451,0.494,3.7,4.4,0.837,0.8,3.9,4.7,3.2,1.4,1.0,1.8,18.3,2001-02,0,0.55,0.22
Elton Brand,LAC,80.0,37.8,6.7,12.6,0.527,0.0,,6.7,0.527,0.527,4.9,6.6,0.742,5.0,6.6,11.6,2.4,1.0,2.0,2.2,18.2,2001-02,0,0.59,0.32
Baron Davis,CHH,82.0,40.5,6.8,16.4,0.417,2.1,0.356,4.7,0.451,0.48,2.4,4.1,0.58,1.1,3.1,4.3,8.5,2.1,0.6,3.0,18.1,2001-02,0,0.5,0.24
Steve Nash,DAL,82.0,34.6,6.4,13.3,0.483,1.9,0.455,4.5,0.495,0.554,3.2,3.6,0.887,0.6,2.5,3.1,7.7,0.6,0.0,2.8,17.9,2001-02,0,0.6,0.23
Pau Gasol,MEM,82.0,36.7,6.7,13.0,0.518,0.0,0.2,6.7,0.519,0.518,4.1,5.8,0.709,2.9,6.0,8.9,2.7,0.5,2.1,2.7,17.6,2001-02,0,0.57,0.26
Bonzi Wells,POR,74.0,31.7,6.6,14.0,0.469,0.9,0.384,5.7,0.486,0.5,2.9,3.9,0.741,1.6,4.4,6.0,2.8,1.5,0.3,2.6,17.0,2001-02,0,0.54,0.22
Grant Hill,ORL,14.0,36.6,5.9,13.9,0.426,0.0,0.0,5.9,0.43,0.426,4.9,5.7,0.863,2.1,6.9,8.9,4.6,0.6,0.3,2.6,16.8,2001-02,0,0.51,1.41
Rashard Lewis,SEA,71.0,36.4,6.4,13.7,0.468,1.7,0.389,4.7,0.506,0.531,2.3,2.8,0.81,2.0,5.1,7.0,1.7,1.5,0.6,1.4,16.8,2001-02,0,0.56,0.26
Lamond Murray,CLE,71.0,32.6,6.1,13.9,0.436,1.4,0.424,4.6,0.44,0.487,3.0,3.7,0.817,1.1,4.1,5.2,2.2,1.0,0.6,2.0,16.6,2001-02,0,0.53,0.21
Andre Miller,CLE,81.0,37.3,5.9,12.9,0.454,0.3,0.253,5.6,0.472,0.464,4.5,5.5,0.817,1.3,3.3,4.7,10.9,1.6,0.4,3.0,16.5,2001-02,0,0.54,0.29
Reggie Miller,IND,79.0,36.6,5.2,11.6,0.453,2.3,0.406,3.0,0.498,0.552,3.7,4.1,0.911,0.3,2.5,2.8,3.2,1.1,0.1,1.5,16.5,2001-02,0,0.62,0.19
Alonzo Mourning,MIA,75.0,32.7,6.0,11.5,0.516,0.0,0.333,5.9,0.517,0.517,3.8,5.7,0.657,2.4,6.0,8.4,1.2,0.4,2.5,2.4,15.7,2001-02,0,0.56,0.25
Mike Miller,ORL,63.0,33.7,5.6,12.7,0.438,1.8,0.383,3.7,0.471,0.51,2.2,2.9,0.762,0.8,3.6,4.3,3.1,0.7,0.4,1.7,15.2,2001-02,0,0.54,0.23
Derrick Coleman,PHI,58.0,35.9,5.7,12.7,0.45,0.5,0.337,5.2,0.465,0.469,3.2,3.9,0.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,15.1,2001-02,0,0.52,0.3
Wesley Person,CLE,78.0,35.8,6.0,12.1,0.495,1.8,0.444,4.2,0.521,0.57,1.3,1.6,0.798,0.6,3.1,3.8,2.2,1.0,0.5,0.9,15.1,2001-02,0,0.59,0.2
Kenyon Martin,NJN,73.0,34.3,6.1,13.2,0.463,0.2,0.224,5.9,0.48,0.47,2.5,3.7,0.678,1.5,3.8,5.3,2.6,1.2,1.7,2.4,14.9,2001-02,0,0.5,0.21
Donyell Marshall,UTA,58.0,30.2,5.9,11.4,0.519,0.2,0.31,5.7,0.533,0.529,2.8,3.9,0.708,2.7,4.9,7.6,1.7,0.9,1.2,2.1,14.8,2001-02,0,0.56,0.3
Keith Van Horn,NJN,81.0,30.4,5.8,13.4,0.433,1.2,0.345,4.6,0.465,0.479,1.9,2.4,0.8,1.7,5.8,7.5,2.0,0.8,0.5,1.8,14.8,2001-02,0,0.51,0.19
Jason Williams,MEM,65.0,34.4,5.8,15.2,0.382,2.0,0.295,3.8,0.449,0.446,1.2,1.6,0.792,0.3,2.7,3.0,8.0,1.7,0.1,3.3,14.8,2001-02,0,0.47,0.22
Jason Kidd,NJN,82.0,37.3,5.4,13.9,0.391,1.4,0.321,4.0,0.424,0.442,2.5,3.0,0.814,1.6,5.7,7.3,9.9,2.1,0.2,3.5,14.7,2001-02,1,0.48,0.26
Juwan Howard,2TM,81.0,32.5,5.7,12.4,0.46,0.0,0.0,5.7,0.461,0.46,3.2,4.2,0.761,2.8,4.8,7.6,2.1,0.6,0.6,1.9,14.6,2001-02,0,0.51,0.2
Jeff McInnis,LAC,81.0,37.4,5.7,13.8,0.413,0.9,0.321,4.8,0.437,0.446,2.3,2.7,0.836,0.6,2.1,2.6,6.2,0.8,0.1,1.8,14.6,2001-02,0,0.49,0.17
Clifford Robinson,DET,80.0,35.7,5.7,13.4,0.425,1.4,0.378,4.2,0.443,0.478,1.8,2.6,0.694,1.0,3.8,4.8,2.5,1.1,1.2,1.9,14.6,2001-02,0,0.5,0.17
Antonio Davis,TOR,77.0,38.7,5.3,12.5,0.426,0.0,0.0,5.3,0.426,0.426,3.8,4.6,0.818,3.3,6.3,9.6,2.0,0.7,1.1,2.1,14.5,2001-02,0,0.5,0.23
Brent Barry,SEA,81.0,37.5,5.0,9.8,0.508,2.0,0.424,2.9,0.588,0.611,2.4,2.9,0.846,0.7,4.7,5.4,5.3,1.8,0.5,2.0,14.4,2001-02,0,0.65,0.25
Shane Battier,MEM,78.0,39.7,5.3,12.3,0.429,1.3,0.373,4.0,0.451,0.482,2.5,3.6,0.7,2.3,3.1,5.4,2.8,1.6,1.0,2.0,14.4,2001-02,0,0.52,0.19
Jason Richardson,GSW,80.0,32.9,5.8,13.6,0.426,1.0,0.333,4.8,0.453,0.463,1.8,2.6,0.671,1.6,2.7,4.3,3.0,1.3,0.4,2.0,14.4,2001-02,0,0.49,0.16
David Wesley,CHH,67.0,37.1,5.4,13.6,0.4,1.3,0.332,4.2,0.427,0.447,2.1,2.8,0.734,0.7,1.5,2.1,3.5,1.1,0.2,1.8,14.2,2001-02,0,0.48,0.16
Vin Baker,SEA,55.0,31.1,5.7,11.8,0.485,0.0,0.125,5.7,0.49,0.486,2.6,4.1,0.633,3.1,3.3,6.4,1.3,0.4,0.7,2.3,14.1,2001-02,0,0.52,0.24
Kenny Thomas,HOU,72.0,34.5,5.5,11.5,0.478,0.0,0.0,5.5,0.487,0.478,3.1,4.7,0.664,2.2,5.0,7.2,1.9,1.2,0.9,2.0,14.1,2001-02,0,0.52,0.22
Morris Peterson,TOR,63.0,31.6,5.3,12.2,0.438,1.3,0.364,4.0,0.469,0.492,2.0,2.7,0.751,1.4,2.1,3.5,2.4,1.2,0.2,1.4,14.0,2001-02,0,0.52,0.2
Ron Mercer,2TM,53.0,32.4,5.9,14.8,0.397,0.3,0.29,5.5,0.406,0.408,1.8,2.2,0.798,0.9,2.4,3.4,2.4,0.6,0.2,1.7,13.9,2001-02,0,0.44,0.18
Elden Campbell,CHH,77.0,28.0,5.0,10.3,0.484,0.0,0.0,5.0,0.485,0.484,4.0,5.0,0.797,1.7,5.2,6.9,1.3,0.8,1.8,1.8,13.9,2001-02,0,0.56,0.22
Kurt Thomas,NYK,82.0,33.8,5.6,11.4,0.494,0.0,0.167,5.6,0.496,0.494,2.6,3.2,0.815,2.6,6.5,9.1,1.1,0.9,1.0,1.9,13.9,2001-02,0,0.54,0.22
Mike Bibby,SAC,80.0,33.2,5.6,12.3,0.453,0.6,0.37,4.9,0.466,0.479,1.9,2.4,0.803,0.5,2.3,2.8,5.0,1.1,0.2,1.7,13.7,2001-02,0,0.51,0.17
Brad Miller,2TM,76.0,29.8,4.8,9.6,0.499,0.0,0.429,4.8,0.5,0.501,3.9,5.0,0.775,3.3,4.9,8.2,2.0,1.0,0.5,1.5,13.6,2001-02,0,0.58,0.24
Corliss Williamson,DET,78.0,21.8,5.3,10.3,0.51,0.0,0.2,5.3,0.512,0.511,3.1,3.8,0.805,1.5,2.6,4.1,1.2,0.6,0.3,1.8,13.6,2001-02,0,0.57,0.16
Raef LaFrentz,2TM,78.0,31.5,5.4,11.8,0.458,1.3,0.388,4.1,0.486,0.514,1.3,1.9,0.695,2.3,5.2,7.4,1.1,0.7,2.7,1.2,13.5,2001-02,0,0.53,0.22
Damon Stoudamire,POR,75.0,37.3,4.9,12.2,0.402,1.4,0.353,3.5,0.425,0.459,2.3,2.6,0.888,1.0,2.9,3.9,6.5,0.9,0.1,2.0,13.5,2001-02,0,0.51,0.2
Kerry Kittles,NJN,82.0,31.7,5.3,11.5,0.466,1.2,0.405,4.1,0.487,0.518,1.6,2.1,0.744,0.8,2.5,3.4,2.6,1.6,0.4,1.3,13.4,2001-02,0,0.54,0.16
John Stockton,UTA,82.0,31.3,4.9,9.5,0.517,0.3,0.321,4.6,0.539,0.534,3.4,3.9,0.857,0.7,2.5,3.2,8.2,1.9,0.3,2.5,13.4,2001-02,1,0.6,0.24
Quentin Richardson,LAC,81.0,26.6,4.9,11.4,0.432,1.6,0.381,3.3,0.463,0.504,1.8,2.3,0.765,1.4,2.7,4.1,1.6,1.0,0.3,1.3,13.3,2001-02,0,0.54,0.15
Metta World Peace,2TM,55.0,29.9,4.9,11.6,0.423,1.0,0.312,3.9,0.464,0.465,2.5,3.7,0.667,1.3,3.6,4.9,2.3,2.6,0.7,2.1,13.2,2001-02,0,0.5,0.25
Al Harrington,IND,44.0,29.8,5.2,11.0,0.475,0.0,0.333,5.2,0.476,0.476,2.6,3.3,0.799,2.2,4.1,6.3,1.2,0.9,0.5,1.8,13.1,2001-02,0,0.53,0.31
Lamar Odom,LAC,29.0,34.4,5.2,12.4,0.419,0.6,0.19,4.7,0.489,0.442,2.1,3.2,0.656,1.1,5.0,6.1,5.9,0.8,1.2,3.3,13.1,2001-02,0,0.47,0.53
Chauncey Billups,MIN,82.0,28.7,4.2,10.0,0.423,1.5,0.394,2.7,0.441,0.498,2.5,2.9,0.885,0.4,2.3,2.8,5.5,0.8,0.2,1.7,12.5,2001-02,0,0.55,0.17
Darrell Armstrong,ORL,82.0,33.3,4.2,10.1,0.419,1.7,0.349,2.5,0.484,0.503,2.2,2.5,0.888,1.0,2.9,3.9,5.5,1.9,0.1,2.1,12.4,2001-02,0,0.55,0.19
Terrell Brandon,MIN,32.0,30.1,4.8,11.4,0.425,0.1,0.174,4.7,0.442,0.43,2.6,2.6,0.988,0.5,2.4,2.9,8.3,1.6,0.2,1.3,12.4,2001-02,0,0.49,0.55
Desmond Mason,SEA,75.0,32.3,4.8,10.3,0.464,0.2,0.271,4.5,0.48,0.475,2.7,3.2,0.848,1.2,3.5,4.7,1.4,0.9,0.4,1.4,12.4,2001-02,0,0.53,0.17
Marcus Fizer,CHI,76.0,25.8,4.9,11.2,0.438,0.1,0.171,4.8,0.451,0.442,2.5,3.7,0.668,1.7,3.9,5.6,1.6,0.6,0.3,1.7,12.3,2001-02,0,0.48,0.15
Larry Hughes,GSW,73.0,28.1,4.7,11.1,0.423,0.2,0.194,4.5,0.453,0.435,2.6,3.5,0.737,1.1,2.2,3.4,4.3,1.5,0.3,2.3,12.3,2001-02,0,0.49,0.17
Aaron McKie,PHI,48.0,30.6,4.6,10.2,0.449,1.1,0.398,3.5,0.467,0.501,2.0,2.5,0.787,0.5,3.5,4.0,3.7,1.2,0.3,1.9,12.2,2001-02,0,0.54,0.28
David Robinson,SAS,78.0,29.5,4.4,8.6,0.507,0.0,,4.4,0.507,0.507,3.4,5.1,0.681,2.4,5.8,8.3,1.2,1.1,1.8,1.3,12.2,2001-02,1,0.56,0.22
Chucky Atkins,DET,79.0,28.9,4.7,10.0,0.466,1.7,0.411,2.9,0.507,0.553,1.1,1.5,0.692,0.4,1.6,2.0,3.3,0.9,0.1,1.6,12.1,2001-02,0,0.57,0.14
Eric Snow,PHI,61.0,36.5,4.5,10.2,0.442,0.0,0.111,4.5,0.457,0.445,3.0,3.7,0.806,0.5,3.0,3.5,6.6,1.6,0.1,2.3,12.1,2001-02,0,0.51,0.25
Doug Christie,SAC,81.0,34.5,4.2,9.1,0.46,1.1,0.352,3.1,0.518,0.521,2.5,3.0,0.851,0.9,3.7,4.6,4.2,2.0,0.3,2.0,12.0,2001-02,0,0.58,0.19
Anfernee Hardaway,PHO,80.0,30.8,4.9,11.6,0.418,0.3,0.277,4.6,0.432,0.43,2.0,2.4,0.81,1.2,3.2,4.4,4.1,1.5,0.4,2.4,12.0,2001-02,0,0.47,0.16
Lorenzen Wright,MEM,43.0,29.1,5.2,11.3,0.459,0.0,0.0,5.2,0.461,0.459,1.6,2.9,0.569,3.0,6.4,9.4,1.0,0.7,0.5,1.7,12.0,2001-02,0,0.48,0.34
Rodney Rogers,2TM,77.0,24.4,4.6,9.8,0.471,1.1,0.374,3.5,0.514,0.529,1.5,1.9,0.785,1.7,2.8,4.5,1.5,0.9,0.4,1.4,11.9,2001-02,0,0.56,0.16
Matt Harpring,PHI,81.0,31.4,4.8,10.3,0.461,0.3,0.304,4.5,0.475,0.473,2.0,2.7,0.743,2.5,4.6,7.1,1.3,0.9,0.1,1.6,11.8,2001-02,0,0.51,0.17
Stromile Swift,MEM,68.0,26.5,4.3,9.0,0.48,0.0,0.0,4.3,0.482,0.48,3.2,4.5,0.711,2.4,4.0,6.3,0.7,0.8,1.7,1.8,11.8,2001-02,0,0.54,0.2
Alvin Williams,TOR,82.0,35.7,4.9,11.8,0.415,0.8,0.321,4.2,0.438,0.447,1.3,1.7,0.736,0.7,2.7,3.4,5.7,1.6,0.3,1.8,11.8,2001-02,0,0.47,0.17
Ricky Davis,CLE,82.0,23.8,4.6,9.5,0.481,0.1,0.314,4.5,0.489,0.488,2.4,3.0,0.79,0.8,2.2,3.0,2.2,0.8,0.3,1.8,11.7,2001-02,0,0.54,0.13
Troy Hudson,ORL,81.0,22.9,4.4,10.1,0.434,0.8,0.353,3.6,0.459,0.475,2.2,2.5,0.876,0.4,1.4,1.8,3.1,0.7,0.1,2.0,11.7,2001-02,0,0.52,0.12
Tim Thomas,MIL,74.0,26.9,4.3,10.2,0.42,1.3,0.326,3.0,0.478,0.483,1.9,2.4,0.793,0.9,3.2,4.1,1.4,0.9,0.4,1.7,11.7,2001-02,0,0.52,0.14
Steve Smith,SAS,77.0,28.7,4.0,8.9,0.455,1.5,0.472,2.5,0.445,0.54,2.1,2.4,0.878,0.6,1.9,2.5,2.0,0.7,0.2,1.4,11.6,2001-02,0,0.58,0.14
Voshon Lenard,DEN,71.0,23.5,4.4,10.8,0.41,1.3,0.371,3.2,0.427,0.467,1.3,1.7,0.783,0.5,2.0,2.6,1.8,0.8,0.4,1.3,11.5,2001-02,0,0.5,0.13
Dikembe Mutombo,PHI,80.0,36.3,4.0,8.0,0.501,0.0,,4.0,0.501,0.501,3.5,4.6,0.764,3.2,7.6,10.8,1.0,0.4,2.4,2.0,11.5,2001-02,0,0.57,0.24
Corey Maggette,LAC,63.0,25.6,3.7,8.4,0.443,0.7,0.331,3.0,0.483,0.487,3.2,4.0,0.801,0.9,2.8,3.7,1.8,0.7,0.3,1.8,11.4,2001-02,0,0.56,0.17
Michael Redd,MIL,67.0,21.1,4.4,9.1,0.483,1.3,0.444,3.1,0.501,0.555,1.4,1.7,0.791,1.1,2.2,3.3,1.4,0.6,0.1,0.9,11.4,2001-02,0,0.58,0.16
Keon Clark,TOR,81.0,27.0,4.7,9.6,0.49,0.0,0.0,4.7,0.494,0.49,1.9,2.8,0.674,2.2,5.2,7.4,1.1,0.7,1.5,1.7,11.3,2001-02,0,0.52,0.18
Antonio McDyess,DEN,10.0,23.6,4.3,7.5,0.573,0.0,,4.3,0.573,0.573,2.7,3.3,0.818,1.8,3.7,5.5,1.8,1.0,0.8,2.0,11.3,2001-02,0,0.63,1.46
Derek Fisher,LAL,70.0,28.2,3.9,9.5,0.411,2.1,0.413,1.9,0.41,0.52,1.3,1.6,0.847,0.2,1.9,2.1,2.6,0.9,0.1,0.9,11.2,2001-02,0,0.55,0.14
Danny Fortson,GSW,77.0,28.8,4.0,9.4,0.428,0.0,0.25,4.0,0.429,0.429,3.2,4.0,0.795,3.8,7.9,11.7,1.6,0.6,0.2,2.1,11.2,2001-02,0,0.5,0.22
Ruben Patterson,POR,75.0,23.5,4.3,8.3,0.515,0.1,0.25,4.1,0.532,0.523,2.6,3.7,0.701,2.1,1.9,4.0,1.4,1.1,0.5,1.5,11.2,2001-02,0,0.56,0.15
Marcus Camby,NYK,29.0,34.7,4.5,10.0,0.448,0.0,0.0,4.5,0.45,0.448,2.1,3.4,0.626,3.1,8.0,11.1,1.1,1.2,1.7,1.4,11.1,2001-02,0,0.48,0.62
Vlade Divac,SAC,80.0,30.3,4.2,9.0,0.472,0.0,0.231,4.2,0.477,0.474,2.6,4.3,0.615,2.6,5.8,8.4,3.7,1.0,1.2,2.0,11.1,2001-02,0,0.51,0.21
Pat Garrity,ORL,80.0,30.1,4.1,9.6,0.426,2.1,0.427,2.0,0.426,0.537,0.8,0.9,0.836,1.0,3.3,4.2,1.2,0.8,0.4,0.9,11.1,2001-02,0,0.56,0.14
Zydrunas Ilgauskas,CLE,62.0,21.4,3.9,9.1,0.425,0.0,0.0,3.9,0.429,0.425,3.4,4.5,0.754,2.2,3.2,5.4,1.1,0.3,1.4,1.5,11.1,2001-02,0,0.5,0.19
Bobby Jackson,SAC,81.0,21.6,4.1,9.3,0.443,1.0,0.361,3.1,0.477,0.495,1.8,2.3,0.81,1.0,2.1,3.1,2.0,0.9,0.1,1.1,11.1,2001-02,0,0.54,0.13
Michael Olowokandi,LAC,80.0,32.1,4.8,11.1,0.433,0.0,,4.8,0.433,0.433,1.5,2.4,0.622,2.1,6.8,8.9,1.1,0.7,1.8,2.2,11.1,2001-02,0,0.46,0.18
Gilbert Arenas,GSW,47.0,24.6,3.7,8.2,0.453,0.8,0.345,2.9,0.498,0.504,2.6,3.4,0.775,0.9,1.9,2.8,3.7,1.5,0.2,2.1,10.9,2001-02,0,0.56,0.25
Derek Anderson,POR,70.0,26.6,3.5,8.7,0.404,1.2,0.373,2.3,0.422,0.473,2.5,3.0,0.856,0.7,2.0,2.7,3.1,1.0,0.1,1.2,10.8,2001-02,0,0.54,0.15
Michael Dickerson,MEM,4.0,31.0,3.8,12.0,0.313,2.0,0.381,1.8,0.259,0.396,1.3,1.5,0.833,0.8,2.3,3.0,2.3,0.8,0.3,2.0,10.8,2001-02,0,0.43,1.7
Lee Nailon,CHH,79.0,24.2,4.7,9.7,0.483,0.0,0.5,4.7,0.483,0.484,1.4,1.9,0.747,1.3,2.4,3.7,1.2,0.7,0.2,1.2,10.8,2001-02,0,0.51,0.13
Jim Jackson,MIA,55.0,33.2,4.3,9.8,0.442,0.7,0.469,3.6,0.438,0.478,1.4,1.6,0.862,1.0,4.3,5.3,2.5,0.8,0.3,1.9,10.7,2001-02,0,0.51,0.22
Andrei Kirilenko,UTA,82.0,26.2,3.5,7.7,0.45,0.3,0.25,3.2,0.488,0.47,3.5,4.5,0.768,1.8,3.1,4.9,1.1,1.4,1.9,1.3,10.7,2001-02,0,0.55,0.16
James Posey,DEN,73.0,30.7,3.8,10.1,0.376,0.9,0.283,2.9,0.421,0.422,2.2,2.8,0.793,1.5,4.4,5.9,2.5,1.6,0.5,1.7,10.7,2001-02,0,0.47,0.17
