Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Joe Smith,MIN,72.0,26.7,4.1,8.1,0.511,0.0,0.667,4.1,0.51,0.513,2.4,2.9,0.83,2.1,4.2,6.3,1.1,0.5,0.8,1.2,10.7,2001-02,0,0.57,0.19
Scottie Pippen,POR,62.0,32.2,4.0,9.7,0.411,0.9,0.305,3.1,0.455,0.456,1.8,2.4,0.774,1.2,3.9,5.2,5.9,1.6,0.6,2.8,10.6,2001-02,0,0.49,0.24
Rod Strickland,MIA,76.0,30.2,4.2,9.4,0.443,0.1,0.308,4.1,0.448,0.448,2.0,2.6,0.766,0.6,2.4,3.1,6.1,1.1,0.1,2.1,10.4,2001-02,0,0.49,0.17
Chris Whitney,WAS,82.0,26.5,3.3,8.0,0.418,1.6,0.406,1.7,0.429,0.518,1.9,2.1,0.88,0.1,1.7,1.9,3.8,0.9,0.1,1.0,10.2,2001-02,0,0.57,0.13
Hedo Türkoğlu,SAC,80.0,24.6,3.6,8.6,0.422,0.8,0.368,2.8,0.44,0.468,2.1,2.9,0.726,0.8,3.8,4.5,2.0,0.7,0.4,1.0,10.1,2001-02,0,0.51,0.14
Bob Sura,GSW,78.0,22.8,3.2,7.6,0.424,0.5,0.316,2.7,0.455,0.459,3.0,4.2,0.72,1.1,2.1,3.3,3.5,1.1,0.2,1.7,10.0,2001-02,0,0.53,0.14
Toni Kukoč,ATL,59.0,25.3,3.6,8.5,0.419,0.9,0.31,2.7,0.474,0.471,1.8,2.6,0.712,0.7,3.0,3.7,3.6,0.8,0.3,1.9,9.9,2001-02,0,0.51,0.18
Courtney Alexander,WAS,56.0,23.7,4.0,8.5,0.47,0.1,0.278,3.9,0.478,0.476,1.8,2.2,0.81,0.8,1.9,2.6,1.5,0.6,0.1,1.1,9.8,2001-02,0,0.52,0.15
Todd MacCulloch,NJN,62.0,24.2,4.0,7.5,0.531,0.0,,4.0,0.531,0.531,1.8,2.6,0.671,2.5,3.6,6.1,1.3,0.4,1.4,1.1,9.7,2001-02,0,0.56,0.22
Nazr Mohammed,ATL,82.0,26.4,4.0,8.7,0.461,0.0,0.0,4.0,0.462,0.461,1.7,2.7,0.617,3.0,5.0,7.9,0.4,0.8,0.7,1.4,9.7,2001-02,0,0.49,0.15
Kenny Anderson,BOS,76.0,32.0,4.1,9.4,0.436,0.1,0.273,4.0,0.444,0.442,1.3,1.7,0.742,0.8,2.9,3.6,5.3,1.9,0.1,1.6,9.6,2001-02,0,0.47,0.17
Tim Hardaway,2TM,68.0,23.5,3.3,9.1,0.365,1.8,0.347,1.5,0.387,0.464,1.1,1.4,0.794,0.2,1.6,1.8,4.1,0.8,0.1,1.6,9.6,2001-02,0,0.49,0.13
Anthony Mason,MIL,82.0,38.3,3.9,7.6,0.505,0.0,1.0,3.8,0.504,0.506,1.9,2.7,0.697,1.5,6.4,7.9,4.2,0.7,0.3,1.6,9.6,2001-02,1,0.55,0.2
Bryon Russell,UTA,66.0,30.3,3.4,8.8,0.38,1.2,0.341,2.2,0.405,0.446,1.7,2.1,0.821,1.2,3.3,4.5,2.1,1.0,0.3,1.7,9.6,2001-02,0,0.49,0.15
Tony Delk,2TM,63.0,23.0,3.6,9.3,0.384,1.1,0.313,2.5,0.425,0.441,1.2,1.5,0.804,0.9,2.3,3.2,2.1,0.8,0.2,0.9,9.5,2001-02,0,0.48,0.14
Dale Davis,POR,78.0,31.4,3.8,7.4,0.51,0.0,,3.8,0.51,0.51,1.9,2.7,0.708,3.4,5.5,8.8,1.2,0.8,1.1,0.8,9.5,2001-02,0,0.55,0.21
Darius Miles,LAC,82.0,27.2,3.8,7.8,0.481,0.0,0.158,3.7,0.491,0.484,1.9,3.1,0.62,1.3,4.2,5.5,2.2,0.9,1.3,2.0,9.5,2001-02,0,0.52,0.15
Rodney Buford,MEM,63.0,28.1,4.1,9.4,0.435,0.3,0.243,3.8,0.461,0.449,0.9,1.3,0.725,0.8,3.5,4.3,1.1,0.7,0.2,1.0,9.4,2001-02,0,0.47,0.14
Richard Jefferson,NJN,79.0,24.3,3.4,7.5,0.457,0.2,0.232,3.3,0.48,0.468,2.4,3.4,0.713,1.1,2.6,3.7,1.8,0.8,0.6,1.4,9.4,2001-02,0,0.52,0.12
Malik Rose,SAS,82.0,21.0,3.6,7.7,0.463,0.0,0.083,3.6,0.47,0.464,2.3,3.1,0.72,2.1,3.9,6.0,0.7,0.9,0.5,1.7,9.4,2001-02,0,0.52,0.13
Jamaal Tinsley,IND,80.0,30.5,3.6,9.5,0.38,0.5,0.24,3.1,0.422,0.408,1.6,2.3,0.704,1.0,2.8,3.7,8.1,1.7,0.5,3.4,9.4,2001-02,0,0.45,0.17
Walt Williams,HOU,48.0,23.3,3.5,8.3,0.419,1.6,0.426,1.8,0.413,0.518,0.8,1.1,0.784,0.8,2.6,3.4,1.4,0.4,0.2,1.1,9.4,2001-02,0,0.54,0.18
Jamal Crawford,CHI,23.0,20.9,3.9,8.1,0.476,1.1,0.448,2.7,0.488,0.545,0.4,0.6,0.769,0.2,1.3,1.5,2.4,0.8,0.2,1.4,9.3,2001-02,0,0.56,0.37
Brian Grant,MIA,72.0,31.3,4.0,8.5,0.469,0.0,0.0,4.0,0.47,0.469,1.4,1.7,0.849,2.3,5.7,8.0,1.9,0.7,0.4,1.7,9.3,2001-02,0,0.5,0.19
Isaiah Rider,DEN,10.0,17.3,3.7,8.1,0.457,0.6,0.4,3.1,0.47,0.494,1.3,1.7,0.765,1.0,2.3,3.3,1.2,0.3,0.2,1.4,9.3,2001-02,0,0.53,0.81
Antonio Daniels,SAS,82.0,26.5,3.3,7.5,0.44,0.7,0.291,2.6,0.51,0.486,1.9,2.6,0.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,9.2,2001-02,0,0.53,0.11
Tony Parker,SAS,77.0,29.4,3.5,8.3,0.419,0.8,0.323,2.7,0.46,0.467,1.4,2.1,0.675,0.4,2.1,2.6,4.3,1.2,0.1,2.0,9.2,2001-02,0,0.5,0.13
Lucious Harris,NJN,74.0,21.0,3.4,7.3,0.464,0.6,0.373,2.8,0.489,0.505,1.8,2.1,0.842,0.7,2.1,2.8,1.6,0.7,0.1,0.8,9.1,2001-02,0,0.55,0.13
Jon Barry,DET,82.0,24.2,3.1,6.4,0.489,1.5,0.469,1.6,0.508,0.604,1.3,1.4,0.931,0.5,2.3,2.9,3.3,1.1,0.2,1.4,9.0,2001-02,0,0.64,0.14
Anthony Peeler,MIN,82.0,25.1,3.5,8.3,0.421,1.4,0.392,2.2,0.441,0.502,0.6,0.7,0.862,0.5,2.1,2.5,2.2,0.7,0.1,0.9,9.0,2001-02,0,0.52,0.11
Eddie Robinson,CHI,29.0,22.5,3.9,8.5,0.453,0.1,0.4,3.8,0.455,0.457,1.2,1.7,0.75,0.8,1.9,2.7,1.3,0.8,0.4,1.2,9.0,2001-02,0,0.49,0.27
Dion Glover,ATL,55.0,21.0,3.5,8.3,0.421,0.5,0.33,2.9,0.444,0.454,1.4,1.9,0.757,0.7,2.4,3.1,1.5,0.8,0.3,1.4,8.9,2001-02,0,0.49,0.14
Eddie Griffin,HOU,73.0,26.0,3.3,9.1,0.366,1.2,0.33,2.1,0.392,0.434,0.9,1.2,0.744,1.6,4.1,5.7,0.7,0.2,1.8,0.6,8.8,2001-02,0,0.46,0.14
George McCloud,DEN,69.0,26.5,3.0,8.3,0.358,0.9,0.27,2.1,0.412,0.41,1.9,2.4,0.81,1.0,2.7,3.6,3.0,0.8,0.3,2.1,8.8,2001-02,0,0.47,0.12
Eric Piatkowski,LAC,71.0,24.2,2.9,6.6,0.439,1.6,0.466,1.4,0.412,0.557,1.4,1.6,0.894,0.6,2.0,2.6,1.6,0.6,0.2,0.9,8.8,2001-02,0,0.6,0.13
Clarence Weatherspoon,NYK,56.0,30.9,3.4,8.1,0.418,0.0,,3.4,0.418,0.418,2.1,2.6,0.795,2.7,5.6,8.2,1.1,0.7,0.9,0.8,8.8,2001-02,0,0.48,0.24
Trenton Hassell,CHI,78.0,28.7,3.4,8.1,0.425,0.8,0.364,2.7,0.447,0.473,1.1,1.5,0.763,0.8,2.4,3.3,2.2,0.7,0.6,1.3,8.7,2001-02,0,0.5,0.12
Theo Ratliff,ATL,3.0,27.3,3.3,6.7,0.5,0.0,,3.3,0.5,0.5,2.0,3.7,0.545,1.7,3.7,5.3,0.3,0.3,2.7,2.3,8.7,2001-02,0,0.52,3.3
Glen Rice,HOU,20.0,30.3,3.3,8.4,0.389,0.9,0.281,2.4,0.456,0.443,1.2,1.5,0.8,0.3,2.1,2.4,1.6,0.6,0.2,1.2,8.6,2001-02,0,0.47,0.34
Jamaal Magloire,CHH,82.0,18.9,2.8,5.0,0.551,0.0,0.0,2.8,0.552,0.551,3.0,4.1,0.73,1.9,3.8,5.6,0.4,0.3,1.0,1.4,8.5,2001-02,0,0.62,0.14
P.J. Brown,CHH,80.0,32.0,3.1,6.6,0.474,0.0,,3.1,0.474,0.474,2.1,2.5,0.858,3.4,6.4,9.8,1.3,0.7,1.0,1.1,8.4,2001-02,0,0.55,0.2
Mark Jackson,NYK,82.0,28.9,3.2,7.2,0.439,1.0,0.405,2.2,0.456,0.506,1.1,1.3,0.791,0.7,3.1,3.8,7.4,0.9,0.0,1.8,8.4,2001-02,0,0.54,0.18
DerMarr Johnson,ATL,72.0,24.0,3.0,7.5,0.396,1.2,0.36,1.7,0.427,0.479,1.2,1.5,0.81,0.8,2.6,3.4,1.1,0.9,0.8,1.4,8.4,2001-02,0,0.51,0.12
Rasho Nesterović,MIN,82.0,27.0,4.0,8.0,0.493,0.0,0.0,4.0,0.494,0.493,0.5,0.9,0.549,2.4,4.1,6.5,0.9,0.5,1.3,1.1,8.4,2001-02,0,0.5,0.15
Jumaine Jones,CLE,81.0,26.4,3.5,7.9,0.448,0.6,0.31,2.9,0.498,0.489,0.6,0.8,0.662,1.5,4.5,6.0,1.4,0.9,0.6,1.0,8.3,2001-02,0,0.5,0.14
Moochie Norris,HOU,82.0,27.4,3.1,7.7,0.398,0.4,0.269,2.6,0.433,0.426,1.5,2.1,0.751,0.9,2.1,3.0,4.9,1.0,0.0,1.9,8.1,2001-02,0,0.47,0.12
Horace Grant,ORL,76.0,29.1,3.5,6.8,0.513,0.0,,3.5,0.513,0.513,1.1,1.5,0.721,2.1,4.2,6.3,1.4,0.8,0.6,0.7,8.0,2001-02,0,0.54,0.17
Tyrone Hill,CLE,26.0,31.2,2.7,7.0,0.39,0.0,0.0,2.7,0.392,0.39,2.6,4.0,0.65,3.0,7.5,10.5,0.9,0.7,0.5,1.8,8.0,2001-02,0,0.46,0.5
Eddie House,MIA,64.0,19.2,3.3,8.2,0.399,0.8,0.344,2.4,0.422,0.45,0.7,0.8,0.857,0.3,1.5,1.7,1.9,0.7,0.1,1.3,8.0,2001-02,0,0.47,0.1
Ira Newble,ATL,42.0,30.3,3.1,6.3,0.498,0.0,0.143,3.1,0.508,0.5,1.8,2.1,0.852,1.9,3.4,5.3,1.1,0.9,0.5,1.2,8.0,2001-02,0,0.55,0.26
Avery Johnson,2TM,68.0,19.9,3.0,6.4,0.479,0.0,0.0,3.0,0.485,0.479,1.8,2.4,0.742,0.2,0.8,1.0,4.2,0.6,0.1,1.1,7.9,2001-02,0,0.53,0.13
Travis Best,2TM,74.0,23.6,3.1,7.0,0.44,0.3,0.356,2.8,0.451,0.46,1.4,1.6,0.897,0.3,1.8,2.0,4.4,1.2,0.1,1.3,7.9,2001-02,0,0.51,0.14
Greg Anthony,2TM,60.0,25.2,3.1,7.9,0.385,0.8,0.294,2.3,0.433,0.436,1.0,1.5,0.659,0.4,1.8,2.2,4.7,1.3,0.1,1.6,7.9,2001-02,0,0.46,0.16
Rick Fox,LAL,82.0,27.9,3.1,7.4,0.421,0.8,0.313,2.3,0.479,0.475,0.9,1.0,0.824,1.1,3.6,4.7,3.5,0.8,0.3,1.6,7.9,2001-02,0,0.5,0.14
Tyronn Lue,WAS,71.0,20.5,3.1,7.3,0.427,0.9,0.447,2.2,0.42,0.488,0.7,0.9,0.762,0.2,1.5,1.7,3.5,0.7,0.0,1.4,7.8,2001-02,0,0.51,0.11
Othella Harrington,NYK,77.0,20.3,3.1,5.8,0.527,0.0,0.0,3.1,0.529,0.527,1.6,2.2,0.709,1.6,2.9,4.5,0.5,0.4,0.5,1.2,7.7,2001-02,0,0.57,0.12
Chris Mihm,CLE,74.0,22.4,3.0,7.1,0.42,0.0,0.429,2.9,0.42,0.423,1.7,2.4,0.693,1.8,3.5,5.3,0.3,0.2,1.2,1.3,7.7,2001-02,0,0.47,0.12
Erick Strickland,BOS,79.0,20.8,2.4,6.2,0.389,1.2,0.385,1.2,0.394,0.487,1.7,2.0,0.845,0.3,2.4,2.7,2.3,0.7,0.0,1.2,7.7,2001-02,0,0.54,0.1
Chris Crawford,ATL,7.0,18.7,3.0,6.4,0.467,0.0,0.0,3.0,0.477,0.467,1.6,2.1,0.733,1.3,2.3,3.6,0.7,0.3,0.7,1.4,7.6,2001-02,0,0.52,1.09
Erick Dampier,GSW,73.0,23.8,2.9,6.6,0.435,0.0,,2.9,0.435,0.435,1.9,2.9,0.645,2.3,3.0,5.3,1.2,0.2,2.3,2.1,7.6,2001-02,0,0.48,0.13
Ben Wallace,DET,80.0,36.5,3.2,6.0,0.531,0.0,0.0,3.2,0.535,0.531,1.2,2.9,0.423,4.0,9.0,13.0,1.4,1.7,3.5,0.9,7.6,2001-02,0,0.52,0.27
Jerome Williams,TOR,68.0,24.1,2.8,5.7,0.49,0.0,,2.8,0.49,0.49,2.0,3.0,0.676,2.4,3.3,5.7,1.1,1.1,0.4,1.0,7.6,2001-02,0,0.54,0.16
Joe Johnson,2TM,77.0,24.9,3.3,7.6,0.43,0.5,0.292,2.8,0.469,0.462,0.5,0.7,0.774,1.0,2.4,3.3,2.3,0.8,0.3,0.9,7.5,2001-02,0,0.47,0.11
Gary Trent,MIN,64.0,17.8,3.0,6.0,0.507,0.0,0.0,3.0,0.509,0.507,1.4,2.3,0.639,1.6,2.6,4.2,0.9,0.3,0.4,0.9,7.5,2001-02,0,0.53,0.13
Jonathan Bender,IND,78.0,21.1,2.5,5.9,0.43,0.6,0.36,2.0,0.457,0.479,1.8,2.3,0.773,0.8,2.3,3.1,0.8,0.2,0.6,1.2,7.4,2001-02,0,0.54,0.09
Chris Mills,GSW,66.0,18.7,2.7,6.5,0.417,0.7,0.378,2.0,0.433,0.473,1.3,1.6,0.794,0.8,2.1,2.9,1.1,0.5,0.2,0.8,7.4,2001-02,0,0.51,0.11
Charles Smith,SAS,60.0,19.0,3.0,7.1,0.425,0.6,0.267,2.5,0.495,0.466,0.7,1.1,0.646,0.6,1.7,2.2,1.3,0.9,0.7,1.0,7.4,2001-02,0,0.49,0.12
Calbert Cheaney,DEN,68.0,24.0,3.3,6.9,0.481,0.0,0.0,3.3,0.485,0.481,0.7,1.0,0.687,0.8,2.7,3.5,1.6,0.5,0.3,1.0,7.3,2001-02,0,0.5,0.12
Jake Tsakalidis,PHO,67.0,23.6,2.8,6.0,0.475,0.0,0.0,2.8,0.476,0.475,1.7,2.4,0.698,1.9,3.6,5.6,0.3,0.3,1.0,1.2,7.3,2001-02,0,0.52,0.14
Speedy Claxton,PHI,67.0,22.8,2.7,6.7,0.4,0.1,0.121,2.6,0.422,0.405,1.7,2.0,0.838,0.7,1.7,2.4,3.0,1.4,0.1,1.4,7.2,2001-02,0,0.47,0.13
Hubert Davis,WAS,51.0,24.1,2.9,6.4,0.448,1.1,0.452,1.7,0.445,0.535,0.3,0.4,0.762,0.1,1.4,1.5,2.1,0.5,0.1,0.9,7.2,2001-02,0,0.55,0.14
Adrian Griffin,DAL,58.0,23.8,3.1,6.2,0.499,0.3,0.296,2.8,0.534,0.521,0.7,0.8,0.837,1.2,2.8,3.9,1.8,1.3,0.2,0.7,7.2,2001-02,0,0.55,0.18
Aaron Williams,NJN,82.0,18.9,2.8,5.4,0.526,0.0,0.0,2.8,0.529,0.526,1.6,2.3,0.699,1.4,2.7,4.1,0.9,0.4,0.9,1.0,7.2,2001-02,0,0.56,0.11
LaPhonso Ellis,MIA,66.0,25.5,2.9,6.8,0.418,0.6,0.306,2.3,0.46,0.46,0.8,1.3,0.631,1.6,2.7,4.3,0.8,0.5,0.6,1.1,7.1,2001-02,0,0.48,0.12
Devean George,LAL,82.0,21.5,2.6,6.4,0.411,0.8,0.371,1.8,0.432,0.474,1.0,1.5,0.675,1.0,2.7,3.7,1.4,0.9,0.5,0.8,7.1,2001-02,0,0.5,0.1
Christian Laettner,WAS,57.0,25.3,2.9,6.4,0.464,0.0,0.2,2.9,0.472,0.467,1.2,1.3,0.868,1.3,4.0,5.3,2.6,1.1,0.4,1.5,7.1,2001-02,0,0.51,0.2
Hakeem Olajuwon,TOR,61.0,22.6,3.2,6.9,0.464,0.0,0.0,3.2,0.466,0.464,0.8,1.4,0.56,1.6,4.4,6.0,1.1,1.2,1.5,1.6,7.1,2001-02,0,0.47,0.18
Monty Williams,ORL,68.0,18.9,2.9,5.3,0.547,0.0,0.0,2.9,0.553,0.547,1.3,2.0,0.657,1.2,2.3,3.5,1.4,0.7,0.3,1.3,7.1,2001-02,0,0.57,0.13
Bruce Bowen,SAS,59.0,28.8,2.6,6.7,0.389,0.9,0.378,1.7,0.396,0.46,0.8,1.6,0.479,0.7,2.0,2.7,1.5,1.1,0.4,1.1,7.0,2001-02,0,0.47,0.11
Popeye Jones,WAS,79.0,24.3,2.8,6.4,0.437,0.1,0.364,2.8,0.439,0.441,1.3,1.6,0.815,2.9,4.4,7.3,1.6,0.6,0.2,1.1,7.0,2001-02,0,0.49,0.15
Brevin Knight,MEM,53.0,21.7,2.7,6.3,0.422,0.0,0.25,2.6,0.426,0.425,1.6,2.2,0.757,0.2,1.8,2.1,5.7,1.5,0.1,2.1,7.0,2001-02,0,0.48,0.19
Tony Battie,BOS,74.0,24.6,2.9,5.3,0.541,0.0,0.0,2.9,0.544,0.541,1.2,1.8,0.677,2.5,4.0,6.5,0.5,0.8,0.9,0.7,6.9,2001-02,0,0.57,0.16
John Crotty,UTA,41.0,19.6,2.4,5.1,0.471,0.8,0.449,1.6,0.482,0.546,1.4,1.6,0.864,0.4,1.4,1.8,3.4,0.5,0.0,1.2,6.9,2001-02,0,0.59,0.21
Željko Rebrača,DET,74.0,15.9,2.6,5.1,0.505,0.0,,2.6,0.505,0.505,1.8,2.4,0.771,1.1,2.8,3.9,0.5,0.4,1.0,1.1,6.9,2001-02,0,0.56,0.11
Austin Croshere,IND,76.0,16.9,2.4,5.9,0.413,0.6,0.338,1.8,0.449,0.468,1.3,1.5,0.851,1.0,2.9,3.9,1.0,0.3,0.4,0.9,6.8,2001-02,0,0.52,0.1
Predrag Drobnjak,SEA,64.0,18.3,3.0,6.5,0.461,0.0,0.0,3.0,0.464,0.461,0.9,1.1,0.753,1.2,2.3,3.4,0.8,0.3,0.5,0.8,6.8,2001-02,0,0.49,0.11
Robert Horry,LAL,81.0,26.4,2.3,5.7,0.398,0.9,0.374,1.3,0.416,0.48,1.3,1.7,0.783,1.6,4.3,5.9,2.9,1.0,1.1,1.1,6.8,2001-02,0,0.53,0.16
Dana Barros,DET,29.0,20.1,2.6,6.6,0.385,0.8,0.338,1.7,0.413,0.448,0.7,0.9,0.778,0.0,1.9,2.0,2.7,0.5,0.1,1.1,6.7,2001-02,0,0.48,0.23
Eddy Curry,CHI,72.0,16.0,2.6,5.2,0.501,0.0,,2.6,0.501,0.501,1.5,2.2,0.656,1.5,2.2,3.8,0.3,0.2,0.7,1.0,6.7,2001-02,0,0.54,0.1
Scott Padgett,UTA,75.0,17.3,2.5,5.3,0.476,0.7,0.434,1.9,0.493,0.538,1.0,1.4,0.735,1.5,2.3,3.8,1.1,0.6,0.2,0.9,6.7,2001-02,0,0.57,0.11
Vladimir Radmanović,SEA,61.0,20.2,2.4,5.8,0.412,1.1,0.42,1.3,0.406,0.506,0.8,1.2,0.681,0.7,3.0,3.8,1.3,0.9,0.4,1.2,6.7,2001-02,0,0.53,0.13
Samaki Walker,LAL,69.0,24.0,2.7,5.3,0.512,0.0,,2.7,0.512,0.512,1.2,1.9,0.667,1.9,5.1,7.0,0.9,0.4,1.3,0.8,6.7,2001-02,0,0.55,0.18
Kelvin Cato,HOU,75.0,25.6,2.5,4.3,0.583,0.0,0.0,2.5,0.585,0.583,1.5,2.6,0.582,2.3,4.7,7.0,0.4,0.5,1.3,0.7,6.6,2001-02,0,0.61,0.16
Emanual Davis,ATL,28.0,27.6,2.5,7.1,0.354,1.0,0.341,1.5,0.363,0.427,0.6,0.6,0.889,0.7,2.0,2.6,2.4,1.0,0.2,1.9,6.6,2001-02,0,0.45,0.22
Jacque Vaughn,ATL,82.0,22.6,2.5,5.3,0.47,0.3,0.444,2.2,0.474,0.498,1.3,1.5,0.825,0.2,1.8,2.0,4.3,0.8,0.0,1.4,6.6,2001-02,0,0.55,0.11
Tom Gugliotta,PHO,44.0,25.7,2.9,6.8,0.422,0.1,0.333,2.8,0.425,0.427,0.6,0.8,0.757,1.3,3.7,5.0,1.8,0.9,0.7,1.4,6.5,2001-02,0,0.45,0.21
Eduardo Nájera,DAL,62.0,21.9,2.4,4.8,0.5,0.0,0.0,2.4,0.503,0.5,1.6,2.4,0.676,2.4,3.1,5.5,0.6,0.9,0.5,0.6,6.5,2001-02,0,0.55,0.16
Jarron Collins,UTA,70.0,20.6,2.3,4.9,0.461,0.0,0.0,2.3,0.462,0.461,1.9,2.6,0.74,2.0,2.3,4.2,0.8,0.4,0.3,0.8,6.4,2001-02,0,0.53,0.11
Dell Curry,TOR,56.0,15.8,2.5,6.2,0.406,0.8,0.344,1.7,0.444,0.471,0.6,0.7,0.892,0.4,1.0,1.4,1.1,0.4,0.1,0.7,6.4,2001-02,0,0.49,0.09
Chris Gatling,MIA,54.0,15.0,2.4,5.4,0.447,0.0,0.125,2.4,0.456,0.449,1.5,2.2,0.701,1.3,2.5,3.8,0.5,0.3,0.2,1.1,6.4,2001-02,0,0.5,0.12
Scot Pollard,SAC,80.0,23.5,2.5,4.5,0.55,0.0,,2.5,0.55,0.55,1.4,2.1,0.693,2.4,4.7,7.1,0.7,0.9,1.0,0.9,6.4,2001-02,0,0.59,0.16
Ansu Sesay,SEA,9.0,15.8,2.4,4.9,0.5,0.0,,2.4,0.5,0.5,1.6,2.2,0.7,0.8,1.4,2.2,0.9,0.3,0.2,0.2,6.4,2001-02,0,0.55,0.74
Eric Williams,BOS,74.0,23.6,1.9,5.2,0.374,0.3,0.279,1.6,0.401,0.405,2.2,3.0,0.731,0.8,2.2,3.0,1.5,1.0,0.1,1.3,6.4,2001-02,0,0.49,0.09
Grant Long,MEM,66.0,28.3,2.5,5.8,0.426,0.0,0.176,2.4,0.438,0.43,1.3,1.9,0.699,0.5,3.0,3.5,2.1,1.0,0.2,1.6,6.3,2001-02,0,0.47,0.12
Tyrone Nesby,WAS,70.0,21.4,2.6,6.0,0.435,0.2,0.277,2.4,0.455,0.45,0.9,1.3,0.688,1.5,3.0,4.5,1.3,0.9,0.3,0.7,6.3,2001-02,0,0.48,0.13
Calvin Booth,SEA,15.0,18.6,2.3,5.5,0.427,0.0,,2.3,0.427,0.427,1.5,1.6,0.958,1.3,2.3,3.6,1.1,0.4,0.9,1.1,6.2,2001-02,0,0.5,0.52
Tyson Chandler,CHI,71.0,19.6,2.1,4.3,0.497,0.0,,2.1,0.497,0.497,1.9,3.1,0.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,6.1,2001-02,0,0.54,0.12
Shawn Kemp,POR,75.0,16.4,2.3,5.4,0.43,0.0,0.0,2.3,0.434,0.43,1.4,1.7,0.794,1.2,2.6,3.8,0.7,0.6,0.4,1.1,6.1,2001-02,0,0.5,0.09
Kevin Willis,HOU,52.0,16.6,2.4,5.5,0.44,0.0,0.0,2.4,0.442,0.44,1.3,1.7,0.747,2.0,3.7,5.8,0.3,0.5,0.4,0.8,6.1,2001-02,0,0.49,0.17
Patrick Ewing,ORL,65.0,13.9,2.3,5.1,0.444,0.0,0.0,2.3,0.446,0.444,1.4,2.1,0.701,0.9,3.1,4.0,0.5,0.3,0.7,1.0,6.0,2001-02,0,0.5,0.11
Zendon Hamilton,DEN,54.0,15.7,1.9,4.5,0.42,0.0,,1.9,0.42,0.42,2.2,3.4,0.652,2.0,2.6,4.7,0.3,0.4,0.3,1.1,6.0,2001-02,0,0.5,0.13
Óscar Torres,HOU,65.0,16.5,2.1,5.2,0.396,0.6,0.294,1.5,0.456,0.45,1.3,1.6,0.781,0.7,1.2,1.9,0.6,0.4,0.1,0.8,6.0,2001-02,0,0.51,0.07
Troy Murphy,GSW,82.0,17.7,2.2,5.2,0.421,0.0,0.333,2.1,0.423,0.424,1.5,1.9,0.776,1.2,2.7,3.9,0.9,0.4,0.3,1.0,5.9,2001-02,0,0.49,0.09
Greg Buckner,DAL,44.0,20.1,2.4,4.5,0.525,0.1,0.313,2.3,0.544,0.538,0.9,1.3,0.69,1.5,2.4,3.9,1.1,0.7,0.4,0.6,5.8,2001-02,0,0.57,0.2
Lindsey Hunter,LAL,82.0,19.7,2.3,6.0,0.382,1.0,0.38,1.3,0.383,0.462,0.2,0.5,0.5,0.2,1.3,1.5,1.6,0.8,0.2,0.7,5.8,2001-02,0,0.47,0.06
Rusty LaRue,UTA,33.0,16.4,2.2,5.6,0.395,0.5,0.34,1.7,0.415,0.441,0.9,1.1,0.857,0.3,1.2,1.5,2.2,0.5,0.2,1.3,5.8,2001-02,0,0.48,0.16
Donnell Harvey,2TM,47.0,17.9,2.3,4.6,0.498,0.0,,2.3,0.498,0.498,1.1,1.9,0.6,1.7,3.1,4.8,0.8,0.4,0.5,0.7,5.7,2001-02,0,0.52,0.18
Kevin Ollie,2TM,81.0,21.3,1.7,4.4,0.388,0.0,0.5,1.7,0.387,0.39,2.3,2.8,0.824,0.3,2.0,2.3,3.6,0.8,0.0,1.3,5.7,2001-02,0,0.51,0.1
Jeff Foster,IND,82.0,21.8,2.2,4.8,0.449,0.0,0.133,2.1,0.462,0.452,1.4,2.2,0.61,2.5,4.3,6.8,0.9,0.9,0.5,1.0,5.7,2001-02,0,0.49,0.13
Kendall Gill,MIA,65.0,21.7,2.5,6.5,0.384,0.1,0.136,2.4,0.413,0.391,0.6,1.0,0.677,0.4,2.4,2.8,1.5,0.7,0.1,0.8,5.7,2001-02,0,0.41,0.09
Tracy Murray,TOR,40.0,11.8,2.1,5.2,0.411,1.0,0.385,1.1,0.437,0.507,0.4,0.5,0.81,0.5,0.9,1.3,0.5,0.3,0.2,0.6,5.7,2001-02,0,0.53,0.11
Tariq Abdul-Wahad,2TM,24.0,18.4,2.3,6.1,0.374,0.0,0.5,2.3,0.372,0.378,1.0,1.4,0.727,1.7,1.8,3.5,1.0,0.8,0.4,1.1,5.6,2001-02,0,0.42,0.25
Wang Zhizhi,DAL,55.0,10.9,2.0,4.5,0.44,0.9,0.414,1.1,0.462,0.536,0.8,1.0,0.737,0.3,1.7,2.0,0.4,0.2,0.3,0.5,5.6,2001-02,0,0.57,0.1
Alan Henderson,ATL,26.0,16.2,2.3,4.5,0.509,0.0,1.0,2.2,0.504,0.513,0.9,1.7,0.533,1.2,2.5,3.7,0.4,0.4,0.6,0.8,5.5,2001-02,0,0.52,0.26
Tony Massenburg,MEM,73.0,17.1,2.2,4.8,0.456,0.0,1.0,2.2,0.454,0.457,1.2,1.6,0.718,1.4,3.1,4.4,0.4,0.4,0.4,0.9,5.5,2001-02,0,0.5,0.1
