Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
Corey Maggette,LAC,73.0,36.0,6.2,13.9,0.447,1.0,0.329,5.2,0.482,0.485,7.2,8.5,0.848,1.3,4.6,5.9,3.1,0.9,0.2,2.8,20.7,2003-04,0.59,0.26,0
Amar'e Stoudemire,PHO,55.0,36.8,7.5,15.7,0.475,0.0,0.2,7.5,0.477,0.476,5.6,7.9,0.713,2.9,6.2,9.0,1.4,1.2,1.6,3.2,20.6,2003-04,0.54,0.37,0
Stephon Marbury,2TM,81.0,40.2,7.4,17.1,0.431,1.1,0.318,6.3,0.46,0.463,4.4,5.4,0.817,0.7,2.5,3.2,8.9,1.6,0.1,3.1,20.2,2003-04,0.52,0.25,0
Jermaine O'Neal,IND,78.0,35.7,7.8,17.9,0.434,0.0,0.111,7.8,0.438,0.435,4.5,5.9,0.757,2.5,7.5,10.0,2.1,0.8,2.6,2.3,20.1,2003-04,0.49,0.28,0
Zach Randolph,POR,81.0,37.9,8.2,16.9,0.485,0.0,0.2,8.2,0.486,0.485,3.7,4.9,0.761,3.0,7.5,10.5,2.0,0.8,0.5,3.0,20.1,2003-04,0.53,0.26,0
Elton Brand,LAC,69.0,38.7,7.0,14.2,0.493,0.0,0.0,7.0,0.493,0.493,6.0,7.7,0.773,3.9,6.4,10.3,3.3,0.9,2.2,2.8,20.0,2003-04,0.57,0.36,0
Sam Cassell,MIN,81.0,35.0,7.7,15.7,0.488,0.9,0.398,6.7,0.504,0.517,3.6,4.1,0.873,0.5,2.8,3.3,7.3,1.3,0.2,2.7,19.8,2003-04,0.57,0.26,0
Gilbert Arenas,WAS,55.0,37.6,6.5,16.6,0.392,2.3,0.375,4.2,0.401,0.46,4.3,5.8,0.748,1.0,3.6,4.6,5.0,1.9,0.2,4.1,19.6,2003-04,0.51,0.28,0
Shawn Marion,PHO,79.0,40.7,7.5,17.0,0.44,1.1,0.34,6.3,0.465,0.474,2.9,3.4,0.851,2.7,6.6,9.3,2.7,2.1,1.3,2.0,19.0,2003-04,0.51,0.28,0
Larry Hughes,WAS,61.0,33.8,6.6,16.5,0.397,1.3,0.341,5.3,0.414,0.437,4.4,5.5,0.797,1.6,3.8,5.3,2.4,1.6,0.4,2.5,18.8,2003-04,0.5,0.25,0
Jason Richardson,GSW,78.0,37.6,7.2,16.5,0.438,1.0,0.282,6.2,0.481,0.468,3.3,4.8,0.684,1.6,5.1,6.7,2.9,1.1,0.5,2.5,18.7,2003-04,0.5,0.21,0
Chris Webber,SAC,23.0,36.1,7.6,18.3,0.413,0.0,0.2,7.5,0.416,0.414,3.5,5.0,0.711,2.1,6.6,8.7,4.6,1.3,0.9,2.6,18.7,2003-04,0.46,0.84,1
Michael Finley,DAL,72.0,38.6,7.1,16.1,0.443,2.1,0.405,5.1,0.461,0.508,2.3,2.7,0.85,1.1,3.4,4.5,2.9,1.2,0.5,1.2,18.6,2003-04,0.54,0.24,0
Allan Houston,NYK,50.0,36.0,6.8,15.6,0.435,1.7,0.431,5.1,0.437,0.491,3.1,3.4,0.913,0.4,2.0,2.4,2.0,0.8,0.0,2.0,18.5,2003-04,0.54,0.25,0
Richard Jefferson,NJN,82.0,38.2,6.8,13.6,0.498,0.6,0.364,6.2,0.516,0.519,4.4,5.7,0.763,1.3,4.3,5.7,3.8,1.1,0.3,2.4,18.5,2003-04,0.57,0.23,0
Mike Bibby,SAC,82.0,36.3,6.4,14.3,0.45,1.8,0.392,4.6,0.479,0.514,3.7,4.5,0.815,0.8,2.6,3.4,5.4,1.4,0.2,2.1,18.4,2003-04,0.57,0.22,0
Metta World Peace,IND,73.0,37.2,6.4,15.2,0.421,1.0,0.31,5.4,0.452,0.455,4.4,6.0,0.733,1.4,3.9,5.3,3.7,2.1,0.7,2.8,18.3,2003-04,0.51,0.23,0
Stephen Jackson,ATL,80.0,36.8,6.7,15.8,0.425,1.8,0.34,4.9,0.469,0.483,2.9,3.7,0.785,1.2,3.4,4.6,3.1,1.8,0.3,2.8,18.1,2003-04,0.52,0.19,0
Rashard Lewis,SEA,80.0,36.6,6.7,15.4,0.435,1.8,0.376,4.9,0.463,0.494,2.6,3.4,0.763,1.7,4.8,6.5,2.2,1.2,0.7,1.7,17.8,2003-04,0.53,0.22,0
Pau Gasol,MEM,78.0,31.5,6.5,13.4,0.482,0.1,0.267,6.4,0.485,0.484,4.7,6.6,0.714,2.6,5.1,7.7,2.5,0.6,1.7,2.4,17.7,2003-04,0.54,0.24,0
Richard Hamilton,DET,78.0,35.5,6.8,14.9,0.455,0.2,0.265,6.6,0.466,0.462,3.8,4.4,0.868,1.0,2.6,3.6,4.0,1.3,0.2,2.7,17.6,2003-04,0.52,0.2,0
Yao Ming,HOU,82.0,32.8,6.5,12.5,0.522,0.0,0.0,6.5,0.523,0.522,4.4,5.4,0.809,2.4,6.6,9.0,1.5,0.3,1.9,2.5,17.5,2003-04,0.59,0.25,0
Jamal Crawford,CHI,80.0,35.1,6.4,16.5,0.386,2.1,0.317,4.3,0.432,0.449,2.5,3.0,0.833,0.6,3.0,3.5,5.1,1.4,0.4,2.4,17.3,2003-04,0.49,0.18,0
Eddie Jones,MIA,81.0,37.0,5.8,14.3,0.409,2.2,0.37,3.7,0.437,0.486,3.4,4.1,0.835,0.5,3.3,3.8,3.2,1.1,0.4,1.6,17.3,2003-04,0.54,0.19,0
Quentin Richardson,LAC,65.0,36.0,6.5,16.4,0.398,1.8,0.352,4.7,0.42,0.454,2.3,3.1,0.74,2.2,4.1,6.4,2.1,1.0,0.3,2.2,17.2,2003-04,0.48,0.22,0
Lamar Odom,MIA,80.0,37.5,6.1,14.1,0.43,0.8,0.298,5.3,0.46,0.457,4.3,5.7,0.742,2.0,7.7,9.7,4.1,1.1,0.9,3.0,17.1,2003-04,0.51,0.26,0
Juwan Howard,ORL,81.0,35.5,6.5,14.4,0.453,0.0,0.0,6.5,0.453,0.453,3.9,4.9,0.809,2.1,4.9,7.0,2.0,0.7,0.3,2.2,17.0,2003-04,0.51,0.2,0
Chauncey Billups,DET,78.0,35.4,5.0,12.8,0.394,1.7,0.388,3.4,0.396,0.459,5.2,5.9,0.878,0.4,3.1,3.5,5.7,1.1,0.1,2.4,16.9,2003-04,0.55,0.21,0
Latrell Sprewell,MIN,82.0,37.8,6.3,15.4,0.409,1.2,0.331,5.1,0.433,0.448,2.9,3.6,0.814,0.7,3.1,3.8,3.5,1.1,0.3,1.9,16.8,2003-04,0.49,0.17,0
Jason Terry,ATL,81.0,37.3,6.2,14.8,0.417,1.8,0.347,4.4,0.455,0.478,2.7,3.2,0.827,0.6,3.5,4.1,5.4,1.5,0.2,2.8,16.8,2003-04,0.52,0.2,0
Joe Johnson,PHO,82.0,40.6,6.8,15.7,0.43,1.0,0.305,5.8,0.463,0.462,2.1,2.8,0.75,1.0,3.7,4.7,4.4,1.1,0.3,2.4,16.7,2003-04,0.49,0.19,0
Kenyon Martin,NJN,65.0,34.6,6.8,13.8,0.488,0.1,0.28,6.6,0.494,0.492,3.1,4.5,0.684,2.0,7.4,9.5,2.5,1.5,1.3,2.6,16.7,2003-04,0.53,0.32,0
Steve Francis,HOU,79.0,40.4,5.7,14.1,0.403,0.9,0.292,4.8,0.435,0.436,4.3,5.5,0.775,1.5,4.0,5.5,6.2,1.8,0.4,3.7,16.6,2003-04,0.5,0.22,0
Glenn Robinson,PHI,42.0,31.8,6.5,14.6,0.448,0.8,0.34,5.7,0.469,0.476,2.7,3.3,0.832,1.1,3.4,4.5,1.4,1.0,0.2,2.5,16.6,2003-04,0.52,0.3,0
Andrei Kirilenko,UTA,78.0,37.1,5.3,11.9,0.443,0.9,0.338,4.4,0.471,0.479,5.0,6.4,0.79,2.9,5.2,8.1,3.1,1.9,2.8,2.8,16.5,2003-04,0.56,0.28,0
Shareef Abdur-Rahim,2TM,85.0,31.6,5.9,12.4,0.475,0.1,0.265,5.8,0.482,0.48,4.4,5.0,0.869,2.2,5.3,7.5,2.0,0.8,0.4,2.2,16.3,2003-04,0.56,0.21,0
Matt Harpring,UTA,31.0,36.6,6.2,13.2,0.471,0.3,0.242,6.0,0.491,0.48,3.5,5.1,0.688,2.9,5.0,8.0,2.0,0.7,0.1,2.1,16.2,2003-04,0.52,0.53,0
Dwyane Wade,MIA,61.0,34.9,6.1,13.1,0.465,0.3,0.302,5.8,0.477,0.475,3.8,5.1,0.747,1.4,2.7,4.0,4.5,1.4,0.6,3.2,16.2,2003-04,0.53,0.25,0
Keith Van Horn,2TM,72.0,32.5,5.7,12.5,0.454,1.3,0.399,4.4,0.473,0.506,3.5,4.0,0.859,2.1,4.9,7.0,1.7,0.9,0.5,2.3,16.1,2003-04,0.56,0.23,0
Rasheed Wallace,3TM,68.0,35.1,6.3,14.3,0.436,1.2,0.331,5.0,0.472,0.478,2.3,3.1,0.736,1.5,5.3,6.8,2.3,0.9,1.8,1.8,16.0,2003-04,0.51,0.25,0
Rasheed Wallace,POR,45.0,37.2,6.6,14.9,0.442,1.3,0.341,5.3,0.478,0.487,2.6,3.4,0.742,1.5,5.1,6.6,2.5,0.8,1.6,1.9,17.0,2003-04,0.52,0.39,0
Rasheed Wallace,ATL,1.0,42.0,8.0,24.0,0.333,1.0,0.167,7.0,0.389,0.354,3.0,3.0,1.0,1.0,5.0,6.0,2.0,1.0,5.0,3.0,20.0,2003-04,0.39,15.0,0
Rasheed Wallace,DET,22.0,30.6,5.5,12.8,0.431,1.0,0.319,4.5,0.467,0.47,1.7,2.5,0.704,1.5,5.6,7.0,1.8,1.1,2.0,1.3,13.7,2003-04,0.49,0.74,0
Cuttino Mobley,HOU,80.0,40.4,5.8,13.5,0.426,2.1,0.39,3.7,0.448,0.501,2.2,2.7,0.811,0.5,4.0,4.5,3.2,1.3,0.4,2.3,15.8,2003-04,0.54,0.18,0
Jalen Rose,2TM,66.0,37.8,5.8,14.4,0.402,1.0,0.342,4.8,0.419,0.439,2.8,3.5,0.81,0.5,3.5,4.0,5.0,0.8,0.3,3.2,15.5,2003-04,0.49,0.2,0
Carlos Boozer,CLE,75.0,34.6,6.3,12.0,0.523,0.0,0.167,6.3,0.526,0.524,2.9,3.8,0.768,3.1,8.4,11.4,2.0,1.0,0.7,1.8,15.5,2003-04,0.57,0.3,0
Jason Kidd,NJN,67.0,36.6,5.5,14.3,0.384,1.4,0.321,4.1,0.411,0.433,3.1,3.7,0.827,1.3,5.1,6.4,9.2,1.8,0.2,3.2,15.5,2003-04,0.49,0.31,1
Zydrunas Ilgauskas,CLE,81.0,31.3,5.8,11.9,0.483,0.0,0.286,5.7,0.484,0.484,3.7,5.0,0.746,3.4,4.6,8.1,1.3,0.5,2.5,2.0,15.3,2003-04,0.54,0.23,0
Antawn Jamison,DAL,82.0,29.0,6.0,11.1,0.535,0.2,0.4,5.8,0.541,0.543,2.7,3.6,0.748,2.8,3.5,6.3,0.9,1.0,0.4,1.0,14.8,2003-04,0.58,0.2,0
Andre Miller,DEN,82.0,34.6,5.2,11.5,0.457,0.1,0.185,5.1,0.477,0.463,4.2,5.0,0.832,1.5,2.9,4.5,6.1,1.7,0.3,2.6,14.8,2003-04,0.54,0.22,0
Donyell Marshall,2TM,82.0,36.4,5.7,12.4,0.461,1.6,0.403,4.1,0.488,0.525,1.6,2.2,0.736,2.6,7.3,9.9,1.5,1.1,1.5,1.4,14.7,2003-04,0.55,0.24,0
Tim Thomas,2TM,66.0,31.7,5.5,12.3,0.446,1.1,0.376,4.4,0.468,0.491,2.6,3.3,0.784,1.0,3.9,4.8,1.9,1.0,0.3,1.8,14.7,2003-04,0.53,0.2,0
Eddy Curry,CHI,73.0,29.5,5.7,11.5,0.496,0.0,1.0,5.7,0.496,0.497,3.2,4.8,0.671,2.0,4.2,6.2,0.9,0.3,1.1,2.4,14.7,2003-04,0.54,0.18,0
Tony Parker,SAS,75.0,34.4,5.6,12.6,0.447,0.8,0.312,4.8,0.483,0.48,2.5,3.6,0.702,0.6,2.6,3.2,5.5,0.8,0.1,2.4,14.7,2003-04,0.52,0.18,0
Gary Payton,LAL,82.0,34.5,5.9,12.5,0.471,0.7,0.333,5.2,0.497,0.498,2.2,3.1,0.714,0.9,3.3,4.2,5.5,1.2,0.2,1.8,14.6,2003-04,0.53,0.2,0
Steve Nash,DAL,78.0,33.5,5.1,10.8,0.47,1.3,0.405,3.8,0.498,0.531,2.9,3.2,0.916,0.8,2.2,3.0,8.8,0.9,0.1,2.7,14.5,2003-04,0.59,0.24,1
Ricky Davis,2TM,79.0,31.3,5.6,12.0,0.469,0.7,0.371,5.0,0.486,0.497,2.5,3.5,0.718,1.0,3.6,4.5,3.3,1.2,0.3,2.4,14.4,2003-04,0.53,0.18,0
Desmond Mason,MIL,82.0,30.9,5.0,10.6,0.472,0.1,0.231,4.9,0.483,0.477,4.3,5.6,0.769,1.1,3.2,4.4,1.9,0.7,0.3,1.8,14.4,2003-04,0.55,0.16,0
Voshon Lenard,DEN,73.0,30.6,5.4,12.8,0.422,1.5,0.367,3.9,0.447,0.479,2.0,2.5,0.791,0.6,2.1,2.7,2.1,0.8,0.2,1.4,14.2,2003-04,0.51,0.15,0
Brad Miller,SAC,72.0,36.4,5.2,10.2,0.51,0.2,0.316,5.0,0.521,0.518,3.6,4.6,0.778,2.7,7.7,10.3,4.3,0.9,1.2,2.0,14.1,2003-04,0.58,0.32,0
Antoine Walker,DAL,82.0,34.6,5.9,13.8,0.428,1.0,0.269,4.9,0.487,0.464,1.3,2.3,0.554,2.4,5.9,8.3,4.5,0.8,0.8,2.5,14.0,2003-04,0.47,0.21,0
David Wesley,NOH,61.0,32.8,5.1,13.1,0.389,1.5,0.323,3.6,0.425,0.446,2.2,3.0,0.753,0.5,1.7,2.2,2.9,1.2,0.2,1.6,14.0,2003-04,0.49,0.17,0
Jerry Stackhouse,WAS,26.0,29.8,4.9,12.3,0.399,0.9,0.354,4.0,0.41,0.435,3.2,4.0,0.806,0.6,3.0,3.6,4.0,0.9,0.1,3.4,13.9,2003-04,0.49,0.42,0
Bobby Jackson,SAC,50.0,23.7,5.3,11.8,0.444,1.6,0.37,3.6,0.488,0.513,1.6,2.2,0.752,1.1,2.4,3.5,2.1,1.0,0.2,1.3,13.8,2003-04,0.54,0.24,0
James Posey,MEM,82.0,29.9,4.5,9.4,0.478,1.4,0.386,3.1,0.533,0.551,3.4,4.1,0.83,1.1,3.8,4.9,1.5,1.7,0.5,1.4,13.7,2003-04,0.61,0.19,0
Derek Anderson,POR,51.0,35.5,4.5,12.0,0.376,1.5,0.305,3.0,0.428,0.44,3.0,3.7,0.824,0.5,3.1,3.6,4.5,1.3,0.1,1.8,13.6,2003-04,0.5,0.26,0
Jamaal Magloire,NOH,82.0,33.9,4.7,9.9,0.473,0.0,0.0,4.7,0.474,0.473,4.3,5.7,0.751,3.3,7.1,10.3,1.0,0.5,1.2,2.5,13.6,2003-04,0.55,0.21,0
Kenny Thomas,PHI,74.0,36.5,5.1,11.0,0.469,0.0,0.2,5.1,0.47,0.469,3.3,4.4,0.752,3.5,6.6,10.1,1.5,1.1,0.4,2.3,13.6,2003-04,0.53,0.24,0
Damon Stoudamire,POR,82.0,38.0,5.0,12.4,0.401,1.9,0.365,3.1,0.426,0.477,1.5,1.8,0.876,0.6,3.1,3.8,6.1,1.2,0.1,2.2,13.4,2003-04,0.51,0.18,0
Al Harrington,IND,79.0,30.9,5.3,11.5,0.463,0.3,0.273,5.1,0.481,0.475,2.3,3.2,0.734,2.1,4.4,6.4,1.7,1.0,0.3,2.1,13.3,2003-04,0.52,0.17,0
Karl Malone,LAL,42.0,32.7,4.6,9.5,0.483,0.0,0.0,4.6,0.484,0.483,4.0,5.4,0.747,1.5,7.3,8.7,3.9,1.2,0.5,2.5,13.2,2003-04,0.56,0.45,0
Kerry Kittles,NJN,82.0,34.7,5.3,11.7,0.453,1.2,0.351,4.1,0.493,0.503,1.3,1.7,0.787,0.7,3.3,4.0,2.5,1.5,0.5,1.2,13.1,2003-04,0.53,0.17,0
Jim Jackson,HOU,80.0,39.0,4.8,11.3,0.424,2.0,0.4,2.8,0.444,0.514,1.3,1.6,0.843,0.7,5.4,6.1,2.8,1.1,0.3,2.2,12.9,2003-04,0.54,0.18,0
Manu Ginóbili,SAS,77.0,29.4,4.3,10.2,0.418,1.1,0.359,3.1,0.445,0.474,3.1,3.9,0.802,1.1,3.4,4.5,3.8,1.8,0.2,2.1,12.8,2003-04,0.54,0.19,0
Carlos Arroyo,UTA,71.0,28.3,4.8,10.8,0.441,0.5,0.325,4.2,0.462,0.466,2.5,3.2,0.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,12.6,2003-04,0.52,0.17,0
Nick Van Exel,GSW,39.0,32.2,4.8,12.3,0.39,1.2,0.307,3.6,0.429,0.438,1.8,2.5,0.707,0.4,2.3,2.7,5.3,0.5,0.1,2.0,12.6,2003-04,0.47,0.28,0
Ronald Murray,SEA,82.0,24.6,4.7,11.2,0.425,0.8,0.293,3.9,0.469,0.462,2.0,2.9,0.715,0.5,1.9,2.5,2.5,1.0,0.3,1.8,12.4,2003-04,0.5,0.12,0
Erick Dampier,GSW,74.0,32.5,4.7,8.8,0.535,0.0,0.0,4.7,0.537,0.535,2.9,4.5,0.654,4.6,7.3,12.0,0.8,0.4,1.9,1.8,12.3,2003-04,0.57,0.27,0
Bonzi Wells,2TM,72.0,26.0,5.0,11.8,0.427,0.3,0.319,4.7,0.437,0.44,1.9,2.5,0.754,1.1,2.5,3.6,1.9,1.3,0.3,2.2,12.3,2003-04,0.48,0.14,0
Kirk Hinrich,CHI,76.0,35.6,4.2,10.8,0.386,1.9,0.39,2.3,0.383,0.474,1.8,2.2,0.804,0.6,2.9,3.4,6.8,1.3,0.3,2.7,12.0,2003-04,0.51,0.19,0
Vladimir Radmanović,SEA,77.0,30.1,4.5,10.5,0.425,1.8,0.371,2.7,0.471,0.511,1.2,1.6,0.748,1.4,3.9,5.3,1.8,1.0,0.5,1.4,12.0,2003-04,0.54,0.17,0
Jeff McInnis,2TM,70.0,33.8,4.8,10.7,0.447,0.7,0.362,4.1,0.465,0.478,1.6,2.0,0.797,0.5,2.0,2.5,6.1,1.0,0.1,1.7,11.8,2003-04,0.51,0.19,0
Nenê,DEN,77.0,32.5,4.3,8.2,0.53,0.0,0.0,4.3,0.532,0.53,3.1,4.6,0.682,2.0,4.5,6.5,2.2,1.5,0.5,2.4,11.8,2003-04,0.58,0.19,0
Clifford Robinson,GSW,82.0,34.7,4.5,11.5,0.387,1.4,0.357,3.1,0.403,0.447,1.5,2.1,0.711,0.7,3.3,3.9,3.3,0.8,0.9,2.1,11.8,2003-04,0.47,0.13,0
Mike Dunleavy,GSW,75.0,31.1,4.3,9.6,0.449,1.3,0.37,3.1,0.491,0.514,1.8,2.5,0.741,1.2,4.7,5.9,2.9,0.9,0.2,1.9,11.7,2003-04,0.55,0.18,0
Drew Gooden,ORL,79.0,27.0,4.7,10.5,0.445,0.1,0.214,4.6,0.457,0.451,2.1,3.3,0.637,2.0,4.5,6.5,1.1,0.8,0.9,1.6,11.6,2003-04,0.49,0.16,0
Chris Bosh,TOR,75.0,33.5,4.4,9.5,0.459,0.1,0.357,4.3,0.461,0.463,2.7,3.8,0.701,2.5,4.9,7.4,1.0,0.8,1.4,1.4,11.5,2003-04,0.51,0.19,0
Maurice Taylor,HOU,75.0,27.7,4.9,10.2,0.48,0.0,0.0,4.9,0.481,0.48,1.7,2.3,0.736,1.7,3.4,5.1,1.4,0.6,0.6,2.0,11.5,2003-04,0.51,0.15,0
DeShawn Stevenson,2TM,80.0,30.6,4.7,10.9,0.432,0.2,0.268,4.5,0.446,0.443,1.7,2.6,0.676,1.0,2.7,3.7,2.0,0.7,0.2,1.5,11.4,2003-04,0.47,0.12,0
Gordan Giriček,2TM,73.0,28.0,4.3,9.9,0.436,0.8,0.395,3.5,0.448,0.478,1.8,2.2,0.854,0.7,2.4,3.1,1.7,0.8,0.2,1.4,11.3,2003-04,0.52,0.13,0
Jason Collier,ATL,20.0,27.3,4.0,8.3,0.479,0.1,0.25,3.9,0.484,0.482,3.4,4.3,0.788,1.8,3.8,5.6,0.9,0.6,0.6,1.6,11.3,2003-04,0.55,0.61,0
Raja Bell,UTA,82.0,24.6,4.0,9.8,0.409,0.8,0.373,3.3,0.418,0.447,2.4,3.0,0.786,0.7,2.2,2.9,1.3,0.8,0.2,1.4,11.2,2003-04,0.5,0.1,0
Mike Miller,MEM,65.0,27.2,4.2,9.5,0.438,1.2,0.372,2.9,0.474,0.503,1.6,2.2,0.723,0.6,2.7,3.3,3.6,0.9,0.2,1.6,11.1,2003-04,0.53,0.18,0
Kurt Thomas,NYK,80.0,31.9,4.9,10.4,0.473,0.0,0.0,4.9,0.475,0.473,1.3,1.6,0.835,1.8,6.5,8.3,1.9,0.7,1.0,1.7,11.1,2003-04,0.5,0.19,0
Darius Miles,2TM,79.0,26.3,4.6,9.5,0.485,0.1,0.175,4.5,0.502,0.489,1.6,2.4,0.642,1.4,3.1,4.5,2.1,0.8,0.8,1.6,10.9,2003-04,0.52,0.15,0
Kwame Brown,WAS,74.0,30.3,3.9,8.0,0.489,0.0,0.5,3.9,0.489,0.49,3.1,4.5,0.683,2.4,5.0,7.4,1.5,0.9,0.7,1.9,10.9,2003-04,0.55,0.19,0
Joe Smith,MIL,76.0,29.7,4.1,9.3,0.439,0.0,0.2,4.1,0.441,0.44,2.7,3.2,0.859,3.0,5.4,8.5,1.0,0.6,1.2,1.1,10.9,2003-04,0.51,0.2,0
Jason Williams,MEM,72.0,29.4,4.0,9.9,0.407,1.7,0.33,2.4,0.487,0.491,1.1,1.4,0.837,0.3,1.7,2.0,6.8,1.3,0.1,1.9,10.9,2003-04,0.52,0.18,0
Brent Barry,SEA,59.0,30.6,3.6,7.2,0.504,1.9,0.452,1.7,0.577,0.637,1.5,1.9,0.827,0.4,3.1,3.5,5.8,1.4,0.3,2.4,10.8,2003-04,0.67,0.26,0
Darrell Armstrong,NOH,79.0,28.4,3.7,9.3,0.395,1.7,0.315,2.0,0.508,0.487,1.6,1.8,0.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,10.6,2003-04,0.53,0.15,0
Speedy Claxton,GSW,60.0,26.6,3.7,8.7,0.427,0.1,0.182,3.7,0.438,0.431,3.0,3.7,0.813,0.6,2.0,2.6,4.5,1.6,0.2,1.7,10.6,2003-04,0.51,0.2,0
P.J. Brown,NOH,80.0,34.4,4.2,8.9,0.476,0.0,0.0,4.2,0.477,0.476,2.0,2.3,0.854,3.0,5.7,8.6,1.9,1.0,0.9,1.3,10.5,2003-04,0.53,0.21,0
Tyronn Lue,ORL,76.0,30.7,4.1,9.4,0.433,1.1,0.383,3.0,0.453,0.489,1.3,1.7,0.771,0.3,2.1,2.5,4.2,0.8,0.1,1.6,10.5,2003-04,0.52,0.14,0
Brian Skinner,MIL,56.0,28.2,4.6,9.2,0.497,0.0,,4.6,0.497,0.497,1.4,2.5,0.572,2.1,5.2,7.3,0.9,0.5,1.1,1.4,10.5,2003-04,0.51,0.24,0
Mark Blount,BOS,82.0,29.3,4.2,7.4,0.566,0.0,,4.2,0.566,0.566,1.9,2.7,0.719,2.5,4.7,7.2,0.9,1.0,1.3,1.8,10.3,2003-04,0.6,0.18,0
Tayshaun Prince,DET,82.0,32.9,4.1,8.8,0.467,0.7,0.363,3.4,0.496,0.507,1.3,1.7,0.766,1.1,3.6,4.8,2.3,0.8,0.8,1.5,10.3,2003-04,0.54,0.15,0
Eric Snow,PHI,82.0,36.2,3.6,8.7,0.413,0.0,0.111,3.6,0.42,0.414,3.1,3.9,0.797,0.8,2.7,3.4,6.9,1.2,0.1,2.3,10.3,2003-04,0.49,0.17,0
