Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Zach Randolph,MEM,75.0,36.3,8.0,15.8,0.503,0.1,0.186,7.9,0.515,0.507,4.0,5.3,0.758,4.3,7.8,12.2,2.2,0.8,0.3,2.0,20.1,2010-11,0,0.55,0.33
Rudy Gay,MEM,54.0,39.9,7.6,16.1,0.471,1.1,0.396,6.5,0.486,0.503,3.6,4.5,0.805,1.5,4.7,6.2,2.8,1.7,1.1,2.5,19.8,2010-11,0,0.55,0.36
Michael Beasley,MIN,73.0,32.3,7.7,17.1,0.45,0.8,0.366,6.9,0.463,0.474,3.0,4.0,0.753,1.6,4.0,5.6,2.2,0.7,0.7,2.7,19.2,2010-11,0,0.51,0.21
Paul Pierce,BOS,80.0,34.7,6.3,12.8,0.497,1.4,0.374,5.0,0.547,0.551,4.8,5.6,0.86,0.4,5.0,5.4,3.3,1.0,0.6,2.1,18.9,2010-11,0,0.62,0.25
David West,NOH,70.0,35.0,7.5,14.9,0.508,0.0,0.222,7.5,0.51,0.509,3.8,4.7,0.807,2.2,5.3,7.6,2.3,1.0,0.9,2.0,18.9,2010-11,0,0.56,0.29
Pau Gasol,LAL,82.0,37.0,7.2,13.7,0.529,0.0,0.333,7.2,0.53,0.53,4.3,5.2,0.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,18.8,2010-11,0,0.59,0.31
Chris Bosh,MIA,77.0,36.3,6.8,13.7,0.496,0.1,0.24,6.7,0.502,0.499,5.0,6.1,0.815,1.8,6.5,8.3,1.9,0.8,0.6,1.8,18.7,2010-11,0,0.57,0.27
Stephen Curry,GSW,74.0,33.6,6.8,14.2,0.48,2.0,0.442,4.8,0.498,0.551,2.9,3.1,0.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,18.6,2010-11,0,0.6,0.26
Al Jefferson,UTA,82.0,35.9,8.0,16.1,0.496,0.0,,8.0,0.496,0.496,2.7,3.5,0.761,2.9,6.8,9.7,1.8,0.6,1.9,1.3,18.6,2010-11,0,0.53,0.27
Stephen Jackson,CHA,67.0,35.9,6.5,15.8,0.411,1.8,0.337,4.7,0.449,0.468,3.7,4.6,0.816,0.8,3.7,4.5,3.6,1.2,0.4,3.1,18.5,2010-11,0,0.52,0.22
Luis Scola,HOU,74.0,32.6,7.7,15.3,0.504,0.0,0.0,7.7,0.505,0.504,2.9,3.9,0.738,2.0,6.2,8.2,2.5,0.6,0.6,2.0,18.3,2010-11,0,0.54,0.26
Joe Johnson,ATL,72.0,35.5,7.1,16.1,0.443,1.2,0.297,5.9,0.494,0.481,2.7,3.4,0.802,0.8,3.2,4.0,4.7,0.7,0.1,2.0,18.2,2010-11,0,0.52,0.22
Antawn Jamison,CLE,56.0,32.9,6.7,15.6,0.427,1.6,0.346,5.1,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,18.0,2010-11,0,0.52,0.29
Tyreke Evans,SAC,57.0,37.0,6.7,16.4,0.409,0.8,0.291,5.9,0.432,0.432,3.6,4.7,0.771,0.8,4.0,4.8,5.6,1.5,0.5,3.2,17.8,2010-11,0,0.48,0.28
Carlos Boozer,CHI,59.0,31.9,7.3,14.3,0.51,0.0,,7.3,0.51,0.51,2.9,4.1,0.701,2.2,7.4,9.6,2.5,0.8,0.3,2.5,17.5,2010-11,0,0.54,0.34
Tony Parker,SAS,78.0,32.4,7.1,13.7,0.519,0.3,0.357,6.8,0.531,0.531,3.0,3.9,0.769,0.4,2.7,3.1,6.6,1.2,0.0,2.6,17.5,2010-11,0,0.57,0.23
Luol Deng,CHI,82.0,39.1,6.5,14.1,0.46,1.4,0.345,5.1,0.506,0.51,3.1,4.1,0.753,1.4,4.4,5.8,2.8,1.0,0.6,1.9,17.4,2010-11,0,0.55,0.21
Manu Ginóbili,SAS,80.0,30.3,5.5,12.7,0.433,1.9,0.349,3.6,0.497,0.509,4.5,5.1,0.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,17.4,2010-11,0,0.58,0.22
Nick Young,WAS,64.0,31.8,6.4,14.6,0.441,1.6,0.387,4.8,0.462,0.497,2.9,3.6,0.816,0.4,2.3,2.7,1.2,0.7,0.3,1.4,17.4,2010-11,0,0.54,0.19
Paul Millsap,UTA,76.0,34.3,6.9,13.0,0.531,0.1,0.391,6.8,0.535,0.536,3.4,4.4,0.757,2.2,5.5,7.6,2.5,1.4,0.9,1.9,17.3,2010-11,0,0.58,0.27
DeMar DeRozan,TOR,82.0,34.8,6.6,14.1,0.467,0.1,0.096,6.5,0.485,0.469,4.0,4.9,0.813,0.9,2.9,3.8,1.8,1.0,0.4,1.8,17.2,2010-11,0,0.53,0.17
Chauncey Billups,2TM,72.0,32.1,4.7,11.0,0.427,2.0,0.402,2.7,0.448,0.519,5.3,5.8,0.916,0.3,2.3,2.6,5.4,1.0,0.2,2.5,16.8,2010-11,0,0.62,0.23
Andray Blatche,WAS,64.0,33.9,6.7,15.0,0.445,0.1,0.222,6.6,0.449,0.447,3.4,4.4,0.777,2.9,5.4,8.2,2.3,1.5,0.8,2.7,16.8,2010-11,0,0.5,0.28
Ray Allen,BOS,80.0,36.1,6.0,12.2,0.491,2.1,0.444,3.9,0.52,0.577,2.4,2.7,0.881,0.6,2.8,3.4,2.7,1.0,0.2,1.5,16.5,2010-11,0,0.62,0.2
David Lee,GSW,73.0,36.1,6.8,13.4,0.507,0.0,0.333,6.8,0.508,0.508,2.9,3.7,0.787,3.0,6.8,9.8,3.2,1.0,0.4,2.3,16.5,2010-11,0,0.55,0.29
Josh Smith,ATL,77.0,34.4,6.5,13.5,0.477,0.7,0.331,5.8,0.503,0.502,3.0,4.1,0.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,16.5,2010-11,0,0.54,0.27
John Wall,WAS,69.0,37.8,5.8,14.1,0.409,0.5,0.296,5.3,0.425,0.427,4.4,5.7,0.766,0.5,4.1,4.6,8.3,1.8,0.5,3.8,16.4,2010-11,0,0.49,0.26
Dorell Wright,GSW,82.0,38.4,5.9,14.0,0.423,2.4,0.376,3.5,0.462,0.508,2.2,2.8,0.789,1.1,4.2,5.3,3.0,1.5,0.8,1.6,16.4,2010-11,0,0.54,0.2
Brandon Jennings,MIL,63.0,34.4,5.7,14.7,0.39,1.6,0.323,4.2,0.422,0.443,3.2,3.9,0.809,0.7,3.0,3.7,4.8,1.5,0.3,2.3,16.2,2010-11,0,0.49,0.23
Wesley Matthews,POR,82.0,33.6,5.4,11.9,0.449,1.9,0.407,3.5,0.476,0.528,3.2,3.8,0.844,0.6,2.6,3.1,2.0,1.2,0.1,1.7,15.9,2010-11,0,0.59,0.16
Chris Paul,NOH,80.0,36.0,5.4,11.6,0.463,0.9,0.388,4.5,0.482,0.502,4.2,4.8,0.878,0.5,3.6,4.1,9.8,2.4,0.1,2.2,15.9,2010-11,0,0.58,0.29
Jason Terry,DAL,82.0,31.3,6.0,13.3,0.451,1.5,0.362,4.5,0.493,0.509,2.2,2.6,0.85,0.3,1.6,1.9,4.1,1.1,0.2,2.0,15.8,2010-11,0,0.55,0.16
Gerald Wallace,2TM,71.0,37.9,5.4,12.0,0.454,0.9,0.333,4.6,0.487,0.49,3.9,5.3,0.746,1.6,6.5,8.0,2.4,1.5,0.9,2.1,15.7,2010-11,0,0.55,0.26
Jason Richardson,2TM,80.0,33.9,5.9,13.2,0.447,2.4,0.395,3.5,0.49,0.536,1.5,2.0,0.73,0.8,3.3,4.1,1.8,1.2,0.2,1.2,15.6,2010-11,0,0.55,0.17
Danilo Gallinari,2TM,62.0,33.9,4.3,10.3,0.414,1.7,0.352,2.6,0.467,0.495,5.4,6.3,0.862,1.0,4.0,4.9,1.7,0.8,0.4,1.3,15.6,2010-11,0,0.6,0.25
Raymond Felton,2TM,75.0,36.5,5.7,13.4,0.425,1.5,0.353,4.1,0.46,0.483,2.6,3.2,0.805,0.6,2.9,3.6,8.3,1.7,0.1,2.9,15.5,2010-11,0,0.52,0.24
Rodney Stuckey,DET,70.0,31.2,5.2,11.8,0.439,0.4,0.289,4.8,0.457,0.455,4.7,5.4,0.866,1.0,2.1,3.1,5.2,1.1,0.1,2.2,15.5,2010-11,0,0.55,0.22
Wilson Chandler,2TM,72.0,33.3,6.0,13.2,0.45,1.6,0.35,4.4,0.501,0.509,1.8,2.2,0.807,1.0,4.6,5.7,1.7,0.7,1.3,1.4,15.3,2010-11,0,0.54,0.22
Al Horford,ATL,77.0,35.1,6.7,12.0,0.557,0.0,0.5,6.6,0.557,0.558,1.9,2.4,0.798,2.4,7.0,9.3,3.5,0.8,1.0,1.5,15.3,2010-11,0,0.59,0.29
Devin Harris,2TM,71.0,31.7,4.8,11.5,0.422,0.8,0.322,4.0,0.45,0.458,4.7,5.7,0.833,0.2,2.1,2.4,7.1,1.0,0.1,2.9,15.2,2010-11,0,0.54,0.21
Elton Brand,PHI,81.0,34.7,6.2,12.1,0.512,0.0,0.0,6.2,0.512,0.512,2.6,3.4,0.78,2.9,5.4,8.3,1.5,1.1,1.3,1.2,15.0,2010-11,0,0.55,0.24
Caron Butler,DAL,29.0,29.9,5.9,13.0,0.45,1.0,0.431,4.9,0.454,0.487,2.3,3.0,0.773,0.8,3.3,4.1,1.6,1.0,0.3,1.7,15.0,2010-11,0,0.52,0.43
Kevin Garnett,BOS,71.0,31.3,6.1,11.6,0.528,0.0,0.2,6.1,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,14.9,2010-11,0,0.57,0.29
Steve Nash,PHO,75.0,33.3,5.3,10.8,0.492,1.1,0.395,4.2,0.525,0.542,3.0,3.3,0.912,0.5,2.9,3.5,11.4,0.6,0.1,3.5,14.7,2010-11,0,0.6,0.28
Nenê,DEN,75.0,30.5,5.4,8.7,0.615,0.0,0.2,5.3,0.618,0.615,3.8,5.4,0.711,1.9,5.7,7.6,2.0,1.1,1.0,1.8,14.5,2010-11,0,0.65,0.26
D.J. Augustin,CHA,82.0,33.6,4.9,11.7,0.416,1.4,0.333,3.5,0.461,0.474,3.3,3.6,0.906,0.5,2.3,2.7,6.1,0.7,0.0,1.9,14.4,2010-11,0,0.54,0.18
Lamar Odom,LAL,82.0,32.2,5.8,10.9,0.53,0.8,0.382,4.9,0.566,0.568,2.0,3.0,0.675,2.1,6.5,8.7,3.0,0.6,0.7,1.7,14.4,2010-11,0,0.59,0.24
Jamal Crawford,ATL,76.0,30.2,4.8,11.5,0.421,1.6,0.341,3.3,0.474,0.489,2.9,3.4,0.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,14.2,2010-11,0,0.55,0.14
DeMarcus Cousins,SAC,81.0,28.5,5.3,12.4,0.43,0.0,0.167,5.3,0.435,0.432,3.4,5.0,0.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,14.1,2010-11,0,0.48,0.19
Richard Hamilton,DET,55.0,27.2,5.2,12.2,0.429,1.0,0.382,4.2,0.442,0.47,2.7,3.1,0.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,14.1,2010-11,0,0.52,0.21
Andre Iguodala,PHI,67.0,36.9,5.0,11.3,0.445,0.9,0.337,4.1,0.479,0.486,3.1,4.5,0.693,0.9,4.9,5.8,6.3,1.5,0.6,2.1,14.1,2010-11,0,0.53,0.28
Tayshaun Prince,DET,78.0,32.8,6.1,12.8,0.473,0.4,0.347,5.6,0.486,0.49,1.5,2.2,0.702,1.0,3.2,4.2,2.8,0.4,0.5,1.1,14.1,2010-11,0,0.51,0.17
Mo Williams,2TM,58.0,30.8,5.0,12.6,0.399,1.4,0.324,3.7,0.436,0.453,2.6,3.1,0.853,0.4,2.3,2.6,6.6,0.9,0.2,2.9,14.0,2010-11,0,0.5,0.23
Vince Carter,2TM,73.0,28.1,5.3,12.2,0.437,1.6,0.361,3.7,0.479,0.502,1.8,2.4,0.74,0.7,3.0,3.8,2.0,0.9,0.3,1.2,14.0,2010-11,0,0.53,0.17
Jrue Holiday,PHI,82.0,35.4,5.4,12.2,0.446,1.0,0.365,4.5,0.47,0.487,2.1,2.5,0.823,0.8,3.2,4.0,6.5,1.5,0.4,2.7,14.0,2010-11,0,0.53,0.2
John Salmons,MIL,73.0,35.0,5.1,12.3,0.415,1.1,0.379,4.0,0.427,0.462,2.7,3.3,0.813,0.4,3.3,3.6,3.5,1.0,0.4,1.9,14.0,2010-11,0,0.51,0.18
J.J. Hickson,CLE,80.0,28.2,5.4,11.7,0.458,0.0,0.0,5.4,0.461,0.458,3.1,4.6,0.673,2.7,6.0,8.7,1.1,0.6,0.7,2.2,13.8,2010-11,0,0.5,0.19
Mike Conley,MEM,81.0,35.5,5.2,11.8,0.444,1.0,0.369,4.2,0.466,0.486,2.2,3.0,0.733,0.4,2.7,3.0,6.5,1.8,0.2,2.2,13.7,2010-11,0,0.52,0.19
Beno Udrih,SAC,79.0,34.6,5.2,10.4,0.5,0.8,0.357,4.4,0.54,0.539,2.5,2.9,0.864,0.5,2.8,3.4,4.9,1.2,0.1,1.8,13.7,2010-11,0,0.59,0.2
Lou Williams,PHI,75.0,23.3,4.3,10.6,0.406,1.2,0.348,3.1,0.434,0.462,3.9,4.7,0.823,0.4,1.6,2.0,3.4,0.6,0.2,1.4,13.7,2010-11,0,0.54,0.15
Kyle Lowry,HOU,75.0,34.2,4.6,10.8,0.426,1.7,0.376,2.9,0.464,0.506,2.6,3.3,0.765,1.2,2.9,4.1,6.7,1.4,0.3,2.1,13.5,2010-11,0,0.55,0.23
Tim Duncan,SAS,76.0,28.4,5.5,11.0,0.5,0.0,0.0,5.5,0.502,0.5,2.4,3.4,0.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,13.4,2010-11,0,0.54,0.26
Jeff Green,2TM,75.0,32.4,4.9,10.9,0.449,0.9,0.303,4.1,0.499,0.488,2.6,3.3,0.811,1.0,3.8,4.8,1.4,0.7,0.5,1.3,13.3,2010-11,0,0.54,0.17
Leandro Barbosa,TOR,58.0,24.1,5.1,11.3,0.45,1.2,0.338,3.8,0.505,0.505,1.9,2.4,0.796,0.2,1.5,1.7,2.1,0.9,0.1,1.4,13.3,2010-11,0,0.54,0.17
Ramon Sessions,CLE,81.0,26.3,4.5,9.6,0.466,0.0,0.2,4.4,0.472,0.468,4.3,5.2,0.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,13.3,2010-11,0,0.56,0.18
Darren Collison,IND,79.0,29.9,5.0,11.0,0.457,0.5,0.331,4.5,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,13.2,2010-11,0,0.54,0.17
Grant Hill,PHO,80.0,30.1,5.0,10.3,0.484,0.6,0.395,4.4,0.498,0.511,2.7,3.2,0.829,1.0,3.3,4.2,2.5,0.8,0.4,1.7,13.2,2010-11,0,0.56,0.17
Anthony Morrow,NJN,58.0,32.0,4.8,10.7,0.45,1.9,0.423,2.9,0.469,0.539,1.7,1.8,0.897,0.6,2.3,3.0,1.2,0.3,0.1,0.9,13.2,2010-11,0,0.57,0.19
Baron Davis,2TM,58.0,28.4,5.0,11.9,0.417,1.4,0.339,3.6,0.458,0.475,1.7,2.3,0.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,13.1,2010-11,0,0.51,0.25
Jameer Nelson,ORL,76.0,30.5,4.9,11.0,0.446,1.6,0.401,3.4,0.471,0.517,1.7,2.1,0.802,0.5,2.5,3.0,6.0,1.0,0.0,2.6,13.1,2010-11,0,0.55,0.18
Marcus Thornton,2TM,73.0,24.3,4.8,11.1,0.434,1.2,0.367,3.6,0.462,0.488,2.0,2.5,0.788,0.8,2.7,3.5,1.8,0.9,0.1,1.3,12.8,2010-11,0,0.52,0.15
Andrew Bogut,MIL,65.0,35.3,5.6,11.4,0.495,0.0,0.0,5.6,0.497,0.495,1.5,3.3,0.442,3.1,8.0,11.1,2.0,0.7,2.6,1.9,12.8,2010-11,0,0.5,0.3
C.J. Miles,UTA,78.0,25.2,4.7,11.5,0.407,1.4,0.322,3.3,0.459,0.468,2.0,2.5,0.811,0.7,2.6,3.3,1.7,0.9,0.5,1.2,12.8,2010-11,0,0.51,0.14
Channing Frye,PHO,77.0,33.0,4.6,10.8,0.432,2.2,0.39,2.4,0.479,0.535,1.2,1.4,0.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,12.7,2010-11,0,0.56,0.19
Roy Hibbert,IND,81.0,27.7,5.1,11.0,0.461,0.0,0.0,5.1,0.463,0.461,2.5,3.4,0.745,2.2,5.3,7.5,2.0,0.4,1.8,2.3,12.7,2010-11,0,0.51,0.19
Andre Miller,POR,81.0,32.7,4.8,10.4,0.46,0.0,0.108,4.7,0.476,0.462,3.1,3.6,0.853,1.2,2.5,3.7,7.0,1.4,0.1,2.4,12.7,2010-11,0,0.53,0.2
Thaddeus Young,PHI,82.0,26.0,5.6,10.3,0.541,0.1,0.273,5.5,0.548,0.544,1.5,2.1,0.707,1.9,3.4,5.3,1.0,1.1,0.3,1.2,12.7,2010-11,0,0.57,0.17
Arron Afflalo,DEN,69.0,33.7,4.5,9.1,0.498,1.5,0.423,3.0,0.546,0.581,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,12.6,2010-11,0,0.62,0.2
Shawn Marion,DAL,80.0,28.2,5.4,10.4,0.52,0.1,0.152,5.4,0.536,0.523,1.6,2.1,0.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,12.5,2010-11,0,0.55,0.19
Nicolas Batum,POR,80.0,31.5,4.6,10.1,0.455,1.5,0.345,3.1,0.535,0.528,1.7,2.1,0.841,1.4,3.2,4.5,1.5,0.9,0.6,1.0,12.4,2010-11,0,0.56,0.16
Chris Kaman,LAC,32.0,26.2,5.5,11.8,0.471,0.0,,5.5,0.471,0.471,1.3,1.8,0.754,1.6,5.4,7.0,1.4,0.5,1.5,1.8,12.4,2010-11,0,0.49,0.44
J.R. Smith,DEN,79.0,24.9,4.3,9.9,0.435,1.6,0.39,2.7,0.466,0.514,2.1,2.8,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,12.3,2010-11,0,0.55,0.16
James Harden,OKC,82.0,26.7,3.6,8.3,0.436,1.4,0.349,2.3,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,12.2,2010-11,0,0.6,0.15
Brandon Roy,POR,47.0,27.9,4.4,11.1,0.4,0.8,0.333,3.6,0.418,0.436,2.5,2.9,0.848,0.6,2.0,2.6,2.7,0.8,0.3,1.2,12.2,2010-11,0,0.49,0.22
Corey Maggette,MIL,67.0,20.9,3.8,8.3,0.453,0.4,0.359,3.4,0.468,0.478,4.0,4.9,0.834,0.7,2.9,3.6,1.3,0.3,0.1,1.9,12.0,2010-11,0,0.57,0.15
Carl Landry,2TM,76.0,26.4,4.5,9.0,0.502,0.0,0.0,4.5,0.505,0.502,2.8,3.8,0.74,2.2,2.4,4.6,0.8,0.5,0.4,1.4,11.9,2010-11,0,0.56,0.15
Luke Ridnour,MIN,71.0,30.4,4.5,9.6,0.468,1.1,0.44,3.4,0.479,0.528,1.7,1.9,0.883,0.5,2.3,2.8,5.4,1.3,0.1,2.2,11.8,2010-11,0,0.57,0.2
Jordan Crawford,2TM,42.0,24.5,4.6,11.9,0.384,0.8,0.258,3.8,0.427,0.417,1.7,2.0,0.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,11.7,2010-11,0,0.46,0.2
Rashard Lewis,2TM,57.0,32.0,4.4,10.2,0.433,1.5,0.357,2.9,0.488,0.508,1.4,1.7,0.802,1.2,3.8,5.1,1.6,0.9,0.5,1.5,11.7,2010-11,0,0.53,0.21
Glen Davis,BOS,78.0,29.5,4.6,10.3,0.448,0.0,0.133,4.6,0.454,0.449,2.5,3.4,0.736,1.3,4.2,5.4,1.2,1.0,0.4,1.1,11.7,2010-11,0,0.5,0.15
Marc Gasol,MEM,81.0,31.9,4.5,8.5,0.527,0.0,0.429,4.5,0.528,0.529,2.7,3.6,0.748,1.9,5.1,7.0,2.5,0.9,1.7,1.8,11.7,2010-11,0,0.58,0.21
Andrei Kirilenko,UTA,64.0,31.2,4.0,8.5,0.467,0.6,0.367,3.4,0.489,0.5,3.3,4.2,0.77,1.6,3.5,5.1,3.0,1.3,1.2,1.8,11.7,2010-11,0,0.57,0.24
Ty Lawson,DEN,80.0,26.3,4.3,8.6,0.503,0.9,0.404,3.5,0.536,0.553,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1.0,0.1,1.7,11.7,2010-11,0,0.59,0.17
Joakim Noah,CHI,48.0,32.8,4.4,8.4,0.525,0.0,0.0,4.4,0.526,0.525,2.9,3.9,0.739,3.8,6.6,10.4,2.2,1.0,1.5,1.9,11.7,2010-11,0,0.58,0.41
Daniel Gibson,CLE,67.0,27.8,3.9,9.9,0.4,1.8,0.403,2.2,0.398,0.489,2.0,2.4,0.822,0.4,2.3,2.6,3.0,0.7,0.3,1.2,11.6,2010-11,0,0.53,0.16
George Hill,SAS,76.0,28.3,3.8,8.3,0.453,1.0,0.377,2.8,0.49,0.514,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,11.6,2010-11,0,0.59,0.15
Carlos Delfino,MIL,49.0,32.4,4.1,10.5,0.39,2.1,0.37,1.9,0.415,0.492,1.2,1.5,0.8,0.5,3.6,4.1,2.3,1.6,0.2,1.2,11.5,2010-11,0,0.52,0.24
Andrew Bynum,LAL,54.0,27.8,4.4,7.6,0.574,0.0,,4.4,0.574,0.574,2.6,3.9,0.66,3.1,6.3,9.4,1.4,0.4,2.0,1.4,11.3,2010-11,0,0.61,0.34
Boris Diaw,CHA,82.0,33.9,4.6,9.4,0.492,1.0,0.345,3.7,0.553,0.543,1.0,1.5,0.683,1.3,3.8,5.0,4.1,0.9,0.6,2.0,11.3,2010-11,0,0.56,0.18
Drew Gooden,MIL,35.0,24.6,4.5,10.3,0.431,0.1,0.15,4.4,0.447,0.435,2.3,2.9,0.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,11.3,2010-11,0,0.49,0.37
O.J. Mayo,MEM,71.0,26.3,4.3,10.5,0.407,1.4,0.364,2.9,0.431,0.471,1.4,1.8,0.756,0.5,1.9,2.4,2.0,1.0,0.4,1.4,11.3,2010-11,0,0.5,0.13
Brandon Bass,ORL,76.0,26.1,4.4,8.5,0.515,0.0,0.0,4.4,0.516,0.515,2.5,3.1,0.815,1.8,3.8,5.6,0.8,0.4,0.7,1.3,11.2,2010-11,0,0.57,0.17
Mike Dunleavy,IND,61.0,27.6,3.9,8.5,0.462,1.7,0.402,2.3,0.519,0.56,1.6,2.0,0.8,0.5,4.1,4.5,1.7,0.7,0.5,1.1,11.2,2010-11,0,0.6,0.2
Ben Gordon,DET,82.0,26.0,4.1,9.4,0.44,1.3,0.402,2.8,0.46,0.51,1.7,2.0,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,11.2,2010-11,0,0.54,0.11
