Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Rick Fox,BOS,82.0,25.6,4.1,8.9,0.467,0.4,0.33,3.7,0.489,0.49,2.1,2.8,0.757,1.3,3.0,4.3,2.6,1.0,0.6,1.9,10.8,1993-94,0,0.53,0.15
Mark Aguirre,LAC,39.0,22.0,4.2,8.9,0.468,0.9,0.398,3.2,0.494,0.522,1.3,1.8,0.694,0.7,2.3,3.0,2.7,0.5,0.2,1.8,10.6,1993-94,0,0.55,0.26
Tyrone Hill,CLE,57.0,25.4,3.8,7.0,0.543,0.0,0.0,3.8,0.545,0.543,3.0,4.5,0.668,3.2,5.5,8.8,0.8,0.9,0.6,1.4,10.6,1993-94,0,0.59,0.27
Harold Miner,MIA,63.0,21.6,4.0,8.4,0.477,0.1,0.667,4.0,0.475,0.481,2.4,2.9,0.828,1.2,1.3,2.5,1.5,0.5,0.2,1.5,10.5,1993-94,0,0.54,0.14
Harvey Grant,POR,77.0,27.4,4.6,10.1,0.46,0.0,0.286,4.6,0.462,0.461,1.1,1.7,0.641,1.4,3.1,4.6,1.4,0.9,0.6,0.7,10.4,1993-94,0,0.48,0.14
Byron Scott,IND,67.0,17.9,3.8,8.2,0.467,0.4,0.365,3.4,0.483,0.492,2.3,2.9,0.805,0.3,1.4,1.6,2.0,0.9,0.1,1.5,10.4,1993-94,0,0.55,0.13
Charles Smith,NYK,43.0,25.7,4.1,9.2,0.443,0.2,0.5,3.9,0.441,0.453,2.0,2.8,0.719,1.5,2.3,3.8,1.2,0.6,1.0,1.5,10.4,1993-94,0,0.5,0.22
Johnny Newman,2TM,81.0,21.0,3.9,8.2,0.471,0.3,0.267,3.6,0.503,0.489,2.2,2.8,0.809,1.1,1.2,2.2,0.9,0.9,0.3,1.1,10.3,1993-94,0,0.55,0.11
Shawn Bradley,PHI,49.0,28.3,4.1,10.0,0.409,0.0,0.0,4.1,0.412,0.409,2.1,3.4,0.607,2.0,4.2,6.2,2.0,0.9,3.0,3.0,10.3,1993-94,0,0.45,0.25
Doug Christie,LAL,65.0,23.3,3.8,8.6,0.434,0.6,0.328,3.2,0.463,0.469,2.2,3.2,0.697,1.4,2.2,3.6,2.1,1.4,0.4,2.2,10.3,1993-94,0,0.51,0.15
Lindsey Hunter,DET,82.0,26.5,4.1,10.9,0.375,0.8,0.333,3.2,0.388,0.414,1.3,1.7,0.732,0.6,1.7,2.3,4.8,1.5,0.1,2.2,10.3,1993-94,0,0.44,0.12
Chris Jent,HOU,3.0,26.0,4.3,8.7,0.5,1.3,0.364,3.0,0.6,0.577,0.3,0.7,0.5,1.3,3.7,5.0,2.3,0.0,0.0,1.7,10.3,1993-94,0,0.57,3.7
James Worthy,LAL,80.0,20.0,4.3,10.5,0.406,0.4,0.288,3.9,0.424,0.425,1.3,1.7,0.741,0.6,1.7,2.3,1.9,0.6,0.2,1.2,10.2,1993-94,0,0.45,0.09
Vinny Del Negro,SAS,77.0,25.3,4.0,8.2,0.487,0.2,0.349,3.8,0.497,0.499,1.8,2.2,0.824,0.4,1.7,2.1,4.2,0.8,0.0,1.3,10.0,1993-94,0,0.55,0.15
Craig Ehlo,ATL,82.0,26.2,3.9,8.6,0.446,0.9,0.348,2.9,0.491,0.501,1.4,1.9,0.727,0.9,2.5,3.4,3.3,1.7,0.3,1.6,10.0,1993-94,0,0.53,0.15
Pooh Richardson,IND,37.0,27.6,4.3,9.6,0.452,0.1,0.25,4.2,0.459,0.456,1.3,2.1,0.61,0.8,2.2,3.0,6.4,0.9,0.1,2.4,10.0,1993-94,0,0.48,0.32
Robert Horry,HOU,81.0,29.3,4.0,8.7,0.459,0.5,0.324,3.4,0.491,0.49,1.4,1.9,0.732,1.6,3.9,5.4,2.9,1.5,0.9,1.7,9.9,1993-94,0,0.52,0.17
Scott Skiles,ORL,82.0,28.1,3.4,7.9,0.429,0.8,0.412,2.5,0.434,0.481,2.4,2.7,0.878,0.5,1.8,2.3,6.1,0.6,0.0,2.4,9.9,1993-94,0,0.54,0.14
Bill Laimbeer,DET,11.0,22.5,4.3,8.2,0.522,0.3,0.333,4.0,0.543,0.539,1.0,1.2,0.846,0.8,4.3,5.1,1.3,0.5,0.4,0.9,9.8,1993-94,0,0.56,1.1
Buck Williams,POR,81.0,32.5,3.6,6.5,0.555,0.0,0.0,3.6,0.556,0.555,2.5,3.7,0.679,3.9,6.5,10.4,1.0,0.7,0.6,1.4,9.7,1993-94,0,0.6,0.21
Derek Harper,2TM,82.0,26.9,3.7,9.1,0.407,0.9,0.36,2.8,0.425,0.456,1.4,2.0,0.687,0.2,1.5,1.7,4.1,1.5,0.1,1.6,9.6,1993-94,0,0.48,0.11
George Lynch,LAL,71.0,24.8,4.1,8.1,0.508,0.0,0.0,4.1,0.512,0.508,1.4,2.3,0.596,3.1,2.7,5.8,1.4,1.4,0.4,1.2,9.6,1993-94,0,0.53,0.18
Robert Pack,DEN,66.0,20.9,3.4,7.6,0.443,0.1,0.207,3.3,0.458,0.449,2.7,3.6,0.758,0.4,1.5,1.9,5.4,1.2,0.1,3.1,9.6,1993-94,0,0.52,0.15
Chris Mills,CLE,79.0,25.6,3.6,8.6,0.419,0.5,0.311,3.1,0.443,0.448,1.7,2.2,0.778,1.7,3.4,5.1,1.6,0.7,0.6,1.1,9.4,1993-94,0,0.49,0.14
Benoit Benjamin,NJN,77.0,23.6,3.7,7.6,0.48,0.0,,3.7,0.48,0.48,2.0,2.8,0.71,1.8,4.7,6.5,0.6,0.5,1.2,1.3,9.3,1993-94,0,0.53,0.16
Mario Elie,HOU,67.0,24.0,3.1,7.0,0.446,0.8,0.335,2.3,0.508,0.506,2.3,2.7,0.86,0.4,2.3,2.7,3.1,0.7,0.1,1.6,9.3,1993-94,0,0.57,0.15
Negele Knight,2TM,65.0,22.1,3.5,7.3,0.474,0.1,0.19,3.4,0.487,0.478,2.2,2.7,0.81,0.4,1.2,1.6,3.0,0.5,0.2,1.4,9.2,1993-94,0,0.54,0.14
Oliver Miller,PHO,69.0,25.9,4.0,6.6,0.609,0.0,0.222,4.0,0.617,0.611,1.2,2.0,0.584,2.0,4.9,6.9,3.5,1.2,2.3,2.4,9.2,1993-94,0,0.61,0.25
Vincent Askew,SEA,80.0,21.1,3.4,7.1,0.481,0.1,0.194,3.3,0.498,0.487,2.2,2.6,0.829,0.8,1.6,2.3,2.4,0.9,0.2,0.9,9.1,1993-94,0,0.55,0.12
Tim Perry,PHI,80.0,29.2,3.4,7.8,0.435,0.9,0.365,2.5,0.468,0.494,1.3,2.2,0.58,1.5,3.6,5.1,1.2,0.8,1.0,1.0,9.0,1993-94,0,0.51,0.13
J.R. Reid,SAS,70.0,19.2,3.7,7.6,0.491,0.0,0.0,3.7,0.493,0.491,1.5,2.2,0.699,1.3,1.8,3.1,1.0,0.6,0.4,1.2,9.0,1993-94,0,0.53,0.12
Brian Shaw,MIA,77.0,26.5,3.6,8.7,0.417,0.9,0.338,2.7,0.455,0.472,0.8,1.2,0.719,1.4,3.2,4.5,5.0,0.9,0.3,2.2,9.0,1993-94,0,0.49,0.16
Danny Ainge,PHO,68.0,22.9,3.3,7.9,0.417,1.2,0.328,2.1,0.491,0.492,1.1,1.4,0.83,0.4,1.5,1.9,2.6,0.8,0.1,1.2,8.9,1993-94,0,0.52,0.12
Sam Bowie,LAL,25.0,22.2,3.0,6.9,0.436,0.0,0.25,3.0,0.44,0.439,2.9,3.3,0.867,1.1,4.2,5.2,1.9,0.2,1.1,1.7,8.9,1993-94,0,0.53,0.45
Elmore Spencer,LAC,76.0,25.4,3.8,7.1,0.533,0.0,0.0,3.8,0.535,0.533,1.3,2.1,0.599,1.3,4.2,5.5,1.0,0.4,1.7,2.2,8.9,1993-94,0,0.55,0.15
Tony Campbell,2TM,63.0,19.3,3.6,8.1,0.443,0.1,0.25,3.5,0.455,0.45,1.5,1.9,0.783,1.2,1.7,3.0,1.3,0.8,0.2,1.3,8.8,1993-94,0,0.49,0.13
Tony Harris,BOS,5.0,17.6,1.8,6.2,0.29,0.6,0.333,1.2,0.273,0.339,4.6,5.0,0.92,0.6,1.4,2.0,1.6,0.8,0.0,1.2,8.8,1993-94,0,0.52,1.44
Doug Smith,DAL,79.0,21.3,3.7,8.6,0.435,0.0,0.222,3.7,0.438,0.437,1.3,1.6,0.835,1.4,3.0,4.4,1.5,1.0,0.5,1.2,8.8,1993-94,0,0.47,0.12
Tony Smith,LAL,73.0,22.2,3.7,8.5,0.441,0.2,0.32,3.5,0.451,0.454,1.2,1.6,0.714,1.5,1.2,2.7,2.0,0.8,0.2,1.0,8.8,1993-94,0,0.48,0.11
Victor Alexander,GSW,69.0,19.1,3.9,7.3,0.53,0.0,0.154,3.8,0.54,0.532,1.0,1.9,0.527,1.7,2.8,4.5,1.0,0.4,0.5,1.2,8.7,1993-94,0,0.53,0.14
Harold Ellis,LAC,49.0,18.8,3.2,6.0,0.545,0.0,0.0,3.2,0.552,0.545,2.2,3.0,0.711,1.9,1.2,3.1,0.6,1.5,0.0,0.9,8.7,1993-94,0,0.59,0.19
Steve Kerr,CHI,82.0,24.8,3.5,7.0,0.497,0.6,0.419,2.9,0.519,0.542,1.0,1.2,0.856,0.3,1.3,1.6,2.6,0.9,0.0,0.7,8.6,1993-94,0,0.57,0.11
Felton Spencer,UTA,79.0,28.0,3.2,6.4,0.505,0.0,,3.2,0.505,0.505,2.1,3.4,0.607,3.0,5.4,8.3,0.5,0.5,0.8,1.6,8.6,1993-94,0,0.54,0.16
Allan Houston,DET,79.0,19.2,3.4,8.5,0.405,0.4,0.299,3.0,0.428,0.431,1.1,1.4,0.824,0.2,1.3,1.5,1.3,0.4,0.2,1.3,8.5,1993-94,0,0.47,0.07
Terrell Brandon,CLE,73.0,21.2,3.2,7.5,0.42,0.1,0.219,3.1,0.432,0.426,1.9,2.2,0.858,0.5,1.7,2.2,3.8,1.2,0.2,1.5,8.3,1993-94,0,0.49,0.13
Tim Legler,DAL,79.0,16.7,2.9,6.7,0.438,0.7,0.374,2.3,0.46,0.487,1.8,2.1,0.84,0.5,1.2,1.6,1.5,0.7,0.2,0.8,8.3,1993-94,0,0.54,0.09
Bobby Phills,CLE,72.0,21.3,3.4,7.1,0.471,0.0,0.083,3.3,0.48,0.472,1.6,2.2,0.72,1.0,2.0,2.9,1.8,0.9,0.2,0.9,8.3,1993-94,0,0.51,0.12
Trevor Wilson,2TM,57.0,21.4,3.3,6.8,0.482,0.0,0.0,3.3,0.484,0.482,1.6,2.9,0.554,2.1,2.7,4.8,1.3,0.7,0.2,1.6,8.2,1993-94,0,0.51,0.15
Chris Gatling,GSW,82.0,15.8,3.3,5.6,0.588,0.0,0.0,3.3,0.589,0.588,1.6,2.5,0.62,1.7,3.1,4.8,0.5,0.5,0.8,1.0,8.2,1993-94,0,0.61,0.13
Rodney Rogers,DEN,79.0,17.8,3.0,6.9,0.439,0.4,0.38,2.6,0.45,0.471,1.6,2.4,0.672,1.1,1.7,2.9,1.3,0.8,0.6,1.7,8.1,1993-94,0,0.51,0.09
Tyrone Corbin,UTA,82.0,26.2,3.3,7.2,0.456,0.1,0.207,3.2,0.469,0.461,1.4,1.8,0.813,1.8,2.9,4.7,1.5,1.2,0.3,1.1,8.0,1993-94,0,0.5,0.13
Bison Dele,DEN,80.0,18.8,3.1,5.8,0.541,0.0,0.0,3.1,0.544,0.541,1.7,2.6,0.649,1.7,3.9,5.6,0.6,0.6,1.1,1.3,8.0,1993-94,0,0.58,0.14
Stacey King,2TM,49.0,21.5,3.0,7.0,0.428,0.0,0.0,3.0,0.431,0.428,1.9,2.8,0.684,1.8,3.1,4.9,1.2,0.6,0.9,1.7,7.9,1993-94,0,0.48,0.18
Greg Anthony,NYK,80.0,24.9,2.8,7.1,0.394,0.6,0.3,2.2,0.431,0.436,1.6,2.1,0.774,0.5,1.8,2.4,4.6,1.4,0.2,1.6,7.9,1993-94,0,0.49,0.13
Pete Myers,CHI,82.0,24.8,3.1,6.8,0.455,0.1,0.276,3.0,0.465,0.462,1.7,2.4,0.701,0.7,1.5,2.2,3.0,1.0,0.2,1.7,7.9,1993-94,0,0.5,0.1
Marty Conlon,2TM,30.0,19.3,3.2,5.5,0.576,0.0,0.0,3.2,0.583,0.576,1.4,1.8,0.811,1.8,2.9,4.6,1.1,0.3,0.3,1.1,7.8,1993-94,0,0.62,0.34
Bimbo Coles,MIA,76.0,22.7,3.1,6.8,0.449,0.3,0.202,2.8,0.507,0.468,1.3,1.7,0.779,0.7,1.4,2.1,3.5,1.0,0.2,1.4,7.7,1993-94,0,0.51,0.12
Antonio Davis,IND,81.0,21.4,2.7,5.2,0.508,0.0,0.0,2.7,0.509,0.508,2.4,3.7,0.642,2.3,3.9,6.2,0.7,0.6,1.0,1.3,7.7,1993-94,0,0.56,0.14
Kenny Gattison,CHH,77.0,21.4,3.0,5.8,0.524,0.0,,3.0,0.524,0.524,1.6,2.5,0.646,1.4,3.3,4.6,1.2,0.8,0.6,1.0,7.7,1993-94,0,0.56,0.13
John Salley,MIA,76.0,25.1,2.7,5.7,0.477,0.0,0.667,2.7,0.476,0.479,2.2,3.0,0.729,1.7,3.6,5.4,1.8,0.7,1.0,1.2,7.7,1993-94,0,0.55,0.15
Haywoode Workman,IND,65.0,26.4,3.0,7.1,0.424,0.3,0.321,2.7,0.438,0.443,1.4,1.8,0.802,0.5,2.6,3.1,6.2,1.3,0.1,2.3,7.7,1993-94,0,0.49,0.18
Scott Williams,CHI,38.0,16.8,3.0,6.2,0.483,0.0,0.2,3.0,0.489,0.485,1.6,2.6,0.612,1.8,2.9,4.8,1.0,0.4,0.6,1.2,7.6,1993-94,0,0.52,0.24
Gary Grant,LAC,78.0,19.7,3.2,7.2,0.449,0.2,0.274,3.0,0.471,0.464,0.8,1.0,0.855,0.5,1.3,1.8,3.7,1.5,0.2,1.7,7.5,1993-94,0,0.49,0.11
Jay Humphries,UTA,75.0,21.6,3.1,7.1,0.436,0.5,0.396,2.6,0.444,0.471,0.8,1.0,0.75,0.5,1.2,1.7,2.9,0.9,0.1,1.3,7.5,1993-94,0,0.5,0.1
Doc Rivers,NYK,19.0,26.3,2.9,6.7,0.433,1.0,0.365,1.9,0.48,0.508,0.7,1.2,0.636,0.2,1.8,2.1,5.3,1.3,0.3,1.5,7.5,1993-94,0,0.52,0.56
Thurl Bailey,MIN,79.0,16.4,2.9,5.8,0.51,0.0,0.0,2.9,0.512,0.51,1.5,1.9,0.799,0.8,1.9,2.7,0.7,0.3,0.7,0.7,7.4,1993-94,0,0.56,0.1
Stanley Roberts,LAC,14.0,25.0,3.1,7.1,0.43,0.0,,3.1,0.43,0.43,1.3,3.1,0.409,1.9,4.7,6.6,0.8,0.4,1.8,1.7,7.4,1993-94,0,0.44,0.68
Donald Royal,ORL,74.0,18.3,2.4,4.7,0.501,0.0,0.0,2.4,0.504,0.501,2.7,3.6,0.74,1.3,2.1,3.4,0.8,0.7,0.2,1.0,7.4,1993-94,0,0.59,0.11
Rolando Blackman,NYK,55.0,17.6,2.9,6.7,0.436,0.5,0.357,2.4,0.46,0.477,0.9,1.0,0.906,0.4,1.3,1.7,1.4,0.5,0.1,0.8,7.3,1993-94,0,0.51,0.11
Terry Cummings,SAS,59.0,19.2,3.1,7.3,0.428,0.0,0.0,3.1,0.43,0.428,1.1,1.8,0.589,2.2,2.8,5.0,0.8,0.5,0.2,1.0,7.3,1993-94,0,0.45,0.13
Pervis Ellison,WSB,47.0,25.1,2.9,6.2,0.469,0.0,0.0,2.9,0.474,0.469,1.5,2.1,0.722,1.6,3.5,5.1,1.5,0.5,1.1,1.6,7.3,1993-94,0,0.51,0.21
Matt Geiger,MIA,72.0,16.7,2.8,4.9,0.574,0.0,0.2,2.8,0.579,0.575,1.6,2.1,0.779,1.7,2.6,4.2,0.4,0.5,0.4,0.8,7.2,1993-94,0,0.62,0.13
Anthony Mason,NYK,73.0,26.1,2.8,5.9,0.476,0.0,0.0,2.8,0.477,0.476,1.6,2.2,0.72,2.2,3.7,5.8,2.1,0.4,0.1,1.5,7.2,1993-94,0,0.52,0.14
Duane Ferrell,ATL,72.0,16.0,2.6,5.3,0.485,0.0,0.111,2.5,0.495,0.487,2.0,2.6,0.783,0.9,0.9,1.8,0.9,0.6,0.2,0.9,7.1,1993-94,0,0.55,0.09
Bobby Hurley,SAC,19.0,26.3,2.8,7.7,0.37,0.1,0.125,2.7,0.4,0.377,1.3,1.6,0.8,0.3,1.5,1.8,6.1,0.7,0.1,2.5,7.1,1993-94,0,0.42,0.43
Bill Wennington,CHI,76.0,18.0,3.1,6.3,0.488,0.0,0.0,3.1,0.49,0.488,0.9,1.2,0.818,1.5,3.1,4.6,0.9,0.6,0.4,1.0,7.1,1993-94,0,0.52,0.12
Willie Burton,MIA,53.0,13.2,2.3,5.3,0.438,0.1,0.2,2.3,0.451,0.443,2.3,3.0,0.759,0.9,1.6,2.6,0.7,0.3,0.4,1.0,7.0,1993-94,0,0.53,0.12
Luc Longley,2TM,76.0,19.8,2.9,6.1,0.471,0.0,0.0,2.9,0.472,0.471,1.2,1.6,0.72,1.7,4.0,5.7,1.4,0.6,1.0,1.6,6.9,1993-94,0,0.51,0.14
Mitchell Butler,WSB,75.0,17.6,2.8,5.6,0.495,0.0,0.0,2.8,0.501,0.495,1.4,2.4,0.578,1.4,1.6,3.0,1.0,0.7,0.3,1.2,6.9,1993-94,0,0.52,0.09
Fat Lever,DAL,81.0,24.0,2.8,6.9,0.408,0.3,0.351,2.5,0.416,0.431,0.9,1.2,0.765,1.0,2.5,3.5,2.6,2.0,0.2,1.1,6.9,1993-94,0,0.46,0.12
Bo Outlaw,LAC,37.0,23.5,2.6,4.5,0.587,0.0,0.0,2.6,0.594,0.587,1.6,2.8,0.592,2.2,3.5,5.7,1.0,1.0,1.0,0.8,6.9,1993-94,0,0.6,0.32
Jeff Grayer,GSW,67.0,16.4,2.9,5.4,0.526,0.0,0.167,2.8,0.538,0.529,1.1,1.8,0.602,1.1,1.7,2.9,0.9,0.5,0.2,0.9,6.8,1993-94,0,0.55,0.11
Sam Cassell,HOU,66.0,17.0,2.5,5.9,0.418,0.4,0.295,2.1,0.453,0.451,1.4,1.6,0.841,0.4,1.7,2.0,2.9,0.9,0.1,1.4,6.7,1993-94,0,0.51,0.12
John Battle,CLE,51.0,16.0,2.5,5.4,0.476,0.1,0.263,2.5,0.492,0.485,1.4,1.9,0.753,0.1,0.6,0.8,1.6,0.4,0.0,0.8,6.6,1993-94,0,0.53,0.1
Johnny Dawkins,PHI,72.0,18.7,2.5,5.9,0.418,0.5,0.352,1.9,0.44,0.462,1.2,1.4,0.84,0.4,1.3,1.7,3.7,0.9,0.1,1.5,6.6,1993-94,0,0.51,0.11
Kevin Duckworth,WSB,69.0,21.5,2.7,6.4,0.417,0.0,,2.7,0.417,0.417,1.3,1.9,0.667,1.5,3.2,4.7,0.8,0.5,0.5,1.5,6.6,1993-94,0,0.46,0.11
Tracy Murray,POR,66.0,12.4,2.5,5.4,0.47,0.8,0.459,1.8,0.476,0.541,0.8,1.1,0.694,0.7,1.0,1.7,0.5,0.3,0.3,0.6,6.6,1993-94,0,0.56,0.08
Malik Sealy,IND,43.0,14.5,2.6,6.4,0.405,0.1,0.25,2.5,0.415,0.412,1.4,2.0,0.678,1.0,1.7,2.7,1.1,0.7,0.2,1.2,6.6,1993-94,0,0.45,0.13
Derek Strong,MIL,67.0,16.9,2.1,5.1,0.413,0.0,0.231,2.1,0.421,0.418,2.4,3.1,0.772,1.6,2.6,4.2,0.7,0.6,0.2,0.9,6.6,1993-94,0,0.51,0.11
Jeff Turner,ORL,68.0,22.6,2.9,6.3,0.467,0.3,0.327,2.7,0.488,0.488,0.5,0.7,0.778,1.2,2.8,4.0,0.9,0.3,0.2,1.1,6.6,1993-94,0,0.5,0.11
David Benoit,UTA,55.0,19.5,2.5,6.6,0.385,0.2,0.203,2.3,0.421,0.402,1.2,1.6,0.773,1.6,3.1,4.7,0.4,0.4,0.7,0.7,6.5,1993-94,0,0.44,0.14
Vern Fleming,IND,55.0,19.1,2.7,5.8,0.462,0.0,0.0,2.7,0.468,0.462,1.2,1.6,0.736,0.5,1.7,2.2,3.1,0.7,0.1,1.6,6.5,1993-94,0,0.5,0.14
Jerome Kersey,POR,78.0,16.4,2.6,6.0,0.433,0.0,0.125,2.6,0.438,0.434,1.3,1.7,0.748,1.7,2.6,4.2,1.0,0.9,0.6,0.8,6.5,1993-94,0,0.48,0.11
Greg Anderson,DET,77.0,21.1,2.6,4.8,0.543,0.0,0.333,2.6,0.545,0.545,1.1,2.0,0.571,2.4,5.0,7.4,0.7,0.7,0.9,1.2,6.4,1993-94,0,0.56,0.15
Randy White,DAL,18.0,17.8,2.5,6.2,0.402,0.3,0.3,2.2,0.424,0.429,1.1,1.8,0.576,1.7,2.9,4.6,0.6,0.6,0.6,1.0,6.4,1993-94,0,0.46,0.41
Kenny Williams,IND,68.0,14.4,2.8,5.8,0.488,0.0,0.0,2.8,0.494,0.488,0.7,0.9,0.703,1.4,1.6,3.0,0.8,0.4,0.7,0.7,6.3,1993-94,0,0.51,0.11
Jon Barry,MIL,72.0,17.3,2.2,5.3,0.414,0.4,0.278,1.8,0.472,0.455,1.3,1.7,0.795,0.5,1.5,2.0,2.3,1.4,0.2,1.2,6.2,1993-94,0,0.51,0.1
Brent Price,WSB,65.0,15.9,2.2,5.0,0.433,0.8,0.333,1.4,0.517,0.509,1.0,1.3,0.782,0.5,0.9,1.4,3.3,0.8,0.0,1.8,6.2,1993-94,0,0.56,0.1
David Wingate,CHH,50.0,20.1,2.7,5.7,0.481,0.1,0.333,2.6,0.487,0.488,0.7,1.0,0.667,0.6,2.1,2.7,2.1,0.8,0.1,1.1,6.2,1993-94,0,0.5,0.15
Andrew Lang,ATL,82.0,19.6,2.6,5.6,0.469,0.0,0.25,2.6,0.471,0.471,0.9,1.3,0.689,1.5,2.3,3.8,0.6,0.5,1.1,1.0,6.1,1993-94,0,0.49,0.09
Nate McMillan,SEA,73.0,25.8,2.4,5.4,0.447,0.7,0.391,1.7,0.475,0.513,0.4,0.8,0.564,0.7,3.2,3.9,5.3,3.0,0.3,1.7,6.0,1993-94,0,0.52,0.18
Pete Chilcutt,2TM,76.0,18.0,2.7,5.9,0.453,0.0,0.2,2.6,0.462,0.456,0.5,0.9,0.631,1.7,3.2,4.9,1.1,0.7,0.5,1.0,5.9,1993-94,0,0.47,0.11
Chris Smith,MIN,80.0,20.2,2.3,5.3,0.435,0.1,0.256,2.2,0.453,0.447,1.2,1.8,0.674,0.2,1.3,1.5,3.6,0.5,0.2,1.3,5.9,1993-94,0,0.48,0.08
Antoine Carr,SAS,34.0,13.7,2.3,4.7,0.488,0.0,0.0,2.3,0.491,0.488,1.2,1.7,0.724,0.4,1.1,1.5,0.4,0.3,0.6,0.4,5.8,1993-94,0,0.53,0.16
Popeye Jones,DAL,81.0,21.9,2.4,5.0,0.479,0.0,0.0,2.4,0.48,0.479,1.0,1.3,0.729,3.7,3.8,7.5,1.2,0.8,0.4,1.2,5.8,1993-94,0,0.52,0.14
Andre Spencer,2TM,28.0,12.5,1.9,4.2,0.441,0.0,,1.9,0.441,0.441,2.0,2.8,0.714,1.1,1.5,2.6,0.8,0.7,0.3,0.8,5.7,1993-94,0,0.52,0.22
P.J. Brown,NJN,79.0,24.7,2.1,5.1,0.415,0.0,0.167,2.1,0.419,0.417,1.5,1.9,0.757,2.4,3.9,6.2,1.2,0.9,1.2,0.9,5.7,1993-94,0,0.48,0.14
Lloyd Daniels,SAS,65.0,15.1,2.2,5.7,0.376,0.7,0.352,1.5,0.389,0.435,0.7,1.0,0.719,0.7,1.0,1.7,1.4,0.4,0.2,0.9,5.7,1993-94,0,0.46,0.07
Keith Jennings,GSW,76.0,14.4,1.8,4.5,0.404,0.7,0.371,1.1,0.429,0.485,1.3,1.6,0.833,0.2,1.0,1.2,2.9,0.9,0.0,1.0,5.7,1993-94,0,0.55,0.09
Mark Bryant,POR,79.0,18.2,2.3,4.9,0.482,0.0,0.0,2.3,0.483,0.482,0.9,1.3,0.692,1.5,2.5,4.0,0.5,0.4,0.4,0.8,5.6,1993-94,0,0.51,0.09
Bill Cartwright,CHI,42.0,18.6,2.3,4.5,0.513,0.0,,2.3,0.513,0.513,0.9,1.4,0.684,1.0,2.6,3.6,1.4,0.2,0.2,1.2,5.6,1993-94,0,0.55,0.17
Gheorghe Mureșan,WSB,54.0,12.0,2.4,4.4,0.545,0.0,,2.4,0.545,0.545,0.9,1.3,0.676,1.2,2.3,3.6,0.3,0.5,0.9,1.0,5.6,1993-94,0,0.56,0.14
John Williams,LAC,34.0,21.3,2.4,5.5,0.431,0.1,0.25,2.2,0.452,0.444,0.7,1.1,0.667,1.1,2.6,3.7,2.9,0.7,0.3,1.0,5.6,1993-94,0,0.47,0.26
Acie Earl,BOS,74.0,15.5,2.0,5.0,0.406,0.0,0.0,2.0,0.407,0.406,1.5,2.2,0.675,1.1,2.2,3.3,0.2,0.3,0.7,1.0,5.5,1993-94,0,0.46,0.07
Lucious Harris,DAL,77.0,15.1,2.1,5.0,0.421,0.1,0.212,2.0,0.44,0.43,1.1,1.5,0.731,0.6,1.5,2.0,1.4,0.6,0.1,1.0,5.4,1993-94,0,0.48,0.07
Rod Higgins,CLE,36.0,15.2,2.0,4.5,0.436,0.6,0.44,1.4,0.434,0.503,0.9,1.2,0.738,0.7,1.6,2.3,1.0,0.7,0.4,0.6,5.4,1993-94,0,0.54,0.18
Reggie Jordan,LAL,23.0,11.3,1.9,4.5,0.427,0.1,0.5,1.8,0.424,0.437,1.5,2.2,0.686,2.0,0.9,2.9,1.1,0.6,0.2,0.6,5.4,1993-94,0,0.49,0.27
Anthony Avent,2TM,74.0,18.5,2.0,5.4,0.377,0.0,,2.0,0.377,0.377,1.2,1.7,0.724,1.9,2.6,4.6,0.9,0.4,0.4,1.1,5.3,1993-94,0,0.43,0.09
Terry Dehere,LAC,64.0,11.9,2.0,5.3,0.377,0.4,0.404,1.7,0.372,0.411,1.0,1.3,0.753,0.4,0.7,1.1,1.2,0.4,0.0,1.0,5.3,1993-94,0,0.45,0.05
Moses Malone,PHI,55.0,11.2,1.9,4.2,0.44,0.0,0.0,1.9,0.442,0.44,1.6,2.1,0.769,1.9,2.2,4.1,0.6,0.2,0.3,1.1,5.3,1993-94,0,0.52,0.12
Lee Mayberry,MIL,82.0,18.0,2.0,4.9,0.415,0.5,0.345,1.5,0.445,0.466,0.7,1.0,0.69,0.3,0.9,1.2,2.6,0.6,0.0,1.2,5.3,1993-94,0,0.5,0.06
Scott Brooks,HOU,73.0,16.8,1.9,4.0,0.491,0.3,0.377,1.6,0.522,0.531,1.0,1.2,0.871,0.1,1.3,1.4,2.0,0.7,0.0,0.8,5.2,1993-94,0,0.57,0.08
Ed Pinckney,BOS,76.0,20.1,2.0,3.8,0.522,0.0,,2.0,0.522,0.522,1.2,1.6,0.736,2.1,4.2,6.3,0.8,0.8,0.6,0.8,5.2,1993-94,0,0.58,0.14
Isaac Austin,PHI,14.0,14.4,2.1,4.7,0.439,0.0,0.0,2.1,0.446,0.439,1.0,1.6,0.609,1.8,3.1,4.9,1.2,0.4,0.7,1.2,5.1,1993-94,0,0.47,0.56
Anthony Bonner,NYK,73.0,19.2,2.2,3.9,0.563,0.0,,2.2,0.563,0.563,0.7,1.4,0.476,2.1,2.7,4.7,1.2,1.0,0.2,1.2,5.1,1993-94,0,0.56,0.12
