Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Reggie Miller,IND,79.0,33.4,6.6,13.2,0.503,1.6,0.421,5.1,0.535,0.562,5.1,5.6,0.908,0.4,2.3,2.7,3.1,1.5,0.3,2.2,19.9,1993-94,0,0.64,0.23
Clyde Drexler,POR,68.0,34.3,7.0,16.3,0.428,1.0,0.324,5.9,0.454,0.46,4.2,5.4,0.777,2.3,4.3,6.5,4.9,1.4,0.5,2.5,19.2,1993-94,1,0.51,0.29
Jim Jackson,DAL,82.0,37.4,7.8,17.5,0.445,0.2,0.283,7.6,0.452,0.451,3.5,4.2,0.821,2.1,2.7,4.7,4.6,1.1,0.3,4.1,19.2,1993-94,0,0.5,0.19
Jamal Mashburn,DAL,79.0,36.7,7.1,17.5,0.406,1.1,0.284,6.0,0.44,0.437,3.9,5.5,0.699,1.4,3.1,4.5,3.4,1.1,0.2,3.1,19.2,1993-94,0,0.48,0.17
Cedric Ceballos,PHO,53.0,30.2,8.0,15.0,0.535,0.0,0.0,8.0,0.541,0.535,3.0,4.2,0.724,2.9,3.6,6.5,1.7,1.1,0.4,1.8,19.1,1993-94,0,0.57,0.35
Kevin Willis,ATL,80.0,35.8,7.8,15.7,0.499,0.1,0.375,7.7,0.501,0.502,3.4,4.7,0.713,4.2,7.9,12.0,1.9,1.0,0.5,2.4,19.1,1993-94,0,0.54,0.29
John Starks,NYK,59.0,34.9,6.9,16.6,0.42,1.9,0.335,5.0,0.464,0.477,3.2,4.2,0.754,0.6,2.5,3.1,5.9,1.6,0.1,3.1,19.0,1993-94,0,0.51,0.27
Kenny Anderson,NJN,82.0,38.2,7.0,16.8,0.417,0.5,0.303,6.5,0.429,0.432,4.2,5.2,0.818,1.1,2.8,3.9,9.6,1.9,0.2,3.2,18.8,1993-94,0,0.49,0.25
Clarence Weatherspoon,PHI,82.0,38.4,7.3,15.2,0.483,0.0,0.235,7.3,0.487,0.485,3.6,5.2,0.693,3.1,7.0,10.1,2.3,1.2,1.4,2.4,18.4,1993-94,0,0.53,0.26
Rex Chapman,WSB,60.0,33.8,7.2,14.4,0.498,1.1,0.388,6.1,0.524,0.535,2.8,3.4,0.816,1.0,1.5,2.4,3.1,1.0,0.1,2.0,18.2,1993-94,0,0.57,0.25
Don MacLean,WSB,75.0,33.2,6.9,13.7,0.502,0.0,0.143,6.9,0.509,0.503,4.4,5.3,0.824,1.9,4.4,6.2,2.1,0.6,0.3,2.0,18.2,1993-94,0,0.57,0.24
Shawn Kemp,SEA,79.0,32.9,6.7,12.5,0.538,0.0,0.25,6.7,0.54,0.539,4.6,6.2,0.741,3.9,6.8,10.8,2.6,1.8,2.1,3.3,18.1,1993-94,1,0.59,0.31
Mahmoud Abdul-Rauf,DEN,80.0,32.7,7.4,16.0,0.46,0.5,0.316,6.8,0.476,0.476,2.7,2.9,0.956,0.3,1.8,2.1,4.5,1.0,0.1,1.9,18.0,1993-94,0,0.52,0.19
Chris Webber,GSW,76.0,32.1,7.5,13.6,0.552,0.0,0.0,7.5,0.559,0.552,2.5,4.7,0.532,4.0,5.1,9.1,3.6,1.2,2.2,2.7,17.5,1993-94,0,0.56,0.3
Terry Mills,DET,80.0,34.7,7.4,14.4,0.511,0.3,0.329,7.1,0.523,0.521,2.3,2.8,0.797,2.4,6.0,8.4,2.2,0.8,0.8,1.9,17.3,1993-94,0,0.55,0.25
Mark Price,CLE,76.0,31.4,6.3,13.2,0.478,1.6,0.397,4.8,0.511,0.536,3.1,3.5,0.888,0.5,2.5,3.0,7.8,1.4,0.1,2.5,17.3,1993-94,1,0.59,0.26
Steve Smith,MIA,78.0,35.6,6.3,13.8,0.456,1.2,0.347,5.1,0.491,0.499,3.5,4.2,0.835,2.0,2.5,4.5,5.1,1.1,0.4,2.6,17.3,1993-94,0,0.55,0.23
Rod Strickland,POR,82.0,35.2,6.4,13.3,0.483,0.0,0.2,6.4,0.486,0.484,4.3,5.7,0.749,1.5,3.0,4.5,9.0,1.8,0.3,3.1,17.2,1993-94,0,0.54,0.26
Tom Gugliotta,WSB,78.0,35.8,6.9,14.9,0.466,0.5,0.27,6.4,0.495,0.483,2.7,4.0,0.685,2.4,6.9,9.3,3.5,2.2,0.7,3.2,17.1,1993-94,0,0.51,0.26
Brad Daugherty,CLE,50.0,36.8,5.9,12.1,0.488,0.0,,5.9,0.488,0.488,5.1,6.5,0.785,2.6,7.6,10.2,3.0,0.8,0.7,2.2,17.0,1993-94,1,0.57,0.44
Christian Laettner,MIN,70.0,34.7,5.7,12.6,0.448,0.1,0.24,5.6,0.455,0.452,5.4,6.8,0.783,2.3,6.3,8.6,4.4,1.2,1.2,3.7,16.8,1993-94,0,0.54,0.29
Chris Mullin,GSW,62.0,37.5,6.6,14.0,0.472,0.9,0.364,5.7,0.494,0.503,2.7,3.5,0.753,1.0,4.5,5.6,5.1,1.7,0.9,2.9,16.8,1993-94,0,0.54,0.31
Wayman Tisdale,SAC,79.0,32.4,7.0,13.9,0.501,0.0,,7.0,0.501,0.501,2.7,3.4,0.808,2.0,5.1,7.1,1.8,0.5,0.7,1.6,16.7,1993-94,0,0.54,0.22
Isaiah Rider,MIN,79.0,30.6,6.6,14.1,0.468,0.7,0.36,5.9,0.485,0.492,2.7,3.4,0.811,1.5,2.5,4.0,2.6,0.7,0.4,2.8,16.6,1993-94,0,0.53,0.17
Dan Majerle,PHO,80.0,40.1,6.0,14.2,0.418,2.4,0.382,3.6,0.447,0.503,2.2,3.0,0.739,1.5,2.9,4.4,3.4,1.6,0.5,1.7,16.5,1993-94,0,0.53,0.2
Gary Payton,SEA,82.0,35.1,7.1,14.1,0.504,0.2,0.278,6.9,0.515,0.51,2.0,3.4,0.595,1.3,2.0,3.3,6.0,2.3,0.2,2.1,16.5,1993-94,0,0.53,0.22
Jeff Malone,2TM,77.0,33.2,6.8,14.0,0.486,0.1,0.583,6.7,0.485,0.489,2.7,3.2,0.83,0.7,1.9,2.6,1.6,0.5,0.1,1.1,16.4,1993-94,0,0.53,0.16
Larry Johnson,CHH,51.0,34.5,6.8,13.2,0.515,0.1,0.238,6.7,0.524,0.519,2.7,3.9,0.695,2.8,6.0,8.8,3.6,0.6,0.3,2.3,16.4,1993-94,0,0.55,0.39
Dell Curry,CHH,82.0,26.5,6.5,14.3,0.455,1.9,0.402,4.6,0.48,0.52,1.4,1.6,0.873,0.9,2.3,3.2,2.7,1.2,0.3,1.5,16.3,1993-94,0,0.54,0.17
Anfernee Hardaway,ORL,82.0,36.8,6.2,13.3,0.466,0.6,0.267,5.6,0.507,0.489,3.0,4.0,0.742,2.3,3.0,5.4,6.6,2.3,0.6,3.6,16.0,1993-94,0,0.53,0.23
Jeff Hornacek,2TM,80.0,35.3,5.9,12.6,0.47,0.9,0.337,5.0,0.505,0.505,3.3,3.7,0.878,0.8,2.7,3.5,5.2,1.6,0.2,2.1,15.9,1993-94,0,0.56,0.21
Nick Anderson,ORL,81.0,34.7,6.2,13.0,0.478,1.2,0.322,5.0,0.545,0.526,2.1,3.1,0.672,1.4,4.5,5.9,3.6,1.7,0.4,2.0,15.8,1993-94,0,0.55,0.22
Rik Smits,IND,78.0,27.1,6.3,11.8,0.534,0.0,0.0,6.3,0.535,0.534,3.1,3.8,0.793,1.7,4.5,6.2,2.0,0.6,1.1,1.9,15.7,1993-94,0,0.58,0.22
Dee Brown,BOS,77.0,37.2,6.4,13.3,0.48,0.4,0.313,6.0,0.497,0.495,2.4,2.8,0.831,0.8,3.1,3.9,4.5,2.0,0.6,1.6,15.5,1993-94,0,0.53,0.23
LaPhonso Ellis,DEN,79.0,34.2,6.1,12.2,0.502,0.1,0.304,6.0,0.506,0.505,3.1,4.5,0.674,2.8,5.8,8.6,2.1,0.8,1.0,2.2,15.4,1993-94,0,0.54,0.23
Eric Murdock,MIL,82.0,30.9,5.8,12.4,0.468,0.8,0.411,5.0,0.479,0.502,2.9,3.5,0.813,1.1,2.1,3.2,6.7,2.4,0.1,2.5,15.3,1993-94,0,0.55,0.22
Dale Ellis,SAS,77.0,33.6,6.2,12.6,0.494,1.7,0.395,4.5,0.546,0.562,1.1,1.4,0.776,0.9,2.4,3.3,1.0,0.9,0.1,1.0,15.2,1993-94,0,0.58,0.17
Horace Grant,CHI,70.0,36.7,6.6,12.5,0.524,0.0,0.0,6.6,0.528,0.524,2.0,3.3,0.596,4.4,6.6,11.0,3.4,1.1,1.2,1.6,15.1,1993-94,0,0.54,0.33
Dino Radja,BOS,80.0,28.8,6.1,11.8,0.521,0.0,0.0,6.1,0.522,0.521,2.8,3.8,0.751,2.4,4.8,7.2,1.4,0.9,0.8,1.9,15.1,1993-94,0,0.56,0.21
Rony Seikaly,MIA,72.0,33.5,5.4,11.2,0.488,0.0,0.0,5.4,0.489,0.488,4.2,5.9,0.72,3.4,6.9,10.3,1.9,0.8,1.4,2.7,15.1,1993-94,0,0.55,0.27
Lionel Simmons,SAC,75.0,36.0,5.8,13.3,0.438,0.1,0.353,5.7,0.439,0.441,3.3,4.3,0.777,2.2,5.3,7.5,4.1,1.4,0.7,2.4,15.1,1993-94,0,0.5,0.24
John Stockton,UTA,82.0,36.2,5.6,10.6,0.528,0.6,0.322,5.0,0.57,0.555,3.3,4.1,0.805,0.9,2.3,3.1,12.6,2.4,0.3,3.2,15.1,1993-94,1,0.61,0.3
Billy Owens,GSW,79.0,34.7,6.2,12.3,0.507,0.0,0.2,6.2,0.512,0.508,2.5,4.1,0.61,2.9,5.2,8.1,4.1,1.1,0.8,2.7,15.0,1993-94,0,0.53,0.24
Detlef Schrempf,SEA,81.0,33.7,5.5,11.1,0.493,0.3,0.324,5.2,0.507,0.505,3.7,4.8,0.769,1.8,3.8,5.6,3.4,0.9,0.1,2.1,15.0,1993-94,0,0.57,0.2
B.J. Armstrong,CHI,82.0,33.8,5.8,12.3,0.476,0.7,0.444,5.1,0.481,0.505,2.4,2.8,0.855,0.3,1.7,2.1,3.9,1.0,0.1,1.6,14.8,1993-94,0,0.55,0.16
Stacey Augmon,ATL,82.0,31.8,5.4,10.5,0.51,0.0,0.143,5.3,0.513,0.51,4.1,5.3,0.764,2.2,2.6,4.8,2.3,1.8,0.5,1.8,14.8,1993-94,0,0.58,0.2
Isiah Thomas,DET,58.0,30.2,5.5,13.2,0.417,0.7,0.31,4.8,0.438,0.442,3.1,4.4,0.702,0.8,1.9,2.7,6.9,1.2,0.1,3.5,14.8,1993-94,0,0.49,0.23
A.C. Green,PHO,82.0,34.5,5.7,11.3,0.502,0.1,0.229,5.6,0.513,0.506,3.2,4.4,0.735,3.4,5.8,9.2,1.7,0.9,0.5,1.2,14.7,1993-94,0,0.56,0.23
Doug West,MIN,72.0,30.3,6.0,12.4,0.487,0.0,0.125,6.0,0.49,0.488,2.6,3.2,0.81,0.8,2.4,3.2,2.4,0.9,0.3,1.9,14.7,1993-94,0,0.53,0.17
Ricky Pierce,SEA,51.0,20.0,5.3,11.3,0.471,0.1,0.188,5.2,0.488,0.477,3.7,4.1,0.896,0.6,1.1,1.6,1.8,0.8,0.1,1.3,14.5,1993-94,0,0.55,0.22
Hersey Hawkins,CHH,82.0,32.3,4.8,10.5,0.46,1.0,0.332,3.9,0.508,0.505,3.8,4.4,0.862,1.1,3.5,4.6,2.6,1.6,0.3,1.9,14.4,1993-94,0,0.58,0.19
Gerald Wilkins,CLE,82.0,33.8,5.4,11.9,0.457,1.0,0.396,4.4,0.474,0.501,2.4,3.0,0.776,1.3,2.4,3.7,3.1,1.3,0.5,1.6,14.3,1993-94,0,0.54,0.17
Vlade Divac,LAL,79.0,34.0,5.7,11.3,0.506,0.1,0.191,5.6,0.524,0.511,2.6,3.8,0.686,3.6,7.2,10.8,3.9,1.2,1.4,2.4,14.2,1993-94,0,0.55,0.28
Kendall Gill,SEA,79.0,30.8,5.4,12.3,0.443,0.5,0.317,4.9,0.461,0.462,2.7,3.5,0.782,1.2,2.2,3.4,3.5,1.9,0.4,1.8,14.1,1993-94,0,0.51,0.17
Anthony Peeler,LAL,30.0,30.8,5.9,13.6,0.43,0.5,0.222,5.4,0.468,0.447,1.9,2.4,0.803,1.6,2.0,3.6,3.1,1.4,0.3,2.0,14.1,1993-94,0,0.48,0.41
Kevin Edwards,NJN,82.0,33.3,5.7,12.5,0.458,0.4,0.354,5.3,0.469,0.475,2.0,2.6,0.77,1.1,2.3,3.4,2.8,1.5,0.4,1.6,14.0,1993-94,0,0.51,0.16
Otis Thorpe,HOU,82.0,35.5,5.5,9.8,0.561,0.0,0.0,5.5,0.562,0.561,3.1,4.7,0.657,3.3,7.3,10.6,2.3,0.8,0.3,2.3,14.0,1993-94,0,0.59,0.24
Mookie Blaylock,ATL,81.0,36.0,5.5,13.3,0.411,1.4,0.334,4.1,0.447,0.464,1.4,2.0,0.73,1.4,3.8,5.2,9.7,2.6,0.5,2.4,13.8,1993-94,0,0.49,0.26
Hot Rod Williams,CLE,76.0,35.0,5.2,10.9,0.478,0.0,,5.2,0.478,0.478,3.3,4.6,0.728,2.7,4.8,7.6,2.5,1.0,1.7,1.8,13.7,1993-94,0,0.53,0.23
Micheal Williams,MIN,71.0,31.1,4.4,9.7,0.457,0.1,0.222,4.3,0.474,0.464,4.7,5.6,0.839,0.9,2.2,3.1,7.2,1.7,0.3,2.9,13.7,1993-94,0,0.56,0.24
Vernon Maxwell,HOU,75.0,34.3,5.1,13.0,0.389,1.6,0.298,3.5,0.454,0.451,1.9,2.5,0.749,0.6,2.5,3.1,5.1,1.7,0.3,2.5,13.6,1993-94,0,0.48,0.17
Nick Van Exel,LAL,81.0,33.3,5.1,13.0,0.394,1.5,0.338,3.6,0.423,0.452,1.9,2.4,0.781,0.6,2.4,2.9,5.8,1.0,0.1,1.8,13.6,1993-94,0,0.48,0.16
Vin Baker,MIL,82.0,31.2,5.3,10.6,0.501,0.0,0.2,5.3,0.502,0.501,2.9,5.0,0.569,3.4,4.2,7.6,2.0,0.7,1.4,2.0,13.5,1993-94,0,0.53,0.19
Dana Barros,PHI,81.0,31.1,5.1,10.8,0.469,1.7,0.381,3.4,0.529,0.546,1.4,1.8,0.8,0.3,2.1,2.4,5.2,1.3,0.1,2.1,13.3,1993-94,0,0.57,0.17
Sherman Douglas,BOS,78.0,35.8,5.4,11.8,0.462,0.2,0.232,5.3,0.477,0.47,2.3,3.5,0.641,0.9,1.6,2.5,8.8,1.1,0.1,3.0,13.3,1993-94,0,0.5,0.19
Frank Brickowski,2TM,71.0,29.5,5.2,10.6,0.488,0.1,0.2,5.1,0.496,0.491,2.7,3.6,0.768,1.2,4.5,5.7,3.1,1.1,0.4,2.5,13.2,1993-94,0,0.54,0.21
Terry Porter,POR,77.0,26.9,4.5,10.9,0.416,1.4,0.39,3.1,0.43,0.482,2.6,3.0,0.872,0.6,2.2,2.8,5.2,1.0,0.2,2.2,13.1,1993-94,0,0.54,0.17
Reggie Williams,DEN,82.0,32.4,5.1,12.4,0.412,0.8,0.278,4.3,0.452,0.444,2.0,2.7,0.733,1.2,3.6,4.8,3.7,1.4,0.8,2.0,13.0,1993-94,0,0.48,0.17
Dennis Scott,ORL,82.0,27.8,4.7,11.6,0.405,1.9,0.399,2.8,0.408,0.486,1.5,1.9,0.774,0.7,2.0,2.7,2.6,1.0,0.4,1.1,12.8,1993-94,0,0.51,0.14
Todd Day,MIL,76.0,28.0,4.6,11.1,0.415,0.4,0.223,4.2,0.456,0.435,3.0,4.4,0.698,1.5,2.6,4.1,1.8,1.4,0.7,1.7,12.7,1993-94,0,0.49,0.15
Spud Webb,SAC,79.0,32.5,4.7,10.3,0.46,0.7,0.335,4.0,0.492,0.494,2.6,3.2,0.813,0.6,2.3,2.8,6.7,1.2,0.3,2.1,12.7,1993-94,0,0.54,0.19
Orlando Woolridge,PHI,74.0,26.4,4.9,10.4,0.471,0.0,0.071,4.9,0.478,0.472,2.8,4.1,0.689,1.4,2.6,4.0,1.9,0.6,0.8,1.9,12.7,1993-94,0,0.52,0.15
Bryant Stith,DEN,82.0,34.8,4.5,9.9,0.45,0.0,0.222,4.4,0.453,0.451,3.5,4.3,0.829,1.5,2.8,4.3,2.4,1.4,0.2,1.6,12.5,1993-94,0,0.53,0.16
Elden Campbell,LAL,76.0,29.6,4.9,10.6,0.462,0.0,0.0,4.9,0.463,0.462,2.5,3.6,0.689,2.2,4.6,6.8,1.1,0.8,1.9,1.3,12.3,1993-94,0,0.5,0.19
Sam Perkins,SEA,81.0,26.8,4.2,9.6,0.438,1.2,0.367,3.0,0.475,0.501,2.7,3.4,0.801,1.5,3.0,4.5,1.4,0.8,0.4,1.3,12.3,1993-94,0,0.55,0.15
Michael Adams,WSB,70.0,33.4,4.1,10.0,0.408,0.8,0.288,3.3,0.454,0.448,3.2,3.9,0.83,0.5,2.1,2.6,6.9,1.4,0.1,2.4,12.1,1993-94,0,0.52,0.2
Sean Elliott,DET,73.0,33.0,4.9,10.8,0.455,0.4,0.299,4.6,0.474,0.472,1.9,2.4,0.803,0.9,2.7,3.6,2.7,0.7,0.4,1.8,12.1,1993-94,0,0.51,0.15
Calbert Cheaney,WSB,65.0,24.7,5.0,10.7,0.47,0.0,0.043,5.0,0.484,0.471,1.9,2.5,0.77,1.4,1.6,2.9,1.9,1.0,0.2,1.7,12.0,1993-94,0,0.51,0.15
Derrick McKey,IND,76.0,34.4,4.7,9.3,0.5,0.1,0.29,4.6,0.51,0.506,2.5,3.3,0.756,1.7,3.6,5.3,4.3,1.5,0.6,3.0,12.0,1993-94,0,0.56,0.2
Dikembe Mutombo,DEN,82.0,34.8,4.5,7.8,0.569,0.0,0.0,4.5,0.569,0.569,3.1,5.4,0.583,3.5,8.4,11.8,1.5,0.7,4.1,2.5,12.0,1993-94,0,0.59,0.27
Willie Anderson,SAS,80.0,31.1,4.9,10.5,0.471,0.3,0.324,4.7,0.484,0.484,1.8,2.1,0.848,0.9,2.2,3.0,4.3,0.9,0.6,1.9,11.9,1993-94,0,0.52,0.16
Ken Norman,MIL,82.0,31.0,5.0,11.2,0.448,0.8,0.333,4.3,0.478,0.483,1.1,2.2,0.503,2.1,4.0,6.1,2.7,0.7,0.6,1.8,11.9,1993-94,0,0.49,0.16
Sedale Threatt,LAL,81.0,28.1,5.1,10.5,0.482,0.1,0.152,5.0,0.496,0.485,1.7,1.9,0.89,0.3,1.5,1.9,4.2,1.4,0.2,1.3,11.9,1993-94,0,0.52,0.16
Armen Gilliam,NJN,82.0,24.0,4.2,8.3,0.51,0.0,0.0,4.2,0.511,0.51,3.3,4.4,0.759,2.4,3.7,6.1,0.8,0.5,0.7,1.3,11.8,1993-94,0,0.58,0.16
Charles Oakley,NYK,82.0,35.8,4.4,9.3,0.478,0.0,0.0,4.4,0.48,0.478,3.0,3.8,0.776,4.3,7.5,11.8,2.7,1.3,0.2,2.4,11.8,1993-94,0,0.54,0.24
Dale Davis,IND,66.0,34.7,4.7,8.8,0.529,0.0,0.0,4.7,0.53,0.529,2.3,4.5,0.527,4.2,6.6,10.9,1.5,0.7,1.6,1.5,11.7,1993-94,0,0.54,0.28
Robert Parish,BOS,74.0,26.9,4.8,9.8,0.491,0.0,,4.8,0.491,0.491,2.1,2.8,0.74,1.9,5.4,7.3,1.1,0.6,1.3,1.5,11.7,1993-94,0,0.53,0.2
Loy Vaught,LAC,75.0,28.2,5.0,9.3,0.537,0.0,0.0,5.0,0.541,0.537,1.7,2.4,0.72,2.9,5.8,8.7,1.0,1.0,0.3,1.3,11.7,1993-94,0,0.56,0.22
Olden Polynice,2TM,68.0,35.3,5.1,9.7,0.523,0.0,0.0,5.1,0.524,0.523,1.4,2.8,0.508,4.4,7.5,11.9,0.6,0.6,1.0,1.1,11.6,1993-94,0,0.53,0.27
Blue Edwards,MIL,82.0,28.3,4.7,9.8,0.478,0.5,0.358,4.2,0.496,0.501,1.8,2.3,0.799,1.3,2.7,4.0,2.1,1.0,0.3,1.8,11.6,1993-94,0,0.54,0.14
Chuck Person,MIN,77.0,26.4,4.6,10.9,0.422,1.3,0.368,3.3,0.448,0.482,1.1,1.4,0.759,0.7,2.6,3.3,2.4,0.6,0.2,1.6,11.6,1993-94,0,0.5,0.13
Kenny Smith,HOU,78.0,28.3,4.4,9.1,0.48,1.1,0.405,3.2,0.513,0.542,1.7,2.0,0.871,0.3,1.5,1.8,4.2,0.8,0.1,1.6,11.6,1993-94,0,0.58,0.15
Kevin Gamble,BOS,75.0,25.1,4.9,10.7,0.458,0.3,0.243,4.6,0.489,0.473,1.4,1.7,0.817,0.5,1.6,2.1,2.0,0.8,0.3,1.0,11.5,1993-94,0,0.5,0.13
Eddie Johnson,CHH,73.0,20.0,4.6,10.1,0.459,0.8,0.393,3.8,0.476,0.499,1.4,1.7,0.78,1.1,2.0,3.1,1.7,0.5,0.1,1.2,11.5,1993-94,0,0.53,0.14
Grant Long,MIA,69.0,31.9,4.3,9.7,0.446,0.0,0.167,4.3,0.449,0.447,2.7,3.4,0.786,2.8,4.4,7.2,2.5,1.3,0.4,1.8,11.4,1993-94,0,0.51,0.22
Sean Rooks,DAL,47.0,26.7,4.1,8.4,0.491,0.0,0.0,4.1,0.492,0.491,3.2,4.5,0.714,1.8,3.7,5.5,1.0,0.4,0.9,1.7,11.4,1993-94,0,0.55,0.25
Xavier McDaniel,BOS,82.0,24.0,4.7,10.2,0.461,0.1,0.244,4.6,0.472,0.467,1.8,2.6,0.676,1.7,3.1,4.9,1.5,0.6,0.5,1.4,11.3,1993-94,0,0.5,0.14
Tom Chambers,UTA,80.0,23.0,4.1,9.4,0.44,0.2,0.311,3.9,0.448,0.449,2.8,3.5,0.786,1.1,3.0,4.1,1.0,0.5,0.4,1.1,11.2,1993-94,0,0.51,0.13
Larry Nance,CLE,33.0,27.5,4.6,9.5,0.487,0.0,,4.6,0.487,0.487,1.9,2.6,0.753,2.3,4.5,6.9,1.5,0.8,1.7,1.2,11.2,1993-94,0,0.53,0.46
Walt Williams,SAC,57.0,23.8,4.0,10.2,0.39,0.7,0.288,3.3,0.42,0.422,2.6,4.1,0.635,1.2,2.9,4.1,2.3,0.9,0.4,2.5,11.2,1993-94,0,0.47,0.15
Hubert Davis,NYK,56.0,23.8,4.3,9.0,0.471,0.9,0.402,3.3,0.496,0.524,1.5,1.8,0.825,0.4,0.8,1.2,2.9,0.7,0.1,1.4,11.0,1993-94,0,0.56,0.17
Mark Jackson,LAC,79.0,34.3,4.2,9.3,0.452,0.5,0.283,3.7,0.488,0.477,2.1,2.7,0.791,1.4,3.1,4.4,8.6,1.5,0.1,2.9,10.9,1993-94,0,0.52,0.21
Avery Johnson,GSW,82.0,28.4,4.3,8.8,0.492,0.0,0.0,4.3,0.5,0.492,2.2,3.1,0.704,0.5,1.6,2.1,5.3,1.4,0.1,2.1,10.9,1993-94,0,0.54,0.15
Toni Kukoč,CHI,75.0,24.1,4.2,9.7,0.431,0.4,0.271,3.7,0.462,0.453,2.1,2.8,0.743,1.3,2.7,4.0,3.4,1.1,0.4,2.2,10.9,1993-94,0,0.5,0.15
Chris Morris,NJN,50.0,27.0,4.1,9.1,0.447,1.1,0.361,3.0,0.489,0.506,1.7,2.4,0.72,1.8,2.7,4.6,1.7,1.1,1.0,1.0,10.9,1993-94,0,0.54,0.25
Muggsy Bogues,CHH,77.0,35.7,4.6,9.8,0.471,0.0,0.167,4.6,0.476,0.473,1.6,2.0,0.806,1.0,3.1,4.1,10.1,1.7,0.0,2.2,10.8,1993-94,0,0.51,0.25
