Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Josh Smith,ATL,81.0,35.4,6.2,12.3,0.505,0.0,0.0,6.2,0.508,0.505,3.2,5.2,0.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,15.7,2009-10,0,0.54,0.27
Brandon Jennings,MIL,82.0,32.6,5.5,14.8,0.371,1.8,0.374,3.7,0.37,0.431,2.7,3.3,0.817,0.6,2.8,3.4,5.7,1.3,0.2,2.4,15.5,2009-10,0,0.48,0.17
John Salmons,2TM,81.0,34.9,5.4,12.2,0.441,1.5,0.382,3.9,0.468,0.501,3.1,3.8,0.83,0.4,2.9,3.3,2.8,1.2,0.3,1.5,15.4,2009-10,0,0.56,0.17
J.R. Smith,DEN,75.0,27.8,5.7,13.8,0.414,2.1,0.338,3.6,0.477,0.491,1.9,2.7,0.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,15.4,2009-10,0,0.51,0.16
Wilson Chandler,NYK,65.0,35.7,6.3,13.2,0.479,0.6,0.267,5.7,0.524,0.502,2.0,2.5,0.806,1.4,3.9,5.4,2.1,0.7,0.8,1.7,15.3,2009-10,0,0.53,0.23
Baron Davis,LAC,75.0,33.6,5.5,13.5,0.406,1.1,0.277,4.4,0.459,0.446,3.2,3.9,0.821,0.7,2.9,3.5,8.0,1.7,0.6,2.8,15.3,2009-10,0,0.5,0.23
Reggie Williams,GSW,24.0,32.6,5.8,11.8,0.495,1.4,0.359,4.5,0.56,0.553,2.2,2.6,0.839,0.8,3.8,4.6,2.8,1.0,0.3,1.2,15.2,2009-10,0,0.59,0.68
Danilo Gallinari,NYK,81.0,33.9,4.8,11.4,0.423,2.3,0.381,2.5,0.469,0.523,3.1,3.8,0.818,0.8,4.1,4.9,1.7,0.9,0.7,1.4,15.1,2009-10,0,0.58,0.18
Jeff Green,OKC,82.0,37.1,5.9,13.0,0.453,1.3,0.333,4.6,0.503,0.502,2.0,2.7,0.74,1.4,4.6,6.0,1.6,1.3,0.9,1.6,15.1,2009-10,0,0.53,0.19
Andrew Bynum,LAL,65.0,30.4,6.0,10.6,0.57,0.0,0.0,6.0,0.571,0.57,3.0,4.0,0.739,2.7,5.6,8.3,1.0,0.5,1.4,1.8,15.0,2009-10,0,0.61,0.29
Trevor Ariza,HOU,72.0,36.5,5.5,13.9,0.394,1.9,0.334,3.6,0.436,0.462,2.1,3.2,0.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,14.9,2009-10,0,0.49,0.21
Michael Beasley,MIA,78.0,29.8,6.0,13.3,0.45,0.4,0.275,5.6,0.469,0.463,2.5,3.1,0.8,1.6,4.8,6.4,1.3,1.0,0.6,1.7,14.8,2009-10,0,0.5,0.19
Marc Gasol,MEM,69.0,35.8,5.5,9.4,0.581,0.0,0.0,5.5,0.582,0.581,3.7,5.4,0.67,3.0,6.3,9.3,2.4,1.0,1.6,2.0,14.6,2009-10,0,0.62,0.31
Troy Murphy,IND,72.0,32.6,5.3,11.3,0.472,1.8,0.384,3.6,0.533,0.551,2.1,2.7,0.798,1.8,8.4,10.2,2.1,1.0,0.5,1.4,14.6,2009-10,0,0.58,0.28
Marcus Thornton,NOH,73.0,25.6,5.5,12.1,0.451,1.6,0.374,3.8,0.493,0.517,2.0,2.4,0.814,1.0,1.9,2.9,1.6,0.8,0.2,1.0,14.5,2009-10,0,0.55,0.16
Kevin Garnett,BOS,69.0,29.9,5.8,11.2,0.521,0.0,0.2,5.8,0.523,0.521,2.7,3.2,0.837,1.1,6.2,7.3,2.7,1.0,0.8,1.5,14.3,2009-10,0,0.57,0.27
Al Horford,ATL,81.0,35.1,5.8,10.5,0.551,0.0,1.0,5.8,0.551,0.552,2.6,3.3,0.789,2.9,7.0,9.9,2.3,0.7,1.1,1.5,14.2,2009-10,0,0.59,0.26
Andray Blatche,WAS,81.0,27.9,5.9,12.3,0.478,0.2,0.295,5.7,0.487,0.485,2.1,2.9,0.744,2.0,4.3,6.3,2.1,1.0,0.9,2.2,14.1,2009-10,0,0.52,0.19
Rashard Lewis,ORL,72.0,32.9,4.9,11.2,0.435,2.3,0.397,2.5,0.476,0.539,2.0,2.5,0.806,0.9,3.6,4.4,1.5,1.1,0.4,1.5,14.1,2009-10,0,0.57,0.18
Kevin Love,MIN,60.0,28.6,4.9,10.8,0.45,0.6,0.33,4.3,0.474,0.478,3.8,4.6,0.815,3.8,7.2,11.0,2.3,0.7,0.4,2.0,14.0,2009-10,0,0.55,0.33
Andre Miller,POR,82.0,30.5,4.9,11.1,0.445,0.2,0.2,4.7,0.469,0.454,3.9,4.8,0.821,1.0,2.3,3.2,5.4,1.1,0.1,2.1,14.0,2009-10,0,0.53,0.18
Lou Williams,PHI,64.0,29.9,5.0,10.6,0.47,1.1,0.34,3.9,0.527,0.521,3.0,3.6,0.824,0.4,2.5,2.9,4.2,1.3,0.2,1.7,14.0,2009-10,0,0.57,0.23
Kelenna Azubuike,GSW,9.0,25.7,5.3,9.8,0.545,1.1,0.37,4.2,0.623,0.602,2.1,3.1,0.679,1.3,3.2,4.6,1.1,0.6,1.0,0.8,13.9,2009-10,0,0.62,1.66
Allen Iverson,2TM,28.0,30.9,4.9,11.3,0.43,0.3,0.36,4.5,0.436,0.445,3.7,4.7,0.794,0.6,2.3,2.8,4.0,0.7,0.1,2.3,13.8,2009-10,0,0.52,0.42
Ben Gordon,DET,62.0,27.9,4.7,11.3,0.416,1.2,0.321,3.5,0.465,0.47,3.2,3.7,0.861,0.4,1.5,1.9,2.7,0.8,0.1,1.9,13.8,2009-10,0,0.53,0.17
Nenê,DEN,82.0,33.6,5.1,8.7,0.587,0.0,0.0,5.1,0.589,0.587,3.6,5.1,0.704,2.0,5.6,7.6,2.5,1.4,1.0,1.5,13.8,2009-10,0,0.63,0.24
Thaddeus Young,PHI,67.0,32.0,5.7,12.1,0.47,0.7,0.348,5.0,0.495,0.499,1.7,2.5,0.691,1.9,3.3,5.2,1.4,1.2,0.2,1.9,13.8,2009-10,0,0.52,0.19
Rajon Rondo,BOS,81.0,36.6,5.7,11.2,0.508,0.2,0.213,5.5,0.536,0.517,2.2,3.5,0.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,13.7,2009-10,0,0.54,0.25
Jermaine O'Neal,MIA,70.0,28.4,5.6,10.6,0.529,0.0,0.0,5.6,0.53,0.529,2.3,3.2,0.72,1.8,5.2,6.9,1.3,0.4,1.4,1.8,13.6,2009-10,0,0.57,0.23
Jonny Flynn,MIN,81.0,28.9,4.9,11.8,0.417,1.0,0.358,4.0,0.434,0.457,2.8,3.3,0.826,0.3,2.1,2.4,4.4,1.0,0.0,2.9,13.5,2009-10,0,0.51,0.14
Mehmet Okur,UTA,73.0,29.4,4.9,10.6,0.458,1.1,0.385,3.7,0.486,0.511,2.7,3.3,0.82,1.8,5.2,7.1,1.6,0.5,1.1,1.7,13.5,2009-10,0,0.56,0.22
Tayshaun Prince,DET,49.0,34.0,5.8,11.8,0.486,0.6,0.37,5.2,0.503,0.509,1.4,2.0,0.714,1.4,3.6,5.1,3.3,0.7,0.4,1.2,13.5,2009-10,0,0.53,0.31
Elton Brand,PHI,76.0,30.2,5.4,11.3,0.48,0.0,0.0,5.4,0.481,0.48,2.3,3.1,0.738,2.4,3.7,6.1,1.4,1.1,1.1,1.7,13.1,2009-10,0,0.52,0.19
Corey Brewer,MIN,82.0,30.3,5.0,11.6,0.431,1.0,0.346,4.0,0.459,0.474,2.0,3.1,0.648,0.9,2.5,3.4,2.4,1.4,0.4,2.0,13.0,2009-10,0,0.5,0.13
Anthony Morrow,GSW,69.0,29.2,4.8,10.2,0.468,2.0,0.456,2.7,0.477,0.568,1.5,1.7,0.886,0.9,2.9,3.8,1.5,0.9,0.2,1.2,13.0,2009-10,0,0.59,0.18
Beno Udrih,SAC,79.0,31.4,5.3,10.6,0.493,0.9,0.377,4.3,0.53,0.538,1.5,1.8,0.837,0.5,2.3,2.8,4.7,1.1,0.1,1.7,12.9,2009-10,0,0.57,0.18
Josh Howard,2TM,35.0,26.2,4.5,11.1,0.405,0.7,0.267,3.8,0.444,0.434,3.1,4.0,0.784,0.9,2.7,3.6,1.4,0.7,0.3,1.3,12.7,2009-10,0,0.49,0.28
Jameer Nelson,ORL,65.0,28.6,4.9,10.9,0.449,1.3,0.381,3.6,0.481,0.51,1.5,1.8,0.845,0.4,2.6,3.0,5.4,0.7,0.0,2.1,12.6,2009-10,0,0.54,0.2
Peja Stojaković,NOH,62.0,31.4,4.5,11.1,0.404,2.1,0.375,2.4,0.435,0.5,1.5,1.7,0.897,0.6,3.0,3.7,1.5,0.8,0.1,0.9,12.6,2009-10,0,0.53,0.18
Courtney Lee,NJN,71.0,33.5,4.8,10.9,0.436,1.1,0.338,3.7,0.476,0.485,1.9,2.2,0.869,0.8,2.7,3.5,1.7,1.3,0.3,1.1,12.5,2009-10,0,0.53,0.17
Jason Thompson,SAC,75.0,31.4,4.9,10.5,0.472,0.0,0.1,4.9,0.477,0.473,2.6,3.7,0.715,3.0,5.5,8.5,1.7,0.5,1.0,1.9,12.5,2009-10,0,0.52,0.21
Darren Collison,NOH,76.0,27.8,4.9,10.4,0.477,0.6,0.4,4.3,0.49,0.506,1.9,2.3,0.851,0.5,2.0,2.5,5.7,1.0,0.1,2.7,12.4,2009-10,0,0.54,0.17
George Hill,SAS,78.0,29.2,4.5,9.5,0.478,1.0,0.399,3.6,0.505,0.529,2.3,3.0,0.772,0.5,2.1,2.6,2.9,0.9,0.3,1.3,12.4,2009-10,0,0.57,0.16
Richard Jefferson,SAS,81.0,31.1,4.5,9.6,0.467,0.7,0.316,3.7,0.515,0.505,2.6,3.5,0.735,0.7,3.7,4.4,2.0,0.6,0.5,1.3,12.3,2009-10,0,0.55,0.15
Raymond Felton,CHA,80.0,33.0,4.9,10.6,0.459,0.8,0.385,4.1,0.475,0.494,1.7,2.2,0.763,0.7,2.9,3.6,5.6,1.5,0.3,2.1,12.1,2009-10,0,0.52,0.18
Mike Conley,MEM,80.0,32.1,4.6,10.4,0.445,1.0,0.387,3.6,0.464,0.494,1.7,2.3,0.743,0.4,2.0,2.4,5.3,1.4,0.2,2.1,12.0,2009-10,0,0.53,0.16
Yi Jianlian,NJN,52.0,31.8,4.4,10.8,0.403,0.3,0.366,4.1,0.406,0.417,3.0,3.7,0.798,2.2,4.9,7.2,0.9,0.7,1.0,1.5,12.0,2009-10,0,0.48,0.25
Shawn Marion,DAL,75.0,31.8,5.3,10.4,0.508,0.0,0.158,5.2,0.516,0.51,1.4,1.9,0.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,12.0,2009-10,0,0.53,0.19
Shaquille O'Neal,CLE,53.0,23.4,4.9,8.7,0.566,0.0,0.0,4.9,0.567,0.566,2.1,4.3,0.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,12.0,2009-10,0,0.57,0.26
Rasual Butler,LAC,82.0,33.0,4.3,10.6,0.409,1.8,0.336,2.6,0.482,0.493,1.5,1.8,0.841,0.5,2.5,2.9,1.4,0.4,0.8,1.0,11.9,2009-10,0,0.52,0.12
Andrei Kirilenko,UTA,58.0,29.0,4.2,8.3,0.506,0.4,0.292,3.8,0.555,0.533,3.0,4.0,0.744,1.3,3.2,4.6,2.7,1.4,1.2,1.4,11.9,2009-10,0,0.59,0.26
Michael Redd,MIL,18.0,27.3,4.2,11.8,0.352,1.0,0.3,3.2,0.373,0.394,2.6,3.7,0.712,0.6,2.4,3.0,2.2,1.1,0.1,0.8,11.9,2009-10,0,0.44,0.49
Charlie Villanueva,DET,78.0,23.7,4.7,10.6,0.439,1.3,0.351,3.4,0.484,0.499,1.4,1.7,0.815,1.1,3.6,4.7,0.7,0.6,0.7,0.9,11.9,2009-10,0,0.52,0.15
Raja Bell,2TM,6.0,30.0,4.7,10.2,0.459,2.0,0.444,2.7,0.471,0.557,0.5,0.5,1.0,0.8,3.0,3.8,2.2,0.7,0.3,0.8,11.8,2009-10,0,0.57,2.08
Anthony Tolliver,2TM,46.0,31.0,4.2,9.8,0.43,1.1,0.329,3.1,0.481,0.486,2.2,2.9,0.769,1.8,5.1,7.0,1.9,0.7,0.7,1.0,11.7,2009-10,0,0.53,0.32
Earl Barron,NYK,7.0,33.1,4.3,9.7,0.441,0.0,,4.3,0.441,0.441,3.1,4.1,0.759,4.4,6.6,11.0,1.1,0.6,0.6,1.6,11.7,2009-10,0,0.51,2.43
Roy Hibbert,IND,81.0,25.1,4.8,9.7,0.495,0.0,0.5,4.7,0.495,0.497,2.1,2.8,0.754,2.2,3.5,5.7,2.0,0.4,1.6,1.8,11.7,2009-10,0,0.54,0.17
Paul Millsap,UTA,82.0,27.8,4.7,8.7,0.538,0.0,0.111,4.7,0.543,0.538,2.2,3.2,0.693,2.3,4.5,6.8,1.6,0.8,1.2,1.4,11.6,2009-10,0,0.57,0.19
Anthony Randolph,GSW,33.0,22.7,4.2,9.4,0.443,0.0,0.2,4.1,0.447,0.445,3.3,4.1,0.801,2.2,4.3,6.5,1.3,0.8,1.5,1.5,11.6,2009-10,0,0.52,0.43
Kenyon Martin,DEN,58.0,34.2,4.9,10.7,0.456,0.1,0.276,4.7,0.465,0.463,1.6,2.9,0.557,2.4,7.0,9.4,1.9,1.2,1.1,1.6,11.5,2009-10,0,0.48,0.28
Jarrett Jack,TOR,82.0,27.4,3.9,8.2,0.481,1.0,0.412,2.9,0.511,0.542,2.5,2.9,0.842,0.4,2.3,2.7,5.0,0.7,0.1,2.0,11.4,2009-10,0,0.6,0.16
Boris Diaw,CHA,82.0,35.4,4.5,9.4,0.483,0.8,0.32,3.7,0.541,0.525,1.4,1.8,0.769,1.6,3.6,5.2,4.0,0.7,0.7,2.2,11.3,2009-10,0,0.55,0.18
Grant Hill,PHO,81.0,30.0,4.1,8.7,0.478,0.4,0.438,3.7,0.483,0.503,2.5,3.1,0.817,0.9,4.6,5.5,2.4,0.7,0.4,1.3,11.3,2009-10,0,0.56,0.17
