Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Julius Randle,NYK,77.0,35.5,8.5,18.6,0.459,2.8,0.343,5.7,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,25.1,2022-23,0.58,0.33
De'Aaron Fox,SAC,73.0,33.4,9.3,18.2,0.512,1.6,0.324,7.7,0.584,0.557,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,25.0,2022-23,0.6,0.33
Zach LaVine,CHI,77.0,35.9,8.7,18.0,0.485,2.6,0.375,6.1,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,24.8,2022-23,0.61,0.28
Brandon Ingram,NOP,45.0,34.2,9.0,18.6,0.484,1.4,0.39,7.6,0.507,0.522,5.3,6.0,0.882,0.5,5.0,5.5,5.8,0.7,0.4,3.3,24.7,2022-23,0.58,0.52
Anthony Edwards,MIN,79.0,36.0,8.9,19.5,0.459,2.7,0.369,6.3,0.513,0.528,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,24.6,2022-23,0.56,0.28
DeMar DeRozan,CHI,74.0,36.2,8.9,17.6,0.504,0.6,0.324,8.3,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,24.5,2022-23,0.59,0.33
Nikola Jokić,DEN,69.0,33.7,9.4,14.8,0.632,0.8,0.383,8.5,0.675,0.66,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,24.5,2022-23,0.7,0.55
Pascal Siakam,TOR,71.0,37.4,8.9,18.5,0.48,1.3,0.324,7.6,0.523,0.515,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,24.2,2022-23,0.56,0.36
Jalen Brunson,NYK,68.0,35.0,8.6,17.6,0.491,2.0,0.416,6.7,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,24.0,2022-23,0.6,0.33
Paul George,LAC,56.0,34.6,8.2,17.9,0.457,2.8,0.371,5.4,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,23.8,2022-23,0.59,0.42
Kawhi Leonard,LAC,52.0,33.6,8.6,16.8,0.512,2.0,0.416,6.6,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,23.8,2022-23,0.62,0.49
LaMelo Ball,CHO,36.0,35.2,8.2,20.0,0.411,4.0,0.376,4.2,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,23.3,2022-23,0.54,0.66
Bradley Beal,WAS,50.0,33.5,8.9,17.6,0.506,1.6,0.365,7.3,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,23.2,2022-23,0.59,0.43
Kristaps Porziņģis,WAS,65.0,32.6,7.8,15.7,0.498,2.1,0.385,5.7,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,23.2,2022-23,0.63,0.4
Jimmy Butler,MIA,64.0,33.4,7.5,13.9,0.539,0.6,0.35,6.9,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,22.9,2022-23,0.65,0.42
Jalen Green,HOU,76.0,34.2,7.4,17.9,0.416,2.5,0.338,5.0,0.471,0.485,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,22.1,2022-23,0.54,0.21
Keldon Johnson,SAS,63.0,32.7,8.0,17.7,0.452,2.1,0.329,5.9,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,22.0,2022-23,0.55,0.28
Klay Thompson,GSW,69.0,33.0,7.9,18.1,0.436,4.4,0.412,3.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,21.9,2022-23,0.58,0.25
Bojan Bogdanović,DET,59.0,32.1,7.3,14.9,0.488,2.5,0.411,4.8,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,21.6,2022-23,0.63,0.31
Darius Garland,CLE,69.0,35.5,7.6,16.4,0.462,2.4,0.41,5.1,0.492,0.537,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,21.6,2022-23,0.58,0.3
Desmond Bane,MEM,58.0,31.7,7.8,16.2,0.479,2.9,0.408,4.9,0.534,0.568,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,21.5,2022-23,0.61,0.37
Kyle Kuzma,WAS,64.0,35.0,8.0,17.8,0.448,2.5,0.333,5.5,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,21.2,2022-23,0.55,0.3
Terry Rozier,CHO,63.0,35.3,7.8,18.9,0.415,2.6,0.327,5.2,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,21.1,2022-23,0.52,0.28
Anfernee Simons,POR,62.0,35.0,7.5,16.9,0.447,3.4,0.377,4.1,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,21.1,2022-23,0.58,0.27
James Harden,PHI,58.0,36.8,6.4,14.5,0.441,2.8,0.385,3.6,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,21.0,2022-23,0.61,0.47
CJ McCollum,NOP,75.0,35.3,7.8,17.9,0.437,2.8,0.389,5.0,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,20.9,2022-23,0.54,0.25
Jordan Clarkson,UTA,61.0,32.6,7.5,16.9,0.444,2.5,0.338,5.0,0.53,0.519,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,20.8,2022-23,0.56,0.28
Karl-Anthony Towns,MIN,29.0,33.0,7.3,14.8,0.495,2.1,0.366,5.2,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,20.8,2022-23,0.62,0.82
Tyrese Haliburton,IND,56.0,33.6,7.4,15.0,0.49,2.9,0.4,4.5,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,20.7,2022-23,0.62,0.47
Jerami Grant,POR,63.0,35.7,6.9,14.5,0.475,2.3,0.401,4.6,0.523,0.554,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,20.5,2022-23,0.61,0.3
Dejounte Murray,ATL,74.0,36.4,8.3,17.8,0.464,1.8,0.344,6.5,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,20.5,2022-23,0.54,0.29
Bam Adebayo,MIA,75.0,34.6,8.0,14.9,0.54,0.0,0.083,8.0,0.545,0.541,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,20.4,2022-23,0.59,0.32
Jordan Poole,GSW,82.0,30.0,6.7,15.6,0.43,2.6,0.336,4.1,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,20.4,2022-23,0.57,0.2
Tyrese Maxey,PHI,60.0,33.6,7.3,15.2,0.481,2.7,0.434,4.7,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,20.3,2022-23,0.6,0.3
Kelly Oubre Jr.,CHO,48.0,32.3,7.4,17.1,0.431,2.3,0.319,5.1,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,20.3,2022-23,0.53,0.34
Mikal Bridges,2TM,83.0,35.7,7.1,15.3,0.468,2.0,0.382,5.1,0.514,0.535,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,20.1,2022-23,0.58,0.23
Tyler Herro,MIA,67.0,34.9,7.3,16.6,0.439,3.0,0.378,4.2,0.497,0.531,2.5,2.7,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,20.1,2022-23,0.56,0.28
Paolo Banchero,ORL,72.0,33.8,6.7,15.6,0.427,1.2,0.298,5.5,0.471,0.465,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,20.0,2022-23,0.53,0.25
Louis King,PHI,1.0,29.0,8.0,13.0,0.615,4.0,0.5,4.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,20.0,2022-23,0.74,19.0
Jamal Murray,DEN,65.0,32.8,7.3,16.0,0.454,2.6,0.398,4.6,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,20.0,2022-23,0.57,0.31
Cade Cunningham,DET,12.0,33.3,7.8,18.7,0.415,1.4,0.279,6.3,0.466,0.453,3.0,3.6,0.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,19.9,2022-23,0.49,1.56
RJ Barrett,NYK,73.0,33.9,7.0,16.1,0.434,1.7,0.31,5.3,0.495,0.485,4.0,5.4,0.74,0.8,4.2,5.0,2.8,0.4,0.2,2.2,19.6,2022-23,0.53,0.21
Jrue Holiday,MIL,67.0,32.6,7.3,15.3,0.479,2.4,0.384,5.0,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,19.3,2022-23,0.59,0.33
Fred VanVleet,TOR,69.0,36.7,6.3,16.1,0.393,3.0,0.342,3.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,19.3,2022-23,0.54,0.3
Kevin Porter Jr.,HOU,59.0,34.3,6.6,15.0,0.442,2.4,0.366,4.2,0.501,0.522,3.5,4.5,0.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,19.2,2022-23,0.57,0.33
Domantas Sabonis,SAC,79.0,34.6,7.3,11.9,0.615,0.4,0.373,6.9,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,19.1,2022-23,0.67,0.39
Jaren Jackson Jr.,MEM,63.0,28.4,6.6,13.0,0.506,1.6,0.355,5.0,0.585,0.567,3.8,4.9,0.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,18.6,2022-23,0.61,0.34
Franz Wagner,ORL,80.0,32.6,6.8,14.0,0.485,1.6,0.361,5.2,0.544,0.543,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,18.6,2022-23,0.59,0.22
Devin Vassell,SAS,38.0,31.0,6.9,15.7,0.439,2.7,0.387,4.2,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,18.5,2022-23,0.55,0.44
Deandre Ayton,PHO,67.0,30.4,7.8,13.2,0.589,0.1,0.292,7.7,0.597,0.592,2.3,3.0,0.76,2.6,7.4,10.0,1.7,0.6,0.8,1.8,18.0,2022-23,0.62,0.35
Myles Turner,IND,62.0,29.4,6.5,11.8,0.548,1.5,0.373,5.0,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,18.0,2022-23,0.65,0.35
D'Angelo Russell,2TM,71.0,32.5,6.3,13.4,0.469,2.7,0.396,3.5,0.548,0.572,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,17.8,2022-23,0.6,0.26
Nikola Vučević,CHI,82.0,33.5,7.3,14.0,0.52,1.5,0.349,5.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,17.6,2022-23,0.59,0.3
Michael Porter Jr.,DEN,62.0,29.0,6.4,13.2,0.487,3.0,0.414,3.4,0.579,0.602,1.5,1.9,0.8,1.0,4.5,5.5,1.0,0.6,0.5,1.1,17.4,2022-23,0.62,0.27
Gary Trent Jr.,TOR,66.0,32.1,6.1,14.2,0.433,2.5,0.369,3.6,0.493,0.522,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,17.4,2022-23,0.56,0.21
Spencer Dinwiddie,2TM,79.0,34.5,5.8,13.3,0.438,2.3,0.369,3.5,0.498,0.524,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,17.3,2022-23,0.57,0.23
Andrew Wiggins,GSW,37.0,32.2,6.8,14.3,0.473,2.4,0.396,4.4,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,17.1,2022-23,0.56,0.46
Norman Powell,LAC,60.0,26.1,5.7,11.8,0.479,1.9,0.397,3.8,0.534,0.559,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,17.0,2022-23,0.61,0.24
OG Anunoby,TOR,67.0,35.6,6.3,13.2,0.476,2.1,0.387,4.2,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,16.8,2022-23,0.59,0.26
Buddy Hield,IND,80.0,31.0,5.9,13.0,0.458,3.6,0.425,2.3,0.518,0.596,1.3,1.6,0.822,0.8,4.2,5.0,2.8,1.2,0.3,1.7,16.8,2022-23,0.61,0.21
Bennedict Mathurin,IND,78.0,28.5,5.3,12.2,0.434,1.3,0.323,4.0,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,16.7,2022-23,0.57,0.17
Josh Giddey,OKC,76.0,31.1,7.1,14.7,0.482,1.0,0.325,6.1,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,16.6,2022-23,0.53,0.28
Christian Wood,DAL,67.0,25.9,5.9,11.5,0.515,1.6,0.376,4.3,0.594,0.583,3.2,4.2,0.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,16.6,2022-23,0.62,0.28
Aaron Gordon,DEN,68.0,30.2,6.3,11.2,0.564,0.9,0.347,5.4,0.628,0.603,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,16.3,2022-23,0.62,0.29
Jaden Ivey,DET,74.0,31.1,5.5,13.3,0.416,1.6,0.343,3.9,0.457,0.477,3.6,4.8,0.747,1.0,2.9,3.9,5.2,0.8,0.2,3.2,16.3,2022-23,0.53,0.19
Evan Mobley,CLE,79.0,34.4,6.6,12.0,0.554,0.3,0.216,6.4,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,16.2,2022-23,0.59,0.28
RaiQuan Gray,BRK,1.0,35.0,6.0,12.0,0.5,2.0,0.4,4.0,0.571,0.583,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,16.0,2022-23,0.62,23.0
Brook Lopez,MIL,78.0,30.4,6.1,11.5,0.531,1.7,0.374,4.4,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,15.9,2022-23,0.63,0.25
Russell Westbrook,2TM,73.0,29.1,5.9,13.6,0.436,1.2,0.311,4.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,15.9,2022-23,0.51,0.25
P.J. Washington,CHO,73.0,32.6,5.9,13.4,0.444,2.0,0.348,3.9,0.518,0.52,1.7,2.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,15.7,2022-23,0.54,0.21
Cameron Johnson,2TM,42.0,28.5,5.3,11.3,0.47,2.5,0.404,2.9,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,15.5,2022-23,0.62,0.38
De'Andre Hunter,ATL,67.0,31.7,5.7,12.3,0.461,1.5,0.35,4.2,0.521,0.522,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,15.4,2022-23,0.56,0.2
Scottie Barnes,TOR,77.0,34.8,6.0,13.2,0.456,0.8,0.281,5.2,0.505,0.487,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,15.3,2022-23,0.52,0.24
Skylar Mays,POR,6.0,31.5,5.7,11.3,0.5,2.0,0.462,3.7,0.524,0.588,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,15.3,2022-23,0.62,3.42
Wendell Carter Jr.,ORL,57.0,29.6,5.6,10.8,0.525,1.4,0.356,4.2,0.624,0.591,2.5,3.4,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,15.2,2022-23,0.62,0.34
Kevin Huerter,SAC,75.0,29.4,5.6,11.5,0.485,2.7,0.402,2.9,0.604,0.603,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,15.2,2022-23,0.62,0.2
Khris Middleton,MIL,33.0,24.3,5.4,12.3,0.436,1.5,0.315,3.8,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,15.1,2022-23,0.55,0.48
Harrison Barnes,SAC,82.0,32.5,4.6,9.6,0.473,1.6,0.374,3.0,0.553,0.556,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,15.0,2022-23,0.64,0.19
Malcolm Brogdon,BOS,67.0,26.0,5.3,10.9,0.484,2.0,0.444,3.3,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,14.9,2022-23,0.62,0.24
Immanuel Quickley,NYK,81.0,28.9,5.2,11.6,0.448,2.1,0.37,3.1,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,14.9,2022-23,0.57,0.19
Alperen Sengun,HOU,75.0,28.9,5.9,10.7,0.553,0.3,0.333,5.6,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,14.8,2022-23,0.6,0.28
Tobias Harris,PHI,74.0,32.9,5.7,11.4,0.501,1.7,0.389,4.0,0.57,0.575,1.5,1.7,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,14.7,2022-23,0.61,0.23
Gordon Hayward,CHO,50.0,31.5,5.5,11.6,0.475,1.0,0.325,4.5,0.532,0.52,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2.0,14.7,2022-23,0.57,0.31
Trey Murphy III,NOP,79.0,31.0,4.9,10.1,0.484,2.6,0.406,2.3,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,14.5,2022-23,0.65,0.19
Tim Hardaway Jr.,DAL,71.0,30.3,4.8,11.9,0.401,3.0,0.385,1.8,0.431,0.527,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,14.4,2022-23,0.56,0.17
Jarrett Allen,CLE,68.0,32.6,5.9,9.2,0.644,0.0,0.1,5.9,0.653,0.645,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,14.3,2022-23,0.67,0.33
Dillon Brooks,MEM,73.0,30.3,5.4,13.6,0.396,2.0,0.326,3.4,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,14.3,2022-23,0.49,0.15
Collin Sexton,UTA,48.0,23.9,4.9,9.8,0.506,1.0,0.393,3.9,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,14.3,2022-23,0.62,0.26
Bobby Portis,MIL,70.0,26.0,5.7,11.5,0.496,1.4,0.37,4.3,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,14.1,2022-23,0.57,0.26
Jonas Valančiūnas,NOP,79.0,24.9,5.6,10.3,0.547,0.5,0.349,5.2,0.577,0.57,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2.0,14.1,2022-23,0.61,0.25
Jalen Williams,OKC,75.0,30.3,5.5,10.6,0.521,1.0,0.356,4.5,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,14.1,2022-23,0.6,0.22
Bogdan Bogdanović,ATL,54.0,27.9,5.1,11.3,0.447,2.7,0.406,2.4,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,14.0,2022-23,0.59,0.25
Markelle Fultz,ORL,60.0,29.6,5.8,11.3,0.514,0.5,0.31,5.4,0.544,0.534,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,14.0,2022-23,0.57,0.29
Chris Paul,PHO,59.0,32.0,5.0,11.3,0.44,1.7,0.375,3.3,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,13.9,2022-23,0.56,0.35
Saddiq Bey,2TM,77.0,27.6,4.6,10.9,0.422,2.0,0.361,2.6,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,13.8,2022-23,0.56,0.18
Luguentz Dort,OKC,74.0,30.7,4.6,11.8,0.388,1.8,0.33,2.8,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,13.7,2022-23,0.51,0.17
Malik Monk,SAC,77.0,22.3,4.6,10.3,0.448,1.9,0.359,2.8,0.538,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,13.5,2022-23,0.59,0.17
Rudy Gobert,MIN,70.0,30.7,5.1,7.8,0.659,0.0,0.0,5.1,0.663,0.659,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,13.4,2022-23,0.67,0.32
Jusuf Nurkić,POR,52.0,26.8,5.0,9.7,0.519,0.8,0.361,4.2,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,13.3,2022-23,0.59,0.36
Kris Dunn,UTA,22.0,25.8,5.3,9.8,0.537,0.8,0.472,4.5,0.55,0.576,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,13.2,2022-23,0.61,0.83
John Collins,ATL,71.0,30.0,5.1,10.0,0.508,1.0,0.292,4.1,0.619,0.557,2.0,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,13.1,2022-23,0.59,0.22
Cole Anthony,ORL,60.0,25.9,4.6,10.2,0.454,1.3,0.364,3.4,0.5,0.516,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,13.0,2022-23,0.57,0.26
Austin Reaves,LAL,64.0,28.8,4.0,7.7,0.529,1.3,0.398,2.7,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,13.0,2022-23,0.68,0.23
Tre Jones,SAS,68.0,29.2,5.0,10.9,0.459,0.7,0.285,4.4,0.506,0.489,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,12.9,2022-23,0.54,0.25
Alec Burks,DET,51.0,22.0,3.9,9.0,0.436,1.9,0.414,2.0,0.459,0.544,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,12.8,2022-23,0.6,0.24
Jabari Smith Jr.,HOU,79.0,31.0,4.6,11.3,0.408,1.5,0.307,3.1,0.487,0.475,2.1,2.6,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,12.8,2022-23,0.51,0.18
Malik Beasley,2TM,81.0,25.8,4.6,11.6,0.395,2.9,0.357,1.7,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,12.7,2022-23,0.53,0.13
