Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
KJ Martin,HOU,82.0,28.0,5.0,8.8,0.569,0.8,0.315,4.2,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,12.7,2022-23,0.64,0.18
Nic Claxton,BRK,76.0,29.9,5.4,7.7,0.705,0.0,0.0,5.4,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,12.6,2022-23,0.69,0.29
Dennis Schröder,LAL,66.0,30.1,4.1,9.8,0.415,1.1,0.329,3.0,0.461,0.472,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,12.6,2022-23,0.55,0.19
Jakob Poeltl,2TM,72.0,26.5,5.4,8.6,0.629,0.0,0.0,5.4,0.63,0.629,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,12.5,2022-23,0.64,0.28
Mac McClung,PHI,2.0,20.5,4.5,10.0,0.45,2.0,0.364,2.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,12.5,2022-23,0.56,7.0
Kelly Olynyk,UTA,68.0,28.6,4.1,8.2,0.499,1.4,0.394,2.7,0.576,0.583,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,12.5,2022-23,0.64,0.25
Eric Gordon,2TM,69.0,28.5,4.2,9.5,0.446,1.9,0.371,2.3,0.535,0.547,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,12.4,2022-23,0.58,0.16
Derrick White,BOS,82.0,28.3,4.3,9.2,0.462,1.8,0.381,2.5,0.548,0.56,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,12.4,2022-23,0.61,0.18
Keegan Murray,SAC,80.0,29.8,4.4,9.8,0.453,2.6,0.411,1.9,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,12.2,2022-23,0.6,0.16
Caris LeVert,CLE,74.0,30.2,4.3,10.0,0.431,1.7,0.392,2.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,12.1,2022-23,0.55,0.18
Jaden McDaniels,MIN,79.0,30.6,4.7,9.1,0.517,1.4,0.398,3.3,0.588,0.591,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,12.1,2022-23,0.61,0.17
Marvin Bagley III,DET,42.0,23.6,4.8,9.1,0.529,0.5,0.288,4.4,0.579,0.554,1.9,2.6,0.75,2.2,4.2,6.4,0.9,0.5,0.7,1.1,12.0,2022-23,0.59,0.34
Clint Capela,ATL,65.0,26.6,5.4,8.2,0.653,0.0,0.0,5.4,0.654,0.653,1.2,2.0,0.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,12.0,2022-23,0.66,0.33
Mike Conley,2TM,67.0,30.3,3.9,9.1,0.428,2.0,0.385,1.9,0.486,0.539,2.1,2.5,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,11.9,2022-23,0.58,0.23
Bones Hyland,2TM,56.0,19.4,4.1,10.2,0.399,2.1,0.371,2.0,0.434,0.502,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,11.8,2022-23,0.54,0.19
Lonnie Walker IV,LAL,56.0,23.2,4.2,9.4,0.448,1.6,0.365,2.6,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,11.7,2022-23,0.57,0.16
Zach Collins,SAS,63.0,22.9,4.5,8.7,0.518,0.9,0.374,3.6,0.571,0.568,1.7,2.3,0.761,1.8,4.5,6.4,2.9,0.6,0.8,2.0,11.6,2022-23,0.6,0.25
Bruce Brown,DEN,80.0,28.5,4.5,9.3,0.483,1.1,0.358,3.3,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,11.5,2022-23,0.57,0.18
Naz Reid,MIN,68.0,18.4,4.6,8.5,0.537,1.1,0.346,3.5,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,11.5,2022-23,0.62,0.19
Marcus Smart,BOS,61.0,32.1,4.1,9.9,0.415,1.9,0.336,2.2,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,11.5,2022-23,0.54,0.23
Max Strus,MIA,80.0,28.4,4.1,9.9,0.41,2.5,0.35,1.6,0.559,0.535,1.0,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,11.5,2022-23,0.55,0.13
John Wall,LAC,34.0,22.2,4.1,9.9,0.408,1.0,0.303,3.1,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,11.4,2022-23,0.5,0.33
Quentin Grimes,NYK,71.0,29.9,4.0,8.5,0.468,2.2,0.386,1.8,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,11.3,2022-23,0.62,0.17
Isaiah Stewart,DET,50.0,28.3,3.9,8.8,0.442,1.3,0.327,2.6,0.542,0.518,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,11.3,2022-23,0.56,0.3
Rui Hachimura,2TM,63.0,23.3,4.5,9.3,0.486,0.8,0.319,3.7,0.55,0.53,1.4,1.9,0.739,0.8,3.7,4.5,0.9,0.3,0.4,0.8,11.2,2022-23,0.55,0.18
Kyle Lowry,MIA,55.0,31.2,3.6,8.8,0.404,1.9,0.345,1.6,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,11.2,2022-23,0.57,0.26
Marcus Morris,LAC,65.0,28.1,4.2,9.9,0.426,1.7,0.364,2.5,0.484,0.513,1.0,1.3,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,11.2,2022-23,0.53,0.17
Corey Kispert,WAS,74.0,28.3,3.9,7.9,0.497,2.2,0.424,1.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,11.1,2022-23,0.66,0.14
Jeremy Sochan,SAS,56.0,26.0,4.5,9.9,0.453,0.6,0.246,3.9,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,11.0,2022-23,0.51,0.22
Mason Plumlee,2TM,79.0,26.0,4.2,6.1,0.68,0.0,,4.2,0.68,0.68,2.5,4.0,0.636,2.9,6.0,8.9,3.1,0.6,0.6,1.5,10.8,2022-23,0.69,0.24
Kentavious Caldwell-Pope,DEN,76.0,31.3,3.8,8.3,0.462,1.8,0.423,2.1,0.502,0.569,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,10.8,2022-23,0.6,0.16
Jaylen Nowell,MIN,65.0,19.3,4.3,9.6,0.448,1.0,0.289,3.3,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,10.8,2022-23,0.53,0.15
Ivica Zubac,LAC,76.0,28.6,4.3,6.8,0.634,0.0,0.0,4.3,0.637,0.634,2.2,3.1,0.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,10.8,2022-23,0.66,0.24
Talen Horton-Tucker,UTA,65.0,20.2,4.0,9.4,0.419,0.9,0.286,3.1,0.485,0.467,1.9,2.6,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,10.7,2022-23,0.51,0.16
Victor Oladipo,MIA,42.0,26.3,3.8,9.6,0.397,1.7,0.33,2.1,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3.0,3.5,1.4,0.3,2.1,10.7,2022-23,0.51,0.25
Cam Thomas,BRK,57.0,16.6,3.5,8.0,0.441,0.9,0.383,2.6,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,10.6,2022-23,0.57,0.14
Jeenathan Williams,POR,5.0,25.4,4.8,7.8,0.615,0.6,0.375,4.2,0.677,0.654,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,10.6,2022-23,0.66,2.52
Moritz Wagner,ORL,57.0,19.5,3.5,6.9,0.5,0.9,0.313,2.6,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,10.5,2022-23,0.63,0.21
Grayson Allen,MIL,72.0,27.4,3.4,7.7,0.44,2.0,0.399,1.4,0.518,0.571,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,10.4,2022-23,0.61,0.16
Killian Hayes,DET,76.0,28.3,4.0,10.7,0.377,1.1,0.28,3.0,0.429,0.426,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,10.3,2022-23,0.45,0.16
Tyus Jones,MEM,80.0,24.3,3.9,8.9,0.438,1.5,0.371,2.4,0.495,0.523,1.0,1.3,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,10.3,2022-23,0.54,0.16
Monte Morris,WAS,62.0,27.3,4.0,8.3,0.48,1.3,0.382,2.7,0.543,0.555,1.0,1.2,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,10.3,2022-23,0.58,0.23
Cameron Payne,PHO,48.0,20.2,3.9,9.4,0.415,1.4,0.368,2.5,0.448,0.49,1.0,1.3,0.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,10.3,2022-23,0.52,0.22
Reggie Jackson,2TM,68.0,24.4,3.9,9.4,0.411,1.4,0.333,2.5,0.474,0.486,1.0,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,10.2,2022-23,0.52,0.14
Malaki Branham,SAS,66.0,23.5,4.1,9.3,0.44,1.2,0.302,2.9,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,10.2,2022-23,0.52,0.13
Doug McDermott,SAS,64.0,20.5,3.7,8.2,0.457,1.9,0.413,1.8,0.516,0.575,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,10.2,2022-23,0.59,0.13
Patrick Williams,CHI,82.0,28.3,3.8,8.3,0.464,1.4,0.415,2.4,0.498,0.549,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,10.2,2022-23,0.57,0.14
Josh Richardson,2TM,65.0,23.5,3.7,8.5,0.431,1.6,0.365,2.0,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,10.1,2022-23,0.56,0.16
De'Anthony Melton,PHI,77.0,27.9,3.6,8.5,0.425,2.0,0.39,1.6,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,10.1,2022-23,0.56,0.16
Aaron Nesmith,IND,73.0,24.9,3.5,8.1,0.427,1.6,0.366,1.9,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,10.1,2022-23,0.57,0.15
James Wiseman,2TM,45.0,19.3,4.2,7.5,0.558,0.1,0.2,4.1,0.58,0.563,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,10.0,2022-23,0.59,0.27
Brandon Clarke,MEM,56.0,19.5,4.1,6.2,0.656,0.0,0.167,4.1,0.665,0.658,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,10.0,2022-23,0.69,0.26
Jonathan Kuminga,GSW,67.0,20.8,3.9,7.4,0.525,0.8,0.37,3.1,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,9.9,2022-23,0.59,0.16
Onyeka Okongwu,ATL,80.0,23.1,4.0,6.2,0.638,0.1,0.308,3.9,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,9.9,2022-23,0.68,0.2
Luka Šamanić,UTA,7.0,23.0,3.7,8.1,0.456,1.1,0.258,2.6,0.692,0.526,1.3,1.9,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,9.9,2022-23,0.55,1.59
Shaedon Sharpe,POR,80.0,22.2,3.8,8.1,0.472,1.3,0.36,2.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,9.9,2022-23,0.57,0.12
Jalen Suggs,ORL,53.0,23.5,3.5,8.4,0.419,1.2,0.327,2.3,0.496,0.493,1.6,2.2,0.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,9.9,2022-23,0.53,0.19
Thomas Bryant,2TM,59.0,18.3,3.9,6.3,0.623,0.4,0.441,3.5,0.658,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,9.8,2022-23,0.68,0.23
Josh Hart,2TM,76.0,32.3,3.6,6.8,0.529,0.8,0.372,2.8,0.601,0.588,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,9.8,2022-23,0.63,0.23
Al Horford,BOS,63.0,30.5,3.6,7.6,0.476,2.3,0.446,1.3,0.539,0.627,0.2,0.3,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,9.8,2022-23,0.63,0.25
Herbert Jones,NOP,66.0,29.6,3.6,7.6,0.469,0.8,0.335,2.7,0.536,0.525,1.9,2.4,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,9.8,2022-23,0.57,0.19
Julian Champagnie,2TM,17.0,18.8,3.5,7.6,0.454,1.9,0.402,1.5,0.542,0.581,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,9.7,2022-23,0.6,0.56
Cam Reddish,2TM,40.0,24.8,3.5,7.8,0.446,1.1,0.313,2.4,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,9.7,2022-23,0.56,0.22
Keita Bates-Diop,SAS,67.0,21.7,3.5,6.9,0.508,0.8,0.394,2.7,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,9.7,2022-23,0.62,0.17
Coby White,CHI,74.0,23.4,3.6,8.0,0.443,1.7,0.372,1.8,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,9.7,2022-23,0.58,0.14
Caleb Martin,MIA,71.0,29.3,3.6,7.7,0.464,1.2,0.356,2.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,9.6,2022-23,0.57,0.17
Isaiah Joe,OKC,73.0,19.1,3.1,7.0,0.441,2.2,0.409,0.9,0.553,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,9.5,2022-23,0.62,0.13
Andrew Nembhard,IND,75.0,27.6,3.8,8.6,0.441,1.2,0.35,2.6,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,9.5,2022-23,0.53,0.15
Jalen McDaniels,2TM,80.0,23.9,3.5,7.7,0.455,1.0,0.332,2.6,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,9.4,2022-23,0.56,0.14
Kyle Anderson,MIN,69.0,28.4,3.7,7.2,0.509,0.6,0.41,3.0,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,9.4,2022-23,0.58,0.23
Chris Boucher,TOR,76.0,20.0,3.4,7.0,0.493,0.8,0.328,2.6,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,9.4,2022-23,0.59,0.16
Donte DiVincenzo,GSW,72.0,26.3,3.3,7.5,0.435,2.1,0.397,1.2,0.525,0.574,0.8,1.0,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,9.4,2022-23,0.59,0.18
Jalen Smith,IND,68.0,18.8,3.6,7.5,0.476,0.8,0.283,2.8,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,9.4,2022-23,0.56,0.18
Gabe Vincent,MIA,68.0,25.9,3.4,8.3,0.402,1.7,0.334,1.6,0.512,0.505,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,9.4,2022-23,0.54,0.13
Luke Kennard,2TM,59.0,22.3,3.2,6.5,0.492,2.3,0.494,0.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,9.3,2022-23,0.68,0.17
Hamidou Diallo,DET,56.0,17.8,3.8,6.7,0.573,0.1,0.238,3.8,0.593,0.58,1.6,2.6,0.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,9.3,2022-23,0.59,0.18
Tari Eason,HOU,82.0,21.5,3.6,8.0,0.448,0.7,0.343,2.9,0.486,0.493,1.3,1.8,0.752,2.4,3.7,6.0,1.1,1.2,0.6,1.2,9.3,2022-23,0.53,0.15
Precious Achiuwa,TOR,55.0,20.7,3.6,7.3,0.485,0.5,0.269,3.0,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,9.2,2022-23,0.55,0.21
Deni Avdija,WAS,76.0,26.6,3.3,7.6,0.437,0.9,0.297,2.4,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,9.2,2022-23,0.54,0.17
Seth Curry,BRK,61.0,19.9,3.4,7.4,0.463,1.5,0.405,1.9,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,9.2,2022-23,0.59,0.13
Walker Kessler,UTA,74.0,23.0,4.0,5.6,0.72,0.0,0.333,4.0,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,9.2,2022-23,0.71,0.24
Bol Bol,ORL,70.0,21.5,3.7,6.8,0.546,0.4,0.265,3.3,0.633,0.577,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,9.1,2022-23,0.61,0.18
Jalen Duren,DET,67.0,24.9,3.9,5.9,0.648,0.0,0.0,3.9,0.652,0.648,1.4,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,9.1,2022-23,0.66,0.24
Josh Green,DAL,60.0,25.7,3.4,6.4,0.537,1.1,0.402,2.3,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,9.1,2022-23,0.64,0.16
Naji Marshall,NOP,77.0,23.3,3.2,7.4,0.433,0.9,0.303,2.4,0.513,0.49,1.8,2.3,0.789,0.6,3.0,3.6,2.5,0.7,0.2,1.3,9.1,2022-23,0.54,0.13
Taurean Prince,MIN,54.0,22.1,3.3,7.0,0.467,1.4,0.381,1.9,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,9.1,2022-23,0.6,0.16
Jae'Sean Tate,HOU,31.0,21.8,3.5,7.4,0.48,0.4,0.283,3.1,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,9.1,2022-23,0.54,0.34
Santi Aldama,MEM,77.0,21.8,3.2,6.8,0.47,1.2,0.353,2.0,0.591,0.56,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,9.0,2022-23,0.59,0.15
Jose Alvarado,NOP,61.0,21.5,3.3,8.0,0.411,1.4,0.336,1.9,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,9.0,2022-23,0.52,0.15
Daniel Gafford,WAS,78.0,20.6,3.7,5.1,0.732,0.0,,3.7,0.732,0.732,1.6,2.4,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,9.0,2022-23,0.73,0.18
Mark Williams,CHO,43.0,19.3,3.7,5.8,0.637,0.0,,3.7,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,9.0,2022-23,0.66,0.34
AJ Griffin,ATL,72.0,19.5,3.4,7.4,0.465,1.4,0.39,2.0,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,8.9,2022-23,0.58,0.11
Jaden Hardy,DAL,48.0,14.8,3.0,6.9,0.438,1.3,0.404,1.7,0.469,0.533,1.4,1.6,0.823,0.2,1.6,1.9,1.4,0.4,0.1,1.0,8.8,2022-23,0.58,0.16
Shaquille Harrison,POR,5.0,24.0,3.0,7.2,0.417,0.6,0.3,2.4,0.462,0.458,2.2,3.0,0.733,0.2,4.2,4.4,6.0,2.2,0.4,1.2,8.8,2022-23,0.52,3.12
Terance Mann,LAC,81.0,23.1,3.4,6.5,0.519,1.0,0.389,2.4,0.598,0.593,1.1,1.5,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,8.8,2022-23,0.61,0.13
Royce O'Neale,BRK,76.0,31.7,3.0,7.8,0.386,2.1,0.389,0.9,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,8.8,2022-23,0.54,0.17
Dennis Smith Jr.,CHO,54.0,25.7,3.4,8.4,0.412,0.4,0.216,3.0,0.475,0.438,1.4,2.0,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,8.8,2022-23,0.47,0.21
Jordan Nwora,2TM,62.0,19.2,3.1,7.2,0.436,1.4,0.408,1.7,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,8.7,2022-23,0.56,0.14
T.J. McConnell,IND,75.0,20.3,3.8,6.9,0.543,0.3,0.441,3.4,0.556,0.568,0.8,0.9,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,8.7,2022-23,0.6,0.18
Cedi Osman,CLE,77.0,20.1,3.1,6.9,0.451,1.5,0.372,1.6,0.564,0.56,1.0,1.4,0.694,0.3,2.0,2.3,1.5,0.5,0.1,0.7,8.7,2022-23,0.58,0.11
Landry Shamet,PHO,40.0,20.2,2.8,7.5,0.377,1.9,0.377,1.0,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,8.7,2022-23,0.54,0.19
Steven Adams,MEM,42.0,27.0,3.7,6.3,0.597,0.0,0.0,3.7,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,8.6,2022-23,0.56,0.43
Ayo Dosunmu,CHI,80.0,26.2,3.5,7.1,0.493,0.7,0.312,2.8,0.583,0.545,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,8.6,2022-23,0.57,0.13
Draymond Green,GSW,73.0,31.5,3.4,6.5,0.527,0.5,0.305,2.9,0.612,0.57,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,8.5,2022-23,0.59,0.25
Shake Milton,PHI,76.0,20.6,3.2,6.6,0.479,0.7,0.378,2.4,0.521,0.535,1.3,1.5,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,8.4,2022-23,0.58,0.13
Dorian Finney-Smith,2TM,66.0,30.4,3.0,7.6,0.391,1.7,0.337,1.2,0.503,0.505,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,8.3,2022-23,0.52,0.15
Terrence Ross,2TM,63.0,21.1,3.2,7.4,0.43,1.5,0.368,1.7,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,8.3,2022-23,0.54,0.13
Gary Harris,ORL,48.0,24.7,2.9,6.4,0.45,2.0,0.431,0.9,0.494,0.603,0.6,0.6,0.9,0.4,1.6,2.0,1.2,0.9,0.3,0.6,8.3,2022-23,0.62,0.18
Kevin Love,2TM,62.0,20.0,2.7,6.8,0.389,1.6,0.334,1.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,8.2,2022-23,0.55,0.19
Damion Lee,PHO,74.0,20.4,2.7,6.1,0.442,1.5,0.445,1.2,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,8.2,2022-23,0.61,0.11
Georges Niang,PHI,78.0,19.4,2.8,6.4,0.442,2.0,0.401,0.9,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,8.2,2022-23,0.62,0.1
Nick Richards,CHO,65.0,18.7,3.0,4.8,0.629,0.0,1.0,3.0,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,8.2,2022-23,0.68,0.2
Aleksej Pokusevski,OKC,34.0,20.6,3.2,7.3,0.434,1.1,0.365,2.1,0.483,0.51,0.6,1.0,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,8.1,2022-23,0.52,0.32
Grant Williams,BOS,79.0,25.9,2.7,6.0,0.454,1.5,0.395,1.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,8.1,2022-23,0.61,0.14
Jevon Carter,MIL,81.0,22.3,3.0,7.0,0.423,1.8,0.421,1.2,0.425,0.549,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,8.0,2022-23,0.55,0.11
Kemba Walker,DAL,9.0,16.0,2.7,6.3,0.421,0.8,0.25,1.9,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,8.0,2022-23,0.55,0.88
Kenrich Williams,OKC,53.0,22.8,3.4,6.5,0.517,0.9,0.373,2.4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,8.0,2022-23,0.59,0.22
Robert Williams,BOS,35.0,23.5,3.6,4.9,0.747,0.0,0.0,3.6,0.751,0.747,0.7,1.2,0.61,3.0,5.4,8.3,1.4,0.6,1.4,1.0,8.0,2022-23,0.74,0.48
Gabe York,IND,3.0,18.7,2.7,7.0,0.381,2.0,0.333,0.7,0.667,0.524,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,8.0,2022-23,0.55,2.7
Jarred Vanderbilt,2TM,78.0,24.1,3.2,5.8,0.548,0.4,0.322,2.8,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,7.9,2022-23,0.6,0.19
Ochai Agbaji,UTA,59.0,20.5,2.8,6.5,0.427,1.4,0.355,1.4,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,7.9,2022-23,0.56,0.12
Chris Duarte,IND,46.0,19.5,2.7,7.2,0.369,1.2,0.316,1.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,7.9,2022-23,0.5,0.15
Duane Washington Jr.,PHO,31.0,12.7,3.0,8.3,0.367,1.3,0.36,1.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,7.9,2022-23,0.46,0.15
Jeff Green,DEN,56.0,19.5,2.9,5.9,0.488,0.5,0.288,2.3,0.58,0.534,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,7.8,2022-23,0.57,0.14
Tre Mann,OKC,67.0,17.7,2.9,7.5,0.393,1.2,0.315,1.7,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,7.7,2022-23,0.49,0.1
Pat Connaughton,MIL,61.0,23.7,2.7,6.9,0.392,1.8,0.339,0.9,0.566,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,7.6,2022-23,0.53,0.15
Joe Harris,BRK,74.0,20.6,2.7,5.9,0.457,1.9,0.426,0.8,0.551,0.618,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,7.6,2022-23,0.63,0.11
