Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
John Salley,MIA,75.0,26.1,2.6,5.3,0.499,0.0,,2.6,0.499,0.499,2.0,2.8,0.739,1.5,3.0,4.5,1.6,0.6,1.1,1.3,7.3,1994-95,0.56,0.14,0
Kevin Duckworth,WSB,40.0,20.5,3.0,6.7,0.442,0.1,0.2,2.9,0.451,0.446,1.1,1.8,0.643,1.6,3.3,4.9,0.5,0.5,0.6,1.5,7.1,1994-95,0.47,0.19,0
Dennis Rodman,SAS,49.0,32.0,2.8,4.9,0.571,0.0,0.0,2.8,0.576,0.571,1.5,2.3,0.676,5.6,11.2,16.8,2.0,0.6,0.5,2.0,7.1,1994-95,0.6,0.45,1
Doug Overton,WSB,82.0,20.8,2.5,6.1,0.416,0.6,0.424,1.9,0.413,0.469,1.3,1.5,0.872,0.3,1.4,1.7,3.0,0.6,0.0,1.3,7.0,1994-95,0.52,0.09,0
Eric Piatkowski,LAC,81.0,14.9,2.5,5.6,0.441,0.9,0.374,1.6,0.492,0.522,1.1,1.4,0.783,0.8,0.9,1.6,1.0,0.5,0.2,0.8,7.0,1994-95,0.56,0.08,0
J.R. Reid,SAS,81.0,19.3,2.5,4.9,0.508,0.0,0.5,2.5,0.508,0.509,2.0,2.9,0.687,1.5,3.4,4.9,0.7,0.7,0.4,1.4,7.0,1994-95,0.57,0.11,0
Lloyd Daniels,2TM,30.0,20.1,2.7,7.0,0.383,0.9,0.26,1.8,0.495,0.445,0.7,0.9,0.815,1.0,1.1,2.1,1.3,0.7,0.3,1.0,6.9,1994-95,0.47,0.19,0
Blue Edwards,2TM,67.0,16.6,2.7,5.9,0.461,0.3,0.293,2.4,0.5,0.489,1.1,1.3,0.833,0.7,1.2,1.9,1.1,0.6,0.2,1.2,6.9,1994-95,0.53,0.09,0
Ron Harper,CHI,77.0,19.9,2.7,6.4,0.426,0.4,0.282,2.3,0.467,0.457,1.1,1.7,0.618,0.7,1.7,2.3,2.0,1.3,0.4,1.3,6.9,1994-95,0.48,0.09,0
Michael Smith,SAC,82.0,21.2,2.7,5.0,0.542,0.0,0.0,2.7,0.545,0.542,1.5,3.2,0.485,2.1,3.8,5.9,0.8,0.7,0.6,1.3,6.9,1994-95,0.54,0.12,0
Elmore Spencer,LAC,19.0,19.4,2.7,6.2,0.441,0.0,0.0,2.7,0.444,0.441,1.5,2.6,0.56,0.6,2.8,3.4,1.3,0.7,1.2,2.5,6.9,1994-95,0.47,0.34,0
Terry Cummings,SAS,76.0,16.8,2.9,6.1,0.483,0.0,,2.9,0.483,0.483,0.9,1.6,0.585,1.8,3.2,5.0,0.8,0.5,0.3,1.3,6.8,1994-95,0.5,0.11,0
Pervis Ellison,BOS,55.0,19.7,2.8,5.5,0.507,0.0,0.0,2.8,0.51,0.507,1.3,1.8,0.717,2.3,3.4,5.6,0.6,0.4,1.0,1.4,6.8,1994-95,0.54,0.18,0
Carl Herrera,HOU,61.0,21.8,2.8,5.4,0.523,0.0,0.0,2.8,0.526,0.523,1.2,1.9,0.624,1.6,3.0,4.6,0.7,0.7,0.6,1.2,6.8,1994-95,0.55,0.15,0
Clifford Rozier,GSW,66.0,22.6,2.9,5.9,0.485,0.0,0.286,2.8,0.488,0.487,1.0,2.3,0.447,3.0,4.3,7.4,0.7,0.5,0.6,1.3,6.8,1994-95,0.49,0.16,0
Michael Adams,CHH,29.0,15.3,2.3,5.1,0.453,1.0,0.358,1.3,0.567,0.551,0.9,1.0,0.833,0.2,0.8,1.0,3.3,0.8,0.0,0.9,6.5,1994-95,0.59,0.27,0
Johnny Dawkins,DET,50.0,23.4,2.5,5.4,0.463,0.5,0.342,2.0,0.508,0.509,1.0,1.1,0.909,0.6,1.7,2.3,4.1,1.0,0.0,1.7,6.5,1994-95,0.55,0.18,0
Luc Longley,CHI,55.0,18.2,2.5,5.5,0.447,0.0,0.0,2.5,0.45,0.447,1.6,1.9,0.822,1.5,3.3,4.8,1.3,0.4,0.8,1.6,6.5,1994-95,0.51,0.16,0
Aaron McKie,POR,45.0,18.4,2.6,5.8,0.444,0.2,0.393,2.3,0.451,0.466,1.1,1.6,0.685,0.8,2.1,2.9,2.0,0.8,0.4,0.9,6.5,1994-95,0.5,0.18,0
Sam Mitchell,IND,81.0,17.0,2.5,5.1,0.487,0.0,0.1,2.5,0.496,0.488,1.6,2.1,0.724,1.2,1.8,3.0,0.8,0.5,0.2,0.7,6.5,1994-95,0.54,0.09,0
Rex Walters,NJN,80.0,17.9,2.6,5.9,0.439,0.9,0.362,1.7,0.495,0.515,0.5,0.7,0.769,0.2,0.9,1.2,1.5,0.5,0.2,0.9,6.5,1994-95,0.52,0.07,0
Brian Shaw,ORL,78.0,23.5,2.5,6.3,0.389,0.6,0.261,1.8,0.465,0.437,0.9,1.2,0.737,0.7,2.4,3.1,5.2,0.9,0.2,2.4,6.4,1994-95,0.47,0.12,0
Scott Williams,PHI,77.0,23.1,2.7,5.6,0.475,0.0,0.0,2.7,0.482,0.475,1.0,1.4,0.738,2.2,4.1,6.3,0.8,0.9,0.5,1.1,6.4,1994-95,0.51,0.14,0
Derek Strong,BOS,70.0,19.2,2.1,4.7,0.453,0.0,0.286,2.1,0.457,0.456,2.0,2.5,0.82,1.9,3.4,5.4,0.6,0.3,0.2,1.1,6.3,1994-95,0.54,0.12,0
Tom Chambers,UTA,81.0,15.3,2.4,5.3,0.457,0.0,0.167,2.4,0.474,0.461,1.3,1.7,0.807,0.8,1.8,2.6,0.9,0.3,0.4,0.6,6.2,1994-95,0.51,0.08,0
Tyrone Corbin,ATL,81.0,17.1,2.5,5.7,0.442,0.2,0.25,2.4,0.468,0.457,1.0,1.4,0.684,1.2,2.0,3.2,0.8,0.7,0.2,0.9,6.2,1994-95,0.49,0.08,0
Gary Grant,LAC,33.0,14.2,2.4,5.0,0.47,0.1,0.25,2.2,0.493,0.482,1.4,1.7,0.818,0.2,0.8,1.1,2.8,0.9,0.1,1.3,6.2,1994-95,0.54,0.21,0
Greg Anthony,NYK,61.0,15.5,2.1,4.8,0.437,0.9,0.361,1.2,0.522,0.532,1.0,1.2,0.789,0.1,0.9,1.0,2.6,0.8,0.1,0.9,6.1,1994-95,0.57,0.11,0
Chucky Brown,HOU,41.0,19.9,2.6,4.2,0.603,0.0,0.333,2.5,0.608,0.606,0.9,1.5,0.613,1.6,3.0,4.6,0.7,0.3,0.3,0.7,6.1,1994-95,0.63,0.22,0
Winston Garland,MIN,73.0,26.5,2.3,5.6,0.415,0.3,0.253,2.1,0.451,0.438,1.2,1.5,0.795,0.7,1.6,2.3,4.4,1.0,0.2,1.4,6.1,1994-95,0.49,0.12,0
Adam Keefe,UTA,75.0,16.9,2.3,4.0,0.577,0.0,,2.3,0.577,0.577,1.6,2.3,0.676,1.8,2.6,4.4,0.4,0.5,0.3,0.8,6.1,1994-95,0.61,0.11,0
George Lynch,LAL,56.0,17.0,2.5,5.3,0.468,0.1,0.143,2.4,0.493,0.473,1.1,1.5,0.721,1.3,1.9,3.3,1.1,0.9,0.2,1.3,6.1,1994-95,0.51,0.13,0
Tony Campbell,CLE,78.0,14.5,2.1,5.0,0.411,0.2,0.357,1.9,0.417,0.43,1.7,2.0,0.83,0.8,1.2,2.0,0.9,0.4,0.1,0.8,6.0,1994-95,0.51,0.07,0
Kenny Gattison,CHH,21.0,19.5,2.2,4.8,0.47,0.0,0.0,2.2,0.475,0.47,1.5,2.4,0.608,1.0,2.6,3.6,0.8,0.3,0.7,1.0,6.0,1994-95,0.51,0.33,0
Greg Minor,BOS,63.0,15.0,2.5,4.8,0.515,0.0,0.167,2.4,0.529,0.518,1.0,1.2,0.833,0.8,1.4,2.2,1.0,0.5,0.3,0.7,6.0,1994-95,0.56,0.11,0
Micheal Williams,MIN,1.0,28.0,1.0,4.0,0.25,0.0,,1.0,0.25,0.25,4.0,5.0,0.8,0.0,1.0,1.0,3.0,2.0,0.0,3.0,6.0,1994-95,0.48,5.0,0
Tom Hammonds,DEN,70.0,13.7,2.0,3.7,0.535,0.0,0.0,2.0,0.537,0.535,1.9,2.5,0.746,0.8,2.4,3.2,0.5,0.2,0.2,0.8,5.9,1994-95,0.61,0.1,0
Scott Brooks,2TM,59.0,13.7,2.1,4.7,0.458,0.4,0.362,1.7,0.49,0.504,1.1,1.3,0.81,0.2,0.9,1.1,2.0,0.6,0.1,0.8,5.8,1994-95,0.55,0.1,0
Chris Childs,NJN,53.0,19.3,2.0,5.3,0.38,0.8,0.328,1.2,0.422,0.453,1.0,1.4,0.753,0.3,1.0,1.3,4.1,0.8,0.1,1.4,5.8,1994-95,0.49,0.13,0
Lee Mayberry,MIL,82.0,21.3,2.1,5.0,0.422,0.9,0.407,1.2,0.433,0.51,0.7,1.0,0.699,0.3,0.7,1.0,3.4,0.6,0.0,1.3,5.8,1994-95,0.53,0.08,0
Lionel Simmons,SAC,58.0,18.3,2.3,5.4,0.42,0.1,0.375,2.2,0.422,0.429,1.0,1.4,0.702,1.1,2.3,3.4,1.5,0.5,0.4,1.2,5.6,1994-95,0.47,0.12,0
Tony Smith,LAL,61.0,16.8,2.2,5.1,0.427,0.5,0.352,1.6,0.459,0.479,0.7,1.0,0.698,0.7,1.0,1.8,1.7,0.8,0.1,0.8,5.6,1994-95,0.51,0.1,0
Anthony Bowie,ORL,77.0,16.4,2.3,4.8,0.48,0.2,0.3,2.1,0.502,0.496,0.8,0.9,0.836,0.7,1.1,1.8,2.1,0.6,0.3,1.1,5.5,1994-95,0.53,0.09,0
Chris Dudley,POR,82.0,27.4,2.2,5.4,0.406,0.0,0.0,2.2,0.407,0.406,1.0,2.2,0.464,4.0,5.4,9.3,0.4,0.5,1.5,1.0,5.5,1994-95,0.43,0.14,0
Richard Dumas,PHO,15.0,11.1,2.5,4.9,0.507,0.0,0.0,2.5,0.514,0.507,0.5,1.1,0.5,1.2,0.7,1.9,0.5,0.7,0.1,0.6,5.5,1994-95,0.51,0.34,0
David Wood,GSW,78.0,17.1,2.0,4.2,0.469,0.4,0.341,1.6,0.519,0.517,1.2,1.5,0.778,1.1,2.0,3.1,0.8,0.4,0.2,0.7,5.5,1994-95,0.57,0.09,0
Jo Jo English,CHI,8.0,15.9,1.9,4.9,0.385,0.4,0.25,1.5,0.444,0.423,1.3,1.6,0.769,0.1,0.3,0.4,0.9,0.9,0.1,0.8,5.4,1994-95,0.48,0.45,0
Pete Chilcutt,HOU,68.0,19.8,2.1,4.8,0.445,0.5,0.407,1.6,0.459,0.498,0.5,0.6,0.738,1.6,3.1,4.7,1.0,0.4,0.6,0.9,5.3,1994-95,0.52,0.12,0
Stacey King,MIN,50.0,15.8,2.0,4.2,0.467,0.0,0.0,2.0,0.469,0.467,1.4,2.0,0.667,1.1,2.2,3.3,0.5,0.5,0.4,1.3,5.3,1994-95,0.52,0.12,0
Michael Smith,LAC,29.0,11.0,2.2,4.6,0.47,0.0,0.125,2.1,0.492,0.474,0.9,1.0,0.867,0.4,1.5,1.9,0.7,0.2,0.1,0.6,5.3,1994-95,0.53,0.18,0
Nate McMillan,SEA,80.0,25.9,2.1,5.0,0.418,0.7,0.342,1.4,0.467,0.485,0.4,0.7,0.586,0.8,3.0,3.8,5.3,2.1,0.7,1.6,5.2,1994-95,0.49,0.15,0
Bo Outlaw,LAC,81.0,20.4,2.1,4.0,0.523,0.0,0.0,2.1,0.531,0.523,1.0,2.3,0.441,1.5,2.4,3.9,1.0,1.1,1.9,1.0,5.2,1994-95,0.52,0.11,0
Doc Rivers,2TM,63.0,15.7,1.7,4.8,0.358,0.7,0.354,1.0,0.36,0.432,1.0,1.3,0.732,0.2,1.5,1.7,2.6,1.0,0.3,1.0,5.1,1994-95,0.47,0.1,0
Pat Durham,MIN,59.0,14.4,2.0,4.0,0.494,0.1,0.192,1.9,0.531,0.504,1.1,1.6,0.656,0.6,1.0,1.6,0.9,0.6,0.5,0.8,5.1,1994-95,0.54,0.09,0
Doug Smith,DAL,63.0,13.1,2.1,5.0,0.417,0.0,0.083,2.1,0.43,0.419,0.9,1.2,0.76,0.7,1.6,2.3,0.7,0.5,0.4,0.6,5.1,1994-95,0.46,0.08,0
Mark Bryant,POR,49.0,13.4,2.1,3.9,0.526,0.0,0.5,2.0,0.526,0.529,0.8,1.3,0.651,1.1,2.2,3.3,0.6,0.4,0.3,0.8,5.0,1994-95,0.56,0.13,0
Michael Cage,CLE,82.0,24.9,2.2,4.1,0.521,0.0,0.0,2.2,0.524,0.521,0.6,1.1,0.602,2.5,4.4,6.9,0.7,0.7,0.8,0.7,5.0,1994-95,0.55,0.13,0
Corey Gaines,PHI,11.0,25.5,2.2,4.6,0.471,0.2,0.133,2.0,0.611,0.49,0.5,1.0,0.455,0.1,1.5,1.6,3.0,0.7,0.1,1.3,5.0,1994-95,0.5,0.56,0
Greg Graham,PHI,50.0,15.5,1.9,4.5,0.426,0.1,0.214,1.8,0.456,0.439,1.1,1.5,0.753,0.4,0.9,1.2,1.3,0.6,0.1,1.0,5.0,1994-95,0.48,0.08,0
Mark Macon,DET,55.0,13.1,1.8,4.8,0.381,0.4,0.323,1.5,0.399,0.419,1.0,1.2,0.794,0.5,0.9,1.4,1.1,1.2,0.0,0.7,5.0,1994-95,0.47,0.09,0
Chris Smith,MIN,64.0,16.8,1.8,4.1,0.439,0.7,0.435,1.1,0.442,0.528,0.6,1.0,0.651,0.2,0.9,1.1,2.3,0.5,0.3,0.8,5.0,1994-95,0.55,0.09,0
Greg Sutton,CHH,53.0,13.0,1.8,4.3,0.409,0.8,0.374,1.0,0.443,0.502,0.6,0.8,0.711,0.2,0.9,1.1,1.7,0.6,0.0,1.0,5.0,1994-95,0.54,0.09,0
Bill Wennington,CHI,73.0,13.1,2.1,4.3,0.492,0.0,0.0,2.1,0.498,0.492,0.7,0.9,0.81,0.9,1.7,2.6,0.5,0.3,0.2,0.5,5.0,1994-95,0.53,0.08,0
Greg Foster,2TM,78.0,14.7,1.9,4.1,0.472,0.1,0.304,1.8,0.485,0.483,1.0,1.4,0.703,1.1,2.2,3.3,0.5,0.2,0.4,0.9,4.9,1994-95,0.52,0.07,0
Willie Anderson,SAS,38.0,14.6,2.0,4.3,0.469,0.1,0.158,1.9,0.51,0.478,0.8,1.1,0.732,0.4,1.1,1.4,1.4,0.7,0.3,1.0,4.9,1994-95,0.51,0.13,0
Tracy Murray,2TM,54.0,9.6,1.8,4.3,0.408,0.6,0.407,1.1,0.408,0.483,0.6,0.8,0.786,0.4,0.7,1.1,0.4,0.3,0.1,0.6,4.8,1994-95,0.52,0.06,0
Robert Parish,CHH,81.0,16.7,2.0,4.6,0.427,0.0,,2.0,0.427,0.427,0.9,1.2,0.703,1.1,3.2,4.3,0.5,0.3,0.4,0.8,4.8,1994-95,0.47,0.08,0
Trevor Ruffin,PHO,49.0,6.5,1.7,4.0,0.426,0.8,0.384,0.9,0.469,0.523,0.6,0.8,0.711,0.2,0.3,0.5,1.0,0.3,0.0,1.0,4.8,1994-95,0.55,0.06,0
Reggie Slater,DEN,25.0,9.4,1.6,3.2,0.494,0.0,,1.6,0.494,0.494,1.6,2.2,0.727,0.8,1.4,2.3,0.5,0.3,0.1,1.0,4.8,1994-95,0.58,0.19,0
Jayson Williams,NJN,75.0,13.1,2.0,4.3,0.461,0.0,0.0,2.0,0.469,0.461,0.9,1.6,0.533,2.4,3.3,5.7,0.5,0.3,0.4,0.8,4.8,1994-95,0.48,0.11,0
Walter Bond,2TM,23.0,12.6,1.7,3.7,0.464,0.7,0.366,1.0,0.558,0.554,0.6,0.9,0.7,0.3,1.0,1.4,1.0,0.3,0.2,0.7,4.7,1994-95,0.57,0.2,0
Alaa Abdelnaby,2TM,54.0,9.4,2.2,4.3,0.511,0.0,0.0,2.2,0.515,0.511,0.4,0.6,0.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,4.7,1994-95,0.51,0.08,0
Derrick Alston,PHI,64.0,16.1,1.9,4.0,0.465,0.0,0.0,1.9,0.472,0.465,0.9,1.9,0.492,1.5,1.9,3.4,0.5,0.6,0.5,0.8,4.7,1994-95,0.49,0.09,0
Tony Bennett,CHH,3.0,15.3,2.0,4.3,0.462,0.7,0.222,1.3,1.0,0.538,0.0,0.0,,0.0,0.7,0.7,1.3,0.0,0.0,1.0,4.7,1994-95,0.55,1.13,0
Randy Brown,SAC,67.0,16.2,1.9,4.3,0.432,0.2,0.298,1.6,0.458,0.456,0.8,1.2,0.671,0.4,1.3,1.6,2.0,1.5,0.3,1.2,4.7,1994-95,0.49,0.09,0
Matt Fish,LAC,26.0,14.2,1.9,4.0,0.476,0.0,0.0,1.9,0.48,0.476,1.0,1.4,0.676,1.2,2.0,3.2,0.7,0.6,0.3,1.1,4.7,1994-95,0.51,0.23,0
Tony Harris,BOS,3.0,6.0,1.0,2.7,0.375,0.0,0.0,1.0,0.429,0.375,2.7,3.0,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.7,1994-95,0.58,0.8,0
Sean Higgins,NJN,57.0,12.9,1.8,4.8,0.385,0.4,0.295,1.4,0.421,0.427,0.6,0.7,0.875,0.4,0.9,1.4,0.5,0.2,0.2,0.6,4.7,1994-95,0.46,0.06,0
Keith Askins,MIA,50.0,17.1,1.6,4.1,0.391,0.4,0.269,1.2,0.465,0.442,0.9,1.1,0.807,1.7,2.2,4.0,0.8,0.7,0.3,0.5,4.6,1994-95,0.5,0.14,0
Sam Bowie,LAL,67.0,18.3,1.8,4.0,0.442,0.0,0.182,1.7,0.453,0.446,1.0,1.3,0.764,1.1,3.2,4.3,1.8,0.3,1.2,1.4,4.6,1994-95,0.5,0.12,0
Tony Dumas,DAL,58.0,10.6,1.7,4.3,0.384,0.4,0.301,1.3,0.418,0.428,0.9,1.3,0.649,0.6,0.5,1.1,1.0,0.2,0.1,0.9,4.6,1994-95,0.47,0.05,0
Vern Fleming,IND,55.0,12.5,1.7,3.4,0.495,0.0,0.0,1.7,0.514,0.495,1.2,1.6,0.722,0.4,1.2,1.6,2.0,0.5,0.0,0.8,4.6,1994-95,0.56,0.11,0
Jerome Harmon,PHI,10.0,15.8,2.1,5.3,0.396,0.1,1.0,2.0,0.385,0.406,0.3,0.6,0.5,0.9,1.4,2.3,1.2,0.9,0.0,0.7,4.6,1994-95,0.41,0.48,0
Pete Myers,CHI,71.0,17.9,1.7,4.0,0.415,0.1,0.256,1.5,0.44,0.432,1.0,1.6,0.614,0.8,1.2,2.0,2.1,0.8,0.2,1.2,4.5,1994-95,0.48,0.08,0
Bryon Russell,UTA,63.0,13.7,1.7,3.8,0.437,0.2,0.295,1.4,0.469,0.464,1.0,1.5,0.667,0.7,1.5,2.2,0.5,0.8,0.2,0.7,4.5,1994-95,0.5,0.08,0
Charles Shackleford,MIN,21.0,11.4,1.9,3.1,0.6,0.0,,1.9,0.6,0.6,0.8,1.0,0.8,0.8,2.4,3.2,0.4,0.4,0.3,0.4,4.5,1994-95,0.64,0.33,0
Larry Krystkowiak,CHI,19.0,15.1,1.5,3.8,0.389,0.0,,1.5,0.389,0.389,1.4,1.6,0.9,1.0,2.1,3.1,1.4,0.5,0.1,1.3,4.4,1994-95,0.49,0.3,0
Brad Lohaus,MIA,61.0,12.0,1.6,3.8,0.42,1.0,0.406,0.6,0.447,0.556,0.2,0.2,0.667,0.5,1.2,1.7,0.7,0.3,0.4,0.5,4.4,1994-95,0.57,0.08,0
Eric Riley,LAC,40.0,10.9,1.6,3.6,0.448,0.0,0.0,1.6,0.451,0.448,1.2,1.6,0.734,1.1,1.7,2.8,0.3,0.4,0.9,0.8,4.4,1994-95,0.51,0.14,0
Danny Schayes,PHO,69.0,11.9,1.8,3.6,0.508,0.0,1.0,1.8,0.506,0.51,0.7,1.0,0.725,0.8,2.2,3.0,1.3,0.3,0.5,0.9,4.4,1994-95,0.54,0.09,0
Negele Knight,2TM,47.0,15.1,1.8,4.6,0.397,0.2,0.393,1.6,0.398,0.423,0.4,0.5,0.72,0.4,0.9,1.3,2.7,0.4,0.1,1.0,4.2,1994-95,0.44,0.1,0
Bobby Hurley,SAC,68.0,16.3,1.5,4.2,0.363,0.3,0.276,1.2,0.394,0.4,0.9,1.1,0.763,0.2,0.8,1.0,3.3,0.4,0.0,1.6,4.2,1994-95,0.45,0.06,0
Haywoode Workman,IND,69.0,14.9,1.5,3.9,0.375,0.5,0.357,1.0,0.386,0.441,0.8,1.1,0.743,0.3,1.3,1.6,2.8,0.9,0.1,1.1,4.2,1994-95,0.48,0.08,0
John Battle,CLE,28.0,10.0,1.5,4.1,0.377,0.4,0.355,1.1,0.386,0.425,0.7,0.9,0.731,0.1,0.3,0.4,1.3,0.3,0.0,0.6,4.1,1994-95,0.46,0.1,0
Duane Ferrell,IND,56.0,10.8,1.5,3.1,0.48,0.0,0.167,1.5,0.491,0.483,1.1,1.5,0.753,0.9,0.7,1.6,0.6,0.5,0.1,0.8,4.1,1994-95,0.55,0.07,0
Sleepy Floyd,NJN,48.0,17.3,1.5,4.4,0.335,0.5,0.284,1.0,0.371,0.394,0.6,0.9,0.698,0.2,1.0,1.1,2.6,0.3,0.1,1.1,4.1,1994-95,0.43,0.08,0
Askia Jones,MIN,11.0,12.6,1.4,4.0,0.341,0.2,0.167,1.2,0.406,0.364,1.2,1.5,0.813,0.5,0.5,1.0,1.5,0.5,0.0,0.8,4.1,1994-95,0.44,0.31,0
Anthony Miller,LAL,46.0,11.5,1.5,2.9,0.53,0.0,0.4,1.5,0.535,0.538,1.0,1.7,0.618,1.5,1.8,3.3,0.8,0.4,0.2,0.8,4.1,1994-95,0.56,0.13,0
Dwayne Morton,GSW,41.0,9.6,1.2,3.1,0.388,0.2,0.36,1.0,0.394,0.422,1.4,2.1,0.682,0.5,0.9,1.4,0.4,0.3,0.4,0.7,4.1,1994-95,0.51,0.08,0
Jeff Turner,ORL,49.0,11.8,1.5,3.6,0.41,0.6,0.36,0.9,0.447,0.486,0.5,0.6,0.897,0.5,1.5,2.0,0.8,0.2,0.1,0.4,4.1,1994-95,0.53,0.09,0
Tony Dawson,BOS,2.0,6.5,1.5,4.0,0.375,0.5,0.333,1.0,0.4,0.438,0.5,0.5,1.0,0.0,1.5,1.5,0.5,0.0,0.0,1.0,4.0,1994-95,0.47,1.25,0
LaPhonso Ellis,DEN,6.0,9.7,1.5,4.2,0.36,0.0,,1.5,0.36,0.36,1.0,1.0,1.0,1.2,1.7,2.8,0.7,0.2,0.8,0.8,4.0,1994-95,0.43,0.83,0
Geert Hammink,ORL,1.0,7.0,1.0,3.0,0.333,0.0,,1.0,0.333,0.333,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,1994-95,0.52,5.0,0
Lorenzo Williams,DAL,82.0,29.1,1.8,3.7,0.477,0.0,,1.8,0.477,0.477,0.5,1.2,0.376,3.5,4.9,8.4,1.5,0.6,1.8,1.3,4.0,1994-95,0.47,0.15,0
Donald Hodge,DAL,54.0,11.7,1.5,3.8,0.407,0.1,0.286,1.5,0.416,0.417,0.7,0.9,0.765,0.7,1.5,2.3,0.8,0.2,0.3,0.7,3.9,1994-95,0.46,0.08,0
Eric Leckner,DET,57.0,10.9,1.5,2.9,0.527,0.0,0.0,1.5,0.534,0.527,0.9,1.3,0.708,0.8,2.2,3.1,0.2,0.3,0.3,0.7,3.9,1994-95,0.56,0.09,0
Eric Mobley,MIL,46.0,12.8,1.7,2.9,0.591,0.0,1.0,1.7,0.585,0.598,0.5,1.0,0.489,1.2,2.1,3.3,0.5,0.2,0.6,0.5,3.9,1994-95,0.58,0.14,0
Anthony Tucker,WSB,62.0,15.8,1.5,3.4,0.457,0.0,0.0,1.5,0.459,0.457,0.8,1.3,0.614,0.7,2.0,2.7,1.1,0.7,0.2,0.9,3.9,1994-95,0.49,0.09,0
Elmer Bennett,CLE,4.0,4.5,1.5,2.8,0.545,0.0,0.0,1.5,0.667,0.545,0.8,1.0,0.75,0.0,0.3,0.3,0.8,1.0,0.0,0.8,3.8,1994-95,0.59,0.9,0
Anthony Bonner,NYK,58.0,19.4,1.5,3.3,0.456,0.0,0.2,1.5,0.463,0.459,0.8,1.2,0.657,1.9,2.6,4.5,1.4,0.8,0.4,1.4,3.8,1994-95,0.5,0.13,0
Jud Buechler,CHI,57.0,10.6,1.6,3.2,0.492,0.3,0.313,1.3,0.556,0.533,0.4,0.7,0.564,0.6,1.1,1.7,0.9,0.4,0.2,0.5,3.8,1994-95,0.54,0.08,0
Alphonso Ford,PHI,5.0,19.6,1.8,7.8,0.231,0.0,0.0,1.8,0.3,0.231,0.2,0.4,0.5,1.6,2.4,4.0,1.8,0.2,0.0,1.6,3.8,1994-95,0.24,0.4,0
Fred Roberts,CLE,21.0,10.6,1.3,3.4,0.389,0.2,0.364,1.1,0.393,0.417,1.0,1.2,0.769,0.6,1.0,1.6,0.4,0.3,0.1,0.3,3.8,1994-95,0.48,0.17,0
Jon Barry,MIL,52.0,11.6,1.1,2.6,0.425,0.3,0.333,0.8,0.477,0.485,1.2,1.5,0.763,0.3,0.7,0.9,1.6,0.6,0.1,0.8,3.7,1994-95,0.57,0.08,0
John Crotty,UTA,80.0,12.7,1.2,2.9,0.403,0.1,0.306,1.0,0.421,0.426,1.2,1.5,0.81,0.3,0.9,1.2,2.6,0.5,0.1,0.9,3.7,1994-95,0.52,0.06,0
Harold Ellis,LAC,69.0,9.5,1.3,2.7,0.481,0.0,0.077,1.3,0.511,0.484,1.0,1.7,0.59,0.8,0.5,1.3,0.6,1.0,0.2,0.7,3.7,1994-95,0.54,0.06,0
Joe Kleine,PHO,75.0,12.9,1.6,3.5,0.449,0.0,0.0,1.6,0.452,0.449,0.6,0.7,0.857,1.1,2.4,3.5,0.5,0.2,0.2,0.5,3.7,1994-95,0.49,0.07,0
Anthony Avent,ORL,71.0,15.0,1.5,3.4,0.43,0.0,,1.5,0.43,0.43,0.7,1.1,0.64,1.4,2.8,4.1,0.6,0.4,0.7,0.7,3.6,1994-95,0.46,0.09,0
Duane Causwell,SAC,58.0,14.1,1.3,2.5,0.517,0.0,0.0,1.3,0.521,0.517,1.0,1.7,0.582,1.0,2.0,3.0,0.3,0.2,1.4,0.6,3.6,1994-95,0.55,0.1,0
Corie Blount,CHI,68.0,13.1,1.5,3.1,0.476,0.0,0.0,1.5,0.481,0.476,0.6,1.0,0.567,1.6,2.0,3.5,0.9,0.4,0.5,0.9,3.5,1994-95,0.49,0.09,0
Dickey Simpkins,CHI,59.0,9.9,1.3,3.1,0.424,0.0,,1.3,0.424,0.424,0.8,1.2,0.694,1.0,1.5,2.6,0.6,0.2,0.1,0.8,3.5,1994-95,0.48,0.07,0
B.J. Tyler,PHI,55.0,14.7,1.3,3.4,0.381,0.3,0.314,1.0,0.406,0.423,0.6,0.9,0.7,0.2,0.9,1.1,3.2,0.7,0.0,1.8,3.5,1994-95,0.46,0.08,0
Steve Colter,CLE,57.0,13.2,1.2,3.0,0.396,0.1,0.229,1.0,0.44,0.42,0.9,1.2,0.761,0.2,0.8,1.0,1.8,0.5,0.1,0.6,3.4,1994-95,0.48,0.07,0
Byron Houston,SEA,39.0,6.6,1.3,2.7,0.458,0.2,0.273,1.1,0.506,0.486,0.7,1.0,0.737,0.5,0.9,1.4,0.2,0.3,0.1,0.5,3.4,1994-95,0.54,0.08,0
Rick Mahorn,NJN,58.0,10.9,1.4,2.6,0.523,0.0,0.333,1.3,0.527,0.526,0.7,0.8,0.796,0.8,2.0,2.8,0.4,0.2,0.2,0.6,3.4,1994-95,0.58,0.09,0
