Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
Lamond Murray,LAC,81.0,31.6,5.4,13.5,0.402,0.8,0.298,4.6,0.427,0.431,2.5,3.3,0.754,1.6,2.7,4.4,1.6,0.9,0.7,2.0,14.1,1994-95,0.47,0.13,0
B.J. Armstrong,CHI,82.0,31.4,5.1,10.9,0.468,1.3,0.427,3.8,0.484,0.528,2.5,2.8,0.884,0.3,2.0,2.3,3.0,1.0,0.1,1.3,14.0,1994-95,0.58,0.16,0
Kevin Edwards,NJN,14.0,33.3,4.9,11.0,0.448,1.3,0.4,3.6,0.468,0.506,2.9,3.0,0.952,0.7,1.9,2.6,1.9,1.4,0.4,2.5,14.0,1994-95,0.57,0.83,0
Eddie Jones,LAL,64.0,31.0,5.3,11.6,0.46,1.4,0.37,3.9,0.504,0.521,1.9,2.6,0.722,1.2,2.7,3.9,2.0,2.0,0.6,1.2,14.0,1994-95,0.55,0.22,0
Stacey Augmon,ATL,76.0,31.1,5.2,11.5,0.453,0.1,0.269,5.1,0.459,0.457,3.3,4.6,0.728,2.1,2.8,4.8,2.6,1.3,0.6,2.0,13.9,1994-95,0.51,0.18,0
Tyrone Hill,CLE,70.0,34.2,5.0,9.9,0.504,0.0,0.0,5.0,0.505,0.504,3.8,5.7,0.662,3.8,7.1,10.9,0.8,0.8,0.6,2.2,13.8,1994-95,0.56,0.26,0
Chris Gatling,GSW,58.0,25.3,5.6,8.8,0.633,0.0,0.0,5.6,0.634,0.633,2.6,4.3,0.592,2.5,5.2,7.6,0.9,0.7,0.9,2.0,13.7,1994-95,0.64,0.29,0
Kendall Gill,SEA,73.0,29.1,5.4,11.8,0.457,0.9,0.368,4.5,0.479,0.494,2.1,2.9,0.742,1.4,2.6,4.0,2.6,1.6,0.4,1.9,13.7,1994-95,0.52,0.18,0
Dell Curry,CHH,69.0,24.9,5.0,11.3,0.441,2.2,0.427,2.7,0.453,0.54,1.4,1.6,0.856,0.6,1.8,2.4,1.6,0.8,0.3,1.4,13.6,1994-95,0.57,0.16,0
Otis Thorpe,2TM,70.0,29.9,5.5,9.7,0.565,0.0,0.0,5.5,0.571,0.565,2.4,4.0,0.594,2.9,5.1,8.0,1.6,0.6,0.4,1.9,13.4,1994-95,0.58,0.23,0
Avery Johnson,SAS,82.0,36.7,5.5,10.5,0.519,0.0,0.136,5.4,0.529,0.521,2.5,3.6,0.685,0.6,1.9,2.5,8.2,1.4,0.2,2.5,13.4,1994-95,0.55,0.21,0
Chris Morris,NJN,71.0,30.0,4.9,12.1,0.41,1.5,0.334,3.5,0.455,0.472,2.0,2.7,0.728,2.5,3.1,5.7,2.1,1.2,0.7,1.6,13.4,1994-95,0.5,0.19,0
Reggie Williams,DEN,74.0,29.7,5.2,11.4,0.459,1.1,0.32,4.1,0.522,0.509,1.8,2.4,0.759,1.3,3.2,4.4,3.1,1.5,0.9,1.7,13.4,1994-95,0.54,0.2,0
Terrell Brandon,CLE,67.0,29.3,5.1,11.4,0.448,0.7,0.397,4.4,0.457,0.479,2.4,2.8,0.855,0.5,2.3,2.8,5.4,1.6,0.2,2.1,13.3,1994-95,0.53,0.22,0
Vernon Maxwell,HOU,64.0,31.8,4.8,12.1,0.394,2.2,0.324,2.5,0.485,0.486,1.5,2.3,0.688,0.3,2.3,2.6,4.3,1.2,0.2,2.1,13.3,1994-95,0.51,0.18,0
Derrick McKey,IND,81.0,34.6,5.1,10.3,0.493,0.4,0.36,4.7,0.509,0.513,2.7,3.7,0.744,1.5,3.3,4.9,3.4,1.5,0.6,2.1,13.3,1994-95,0.56,0.19,0
Brian Grant,SAC,80.0,28.6,5.2,10.1,0.511,0.0,0.25,5.2,0.512,0.511,2.9,4.5,0.636,2.6,4.9,7.5,1.2,0.6,1.5,2.0,13.2,1994-95,0.55,0.19,0
Eric Murdock,MIL,75.0,28.8,4.5,10.9,0.415,1.2,0.375,3.3,0.432,0.471,2.8,3.6,0.79,0.6,2.2,2.9,6.4,1.5,0.2,2.6,13.0,1994-95,0.52,0.19,0
Malik Sealy,LAC,60.0,26.7,4.9,11.2,0.435,0.4,0.301,4.5,0.451,0.451,2.9,3.7,0.78,1.3,2.3,3.6,1.8,1.2,0.4,1.4,13.0,1994-95,0.51,0.19,0
Scott Skiles,WSB,62.0,33.5,4.3,9.4,0.455,1.5,0.421,2.7,0.476,0.537,2.9,3.3,0.886,0.4,2.1,2.6,7.3,1.1,0.1,2.8,13.0,1994-95,0.6,0.25,0
Dennis Scott,ORL,62.0,24.2,4.6,10.4,0.439,2.4,0.426,2.1,0.454,0.555,1.4,1.8,0.754,0.4,2.0,2.4,2.1,0.7,0.2,0.9,12.9,1994-95,0.58,0.18,0
Doug West,MIN,71.0,32.8,4.9,10.7,0.461,0.2,0.18,4.8,0.485,0.468,2.9,3.5,0.837,0.8,2.4,3.2,2.6,0.9,0.3,1.8,12.9,1994-95,0.53,0.16,0
Horace Grant,ORL,74.0,36.4,5.4,9.6,0.567,0.0,0.0,5.4,0.574,0.567,2.0,2.9,0.692,3.0,6.6,9.7,2.3,1.0,1.2,1.1,12.8,1994-95,0.59,0.28,0
Tom Gugliotta,3TM,77.0,33.4,4.8,10.9,0.443,0.8,0.323,4.0,0.478,0.479,2.3,3.3,0.69,2.1,5.3,7.4,3.6,1.7,0.8,2.5,12.7,1994-95,0.51,0.22,0
Tom Gugliotta,WSB,6.0,37.7,5.5,13.8,0.398,0.7,0.5,4.8,0.387,0.422,4.3,5.5,0.788,2.7,6.2,8.8,3.0,3.5,1.8,2.5,16.0,1994-95,0.49,3.52,0
Tom Gugliotta,GSW,40.0,33.1,4.4,9.9,0.443,0.7,0.311,3.7,0.482,0.479,1.4,2.4,0.567,2.5,4.9,7.4,3.1,1.3,0.6,2.3,10.9,1994-95,0.5,0.36,0
Tom Gugliotta,MIN,31.0,32.8,5.2,11.5,0.454,0.9,0.318,4.3,0.498,0.493,3.0,3.9,0.762,1.6,5.6,7.2,4.5,2.0,0.9,2.6,14.4,1994-95,0.54,0.62,0
Ken Norman,ATL,74.0,25.4,5.2,11.6,0.453,1.3,0.344,3.9,0.508,0.511,0.9,1.9,0.457,1.4,3.5,4.9,1.3,0.5,0.3,1.3,12.7,1994-95,0.51,0.15,0
Sam Perkins,SEA,82.0,28.7,4.2,9.0,0.466,1.7,0.397,2.6,0.526,0.558,2.6,3.3,0.799,1.2,3.7,4.9,1.6,0.9,0.5,0.9,12.7,1994-95,0.61,0.17,0
Charles Smith,NYK,76.0,28.3,4.6,9.8,0.471,0.1,0.226,4.5,0.482,0.476,3.4,4.2,0.792,1.9,2.4,4.3,1.6,0.6,1.3,1.9,12.7,1994-95,0.55,0.17,0
Donyell Marshall,2TM,72.0,29.0,4.8,12.2,0.394,1.0,0.284,3.8,0.436,0.433,2.0,3.1,0.662,1.9,3.7,5.6,1.5,0.6,1.2,1.6,12.6,1994-95,0.46,0.16,0
Roy Tarpley,DAL,55.0,24.6,5.3,11.1,0.479,0.1,0.278,5.2,0.485,0.483,1.9,2.2,0.836,2.6,5.6,8.2,1.1,0.8,1.0,2.0,12.6,1994-95,0.52,0.28,0
Hot Rod Williams,CLE,74.0,35.7,4.9,10.9,0.452,0.0,0.2,4.9,0.453,0.452,2.6,3.9,0.685,2.3,4.5,6.9,2.6,1.1,1.4,2.0,12.6,1994-95,0.5,0.21,0
Elden Campbell,LAL,73.0,28.4,4.9,10.8,0.459,0.0,0.0,4.9,0.459,0.459,2.6,4.0,0.666,2.3,3.8,6.1,1.3,0.9,1.8,1.3,12.5,1994-95,0.5,0.19,0
Vinny Del Negro,SAS,75.0,31.5,5.0,10.2,0.486,0.9,0.407,4.1,0.507,0.529,1.7,2.2,0.79,0.4,2.2,2.6,3.0,0.8,0.2,0.7,12.5,1994-95,0.56,0.17,0
Ricky Pierce,GSW,27.0,24.9,4.1,9.4,0.437,0.9,0.329,3.3,0.478,0.482,3.4,3.9,0.877,0.4,1.9,2.4,1.5,0.8,0.1,0.9,12.5,1994-95,0.56,0.39,0
Chris Mills,CLE,80.0,35.2,4.5,10.7,0.42,1.2,0.392,3.3,0.431,0.475,2.2,2.7,0.817,1.2,3.3,4.6,1.9,0.7,0.4,1.5,12.3,1994-95,0.52,0.15,0
Rodney Rogers,DEN,80.0,26.8,4.7,9.6,0.488,0.6,0.338,4.1,0.523,0.52,2.2,3.4,0.651,1.7,3.2,4.8,2.0,1.2,0.6,2.2,12.2,1994-95,0.55,0.16,0
Robert Pack,DEN,42.0,27.2,4.0,9.4,0.43,0.7,0.417,3.3,0.433,0.468,3.3,4.2,0.783,0.5,2.2,2.7,6.9,1.5,0.1,3.2,12.1,1994-95,0.54,0.33,0
Rony Seikaly,GSW,36.0,28.8,4.5,8.7,0.516,0.0,,4.5,0.516,0.516,3.1,4.4,0.694,2.1,5.3,7.4,1.3,0.6,1.0,2.9,12.1,1994-95,0.57,0.39,0
Jason Kidd,DAL,79.0,33.8,4.2,10.8,0.385,0.9,0.272,3.3,0.433,0.426,2.4,3.5,0.698,1.9,3.5,5.4,7.7,1.9,0.3,3.2,11.7,1994-95,0.47,0.2,0
Grant Long,2TM,81.0,32.6,4.2,8.8,0.478,0.1,0.355,4.1,0.483,0.485,3.0,4.0,0.751,2.4,5.1,7.5,1.6,1.3,0.4,1.9,11.6,1994-95,0.55,0.18,0
Spud Webb,SAC,76.0,32.3,4.0,9.1,0.438,0.6,0.331,3.3,0.467,0.473,3.0,3.2,0.934,0.4,1.9,2.3,6.2,1.0,0.1,2.4,11.6,1994-95,0.55,0.18,0
Scott Burrell,CHH,65.0,31.0,4.3,9.1,0.467,1.5,0.409,2.8,0.506,0.548,1.5,2.2,0.694,1.5,4.2,5.7,2.5,1.2,0.6,1.3,11.5,1994-95,0.57,0.23,0
Derek Harper,NYK,80.0,34.0,4.2,9.5,0.446,1.3,0.363,2.9,0.498,0.516,1.7,2.4,0.724,0.4,2.0,2.4,5.7,1.0,0.1,1.9,11.5,1994-95,0.54,0.16,0
Dikembe Mutombo,DEN,82.0,37.8,4.3,7.7,0.556,0.0,,4.3,0.556,0.556,3.0,4.6,0.654,3.9,8.7,12.5,1.4,0.5,3.9,2.3,11.5,1994-95,0.59,0.27,0
Sharone Wright,PHI,79.0,25.9,4.6,9.8,0.465,0.0,0.0,4.6,0.47,0.465,2.3,3.6,0.645,2.4,3.6,6.0,0.6,0.5,1.3,1.9,11.4,1994-95,0.5,0.14,0
Dale Ellis,DEN,81.0,24.6,4.3,9.6,0.453,1.3,0.403,3.0,0.479,0.522,1.4,1.6,0.866,0.7,2.0,2.7,0.7,0.5,0.1,1.0,11.3,1994-95,0.55,0.11,0
A.C. Green,PHO,82.0,32.8,3.8,7.5,0.504,0.5,0.339,3.3,0.547,0.539,3.1,4.2,0.732,2.4,5.8,8.2,1.5,0.7,0.4,1.4,11.2,1994-95,0.6,0.19,0
Bryant Stith,DEN,81.0,28.8,3.9,8.2,0.472,0.2,0.294,3.6,0.492,0.487,3.3,4.0,0.824,1.2,2.1,3.3,1.9,1.1,0.2,1.4,11.2,1994-95,0.56,0.14,0
Benoit Benjamin,NJN,61.0,26.2,4.4,8.7,0.51,0.0,,4.4,0.51,0.51,2.2,2.9,0.76,1.5,5.7,7.2,0.6,0.4,1.0,2.0,11.1,1994-95,0.56,0.22,0
Muggsy Bogues,CHH,78.0,33.7,4.5,9.4,0.477,0.1,0.2,4.4,0.489,0.481,2.1,2.3,0.889,0.7,2.6,3.3,8.7,1.3,0.0,1.7,11.1,1994-95,0.53,0.23,0
Don MacLean,WSB,39.0,27.0,4.1,9.3,0.438,0.3,0.25,3.8,0.461,0.452,2.7,3.5,0.765,1.2,3.1,4.2,1.3,0.4,0.1,1.1,11.0,1994-95,0.51,0.25,0
Bobby Phills,CLE,80.0,31.3,4.2,10.2,0.414,0.2,0.345,4.0,0.419,0.426,2.3,2.9,0.779,1.1,2.2,3.3,2.3,1.4,0.3,1.4,11.0,1994-95,0.48,0.13,0
Pooh Richardson,LAC,80.0,35.8,4.4,11.2,0.394,1.1,0.357,3.3,0.407,0.442,1.0,1.6,0.648,0.5,2.8,3.3,7.9,1.6,0.2,2.1,10.9,1994-95,0.46,0.18,0
Sean Rooks,MIN,80.0,30.1,3.6,7.7,0.47,0.0,0.0,3.6,0.474,0.47,3.6,4.8,0.761,2.1,4.0,6.1,1.2,0.4,0.9,1.8,10.9,1994-95,0.56,0.15,0
Chuck Person,SAS,81.0,25.1,3.9,9.3,0.423,2.1,0.387,1.8,0.475,0.537,0.8,1.3,0.647,0.6,2.6,3.2,1.3,0.6,0.1,1.3,10.8,1994-95,0.55,0.11,0
Olden Polynice,SAC,81.0,31.3,4.6,8.5,0.544,0.0,1.0,4.6,0.543,0.545,1.5,2.4,0.639,3.4,5.5,9.0,0.8,0.6,0.6,1.4,10.8,1994-95,0.57,0.19,0
Dale Davis,IND,74.0,31.7,4.4,7.8,0.563,0.0,0.0,4.4,0.563,0.563,1.9,3.5,0.533,3.5,5.9,9.4,0.8,1.0,1.6,1.7,10.6,1994-95,0.57,0.23,0
David Benoit,UTA,71.0,25.9,4.0,8.3,0.486,0.5,0.33,3.5,0.523,0.518,1.9,2.2,0.841,1.4,3.8,5.2,0.8,0.6,0.7,1.1,10.4,1994-95,0.56,0.17,0
Terry Dehere,LAC,80.0,22.2,3.5,8.6,0.407,0.6,0.294,2.9,0.443,0.442,2.9,3.7,0.784,0.4,1.5,1.9,2.8,0.6,0.1,2.0,10.4,1994-95,0.51,0.1,0
Anthony Peeler,LAL,73.0,21.4,3.9,9.0,0.432,1.2,0.389,2.8,0.454,0.496,1.4,1.8,0.797,0.8,1.5,2.3,1.7,0.7,0.2,1.1,10.4,1994-95,0.53,0.12,0
Wesley Person,PHO,78.0,23.1,4.0,8.2,0.484,1.5,0.436,2.5,0.519,0.575,1.0,1.3,0.792,0.9,1.7,2.6,1.3,0.6,0.3,1.0,10.4,1994-95,0.59,0.12,0
Kenny Smith,HOU,81.0,25.1,3.5,7.3,0.484,1.8,0.429,1.8,0.553,0.604,1.6,1.8,0.851,0.3,1.6,1.9,4.0,0.9,0.1,1.5,10.4,1994-95,0.64,0.15,0
Popeye Jones,DAL,80.0,29.8,4.7,10.5,0.443,0.0,0.083,4.6,0.449,0.444,1.0,1.6,0.645,4.1,6.4,10.6,2.0,0.4,0.3,1.6,10.3,1994-95,0.46,0.19,0
Robert Horry,HOU,64.0,32.4,3.8,8.4,0.447,1.3,0.379,2.4,0.497,0.527,1.3,1.8,0.761,1.3,3.8,5.1,3.4,1.5,1.2,1.9,10.2,1994-95,0.55,0.22,0
Charles Oakley,NYK,50.0,31.3,3.8,7.9,0.489,0.1,0.25,3.8,0.496,0.492,2.4,3.0,0.793,3.1,5.8,8.9,2.5,1.2,0.1,2.1,10.1,1994-95,0.55,0.32,0
Victor Alexander,GSW,50.0,24.7,4.6,8.9,0.515,0.1,0.24,4.5,0.531,0.521,0.7,1.2,0.6,1.7,4.1,5.8,1.2,0.6,0.6,1.5,10.0,1994-95,0.53,0.24,0
Bimbo Coles,MIA,68.0,32.5,3.8,8.9,0.43,0.2,0.211,3.6,0.461,0.443,2.1,2.6,0.81,0.7,2.1,2.8,6.1,1.5,0.2,2.3,10.0,1994-95,0.5,0.19,0
Hubert Davis,NYK,82.0,20.7,3.6,7.5,0.48,1.6,0.455,2.0,0.502,0.586,1.2,1.5,0.808,0.4,1.0,1.3,1.8,0.4,0.1,1.1,10.0,1994-95,0.61,0.1,0
Eric Montross,BOS,78.0,29.7,3.9,7.4,0.534,0.0,0.0,3.9,0.535,0.534,2.1,3.4,0.635,2.5,4.7,7.3,0.5,0.4,0.8,1.4,10.0,1994-95,0.56,0.16,0
Gheorghe Mureșan,WSB,73.0,23.6,4.2,7.4,0.56,0.0,,4.2,0.56,0.56,1.7,2.4,0.709,2.5,4.2,6.7,0.5,0.7,1.7,1.6,10.0,1994-95,0.59,0.19,0
Byron Scott,IND,80.0,19.1,3.3,7.3,0.455,1.0,0.389,2.3,0.489,0.522,2.4,2.8,0.85,0.2,1.7,1.9,1.4,0.8,0.2,1.5,10.0,1994-95,0.59,0.11,0
Wayman Tisdale,PHO,65.0,19.6,4.3,8.8,0.484,0.0,,4.3,0.484,0.484,1.4,1.9,0.77,1.3,2.5,3.8,0.7,0.4,0.4,1.0,10.0,1994-95,0.52,0.14,0
Vincent Askew,SEA,71.0,24.2,3.5,7.1,0.492,0.4,0.33,3.1,0.529,0.523,2.5,3.4,0.739,0.9,1.6,2.5,2.5,0.7,0.2,1.2,9.9,1994-95,0.58,0.14,0
Marty Conlon,MIL,82.0,25.2,4.2,7.9,0.532,0.1,0.276,4.1,0.544,0.538,1.5,2.4,0.613,2.0,3.2,5.2,1.3,0.5,0.2,1.5,9.9,1994-95,0.55,0.13,0
Anthony Mason,NYK,77.0,32.4,3.7,6.6,0.566,0.0,0.0,3.7,0.567,0.566,2.5,3.9,0.641,2.4,6.1,8.4,3.1,0.9,0.3,1.6,9.9,1994-95,0.6,0.22,0
Craig Ehlo,ATL,49.0,23.8,3.9,8.6,0.453,1.0,0.381,2.9,0.486,0.513,0.9,1.4,0.62,1.1,1.9,3.0,2.3,0.9,0.1,1.5,9.7,1994-95,0.53,0.19,0
Andrew Lang,ATL,82.0,28.5,3.9,8.3,0.473,0.0,0.667,3.9,0.472,0.474,1.9,2.3,0.809,1.9,3.7,5.6,0.9,0.5,1.8,1.3,9.7,1994-95,0.52,0.15,0
Elliot Perry,PHO,82.0,24.1,3.7,7.2,0.52,0.3,0.417,3.4,0.532,0.542,1.9,2.4,0.81,0.6,1.2,1.8,4.8,1.9,0.0,2.0,9.7,1994-95,0.59,0.15,0
Antoine Carr,UTA,78.0,21.5,3.7,7.0,0.531,0.0,0.25,3.7,0.533,0.532,2.1,2.6,0.821,1.0,2.4,3.4,0.9,0.3,0.9,1.1,9.6,1994-95,0.59,0.13,0
George McCloud,DAL,42.0,19.1,3.4,7.8,0.439,0.8,0.382,2.6,0.46,0.491,1.9,2.3,0.833,2.0,1.5,3.5,1.3,0.5,0.2,1.0,9.6,1994-95,0.54,0.22,0
Shawn Bradley,PHI,82.0,28.8,3.8,8.5,0.455,0.0,0.0,3.8,0.457,0.455,1.8,2.8,0.638,3.0,5.1,8.0,0.6,0.7,3.3,1.7,9.5,1994-95,0.49,0.18,0
Sam Cassell,HOU,82.0,23.0,3.1,7.2,0.427,0.8,0.33,2.3,0.473,0.48,2.6,3.1,0.843,0.5,2.1,2.6,4.9,1.1,0.2,2.0,9.5,1994-95,0.55,0.14,0
Lucious Harris,DAL,79.0,21.5,3.5,7.7,0.459,0.7,0.387,2.8,0.481,0.504,1.7,2.2,0.8,1.1,1.7,2.8,1.7,0.7,0.2,1.0,9.5,1994-95,0.55,0.12,0
Sedale Threatt,LAL,59.0,23.5,3.7,7.4,0.497,0.6,0.379,3.1,0.529,0.538,1.5,1.9,0.793,0.4,1.7,2.1,4.2,0.9,0.2,1.2,9.5,1994-95,0.58,0.2,0
Šarūnas Marčiulionis,SEA,66.0,18.1,3.3,6.9,0.473,0.5,0.402,2.7,0.489,0.511,2.2,3.0,0.732,0.3,0.8,1.0,1.7,1.1,0.0,1.5,9.3,1994-95,0.57,0.11,0
Tony Massenburg,LAC,80.0,26.6,3.5,7.5,0.469,0.0,0.0,3.5,0.472,0.469,2.2,2.9,0.753,2.0,3.7,5.7,0.8,0.6,0.7,1.5,9.3,1994-95,0.53,0.14,0
Felton Spencer,UTA,34.0,26.6,3.1,6.3,0.488,0.0,,3.1,0.488,0.488,3.1,4.0,0.793,2.6,5.0,7.6,0.5,0.4,0.9,2.0,9.3,1994-95,0.58,0.37,0
Khalid Reeves,MIA,67.0,21.8,3.1,6.9,0.443,1.0,0.392,2.1,0.473,0.515,2.1,2.9,0.714,0.8,2.0,2.8,4.3,1.1,0.1,2.0,9.2,1994-95,0.56,0.16,0
James Robinson,POR,71.0,21.7,3.6,8.8,0.409,1.1,0.341,2.5,0.446,0.47,0.9,1.5,0.591,0.6,1.3,1.9,2.5,0.7,0.2,1.8,9.2,1994-95,0.49,0.1,0
Buck Williams,POR,82.0,29.5,3.8,7.4,0.512,0.0,0.5,3.8,0.512,0.512,1.7,2.5,0.673,3.1,5.1,8.2,1.0,0.8,0.8,1.5,9.2,1994-95,0.54,0.17,0
Harvey Grant,POR,75.0,23.6,3.8,8.3,0.461,0.1,0.308,3.7,0.467,0.467,1.4,1.9,0.705,1.4,2.4,3.8,1.1,0.7,0.7,0.8,9.1,1994-95,0.5,0.13,0
Donald Royal,ORL,70.0,26.3,2.9,6.2,0.475,0.0,0.0,2.9,0.479,0.475,3.2,4.3,0.746,1.2,2.8,4.0,2.8,0.6,0.2,1.8,9.1,1994-95,0.56,0.15,0
Terry Porter,POR,35.0,22.0,3.0,7.6,0.393,1.3,0.386,1.7,0.399,0.476,1.7,2.3,0.707,0.5,1.8,2.3,3.8,0.9,0.1,1.7,8.9,1994-95,0.52,0.26,0
Carlos Rogers,GSW,49.0,20.8,3.7,6.9,0.529,0.0,0.143,3.6,0.546,0.532,1.6,3.0,0.521,2.2,3.5,5.7,0.8,0.4,1.1,1.7,8.9,1994-95,0.54,0.22,0
Mario Elie,HOU,81.0,23.4,3.0,6.0,0.499,1.0,0.398,2.0,0.57,0.581,1.8,2.1,0.842,0.6,1.8,2.4,2.3,0.8,0.1,1.3,8.8,1994-95,0.64,0.12,0
Rick Fox,BOS,53.0,19.6,3.2,6.6,0.481,0.6,0.413,2.6,0.5,0.526,1.8,2.3,0.772,1.2,1.8,2.9,2.6,1.0,0.4,1.5,8.8,1994-95,0.58,0.19,0
Xavier McDaniel,BOS,68.0,21.0,3.6,8.0,0.451,0.1,0.286,3.5,0.457,0.456,1.3,1.8,0.712,1.4,3.0,4.4,1.6,0.4,0.3,1.3,8.6,1994-95,0.49,0.13,0
Oliver Miller,DET,64.0,24.3,3.6,6.5,0.555,0.0,0.231,3.6,0.565,0.559,1.2,1.9,0.629,2.5,4.9,7.4,1.5,0.9,1.8,1.8,8.5,1994-95,0.58,0.23,0
Rafael Addison,DET,79.0,22.5,3.5,7.4,0.476,0.3,0.289,3.2,0.507,0.497,0.9,1.3,0.747,0.8,2.2,3.1,1.4,0.7,0.3,1.0,8.3,1994-95,0.52,0.11,0
Matt Geiger,MIA,74.0,23.1,3.5,6.6,0.536,0.1,0.4,3.5,0.539,0.54,1.3,1.9,0.65,2.0,3.6,5.6,0.7,0.6,0.7,1.5,8.3,1994-95,0.56,0.14,0
Jeff Grayer,PHI,47.0,23.4,3.5,8.1,0.428,0.1,0.333,3.4,0.432,0.434,1.2,1.8,0.699,1.2,1.9,3.2,1.6,0.6,0.1,1.2,8.3,1994-95,0.47,0.16,0
Steve Kerr,CHI,82.0,22.4,3.2,6.0,0.527,1.1,0.524,2.1,0.529,0.617,0.8,1.0,0.778,0.2,1.2,1.5,1.8,0.5,0.0,0.6,8.2,1994-95,0.64,0.1,0
Jalen Rose,DEN,81.0,22.2,2.8,6.2,0.454,0.4,0.316,2.4,0.495,0.49,2.1,2.9,0.739,0.7,2.0,2.7,4.8,0.8,0.3,2.0,8.2,1994-95,0.55,0.13,0
P.J. Brown,NJN,80.0,30.8,3.2,7.1,0.446,0.1,0.167,3.1,0.458,0.449,1.7,2.6,0.671,2.2,3.9,6.1,1.7,0.9,1.7,1.0,8.1,1994-95,0.49,0.16,0
Jerome Kersey,POR,63.0,18.1,3.2,7.8,0.415,0.1,0.259,3.1,0.424,0.422,1.5,2.0,0.766,1.5,2.6,4.1,1.3,0.8,0.6,1.0,8.1,1994-95,0.47,0.14,0
Will Perdue,CHI,78.0,20.4,3.3,5.9,0.553,0.0,0.0,3.3,0.555,0.553,1.4,2.5,0.582,2.7,4.0,6.7,1.2,0.3,0.7,1.5,8.0,1994-95,0.57,0.15,0
Mitchell Butler,WSB,76.0,20.4,2.8,6.7,0.421,0.6,0.326,2.2,0.458,0.467,1.6,2.4,0.665,0.6,1.7,2.2,1.2,0.8,0.1,1.4,7.9,1994-95,0.51,0.08,0
Bison Dele,DEN,63.0,20.0,3.1,5.3,0.589,0.0,,3.1,0.589,0.589,1.7,2.6,0.654,1.6,3.2,4.7,0.8,0.6,0.7,1.8,7.9,1994-95,0.61,0.16,0
Danny Ainge,PHO,74.0,18.6,2.6,5.7,0.46,1.1,0.364,1.6,0.558,0.552,1.4,1.8,0.808,0.3,1.1,1.5,2.8,0.6,0.1,1.1,7.7,1994-95,0.59,0.11,0
Johnny Newman,MIL,82.0,23.1,2.8,6.0,0.463,0.5,0.352,2.2,0.503,0.509,1.7,2.1,0.801,0.9,1.2,2.1,1.1,0.8,0.2,1.0,7.7,1994-95,0.56,0.09,0
Antonio Davis,IND,44.0,23.4,2.5,5.6,0.445,0.0,,2.5,0.445,0.445,2.7,4.0,0.672,2.4,4.0,6.4,0.6,0.4,0.7,1.5,7.6,1994-95,0.52,0.22,0
Mark Jackson,IND,82.0,29.3,2.9,6.9,0.422,0.3,0.31,2.6,0.443,0.446,1.5,1.9,0.778,0.9,2.8,3.7,7.5,1.3,0.2,2.6,7.6,1994-95,0.49,0.16,0
Danny Ferry,CLE,82.0,15.7,2.7,6.1,0.446,1.1,0.403,1.6,0.483,0.54,0.9,1.0,0.881,0.4,1.4,1.7,1.2,0.3,0.3,0.7,7.5,1994-95,0.57,0.08,0
Lindsey Hunter,DET,42.0,22.5,2.8,7.6,0.374,0.9,0.333,2.0,0.395,0.431,1.0,1.3,0.727,0.6,1.2,1.8,3.8,1.2,0.2,1.9,7.5,1994-95,0.46,0.18,0
Darrick Martin,MIN,34.0,23.6,2.8,6.9,0.408,0.2,0.184,2.6,0.451,0.423,1.7,1.9,0.877,0.4,1.5,1.9,3.9,1.0,0.0,1.8,7.5,1994-95,0.48,0.24,0
Mark West,DET,67.0,23.0,3.2,5.8,0.556,0.0,,3.2,0.556,0.556,1.0,2.1,0.478,2.4,3.7,6.1,0.3,0.4,1.5,1.3,7.5,1994-95,0.56,0.16,0
Kevin Gamble,MIA,77.0,15.9,2.9,5.8,0.489,0.5,0.398,2.4,0.514,0.532,1.1,1.4,0.784,0.4,1.2,1.6,1.5,0.7,0.1,0.6,7.4,1994-95,0.58,0.1,0
Keith Jennings,GSW,80.0,21.5,2.4,5.3,0.447,0.9,0.368,1.4,0.52,0.535,1.7,1.9,0.876,0.3,1.5,1.9,4.7,1.2,0.0,1.5,7.4,1994-95,0.6,0.13,0
Ryan Lorthridge,GSW,37.0,18.2,2.9,6.0,0.475,0.1,0.214,2.8,0.493,0.482,1.5,2.4,0.648,0.6,1.3,1.9,2.7,0.8,0.0,1.5,7.4,1994-95,0.52,0.2,0
David Wesley,BOS,51.0,27.1,2.5,6.1,0.409,1.0,0.429,1.5,0.397,0.49,1.4,1.8,0.755,0.6,1.7,2.3,5.2,1.6,0.2,1.7,7.4,1994-95,0.54,0.22,0
Ledell Eackles,MIA,54.0,16.6,2.6,6.0,0.439,0.3,0.439,2.3,0.439,0.466,1.7,2.3,0.722,0.6,1.1,1.8,1.3,0.4,0.0,1.0,7.3,1994-95,0.52,0.11,0
Tim Legler,GSW,24.0,15.5,2.5,4.8,0.522,1.1,0.52,1.4,0.523,0.635,1.3,1.4,0.882,0.5,1.2,1.7,1.1,0.5,0.0,0.8,7.3,1994-95,0.67,0.31,0
Harold Miner,MIA,45.0,19.4,2.7,6.8,0.403,0.3,0.286,2.4,0.426,0.426,1.5,2.1,0.726,0.8,1.8,2.6,1.5,0.3,0.1,1.7,7.3,1994-95,0.47,0.12,0
