Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
Eric Piatkowski,LAC,62.0,21.9,3.4,7.2,0.471,1.3,0.398,2.1,0.531,0.561,1.6,2.0,0.828,0.7,1.8,2.5,1.1,0.5,0.1,0.9,9.7,2002-03,0.6,0.14,0
Stromile Swift,MEM,67.0,22.1,3.5,7.3,0.481,0.0,0.0,3.5,0.483,0.481,2.6,3.7,0.722,1.7,4.0,5.7,0.7,0.8,1.6,1.5,9.7,2002-03,0.54,0.18,0
Jerome Williams,TOR,71.0,33.0,3.8,7.5,0.499,0.0,0.167,3.7,0.503,0.5,2.2,4.0,0.555,3.3,5.9,9.2,1.3,1.6,0.4,1.4,9.7,2002-03,0.52,0.22,0
Malik Allen,MIA,80.0,29.0,4.2,9.9,0.424,0.0,0.0,4.2,0.426,0.424,1.2,1.5,0.802,1.7,3.6,5.3,0.7,0.5,1.0,1.6,9.6,2002-03,0.45,0.12,0
Jay Williams,CHI,75.0,26.1,3.6,9.1,0.399,0.9,0.322,2.8,0.431,0.446,1.4,2.1,0.64,0.4,2.2,2.6,4.7,1.1,0.2,2.3,9.5,2002-03,0.47,0.13,0
Darrell Armstrong,ORL,82.0,28.7,3.2,7.8,0.409,1.0,0.336,2.3,0.45,0.47,2.0,2.3,0.878,1.1,2.5,3.6,3.9,1.6,0.2,2.0,9.4,2002-03,0.53,0.14,0
Doug Christie,SAC,80.0,33.9,3.3,7.0,0.479,0.9,0.395,2.4,0.522,0.545,1.8,2.2,0.81,0.8,3.5,4.3,4.7,2.3,0.5,1.8,9.4,2002-03,0.59,0.19,0
Derrick Coleman,PHI,64.0,27.2,3.5,7.8,0.448,0.3,0.328,3.1,0.466,0.47,2.1,2.7,0.784,2.4,4.7,7.0,1.4,0.8,1.1,1.5,9.4,2002-03,0.52,0.21,0
Predrag Drobnjak,SEA,82.0,24.2,4.0,9.6,0.412,0.4,0.353,3.6,0.419,0.431,1.1,1.4,0.791,1.4,2.5,3.9,1.0,0.6,0.5,0.8,9.4,2002-03,0.46,0.11,0
Quentin Richardson,LAC,59.0,23.2,3.4,9.3,0.372,1.0,0.308,2.4,0.408,0.428,1.4,2.1,0.685,1.7,3.1,4.8,0.9,0.6,0.2,1.1,9.4,2002-03,0.46,0.14,0
Raef LaFrentz,DAL,69.0,23.3,3.9,7.4,0.518,0.7,0.405,3.2,0.55,0.563,0.9,1.3,0.682,1.8,3.0,4.8,0.8,0.5,1.3,0.7,9.3,2002-03,0.58,0.18,0
Tyson Chandler,CHI,75.0,24.4,3.4,6.5,0.531,0.0,,3.4,0.531,0.531,2.4,3.9,0.608,2.3,4.6,6.9,1.0,0.5,1.4,1.8,9.2,2002-03,0.56,0.17,0
Darius Miles,CLE,67.0,30.0,3.9,9.6,0.41,0.0,0.0,3.9,0.419,0.41,1.4,2.3,0.594,1.7,3.7,5.4,2.6,1.0,1.0,2.7,9.2,2002-03,0.43,0.15,0
Howard Eisley,NYK,82.0,27.4,3.2,7.7,0.417,1.6,0.389,1.6,0.45,0.521,1.1,1.3,0.848,0.3,2.0,2.3,5.4,0.9,0.1,1.8,9.1,2002-03,0.55,0.14,0
Eric Williams,BOS,82.0,28.7,3.1,7.0,0.442,0.5,0.336,2.6,0.467,0.474,2.5,3.3,0.75,1.7,2.9,4.7,1.7,1.0,0.2,1.2,9.1,2002-03,0.54,0.13,0
Rick Fox,LAL,76.0,28.7,3.4,8.2,0.422,1.4,0.375,2.1,0.46,0.506,0.7,0.9,0.754,0.8,3.4,4.3,3.3,0.9,0.2,1.6,9.0,2002-03,0.52,0.15,0
Aaron McKie,PHI,80.0,29.7,3.6,8.3,0.429,0.5,0.33,3.1,0.449,0.457,1.4,1.7,0.836,0.8,3.6,4.4,3.5,1.6,0.1,1.4,9.0,2002-03,0.5,0.15,0
Glen Rice,HOU,62.0,24.7,3.2,7.4,0.429,1.6,0.398,1.5,0.468,0.539,1.0,1.3,0.759,0.5,2.0,2.5,1.0,0.4,0.1,0.9,9.0,2002-03,0.56,0.12,0
Rodney White,DEN,72.0,21.7,3.6,8.9,0.408,0.4,0.239,3.2,0.452,0.433,1.4,1.7,0.784,0.6,2.4,3.0,1.7,0.6,0.4,2.2,9.0,2002-03,0.47,0.1,0
Earl Boykins,GSW,68.0,19.4,2.9,6.8,0.429,0.4,0.377,2.5,0.439,0.46,2.5,2.9,0.865,0.5,0.8,1.3,3.3,0.6,0.1,1.1,8.8,2002-03,0.54,0.13,0
Kendall Gill,MIN,82.0,25.2,3.5,8.3,0.422,0.2,0.322,3.3,0.432,0.436,1.5,2.0,0.764,0.6,2.4,3.0,1.9,1.0,0.2,1.3,8.7,2002-03,0.47,0.1,0
Theo Ratliff,ATL,81.0,31.1,3.4,7.3,0.464,0.0,,3.4,0.464,0.464,1.9,2.6,0.72,1.9,5.6,7.5,0.9,0.7,3.2,1.7,8.7,2002-03,0.52,0.18,0
Calbert Cheaney,UTA,81.0,29.0,4.0,8.0,0.499,0.1,0.4,3.9,0.503,0.507,0.5,0.9,0.58,0.9,2.6,3.5,2.0,0.8,0.2,1.3,8.6,2002-03,0.51,0.12,0
Eddie Griffin,HOU,77.0,24.5,3.5,8.8,0.4,0.8,0.333,2.7,0.426,0.447,0.8,1.2,0.617,1.8,4.2,6.0,1.1,0.7,1.4,1.0,8.6,2002-03,0.46,0.14,0
Tyronn Lue,WAS,75.0,26.5,3.3,7.6,0.433,0.8,0.341,2.5,0.474,0.485,1.2,1.4,0.875,0.3,1.7,2.0,3.5,0.6,0.0,1.0,8.6,2002-03,0.52,0.12,0
David Robinson,SAS,64.0,26.2,3.1,6.6,0.469,0.0,,3.1,0.469,0.469,2.4,3.3,0.71,2.5,5.4,7.9,1.0,0.8,1.7,1.3,8.5,2002-03,0.53,0.22,0
Shandon Anderson,NYK,82.0,21.1,3.0,6.5,0.462,0.6,0.371,2.4,0.494,0.51,1.7,2.3,0.732,0.8,2.3,3.1,1.1,0.9,0.2,1.4,8.4,2002-03,0.56,0.1,0
Travis Best,MIA,72.0,25.1,3.2,8.1,0.396,0.5,0.33,2.7,0.411,0.427,1.5,1.7,0.854,0.4,1.7,2.0,3.5,0.6,0.1,1.5,8.4,2002-03,0.47,0.11,0
Zach Randolph,POR,77.0,16.9,3.4,6.7,0.513,0.0,0.0,3.4,0.518,0.513,1.6,2.1,0.758,1.8,2.6,4.5,0.5,0.5,0.2,0.8,8.4,2002-03,0.55,0.12,0
Maurice Taylor,HOU,67.0,20.6,3.4,8.0,0.432,0.0,0.0,3.4,0.433,0.432,1.5,2.1,0.725,1.4,2.1,3.6,1.0,0.3,0.3,1.5,8.4,2002-03,0.47,0.1,0
J.R. Bremer,BOS,64.0,23.5,2.7,7.3,0.369,1.6,0.353,1.1,0.393,0.477,1.3,1.7,0.766,0.3,2.0,2.3,2.6,0.6,0.0,0.9,8.3,2002-03,0.52,0.12,0
Christian Laettner,WAS,76.0,29.1,3.4,6.8,0.494,0.0,0.125,3.3,0.506,0.496,1.6,1.9,0.833,1.5,5.1,6.6,3.1,1.1,0.5,1.1,8.3,2002-03,0.54,0.19,0
Ruben Patterson,POR,78.0,21.2,3.3,6.6,0.492,0.0,0.15,3.2,0.506,0.495,1.8,2.8,0.627,1.5,1.8,3.4,1.3,0.9,0.4,1.5,8.3,2002-03,0.53,0.11,0
Erick Dampier,GSW,82.0,24.1,3.2,6.4,0.496,0.0,0.0,3.2,0.498,0.496,1.9,2.7,0.698,3.0,3.6,6.6,0.7,0.3,1.9,1.4,8.2,2002-03,0.54,0.15,0
Shammond Williams,2TM,78.0,24.1,2.9,7.4,0.394,1.2,0.356,1.7,0.425,0.474,1.0,1.3,0.765,0.3,1.9,2.2,3.4,1.0,0.1,1.5,8.0,2002-03,0.5,0.11,0
Courtney Alexander,NOH,66.0,20.6,2.9,7.7,0.382,0.3,0.333,2.6,0.388,0.401,1.8,2.2,0.808,0.6,1.2,1.8,1.2,0.5,0.1,1.0,7.9,2002-03,0.46,0.08,0
Donnell Harvey,DEN,77.0,20.9,3.2,7.2,0.446,0.0,0.143,3.2,0.45,0.447,1.5,2.3,0.67,1.6,3.7,5.3,1.3,0.6,0.4,1.6,7.9,2002-03,0.48,0.12,0
Rafer Alston,TOR,47.0,20.9,3.0,7.1,0.415,1.1,0.392,1.9,0.429,0.491,0.8,1.1,0.685,0.4,1.8,2.3,4.1,0.8,0.3,1.8,7.8,2002-03,0.51,0.19,0
Mike James,MIA,78.0,22.1,2.8,7.5,0.373,0.9,0.294,1.9,0.423,0.43,1.3,1.8,0.732,0.3,1.6,1.9,3.2,0.8,0.1,1.4,7.8,2002-03,0.47,0.09,0
Jamaal Tinsley,IND,73.0,30.6,3.0,7.6,0.396,0.6,0.277,2.4,0.446,0.437,1.1,1.5,0.714,0.8,2.8,3.6,7.5,1.7,0.2,2.6,7.8,2002-03,0.47,0.18,0
Othella Harrington,NYK,74.0,25.0,3.0,6.0,0.508,0.0,,3.0,0.508,0.508,1.7,2.0,0.82,2.2,4.2,6.4,0.8,0.2,0.3,1.2,7.7,2002-03,0.56,0.15,0
Jim Jackson,SAC,63.0,20.8,3.2,7.3,0.442,0.5,0.451,2.7,0.44,0.476,0.7,0.9,0.855,1.3,2.8,4.2,1.9,0.5,0.1,1.3,7.7,2002-03,0.5,0.14,0
Ron Mercer,IND,72.0,23.2,3.4,8.3,0.409,0.0,0.188,3.3,0.415,0.411,0.9,1.1,0.802,0.4,1.7,2.1,1.6,0.7,0.2,0.8,7.7,2002-03,0.44,0.09,0
Ira Newble,ATL,73.0,26.5,3.2,6.4,0.495,0.4,0.381,2.7,0.52,0.529,1.0,1.2,0.778,1.2,2.5,3.7,1.4,0.7,0.4,0.9,7.7,2002-03,0.56,0.13,0
Anthony Peeler,MIN,82.0,27.4,3.1,7.4,0.414,1.1,0.41,2.0,0.416,0.485,0.5,0.6,0.78,0.5,2.5,2.9,3.0,0.9,0.2,1.0,7.7,2002-03,0.5,0.11,0
Marcus Camby,DEN,29.0,21.2,3.2,7.8,0.41,0.1,0.4,3.1,0.41,0.414,1.1,1.7,0.66,2.6,4.6,7.2,1.6,0.7,1.4,0.9,7.6,2002-03,0.44,0.43,0
Manu Ginóbili,SAS,69.0,20.7,2.5,5.8,0.438,0.7,0.345,1.8,0.494,0.503,1.8,2.5,0.737,0.7,1.7,2.3,2.0,1.4,0.2,1.4,7.6,2002-03,0.55,0.12,0
Rasual Butler,MIA,72.0,21.0,2.9,7.9,0.362,0.7,0.292,2.2,0.392,0.406,1.1,1.4,0.731,0.4,2.2,2.6,1.3,0.3,0.6,1.1,7.5,2002-03,0.44,0.08,0
Eddie House,MIA,55.0,18.6,3.1,8.1,0.387,0.7,0.3,2.5,0.42,0.428,0.6,0.7,0.861,0.3,1.5,1.8,1.6,0.8,0.0,0.8,7.5,2002-03,0.45,0.11,0
Joe Smith,MIN,54.0,20.7,2.8,6.1,0.46,0.0,0.0,2.8,0.463,0.46,1.9,2.4,0.779,2.1,2.9,5.0,0.7,0.3,1.0,0.8,7.5,2002-03,0.52,0.18,0
Kwame Brown,WAS,80.0,22.2,2.8,6.3,0.446,0.0,0.0,2.8,0.449,0.446,1.8,2.7,0.668,1.6,3.7,5.3,0.7,0.6,1.0,1.4,7.4,2002-03,0.49,0.11,0
Dale Davis,POR,78.0,29.3,3.0,5.6,0.541,0.0,,3.0,0.541,0.541,1.3,2.1,0.633,3.0,4.2,7.2,1.2,0.7,0.9,0.9,7.4,2002-03,0.57,0.17,0
Marko Jarić,LAC,66.0,20.9,2.7,6.8,0.401,0.8,0.319,1.9,0.45,0.461,1.2,1.6,0.752,0.5,1.9,2.4,2.9,1.5,0.2,1.6,7.4,2002-03,0.49,0.13,0
Tony Battie,BOS,67.0,25.1,3.0,5.5,0.539,0.0,0.2,3.0,0.544,0.541,1.3,1.8,0.746,2.2,4.3,6.5,0.7,0.5,1.2,0.7,7.3,2002-03,0.58,0.19,0
Bob Sura,GSW,55.0,20.5,2.5,6.0,0.412,0.5,0.329,1.9,0.44,0.454,1.9,2.7,0.696,1.1,2.0,3.0,3.2,0.8,0.0,1.5,7.3,2002-03,0.51,0.15,0
Anthony Mason,MIL,65.0,32.6,2.9,6.0,0.486,0.0,0.0,2.9,0.487,0.486,1.3,1.8,0.718,1.4,5.0,6.4,3.2,0.5,0.2,1.2,7.2,2002-03,0.53,0.2,0
Charlie Ward,NYK,66.0,22.2,2.5,6.3,0.399,1.5,0.378,1.0,0.435,0.521,0.6,0.8,0.774,0.4,2.3,2.7,4.6,1.2,0.2,1.4,7.2,2002-03,0.54,0.16,0
Chucky Atkins,DET,65.0,21.5,2.6,7.2,0.361,1.3,0.355,1.3,0.368,0.454,0.6,0.8,0.816,0.3,1.2,1.5,2.7,0.4,0.1,1.2,7.1,2002-03,0.47,0.09,0
Bruce Bowen,SAS,82.0,31.3,2.7,5.8,0.466,1.2,0.441,1.5,0.488,0.571,0.4,1.1,0.404,0.7,2.2,2.9,1.4,0.8,0.5,0.9,7.1,2002-03,0.56,0.1,0
Todd MacCulloch,PHI,42.0,19.3,2.9,5.7,0.517,0.0,,2.9,0.517,0.517,1.3,1.9,0.671,1.6,3.1,4.7,0.5,0.5,0.8,0.8,7.1,2002-03,0.54,0.22,0
Chris Whitney,2TM,51.0,20.6,2.4,6.8,0.355,1.0,0.305,1.5,0.4,0.427,1.1,1.4,0.826,0.1,1.3,1.3,2.8,0.6,0.0,1.4,7.0,2002-03,0.47,0.11,0
Rodney Rogers,NJN,68.0,19.2,2.7,6.7,0.402,0.6,0.333,2.0,0.43,0.451,1.0,1.3,0.756,0.9,3.0,3.9,1.6,0.7,0.5,1.3,7.0,2002-03,0.48,0.12,0
Jon Barry,DET,80.0,18.4,2.4,5.3,0.45,1.1,0.407,1.3,0.495,0.553,1.1,1.3,0.86,0.4,1.8,2.3,2.6,0.8,0.2,1.0,6.9,2002-03,0.59,0.11,0
Devean George,LAL,71.0,22.7,2.5,6.5,0.39,0.7,0.371,1.8,0.398,0.444,1.2,1.5,0.79,1.3,2.7,4.0,1.3,0.8,0.5,0.9,6.9,2002-03,0.48,0.12,0
Mehmet Okur,DET,72.0,19.0,2.5,5.9,0.426,0.5,0.339,2.0,0.457,0.47,1.3,1.8,0.733,1.6,3.0,4.7,1.0,0.3,0.5,0.9,6.9,2002-03,0.52,0.12,0
Damon Stoudamire,POR,59.0,22.3,2.6,7.0,0.376,0.7,0.386,1.9,0.372,0.429,0.9,1.1,0.791,0.7,1.9,2.6,3.5,0.7,0.1,1.4,6.9,2002-03,0.46,0.13,0
Ben Wallace,DET,73.0,39.4,2.9,6.0,0.481,0.0,0.167,2.9,0.485,0.482,1.2,2.6,0.45,4.0,11.4,15.4,1.6,1.4,3.2,1.2,6.9,2002-03,0.48,0.31,1
Vincent Yarbrough,DEN,59.0,23.4,2.8,7.3,0.393,0.4,0.269,2.5,0.42,0.417,0.8,1.1,0.79,0.6,2.1,2.7,2.2,1.0,0.6,1.4,6.9,2002-03,0.44,0.12,0
Shawn Kemp,ORL,79.0,20.7,2.7,6.4,0.418,0.0,0.0,2.7,0.419,0.418,1.5,2.0,0.742,1.9,3.8,5.7,0.7,0.8,0.4,1.3,6.8,2002-03,0.47,0.11,0
Jelani McCoy,TOR,67.0,20.4,2.9,5.9,0.491,0.0,,2.9,0.491,0.491,1.0,1.9,0.548,1.4,3.9,5.3,0.6,0.4,0.9,1.4,6.8,2002-03,0.5,0.13,0
Steve Smith,SAS,53.0,19.5,2.1,5.5,0.388,0.7,0.331,1.4,0.428,0.455,1.8,2.2,0.833,0.4,1.5,1.9,1.3,0.5,0.2,0.8,6.8,2002-03,0.53,0.12,0
Rod Strickland,MIN,47.0,20.3,2.6,5.9,0.432,0.0,0.091,2.5,0.446,0.433,1.7,2.3,0.738,0.4,1.6,2.0,4.6,1.0,0.1,1.6,6.8,2002-03,0.49,0.19,0
Shawn Bradley,DAL,81.0,21.4,2.5,4.6,0.536,0.0,0.0,2.5,0.537,0.536,1.7,2.2,0.806,1.9,4.0,5.9,0.7,0.8,2.1,0.8,6.7,2002-03,0.6,0.16,0
Keon Clark,SAC,80.0,22.3,2.8,5.6,0.501,0.0,0.0,2.8,0.506,0.501,1.1,1.6,0.656,1.7,3.9,5.6,1.0,0.5,1.9,1.2,6.7,2002-03,0.53,0.14,0
Eduardo Nájera,DAL,48.0,23.0,2.7,4.8,0.558,0.0,0.0,2.7,0.561,0.558,1.3,1.9,0.681,1.9,2.8,4.6,1.0,0.8,0.5,0.5,6.7,2002-03,0.59,0.22,0
Hedo Türkoğlu,SAC,67.0,17.5,2.5,5.8,0.422,0.4,0.372,2.0,0.435,0.459,1.3,1.6,0.8,0.5,2.3,2.8,1.3,0.4,0.2,0.7,6.7,2002-03,0.52,0.11,0
Jonathan Bender,IND,46.0,17.8,2.4,5.5,0.441,0.4,0.358,2.0,0.463,0.478,1.3,1.8,0.714,0.9,2.0,2.9,0.9,0.2,1.2,0.9,6.6,2002-03,0.52,0.16,0
Željko Rebrača,DET,30.0,16.3,2.7,4.8,0.552,0.0,,2.7,0.552,0.552,1.3,1.6,0.792,0.9,2.2,3.1,0.3,0.2,0.6,1.0,6.6,2002-03,0.6,0.25,0
Clarence Weatherspoon,NYK,79.0,25.6,2.4,5.2,0.449,0.0,,2.4,0.449,0.449,1.9,2.5,0.768,2.7,4.9,7.6,0.9,0.9,0.5,0.8,6.6,2002-03,0.52,0.16,0
Kevin Ollie,2TM,82.0,23.1,2.4,5.4,0.451,0.0,0.333,2.4,0.453,0.454,1.6,2.2,0.753,0.3,1.9,2.2,3.5,0.8,0.1,0.9,6.5,2002-03,0.51,0.1,0
Robert Horry,LAL,80.0,29.3,2.3,6.0,0.387,0.6,0.288,1.7,0.445,0.44,1.3,1.7,0.769,2.3,4.2,6.4,2.9,1.2,0.8,1.4,6.5,2002-03,0.48,0.15,0
Erick Strickland,IND,71.0,18.0,2.3,5.4,0.429,0.9,0.388,1.4,0.459,0.511,1.0,1.2,0.805,0.3,1.7,2.0,2.9,0.5,0.1,1.4,6.5,2002-03,0.55,0.1,0
Mike Batiste,MEM,75.0,16.6,2.6,6.2,0.422,0.2,0.222,2.4,0.464,0.441,0.9,1.2,0.784,1.1,2.3,3.4,0.7,0.6,0.2,0.9,6.4,2002-03,0.48,0.09,0
Juan Dixon,WAS,42.0,15.4,2.5,6.5,0.384,0.6,0.298,1.9,0.422,0.43,0.9,1.1,0.804,0.3,1.4,1.7,1.0,0.6,0.1,1.0,6.4,2002-03,0.46,0.11,0
Keyon Dooling,LAC,55.0,17.6,2.3,6.0,0.389,0.9,0.36,1.4,0.411,0.465,0.8,1.0,0.772,0.2,1.1,1.3,1.6,0.4,0.1,1.1,6.4,2002-03,0.5,0.09,0
Cherokee Parks,LAC,30.0,21.6,2.7,5.4,0.503,0.0,0.5,2.7,0.503,0.506,0.8,1.3,0.605,1.5,2.9,4.4,0.7,0.5,0.7,0.6,6.3,2002-03,0.53,0.29,0
Brendan Haywood,WAS,81.0,23.8,2.1,4.2,0.51,0.0,,2.1,0.51,0.51,1.9,3.0,0.633,2.4,2.6,5.0,0.4,0.4,1.5,0.8,6.2,2002-03,0.56,0.12,0
Smush Parker,CLE,66.0,16.7,2.1,5.1,0.402,0.6,0.322,1.5,0.445,0.459,1.5,1.8,0.831,0.4,1.4,1.8,2.5,0.7,0.2,2.0,6.2,2002-03,0.53,0.09,0
Aaron Williams,NJN,81.0,19.7,2.5,5.4,0.453,0.0,0.0,2.5,0.454,0.453,1.3,1.6,0.785,1.7,2.4,4.1,1.1,0.3,0.7,1.0,6.2,2002-03,0.51,0.1,0
Elden Campbell,2TM,56.0,15.5,2.1,5.3,0.397,0.0,0.0,2.1,0.398,0.397,1.9,2.4,0.801,0.8,2.4,3.2,0.9,0.6,0.7,0.9,6.1,2002-03,0.48,0.12,0
Kenny Anderson,2TM,61.0,18.6,2.7,6.3,0.427,0.0,0.143,2.7,0.432,0.428,0.7,0.9,0.789,0.5,1.7,2.2,3.2,1.0,0.1,1.2,6.1,2002-03,0.46,0.12,0
Walter McCarty,BOS,82.0,23.8,2.1,5.1,0.414,1.1,0.367,1.0,0.482,0.523,0.7,1.2,0.622,0.8,2.7,3.5,1.3,1.0,0.3,0.8,6.1,2002-03,0.54,0.1,0
Arvydas Sabonis,POR,78.0,15.5,2.2,4.6,0.476,0.0,0.5,2.2,0.476,0.481,1.7,2.1,0.787,1.1,3.2,4.3,1.8,0.8,0.6,1.0,6.1,2002-03,0.55,0.13,0
Greg Buckner,PHI,75.0,20.2,2.5,5.3,0.465,0.2,0.273,2.3,0.496,0.484,0.9,1.1,0.802,1.0,1.9,2.9,1.3,1.0,0.2,0.8,6.0,2002-03,0.52,0.1,0
Brian Skinner,PHI,77.0,17.9,2.4,4.3,0.55,0.0,,2.4,0.55,0.55,1.3,2.1,0.602,1.8,3.0,4.8,0.2,0.6,0.7,0.8,6.0,2002-03,0.57,0.11,0
Gary Trent,MIN,80.0,15.3,2.6,4.9,0.535,0.0,0.0,2.6,0.537,0.535,0.8,1.3,0.594,1.3,2.3,3.6,1.0,0.4,0.3,0.7,6.0,2002-03,0.55,0.1,0
Chris Mihm,CLE,52.0,15.6,2.2,5.5,0.404,0.0,0.0,2.2,0.408,0.404,1.5,2.0,0.724,1.8,2.7,4.4,0.5,0.3,0.7,0.9,5.9,2002-03,0.46,0.14,0
Jacque Vaughn,ORL,80.0,21.1,2.3,5.1,0.448,0.1,0.235,2.2,0.467,0.457,1.2,1.6,0.776,0.3,1.2,1.5,2.9,0.8,0.0,1.2,5.9,2002-03,0.51,0.08,0
Jason Caffey,MIL,51.0,17.5,2.2,4.9,0.456,0.0,,2.2,0.456,0.456,1.4,2.1,0.651,1.3,2.1,3.5,0.7,0.4,0.3,1.1,5.8,2002-03,0.5,0.12,0
Speedy Claxton,SAS,30.0,15.7,2.2,4.8,0.462,0.0,0.0,2.2,0.5,0.462,1.3,1.9,0.684,0.7,1.1,1.9,2.5,0.7,0.2,1.2,5.8,2002-03,0.51,0.22,0
Jeff McInnis,POR,75.0,17.5,2.5,5.6,0.444,0.1,0.171,2.4,0.469,0.452,0.7,0.9,0.746,0.3,1.0,1.3,2.3,0.3,0.0,1.0,5.8,2002-03,0.48,0.07,0
Dikembe Mutombo,NJN,24.0,21.4,2.0,5.5,0.374,0.0,,2.0,0.374,0.374,1.7,2.3,0.727,2.3,4.1,6.4,0.8,0.2,1.5,1.4,5.8,2002-03,0.45,0.38,0
Jason Collins,NJN,81.0,23.5,1.7,4.2,0.414,0.0,0.0,1.7,0.419,0.414,2.2,2.9,0.763,1.7,2.9,4.5,1.1,0.6,0.5,1.0,5.7,2002-03,0.52,0.1,0
Mike Dunleavy,GSW,82.0,15.9,2.0,5.1,0.403,0.6,0.347,1.4,0.434,0.465,1.0,1.2,0.78,0.8,1.8,2.6,1.3,0.6,0.2,1.0,5.7,2002-03,0.51,0.07,0
Scott Padgett,UTA,82.0,16.1,2.1,5.2,0.402,0.5,0.338,1.5,0.431,0.455,1.0,1.3,0.757,1.0,2.3,3.3,1.0,0.5,0.3,0.9,5.7,2002-03,0.49,0.08,0
Eddie Robinson,CHI,64.0,21.2,2.4,4.9,0.492,0.0,0.214,2.4,0.505,0.497,0.8,1.0,0.81,1.2,1.9,3.1,1.0,1.0,0.2,0.8,5.7,2002-03,0.53,0.12,0
Tyrone Hill,2TM,56.0,24.1,2.3,5.5,0.422,0.0,,2.3,0.422,0.422,1.0,1.4,0.675,2.3,4.7,7.0,0.7,0.8,0.5,1.2,5.6,2002-03,0.46,0.18,0
Damone Brown,TOR,5.0,23.0,2.2,7.0,0.314,0.0,0.0,2.2,0.333,0.314,1.2,1.6,0.75,0.6,2.4,3.0,0.6,0.2,0.0,1.2,5.6,2002-03,0.36,0.6,0
Vladimir Stepania,MIA,79.0,20.2,2.3,5.4,0.433,0.0,,2.3,0.433,0.433,0.9,1.7,0.53,2.7,4.3,7.0,0.3,0.6,0.5,0.9,5.6,2002-03,0.46,0.12,0
Jeff Trepagnier,DEN,8.0,12.1,2.1,5.0,0.425,0.5,0.5,1.6,0.406,0.475,0.9,0.9,1.0,1.0,1.0,2.0,0.8,1.0,0.0,1.0,5.6,2002-03,0.52,0.69,0
Jarron Collins,UTA,22.0,19.1,1.7,3.9,0.442,0.0,0.0,1.7,0.447,0.442,2.0,2.8,0.71,1.5,1.3,2.7,0.6,0.2,0.3,0.9,5.5,2002-03,0.54,0.25,0
Marc Jackson,MIN,77.0,13.5,2.0,4.5,0.438,0.0,1.0,2.0,0.437,0.44,1.5,1.9,0.765,1.1,1.8,2.9,0.5,0.3,0.4,0.8,5.5,2002-03,0.52,0.08,0
Mamadou N'Diaye,TOR,22.0,16.5,2.0,4.4,0.448,0.0,,2.0,0.448,0.448,1.5,2.1,0.723,1.3,2.4,3.7,0.3,0.4,1.5,1.0,5.5,2002-03,0.52,0.34,0
Lee Nailon,NYK,38.0,10.7,2.2,5.0,0.442,0.0,0.0,2.2,0.444,0.442,1.1,1.3,0.824,0.8,1.0,1.8,0.7,0.2,0.1,0.8,5.5,2002-03,0.49,0.12,0
Earl Watson,MEM,79.0,17.3,2.2,4.9,0.435,0.4,0.341,1.8,0.463,0.474,0.8,1.1,0.721,0.6,1.5,2.1,2.8,1.1,0.2,1.1,5.5,2002-03,0.51,0.1,0
Walt Williams,DAL,66.0,17.6,2.0,5.2,0.393,1.0,0.374,1.1,0.412,0.487,0.5,0.8,0.62,0.8,2.3,3.1,0.9,0.6,0.4,0.5,5.5,2002-03,0.5,0.1,0
Adonal Foyle,GSW,82.0,21.8,2.3,4.2,0.536,0.0,0.0,2.3,0.538,0.536,0.9,1.3,0.673,2.1,3.8,6.0,0.5,0.5,2.5,0.9,5.4,2002-03,0.57,0.14,0
Jerome James,SEA,51.0,15.0,2.2,4.5,0.478,0.0,,2.2,0.478,0.478,1.1,1.8,0.587,1.5,2.7,4.2,0.5,0.2,1.6,1.5,5.4,2002-03,0.51,0.15,0
Greg Ostertag,UTA,81.0,23.8,2.1,4.0,0.518,0.0,,2.1,0.518,0.518,1.2,2.4,0.51,2.2,4.0,6.2,0.7,0.2,1.8,1.3,5.4,2002-03,0.53,0.12,0
Chris Andersen,DEN,59.0,15.4,1.9,4.8,0.4,0.0,0.0,1.9,0.401,0.4,1.3,2.4,0.55,1.8,2.8,4.6,0.5,0.5,1.0,1.0,5.2,2002-03,0.44,0.12,0
Vin Baker,BOS,52.0,18.1,1.9,4.0,0.478,0.0,0.0,1.9,0.488,0.478,1.4,2.1,0.673,1.7,2.1,3.8,0.6,0.4,0.6,1.2,5.2,2002-03,0.53,0.13,0
Horace Grant,ORL,5.0,17.0,2.6,5.0,0.52,0.0,,2.6,0.52,0.52,0.0,0.0,,0.4,1.2,1.6,1.4,0.6,0.0,0.2,5.2,2002-03,0.52,1.24,0
Robert Pack,NOH,28.0,15.7,1.9,4.6,0.403,0.0,0.0,1.9,0.419,0.403,1.5,2.0,0.745,0.4,1.4,1.8,2.9,0.9,0.0,1.4,5.2,2002-03,0.47,0.22,0
Austin Croshere,IND,49.0,12.9,1.8,4.3,0.411,0.6,0.391,1.2,0.421,0.476,1.1,1.3,0.815,0.8,2.3,3.2,1.1,0.1,0.3,0.6,5.1,2002-03,0.52,0.13,0
Junior Harrington,DEN,82.0,24.4,2.1,5.7,0.362,0.1,0.25,2.0,0.369,0.369,0.9,1.4,0.652,0.5,2.5,3.0,3.4,1.0,0.2,1.9,5.1,2002-03,0.4,0.08,0
