Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
Jerry Stackhouse,WAS,70.0,39.2,7.0,17.2,0.409,1.0,0.29,6.0,0.439,0.438,6.5,7.4,0.878,0.9,2.8,3.7,4.5,0.9,0.4,2.8,21.5,2002-03,0.53,0.24,1
Shawn Marion,PHO,81.0,41.6,8.2,18.1,0.452,1.7,0.387,6.4,0.473,0.5,3.1,3.6,0.851,2.5,7.1,9.5,2.4,2.3,1.2,1.9,21.2,2002-03,0.54,0.3,0
Steve Francis,HOU,81.0,41.0,7.0,16.2,0.435,1.0,0.354,6.0,0.453,0.468,5.9,7.3,0.8,2.0,4.2,6.2,6.2,1.7,0.5,3.7,21.0,2002-03,0.54,0.26,0
Jermaine O'Neal,IND,77.0,37.2,7.9,16.4,0.484,0.1,0.333,7.8,0.487,0.487,4.8,6.6,0.731,2.6,7.7,10.3,2.0,0.9,2.3,2.3,20.8,2002-03,0.54,0.31,0
Glenn Robinson,ATL,69.0,37.6,7.8,18.1,0.432,1.3,0.342,6.5,0.456,0.468,3.9,4.4,0.876,1.2,5.4,6.6,3.0,1.3,0.4,3.6,20.8,2002-03,0.52,0.26,0
Vince Carter,TOR,43.0,34.2,8.3,17.7,0.467,1.0,0.344,7.2,0.493,0.497,3.0,3.7,0.806,1.4,3.0,4.4,3.3,1.1,1.0,1.7,20.6,2002-03,0.53,0.43,0
Ricky Davis,CLE,79.0,39.6,7.6,18.6,0.41,0.9,0.363,6.7,0.417,0.435,4.4,5.9,0.748,1.2,3.7,4.9,5.5,1.6,0.5,3.5,20.6,2002-03,0.49,0.22,0
Karl Malone,UTA,81.0,36.2,7.3,15.9,0.462,0.0,0.214,7.3,0.464,0.463,5.9,7.7,0.763,1.4,6.4,7.8,4.7,1.7,0.4,2.6,20.6,2002-03,0.53,0.27,0
Gary Payton,2TM,80.0,40.1,8.3,18.3,0.454,0.7,0.297,7.6,0.476,0.472,3.1,4.4,0.71,1.0,3.2,4.2,8.3,1.7,0.3,2.3,20.4,2002-03,0.5,0.27,1
Antoine Walker,BOS,78.0,41.5,7.7,19.9,0.388,2.4,0.323,5.3,0.427,0.449,2.3,3.7,0.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,20.1,2002-03,0.47,0.22,0
Michael Jordan,WAS,82.0,37.0,8.3,18.6,0.445,0.2,0.291,8.1,0.45,0.45,3.2,4.0,0.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,20.0,2002-03,0.49,0.23,1
Shareef Abdur-Rahim,ATL,81.0,38.1,7.0,14.6,0.478,0.3,0.35,6.7,0.485,0.487,5.6,6.7,0.841,2.2,6.2,8.4,3.0,1.1,0.5,2.6,19.9,2002-03,0.57,0.27,0
Sam Cassell,MIL,78.0,34.6,7.0,14.9,0.47,0.8,0.362,6.2,0.487,0.495,4.9,5.7,0.861,0.7,3.7,4.4,5.8,1.1,0.2,2.3,19.7,2002-03,0.57,0.26,0
Richard Hamilton,DET,82.0,32.2,7.0,15.7,0.443,0.4,0.269,6.6,0.461,0.456,5.4,6.4,0.833,1.1,2.8,3.9,2.5,0.8,0.2,2.4,19.7,2002-03,0.53,0.18,0
Michael Finley,DAL,69.0,38.3,7.3,17.3,0.425,1.7,0.37,5.6,0.445,0.475,2.9,3.3,0.861,1.6,4.3,5.8,3.0,1.1,0.3,1.7,19.3,2002-03,0.51,0.25,0
Peja Stojaković,SAC,72.0,34.0,6.9,14.4,0.481,2.2,0.382,4.8,0.545,0.556,3.2,3.7,0.875,0.8,4.7,5.5,2.0,1.0,0.1,1.4,19.2,2002-03,0.6,0.26,1
Pau Gasol,MEM,82.0,36.0,6.9,13.6,0.51,0.0,0.1,6.9,0.514,0.51,5.1,6.9,0.736,2.3,6.4,8.8,2.8,0.4,1.8,2.6,19.0,2002-03,0.57,0.26,0
Jason Kidd,NJN,80.0,37.4,6.4,15.6,0.414,1.6,0.341,4.9,0.445,0.465,4.2,5.0,0.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,18.7,2002-03,0.53,0.28,1
Elton Brand,LAC,62.0,39.6,7.3,14.5,0.502,0.0,0.0,7.3,0.502,0.502,3.9,5.7,0.685,4.6,6.8,11.3,2.5,1.1,2.5,2.6,18.5,2002-03,0.54,0.39,1
Eddie Jones,MIA,47.0,38.1,6.2,14.6,0.423,2.1,0.407,4.1,0.432,0.494,4.0,4.9,0.822,0.7,4.1,4.8,3.7,1.4,0.7,1.8,18.5,2002-03,0.55,0.38,0
Juwan Howard,DEN,77.0,35.5,7.4,16.4,0.45,0.0,0.5,7.3,0.449,0.45,3.7,4.6,0.803,2.4,5.2,7.6,3.0,1.0,0.4,2.5,18.4,2002-03,0.5,0.23,0
Gilbert Arenas,GSW,82.0,35.0,6.2,14.4,0.431,1.3,0.348,4.9,0.461,0.478,4.5,5.7,0.791,1.2,3.5,4.7,6.3,1.5,0.2,3.5,18.3,2002-03,0.54,0.22,0
Rashard Lewis,SEA,77.0,39.5,6.7,14.9,0.452,1.0,0.346,5.8,0.476,0.484,3.7,4.5,0.82,2.0,4.6,6.5,1.7,1.3,0.5,1.9,18.1,2002-03,0.54,0.22,0
Rasheed Wallace,POR,74.0,36.3,7.0,14.8,0.471,1.5,0.358,5.5,0.515,0.521,2.7,3.7,0.735,1.5,5.9,7.4,2.1,0.9,1.0,1.9,18.1,2002-03,0.55,0.25,0
Steve Nash,DAL,82.0,33.1,6.3,13.6,0.465,1.4,0.413,5.0,0.482,0.515,3.8,4.1,0.909,0.8,2.1,2.9,7.3,1.0,0.1,2.3,17.7,2002-03,0.57,0.23,1
Matt Harpring,UTA,78.0,32.8,6.7,13.1,0.511,0.8,0.413,5.8,0.529,0.543,3.4,4.2,0.792,2.4,4.2,6.6,1.7,0.9,0.2,2.1,17.6,2002-03,0.59,0.23,0
Wally Szczerbiak,MIN,52.0,35.3,6.8,14.0,0.481,1.2,0.421,5.6,0.497,0.523,2.9,3.3,0.867,1.0,3.6,4.6,2.6,0.8,0.4,1.7,17.6,2002-03,0.57,0.32,0
Cuttino Mobley,HOU,73.0,41.7,6.3,14.6,0.434,1.5,0.352,4.8,0.469,0.486,3.3,3.9,0.858,1.0,3.2,4.2,2.8,1.3,0.5,2.3,17.5,2002-03,0.54,0.21,0
Zydrunas Ilgauskas,CLE,81.0,30.0,6.1,13.9,0.441,0.0,0.0,6.1,0.443,0.441,4.9,6.3,0.781,3.0,4.6,7.5,1.6,0.7,1.9,2.6,17.2,2002-03,0.52,0.21,0
Jason Terry,ATL,81.0,38.0,6.0,14.1,0.428,2.0,0.371,4.0,0.462,0.498,3.2,3.6,0.887,0.5,3.0,3.4,7.4,1.6,0.2,3.1,17.2,2002-03,0.55,0.22,0
Baron Davis,NOH,50.0,37.8,6.6,16.0,0.416,2.0,0.35,4.7,0.452,0.478,1.9,2.6,0.71,1.1,2.6,3.7,6.4,1.8,0.4,2.8,17.1,2002-03,0.5,0.33,0
Corey Maggette,LAC,64.0,31.3,5.4,12.1,0.444,1.0,0.35,4.4,0.471,0.484,5.1,6.3,0.802,1.2,3.8,5.0,1.9,0.9,0.3,2.3,16.8,2002-03,0.56,0.23,0
Kenyon Martin,NJN,77.0,34.1,6.6,14.1,0.47,0.1,0.209,6.5,0.481,0.475,3.3,5.1,0.653,2.1,6.2,8.3,2.4,1.3,0.9,2.5,16.7,2002-03,0.51,0.23,0
David Wesley,NOH,73.0,37.1,6.2,14.2,0.433,1.8,0.424,4.3,0.437,0.498,2.5,3.2,0.781,0.5,1.9,2.4,3.4,1.5,0.1,1.8,16.7,2002-03,0.53,0.19,0
Latrell Sprewell,NYK,74.0,38.6,6.1,15.2,0.403,1.8,0.372,4.3,0.417,0.462,2.3,2.9,0.794,0.6,3.2,3.9,4.5,1.4,0.3,2.3,16.4,2002-03,0.5,0.2,0
Chauncey Billups,DET,74.0,31.4,4.9,11.8,0.421,2.0,0.392,2.9,0.443,0.506,4.3,4.9,0.878,0.5,3.2,3.7,3.9,0.9,0.2,1.8,16.2,2002-03,0.58,0.21,0
Mike Bibby,SAC,55.0,33.4,6.0,12.7,0.47,1.0,0.409,5.0,0.485,0.51,2.9,3.4,0.861,0.6,2.1,2.7,5.2,1.3,0.1,2.3,15.9,2002-03,0.56,0.29,1
Keith Van Horn,PHI,74.0,31.6,6.2,12.9,0.482,0.9,0.369,5.3,0.508,0.516,2.6,3.2,0.804,2.1,4.9,7.1,1.3,0.9,0.4,2.0,15.9,2002-03,0.56,0.22,0
Mike Miller,2TM,65.0,33.6,5.7,13.2,0.434,1.7,0.363,4.1,0.472,0.498,2.4,2.9,0.839,0.7,4.5,5.2,2.6,0.6,0.3,1.9,15.6,2002-03,0.54,0.22,0
Jason Richardson,GSW,82.0,32.9,5.8,14.2,0.41,1.5,0.368,4.3,0.427,0.463,2.5,3.3,0.764,1.4,3.3,4.6,3.0,1.1,0.3,2.2,15.6,2002-03,0.5,0.16,0
Richard Jefferson,NJN,80.0,36.0,5.7,11.4,0.501,0.1,0.25,5.6,0.507,0.504,4.1,5.5,0.743,1.9,4.6,6.4,2.5,1.0,0.6,2.0,15.5,2002-03,0.56,0.21,0
Tony Parker,SAS,82.0,33.8,5.9,12.7,0.464,1.0,0.337,4.9,0.503,0.503,2.7,3.5,0.755,0.4,2.2,2.6,5.3,0.9,0.0,2.4,15.5,2002-03,0.54,0.17,0
Metta World Peace,IND,69.0,33.6,5.2,12.3,0.428,1.0,0.336,4.2,0.458,0.47,4.0,5.4,0.736,1.5,3.8,5.2,2.9,2.3,0.7,2.1,15.5,2002-03,0.53,0.23,0
Caron Butler,MIA,78.0,36.6,5.5,13.2,0.416,0.4,0.318,5.1,0.427,0.432,4.0,4.8,0.824,1.7,3.4,5.1,2.7,1.8,0.4,2.5,15.4,2002-03,0.5,0.18,0
Bobby Jackson,SAC,59.0,28.4,5.8,12.4,0.464,1.5,0.379,4.3,0.505,0.525,2.1,2.5,0.846,1.0,2.7,3.7,3.1,1.2,0.1,1.8,15.2,2002-03,0.56,0.25,0
Bonzi Wells,POR,75.0,31.9,5.8,13.2,0.441,0.5,0.292,5.3,0.464,0.461,3.0,4.2,0.722,1.3,3.9,5.3,3.3,1.6,0.2,2.9,15.2,2002-03,0.51,0.19,0
Michael Redd,MIL,82.0,28.2,5.5,11.8,0.469,2.2,0.438,3.3,0.492,0.562,1.8,2.3,0.805,1.2,3.3,4.5,1.4,1.2,0.2,0.9,15.1,2002-03,0.59,0.18,0
Lamar Odom,LAC,49.0,34.3,5.5,12.5,0.439,0.9,0.326,4.6,0.469,0.473,2.8,3.6,0.777,1.2,5.4,6.7,3.6,0.9,0.8,2.9,14.6,2002-03,0.52,0.32,0
Grant Hill,ORL,29.0,29.1,5.2,10.6,0.492,0.0,0.25,5.2,0.495,0.493,4.1,5.0,0.819,1.4,5.7,7.1,4.2,1.0,0.4,2.9,14.5,2002-03,0.57,0.62,0
Desmond Mason,2TM,80.0,34.5,5.7,12.7,0.449,0.3,0.292,5.5,0.461,0.46,2.7,3.5,0.749,1.9,4.6,6.5,2.0,0.8,0.4,1.4,14.3,2002-03,0.5,0.18,0
Voshon Lenard,TOR,63.0,30.6,5.2,12.8,0.402,1.5,0.365,3.7,0.418,0.459,2.5,3.1,0.804,0.8,2.6,3.4,2.3,0.9,0.3,1.6,14.3,2002-03,0.5,0.18,0
Troy Hudson,MIN,79.0,32.9,5.2,12.1,0.428,1.2,0.365,3.9,0.452,0.479,2.6,2.9,0.9,0.5,1.8,2.3,5.7,0.8,0.1,2.3,14.2,2002-03,0.53,0.17,0
Morris Peterson,TOR,82.0,36.0,5.1,13.1,0.392,1.4,0.337,3.7,0.418,0.446,2.4,3.0,0.789,1.2,3.2,4.4,2.3,1.1,0.4,1.6,14.1,2002-03,0.49,0.15,0
Kurt Thomas,NYK,81.0,31.8,6.1,12.7,0.483,0.0,0.667,6.1,0.483,0.484,1.7,2.3,0.75,2.0,5.9,7.9,2.0,1.0,1.2,1.7,14.0,2002-03,0.51,0.21,0
Derek Anderson,POR,76.0,33.6,4.7,10.9,0.427,1.5,0.35,3.1,0.477,0.496,3.0,3.5,0.859,0.7,2.8,3.5,4.3,1.2,0.2,1.7,13.9,2002-03,0.56,0.19,0
Antonio Davis,TOR,53.0,35.7,4.9,12.1,0.407,0.0,,4.9,0.407,0.407,4.1,5.3,0.771,2.5,5.8,8.2,2.5,0.4,1.2,2.2,13.9,2002-03,0.48,0.29,0
Andre Miller,LAC,80.0,36.4,4.7,11.6,0.406,0.3,0.213,4.4,0.432,0.419,3.9,4.9,0.795,1.1,2.9,4.0,6.7,1.2,0.1,2.6,13.6,2002-03,0.49,0.19,0
Yao Ming,HOU,82.0,29.0,4.9,9.8,0.498,0.0,0.5,4.9,0.498,0.499,3.7,4.5,0.811,2.4,5.8,8.2,1.7,0.4,1.8,2.1,13.5,2002-03,0.57,0.22,0
Amar'e Stoudemire,PHO,82.0,31.3,4.8,10.1,0.472,0.0,0.2,4.8,0.476,0.473,3.9,5.9,0.661,3.0,5.7,8.8,1.0,0.8,1.1,2.3,13.5,2002-03,0.53,0.19,0
Donyell Marshall,CHI,78.0,30.5,5.4,11.8,0.459,0.4,0.379,5.0,0.467,0.477,2.1,2.8,0.756,3.0,6.0,9.0,1.8,1.2,1.1,1.7,13.4,2002-03,0.51,0.23,0
Dajuan Wagner,CLE,47.0,29.5,4.7,12.9,0.369,1.2,0.316,3.6,0.39,0.414,2.7,3.4,0.8,0.4,1.3,1.7,2.8,0.8,0.1,1.8,13.4,2002-03,0.47,0.17,0
Tim Thomas,MIL,80.0,29.5,5.2,11.6,0.443,1.2,0.366,3.9,0.474,0.495,1.8,2.3,0.78,1.2,3.7,4.9,1.3,0.9,0.6,1.7,13.3,2002-03,0.53,0.16,0
Alvin Williams,TOR,78.0,33.8,5.1,11.6,0.438,0.6,0.329,4.5,0.458,0.464,2.4,3.1,0.782,0.7,2.4,3.1,5.3,1.4,0.3,1.6,13.2,2002-03,0.51,0.19,0
Brad Miller,IND,73.0,31.1,4.5,9.1,0.493,0.1,0.313,4.4,0.498,0.497,4.0,4.9,0.818,2.5,5.7,8.3,2.6,0.9,0.6,1.6,13.1,2002-03,0.58,0.25,0
Kerry Kittles,NJN,65.0,30.0,5.1,10.9,0.467,1.2,0.356,3.9,0.516,0.522,1.6,2.1,0.785,0.8,3.1,3.9,2.6,1.6,0.5,0.8,13.0,2002-03,0.55,0.22,0
Eric Snow,PHI,82.0,37.9,4.4,9.7,0.452,0.1,0.219,4.3,0.462,0.456,4.0,4.6,0.858,0.9,2.8,3.7,6.6,1.6,0.1,2.4,12.9,2002-03,0.55,0.2,0
Larry Hughes,WAS,67.0,31.9,5.2,11.1,0.467,0.4,0.367,4.7,0.479,0.487,2.0,2.8,0.731,1.0,3.6,4.6,3.1,1.3,0.4,2.0,12.8,2002-03,0.52,0.2,0
Reggie Miller,IND,70.0,30.2,4.0,9.1,0.441,1.6,0.355,2.4,0.527,0.53,3.0,3.3,0.9,0.3,2.2,2.5,2.4,0.9,0.1,0.9,12.6,2002-03,0.6,0.17,0
Drew Gooden,2TM,70.0,26.8,5.1,11.1,0.457,0.2,0.292,4.9,0.468,0.466,2.2,3.0,0.712,2.3,4.2,6.5,1.2,0.8,0.5,2.1,12.5,2002-03,0.5,0.18,0
Nick Van Exel,DAL,73.0,27.8,4.7,11.4,0.412,1.6,0.378,3.1,0.432,0.483,1.5,2.0,0.764,0.5,2.4,2.8,4.3,0.6,0.1,1.7,12.5,2002-03,0.51,0.16,0
Gordan Giriček,2TM,76.0,28.3,4.6,10.6,0.436,1.1,0.341,3.5,0.478,0.489,2.0,2.4,0.82,0.5,2.7,3.1,1.8,0.7,0.1,1.9,12.3,2002-03,0.53,0.13,0
Michael Olowokandi,LAC,36.0,38.0,5.2,12.1,0.427,0.0,,5.2,0.427,0.427,1.9,2.9,0.657,1.6,7.5,9.1,1.3,0.5,2.2,2.7,12.3,2002-03,0.46,0.41,0
Al Harrington,IND,82.0,30.1,4.7,10.9,0.434,0.2,0.283,4.6,0.442,0.441,2.6,3.3,0.77,1.9,4.3,6.2,1.5,0.9,0.4,2.0,12.2,2002-03,0.49,0.15,0
Clifford Robinson,DET,81.0,34.9,4.6,11.5,0.398,1.1,0.336,3.5,0.422,0.444,2.0,2.9,0.676,1.0,2.9,3.9,3.3,1.1,1.1,2.0,12.2,2002-03,0.48,0.15,0
Jason Williams,MEM,76.0,31.7,4.4,11.3,0.388,1.9,0.354,2.5,0.418,0.471,1.4,1.7,0.84,0.3,2.5,2.8,8.3,1.2,0.1,2.2,12.1,2002-03,0.5,0.2,0
Andrei Kirilenko,UTA,80.0,27.7,3.9,8.0,0.491,0.5,0.325,3.5,0.527,0.519,3.7,4.6,0.8,1.8,3.4,5.3,1.7,1.5,2.2,1.7,12.0,2002-03,0.6,0.2,0
Corliss Williamson,DET,82.0,25.1,4.6,10.1,0.453,0.0,0.182,4.5,0.456,0.454,2.9,3.7,0.79,1.8,2.6,4.4,1.3,0.5,0.3,1.5,12.0,2002-03,0.51,0.13,0
Stephen Jackson,SAS,80.0,28.2,4.5,10.2,0.435,1.2,0.32,3.3,0.501,0.493,1.7,2.3,0.76,0.8,2.8,3.6,2.3,1.6,0.4,2.2,11.8,2002-03,0.53,0.14,0
Marcus Fizer,CHI,38.0,21.3,4.7,10.1,0.465,0.0,0.167,4.7,0.469,0.466,2.3,3.5,0.657,2.1,3.6,5.7,1.3,0.4,0.4,1.5,11.7,2002-03,0.5,0.3,0
Troy Murphy,GSW,79.0,31.8,4.3,9.5,0.451,0.0,0.214,4.2,0.456,0.453,3.1,3.7,0.841,2.9,7.3,10.2,1.3,0.8,0.4,1.4,11.7,2002-03,0.53,0.22,0
Toni Kukoč,MIL,63.0,27.0,4.0,9.2,0.432,1.5,0.361,2.4,0.49,0.514,2.2,3.1,0.706,1.1,3.2,4.2,3.7,1.3,0.5,1.9,11.6,2002-03,0.55,0.21,0
Lorenzen Wright,MEM,70.0,28.3,4.6,10.2,0.454,0.0,0.0,4.6,0.457,0.454,2.1,3.2,0.659,2.4,5.1,7.5,1.1,0.7,0.8,1.6,11.4,2002-03,0.49,0.19,0
Rasho Nesterović,MIN,77.0,30.4,5.2,9.9,0.525,0.0,0.0,5.2,0.526,0.525,0.8,1.2,0.642,1.9,4.6,6.5,1.5,0.5,1.5,1.3,11.2,2002-03,0.54,0.19,0
Wesley Person,MEM,66.0,29.4,4.2,9.1,0.456,1.5,0.433,2.6,0.47,0.539,1.2,1.5,0.814,0.4,2.5,2.9,1.7,0.6,0.3,0.8,11.0,2002-03,0.56,0.16,0
James Posey,2TM,83.0,30.3,3.7,9.1,0.411,0.8,0.306,2.9,0.457,0.457,2.5,3.0,0.833,1.1,4.0,5.1,2.2,1.3,0.2,1.7,10.8,2002-03,0.52,0.14,0
Scottie Pippen,POR,64.0,29.9,4.1,9.3,0.444,0.6,0.286,3.5,0.489,0.476,1.9,2.3,0.818,0.9,3.5,4.3,4.5,1.6,0.4,2.6,10.8,2002-03,0.52,0.21,0
John Stockton,UTA,82.0,27.7,3.8,7.8,0.483,0.4,0.363,3.4,0.5,0.505,2.9,3.5,0.826,0.6,1.8,2.5,7.7,1.7,0.2,2.2,10.8,2002-03,0.58,0.2,0
P.J. Brown,NOH,78.0,33.4,4.1,7.7,0.531,0.0,0.0,4.1,0.533,0.531,2.5,3.0,0.836,3.1,5.9,9.0,1.9,0.9,1.0,1.3,10.7,2002-03,0.59,0.23,0
Jamal Crawford,CHI,80.0,24.9,4.2,10.1,0.413,1.1,0.355,3.1,0.438,0.467,1.3,1.6,0.806,0.3,2.1,2.3,4.2,1.0,0.3,1.7,10.7,2002-03,0.5,0.13,0
Pat Garrity,ORL,81.0,31.9,3.9,9.2,0.419,2.0,0.396,1.9,0.448,0.528,1.0,1.2,0.83,0.9,2.9,3.8,1.5,0.8,0.2,1.0,10.7,2002-03,0.55,0.13,0
Anfernee Hardaway,PHO,58.0,30.6,4.4,9.9,0.447,0.4,0.356,4.0,0.46,0.469,1.3,1.7,0.794,1.1,3.3,4.4,4.1,1.1,0.4,2.5,10.6,2002-03,0.5,0.21,0
Eddy Curry,CHI,81.0,19.4,4.1,7.1,0.585,0.0,,4.1,0.585,0.585,2.2,3.5,0.624,1.4,2.9,4.4,0.5,0.2,0.8,1.7,10.5,2002-03,0.61,0.13,0
Derek Fisher,LAL,82.0,34.5,4.1,9.5,0.437,1.0,0.401,3.1,0.451,0.492,1.2,1.5,0.8,0.5,2.4,2.9,3.6,1.1,0.2,1.1,10.5,2002-03,0.52,0.14,0
Nenê,DEN,80.0,28.2,4.0,7.7,0.519,0.0,0.0,4.0,0.521,0.519,2.5,4.3,0.578,2.6,3.5,6.1,1.9,1.6,0.8,2.3,10.5,2002-03,0.55,0.16,0
Malik Rose,SAS,79.0,24.5,3.7,8.0,0.459,0.0,0.4,3.6,0.459,0.46,3.1,3.9,0.791,1.9,4.5,6.4,1.6,0.7,0.5,2.2,10.4,2002-03,0.54,0.16,0
Brent Barry,SEA,75.0,33.1,3.5,7.7,0.458,1.6,0.403,1.9,0.514,0.56,1.7,2.1,0.795,0.6,3.4,4.0,5.1,1.5,0.2,1.9,10.3,2002-03,0.6,0.19,0
Brian Grant,MIA,82.0,32.2,4.2,8.2,0.509,0.0,,4.2,0.509,0.509,1.9,2.5,0.771,2.9,7.3,10.2,1.3,0.8,0.6,1.6,10.3,2002-03,0.55,0.21,0
Lucious Harris,NJN,77.0,25.6,3.9,9.4,0.413,0.6,0.346,3.3,0.429,0.446,2.0,2.5,0.804,0.8,2.2,3.0,2.0,0.7,0.1,0.9,10.3,2002-03,0.49,0.12,0
Jamaal Magloire,NOH,82.0,29.8,3.7,7.7,0.48,0.0,0.0,3.7,0.483,0.48,2.8,3.9,0.717,3.2,5.7,8.8,1.1,0.6,1.4,1.9,10.3,2002-03,0.55,0.19,0
Kenny Thomas,2TM,66.0,30.0,3.9,8.5,0.465,0.0,,3.9,0.465,0.465,2.2,3.0,0.746,2.8,5.2,8.0,1.7,0.9,0.4,1.8,10.1,2002-03,0.51,0.21,0
Vladimir Radmanović,SEA,72.0,26.5,3.8,9.3,0.41,1.4,0.355,2.4,0.453,0.488,1.0,1.4,0.706,1.1,3.4,4.5,1.3,0.9,0.3,1.4,10.1,2002-03,0.51,0.14,0
Carlos Boozer,CLE,81.0,25.3,4.1,7.6,0.536,0.0,0.0,4.1,0.536,0.536,1.8,2.4,0.771,2.5,5.0,7.5,1.3,0.7,0.6,1.3,10.0,2002-03,0.58,0.18,0
Vlade Divac,SAC,80.0,29.8,3.8,8.2,0.466,0.1,0.24,3.7,0.475,0.47,2.2,3.1,0.713,2.0,5.2,7.2,3.4,1.0,1.3,1.9,9.9,2002-03,0.52,0.2,0
Tony Delk,BOS,67.0,28.0,3.5,8.4,0.416,1.8,0.395,1.7,0.441,0.523,1.0,1.3,0.782,0.6,2.9,3.5,2.2,1.1,0.1,1.0,9.8,2002-03,0.55,0.16,0
Joe Johnson,PHO,82.0,27.5,3.9,9.7,0.397,0.9,0.366,2.9,0.408,0.444,1.2,1.5,0.774,0.7,2.5,3.2,2.6,0.8,0.2,1.3,9.8,2002-03,0.47,0.11,0
Jumaine Jones,CLE,80.0,27.6,3.9,8.9,0.434,1.4,0.354,2.5,0.497,0.512,0.7,1.0,0.687,1.3,3.7,5.1,1.4,0.8,0.3,1.3,9.8,2002-03,0.52,0.14,0
Shane Battier,MEM,78.0,30.6,3.5,7.3,0.483,1.1,0.398,2.4,0.535,0.559,1.5,1.9,0.828,1.6,2.8,4.4,1.3,1.3,1.1,0.9,9.7,2002-03,0.6,0.16,0
Dion Glover,ATL,76.0,24.9,3.6,8.5,0.427,0.7,0.354,2.9,0.451,0.471,1.7,2.1,0.784,0.8,2.9,3.7,1.9,0.9,0.2,1.4,9.7,2002-03,0.51,0.13,0
Lindsey Hunter,TOR,29.0,23.2,3.7,10.4,0.351,1.2,0.318,2.5,0.369,0.407,1.2,1.6,0.723,0.5,1.5,2.0,2.4,1.2,0.2,2.0,9.7,2002-03,0.44,0.22,0
