Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Leandro Barbosa,2TM,64.0,21.6,4.2,10.0,0.425,1.0,0.382,3.2,0.441,0.476,1.6,1.9,0.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,11.1,2011-12,0.51,0.12
D.J. Augustin,CHA,48.0,29.3,3.8,10.1,0.376,1.3,0.341,2.5,0.396,0.438,2.2,2.5,0.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,11.1,2011-12,0.5,0.24
Elton Brand,PHI,60.0,28.9,4.8,9.7,0.494,0.0,0.0,4.8,0.495,0.494,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,11.0,2011-12,0.52,0.27
Shannon Brown,PHO,59.0,23.7,4.3,10.1,0.42,1.2,0.362,3.1,0.446,0.477,1.4,1.7,0.808,0.6,2.0,2.7,1.2,0.7,0.3,1.1,11.0,2011-12,0.51,0.15
Randy Foye,LAC,65.0,25.9,3.9,9.9,0.398,2.0,0.386,2.0,0.41,0.496,1.1,1.3,0.859,0.4,1.7,2.1,2.2,0.7,0.4,1.1,11.0,2011-12,0.53,0.14
Lester Hudson,2TM,16.0,20.9,3.9,10.1,0.383,1.0,0.25,2.9,0.469,0.432,2.1,2.6,0.829,0.4,2.4,2.9,2.3,0.9,0.2,2.0,10.9,2011-12,0.48,0.53
Hedo Türkoğlu,ORL,53.0,31.2,3.9,9.5,0.415,1.7,0.353,2.2,0.48,0.505,1.3,1.8,0.705,0.5,3.3,3.8,4.4,0.8,0.3,2.7,10.9,2011-12,0.53,0.22
Trevor Ariza,NOH,41.0,32.9,4.1,9.8,0.417,0.7,0.333,3.4,0.44,0.453,1.9,2.5,0.775,1.0,4.2,5.2,3.3,1.7,0.6,1.9,10.8,2011-12,0.5,0.33
Anderson Varejão,CLE,25.0,31.4,4.6,8.9,0.514,0.0,0.0,4.6,0.523,0.514,1.7,2.6,0.672,4.4,7.1,11.5,1.7,1.4,0.7,1.8,10.8,2011-12,0.54,0.76
Alonzo Gee,CLE,63.0,29.0,3.6,8.7,0.412,0.7,0.321,2.9,0.442,0.452,2.7,3.4,0.788,1.6,3.5,5.1,1.8,1.3,0.3,1.8,10.6,2011-12,0.52,0.18
Shawn Marion,DAL,63.0,30.5,4.6,10.3,0.446,0.3,0.294,4.3,0.464,0.461,1.2,1.5,0.796,2.3,5.1,7.4,2.1,1.1,0.6,1.6,10.6,2011-12,0.48,0.23
Ricky Rubio,MIN,41.0,34.2,3.4,9.5,0.357,0.8,0.34,2.6,0.363,0.398,3.1,3.8,0.803,0.5,3.7,4.2,8.2,2.2,0.2,3.2,10.6,2011-12,0.47,0.38
José Calderón,TOR,53.0,33.9,4.1,9.0,0.457,1.1,0.371,3.0,0.5,0.519,1.1,1.3,0.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,10.5,2011-12,0.55,0.31
Channing Frye,PHO,64.0,26.1,4.0,9.6,0.416,1.4,0.346,2.6,0.469,0.49,1.1,1.3,0.89,1.1,4.8,5.9,1.4,0.7,1.1,1.0,10.5,2011-12,0.52,0.2
Darren Collison,IND,60.0,31.3,3.8,8.7,0.44,0.6,0.362,3.3,0.457,0.472,2.1,2.6,0.83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,10.4,2011-12,0.53,0.2
Jordan Farmar,NJN,39.0,21.3,3.8,8.1,0.467,1.4,0.44,2.4,0.484,0.554,1.5,1.6,0.905,0.2,1.4,1.6,3.3,0.6,0.1,1.7,10.4,2011-12,0.59,0.25
Patty Mills,SAS,16.0,16.3,3.9,8.1,0.485,1.5,0.429,2.4,0.527,0.577,0.9,0.9,1.0,0.3,1.5,1.8,2.4,0.6,0.1,1.6,10.3,2011-12,0.61,0.59
Dorell Wright,GSW,61.0,27.0,3.6,8.6,0.422,1.7,0.36,1.9,0.5,0.522,1.3,1.6,0.816,1.0,3.6,4.6,1.5,1.0,0.4,0.8,10.3,2011-12,0.55,0.19
Kenneth Faried,DEN,46.0,22.5,3.9,6.7,0.586,0.0,,3.9,0.586,0.586,2.4,3.6,0.665,3.1,4.6,7.7,0.8,0.7,1.0,1.2,10.2,2011-12,0.62,0.33
Grant Hill,PHO,49.0,28.1,4.1,9.2,0.446,0.3,0.264,3.8,0.47,0.461,1.7,2.2,0.761,0.6,2.9,3.5,2.2,0.8,0.6,1.3,10.2,2011-12,0.5,0.21
Joakim Noah,CHI,64.0,30.4,3.9,7.7,0.508,0.0,0.0,3.9,0.509,0.508,2.4,3.2,0.748,3.8,6.0,9.8,2.5,0.6,1.4,1.4,10.2,2011-12,0.56,0.29
Marvin Williams,ATL,57.0,26.3,3.6,8.2,0.432,1.0,0.389,2.5,0.452,0.494,2.0,2.6,0.788,1.3,3.8,5.2,1.2,0.8,0.3,0.7,10.2,2011-12,0.55,0.21
Vince Carter,DAL,61.0,25.3,3.7,8.9,0.411,1.2,0.361,2.4,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,10.1,2011-12,0.52,0.17
Gary Neal,SAS,56.0,21.5,3.8,8.7,0.436,1.5,0.419,2.3,0.448,0.522,0.9,1.1,0.781,0.2,1.9,2.1,2.1,0.5,0.0,1.1,9.9,2011-12,0.54,0.15
Emeka Okafor,NOH,27.0,28.9,4.2,7.9,0.533,0.0,,4.2,0.533,0.533,1.4,2.7,0.514,2.6,5.3,7.9,0.9,0.6,1.0,1.4,9.9,2011-12,0.54,0.51
Jason Smith,NOH,40.0,23.7,4.5,8.7,0.52,0.0,0.111,4.5,0.531,0.522,0.8,1.2,0.702,1.8,3.1,4.9,0.9,0.5,1.0,1.0,9.9,2011-12,0.54,0.29
Stephen Jackson,2TM,47.0,25.8,3.4,9.0,0.374,1.0,0.288,2.3,0.431,0.432,2.0,2.4,0.825,0.5,3.0,3.5,2.5,1.1,0.3,2.2,9.8,2011-12,0.49,0.19
Tony Allen,MEM,58.0,26.3,3.6,7.7,0.469,0.1,0.308,3.5,0.479,0.478,2.4,3.0,0.8,1.7,2.3,4.0,1.4,1.8,0.6,1.6,9.8,2011-12,0.54,0.19
Mario Chalmers,MIA,64.0,28.5,3.5,7.8,0.448,1.6,0.388,1.9,0.513,0.549,1.3,1.6,0.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,9.8,2011-12,0.58,0.17
Brandon Rush,GSW,65.0,26.4,3.6,7.2,0.501,1.5,0.452,2.1,0.544,0.607,1.0,1.3,0.793,0.5,3.4,3.9,1.4,0.5,0.9,1.0,9.8,2011-12,0.63,0.18
Linas Kleiza,TOR,49.0,21.6,3.4,8.4,0.402,1.3,0.346,2.1,0.446,0.478,1.7,2.0,0.81,0.9,3.2,4.1,0.9,0.5,0.1,1.3,9.7,2011-12,0.52,0.18
Andre Miller,DEN,66.0,27.4,3.7,8.4,0.438,0.3,0.217,3.4,0.478,0.455,2.1,2.6,0.811,0.8,2.5,3.3,6.7,1.0,0.1,2.7,9.7,2011-12,0.51,0.2
C.J. Watson,CHI,49.0,23.7,3.3,8.9,0.368,1.4,0.393,1.9,0.352,0.446,1.7,2.1,0.808,0.4,1.7,2.1,4.1,0.9,0.2,2.0,9.7,2011-12,0.49,0.18
Alan Anderson,TOR,17.0,27.1,3.2,8.4,0.387,1.4,0.393,1.8,0.383,0.472,1.7,2.0,0.853,0.5,1.5,2.0,1.5,0.3,0.2,1.5,9.6,2011-12,0.52,0.39
Chase Budinger,HOU,58.0,22.4,3.6,8.1,0.442,1.5,0.402,2.1,0.476,0.535,0.9,1.2,0.771,0.7,3.1,3.7,1.3,0.5,0.1,0.9,9.6,2011-12,0.56,0.16
Spencer Hawes,PHI,37.0,24.9,4.2,8.6,0.489,0.1,0.25,4.1,0.498,0.494,1.1,1.5,0.727,2.1,5.2,7.3,2.6,0.4,1.3,1.5,9.6,2011-12,0.52,0.4
George Hill,IND,50.0,25.5,3.4,7.6,0.442,1.1,0.367,2.3,0.489,0.513,1.8,2.3,0.778,0.6,2.4,3.0,2.9,0.8,0.3,1.0,9.6,2011-12,0.56,0.22
Delonte West,DAL,44.0,24.1,3.8,8.2,0.461,0.6,0.355,3.2,0.489,0.499,1.4,1.6,0.886,0.3,2.0,2.3,3.2,1.3,0.3,1.7,9.6,2011-12,0.54,0.24
DeJuan Blair,SAS,64.0,21.3,4.2,7.9,0.534,0.0,0.0,4.2,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,9.5,2011-12,0.54,0.18
Chandler Parsons,HOU,63.0,28.6,3.9,8.7,0.452,1.0,0.337,3.0,0.507,0.506,0.7,1.2,0.551,1.4,3.3,4.8,2.1,1.2,0.5,1.3,9.5,2011-12,0.51,0.18
Iman Shumpert,NYK,59.0,28.9,3.6,9.1,0.401,0.8,0.306,2.8,0.44,0.446,1.5,1.8,0.798,0.7,2.4,3.2,2.8,1.7,0.1,1.9,9.5,2011-12,0.48,0.16
Wilson Chandler,DEN,8.0,26.9,3.9,9.9,0.392,0.4,0.25,3.5,0.418,0.411,1.3,1.5,0.833,0.8,4.4,5.1,2.1,0.8,0.8,2.3,9.4,2011-12,0.45,1.21
Evan Turner,PHI,65.0,26.4,4.0,9.1,0.446,0.2,0.224,3.9,0.466,0.455,1.1,1.7,0.676,0.4,5.4,5.8,2.8,0.6,0.3,1.6,9.4,2011-12,0.48,0.18
Glen Davis,ORL,61.0,23.4,3.7,8.8,0.421,0.0,0.143,3.7,0.429,0.423,1.9,2.7,0.683,1.8,3.7,5.4,0.8,0.7,0.3,1.2,9.3,2011-12,0.47,0.15
Tyler Hansbrough,IND,66.0,21.8,2.9,7.3,0.405,0.0,0.0,2.9,0.406,0.405,3.4,4.2,0.813,1.7,2.7,4.4,0.5,0.8,0.1,1.0,9.3,2011-12,0.51,0.13
Cartier Martin,WAS,17.0,23.0,3.5,7.9,0.44,1.7,0.387,1.8,0.508,0.549,0.6,1.1,0.579,0.7,2.7,3.4,0.6,0.6,0.1,0.8,9.3,2011-12,0.55,0.49
Byron Mullens,CHA,65.0,22.5,3.9,9.1,0.425,0.2,0.235,3.7,0.443,0.435,1.4,1.7,0.821,1.5,3.6,5.0,0.9,0.3,0.8,1.1,9.3,2011-12,0.47,0.15
Tiago Splitter,SAS,59.0,19.0,3.6,5.8,0.618,0.0,,3.6,0.618,0.618,2.1,3.1,0.691,1.6,3.6,5.2,1.1,0.4,0.8,1.5,9.3,2011-12,0.65,0.21
Richard Jefferson,2TM,63.0,27.7,3.2,7.7,0.416,1.8,0.42,1.4,0.411,0.532,0.9,1.3,0.694,0.4,3.1,3.5,1.4,0.6,0.3,0.8,9.2,2011-12,0.56,0.15
Danny Green,SAS,66.0,23.1,3.2,7.2,0.442,1.5,0.436,1.7,0.449,0.549,1.2,1.5,0.79,0.8,2.6,3.5,1.3,0.9,0.7,1.0,9.1,2011-12,0.58,0.15
Serge Ibaka,OKC,66.0,27.2,4.0,7.4,0.535,0.0,0.333,4.0,0.536,0.536,1.2,1.8,0.661,2.9,4.6,7.5,0.4,0.5,3.7,1.2,9.1,2011-12,0.56,0.24
James Johnson,TOR,62.0,25.2,3.8,8.4,0.45,0.3,0.317,3.5,0.467,0.468,1.3,1.9,0.704,1.2,3.5,4.7,2.0,1.1,1.4,1.6,9.1,2011-12,0.49,0.19
C.J. Miles,UTA,56.0,20.4,3.2,8.3,0.381,0.8,0.307,2.3,0.416,0.43,1.9,2.4,0.794,0.5,1.6,2.1,1.2,0.8,0.3,0.9,9.1,2011-12,0.49,0.12
Jason Thompson,SAC,64.0,25.9,3.7,6.9,0.535,0.0,0.0,3.7,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,1.1,9.1,2011-12,0.56,0.21
Carlos Delfino,MIL,54.0,28.5,3.4,8.4,0.402,1.6,0.36,1.8,0.449,0.497,0.7,0.9,0.792,0.4,3.5,3.9,2.3,1.5,0.2,1.2,9.0,2011-12,0.51,0.19
Rodrigue Beaubois,DAL,53.0,21.7,3.5,8.4,0.422,0.7,0.288,2.8,0.479,0.465,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,8.9,2011-12,0.5,0.18
Corey Brewer,DEN,59.0,21.8,3.4,7.8,0.434,0.6,0.26,2.8,0.5,0.47,1.5,2.2,0.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,8.9,2011-12,0.51,0.14
Greivis Vásquez,NOH,66.0,25.8,3.4,7.9,0.43,0.7,0.319,2.8,0.469,0.471,1.5,1.8,0.821,0.3,2.3,2.6,5.4,0.9,0.1,2.2,8.9,2011-12,0.51,0.17
Derrick Favors,UTA,65.0,21.2,3.4,6.8,0.499,0.0,,3.4,0.499,0.499,1.9,3.0,0.649,2.4,4.1,6.5,0.7,0.6,1.0,1.6,8.8,2011-12,0.54,0.18
Landry Fields,NYK,66.0,28.7,3.6,7.8,0.46,0.5,0.256,3.1,0.523,0.49,1.2,2.1,0.562,0.9,3.3,4.2,2.6,1.2,0.3,1.5,8.8,2011-12,0.5,0.16
Steve Novak,NYK,54.0,18.9,3.0,6.2,0.478,2.5,0.472,0.5,0.509,0.675,0.4,0.5,0.846,0.2,1.8,1.9,0.2,0.3,0.2,0.4,8.8,2011-12,0.69,0.14
Marreese Speights,MEM,60.0,22.4,3.7,8.1,0.453,0.0,0.0,3.7,0.456,0.453,1.4,1.8,0.771,2.2,4.0,6.2,0.8,0.4,0.5,1.2,8.8,2011-12,0.49,0.18
Derrick Williams,MIN,66.0,21.5,3.1,7.5,0.412,0.6,0.268,2.5,0.467,0.449,2.1,3.0,0.697,1.2,3.5,4.7,0.6,0.5,0.5,1.2,8.8,2011-12,0.5,0.13
Josh Howard,UTA,43.0,23.0,3.3,8.4,0.399,0.2,0.243,3.1,0.417,0.411,1.7,2.3,0.773,0.9,2.8,3.7,1.2,0.7,0.2,1.2,8.7,2011-12,0.46,0.18
Jonas Jerebko,DET,64.0,22.9,3.3,7.1,0.468,0.5,0.302,2.8,0.519,0.503,1.6,1.9,0.806,1.5,3.3,4.8,0.7,0.6,0.3,1.0,8.7,2011-12,0.55,0.16
Rudy Fernández,DEN,31.0,22.9,3.2,7.3,0.44,1.3,0.328,1.9,0.573,0.529,1.0,1.4,0.698,0.3,1.8,2.1,2.4,1.0,0.1,1.3,8.6,2011-12,0.54,0.27
Andray Blatche,WAS,26.0,24.1,3.6,9.4,0.38,0.1,0.286,3.5,0.382,0.384,1.3,1.9,0.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,8.5,2011-12,0.42,0.35
J.J. Hickson,2TM,54.0,23.0,3.4,7.3,0.467,0.0,0.0,3.4,0.469,0.467,1.6,2.5,0.642,2.5,3.7,6.2,0.8,0.6,0.6,1.3,8.4,2011-12,0.5,0.19
Trevor Booker,WAS,50.0,25.2,3.6,6.8,0.531,0.0,0.5,3.6,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,8.4,2011-12,0.55,0.25
Jodie Meeks,PHI,66.0,24.9,2.9,7.1,0.409,1.5,0.365,1.4,0.468,0.513,1.2,1.3,0.906,0.3,2.2,2.4,0.8,0.6,0.0,0.4,8.4,2011-12,0.55,0.11
Reggie Williams,CHA,33.0,22.6,3.2,7.7,0.416,1.0,0.308,2.2,0.493,0.48,0.9,1.2,0.725,0.8,2.0,2.8,1.8,0.6,0.1,1.0,8.3,2011-12,0.5,0.24
Michael Redd,PHO,51.0,15.1,2.8,7.1,0.4,0.8,0.318,2.0,0.447,0.458,1.7,2.2,0.793,0.3,1.2,1.5,0.6,0.3,0.0,0.7,8.2,2011-12,0.51,0.1
James Singleton,WAS,12.0,21.8,3.4,6.3,0.547,0.2,0.222,3.3,0.591,0.56,1.2,1.3,0.933,2.1,4.7,6.8,1.3,0.8,0.7,0.8,8.2,2011-12,0.6,1.17
Tristan Thompson,CLE,60.0,23.7,3.2,7.4,0.439,0.0,0.0,3.2,0.441,0.439,1.8,3.2,0.552,3.1,3.4,6.5,0.5,0.5,1.0,1.4,8.2,2011-12,0.47,0.16
Derrick Brown,CHA,65.0,22.2,3.3,6.3,0.518,0.1,0.25,3.2,0.535,0.526,1.4,2.2,0.667,1.5,2.2,3.6,1.0,0.7,0.2,0.8,8.1,2011-12,0.56,0.14
Kyle Korver,CHI,65.0,22.6,2.7,6.3,0.432,1.8,0.435,0.9,0.426,0.575,0.8,1.0,0.833,0.4,2.0,2.4,1.7,0.6,0.2,0.8,8.1,2011-12,0.6,0.13
Kawhi Leonard,SAS,64.0,24.0,3.1,6.3,0.493,0.6,0.376,2.5,0.536,0.543,1.1,1.4,0.773,1.6,3.5,5.1,1.1,1.3,0.4,0.7,7.9,2011-12,0.57,0.18
Kevin Séraphin,WAS,57.0,20.6,3.6,6.7,0.531,0.0,0.0,3.6,0.533,0.531,0.8,1.2,0.671,1.8,3.1,4.9,0.6,0.3,1.3,1.2,7.9,2011-12,0.55,0.18
Matt Barnes,LAL,63.0,22.9,2.8,6.1,0.452,0.7,0.333,2.0,0.518,0.512,1.5,2.0,0.742,1.5,3.9,5.5,2.0,0.6,0.8,1.2,7.8,2011-12,0.56,0.19
Rashard Lewis,WAS,28.0,26.0,3.0,7.9,0.385,0.6,0.239,2.5,0.448,0.421,1.1,1.3,0.838,1.2,2.7,3.9,1.0,0.8,0.4,1.1,7.8,2011-12,0.46,0.28
Zaza Pachulia,ATL,58.0,28.3,2.9,5.8,0.499,0.0,,2.9,0.499,0.499,2.0,2.7,0.741,2.7,5.2,7.9,1.4,0.9,0.5,1.4,7.8,2011-12,0.56,0.23
Taj Gibson,CHI,63.0,20.4,3.2,6.4,0.495,0.0,,3.2,0.495,0.495,1.3,2.1,0.622,2.1,3.1,5.3,0.7,0.4,1.3,1.0,7.7,2011-12,0.53,0.17
Luc Mbah a Moute,MIL,43.0,23.5,3.1,6.1,0.51,0.0,0.25,3.1,0.514,0.511,1.5,2.4,0.641,1.8,3.5,5.3,0.7,0.9,0.5,0.9,7.7,2011-12,0.54,0.24
Patrick Patterson,HOU,64.0,23.2,3.5,8.0,0.44,0.0,0.0,3.5,0.443,0.44,0.6,0.9,0.702,1.8,2.7,4.5,0.8,0.4,0.6,0.8,7.7,2011-12,0.46,0.13
Metta World Peace,LAL,64.0,26.9,2.9,7.3,0.394,0.9,0.296,2.0,0.46,0.454,1.1,1.8,0.617,1.1,2.3,3.4,2.2,1.1,0.4,1.1,7.7,2011-12,0.48,0.13
Avery Bradley,BOS,64.0,21.4,3.1,6.3,0.498,0.3,0.407,2.8,0.511,0.525,1.0,1.2,0.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,7.6,2011-12,0.56,0.11
Jimmer Fredette,SAC,61.0,18.6,2.8,7.3,0.386,1.3,0.361,1.5,0.409,0.473,0.7,0.8,0.833,0.3,0.9,1.2,1.8,0.5,0.0,1.1,7.6,2011-12,0.5,0.09
Willie Green,ATL,53.0,17.4,2.9,6.1,0.471,0.9,0.442,1.9,0.486,0.548,0.9,1.1,0.857,0.3,1.2,1.5,0.8,0.4,0.1,0.6,7.6,2011-12,0.58,0.12
Mehmet Okur,NJN,17.0,26.7,3.1,8.2,0.374,1.4,0.319,1.7,0.433,0.457,0.2,0.3,0.6,1.3,3.5,4.8,1.8,0.5,0.3,1.5,7.6,2011-12,0.46,0.49
Samuel Dalembert,HOU,65.0,22.2,3.1,6.1,0.506,0.0,0.0,3.1,0.508,0.506,1.4,1.7,0.796,2.4,4.6,7.0,0.5,0.6,1.7,1.3,7.5,2011-12,0.55,0.2
Daniel Gibson,CLE,35.0,26.2,2.5,7.1,0.351,1.6,0.396,0.9,0.294,0.462,1.0,1.2,0.791,0.3,2.6,2.9,2.2,0.7,0.5,1.3,7.5,2011-12,0.49,0.22
John Lucas III,CHI,49.0,14.8,2.9,7.3,0.399,1.1,0.393,1.8,0.404,0.476,0.6,0.7,0.875,0.4,1.1,1.6,2.2,0.4,0.0,0.9,7.5,2011-12,0.49,0.13
John Salmons,SAC,46.0,27.2,3.1,7.5,0.409,0.7,0.295,2.3,0.464,0.457,0.6,1.0,0.644,0.4,2.5,2.9,2.0,0.8,0.2,1.0,7.5,2011-12,0.47,0.17
Jerome Dyson,NOH,9.0,20.0,2.1,5.3,0.396,0.1,0.125,2.0,0.45,0.406,3.1,4.0,0.778,0.2,1.9,2.1,2.0,1.2,0.2,2.2,7.4,2011-12,0.52,0.73
DeAndre Jordan,LAC,66.0,27.2,3.1,4.9,0.632,0.0,0.0,3.1,0.634,0.632,1.1,2.1,0.525,3.1,5.2,8.3,0.3,0.5,2.0,1.1,7.4,2011-12,0.64,0.22
Markieff Morris,PHO,63.0,19.5,2.8,6.9,0.399,0.7,0.347,2.1,0.42,0.448,1.2,1.7,0.717,1.1,3.3,4.4,1.0,0.7,0.7,1.1,7.4,2011-12,0.48,0.13
Anthony Randolph,MIN,34.0,15.2,2.8,5.9,0.47,0.0,0.0,2.8,0.472,0.47,1.9,2.5,0.762,1.2,2.4,3.6,0.6,0.4,1.0,1.2,7.4,2011-12,0.53,0.24
Alec Burks,UTA,59.0,15.9,2.6,6.1,0.429,0.3,0.333,2.3,0.442,0.45,1.8,2.4,0.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,7.2,2011-12,0.5,0.1
Anthony Parker,CLE,51.0,25.1,2.8,6.4,0.433,1.0,0.362,1.8,0.484,0.509,0.7,1.1,0.625,0.2,2.5,2.7,2.4,0.7,0.1,1.0,7.2,2011-12,0.52,0.16
Terrence Williams,2TM,30.0,18.3,2.8,6.6,0.429,0.5,0.348,2.3,0.454,0.47,0.9,1.5,0.587,0.4,3.0,3.4,2.2,0.7,0.2,1.4,7.1,2011-12,0.49,0.26
Omri Casspi,CLE,65.0,20.6,2.6,6.3,0.403,0.8,0.315,1.7,0.463,0.467,1.1,1.7,0.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,7.1,2011-12,0.5,0.11
Amir Johnson,TOR,64.0,24.3,3.1,5.3,0.576,0.0,0.4,3.0,0.579,0.579,0.9,1.3,0.69,2.3,4.0,6.4,1.2,0.5,1.1,1.5,7.1,2011-12,0.6,0.19
Charlie Villanueva,DET,13.0,13.8,2.7,7.0,0.385,1.2,0.333,1.5,0.435,0.467,0.5,0.5,0.857,0.7,3.0,3.7,0.5,0.5,0.4,0.5,7.0,2011-12,0.48,0.56
Ronnie Brewer,CHI,66.0,24.8,2.9,6.7,0.427,0.3,0.275,2.6,0.455,0.448,0.8,1.5,0.56,1.1,2.4,3.5,2.1,1.1,0.3,0.9,6.9,2011-12,0.47,0.13
Mickaël Piétrus,BOS,42.0,21.9,2.5,6.4,0.385,1.5,0.335,1.0,0.489,0.498,0.5,0.7,0.645,0.4,2.7,3.1,0.6,0.5,0.2,0.8,6.9,2011-12,0.51,0.15
Martell Webster,MIN,47.0,24.3,2.4,5.8,0.423,0.8,0.339,1.7,0.479,0.491,1.2,1.5,0.792,0.9,2.7,3.6,0.9,0.7,0.4,1.0,6.9,2011-12,0.53,0.17
Brandan Wright,DAL,49.0,16.1,2.9,4.8,0.618,0.0,0.0,2.9,0.621,0.618,1.1,1.7,0.634,1.3,2.3,3.6,0.3,0.4,1.3,0.4,6.9,2011-12,0.62,0.2
Norris Cole,MIA,65.0,19.4,2.7,6.9,0.393,0.3,0.276,2.4,0.417,0.417,1.0,1.3,0.776,0.3,1.1,1.4,2.0,0.7,0.0,1.6,6.8,2011-12,0.46,0.07
D.J. White,CHA,58.0,18.9,3.0,6.1,0.493,0.0,1.0,3.0,0.491,0.494,0.7,1.1,0.705,0.9,2.7,3.6,0.8,0.3,0.4,0.7,6.8,2011-12,0.52,0.13
Manny Harris,CLE,26.0,17.5,2.3,5.8,0.4,0.5,0.333,1.8,0.421,0.44,1.6,2.3,0.695,0.4,2.3,2.7,1.2,0.5,0.2,1.0,6.7,2011-12,0.49,0.23
Matt Bonner,SAS,65.0,20.4,2.4,5.4,0.44,1.6,0.42,0.8,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,6.6,2011-12,0.6,0.12
Gary Forbes,TOR,48.0,14.9,2.3,5.6,0.413,0.6,0.349,1.7,0.441,0.467,1.4,1.9,0.725,0.6,1.6,2.1,1.1,0.5,0.1,1.1,6.6,2011-12,0.51,0.11
Kirk Hinrich,ATL,48.0,25.8,2.5,6.1,0.414,1.0,0.346,1.6,0.472,0.493,0.5,0.7,0.781,0.2,1.9,2.1,2.8,0.8,0.2,1.2,6.6,2011-12,0.51,0.16
Lamar Odom,DAL,50.0,20.5,2.5,7.0,0.352,0.6,0.252,1.9,0.399,0.393,1.2,2.0,0.592,0.7,3.4,4.2,1.7,0.4,0.4,1.0,6.6,2011-12,0.42,0.14
Jason Maxiell,DET,65.0,22.6,2.8,5.9,0.478,0.0,0.0,2.8,0.48,0.478,0.9,1.6,0.547,1.9,3.2,5.1,0.6,0.5,0.8,1.1,6.5,2011-12,0.49,0.13
Boris Diaw,2TM,57.0,25.0,2.7,6.2,0.444,0.5,0.313,2.2,0.496,0.489,0.4,0.6,0.629,1.2,3.7,4.9,3.6,0.6,0.4,2.0,6.4,2011-12,0.5,0.18
Raja Bell,UTA,34.0,23.4,2.4,5.1,0.466,1.0,0.391,1.4,0.54,0.563,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.4,0.1,0.6,6.4,2011-12,0.59,0.18
Ivan Johnson,ATL,56.0,16.7,2.5,4.9,0.513,0.0,0.333,2.5,0.517,0.516,1.3,1.8,0.72,1.2,2.9,4.0,0.6,0.8,0.3,1.2,6.4,2011-12,0.56,0.14
Hakim Warrick,PHO,35.0,14.4,2.1,5.1,0.411,0.0,0.1,2.1,0.429,0.414,2.2,2.8,0.768,0.9,1.7,2.6,0.9,0.2,0.1,1.0,6.4,2011-12,0.51,0.16
Kwame Brown,GSW,9.0,20.8,2.3,4.4,0.525,0.0,,2.3,0.525,0.525,1.7,3.8,0.441,1.8,4.6,6.3,0.4,0.9,0.0,1.6,6.3,2011-12,0.52,0.9
Ed Davis,TOR,66.0,23.2,2.6,5.1,0.513,0.0,0.0,2.6,0.515,0.513,1.1,1.6,0.67,2.0,4.6,6.6,0.9,0.6,1.0,1.0,6.3,2011-12,0.54,0.17
Toney Douglas,NYK,38.0,17.3,2.5,7.6,0.324,0.7,0.231,1.8,0.387,0.371,0.6,0.7,0.846,0.4,1.5,1.9,2.0,0.8,0.0,1.5,6.2,2011-12,0.39,0.11
Jason Kidd,DAL,48.0,28.7,2.1,5.7,0.363,1.6,0.354,0.4,0.4,0.507,0.5,0.6,0.786,0.3,3.8,4.1,5.5,1.7,0.2,1.9,6.2,2011-12,0.52,0.25
Baron Davis,NYK,29.0,20.5,2.3,6.3,0.37,0.9,0.306,1.4,0.424,0.44,0.6,0.8,0.667,0.4,1.5,1.9,4.7,1.2,0.1,2.6,6.1,2011-12,0.46,0.25
Wayne Ellington,MIN,51.0,19.1,2.4,5.9,0.404,0.7,0.324,1.7,0.448,0.462,0.6,0.8,0.8,0.3,1.7,1.9,0.6,0.5,0.2,0.5,6.1,2011-12,0.49,0.1
Mike Miller,MIA,39.0,19.3,2.3,5.4,0.435,1.4,0.453,1.0,0.413,0.562,0.1,0.1,0.4,0.6,2.7,3.3,1.1,0.4,0.2,0.8,6.1,2011-12,0.56,0.18
Sebastian Telfair,PHO,60.0,14.9,2.4,5.7,0.412,0.6,0.314,1.8,0.456,0.461,0.9,1.1,0.791,0.3,1.2,1.5,2.3,0.7,0.2,1.1,6.1,2011-12,0.49,0.1
