Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Josh Smith,ATL,66.0,35.3,7.6,16.7,0.458,0.4,0.257,7.2,0.48,0.47,3.1,4.9,0.63,2.1,7.5,9.6,3.9,1.4,1.7,2.5,18.8,2011-12,0.5,0.33
Andrew Bynum,LAL,60.0,35.2,7.4,13.3,0.558,0.0,0.2,7.4,0.56,0.558,3.9,5.6,0.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,18.7,2011-12,0.59,0.4
Danny Granger,IND,62.0,33.3,6.3,15.2,0.416,2.0,0.381,4.3,0.434,0.481,4.1,4.7,0.873,1.3,3.7,5.0,1.8,1.0,0.6,1.8,18.7,2011-12,0.54,0.25
Marcus Thornton,SAC,51.0,34.9,6.9,15.7,0.438,2.1,0.345,4.8,0.497,0.505,2.8,3.2,0.865,1.6,2.0,3.7,1.9,1.4,0.2,1.6,18.7,2011-12,0.55,0.3
Kyrie Irving,CLE,51.0,30.5,6.9,14.6,0.469,1.4,0.399,5.4,0.491,0.517,3.4,3.8,0.872,0.9,2.9,3.7,5.4,1.1,0.4,3.1,18.5,2011-12,0.57,0.35
Tony Parker,SAS,60.0,32.1,7.1,14.8,0.48,0.2,0.23,6.9,0.498,0.488,3.8,4.7,0.799,0.4,2.5,2.9,7.7,1.0,0.1,2.6,18.3,2011-12,0.54,0.31
DeMarcus Cousins,SAC,64.0,30.5,7.0,15.6,0.448,0.0,0.143,7.0,0.453,0.449,4.1,5.8,0.702,4.1,6.8,11.0,1.6,1.5,1.2,2.7,18.1,2011-12,0.5,0.32
Chris Bosh,MIA,57.0,35.2,6.9,14.2,0.487,0.2,0.286,6.7,0.496,0.493,4.0,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,18.0,2011-12,0.55,0.34
Amar'e Stoudemire,NYK,47.0,32.8,6.7,13.9,0.483,0.1,0.238,6.6,0.491,0.487,4.0,5.2,0.765,2.3,5.6,7.8,1.1,0.8,1.0,2.4,17.5,2011-12,0.54,0.37
Pau Gasol,LAL,65.0,37.4,7.1,14.1,0.501,0.1,0.259,7.0,0.508,0.504,3.1,4.0,0.782,2.8,7.6,10.4,3.6,0.6,1.4,2.2,17.4,2011-12,0.55,0.36
Antawn Jamison,CLE,65.0,33.1,6.5,16.1,0.403,1.4,0.341,5.1,0.425,0.447,2.8,4.2,0.683,1.9,4.4,6.3,2.0,0.8,0.7,1.4,17.2,2011-12,0.48,0.22
Kevin Martin,HOU,40.0,31.6,5.6,13.4,0.413,2.0,0.347,3.6,0.462,0.486,4.0,4.5,0.894,0.3,2.3,2.7,2.8,0.7,0.1,1.8,17.1,2011-12,0.56,0.33
James Harden,OKC,62.0,31.4,5.0,10.1,0.491,1.8,0.39,3.1,0.579,0.582,5.0,6.0,0.846,0.5,3.6,4.1,3.7,1.0,0.2,2.2,16.8,2011-12,0.66,0.28
DeMar DeRozan,TOR,63.0,35.0,6.0,14.3,0.422,0.4,0.261,5.7,0.44,0.435,4.3,5.3,0.81,0.6,2.7,3.3,2.0,0.8,0.3,2.0,16.7,2011-12,0.5,0.19
Paul Millsap,UTA,64.0,32.8,6.7,13.5,0.495,0.1,0.226,6.5,0.505,0.499,3.2,4.0,0.792,2.8,6.0,8.8,2.3,1.8,0.8,1.8,16.6,2011-12,0.54,0.33
Tyreke Evans,SAC,63.0,34.3,6.5,14.3,0.453,0.3,0.202,6.2,0.484,0.464,3.2,4.1,0.779,1.0,3.6,4.6,4.5,1.3,0.5,2.7,16.5,2011-12,0.51,0.25
Ty Lawson,DEN,61.0,34.8,6.1,12.6,0.488,1.2,0.365,4.9,0.531,0.535,2.9,3.5,0.824,0.9,2.8,3.7,6.6,1.3,0.1,2.4,16.4,2011-12,0.58,0.3
John Wall,WAS,66.0,36.2,5.7,13.5,0.423,0.0,0.071,5.7,0.44,0.424,4.8,6.1,0.789,0.7,3.8,4.5,8.0,1.4,0.9,3.9,16.3,2011-12,0.5,0.27
Ryan Anderson,ORL,61.0,32.2,5.4,12.4,0.439,2.7,0.393,2.7,0.496,0.548,2.5,2.8,0.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,16.1,2011-12,0.59,0.29
Kevin Garnett,BOS,60.0,31.1,6.5,13.0,0.503,0.1,0.333,6.5,0.505,0.505,2.7,3.2,0.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,15.8,2011-12,0.55,0.33
Jarrett Jack,NOH,45.0,34.0,5.9,13.0,0.456,0.9,0.348,5.0,0.482,0.49,2.9,3.3,0.872,0.5,3.4,3.9,6.3,0.7,0.2,2.4,15.6,2011-12,0.54,0.37
Luis Scola,HOU,66.0,31.3,6.6,13.5,0.491,0.0,0.0,6.6,0.493,0.491,2.3,3.0,0.773,1.8,4.6,6.5,2.1,0.5,0.4,2.3,15.5,2011-12,0.52,0.23
Tim Duncan,SAS,58.0,28.2,6.2,12.6,0.492,0.0,0.0,6.2,0.495,0.492,3.0,4.3,0.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,15.4,2011-12,0.53,0.34
Marcin Gortat,PHO,66.0,32.0,6.5,11.7,0.555,0.0,0.0,6.5,0.557,0.555,2.5,3.8,0.649,2.8,7.2,10.0,0.9,0.7,1.5,1.4,15.4,2011-12,0.58,0.31
Greg Monroe,DET,66.0,31.5,6.2,11.8,0.521,0.0,0.0,6.2,0.522,0.521,3.0,4.1,0.739,3.6,6.0,9.7,2.3,1.3,0.7,2.4,15.4,2011-12,0.57,0.31
Luol Deng,CHI,54.0,39.4,5.8,14.0,0.412,1.5,0.367,4.3,0.43,0.464,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1.0,0.7,1.8,15.3,2011-12,0.5,0.29
Arron Afflalo,DEN,62.0,33.6,5.3,11.3,0.471,1.4,0.398,3.9,0.504,0.534,3.2,4.0,0.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,15.2,2011-12,0.58,0.22
Gerald Henderson,CHA,55.0,33.3,6.0,13.1,0.459,0.2,0.234,5.8,0.475,0.467,2.8,3.7,0.76,1.2,2.9,4.1,2.3,0.9,0.4,1.8,15.1,2011-12,0.51,0.24
Jason Terry,DAL,63.0,31.7,5.7,13.2,0.43,2.2,0.378,3.5,0.471,0.513,1.6,1.8,0.883,0.3,2.1,2.4,3.6,1.2,0.2,2.0,15.1,2011-12,0.54,0.2
Chauncey Billups,LAC,20.0,30.4,4.2,11.4,0.364,2.4,0.384,1.8,0.34,0.469,4.3,4.8,0.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,15.0,2011-12,0.56,0.63
Carlos Boozer,CHI,66.0,29.5,6.8,12.8,0.532,0.0,0.0,6.8,0.533,0.532,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,15.0,2011-12,0.55,0.28
Corey Maggette,CHA,32.0,27.5,4.3,11.7,0.373,0.8,0.364,3.6,0.375,0.405,5.6,6.5,0.856,0.7,3.3,3.9,1.2,0.7,0.0,1.8,15.0,2011-12,0.52,0.33
Lou Williams,PHI,64.0,26.3,5.0,12.2,0.407,1.3,0.362,3.7,0.425,0.46,3.7,4.6,0.812,0.5,2.0,2.4,3.5,0.8,0.3,1.1,14.9,2011-12,0.52,0.2
Rodney Stuckey,DET,55.0,29.9,4.7,10.9,0.429,0.6,0.317,4.1,0.452,0.456,4.9,5.8,0.834,0.7,1.9,2.6,3.8,0.8,0.2,1.9,14.8,2011-12,0.55,0.24
Jordan Crawford,WAS,64.0,27.4,5.5,13.6,0.4,1.2,0.289,4.2,0.451,0.446,2.5,3.2,0.793,0.7,1.9,2.6,3.0,0.9,0.1,2.2,14.7,2011-12,0.49,0.16
Stephen Curry,GSW,26.0,28.2,5.6,11.4,0.49,2.1,0.455,3.5,0.514,0.583,1.5,1.8,0.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,14.7,2011-12,0.6,0.64
Danilo Gallinari,DEN,43.0,31.4,4.5,10.8,0.414,1.4,0.328,3.1,0.47,0.479,4.2,4.9,0.871,0.7,4.0,4.7,2.7,1.0,0.5,1.6,14.6,2011-12,0.56,0.35
Marc Gasol,MEM,65.0,36.5,5.5,11.4,0.482,0.0,0.083,5.5,0.489,0.483,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,14.6,2011-12,0.54,0.31
Jeremy Lin,NYK,35.0,26.9,4.9,10.9,0.446,0.7,0.32,4.2,0.477,0.478,4.2,5.2,0.798,0.5,2.5,3.1,6.2,1.6,0.3,3.6,14.6,2011-12,0.55,0.43
Kyle Lowry,HOU,47.0,32.1,4.5,10.9,0.409,1.7,0.374,2.8,0.434,0.486,3.6,4.2,0.864,0.8,3.7,4.5,6.6,1.6,0.3,2.8,14.3,2011-12,0.56,0.37
Nick Young,2TM,62.0,27.9,5.1,12.6,0.403,1.7,0.365,3.4,0.424,0.469,2.3,2.7,0.852,0.5,1.6,2.1,0.9,0.7,0.3,1.3,14.2,2011-12,0.51,0.15
Ray Allen,BOS,46.0,34.0,4.9,10.7,0.458,2.3,0.453,2.6,0.463,0.566,2.1,2.3,0.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,14.2,2011-12,0.61,0.29
Al Harrington,DEN,64.0,27.5,5.4,12.1,0.446,1.6,0.333,3.8,0.519,0.512,1.9,2.8,0.676,1.1,5.0,6.1,1.4,0.9,0.2,1.8,14.2,2011-12,0.53,0.21
Jamal Crawford,POR,60.0,26.9,4.7,12.3,0.384,1.3,0.308,3.4,0.426,0.438,3.2,3.4,0.927,0.3,1.7,2.0,3.2,0.9,0.2,1.9,14.0,2011-12,0.51,0.18
Nicolas Batum,POR,59.0,30.4,4.9,10.9,0.451,1.8,0.391,3.1,0.496,0.534,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,13.9,2011-12,0.57,0.24
Nikola Peković,MIN,47.0,26.9,5.4,9.7,0.564,0.0,,5.4,0.564,0.564,3.0,4.0,0.743,3.9,3.5,7.4,0.7,0.6,0.7,1.9,13.9,2011-12,0.61,0.34
Gerald Wallace,2TM,58.0,35.8,4.9,10.9,0.454,0.8,0.307,4.2,0.5,0.491,3.1,3.9,0.8,1.5,5.2,6.7,2.8,1.5,0.6,1.9,13.8,2011-12,0.55,0.29
Kris Humphries,NJN,62.0,34.9,5.2,10.8,0.481,0.0,,5.2,0.481,0.481,3.4,4.5,0.752,3.8,7.2,11.0,1.5,0.8,1.2,1.9,13.8,2011-12,0.54,0.32
Nenê,2TM,39.0,28.5,5.4,10.1,0.537,0.0,0.0,5.4,0.542,0.537,2.9,4.3,0.673,1.6,5.8,7.5,2.1,1.1,1.0,2.5,13.7,2011-12,0.57,0.43
Drew Gooden,MIL,56.0,26.2,5.1,11.7,0.437,0.3,0.291,4.8,0.45,0.449,3.1,3.7,0.846,2.3,4.2,6.5,2.6,0.8,0.6,1.9,13.7,2011-12,0.51,0.27
Wesley Matthews,POR,66.0,33.8,4.8,11.6,0.412,2.0,0.383,2.8,0.434,0.496,2.2,2.6,0.86,0.8,2.5,3.4,1.7,1.5,0.2,1.1,13.7,2011-12,0.54,0.18
Jrue Holiday,PHI,65.0,33.8,5.5,12.8,0.432,1.0,0.38,4.5,0.445,0.471,1.4,1.8,0.783,0.9,2.4,3.3,4.5,1.6,0.3,2.1,13.5,2011-12,0.5,0.21
Mo Williams,LAC,52.0,28.3,5.0,11.8,0.426,1.8,0.389,3.2,0.449,0.502,1.4,1.5,0.9,0.4,1.5,1.9,3.1,1.0,0.1,1.7,13.2,2011-12,0.53,0.21
Chris Kaman,NOH,47.0,29.2,5.7,12.7,0.446,0.0,,5.7,0.446,0.446,1.8,2.3,0.785,1.9,5.9,7.7,2.1,0.5,1.6,2.7,13.1,2011-12,0.48,0.31
Ersan İlyasova,MIL,60.0,27.6,4.9,10.0,0.492,0.9,0.455,4.1,0.501,0.535,2.4,3.1,0.781,3.3,5.6,8.8,1.2,0.7,0.7,1.3,13.0,2011-12,0.57,0.29
Manu Ginóbili,SAS,34.0,23.3,4.4,8.4,0.526,1.5,0.413,2.9,0.616,0.618,2.6,3.0,0.871,0.5,2.9,3.4,4.4,0.7,0.4,1.9,12.9,2011-12,0.66,0.46
Gerald Green,NJN,31.0,25.2,5.0,10.3,0.481,1.4,0.391,3.6,0.529,0.548,1.6,2.1,0.754,0.5,3.0,3.5,1.1,0.9,0.5,1.8,12.9,2011-12,0.57,0.36
Roy Hibbert,IND,65.0,29.8,5.1,10.3,0.497,0.0,0.0,5.1,0.498,0.497,2.6,3.7,0.711,3.3,5.5,8.8,1.7,0.5,2.0,2.0,12.8,2011-12,0.54,0.27
Brandon Knight,DET,66.0,32.3,4.8,11.7,0.415,1.6,0.38,3.2,0.434,0.483,1.6,2.1,0.759,0.5,2.7,3.2,3.8,0.7,0.2,2.6,12.8,2011-12,0.51,0.16
David West,IND,66.0,29.2,5.3,10.8,0.487,0.0,0.222,5.3,0.491,0.489,2.2,2.7,0.807,1.8,4.8,6.6,2.1,0.8,0.7,1.4,12.8,2011-12,0.53,0.24
Thaddeus Young,PHI,63.0,27.9,5.5,10.9,0.507,0.0,0.25,5.5,0.508,0.507,1.8,2.3,0.771,2.2,3.0,5.2,1.2,1.0,0.7,0.9,12.8,2011-12,0.54,0.22
Mike Conley,MEM,62.0,35.1,4.8,11.0,0.433,1.0,0.377,3.8,0.45,0.477,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,12.7,2011-12,0.52,0.25
Jared Dudley,PHO,65.0,31.1,4.8,9.9,0.485,1.2,0.383,3.6,0.535,0.547,1.8,2.5,0.726,1.5,3.2,4.6,1.7,0.8,0.3,1.1,12.7,2011-12,0.58,0.2
Tayshaun Prince,DET,63.0,33.1,5.3,12.7,0.421,0.6,0.356,4.7,0.431,0.444,1.4,1.8,0.774,1.1,3.3,4.5,2.4,0.4,0.5,1.2,12.7,2011-12,0.47,0.18
MarShon Brooks,NJN,56.0,29.4,4.9,11.4,0.428,0.8,0.313,4.1,0.463,0.465,2.0,2.6,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,12.6,2011-12,0.5,0.19
O.J. Mayo,MEM,66.0,26.8,4.5,11.2,0.408,1.5,0.364,3.0,0.434,0.476,2.0,2.6,0.773,0.5,2.7,3.2,2.6,1.1,0.3,1.9,12.6,2011-12,0.51,0.16
Jeff Teague,ATL,66.0,33.1,4.8,10.2,0.476,0.8,0.342,4.1,0.514,0.514,2.1,2.8,0.757,0.3,2.1,2.4,4.9,1.6,0.6,2.0,12.6,2011-12,0.55,0.21
Brandon Bass,BOS,59.0,31.7,5.1,10.7,0.479,0.0,,5.1,0.479,0.479,2.2,2.8,0.81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,12.5,2011-12,0.52,0.23
Ben Gordon,DET,52.0,26.9,4.5,10.2,0.442,1.2,0.429,3.3,0.446,0.501,2.3,2.6,0.86,0.3,2.1,2.3,2.4,0.7,0.2,2.2,12.5,2011-12,0.55,0.19
Carl Landry,NOH,41.0,24.4,4.4,8.8,0.503,0.0,0.0,4.4,0.507,0.503,3.6,4.5,0.799,1.9,3.3,5.2,0.9,0.3,0.3,1.6,12.5,2011-12,0.58,0.3
Steve Nash,PHO,62.0,31.6,4.8,9.0,0.532,0.9,0.39,3.9,0.58,0.581,2.0,2.3,0.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,12.5,2011-12,0.62,0.3
J.R. Smith,NYK,35.0,27.6,4.7,11.6,0.407,1.9,0.347,2.8,0.462,0.49,1.1,1.6,0.709,0.8,3.1,3.9,2.4,1.5,0.2,1.3,12.5,2011-12,0.51,0.34
Klay Thompson,GSW,66.0,24.4,4.8,10.9,0.443,1.7,0.414,3.1,0.46,0.52,1.2,1.4,0.868,0.4,2.1,2.4,2.0,0.7,0.3,1.6,12.5,2011-12,0.54,0.15
Al Horford,ATL,11.0,31.6,5.2,9.4,0.553,0.0,0.0,5.2,0.559,0.553,2.0,2.7,0.733,2.4,4.6,7.0,2.2,0.9,1.3,1.5,12.4,2011-12,0.59,1.58
Andre Iguodala,PHI,62.0,35.6,4.6,10.2,0.454,1.2,0.394,3.4,0.481,0.514,2.0,3.2,0.617,0.9,5.2,6.1,5.5,1.7,0.5,1.9,12.4,2011-12,0.53,0.28
Mike Dunleavy,MIL,55.0,26.3,4.3,9.2,0.474,1.5,0.399,2.8,0.527,0.557,2.1,2.6,0.811,0.5,3.2,3.7,2.1,0.5,0.1,1.1,12.3,2011-12,0.59,0.22
Paul George,IND,66.0,29.7,4.3,9.7,0.44,1.4,0.385,2.9,0.472,0.51,2.2,2.8,0.802,0.8,4.8,5.6,2.4,1.6,0.6,1.8,12.1,2011-12,0.55,0.22
Luke Ridnour,MIN,53.0,33.0,4.6,10.4,0.44,0.9,0.322,3.6,0.485,0.485,2.0,2.2,0.891,0.4,2.3,2.7,4.8,1.1,0.3,1.8,12.1,2011-12,0.53,0.25
Kemba Walker,CHA,66.0,27.2,4.3,11.6,0.366,1.0,0.305,3.2,0.392,0.411,2.5,3.2,0.789,0.5,3.1,3.5,4.4,0.9,0.3,1.8,12.1,2011-12,0.47,0.17
Caron Butler,LAC,63.0,29.7,4.6,11.2,0.407,1.5,0.358,3.1,0.435,0.472,1.4,1.7,0.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,12.0,2011-12,0.5,0.15
Anthony Morrow,NJN,62.0,26.4,4.4,10.6,0.413,1.7,0.371,2.7,0.446,0.494,1.6,1.7,0.933,0.5,1.5,2.0,1.0,0.7,0.1,1.1,12.0,2011-12,0.53,0.14
Jameer Nelson,ORL,57.0,29.9,4.5,10.6,0.427,1.5,0.377,3.0,0.459,0.499,1.2,1.5,0.807,0.5,2.7,3.2,5.7,0.7,0.1,2.4,11.9,2011-12,0.53,0.22
Rajon Rondo,BOS,53.0,36.9,4.8,10.8,0.448,0.2,0.238,4.6,0.464,0.456,2.0,3.4,0.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,11.9,2011-12,0.48,0.36
Marco Belinelli,NOH,66.0,29.8,4.3,10.4,0.417,1.6,0.377,2.7,0.445,0.495,1.5,2.0,0.783,0.3,2.3,2.6,1.5,0.7,0.1,1.0,11.8,2011-12,0.52,0.14
Gordon Hayward,UTA,66.0,30.5,4.0,8.9,0.456,0.8,0.346,3.2,0.496,0.503,2.9,3.5,0.832,0.9,2.6,3.5,3.1,0.8,0.6,1.7,11.8,2011-12,0.57,0.19
Goran Dragić,HOU,66.0,26.5,4.2,9.1,0.462,1.0,0.337,3.2,0.525,0.518,2.3,2.9,0.805,0.8,1.7,2.5,5.3,1.3,0.2,2.4,11.7,2011-12,0.56,0.2
Richard Hamilton,CHI,28.0,24.9,5.0,11.1,0.452,0.6,0.37,4.4,0.466,0.479,1.0,1.3,0.784,0.7,1.6,2.4,3.0,0.4,0.0,1.8,11.6,2011-12,0.5,0.33
Zach Randolph,MEM,28.0,26.3,4.7,10.2,0.463,0.1,0.25,4.6,0.469,0.467,2.1,3.1,0.659,2.8,5.3,8.0,1.7,0.8,0.1,1.4,11.6,2011-12,0.5,0.51
JJ Redick,ORL,65.0,27.2,3.8,9.0,0.425,1.7,0.418,2.1,0.43,0.521,2.2,2.4,0.911,0.3,2.0,2.3,2.5,0.4,0.1,1.0,11.6,2011-12,0.58,0.16
Jason Richardson,ORL,54.0,29.5,4.5,11.0,0.408,1.9,0.368,2.6,0.442,0.493,0.8,1.3,0.594,0.7,2.9,3.6,2.0,1.0,0.4,1.1,11.6,2011-12,0.5,0.19
Michael Beasley,MIN,47.0,23.1,4.7,10.6,0.445,0.8,0.376,3.9,0.462,0.483,1.3,2.0,0.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,11.5,2011-12,0.5,0.2
Isaiah Thomas,SAC,65.0,25.5,3.9,8.8,0.448,1.3,0.379,2.7,0.491,0.521,2.4,2.8,0.832,0.7,1.8,2.6,4.1,0.8,0.1,1.6,11.5,2011-12,0.57,0.19
Jerryd Bayless,TOR,31.0,22.7,3.8,8.9,0.424,1.4,0.423,2.4,0.424,0.504,2.4,2.8,0.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,11.4,2011-12,0.56,0.35
Raymond Felton,POR,60.0,31.8,4.4,10.7,0.407,1.0,0.305,3.3,0.453,0.455,1.7,2.1,0.806,0.5,2.0,2.5,6.5,1.3,0.2,2.8,11.4,2011-12,0.49,0.21
Courtney Lee,HOU,58.0,30.3,4.3,10.0,0.433,1.5,0.401,2.8,0.452,0.508,1.2,1.5,0.826,0.4,2.3,2.7,1.5,1.2,0.4,1.1,11.4,2011-12,0.53,0.17
Ramon Sessions,2TM,64.0,26.7,3.8,8.8,0.428,0.7,0.443,3.1,0.425,0.466,3.0,3.9,0.782,0.5,2.8,3.3,5.5,0.7,0.0,2.2,11.3,2011-12,0.54,0.2
JaVale McGee,2TM,61.0,25.2,5.0,9.0,0.556,0.0,,5.0,0.556,0.556,1.3,2.7,0.461,2.7,5.1,7.8,0.5,0.6,2.2,1.4,11.3,2011-12,0.55,0.26
J.J. Barea,MIN,41.0,25.2,4.1,10.2,0.4,1.3,0.371,2.8,0.415,0.463,1.9,2.4,0.776,0.3,2.4,2.8,5.7,0.5,0.0,2.5,11.3,2011-12,0.5,0.27
Andrew Bogut,MIL,12.0,30.3,5.1,11.3,0.449,0.0,0.0,5.1,0.452,0.449,1.2,1.9,0.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,11.3,2011-12,0.47,1.36
Tyson Chandler,NYK,62.0,33.2,3.9,5.7,0.679,0.0,0.0,3.9,0.683,0.679,3.5,5.1,0.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,11.3,2011-12,0.71,0.31
Devin Harris,UTA,63.0,27.6,3.8,8.6,0.445,1.2,0.362,2.6,0.498,0.516,2.5,3.3,0.746,0.2,1.6,1.8,5.0,1.0,0.2,1.9,11.3,2011-12,0.56,0.19
Nate Robinson,GSW,51.0,23.4,4.0,9.5,0.424,1.3,0.365,2.7,0.459,0.492,1.8,2.2,0.832,0.3,1.7,2.0,4.5,1.2,0.0,1.5,11.2,2011-12,0.53,0.23
